InertialMeasurementUnit LUA Quaternion4;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit R-SHOE Compass;InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit LLA Quaternion4;Accelerometer LWR accX;InertialMeasurementUnit R-SHOE EuX;InertialMeasurementUnit L-SHOE Compass;InertialMeasurementUnit RLA Quaternion3;InertialMeasurementUnit LLA gyroY;InertialMeasurementUnit LUA Quaternion2
187.0;-326.0;?;18;-392.0;-12.0;55;173;231.0;-3184.0;-333.0
188.0;-301.0;145;18;-425.0;165.0;?;173;212.0;-3644.0;-348.0
200.0;-295.0;145;18;-444.0;?;55;174;191.0;?;-367.0
220.0;?;145;18;-453.0;?;55;173;167.0;-4663.0;-406.0
239.0;-313.0;145;18;-455.0;-3.0;55;?;138.0;-5099.0;-460.0
258.0;-325.0;145;?;-448.0;?;?;173;114.0;?;-523.0
279.0;-338.0;145;18;?;65.0;55;?;?;?;-588.0
?;?;146;18;-387.0;291.0;55;173;61.0;-5394.0;-644.0
305.0;-394.0;146;18;-359.0;130.0;55;174;44.0;?;-681.0
307.0;-411.0;145;?;?;?;55;173;?;?;-701.0
?;-417.0;145;18;-312.0;-550.0;55;173;-18.0;-1142.0;-713.0
310.0;?;145;18;-306.0;?;?;173;?;85.0;-716.0
305.0;-429.0;?;18;-313.0;-565.0;55;173;?;917.0;-712.0
-458.0;?;146;18;?;564.0;55;173;-506.0;-67.0;-319.0
-457.0;?;145;18;-786.0;530.0;?;173;-502.0;78.0;-320.0
-457.0;-564.0;?;18;?;536.0;55;173;-496.0;308.0;-320.0
-457.0;-552.0;146;18;-804.0;?;55;173;?;363.0;-321.0
-452.0;-542.0;146;18;-815.0;635.0;55;174;-473.0;?;-323.0
-436.0;-537.0;145;18;-821.0;894.0;55;?;-460.0;-326.0;-332.0
-412.0;?;?;?;-825.0;967.0;55;173;-445.0;-701.0;-351.0
-381.0;-540.0;146;?;?;?;55;173;-425.0;-703.0;-374.0
-345.0;-542.0;?;?;-829.0;737.0;55;?;-403.0;-808.0;?
?;-544.0;?;18;-825.0;807.0;?;173;-379.0;-965.0;-421.0
?;-548.0;145;18;-815.0;742.0;55;?;-352.0;-1131.0;-443.0
-203.0;-549.0;?;18;-802.0;606.0;55;174;-323.0;-1209.0;-465.0
-146.0;-549.0;?;18;-783.0;433.0;?;173;-297.0;-1493.0;?
?;-553.0;145;18;?;503.0;55;173;-271.0;-1710.0;-510.0
-22.0;?;145;18;-725.0;499.0;55;173;-253.0;-2068.0;-532.0
43.0;-553.0;145;18;-685.0;408.0;55;173;-243.0;-2578.0;-557.0
107.0;-552.0;?;?;-636.0;269.0;55;173;-239.0;-2879.0;-587.0
168.0;-556.0;145;18;-576.0;?;55;174;?;?;-617.0
224.0;?;145;18;-511.0;263.0;?;?;-259.0;-3337.0;-643.0
271.0;-594.0;145;18;-448.0;239.0;55;173;?;-3065.0;-663.0
308.0;-617.0;145;18;?;?;55;173;-267.0;?;?
332.0;-648.0;145;?;-362.0;-482.0;55;173;?;-1849.0;?
346.0;-675.0;145;18;-337.0;-267.0;55;173;-285.0;-1245.0;?
356.0;-678.0;145;18;-315.0;-610.0;55;174;?;-646.0;?
357.0;-676.0;145;18;-297.0;-834.0;55;173;-323.0;-401.0;-693.0
353.0;-685.0;145;18;-292.0;-470.0;55;173;-328.0;-51.0;-695.0
344.0;-696.0;145;18;-293.0;-322.0;55;173;-329.0;26.0;-698.0
334.0;-697.0;145;?;-295.0;-271.0;55;173;-334.0;195.0;-699.0
326.0;-694.0;145;18;-299.0;-263.0;55;174;-339.0;304.0;-698.0
?;-688.0;145;18;-303.0;-219.0;55;174;?;405.0;-696.0
316.0;-683.0;145;?;-308.0;?;55;173;-354.0;375.0;-693.0
312.0;?;?;18;-315.0;-75.0;?;?;-364.0;?;-691.0
?;-694.0;145;18;-325.0;-21.0;55;173;-374.0;607.0;-689.0
296.0;-699.0;?;18;-336.0;-115.0;55;173;-385.0;893.0;-685.0
284.0;-701.0;145;?;?;-254.0;55;174;?;1150.0;-680.0
267.0;-700.0;?;18;?;-353.0;55;174;-419.0;1350.0;-674.0
-476.0;-599.0;145;?;-713.0;486.0;55;174;-565.0;?;?
-473.0;-596.0;145;18;-718.0;?;55;173;-563.0;106.0;-315.0
-471.0;-592.0;145;18;?;401.0;55;?;-559.0;141.0;-315.0
-470.0;-587.0;145;18;-730.0;452.0;55;173;-555.0;223.0;-316.0
-467.0;-577.0;145;18;-740.0;487.0;55;174;-549.0;410.0;-319.0
-464.0;?;145;?;?;?;55;?;?;662.0;-324.0
-457.0;?;145;?;?;495.0;55;174;-530.0;?;?
-446.0;?;145;18;-804.0;654.0;55;?;-517.0;?;?
-425.0;-513.0;?;18;?;862.0;55;173;-499.0;?;-346.0
-392.0;-503.0;145;18;-844.0;834.0;?;173;-482.0;-183.0;?
-348.0;-498.0;145;18;-850.0;1008.0;55;174;-464.0;-797.0;?
-287.0;-499.0;?;18;-845.0;1313.0;55;174;-439.0;-1502.0;?
-216.0;-507.0;145;18;-828.0;1034.0;55;?;?;-2174.0;-396.0
-138.0;-517.0;?;?;-800.0;630.0;55;173;-390.0;-2782.0;-416.0
-56.0;-530.0;?;18;-758.0;529.0;55;173;?;-3352.0;-437.0
31.0;-555.0;145;18;-701.0;278.0;55;173;-361.0;?;-463.0
113.0;-584.0;?;?;-634.0;235.0;55;174;-360.0;-4424.0;-491.0
184.0;?;145;18;-562.0;-53.0;?;174;-358.0;-4859.0;-515.0
252.0;-621.0;145;18;-482.0;?;55;173;-351.0;-4808.0;-544.0
?;-641.0;145;18;-403.0;?;55;173;-350.0;-4740.0;-577.0
359.0;-663.0;145;18;-333.0;?;?;173;-357.0;?;-604.0
393.0;-691.0;145;?;-283.0;-721.0;55;?;?;-3263.0;?
414.0;-699.0;145;?;-250.0;-752.0;55;174;?;?;-641.0
424.0;?;145;18;-233.0;-1070.0;55;174;-382.0;-1036.0;-647.0
?;-698.0;145;18;-228.0;-910.0;?;173;-385.0;?;-650.0
424.0;-693.0;144;?;-229.0;-652.0;?;173;-389.0;?;-654.0
418.0;-687.0;145;18;-230.0;-387.0;55;?;-391.0;-76.0;-657.0
413.0;-690.0;?;18;-234.0;-191.0;?;174;-390.0;-61.0;-661.0
409.0;-693.0;145;?;?;11.0;55;174;-390.0;27.0;-663.0
406.0;-688.0;145;18;-241.0;-106.0;55;174;-391.0;125.0;-663.0
403.0;-682.0;145;18;-242.0;-196.0;?;173;-392.0;163.0;-662.0
?;?;?;?;-246.0;?;55;173;-399.0;?;-664.0
?;-691.0;145;?;-251.0;-60.0;55;?;-417.0;160.0;?
382.0;?;145;18;?;-168.0;55;?;-440.0;490.0;-672.0
363.0;-710.0;145;18;-279.0;-388.0;55;174;-460.0;902.0;-677.0
332.0;-714.0;145;18;-302.0;?;55;?;-481.0;?;-683.0
-516.0;-532.0;?;18;?;?;?;174;-491.0;-115.0;-206.0
-514.0;-531.0;145;18;-790.0;451.0;55;?;-492.0;-101.0;?
-511.0;-529.0;144;18;-791.0;491.0;?;173;-491.0;?;-208.0
-510.0;?;145;?;?;488.0;55;173;-491.0;1.0;-209.0
-508.0;-524.0;?;?;-796.0;?;?;?;-489.0;63.0;-211.0
-507.0;?;145;?;-802.0;467.0;55;174;-485.0;119.0;-214.0
-503.0;-513.0;?;?;-810.0;491.0;55;174;-479.0;16.0;?
?;?;145;18;-817.0;701.0;55;173;-470.0;-396.0;-224.0
?;-512.0;145;?;-823.0;899.0;55;173;?;?;-237.0
?;-514.0;145;18;?;?;55;173;-451.0;?;-262.0
-413.0;-516.0;145;?;-835.0;808.0;55;173;-437.0;?;?
-360.0;-524.0;?;18;-834.0;?;55;174;-422.0;-1635.0;-318.0
-298.0;-532.0;145;18;-826.0;950.0;55;174;-406.0;-1997.0;-350.0
-222.0;-543.0;?;18;?;?;55;173;-383.0;?;-384.0
-140.0;-558.0;145;?;?;638.0;55;?;-355.0;?;?
-51.0;-578.0;?;?;-719.0;549.0;55;173;-322.0;-3873.0;?
40.0;-609.0;?;18;-651.0;352.0;?;174;-288.0;-4581.0;?
127.0;-635.0;?;?;-575.0;?;?;174;?;-5092.0;-542.0
?;?;145;18;-495.0;?;55;173;-254.0;-5179.0;-573.0
273.0;-649.0;144;18;?;-884.0;55;173;?;-4735.0;-605.0
333.0;?;144;18;?;-847.0;55;173;-211.0;-3834.0;-629.0
?;?;144;18;-285.0;-1015.0;?;173;-204.0;-2619.0;-644.0
405.0;?;144;18;-252.0;-1023.0;55;174;-203.0;-1430.0;-651.0
416.0;-630.0;145;18;-233.0;-1055.0;?;174;?;-784.0;-656.0
419.0;-638.0;?;18;-223.0;-695.0;?;174;?;-618.0;-663.0
414.0;-650.0;?;18;?;?;55;173;-205.0;-317.0;-670.0
406.0;-657.0;145;18;-220.0;?;55;?;-220.0;120.0;-672.0
397.0;-663.0;145;18;-226.0;-386.0;55;173;-228.0;?;-668.0
390.0;-660.0;145;18;?;-273.0;55;174;-232.0;737.0;-664.0
386.0;-652.0;145;18;?;-189.0;55;?;-233.0;?;-660.0
384.0;-649.0;145;18;-250.0;?;?;173;-234.0;438.0;-657.0
381.0;-651.0;?;18;-257.0;177.0;?;?;-241.0;269.0;-657.0
378.0;?;145;18;-264.0;?;55;173;?;279.0;-658.0
?;-665.0;145;18;?;?;?;173;-276.0;381.0;?
356.0;?;?;18;-284.0;?;55;173;-297.0;533.0;-664.0
333.0;?;145;18;-303.0;?;55;174;-323.0;965.0;-666.0
?;-695.0;?;18;-329.0;-541.0;55;?;?;1400.0;-667.0
-457.0;-449.0;145;18;-792.0;422.0;55;173;-471.0;52.0;-279.0
-455.0;-444.0;?;18;-794.0;?;55;173;-466.0;95.0;?
-452.0;?;145;18;-800.0;?;55;?;-460.0;-49.0;-279.0
?;-439.0;145;?;-805.0;500.0;55;?;-454.0;-203.0;-281.0
-438.0;-441.0;145;18;?;?;?;174;-453.0;-530.0;-285.0
-427.0;-445.0;?;18;-817.0;?;55;?;-451.0;-709.0;-293.0
?;?;145;18;-821.0;641.0;55;173;-441.0;-1027.0;-308.0
-380.0;-462.0;145;18;-826.0;681.0;55;173;-428.0;-1164.0;?
?;-471.0;145;18;?;619.0;?;173;-413.0;-1355.0;-353.0
?;-480.0;145;18;-834.0;583.0;55;173;-392.0;?;-381.0
-247.0;-491.0;145;18;-833.0;555.0;55;174;?;-1825.0;-405.0
?;-503.0;145;18;-825.0;490.0;55;173;-345.0;-2215.0;-429.0
-122.0;-516.0;145;18;?;447.0;55;173;-326.0;-2627.0;-456.0
-47.0;-532.0;145;18;-774.0;?;?;173;-307.0;-3318.0;-486.0
31.0;-551.0;?;18;-725.0;402.0;55;173;-287.0;?;-509.0
113.0;-572.0;145;18;-658.0;45.0;55;?;?;-4708.0;-533.0
205.0;-602.0;145;18;-576.0;?;55;174;-244.0;-5473.0;-573.0
284.0;-641.0;145;18;-481.0;-52.0;55;174;-235.0;-5741.0;?
?;-679.0;145;?;-396.0;-501.0;55;173;-230.0;?;-645.0
?;-699.0;145;18;-333.0;-974.0;55;173;-228.0;-3529.0;-663.0
431.0;-705.0;?;18;-291.0;-1503.0;?;174;-232.0;?;-668.0
?;-699.0;145;18;?;-1481.0;?;174;?;?;-661.0
449.0;-695.0;144;?;-253.0;-1421.0;55;?;-254.0;226.0;-659.0
439.0;-700.0;144;18;-252.0;-799.0;?;?;-267.0;423.0;-661.0
425.0;?;144;18;-255.0;?;55;173;-274.0;422.0;-664.0
414.0;-707.0;145;18;-262.0;-316.0;55;173;?;494.0;-663.0
406.0;?;?;18;-271.0;-260.0;55;173;-281.0;610.0;-661.0
?;-702.0;145;18;?;-149.0;?;174;?;?;-658.0
?;?;145;?;?;-122.0;55;174;-281.0;517.0;-656.0
390.0;-686.0;145;18;-294.0;?;55;173;-279.0;?;-654.0
390.0;-683.0;?;18;?;?;55;?;?;285.0;-652.0
390.0;-681.0;?;18;-302.0;64.0;?;?;-276.0;?;?
391.0;-677.0;145;18;?;?;?;173;-274.0;?;-649.0
391.0;-673.0;145;18;-303.0;3.0;?;?;-275.0;90.0;-649.0
388.0;?;145;?;-302.0;-36.0;55;174;-286.0;116.0;-650.0
379.0;-677.0;145;?;-306.0;?;?;?;-305.0;?;?
361.0;-675.0;145;18;?;-383.0;?;173;-324.0;?;-654.0
-539.0;-487.0;145;18;-813.0;599.0;55;173;-519.0;-92.0;-196.0
?;-485.0;145;18;?;594.0;55;173;-519.0;-123.0;-197.0
-531.0;?;145;18;-813.0;529.0;55;173;-519.0;?;-197.0
-528.0;?;145;18;-814.0;536.0;55;174;-517.0;-56.0;-198.0
-526.0;-476.0;145;18;-816.0;?;55;173;-515.0;18.0;?
?;-473.0;?;?;-817.0;537.0;?;173;-511.0;-52.0;-199.0
-519.0;-470.0;?;18;-819.0;557.0;55;173;?;-163.0;?
?;-467.0;145;?;-822.0;588.0;55;173;-502.0;-264.0;-200.0
-502.0;?;145;18;-825.0;617.0;55;173;-497.0;-455.0;-201.0
-488.0;-468.0;145;18;?;678.0;55;173;-492.0;?;-205.0
?;-472.0;?;?;?;?;55;173;-491.0;-1012.0;-212.0
-437.0;-480.0;144;18;-824.0;748.0;55;173;-490.0;-1336.0;?
-405.0;-487.0;144;?;?;660.0;?;?;-485.0;-1336.0;-246.0
-365.0;-494.0;144;18;?;458.0;55;173;-477.0;-1446.0;-262.0
-322.0;-501.0;145;18;-809.0;505.0;55;173;-464.0;-1761.0;?
-273.0;?;?;18;-798.0;595.0;55;?;-448.0;-1949.0;-291.0
-221.0;-507.0;?;18;-783.0;418.0;55;?;-428.0;-2001.0;-305.0
-165.0;-500.0;144;18;-762.0;?;55;173;-403.0;-1912.0;-318.0
-108.0;-494.0;144;18;?;333.0;?;173;-380.0;-2071.0;-331.0
-53.0;-490.0;145;18;-683.0;?;55;173;?;-2312.0;-342.0
1.0;?;145;?;-629.0;322.0;55;173;-330.0;?;-356.0
53.0;-482.0;145;18;-567.0;?;?;173;?;-2374.0;-367.0
?;-480.0;145;18;-505.0;107.0;55;?;-278.0;-2368.0;-383.0
139.0;-470.0;145;18;-448.0;?;55;173;-265.0;-2083.0;-399.0
166.0;-462.0;145;18;-390.0;?;55;173;-250.0;-1685.0;-413.0
184.0;?;145;18;-327.0;-140.0;55;173;-235.0;-1662.0;-422.0
198.0;-468.0;?;18;-268.0;116.0;55;?;-221.0;-1696.0;-431.0
?;-449.0;?;18;-217.0;-186.0;55;?;-208.0;-1572.0;?
210.0;-434.0;?;?;-162.0;-242.0;55;173;-200.0;-1274.0;-449.0
217.0;-435.0;?;?;-98.0;20.0;55;173;-202.0;-1048.0;?
222.0;-445.0;?;?;-32.0;119.0;55;173;-208.0;?;-468.0
226.0;-447.0;?;18;26.0;-17.0;?;173;-208.0;?;?
?;-443.0;?;18;?;-252.0;55;?;-197.0;?;-463.0
244.0;-432.0;?;18;98.0;-380.0;55;173;-179.0;-36.0;-451.0
?;-412.0;145;?;?;-412.0;55;173;-153.0;629.0;-432.0
254.0;-383.0;144;18;109.0;?;55;173;-124.0;1046.0;-415.0
254.0;-349.0;144;18;101.0;-189.0;?;173;-94.0;?;?
?;?;?;18;89.0;-33.0;55;174;-69.0;1278.0;-366.0
251.0;-293.0;145;18;79.0;72.0;55;174;-51.0;1317.0;-354.0
246.0;-277.0;145;18;71.0;98.0;55;174;?;1399.0;-336.0
237.0;-260.0;?;18;61.0;130.0;55;173;-24.0;?;-311.0
228.0;-243.0;144;18;?;138.0;?;173;?;1443.0;-288.0
217.0;-228.0;145;18;36.0;168.0;55;?;-8.0;1388.0;?
206.0;-214.0;145;?;22.0;232.0;55;173;?;1402.0;-250.0
?;-194.0;?;18;2.0;53.0;55;174;-7.0;1465.0;-237.0
?;-168.0;145;18;-23.0;32.0;?;173;-8.0;1463.0;-226.0
172.0;?;145;18;-48.0;90.0;55;173;-9.0;1308.0;-211.0
166.0;-124.0;144;18;?;?;55;173;-13.0;?;-204.0
161.0;-107.0;145;18;-97.0;263.0;55;173;-18.0;905.0;?
155.0;-95.0;145;18;-117.0;257.0;?;173;-22.0;711.0;-198.0
150.0;-87.0;?;?;?;271.0;55;174;-24.0;509.0;-195.0
145.0;-83.0;145;18;-141.0;?;55;173;-25.0;237.0;-193.0
142.0;-83.0;145;18;-144.0;201.0;55;173;-26.0;18.0;-193.0
142.0;-86.0;145;?;?;157.0;55;173;?;-66.0;-193.0
143.0;-91.0;145;?;-142.0;38.0;?;173;-29.0;-72.0;-194.0
143.0;-97.0;145;18;?;-30.0;?;173;-30.0;?;-196.0
144.0;?;145;18;-136.0;-36.0;55;173;?;?;?
144.0;-104.0;?;18;-135.0;?;55;173;-35.0;8.0;-196.0
143.0;-104.0;144;18;-137.0;-59.0;55;?;-37.0;65.0;-194.0
142.0;-101.0;145;18;-140.0;-108.0;54;173;?;157.0;-190.0
?;-99.0;145;19;?;-83.0;54;?;-39.0;?;-185.0
140.0;-96.0;145;?;-149.0;-81.0;53;173;-39.0;255.0;-179.0
?;-92.0;145;21;-154.0;?;51;173;-39.0;?;-172.0
139.0;-88.0;?;23;-160.0;-46.0;50;173;-39.0;373.0;-164.0
140.0;-83.0;146;?;?;-53.0;49;173;-39.0;478.0;?
?;-77.0;147;23;-175.0;-65.0;49;173;-38.0;565.0;-146.0
140.0;-69.0;147;23;-183.0;-96.0;?;?;?;616.0;?
?;?;148;23;-191.0;-108.0;49;173;?;645.0;-124.0
137.0;-49.0;148;?;-198.0;-114.0;49;?;-36.0;604.0;-110.0
136.0;-39.0;148;23;-203.0;-99.0;50;173;-35.0;?;-96.0
135.0;-27.0;148;23;-205.0;-70.0;50;173;-34.0;431.0;-82.0
134.0;?;147;23;-203.0;7.0;51;?;-33.0;297.0;-69.0
135.0;-12.0;147;23;?;41.0;52;173;-33.0;206.0;?
136.0;-8.0;147;24;?;?;52;173;-34.0;151.0;?
139.0;-4.0;146;?;-183.0;-148.0;53;173;?;127.0;?
142.0;1.0;146;?;-180.0;-198.0;53;?;-34.0;188.0;-32.0
144.0;6.0;145;25;-178.0;-204.0;53;173;-35.0;248.0;-23.0
145.0;10.0;145;?;-176.0;-218.0;53;173;-34.0;256.0;-15.0
145.0;13.0;145;25;-176.0;-205.0;53;174;-33.0;311.0;-7.0
144.0;18.0;145;25;-177.0;-200.0;53;174;-34.0;?;3.0
?;24.0;144;26;?;-214.0;54;173;-33.0;301.0;12.0
?;30.0;144;?;?;-194.0;?;173;-33.0;299.0;20.0
135.0;36.0;144;26;-186.0;?;54;173;-34.0;?;29.0
130.0;43.0;143;26;-191.0;-183.0;54;?;-36.0;210.0;37.0
?;50.0;144;26;-196.0;-168.0;?;173;?;156.0;45.0
121.0;56.0;144;26;-199.0;-144.0;54;174;-43.0;97.0;52.0
117.0;62.0;145;24;?;-162.0;?;173;-47.0;?;58.0
?;67.0;149;?;?;?;56;?;?;118.0;63.0
109.0;71.0;131;20;?;-222.0;?;?;-53.0;48.0;?
107.0;?;118;23;-211.0;-204.0;57;173;-56.0;28.0;71.0
104.0;75.0;?;25;-213.0;-177.0;59;174;-58.0;37.0;72.0
102.0;?;?;?;-215.0;-191.0;59;174;-60.0;?;74.0
?;?;123;24;-218.0;-182.0;?;173;-63.0;33.0;76.0
97.0;80.0;?;24;-220.0;-210.0;?;173;-68.0;-1.0;78.0
100.0;?;138;?;-204.0;-162.0;56;?;?;-35.0;-10.0
101.0;-8.0;?;28;-204.0;-184.0;?;?;-79.0;6.0;-13.0
?;-9.0;139;29;-204.0;-205.0;56;?;-78.0;32.0;-14.0
103.0;-10.0;140;29;-203.0;-184.0;?;173;-76.0;64.0;-16.0
104.0;-10.0;?;?;?;?;?;173;?;37.0;?
105.0;-11.0;141;29;-202.0;?;57;?;-74.0;5.0;-15.0
106.0;-11.0;142;29;-200.0;-155.0;57;174;-73.0;28.0;?
107.0;-10.0;143;29;-198.0;-165.0;57;?;-72.0;2.0;-16.0
?;-10.0;143;30;?;-187.0;57;173;-70.0;59.0;-14.0
110.0;-9.0;?;30;-196.0;-192.0;57;173;-68.0;116.0;-13.0
?;-8.0;142;30;-195.0;?;58;?;-67.0;112.0;-13.0
112.0;-7.0;142;31;?;-125.0;58;174;-65.0;110.0;-11.0
?;-4.0;142;?;-194.0;-162.0;?;174;-64.0;?;-8.0
108.0;-1.0;?;31;-196.0;-174.0;57;173;?;185.0;-3.0
106.0;?;141;32;-199.0;-206.0;58;?;?;247.0;3.0
102.0;11.0;141;32;-203.0;-218.0;59;173;?;321.0;10.0
98.0;?;?;32;-206.0;-198.0;?;173;-61.0;325.0;18.0
?;?;140;32;-210.0;-209.0;59;173;-62.0;?;?
88.0;34.0;140;32;-214.0;-211.0;?;174;-64.0;362.0;39.0
83.0;43.0;140;?;?;-246.0;59;173;-67.0;?;50.0
78.0;52.0;?;32;-224.0;?;59;173;-70.0;330.0;?
?;60.0;141;?;?;-186.0;?;173;-73.0;334.0;72.0
71.0;68.0;141;32;-232.0;-195.0;58;173;-76.0;312.0;82.0
?;76.0;142;32;-234.0;-214.0;?;174;-79.0;246.0;?
64.0;83.0;142;31;-237.0;-204.0;?;?;-81.0;194.0;102.0
62.0;90.0;?;31;-240.0;-215.0;?;174;-85.0;143.0;111.0
60.0;96.0;141;29;-241.0;-214.0;55;174;-89.0;128.0;?
?;99.0;114;29;-241.0;-212.0;56;174;?;17.0;124.0
57.0;101.0;?;31;-241.0;-201.0;?;174;-99.0;-58.0;127.0
57.0;100.0;?;30;-240.0;-192.0;55;174;-101.0;?;?
59.0;98.0;?;29;-240.0;?;56;174;-102.0;?;124.0
?;95.0;107;?;-239.0;-164.0;?;174;-102.0;?;?
61.0;91.0;109;?;-238.0;-207.0;56;174;-101.0;-176.0;115.0
62.0;87.0;?;29;-237.0;-230.0;56;174;-100.0;-166.0;110.0
63.0;82.0;108;29;-236.0;?;55;174;-99.0;-206.0;106.0
64.0;76.0;108;29;-236.0;-234.0;55;174;?;-240.0;101.0
63.0;70.0;109;29;-238.0;-216.0;?;?;-102.0;-269.0;97.0
65.0;64.0;109;29;-236.0;-164.0;55;174;-102.0;-351.0;84.0
?;43.0;?;29;?;65.0;?;174;-102.0;?;65.0
59.0;36.0;108;29;-213.0;?;?;?;-93.0;?;60.0
59.0;40.0;108;29;-221.0;-401.0;55;?;?;?;52.0
56.0;45.0;109;29;-232.0;-273.0;55;174;-82.0;?;48.0
58.0;48.0;109;29;-240.0;3.0;55;?;-93.0;-17.0;42.0
?;46.0;109;29;-240.0;-18.0;55;?;?;?;36.0
58.0;42.0;109;29;-236.0;-28.0;55;174;-99.0;-318.0;32.0
56.0;?;110;29;-233.0;-105.0;?;?;-93.0;-291.0;31.0
55.0;37.0;111;29;-233.0;-257.0;55;174;-86.0;33.0;31.0
56.0;34.0;111;?;?;-307.0;55;174;-83.0;207.0;28.0
58.0;31.0;111;29;-238.0;-170.0;55;174;-85.0;192.0;25.0
59.0;?;111;29;-238.0;-96.0;?;173;-87.0;98.0;22.0
60.0;26.0;111;29;?;-33.0;54;173;-87.0;30.0;19.0
62.0;24.0;116;29;-235.0;3.0;53;174;-86.0;29.0;16.0
64.0;22.0;120;30;-234.0;-74.0;53;174;?;37.0;?
66.0;21.0;123;?;-233.0;-154.0;53;174;-86.0;72.0;13.0
67.0;?;128;30;?;-165.0;52;?;-87.0;56.0;13.0
67.0;19.0;?;30;-234.0;-196.0;52;173;?;111.0;14.0
?;20.0;133;30;-235.0;?;52;173;-91.0;?;?
68.0;20.0;142;29;-234.0;?;53;173;-90.0;145.0;20.0
70.0;18.0;142;?;-231.0;-125.0;?;173;-88.0;80.0;20.0
?;?;144;29;-227.0;?;53;173;-86.0;8.0;?
78.0;10.0;144;29;-223.0;-76.0;54;173;-85.0;?;16.0
82.0;7.0;144;?;?;-146.0;?;173;-84.0;?;13.0
85.0;3.0;145;29;-219.0;-209.0;54;173;-81.0;43.0;?
87.0;1.0;145;29;?;-167.0;54;173;-81.0;32.0;11.0
