Accelerometer HIP accZ;InertialMeasurementUnit LLA accZ;InertialMeasurementUnit BACK magneticX;Accelerometer RUA_ accX;InertialMeasurementUnit BACK accZ;Accelerometer BACK accY;InertialMeasurementUnit RLA accY;InertialMeasurementUnit LUA accZ;Accelerometer LH accZ;Accelerometer BACK accZ;Accelerometer BACK accX
-44.0;164.0;529.0;146.0;74.0;970.0;319.0;61.0;116.0;-323.0;65.0
0.0;150.0;529.0;184.0;46.0;953.0;323.0;51.0;99.0;-326.0;67.0
30.0;360.0;572.0;484.0;85.0;965.0;737.0;56.0;-602.0;-311.0;94.0
-112.0;114.0;681.0;-19.0;445.0;630.0;73.0;268.0;90.0;-764.0;251.0
60.0;382.0;716.0;147.0;95.0;844.0;204.0;241.0;-75.0;-322.0;137.0
-32.0;157.0;527.0;160.0;47.0;980.0;326.0;62.0;111.0;-311.0;66.0
45.0;66.0;519.0;75.0;66.0;882.0;288.0;55.0;124.0;-341.0;19.0
14.0;158.0;508.0;76.0;-40.0;966.0;438.0;157.0;-37.0;-360.0;35.0
240.0;157.0;493.0;116.0;41.0;956.0;298.0;90.0;128.0;-324.0;131.0
71.0;154.0;668.0;193.0;-9.0;965.0;341.0;25.0;33.0;-299.0;95.0
83.0;154.0;539.0;182.0;-23.0;933.0;305.0;74.0;219.0;-303.0;63.0
-57.0;203.0;589.0;362.0;-46.0;944.0;394.0;205.0;15.0;-278.0;186.0
241.0;0.0;902.0;-139.0;289.0;812.0;19.0;47.0;197.0;-631.0;-69.0
25.0;143.0;523.0;167.0;47.0;963.0;326.0;36.0;121.0;-309.0;59.0
