InertialMeasurementUnit R-SHOE EuY;InertialMeasurementUnit BACK accY;InertialMeasurementUnit RLA magneticZ;InertialMeasurementUnit BACK gyroZ;InertialMeasurementUnit RUA gyroY;InertialMeasurementUnit LUA gyroY;InertialMeasurementUnit L-SHOE EuY;InertialMeasurementUnit LLA gyroX
-29;-309.0;-187.0;-13.0;-10.0;-50.0;-37;67.0
-29;-340.0;-191.0;-132.0;122.0;-6.0;-37;172.0
-29;-279.0;-213.0;-19.0;-84.0;29.0;-37;-194.0
-29;-290.0;-236.0;-19.0;-36.0;46.0;-37;-319.0
-29;-289.0;-251.0;10.0;-41.0;-31.0;-37;0.0
-24;-227.0;-343.0;-62.0;66.0;-34.0;-35;-233.0
-24;-231.0;-337.0;-21.0;37.0;-56.0;-35;154.0
-29;-291.0;-276.0;0.0;-2.0;-50.0;-37;-1.0
-30;-270.0;-204.0;-27.0;-42.0;-43.0;-37;-12.0
-30;-260.0;-204.0;-19.0;-29.0;-19.0;-37;-75.0
-30;-268.0;-205.0;-24.0;-30.0;14.0;-37;-88.0
-29;-278.0;-207.0;-1.0;-72.0;27.0;-37;-62.0
-29;-271.0;-193.0;42.0;-50.0;6.0;-37;-116.0
-29;-294.0;-188.0;40.0;-66.0;25.0;-37;-59.0
-29;-292.0;-185.0;11.0;-52.0;25.0;-37;-141.0
-29;-290.0;-184.0;2.0;-44.0;-10.0;-37;-79.0
-54;-223.0;270.0;-573.0;395.0;-479.0;-36;889.0
-27;-206.0;-163.0;-11.0;88.0;-17.0;-37;50.0
-35;-225.0;-76.0;-25.0;257.0;38.0;-45;-100.0
-28;-226.0;-152.0;-139.0;254.0;-72.0;-37;-7.0
-27;-168.0;-138.0;51.0;2.0;-48.0;-37;-137.0
-28;-208.0;-104.0;-27.0;-27.0;-38.0;-37;-50.0
-28;-220.0;-51.0;-14.0;4.0;6.0;-37;-44.0
-20;-309.0;320.0;-86.0;-70.0;-98.0;-27;16.0
-28;-232.0;-49.0;4.0;-71.0;6.0;-37;-83.0
-28;-229.0;-69.0;17.0;-17.0;39.0;-37;-92.0
-28;-233.0;-106.0;41.0;42.0;44.0;-37;-23.0
-27;-107.0;-187.0;-96.0;-9.0;-80.0;-37;-90.0
-27;-97.0;-184.0;-67.0;58.0;-24.0;-37;-115.0
-27;-86.0;-175.0;-43.0;78.0;5.0;-37;-80.0
-24;-347.0;161.0;-6.0;-123.0;-27.0;-29;35.0
-31;-283.0;-46.0;3.0;-12.0;-8.0;-36;-67.0
-31;-272.0;-50.0;8.0;-15.0;27.0;-36;-45.0
-31;-265.0;-51.0;8.0;-48.0;2.0;-36;-53.0
-31;-275.0;-53.0;6.0;-48.0;41.0;-36;-100.0
-31;-280.0;-53.0;0.0;-15.0;-5.0;-36;-95.0
-31;-287.0;-53.0;0.0;-33.0;-2.0;-36;-74.0
-29;-537.0;453.0;121.0;104.0;105.0;-29;-48.0
-31;-288.0;-54.0;-9.0;29.0;-14.0;-36;-44.0
-31;-284.0;-56.0;-11.0;2.0;0.0;-36;-67.0
-31;-287.0;-57.0;19.0;-46.0;6.0;-36;-35.0
-24;-313.0;22.0;46.0;-163.0;-93.0;-26;-44.0
-24;-516.0;776.0;-317.0;94.0;-46.0;-33;-74.0
-23;-430.0;215.0;-111.0;91.0;-133.0;-32;12.0
-28;-260.0;143.0;-13.0;696.0;241.0;-32;77.0
-29;-341.0;-95.0;130.0;12.0;77.0;-33;55.0
-31;-288.0;-73.0;23.0;12.0;45.0;-36;-40.0
-31;-272.0;-75.0;-21.0;2.0;16.0;-36;12.0
-25;-273.0;-58.0;-7.0;194.0;125.0;-35;-123.0
-27;-235.0;291.0;-380.0;211.0;-327.0;-31;53.0
-26;-177.0;-84.0;23.0;-127.0;26.0;-44;-158.0
-25;-210.0;-68.0;-5.0;-3.0;8.0;-35;-20.0
-25;-211.0;-73.0;-4.0;8.0;25.0;-35;-16.0
-25;-202.0;-59.0;0.0;19.0;-13.0;-33;-206.0
-25;-219.0;-99.0;28.0;-24.0;7.0;-35;-49.0
-25;-225.0;-117.0;6.0;73.0;-10.0;-35;-41.0
-25;-282.0;-157.0;-11.0;14.0;-10.0;-35;-146.0
-25;-283.0;-162.0;-24.0;22.0;-21.0;-35;-112.0
-25;-271.0;-55.0;-11.0;23.0;0.0;-35;-47.0
-25;-322.0;184.0;2.0;86.0;-143.0;-35;16.0
-21;-371.0;198.0;-61.0;137.0;-82.0;-27;-204.0
-23;-283.0;332.0;-44.0;-224.0;9.0;-28;-100.0
-24;-302.0;24.0;5.0;-58.0;-50.0;-26;39.0
-25;-266.0;-43.0;-10.0;-35.0;-4.0;-35;-94.0
-25;-247.0;-11.0;-15.0;26.0;25.0;-34;-59.0
-25;-268.0;-34.0;-7.0;-10.0;13.0;-35;-94.0
-25;-264.0;-34.0;16.0;-43.0;14.0;-35;-93.0
-25;-276.0;-227.0;-77.0;10.0;-19.0;-35;105.0
-25;-207.0;-120.0;2.0;-45.0;4.0;-35;-114.0
-25;-207.0;-138.0;20.0;-27.0;27.0;-35;-98.0
-25;-254.0;-236.0;11.0;143.0;104.0;-35;198.0
-25;-294.0;-163.0;-45.0;25.0;-46.0;-35;-22.0
-25;-269.0;-167.0;-28.0;14.0;-79.0;-35;-115.0
-29;-301.0;-221.0;-92.0;311.0;-48.0;-37;-350.0
-73;-277.0;-293.0;193.0;-51.0;352.0;-33;29.0
-25;-322.0;-232.0;43.0;20.0;40.0;-35;10.0
-40;-452.0;-219.0;-280.0;208.0;-352.0;-14;-757.0
-25;-325.0;-222.0;19.0;-44.0;2.0;-35;61.0
-25;-350.0;-203.0;12.0;-153.0;-4.0;-35;-43.0
-25;-556.0;-106.0;31.0;-147.0;-88.0;-28;-120.0
-28;-242.0;-293.0;17.0;-69.0;-92.0;-44;-178.0
-25;-346.0;-331.0;-11.0;10.0;0.0;-35;-73.0
-25;-348.0;-273.0;11.0;73.0;-35.0;-35;-1.0
-25;-358.0;-263.0;-33.0;40.0;-50.0;-35;-163.0
-27;-234.0;-285.0;70.0;-165.0;-115.0;-45;-331.0
-25;-340.0;-293.0;-9.0;-112.0;56.0;-35;-32.0
-25;-338.0;-277.0;-2.0;-155.0;37.0;-35;-75.0
-25;-339.0;-263.0;28.0;-47.0;2.0;-35;-108.0
-25;-327.0;-268.0;6.0;-90.0;64.0;-35;-35.0
-28;-333.0;-235.0;-49.0;-143.0;81.0;-35;-84.0
-25;-512.0;-162.0;-115.0;-1.0;-113.0;-28;446.0
-25;-343.0;-290.0;-34.0;64.0;-154.0;-35;157.0
-25;-282.0;-247.0;6.0;63.0;-4.0;-35;-136.0
-25;-285.0;-300.0;29.0;-33.0;60.0;-35;-174.0
-54;-284.0;-224.0;326.0;-189.0;379.0;-28;-541.0
-25;-308.0;-298.0;53.0;-80.0;58.0;-35;-40.0
-25;-345.0;-301.0;47.0;-32.0;56.0;-35;-63.0
-25;-315.0;-300.0;49.0;-9.0;54.0;-35;-140.0
-25;-346.0;-295.0;57.0;-153.0;-33.0;-35;-41.0
-25;-355.0;-298.0;88.0;-95.0;-75.0;-35;-116.0
-25;-234.0;-267.0;-56.0;227.0;-164.0;-35;-283.0
-28;-283.0;-311.0;74.0;-308.0;153.0;-33;-147.0
-21;-394.0;68.0;327.0;-382.0;66.0;-28;-152.0
-21;-387.0;-492.0;-311.0;400.0;-293.0;-27;284.0
-24;-231.0;-290.0;-22.0;-101.0;34.0;-35;-182.0
-35;-137.0;-339.0;-172.0;63.0;-200.0;-61;-337.0
-22;-119.0;-642.0;-343.0;117.0;-411.0;-24;1257.0
-24;-241.0;-340.0;43.0;-17.0;139.0;-35;-105.0
-26;-338.0;-153.0;34.0;40.0;41.0;-33;-565.0
-26;-153.0;-441.0;-69.0;12.0;123.0;-34;-188.0
-31;-277.0;-948.0;35.0;384.0;260.0;-21;-184.0
-27;-258.0;-716.0;-220.0;414.0;-240.0;-27;49.0
-25;-194.0;-342.0;-4.0;26.0;-4.0;-36;-16.0
-41;-147.0;-716.0;-73.0;490.0;225.0;-35;-1121.0
-32;-203.0;-278.0;377.0;92.0;430.0;-46;-326.0
-29;-318.0;-192.0;16.0;-68.0;56.0;-33;19.0
-25;-267.0;-52.0;6.0;56.0;-10.0;-35;-106.0
-38;-142.0;-548.0;-188.0;224.0;393.0;-31;-169.0
-25;-303.0;-223.0;43.0;-183.0;-159.0;-35;142.0
-26;-341.0;-152.0;-64.0;-155.0;-142.0;-34;-82.0
-26;-328.0;-195.0;-39.0;-129.0;-4.0;-34;-19.0
-26;-323.0;-130.0;-11.0;13.0;-49.0;-34;-54.0
-26;-317.0;-135.0;-13.0;-14.0;-19.0;-34;-45.0
-26;-324.0;-133.0;-26.0;-9.0;-2.0;-34;-30.0
-26;-310.0;-130.0;-7.0;-25.0;-31.0;-34;2.0
-26;-310.0;-134.0;-2.0;-33.0;6.0;-34;47.0
-20;-367.0;-86.0;40.0;53.0;81.0;-27;-116.0
-24;-230.0;-122.0;-1.0;34.0;-27.0;-34;-4.0
-24;-230.0;-118.0;-24.0;3.0;-35.0;-34;-65.0
-66;-315.0;125.0;228.0;-148.0;71.0;-29;37.0
-25;-279.0;-47.0;46.0;-67.0;8.0;-34;-77.0
-23;-294.0;-87.0;164.0;-31.0;25.0;-27;-210.0
-25;-97.0;-127.0;-349.0;251.0;167.0;-30;-83.0
-17;-329.0;-617.0;29.0;766.0;391.0;-22;-516.0
-25;-286.0;-233.0;-23.0;85.0;-21.0;-35;-132.0
-24;-160.0;-73.0;-9.0;-42.0;-17.0;-34;-3.0
-24;-169.0;-75.0;-9.0;54.0;56.0;-34;-67.0
-27;-127.0;-83.0;4.0;131.0;38.0;-44;-86.0
-24;-162.0;-94.0;-14.0;7.0;25.0;-34;-21.0
-24;-161.0;-93.0;3.0;27.0;0.0;-34;-44.0
-24;-166.0;-95.0;2.0;12.0;24.0;-34;-86.0
-29;-267.0;74.0;34.0;8.0;-10.0;-37;-389.0
-24;-164.0;-96.0;20.0;-25.0;-11.0;-34;93.0
-24;-173.0;-109.0;27.0;-15.0;4.0;-34;-5.0
-24;-172.0;-108.0;19.0;3.0;19.0;-34;-23.0
-24;-169.0;-114.0;32.0;40.0;6.0;-34;-93.0
-24;-220.0;-31.0;-23.0;-208.0;-264.0;-33;367.0
-32;-576.0;-193.0;61.0;162.0;-27.0;-34;36.0
-23;-220.0;-795.0;76.0;-38.0;147.0;-27;-316.0
-24;-47.0;-435.0;14.0;-48.0;26.0;-29;-238.0
-27;-75.0;-348.0;-1.0;-44.0;-39.0;-29;-4.0
-26;-97.0;-367.0;34.0;-56.0;73.0;-29;-36.0
-26;-99.0;-290.0;31.0;27.0;39.0;-29;-75.0
-26;-99.0;-406.0;14.0;-77.0;41.0;-29;-111.0
-26;-91.0;-368.0;31.0;-104.0;39.0;-29;-112.0
-26;-86.0;-228.0;31.0;-100.0;23.0;-29;-91.0
-27;-95.0;-372.0;24.0;-220.0;11.0;-28;-65.0
-26;-87.0;-236.0;12.0;-147.0;6.0;-29;-82.0
-26;-90.0;-396.0;-14.0;-44.0;10.0;-29;-64.0
-28;-100.0;-394.0;42.0;2.0;40.0;-29;-160.0
-43;-201.0;-679.0;290.0;-720.0;-45.0;-30;-462.0
-28;-125.0;-383.0;-93.0;-24.0;-76.0;-29;-56.0
-28;-108.0;-378.0;-86.0;-51.0;-84.0;-29;-100.0
-39;-83.0;-503.0;100.0;-407.0;-147.0;-33;-55.0
-31;-11.0;-621.0;53.0;-94.0;189.0;-28;39.0
-27;-101.0;-325.0;31.0;-118.0;14.0;-28;-88.0
-26;-84.0;-595.0;2.0;-95.0;-53.0;-29;-98.0
-26;-96.0;-423.0;-30.0;12.0;-9.0;-28;-41.0
-54;12.0;-639.0;81.0;-30.0;2.0;-30;-247.0
-23;-354.0;-108.0;-47.0;-25.0;90.0;-26;-34.0
-36;-240.0;-186.0;-292.0;1107.0;-121.0;-42;177.0
-24;-314.0;-281.0;54.0;-26.0;72.0;-27;-128.0
-23;-310.0;-279.0;67.0;-75.0;81.0;-27;-153.0
-29;-113.0;-340.0;-157.0;-112.0;-121.0;-45;144.0
-19;-362.0;-351.0;-63.0;44.0;57.0;-27;-130.0
-20;-322.0;-229.0;102.0;40.0;77.0;-27;-60.0
-20;-367.0;-300.0;61.0;17.0;49.0;-27;-135.0
-20;-327.0;-375.0;31.0;-11.0;57.0;-27;-101.0
-32;-224.0;-287.0;-207.0;-285.0;401.0;-42;-236.0
-47;-216.0;-356.0;-3.0;28.0;71.0;-46;35.0
-35;-99.0;-415.0;-237.0;229.0;419.0;-30;-80.0
-32;-78.0;-335.0;-121.0;30.0;-135.0;-46;57.0
-18;899.0;-504.0;243.0;-244.0;34.0;-19;-681.0
-31;-189.0;-109.0;9.0;59.0;22.0;-43;-88.0
-31;-188.0;-87.0;5.0;-1.0;1.0;-43;-82.0
-31;-185.0;-88.0;-13.0;-20.0;9.0;-43;-21.0
-27;-136.0;-59.0;11.0;-62.0;-30.0;-44;-87.0
-26;-154.0;-50.0;-19.0;-241.0;42.0;-44;-79.0
-27;-153.0;-133.0;-237.0;-315.0;-85.0;-37;28.0
-29;-55.0;-328.0;-3.0;94.0;41.0;-44;-92.0
-34;-295.0;-129.0;49.0;-54.0;30.0;-43;-94.0
-34;-300.0;-127.0;-25.0;55.0;-20.0;-43;-15.0
-37;-152.0;-415.0;-275.0;-270.0;-273.0;-43;250.0
-31;-115.0;-324.0;-45.0;109.0;-61.0;-43;15.0
-32;-166.0;-279.0;109.0;-13.0;99.0;-44;-123.0
-33;-179.0;-142.0;-8.0;-5.0;9.0;-44;-64.0
-33;-181.0;-131.0;-1.0;31.0;14.0;-44;-54.0
-33;-177.0;-130.0;-6.0;7.0;5.0;-44;-31.0
-33;-180.0;-129.0;-6.0;-17.0;30.0;-44;-14.0
-33;-186.0;-122.0;16.0;38.0;-7.0;-44;-82.0
-33;-183.0;-117.0;9.0;50.0;59.0;-44;-73.0
-33;-181.0;-114.0;21.0;32.0;20.0;-44;-89.0
-33;-184.0;-116.0;-3.0;23.0;32.0;-44;-84.0
-33;-187.0;-117.0;-53.0;-35.0;5.0;-44;-43.0
-33;-169.0;-139.0;-46.0;-123.0;1.0;-44;-40.0
-33;-159.0;-153.0;-57.0;-166.0;14.0;-44;-3.0
-33;-164.0;-170.0;-84.0;-102.0;-9.0;-44;-17.0
-30;-95.0;-306.0;-229.0;-491.0;-145.0;-45;241.0
-31;-68.0;-356.0;33.0;115.0;44.0;-44;-68.0
-20;-352.0;-61.0;-18.0;-73.0;-13.0;-27;-81.0
-36;-325.0;-89.0;-40.0;-19.0;-27.0;-42;-32.0
-23;-362.0;-1.0;-99.0;108.0;-236.0;-28;193.0
-36;-320.0;-92.0;-13.0;-37.0;-42.0;-42;-54.0
-36;-317.0;-94.0;14.0;-19.0;-34.0;-42;-69.0
-30;-376.0;-369.0;11.0;2.0;-10.0;-31;98.0
-21;-410.0;-422.0;60.0;-50.0;112.0;-27;118.0
-36;-322.0;-94.0;20.0;10.0;-10.0;-42;-68.0
-36;-324.0;-107.0;-18.0;-8.0;14.0;-42;-73.0
-36;-329.0;-107.0;-19.0;-17.0;-20.0;-42;-33.0
-36;-317.0;-106.0;-10.0;51.0;-14.0;-42;-36.0
-31;-78.0;-340.0;-65.0;-5.0;-23.0;-44;-30.0
-31;-147.0;-296.0;193.0;95.0;-1.0;-44;-89.0
-33;-166.0;-233.0;-87.0;-145.0;-94.0;-44;44.0
-32;-163.0;-255.0;-51.0;35.0;-26.0;-44;-32.0
-32;-160.0;-251.0;-19.0;42.0;-14.0;-44;7.0
-32;-160.0;-245.0;-16.0;50.0;-36.0;-44;-34.0
-32;-168.0;-209.0;-23.0;-13.0;-72.0;-44;-9.0
-32;-161.0;-182.0;1.0;-50.0;18.0;-44;-27.0
-32;-174.0;-163.0;6.0;11.0;-2.0;-44;-38.0
-32;-169.0;-163.0;2.0;-10.0;-32.0;-44;-42.0
-32;-161.0;-158.0;1.0;12.0;-19.0;-44;-65.0
-32;-162.0;-155.0;-38.0;6.0;-9.0;-44;-47.0
-32;-164.0;-153.0;16.0;-13.0;18.0;-44;-65.0
-32;-165.0;-149.0;11.0;4.0;-2.0;-44;-71.0
-32;-164.0;-151.0;3.0;4.0;35.0;-44;-50.0
-32;-167.0;-146.0;7.0;24.0;-3.0;-44;-88.0
-32;-173.0;-146.0;7.0;4.0;5.0;-44;-53.0
-32;-176.0;-147.0;-14.0;36.0;-8.0;-44;-84.0
-32;-162.0;-151.0;5.0;-33.0;17.0;-44;-64.0
-32;-148.0;-157.0;-12.0;-113.0;11.0;-44;-76.0
-21;-213.0;-666.0;-98.0;-847.0;-804.0;-29;947.0
-35;-271.0;-175.0;19.0;-108.0;36.0;-43;-86.0
-35;-267.0;-171.0;26.0;-53.0;39.0;-43;-129.0
-35;-269.0;-162.0;16.0;-48.0;12.0;-43;-56.0
-35;-285.0;-147.0;17.0;-15.0;43.0;-43;-97.0
-35;-283.0;-148.0;2.0;-55.0;32.0;-43;-97.0
-35;-295.0;-149.0;26.0;-59.0;-5.0;-43;-104.0
-35;-292.0;-152.0;-66.0;71.0;25.0;-43;-58.0
-35;-287.0;-158.0;-60.0;120.0;18.0;-43;-3.0
-31;-159.0;-515.0;-223.0;153.0;-477.0;-38;574.0
-24;-56.0;-437.0;8.0;-5.0;-26.0;-29;165.0
-29;-76.0;-336.0;-46.0;124.0;-18.0;-45;-31.0
-30;-158.0;-311.0;60.0;-30.0;1.0;-45;-151.0
-31;-104.0;-323.0;-18.0;284.0;-22.0;-44;-43.0
-31;-159.0;-187.0;4.0;75.0;33.0;-45;-48.0
-31;-167.0;-151.0;-21.0;-21.0;-26.0;-45;-63.0
-31;-150.0;-154.0;15.0;-78.0;-18.0;-45;-33.0
-31;-172.0;-159.0;-6.0;-85.0;-10.0;-45;-89.0
-31;-165.0;-166.0;5.0;-134.0;-15.0;-45;-79.0
-31;-173.0;-170.0;11.0;-160.0;-14.0;-45;-93.0
-31;-165.0;-204.0;-2.0;-25.0;-11.0;-45;-63.0
-31;-158.0;-207.0;-10.0;-18.0;-9.0;-45;-62.0
-31;-160.0;-205.0;-12.0;-96.0;7.0;-45;-40.0
-31;-161.0;-212.0;10.0;-175.0;-2.0;-45;-53.0
-37;-264.0;-192.0;119.0;-820.0;122.0;-42;-110.0
-31;-168.0;-241.0;18.0;-165.0;68.0;-45;-75.0
-31;-172.0;-248.0;-2.0;-57.0;32.0;-45;-62.0
-31;-192.0;-280.0;-54.0;28.0;-17.0;-45;-11.0
-30;-80.0;-341.0;-87.0;-333.0;-51.0;-43;-3.0
-30;-62.0;-334.0;-44.0;71.0;-53.0;-46;32.0
-36;-302.0;-210.0;96.0;-92.0;42.0;-45;-17.0
-37;-280.0;-211.0;79.0;-66.0;14.0;-44;-66.0
-37;-291.0;-209.0;34.0;-59.0;11.0;-44;-67.0
-38;-298.0;-204.0;26.0;-78.0;22.0;-44;-59.0
-38;-302.0;-203.0;13.0;-69.0;14.0;-44;-70.0
-38;-312.0;-198.0;32.0;0.0;5.0;-44;-69.0
-38;-288.0;-202.0;-2.0;-27.0;14.0;-44;-58.0
-38;-291.0;-204.0;-25.0;32.0;-35.0;-44;-30.0
-31;-86.0;-371.0;-36.0;54.0;-24.0;-46;-36.0
-35;-201.0;-123.0;5.0;44.0;40.0;-45;-58.0
-35;-213.0;-108.0;-6.0;-8.0;1.0;-45;-65.0
-35;-208.0;-108.0;1.0;41.0;-3.0;-45;-65.0
-35;-205.0;-106.0;-15.0;-17.0;-5.0;-45;-76.0
-35;-209.0;-101.0;30.0;13.0;-3.0;-45;-84.0
-35;-212.0;-97.0;-16.0;-30.0;26.0;-45;-53.0
-35;-216.0;-89.0;7.0;10.0;1.0;-45;-82.0
-35;-217.0;-89.0;11.0;-3.0;13.0;-45;-83.0
-35;-216.0;-92.0;-3.0;-29.0;15.0;-45;-62.0
-35;-223.0;-95.0;17.0;5.0;11.0;-45;-72.0
-35;-223.0;-94.0;5.0;-8.0;5.0;-45;-77.0
-35;-226.0;-96.0;-10.0;-14.0;28.0;-45;-62.0
-35;-231.0;-96.0;17.0;-2.0;6.0;-45;-49.0
-35;-230.0;-96.0;14.0;-29.0;9.0;-45;-86.0
-35;-226.0;-94.0;15.0;44.0;-5.0;-45;-71.0
-38;-303.0;-69.0;-7.0;29.0;10.0;-44;-50.0
-38;-312.0;-80.0;7.0;4.0;26.0;-44;-93.0
-38;-293.0;-72.0;11.0;-4.0;44.0;-44;-29.0
-30;-106.0;-351.0;-20.0;-77.0;7.0;-45;-21.0
-30;-118.0;-352.0;5.0;-50.0;-14.0;-45;-33.0
-30;-130.0;-354.0;5.0;24.0;25.0;-45;-47.0
-21;-208.0;-673.0;-117.0;249.0;-37.0;-29;-191.0
-26;-172.0;-465.0;23.0;162.0;57.0;-37;-61.0
-87;-262.0;-504.0;263.0;-188.0;149.0;-37;129.0
-25;-293.0;-322.0;-9.0;439.0;0.0;-35;121.0
-35;-187.0;-146.0;-25.0;13.0;3.0;-45;-27.0
-35;-190.0;-140.0;5.0;17.0;6.0;-45;-55.0
-35;-191.0;-136.0;9.0;23.0;11.0;-45;-56.0
-35;-188.0;-134.0;6.0;31.0;0.0;-45;-82.0
-35;-186.0;-129.0;15.0;1.0;33.0;-45;-75.0
-35;-194.0;-129.0;-3.0;-27.0;-2.0;-45;-104.0
-35;-210.0;-129.0;30.0;16.0;44.0;-45;-79.0
-35;-202.0;-133.0;-76.0;66.0;-20.0;-45;-31.0
-35;-167.0;-155.0;-92.0;74.0;-44.0;-45;8.0
-25;-184.0;-154.0;-141.0;70.0;-73.0;-35;-3.0
-34;-147.0;-336.0;-204.0;147.0;-229.0;-44;4.0
-38;-271.0;-110.0;-20.0;-37.0;-6.0;-42;-53.0
-37;-280.0;-111.0;-15.0;-5.0;-22.0;-42;-44.0
-37;-289.0;-109.0;19.0;-28.0;-6.0;-42;-60.0
-27;-283.0;-73.0;41.0;-133.0;44.0;-37;-88.0
-37;-272.0;-109.0;-19.0;-36.0;-27.0;-42;-108.0
-26;-252.0;-55.0;0.0;-10.0;118.0;-37;-179.0
-38;-286.0;-109.0;4.0;-39.0;1.0;-42;-129.0
-31;-153.0;-314.0;-28.0;-62.0;30.0;-43;-55.0
-31;-153.0;-322.0;18.0;147.0;30.0;-43;-131.0
-29;-90.0;-335.0;110.0;465.0;147.0;-43;-233.0
-31;-131.0;-429.0;169.0;262.0;209.0;-45;-239.0
-35;-199.0;-391.0;79.0;6.0;94.0;-43;-117.0
-37;-217.0;-239.0;19.0;92.0;13.0;-43;-45.0
-37;-216.0;-229.0;1.0;92.0;23.0;-43;-54.0
-37;-222.0;-142.0;17.0;11.0;38.0;-43;-88.0
-37;-226.0;-147.0;18.0;25.0;69.0;-42;-73.0
-37;-234.0;-189.0;21.0;-154.0;50.0;-43;-83.0
-37;-261.0;-123.0;47.0;-296.0;57.0;-42;-157.0
-37;-238.0;-241.0;30.0;-2.0;80.0;-43;-126.0
-37;-264.0;-267.0;11.0;59.0;11.0;-43;-134.0
-25;-302.0;-280.0;-1.0;217.0;23.0;-35;-194.0
-38;-264.0;-292.0;6.0;134.0;87.0;-43;-93.0
-27;-379.0;-605.0;-217.0;152.0;-114.0;-59;376.0
-38;-97.0;-301.0;-75.0;-69.0;-33.0;-44;-37.0
-31;-104.0;-325.0;-177.0;-747.0;-219.0;-43;75.0
-25;-80.0;-236.0;62.0;-11.0;46.0;-44;-30.0
-26;-142.0;-231.0;35.0;-79.0;71.0;-44;-99.0
-26;-142.0;-230.0;56.0;-63.0;86.0;-44;33.0
-33;182.0;-77.0;89.0;-220.0;448.0;-33;-172.0
-26;-141.0;-223.0;6.0;18.0;22.0;-44;-58.0
-26;-136.0;-187.0;0.0;54.0;-37.0;-44;-25.0
-25;-177.0;-132.0;-22.0;199.0;-25.0;-35;-118.0
-27;-52.0;-55.0;-60.0;202.0;-122.0;-45;94.0
-26;-164.0;-73.0;2.0;56.0;48.0;-44;-40.0
-27;-175.0;-84.0;23.0;14.0;1.0;-44;-51.0
-27;-165.0;-83.0;9.0;41.0;67.0;-44;-59.0
-26;-176.0;-102.0;15.0;69.0;72.0;-44;-134.0
-26;-178.0;-102.0;11.0;26.0;58.0;-43;-104.0
-26;-171.0;-151.0;-88.0;55.0;-70.0;-43;-46.0
