InertialMeasurementUnit RUA magneticY;InertialMeasurementUnit BACK magneticZ;Accelerometer RUA_ accY;InertialMeasurementUnit RUA accY;InertialMeasurementUnit RLA magneticX;InertialMeasurementUnit LLA magneticX;Accelerometer RWR accY;InertialMeasurementUnit RLA accX;InertialMeasurementUnit LUA magneticY;Accelerometer RUA^ accZ
-276.0;30.0;?;453.0;172.0;585.0;?;-1295.0;-309.0;624.0
-247.0;25.0;1364.0;57.0;151.0;?;797.0;-1476.0;-293.0;?
-234.0;21.0;1517.0;-314.0;115.0;502.0;1002.0;?;-266.0;188.0
-257.0;23.0;1238.0;-316.0;?;460.0;911.0;-1074.0;?;-80.0
-313.0;34.0;?;?;-26.0;403.0;?;-815.0;?;-84.0
-364.0;64.0;606.0;253.0;-127.0;347.0;446.0;-812.0;-189.0;?
-420.0;87.0;?;344.0;?;284.0;?;-598.0;-175.0;246.0
-455.0;98.0;486.0;342.0;-317.0;217.0;-29.0;-435.0;-167.0;?
-476.0;106.0;?;261.0;-366.0;?;-126.0;?;-157.0;415.0
-514.0;?;-107.0;849.0;-402.0;64.0;?;224.0;-144.0;602.0
-542.0;?;?;706.0;-421.0;-10.0;?;?;?;?
?;111.0;-418.0;?;-435.0;-68.0;?;603.0;?;?
-587.0;117.0;?;1114.0;-439.0;-100.0;-300.0;804.0;-123.0;?
-590.0;122.0;-855.0;1241.0;?;-120.0;-515.0;?;-127.0;?
-591.0;119.0;-990.0;1178.0;-438.0;?;-589.0;1039.0;-133.0;1239.0
?;?;-1000.0;1103.0;-431.0;-115.0;-517.0;?;-142.0;1125.0
-429.0;201.0;-740.0;942.0;61.0;-572.0;-767.0;?;?;923.0
-426.0;202.0;?;927.0;62.0;-572.0;?;755.0;380.0;944.0
-421.0;207.0;-696.0;918.0;69.0;-577.0;-680.0;701.0;?;958.0
-420.0;209.0;-588.0;860.0;74.0;-586.0;-592.0;594.0;385.0;958.0
?;?;-493.0;805.0;74.0;-591.0;?;515.0;386.0;913.0
?;209.0;-383.0;846.0;66.0;-589.0;-572.0;507.0;?;?
-436.0;194.0;-377.0;906.0;64.0;-587.0;-547.0;?;363.0;973.0
-443.0;179.0;-407.0;872.0;65.0;-586.0;-460.0;554.0;343.0;946.0
-449.0;163.0;?;825.0;62.0;-580.0;-485.0;561.0;?;886.0
-457.0;?;?;812.0;54.0;-565.0;-672.0;571.0;?;870.0
-464.0;?;?;857.0;25.0;-534.0;-520.0;562.0;252.0;918.0
?;121.0;-547.0;?;-3.0;-503.0;-515.0;525.0;212.0;860.0
-488.0;121.0;-496.0;737.0;?;-470.0;-467.0;?;170.0;811.0
-511.0;120.0;?;749.0;-95.0;?;-411.0;469.0;119.0;826.0
-545.0;121.0;-476.0;662.0;?;-354.0;-393.0;413.0;62.0;?
-590.0;126.0;-418.0;?;-282.0;-280.0;-391.0;416.0;-5.0;617.0
?;128.0;-505.0;810.0;-382.0;-211.0;-458.0;392.0;-65.0;842.0
-673.0;120.0;?;?;-462.0;-149.0;-617.0;386.0;-117.0;711.0
-705.0;108.0;-450.0;808.0;-539.0;?;?;431.0;-164.0;?
-723.0;?;-446.0;761.0;-599.0;-30.0;-1007.0;?;-200.0;742.0
?;76.0;-493.0;835.0;-649.0;19.0;-988.0;?;?;821.0
-730.0;?;-568.0;831.0;-674.0;55.0;?;?;-241.0;789.0
-723.0;50.0;-687.0;937.0;-689.0;85.0;-1026.0;919.0;-250.0;885.0
-710.0;36.0;?;1087.0;-694.0;113.0;-1042.0;1172.0;?;968.0
-700.0;18.0;-1079.0;1017.0;?;130.0;-1350.0;1172.0;-260.0;1006.0
-697.0;?;?;874.0;?;139.0;-1335.0;1108.0;?;972.0
-696.0;18.0;-925.0;?;-678.0;147.0;-1137.0;950.0;-252.0;?
?;22.0;-782.0;678.0;?;155.0;-1082.0;841.0;-255.0;777.0
-702.0;21.0;-688.0;?;-689.0;151.0;?;773.0;-251.0;?
-702.0;21.0;?;?;?;145.0;-955.0;763.0;-247.0;?
-704.0;20.0;-634.0;?;-671.0;128.0;?;789.0;?;?
-706.0;18.0;?;706.0;-666.0;127.0;?;800.0;?;800.0
-711.0;15.0;?;701.0;-676.0;131.0;-1072.0;828.0;-244.0;780.0
-715.0;?;-713.0;718.0;-671.0;128.0;?;877.0;-242.0;767.0
-719.0;?;-787.0;730.0;-667.0;?;-981.0;899.0;?;780.0
?;?;-786.0;?;-653.0;107.0;-1025.0;863.0;-235.0;751.0
?;?;-786.0;938.0;-5.0;?;-891.0;867.0;413.0;?
-439.0;256.0;-798.0;?;-12.0;-522.0;-858.0;?;401.0;922.0
-439.0;?;-795.0;932.0;-13.0;-524.0;-861.0;849.0;402.0;943.0
-431.0;253.0;-767.0;908.0;-6.0;-536.0;-833.0;818.0;?;933.0
?;248.0;-736.0;906.0;?;-548.0;-831.0;745.0;408.0;?
-429.0;245.0;-642.0;?;?;-558.0;-748.0;616.0;410.0;895.0
-439.0;229.0;-541.0;753.0;-13.0;-569.0;-609.0;?;406.0;805.0
-445.0;208.0;-446.0;821.0;-24.0;-587.0;-529.0;454.0;409.0;879.0
-449.0;191.0;?;?;-24.0;-610.0;-388.0;409.0;415.0;?
-464.0;?;-329.0;690.0;-38.0;-620.0;-417.0;356.0;411.0;867.0
-487.0;160.0;-351.0;?;-64.0;-619.0;-576.0;?;392.0;766.0
-517.0;140.0;-246.0;732.0;-119.0;-587.0;-457.0;356.0;357.0;674.0
?;123.0;-384.0;694.0;?;?;-477.0;386.0;?;744.0
-579.0;118.0;?;623.0;-229.0;-483.0;?;330.0;?;686.0
-621.0;?;-442.0;789.0;-320.0;-384.0;-457.0;329.0;154.0;670.0
?;?;-438.0;790.0;-412.0;-266.0;?;?;62.0;796.0
-697.0;112.0;-361.0;611.0;-515.0;-123.0;-782.0;210.0;-38.0;657.0
-725.0;?;-199.0;605.0;-586.0;-3.0;-900.0;?;-118.0;516.0
-743.0;?;?;688.0;?;96.0;-943.0;408.0;-186.0;613.0
-752.0;64.0;?;705.0;-672.0;?;-1039.0;?;-241.0;650.0
?;?;-492.0;809.0;?;233.0;-979.0;?;-277.0;?
-733.0;24.0;?;811.0;-706.0;254.0;-1007.0;754.0;-298.0;?
-719.0;?;?;?;-710.0;?;?;972.0;-312.0;885.0
?;-6.0;-884.0;910.0;-719.0;276.0;?;1064.0;-323.0;967.0
-703.0;-16.0;-910.0;?;-718.0;?;-1158.0;923.0;-324.0;885.0
-699.0;?;-768.0;?;?;?;-1146.0;950.0;-322.0;811.0
-702.0;-28.0;-800.0;?;-701.0;253.0;-1139.0;867.0;-316.0;886.0
-702.0;-30.0;-690.0;663.0;?;243.0;-1067.0;?;?;789.0
-701.0;-31.0;-620.0;608.0;-708.0;?;-918.0;703.0;-306.0;767.0
?;-30.0;-556.0;?;-707.0;?;-951.0;651.0;-301.0;?
-704.0;?;?;593.0;-705.0;239.0;-908.0;680.0;-296.0;676.0
?;-30.0;-557.0;605.0;-697.0;228.0;-878.0;752.0;-291.0;693.0
-709.0;-27.0;-625.0;637.0;?;223.0;?;797.0;-289.0;694.0
-712.0;?;-661.0;672.0;?;?;-976.0;?;-289.0;725.0
-720.0;-9.0;-667.0;679.0;?;205.0;-984.0;861.0;-287.0;?
-731.0;13.0;-732.0;684.0;-692.0;184.0;?;959.0;-284.0;727.0
?;178.0;-732.0;?;?;-635.0;?;810.0;478.0;967.0
-380.0;175.0;?;?;45.0;-633.0;?;814.0;476.0;925.0
-379.0;170.0;-736.0;933.0;43.0;-633.0;-890.0;818.0;476.0;936.0
-369.0;?;-722.0;899.0;44.0;-633.0;-902.0;781.0;487.0;921.0
?;165.0;?;912.0;41.0;-634.0;-830.0;770.0;487.0;919.0
-375.0;165.0;?;844.0;38.0;-636.0;-912.0;696.0;480.0;?
-377.0;?;?;814.0;36.0;?;-937.0;619.0;479.0;895.0
?;?;-485.0;729.0;30.0;?;-684.0;?;475.0;878.0
-396.0;?;-372.0;658.0;20.0;?;-556.0;423.0;466.0;782.0
-416.0;155.0;-331.0;618.0;1.0;-625.0;-361.0;357.0;445.0;752.0
-447.0;152.0;-290.0;612.0;-18.0;?;-264.0;318.0;413.0;737.0
?;145.0;?;571.0;-58.0;-606.0;?;307.0;371.0;685.0
?;138.0;-312.0;599.0;-114.0;-580.0;-429.0;331.0;313.0;685.0
-574.0;133.0;?;719.0;-210.0;-517.0;-266.0;352.0;242.0;661.0
?;132.0;-481.0;745.0;-302.0;-438.0;-362.0;?;162.0;708.0
-663.0;128.0;-445.0;728.0;?;-352.0;?;261.0;76.0;625.0
-700.0;131.0;-406.0;?;-476.0;?;-677.0;229.0;-19.0;645.0
-732.0;127.0;?;614.0;-556.0;-91.0;-906.0;217.0;-100.0;624.0
-747.0;112.0;?;601.0;?;38.0;-953.0;233.0;?;522.0
-753.0;90.0;-245.0;551.0;?;123.0;-1128.0;257.0;-232.0;?
-749.0;65.0;-201.0;558.0;-709.0;178.0;-1165.0;425.0;-270.0;487.0
-730.0;43.0;-377.0;773.0;-723.0;208.0;-1171.0;692.0;-296.0;?
-707.0;16.0;-596.0;904.0;-729.0;222.0;-1316.0;945.0;-310.0;829.0
?;-10.0;-852.0;847.0;-718.0;213.0;-1385.0;1111.0;-307.0;853.0
-667.0;-28.0;-1021.0;930.0;-714.0;218.0;?;1232.0;-314.0;888.0
-665.0;?;-1124.0;994.0;-723.0;?;?;?;?;1016.0
-664.0;?;-1062.0;?;-722.0;239.0;-1231.0;998.0;-318.0;986.0
?;-32.0;?;577.0;-719.0;?;-1168.0;?;?;802.0
?;-27.0;-494.0;?;-705.0;232.0;?;?;-305.0;?
?;-21.0;-364.0;446.0;?;229.0;-805.0;478.0;?;570.0
-695.0;?;-378.0;491.0;-715.0;232.0;-852.0;562.0;?;586.0
-698.0;-19.0;-461.0;?;-713.0;228.0;?;695.0;-307.0;678.0
-703.0;-20.0;-606.0;665.0;-712.0;223.0;-914.0;730.0;-308.0;761.0
-711.0;-19.0;-603.0;715.0;-704.0;214.0;?;?;-305.0;751.0
-717.0;-17.0;?;?;-702.0;?;-1050.0;875.0;-303.0;786.0
-727.0;-11.0;?;?;-706.0;198.0;?;891.0;-301.0;?
-737.0;-2.0;-780.0;748.0;-699.0;?;-1103.0;916.0;-293.0;751.0
-403.0;184.0;-713.0;936.0;29.0;-631.0;-930.0;810.0;461.0;918.0
-402.0;183.0;-705.0;901.0;32.0;-632.0;-875.0;778.0;458.0;?
-398.0;?;-670.0;?;35.0;?;-892.0;701.0;458.0;928.0
-389.0;?;-567.0;?;27.0;?;-747.0;595.0;459.0;844.0
-396.0;182.0;-464.0;?;?;-632.0;?;?;?;810.0
-410.0;?;?;827.0;6.0;?;-615.0;?;443.0;853.0
?;178.0;-417.0;718.0;-8.0;-622.0;-540.0;440.0;427.0;?
-437.0;176.0;-309.0;682.0;-28.0;-613.0;-555.0;?;404.0;797.0
-464.0;172.0;-324.0;700.0;-65.0;-598.0;-454.0;440.0;376.0;845.0
-494.0;169.0;-329.0;659.0;?;-578.0;-432.0;?;?;789.0
-530.0;?;-332.0;594.0;-134.0;?;-369.0;403.0;?;754.0
?;168.0;-338.0;616.0;-196.0;-518.0;-246.0;378.0;?;650.0
?;164.0;-348.0;?;-272.0;-462.0;-316.0;?;191.0;638.0
-661.0;165.0;-393.0;604.0;-383.0;-375.0;-544.0;337.0;123.0;?
-697.0;163.0;-356.0;580.0;-470.0;-276.0;-597.0;336.0;51.0;?
?;156.0;-374.0;?;-535.0;-174.0;-609.0;330.0;-29.0;?
?;141.0;-359.0;?;-606.0;-49.0;-735.0;274.0;-119.0;578.0
?;135.0;-315.0;598.0;?;63.0;-688.0;314.0;-195.0;602.0
-729.0;114.0;?;555.0;-692.0;155.0;-1002.0;409.0;-252.0;552.0
?;97.0;-369.0;?;-703.0;203.0;?;638.0;-285.0;600.0
-682.0;71.0;-622.0;881.0;-707.0;228.0;-1118.0;911.0;?;?
-665.0;60.0;-864.0;896.0;-705.0;251.0;-1216.0;?;?;803.0
-653.0;?;-1019.0;903.0;-706.0;274.0;-1228.0;1179.0;-356.0;?
?;29.0;-1026.0;891.0;-692.0;?;?;?;-359.0;?
-647.0;23.0;-967.0;731.0;?;?;-1461.0;1014.0;-362.0;874.0
?;24.0;-823.0;737.0;-702.0;?;-1169.0;910.0;?;808.0
-659.0;21.0;-713.0;?;?;?;-1047.0;717.0;-356.0;789.0
-665.0;27.0;-546.0;523.0;?;282.0;-933.0;653.0;-350.0;678.0
-671.0;28.0;-481.0;510.0;-692.0;258.0;-949.0;629.0;-339.0;611.0
?;32.0;?;?;-692.0;247.0;-957.0;681.0;-333.0;648.0
-677.0;28.0;-556.0;616.0;-699.0;250.0;?;739.0;?;729.0
-677.0;27.0;-594.0;?;?;243.0;-992.0;730.0;-335.0;754.0
?;22.0;?;617.0;-698.0;?;-989.0;?;?;745.0
-676.0;17.0;-606.0;648.0;-693.0;235.0;-876.0;?;?;723.0
-679.0;15.0;-640.0;650.0;-694.0;?;-938.0;?;-330.0;745.0
-682.0;?;-692.0;690.0;-699.0;?;-1111.0;882.0;?;727.0
-690.0;14.0;-757.0;712.0;-700.0;229.0;-1061.0;954.0;-323.0;700.0
-389.0;244.0;-738.0;946.0;8.0;?;-973.0;847.0;?;948.0
-387.0;?;-736.0;940.0;3.0;-634.0;-980.0;?;503.0;975.0
-387.0;?;-721.0;906.0;1.0;-633.0;-952.0;814.0;503.0;?
?;222.0;-700.0;906.0;1.0;-634.0;-939.0;?;?;925.0
-374.0;217.0;?;879.0;1.0;-637.0;-905.0;?;511.0;926.0
-383.0;?;-652.0;850.0;0.0;?;-976.0;?;505.0;894.0
-382.0;208.0;-621.0;?;0.0;-640.0;-918.0;685.0;504.0;?
-388.0;201.0;-540.0;767.0;?;-642.0;-887.0;642.0;502.0;864.0
-390.0;195.0;-508.0;770.0;-11.0;-640.0;-743.0;?;502.0;839.0
-402.0;186.0;-500.0;744.0;-20.0;?;-751.0;?;494.0;849.0
-421.0;174.0;-482.0;742.0;-34.0;-634.0;-804.0;590.0;?;810.0
?;164.0;-487.0;713.0;?;-630.0;-756.0;553.0;452.0;843.0
?;153.0;-462.0;735.0;-82.0;-620.0;-713.0;549.0;?;?
-494.0;145.0;-457.0;678.0;-114.0;-600.0;-651.0;?;387.0;747.0
-517.0;139.0;-464.0;?;-144.0;-577.0;-696.0;?;347.0;715.0
-538.0;136.0;-507.0;718.0;-165.0;-553.0;-551.0;514.0;301.0;713.0
-559.0;136.0;?;?;-201.0;?;?;485.0;?;721.0
-576.0;134.0;-487.0;715.0;-236.0;-449.0;-238.0;416.0;187.0;699.0
?;131.0;-479.0;656.0;-286.0;?;-255.0;?;120.0;711.0
-605.0;138.0;-386.0;?;-327.0;-245.0;-205.0;156.0;54.0;709.0
-621.0;?;-233.0;?;-348.0;-146.0;-186.0;146.0;?;792.0
-634.0;?;-217.0;734.0;-371.0;-17.0;-196.0;4.0;-72.0;744.0
-645.0;136.0;?;639.0;-378.0;112.0;-369.0;-106.0;?;?
-659.0;129.0;?;710.0;-387.0;247.0;-338.0;-76.0;-176.0;?
?;126.0;?;671.0;-375.0;350.0;-113.0;-188.0;-206.0;?
-678.0;123.0;270.0;635.0;-355.0;?;79.0;-268.0;?;692.0
-683.0;123.0;305.0;619.0;-325.0;523.0;236.0;-415.0;-242.0;730.0
-684.0;123.0;505.0;381.0;-295.0;595.0;225.0;-658.0;?;576.0
-685.0;?;769.0;349.0;-256.0;665.0;146.0;-734.0;-248.0;438.0
-691.0;122.0;816.0;?;?;720.0;195.0;?;-250.0;508.0
-698.0;122.0;822.0;?;-203.0;?;370.0;-741.0;?;500.0
-698.0;126.0;881.0;362.0;-176.0;813.0;507.0;-705.0;-266.0;?
-693.0;?;839.0;322.0;-152.0;835.0;719.0;-658.0;-277.0;428.0
-679.0;?;809.0;351.0;-110.0;?;896.0;-701.0;-293.0;411.0
-655.0;128.0;846.0;316.0;-70.0;837.0;1028.0;-824.0;-310.0;439.0
-622.0;127.0;?;331.0;-40.0;847.0;1066.0;-863.0;-328.0;387.0
-577.0;125.0;?;353.0;6.0;?;1059.0;-866.0;-344.0;?
-537.0;?;946.0;191.0;52.0;?;1018.0;-890.0;-354.0;433.0
-497.0;?;983.0;225.0;106.0;804.0;?;?;?;?
-467.0;118.0;952.0;258.0;140.0;787.0;1083.0;-908.0;-365.0;?
-442.0;113.0;?;58.0;161.0;?;1131.0;-951.0;?;360.0
-419.0;114.0;1046.0;45.0;186.0;760.0;1144.0;-968.0;-365.0;209.0
?;110.0;1046.0;28.0;203.0;?;1071.0;-964.0;?;207.0
-387.0;107.0;1035.0;54.0;223.0;?;1031.0;-950.0;-347.0;200.0
-376.0;104.0;1014.0;33.0;234.0;671.0;973.0;?;-334.0;225.0
-368.0;102.0;?;32.0;242.0;646.0;1025.0;?;-321.0;149.0
?;102.0;1051.0;0.0;?;617.0;967.0;-975.0;-304.0;138.0
?;99.0;1038.0;8.0;252.0;589.0;973.0;-942.0;-292.0;140.0
-362.0;96.0;?;89.0;?;558.0;980.0;-913.0;-288.0;200.0
-361.0;97.0;974.0;?;257.0;?;959.0;-894.0;-279.0;?
-362.0;99.0;981.0;68.0;260.0;?;999.0;-916.0;-272.0;163.0
-362.0;102.0;986.0;?;?;520.0;951.0;-903.0;?;192.0
-361.0;104.0;975.0;?;?;518.0;951.0;-906.0;-261.0;174.0
-362.0;109.0;995.0;54.0;259.0;518.0;941.0;-911.0;-257.0;152.0
-364.0;108.0;993.0;54.0;259.0;?;924.0;-903.0;-257.0;?
-364.0;112.0;?;46.0;260.0;520.0;?;-907.0;-260.0;180.0
-364.0;113.0;999.0;39.0;?;523.0;888.0;-903.0;-259.0;159.0
?;?;?;50.0;259.0;523.0;899.0;-888.0;?;167.0
-368.0;115.0;980.0;60.0;255.0;524.0;?;-893.0;?;188.0
-369.0;116.0;990.0;47.0;256.0;521.0;942.0;?;-258.0;173.0
-366.0;?;989.0;?;?;517.0;943.0;-916.0;-254.0;128.0
-362.0;113.0;992.0;?;258.0;512.0;920.0;-924.0;-252.0;137.0
-359.0;113.0;998.0;?;259.0;505.0;941.0;-922.0;-249.0;?
?;112.0;?;-26.0;260.0;497.0;911.0;-923.0;-245.0;89.0
-352.0;114.0;983.0;-37.0;261.0;486.0;958.0;-939.0;-245.0;85.0
-347.0;113.0;?;?;265.0;474.0;?;-958.0;-243.0;96.0
-347.0;114.0;1044.0;-46.0;266.0;?;990.0;-957.0;-240.0;69.0
-342.0;112.0;1042.0;-49.0;265.0;451.0;946.0;-936.0;-234.0;79.0
?;110.0;1012.0;-50.0;266.0;437.0;895.0;-908.0;-230.0;99.0
?;107.0;981.0;?;267.0;426.0;924.0;-903.0;?;92.0
-337.0;108.0;?;-60.0;?;422.0;932.0;-913.0;?;75.0
-337.0;108.0;971.0;-47.0;268.0;?;?;-923.0;?;?
-337.0;108.0;1004.0;-78.0;269.0;424.0;932.0;-966.0;-211.0;70.0
-339.0;113.0;?;?;267.0;430.0;?;-985.0;-211.0;?
-341.0;?;?;?;266.0;432.0;964.0;-973.0;?;79.0
?;?;1060.0;?;?;434.0;988.0;-955.0;-215.0;?
-349.0;?;1014.0;-104.0;260.0;434.0;980.0;?;?;75.0
-354.0;122.0;1004.0;-106.0;257.0;434.0;900.0;-908.0;-215.0;46.0
?;124.0;957.0;-107.0;249.0;431.0;919.0;-902.0;-214.0;39.0
?;?;962.0;-118.0;245.0;426.0;908.0;?;?;?
-368.0;?;1004.0;-139.0;242.0;423.0;912.0;?;?;30.0
-371.0;140.0;1021.0;-157.0;?;417.0;923.0;?;-196.0;5.0
?;146.0;1030.0;?;?;412.0;932.0;-955.0;-189.0;11.0
?;?;1005.0;-170.0;236.0;408.0;896.0;-926.0;?;-18.0
-385.0;162.0;973.0;?;234.0;404.0;938.0;-907.0;-174.0;-1.0
-389.0;166.0;969.0;?;232.0;403.0;909.0;-907.0;-165.0;16.0
-394.0;173.0;977.0;?;232.0;404.0;894.0;-917.0;-157.0;31.0
-398.0;180.0;995.0;-151.0;232.0;404.0;?;-935.0;-148.0;5.0
-400.0;?;1009.0;?;234.0;401.0;949.0;?;-145.0;0.0
-401.0;186.0;999.0;-171.0;235.0;398.0;963.0;-954.0;?;-10.0
-403.0;191.0;1027.0;-163.0;235.0;399.0;905.0;-951.0;-135.0;0.0
-406.0;196.0;1026.0;?;234.0;397.0;937.0;-954.0;-129.0;-9.0
-406.0;199.0;1026.0;-157.0;?;396.0;954.0;-947.0;-126.0;33.0
-410.0;202.0;?;-145.0;?;396.0;909.0;-933.0;?;27.0
-407.0;?;?;-124.0;241.0;392.0;943.0;-929.0;-153.0;22.0
-403.0;178.0;1004.0;?;241.0;390.0;?;-951.0;-157.0;-5.0
-403.0;175.0;?;?;243.0;392.0;942.0;-945.0;-158.0;11.0
-401.0;170.0;996.0;?;?;391.0;944.0;-935.0;-162.0;30.0
-397.0;169.0;?;-121.0;243.0;392.0;?;-948.0;-161.0;27.0
?;167.0;1002.0;-124.0;?;?;?;-943.0;-164.0;41.0
?;166.0;997.0;-118.0;?;394.0;982.0;-962.0;-166.0;?
-394.0;166.0;1036.0;-132.0;245.0;?;1017.0;-1008.0;-168.0;49.0
?;164.0;1056.0;-125.0;245.0;397.0;1005.0;-983.0;-167.0;21.0
-393.0;161.0;1033.0;-137.0;244.0;398.0;929.0;?;-169.0;18.0
-393.0;161.0;1005.0;-155.0;243.0;397.0;?;-930.0;-171.0;?
-393.0;162.0;?;-167.0;244.0;396.0;?;-956.0;-171.0;14.0
-394.0;164.0;1024.0;-170.0;241.0;394.0;970.0;-984.0;-171.0;-8.0
?;171.0;1041.0;?;237.0;?;1004.0;-1002.0;-165.0;-22.0
?;177.0;1065.0;-180.0;233.0;?;1000.0;?;-159.0;-30.0
-406.0;183.0;?;-169.0;232.0;391.0;990.0;-974.0;-154.0;-17.0
-410.0;?;1005.0;-184.0;?;382.0;953.0;-968.0;-145.0;-21.0
?;200.0;1022.0;-184.0;?;378.0;1000.0;?;-135.0;-16.0
-424.0;209.0;1017.0;?;216.0;?;973.0;-962.0;-125.0;3.0
-433.0;?;1003.0;?;207.0;367.0;964.0;-952.0;-114.0;?
-440.0;231.0;1008.0;-112.0;202.0;361.0;984.0;-926.0;-103.0;21.0
-446.0;238.0;946.0;-121.0;200.0;357.0;?;-928.0;-94.0;35.0
-452.0;246.0;?;-111.0;195.0;353.0;906.0;-933.0;-85.0;?
-457.0;255.0;?;-100.0;191.0;?;?;?;?;45.0
-461.0;262.0;970.0;-89.0;188.0;350.0;879.0;-913.0;-69.0;68.0
-464.0;?;961.0;-96.0;187.0;348.0;906.0;-898.0;-61.0;89.0
-467.0;275.0;960.0;-92.0;186.0;348.0;894.0;-897.0;-57.0;57.0
-469.0;?;963.0;-70.0;185.0;348.0;911.0;-896.0;-52.0;63.0
-471.0;277.0;968.0;-35.0;186.0;353.0;873.0;-885.0;?;?
?;277.0;947.0;-39.0;?;?;?;-888.0;?;?
-467.0;277.0;?;-74.0;?;355.0;?;-919.0;-50.0;88.0
-465.0;278.0;995.0;-101.0;197.0;?;924.0;-936.0;-52.0;61.0
?;275.0;?;?;200.0;358.0;?;-924.0;-55.0;70.0
-458.0;?;?;-90.0;?;361.0;889.0;-907.0;-59.0;76.0
-456.0;268.0;968.0;-91.0;203.0;361.0;894.0;-889.0;-63.0;83.0
-451.0;?;953.0;-108.0;206.0;364.0;?;-855.0;-68.0;52.0
-448.0;254.0;891.0;-77.0;206.0;?;759.0;-716.0;-66.0;74.0
-451.0;239.0;631.0;122.0;?;366.0;513.0;?;-70.0;88.0
-443.0;232.0;493.0;-135.0;224.0;368.0;1135.0;?;-78.0;268.0
?;223.0;1677.0;-768.0;?;375.0;?;-1651.0;-75.0;-579.0
-426.0;?;1610.0;?;236.0;382.0;1400.0;-1350.0;-74.0;-215.0
-420.0;213.0;1289.0;?;243.0;381.0;972.0;-1053.0;-73.0;-267.0
?;209.0;?;-179.0;245.0;378.0;802.0;-804.0;-74.0;-113.0
-420.0;208.0;?;-34.0;245.0;378.0;820.0;?;?;-15.0
-420.0;210.0;827.0;-91.0;?;382.0;?;-928.0;-83.0;55.0
-414.0;209.0;1059.0;-206.0;252.0;390.0;1004.0;-1066.0;-81.0;?
