InertialMeasurementUnit RUA Quaternion4;InertialMeasurementUnit R-SHOE AngVelNavFrameZ;InertialMeasurementUnit RLA gyroZ;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE AngVelBodyFrameX;InertialMeasurementUnit BACK Quaternion4;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;InertialMeasurementUnit RUA Quaternion2;InertialMeasurementUnit BACK Quaternion2
677.0;16;31.0;14;-14;-134.0;16;-174.0;-90.0
670.0;-19;-83.0;17;-17;-136.0;-19;-173.0;-95.0
684.0;26;-236.0;-22;22;-135.0;26;-142.0;-88.0
668.0;19;-519.0;9;-9;-135.0;19;-148.0;-86.0
650.0;-19;-158.0;-1;1;-87.0;-19;8.0;-103.0
654.0;14;653.0;32;-32;-127.0;14;-50.0;-84.0
648.0;2;170.0;6;-6;-124.0;2;-213.0;-88.0
646.0;1;-17.0;0;0;-123.0;1;-218.0;-88.0
660.0;-11;-65.0;-23;23;-123.0;-11;-231.0;-89.0
661.0;-25;-19.0;2;-2;-123.0;-25;-231.0;-89.0
661.0;-3;31.0;-11;11;-124.0;-3;-233.0;-88.0
649.0;-40;49.0;-19;19;-125.0;-40;-229.0;-87.0
680.0;17;-39.0;-20;20;-119.0;17;-224.0;-87.0
508.0;-25;287.0;-125;125;-133.0;-25;-263.0;-69.0
500.0;-21;-9.0;-23;23;-135.0;-21;-277.0;-71.0
498.0;-6;-9.0;21;-21;-140.0;-6;-277.0;-72.0
504.0;23;52.0;25;-25;-153.0;23;-274.0;-63.0
494.0;28;66.0;-15;15;-150.0;28;-272.0;-61.0
688.0;35;-58.0;85;-85;-65.0;35;-120.0;-92.0
692.0;0;-104.0;21;-21;-66.0;0;-121.0;-91.0
691.0;15;-51.0;28;-28;-66.0;15;-118.0;-91.0
695.0;-28;-383.0;3;-3;-63.0;-28;-94.0;-87.0
660.0;-21;-299.0;-10;10;-115.0;-21;20.0;-45.0
657.0;-16;-67.0;-24;24;-112.0;-16;32.0;-47.0
657.0;-15;-14.0;-25;25;-111.0;-15;35.0;-47.0
657.0;-15;-5.0;45;-45;-111.0;-15;36.0;-48.0
677.0;-17;25.0;10;-10;-109.0;-17;10.0;-62.0
677.0;-17;11.0;10;-10;-110.0;-17;10.0;-62.0
676.0;4;187.0;-13;13;-112.0;4;9.0;-62.0
678.0;-16;629.0;18;-18;-114.0;-16;3.0;-59.0
723.0;16;249.0;1;-1;-13.0;16;-116.0;-76.0
727.0;2;204.0;-4;4;-4.0;2;-112.0;-78.0
499.0;41;30.0;41;-41;-113.0;41;-220.0;-83.0
479.0;-37;-12.0;20;-20;-112.0;-37;-231.0;-92.0
477.0;-28;55.0;4;-4;-111.0;-28;-232.0;-93.0
475.0;27;-17.0;-1;1;-106.0;27;-232.0;-97.0
475.0;-11;-18.0;-11;11;-110.0;-11;-229.0;-92.0
464.0;-7;9.0;17;-17;-104.0;-7;-228.0;-99.0
463.0;28;35.0;8;-8;-106.0;28;-230.0;-97.0
504.0;-8;165.0;-36;36;-143.0;-8;-255.0;-96.0
590.0;16;-158.0;-97;97;-101.0;16;-167.0;-74.0
704.0;24;-474.0;38;-38;-27.0;24;-73.0;-104.0
652.0;-3;-528.0;-24;24;-79.0;-3;-31.0;-62.0
643.0;-20;-44.0;-12;12;-74.0;-20;12.0;-67.0
644.0;-36;29.0;-43;43;-74.0;-36;12.0;-70.0
650.0;25;-14.0;7;-7;-81.0;25;-7.0;-68.0
651.0;25;50.0;3;-3;-81.0;25;-7.0;-69.0
655.0;-9;12.0;10;-10;-79.0;-9;-11.0;-69.0
668.0;29;22.0;-24;24;-87.0;29;-13.0;-75.0
696.0;40;-7.0;29;-29;-35.0;40;-135.0;-76.0
696.0;24;39.0;25;-25;-35.0;24;-136.0;-75.0
700.0;-6;108.0;13;-13;-35.0;-6;-137.0;-78.0
700.0;-39;111.0;-12;12;-35.0;-39;-137.0;-78.0
701.0;27;45.0;26;-26;-35.0;27;-137.0;-78.0
706.0;13;-100.0;3;-3;-35.0;13;-133.0;-75.0
638.0;30;-27.0;22;-22;-118.0;30;-186.0;-86.0
679.0;40;-359.0;4;-4;-111.0;40;-174.0;-95.0
685.0;-34;-256.0;-14;14;-113.0;-34;-161.0;-88.0
673.0;-42;-250.0;-14;14;-117.0;-42;-155.0;-78.0
643.0;36;39.0;1;-1;-120.0;36;-153.0;-72.0
597.0;6;576.0;19;-19;-125.0;6;-154.0;-65.0
573.0;12;673.0;-15;15;-127.0;12;-159.0;-59.0
623.0;-11;-68.0;-25;25;-117.0;-11;-86.0;-77.0
626.0;25;-94.0;-27;27;-118.0;25;-80.0;-74.0
625.0;38;59.0;-32;32;-119.0;38;-77.0;-74.0
622.0;27;376.0;-4;4;-119.0;27;-83.0;-74.0
624.0;-6;76.0;13;-13;-117.0;-6;-85.0;-75.0
630.0;36;-51.0;15;-15;-115.0;36;-82.0;-77.0
630.0;-11;31.0;16;-16;-115.0;-11;-83.0;-77.0
627.0;-2;27.0;-4;4;-115.0;-2;-83.0;-76.0
626.0;-33;-154.0;32;-32;-115.0;-33;-78.0;-76.0
626.0;6;-124.0;18;-18;-116.0;6;-77.0;-76.0
547.0;-7;-516.0;-47;47;-125.0;-7;-234.0;-70.0
557.0;-12;-274.0;17;-17;-125.0;-12;-235.0;-70.0
560.0;-22;-64.0;16;-16;-124.0;-22;-235.0;-70.0
566.0;-31;144.0;25;-25;-124.0;-31;-239.0;-70.0
569.0;37;197.0;-14;14;-121.0;37;-240.0;-70.0
568.0;-15;350.0;-44;44;-109.0;-15;-231.0;-74.0
629.0;6;308.0;37;-37;-88.0;6;-226.0;-77.0
688.0;6;-53.0;7;-7;-64.0;6;-206.0;-91.0
690.0;-11;-136.0;22;-22;-65.0;-11;-207.0;-91.0
704.0;29;-7.0;-32;32;-79.0;29;-201.0;-104.0
702.0;30;-146.0;-32;32;-80.0;30;-201.0;-105.0
700.0;-2;-164.0;12;-12;-85.0;-2;-193.0;-116.0
692.0;-5;142.0;23;-23;-86.0;-5;-182.0;-117.0
683.0;23;111.0;17;-17;-84.0;23;-213.0;-107.0
652.0;16;-546.0;-1;1;-78.0;16;-232.0;-89.0
692.0;6;-20.0;-52;52;-84.0;6;-277.0;-102.0
527.0;-19;-36.0;25;-25;-136.0;-19;-83.0;-86.0
523.0;-25;-16.0;23;-23;-139.0;-25;-88.0;-85.0
511.0;-3;-483.0;-19;19;-148.0;-3;-149.0;-90.0
621.0;-33;7.0;35;-35;-115.0;-33;-246.0;-112.0
662.0;13;70.0;-31;31;-100.0;13;-256.0;-116.0
673.0;14;-39.0;42;-42;-91.0;14;-262.0;-126.0
550.0;17;-173.0;-21;21;-137.0;17;-245.0;-105.0
574.0;10;-3.0;0;0;-139.0;10;-236.0;-100.0
789.0;51;-329.0;36;-36;465.0;51;138.0;113.0
563.0;-24;-88.0;-34;34;-138.0;-24;-227.0;-99.0
785.0;77;-152.0;136;-136;461.0;77;127.0;115.0
784.0;72;77.0;-187;187;462.0;72;130.0;116.0
800.0;-81;74.0;27;-27;472.0;-81;118.0;111.0
561.0;15;-53.0;6;-6;-139.0;15;-225.0;-99.0
560.0;-14;22.0;-17;17;-139.0;-14;-225.0;-99.0
586.0;-268;25.0;-26;26;220.0;-268;30.0;59.0
561.0;6;1.0;-24;24;-138.0;6;-225.0;-100.0
578.0;-5;-95.0;-32;32;-136.0;-5;-222.0;-114.0
581.0;2;-31.0;-33;33;-135.0;2;-224.0;-119.0
579.0;-16;-68.0;2;-2;-147.0;-16;-209.0;-111.0
739.0;34;-356.0;-660;660;369.0;34;-592.0;-471.0
620.0;50;-468.0;4;-4;175.0;50;-425.0;-238.0
571.0;-61;2.0;-36;36;-149.0;-61;-192.0;-108.0
547.0;41;-191.0;6;-6;-146.0;41;-223.0;-107.0
559.0;6;-79.0;89;-89;-146.0;6;-229.0;-108.0
568.0;-19;-198.0;7;-7;-146.0;-19;-237.0;-109.0
578.0;-24;-7.0;10;-10;-146.0;-24;-240.0;-108.0
595.0;67;-277.0;-34;34;-148.0;67;-254.0;-107.0
611.0;16;-119.0;22;-22;-149.0;16;-267.0;-107.0
591.0;60;131.0;50;-50;203.0;60;-616.0;-161.0
584.0;2;247.0;48;-48;210.0;2;-616.0;-136.0
631.0;9;264.0;3;-3;-148.0;9;-269.0;-109.0
649.0;39;470.0;149;-149;212.0;39;-540.0;-122.0
632.0;-3;258.0;3;-3;-148.0;-3;-268.0;-110.0
618.0;-32;159.0;22;-22;-151.0;-32;-251.0;-105.0
606.0;39;237.0;-3;3;-148.0;39;-229.0;-109.0
605.0;-1;277.0;-10;10;-148.0;-1;-226.0;-109.0
609.0;11;26.0;-22;22;-153.0;11;-219.0;-96.0
630.0;-4;-89.0;-10;10;-155.0;-4;-232.0;-95.0
628.0;-6;-170.0;22;-22;-154.0;-6;-233.0;-95.0
622.0;7;-163.0;-5;5;-160.0;7;-238.0;-89.0
305.0;0;97.0;119;-119;-236.0;0;-257.0;-43.0
623.0;-14;52.0;16;-16;-161.0;-14;-241.0;-89.0
656.0;-15;200.0;-83;83;-184.0;-15;-191.0;-72.0
665.0;26;472.0;-14;14;-183.0;26;-188.0;-65.0
685.0;-8;-223.0;109;-109;-177.0;-8;-250.0;-84.0
649.0;-34;285.0;3;-3;-175.0;-34;-205.0;-81.0
657.0;-10;-219.0;62;-62;-177.0;-10;-231.0;-71.0
662.0;66;478.0;32;-32;-163.0;66;-254.0;-90.0
674.0;80;200.0;303;-303;-172.0;80;-245.0;-79.0
647.0;-35;235.0;257;-257;-177.0;-35;-224.0;-71.0
640.0;42;-337.0;374;-374;-176.0;42;-212.0;-73.0
675.0;37;215.0;-21;21;-182.0;37;-258.0;-77.0
682.0;-16;463.0;-79;79;-196.0;-16;-244.0;-62.0
673.0;-2;-316.0;8;-8;-195.0;-2;-248.0;-62.0
679.0;-1;367.0;-121;121;-198.0;-1;-238.0;-58.0
679.0;-30;245.0;-53;53;-195.0;-30;-258.0;-57.0
685.0;-2;-287.0;35;-35;-195.0;-2;-191.0;-43.0
688.0;23;324.0;-1;1;-195.0;23;-205.0;-44.0
692.0;17;257.0;-1;1;-195.0;17;-219.0;-44.0
679.0;27;148.0;-30;30;-196.0;27;-210.0;-34.0
671.0;-5;70.0;74;-74;-201.0;-5;-203.0;-27.0
681.0;-23;316.0;-67;67;-204.0;-23;-243.0;-25.0
682.0;-10;163.0;-15;15;-204.0;-10;-250.0;-26.0
659.0;13;272.0;83;-83;-217.0;13;-217.0;-4.0
660.0;-3;-41.0;33;-33;-218.0;-3;-212.0;-2.0
647.0;-11;-690.0;-24;24;-217.0;-11;-91.0;0.0
641.0;1;-23.0;-32;32;-217.0;1;-85.0;-4.0
665.0;-16;-175.0;27;-27;-210.0;-16;-130.0;-14.0
667.0;3;213.0;24;-24;-206.0;3;-116.0;-15.0
636.0;-7;-39.0;-68;68;-212.0;-7;-95.0;-13.0
633.0;-11;218.0;-37;37;-212.0;-11;-93.0;-14.0
639.0;-7;-350.0;-42;42;-209.0;-7;-102.0;-20.0
672.0;-17;-39.0;-14;14;-206.0;-17;-170.0;-19.0
428.0;33;-248.0;138;-138;-85.0;33;-376.0;-95.0
402.0;-3;-720.0;201;-201;-97.0;-3;-356.0;-103.0
670.0;1;146.0;-82;82;-206.0;1;-162.0;-19.0
663.0;6;400.0;-110;110;-211.0;6;-168.0;-17.0
650.0;-10;351.0;8;-8;-219.0;-10;-134.0;-2.0
634.0;3;199.0;8;-8;-218.0;3;-106.0;-3.0
621.0;22;-30.0;96;-96;-212.0;22;-124.0;-13.0
649.0;-8;239.0;-25;25;-204.0;-8;-207.0;-29.0
656.0;-26;204.0;-15;15;-202.0;-26;-226.0;-32.0
660.0;-17;-80.0;-33;33;-200.0;-17;-236.0;-34.0
659.0;-34;-14.0;24;-24;-203.0;-34;-217.0;-29.0
650.0;-13;143.0;4;-4;-207.0;-13;-211.0;-25.0
641.0;27;175.0;20;-20;-218.0;27;-213.0;-25.0
640.0;26;75.0;37;-37;-220.0;26;-212.0;-27.0
639.0;-13;-128.0;-22;22;-224.0;-13;-214.0;-26.0
626.0;-5;294.0;-26;26;-228.0;-5;-213.0;-26.0
625.0;-3;98.0;-1;1;-223.0;-3;-208.0;-11.0
638.0;-15;-309.0;-31;31;-185.0;-15;-182.0;-2.0
658.0;-8;213.0;89;-89;-184.0;-8;-200.0;-19.0
655.0;3;503.0;-17;17;-187.0;3;-198.0;-16.0
651.0;-2;434.0;-37;37;-190.0;-2;-198.0;-14.0
461.0;19;464.0;11;-11;-177.0;19;-62.0;-63.0
477.0;15;168.0;48;-48;-168.0;15;-97.0;-74.0
469.0;-37;207.0;-88;88;-165.0;-37;-102.0;-75.0
661.0;7;-444.0;6;-6;-111.0;7;-211.0;-95.0
669.0;-23;-594.0;-71;71;-111.0;-23;-237.0;-104.0
700.0;24;54.0;95;-95;-112.0;24;-250.0;-108.0
493.0;0;-401.0;-59;59;-156.0;0;-165.0;-102.0
588.0;42;-95.0;96;-96;-145.0;42;-249.0;-108.0
598.0;44;-18.0;94;-94;-144.0;44;-256.0;-107.0
253.0;71;59.0;-29;29;609.0;71;-59.0;-369.0
366.0;59;-77.0;87;-87;647.0;59;-207.0;-465.0
596.0;-29;240.0;-97;97;-119.0;-29;-279.0;-123.0
576.0;41;-230.0;96;-96;-112.0;41;-300.0;-101.0
695.0;0;220.0;1;-1;-79.0;0;-251.0;-114.0
728.0;-11;530.0;-9;9;-46.0;-11;-202.0;-131.0
719.0;-10;469.0;-26;26;-47.0;-10;-205.0;-128.0
714.0;-5;53.0;-49;49;-49.0;-5;-259.0;-121.0
714.0;5;63.0;-16;16;-49.0;5;-255.0;-119.0
713.0;-2;14.0;-17;17;-50.0;-2;-252.0;-119.0
704.0;-15;130.0;-34;34;-57.0;-15;-231.0;-117.0
705.0;-15;413.0;-34;34;-59.0;-15;-228.0;-115.0
705.0;-6;380.0;-31;31;-58.0;-6;-230.0;-112.0
686.0;-6;164.0;-39;39;-51.0;-6;-201.0;-120.0
743.0;19;-26.0;35;-35;-25.0;19;-200.0;-151.0
749.0;36;-297.0;37;-37;-15.0;36;-184.0;-161.0
740.0;-28;-198.0;-171;171;-21.0;-28;-185.0;-158.0
733.0;20;-76.0;30;-30;-22.0;20;-192.0;-162.0
714.0;12;440.0;-32;32;-39.0;12;-206.0;-174.0
732.0;10;30.0;-304;304;-93.0;10;-152.0;-246.0
473.0;16;147.0;-24;24;-214.0;16;-277.0;-143.0
527.0;-6;47.0;-32;32;-128.0;-6;-234.0;-110.0
755.0;-146;430.0;-177;177;12.0;-146;-334.0;-140.0
759.0;-11;212.0;29;-29;16.0;-11;-325.0;-129.0
756.0;4;262.0;21;-21;13.0;4;-315.0;-126.0
750.0;-7;99.0;27;-27;-1.0;-7;-279.0;-118.0
743.0;11;223.0;28;-28;-4.0;11;-263.0;-119.0
725.0;13;70.0;-41;41;-9.0;13;-250.0;-126.0
727.0;-32;-25.0;-52;52;-5.0;-32;-247.0;-131.0
734.0;2;145.0;-27;27;-2.0;2;-240.0;-130.0
855.0;27;309.0;-1;1;82.0;27;-168.0;-159.0
857.0;38;-164.0;-4;4;84.0;38;-173.0;-166.0
856.0;47;-226.0;11;-11;83.0;47;-175.0;-176.0
549.0;140;56.0;18;-18;-157.0;140;-22.0;-159.0
541.0;-3;337.0;-30;30;-143.0;-3;7.0;-128.0
545.0;34;227.0;32;-32;-135.0;34;13.0;-116.0
449.0;58;-36.0;32;-32;-160.0;58;44.0;-62.0
445.0;-23;195.0;-24;24;-162.0;-23;19.0;-57.0
450.0;8;-64.0;-6;6;-159.0;8;-3.0;-46.0
478.0;16;-239.0;37;-37;-160.0;16;-44.0;-41.0
503.0;40;-606.0;-91;91;-158.0;40;-82.0;-44.0
559.0;29;-428.0;50;-50;-153.0;29;-149.0;-47.0
583.0;50;-426.0;-32;32;-149.0;50;-175.0;-53.0
615.0;-4;-86.0;-33;33;-145.0;-4;-176.0;-61.0
552.0;-1;-252.0;-35;35;-136.0;-1;-111.0;-71.0
588.0;7;-501.0;-38;38;-133.0;7;-140.0;-76.0
593.0;36;-243.0;47;-47;-135.0;36;-132.0;-72.0
545.0;-24;-254.0;25;-25;-148.0;-24;-117.0;-61.0
533.0;28;248.0;-18;18;-146.0;28;-109.0;-62.0
533.0;57;-137.0;-51;51;-146.0;57;-111.0;-62.0
563.0;-25;-64.0;-56;56;-151.0;-25;-136.0;-63.0
542.0;-9;-454.0;-34;34;-162.0;-9;-56.0;-79.0
549.0;28;-330.0;-65;65;-163.0;28;-62.0;-78.0
546.0;40;236.0;15;-15;-165.0;40;-55.0;-83.0
529.0;14;-163.0;27;-27;-167.0;14;-48.0;-92.0
510.0;-24;184.0;-14;14;-184.0;-24;-41.0;-100.0
467.0;-37;629.0;-22;22;-215.0;-37;-87.0;-76.0
466.0;15;-275.0;-25;25;-210.0;15;-102.0;-69.0
479.0;-34;434.0;61;-61;-136.0;-34;-99.0;-93.0
472.0;-67;-408.0;228;-228;-138.0;-67;-105.0;-76.0
-279.0;31;-651.0;165;-165;202.0;31;333.0;33.0
705.0;11;-76.0;14;-14;-89.0;11;23.0;-72.0
689.0;-25;445.0;-13;13;-83.0;-25;66.0;-88.0
675.0;1;411.0;-2;2;-93.0;1;75.0;-82.0
668.0;-11;423.0;-5;5;-99.0;-11;75.0;-79.0
534.0;51;-249.0;47;-47;-118.0;51;-16.0;-129.0
542.0;-21;-116.0;19;-19;-117.0;-21;-18.0;-128.0
553.0;-36;336.0;28;-28;-104.0;-36;-18.0;-111.0
555.0;17;207.0;23;-23;-91.0;17;-4.0;-93.0
692.0;-22;-389.0;11;-11;-23.0;-22;-230.0;-122.0
795.0;-46;-433.0;-73;73;30.0;-46;-287.0;-149.0
-754.0;54;386.0;-12;12;-111.0;54;402.0;250.0
784.0;-15;239.0;65;-65;3.0;-15;-248.0;-100.0
776.0;35;79.0;-3;3;0.0;35;-300.0;-96.0
799.0;6;-438.0;0;0;29.0;6;-283.0;-106.0
421.0;-24;-184.0;-79;79;-130.0;-24;-176.0;-107.0
426.0;-30;-224.0;-70;70;-133.0;-30;-184.0;-107.0
424.0;-4;364.0;-28;28;-152.0;-4;-204.0;-92.0
407.0;-32;48.0;-27;27;-154.0;-32;-209.0;-88.0
419.0;8;-160.0;11;-11;-144.0;8;-208.0;-97.0
435.0;34;-49.0;-4;4;-138.0;34;-204.0;-97.0
470.0;-15;53.0;3;-3;-132.0;-15;-206.0;-97.0
473.0;-47;13.0;46;-46;-127.0;-47;-212.0;-99.0
479.0;30;192.0;26;-26;-129.0;30;-216.0;-86.0
474.0;2;168.0;46;-46;-127.0;2;-213.0;-80.0
685.0;-25;-123.0;-35;35;-69.0;-25;-118.0;-98.0
644.0;12;-299.0;-115;115;-129.0;12;70.0;-57.0
639.0;-26;-24.0;14;-14;-126.0;-26;86.0;-64.0
639.0;54;20.0;10;-10;-127.0;54;86.0;-63.0
658.0;-7;367.0;10;-10;-123.0;-7;66.0;-67.0
672.0;21;653.0;9;-9;-115.0;21;30.0;-76.0
711.0;-18;93.0;18;-18;-32.0;-18;-115.0;-100.0
714.0;22;-28.0;12;-12;-27.0;22;-115.0;-99.0
716.0;-14;45.0;-5;5;-24.0;-14;-95.0;-109.0
711.0;-10;85.0;-14;14;-25.0;-10;-85.0;-115.0
807.0;31;-948.0;-26;26;30.0;31;-267.0;-151.0
700.0;-15;251.0;-95;95;-90.0;-15;-267.0;-105.0
665.0;6;431.0;-23;23;-100.0;6;-275.0;-95.0
664.0;11;283.0;-60;60;-108.0;11;-289.0;-92.0
-195.0;-11;290.0;15;-15;-738.0;-11;228.0;203.0
667.0;-25;280.0;-14;14;-110.0;-25;-293.0;-91.0
672.0;20;53.0;-9;9;-114.0;20;-294.0;-88.0
-237.0;41;364.0;26;-26;-837.0;41;126.0;324.0
618.0;-23;-136.0;11;-11;-127.0;-23;-234.0;-90.0
616.0;-6;-323.0;-27;27;-127.0;-6;-228.0;-88.0
612.0;5;-522.0;-30;30;-127.0;5;-223.0;-86.0
608.0;14;-488.0;36;-36;-129.0;14;-221.0;-84.0
592.0;-14;-52.0;52;-52;-135.0;-14;-213.0;-66.0
598.0;15;308.0;38;-38;-161.0;15;-231.0;-23.0
592.0;-11;731.0;20;-20;-152.0;-11;-176.0;-34.0
672.0;-15;89.0;-44;44;-82.0;-15;-2.0;-41.0
676.0;0;71.0;22;-22;-81.0;0;13.0;-43.0
677.0;-36;-57.0;-28;28;-81.0;-36;17.0;-44.0
679.0;16;30.0;28;-28;-81.0;16;12.0;-43.0
681.0;39;-35.0;-10;10;-82.0;39;8.0;-45.0
681.0;-4;-82.0;-3;3;-82.0;-4;6.0;-47.0
685.0;40;13.0;19;-19;-80.0;40;4.0;-51.0
693.0;27;47.0;8;-8;-76.0;27;-10.0;-58.0
688.0;-31;-99.0;13;-13;-83.0;-31;-3.0;-69.0
688.0;-19;-228.0;-4;4;-85.0;-19;-1.0;-71.0
576.0;-14;-569.0;-21;21;-204.0;-14;-50.0;5.0
491.0;-8;124.0;-20;20;-233.0;-8;-205.0;5.0
490.0;9;6.0;-35;35;-234.0;9;-204.0;4.0
489.0;18;-7.0;-15;15;-235.0;18;-202.0;5.0
491.0;-1;-31.0;-13;13;-236.0;-1;-203.0;7.0
492.0;-15;30.0;24;-24;-235.0;-15;-201.0;9.0
493.0;37;69.0;14;-14;-234.0;37;-197.0;10.0
491.0;-5;124.0;7;-7;-233.0;-5;-196.0;10.0
481.0;16;88.0;-6;6;-233.0;16;-189.0;13.0
480.0;-23;48.0;-6;6;-234.0;-23;-187.0;14.0
479.0;-7;22.0;-13;13;-237.0;-7;-193.0;15.0
490.0;39;140.0;9;-9;-241.0;39;-210.0;14.0
482.0;38;38.0;36;-36;-253.0;38;-197.0;15.0
454.0;28;58.0;-1;1;-259.0;28;-193.0;37.0
593.0;-18;-105.0;17;-17;-202.0;-18;-151.0;32.0
415.0;50;273.0;-87;87;-221.0;50;-185.0;-25.0
406.0;6;454.0;123;-123;-220.0;6;-245.0;-44.0
402.0;2;392.0;123;-123;-222.0;2;-251.0;-44.0
