Accelerometer RWR accX;InertialMeasurementUnit RUA accZ;InertialMeasurementUnit BACK accX;InertialMeasurementUnit LUA accX;InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit L-SHOE EuZ;InertialMeasurementUnit L-SHOE Nav_Ay;InertialMeasurementUnit RLA accZ;Accelerometer LUA^ accY;InertialMeasurementUnit BACK magneticY;InertialMeasurementUnit RUA gyroZ;Accelerometer RUA^ accX;Accelerometer RUA_ accZ
-816.0;228.0;-971.0;-953.0;-152.0;6;-1;628.0;932.0;385.0;136.0;-326.0;863.0
-849.0;371.0;-981.0;-952.0;-82.0;6;-8;442.0;964.0;412.0;438.0;-193.0;750.0
-210.0;195.0;-191.0;-773.0;-527.0;4;8;227.0;809.0;499.0;209.0;-517.0;292.0
-591.0;212.0;-782.0;-808.0;256.0;3;231;244.0;1104.0;-327.0;-263.0;-417.0;624.0
-513.0;345.0;-957.0;-912.0;-38.0;4;-7;359.0;949.0;-265.0;-337.0;-498.0;398.0
-298.0;523.0;-996.0;-949.0;-92.0;4;-29;501.0;1044.0;-255.0;168.0;-462.0;390.0
-87.0;624.0;-1008.0;-890.0;13.0;-51;-348;698.0;878.0;-82.0;-167.0;-724.0;624.0
-696.0;527.0;-906.0;-1002.0;-132.0;5;-13;612.0;1108.0;-211.0;-259.0;-681.0;631.0
-695.0;299.0;-877.0;-968.0;-302.0;5;-1;78.0;988.0;382.0;-282.0;-472.0;310.0
-815.0;306.0;-904.0;-836.0;-396.0;18;148;164.0;1052.0;368.0;-811.0;-458.0;389.0
-687.0;197.0;-849.0;-953.0;-493.0;5;1;483.0;925.0;453.0;151.0;-370.0;371.0
-890.0;357.0;-888.0;-1086.0;-329.0;14;-110;300.0;1068.0;119.0;-65.0;-528.0;439.0
-723.0;631.0;-856.0;-992.0;-64.0;-1;-69;594.0;1046.0;-175.0;-4.0;-558.0;663.0
-783.0;148.0;-797.0;-975.0;-89.0;0;39;183.0;889.0;163.0;-247.0;-226.0;253.0
-805.0;117.0;-728.0;-879.0;-32.0;0;-16;52.0;970.0;193.0;-168.0;-261.0;471.0
-1014.0;412.0;-782.0;-747.0;-182.0;10;32;590.0;920.0;484.0;-223.0;-528.0;785.0
-868.0;284.0;-859.0;-775.0;-235.0;14;-76;80.0;988.0;576.0;-14.0;-536.0;584.0
-392.0;612.0;-997.0;-961.0;367.0;-20;6;662.0;915.0;-95.0;-134.0;-399.0;780.0
-1016.0;542.0;-975.0;-947.0;379.0;-18;7;596.0;921.0;-116.0;2.0;-419.0;840.0
-1024.0;410.0;-994.0;-951.0;331.0;-18;5;633.0;925.0;94.0;81.0;-439.0;888.0
-952.0;705.0;-1000.0;-933.0;342.0;-17;3;603.0;945.0;-74.0;133.0;-458.0;811.0
-587.0;317.0;-955.0;-958.0;275.0;-16;-8;682.0;930.0;235.0;-30.0;-366.0;917.0
-1035.0;466.0;-994.0;-983.0;361.0;-17;8;579.0;953.0;-91.0;47.0;-356.0;786.0
-693.0;198.0;-987.0;-950.0;303.0;-17;6;576.0;938.0;168.0;-171.0;-280.0;809.0
-296.0;193.0;-975.0;-958.0;303.0;-17;7;597.0;941.0;159.0;-40.0;-166.0;727.0
-638.0;535.0;-980.0;-977.0;345.0;-17;2;650.0;949.0;38.0;64.0;-236.0;721.0
-372.0;460.0;-935.0;-933.0;283.0;-16;8;738.0;972.0;206.0;322.0;-157.0;1001.0
-637.0;200.0;-867.0;-979.0;-116.0;1;23;-61.0;1042.0;241.0;-10.0;-243.0;300.0
-291.0;261.0;-988.0;-971.0;334.0;-17;2;656.0;950.0;170.0;-56.0;-217.0;810.0
-151.0;248.0;-989.0;-967.0;335.0;-17;2;656.0;952.0;171.0;24.0;-198.0;780.0
-201.0;258.0;-980.0;-969.0;336.0;-17;4;643.0;950.0;177.0;7.0;-202.0;788.0
-193.0;250.0;-985.0;-969.0;337.0;-17;8;633.0;946.0;180.0;10.0;-208.0;770.0
-244.0;266.0;-975.0;-974.0;336.0;-17;7;623.0;948.0;177.0;39.0;-208.0;810.0
-324.0;339.0;-975.0;-948.0;342.0;-17;1;631.0;941.0;146.0;111.0;-220.0;809.0
-593.0;427.0;-951.0;-964.0;293.0;-12;2;751.0;941.0;209.0;-14.0;-410.0;940.0
-616.0;416.0;-949.0;-969.0;291.0;-12;-1;749.0;948.0;212.0;-14.0;-396.0;942.0
-659.0;373.0;-747.0;-921.0;-244.0;5;5;384.0;1067.0;482.0;467.0;-475.0;449.0
-376.0;512.0;-881.0;-797.0;-585.0;4;-192;538.0;935.0;481.0;546.0;-545.0;484.0
-105.0;175.0;-708.0;-726.0;-110.0;-1;309;270.0;844.0;437.0;1000.0;-399.0;288.0
-1021.0;536.0;-1026.0;-982.0;347.0;-14;5;419.0;945.0;47.0;138.0;-501.0;782.0
-531.0;201.0;-987.0;-966.0;322.0;-15;-3;570.0;931.0;103.0;-130.0;-225.0;759.0
-316.0;185.0;-990.0;-961.0;321.0;-15;3;613.0;937.0;98.0;26.0;-160.0;698.0
-322.0;201.0;-988.0;-965.0;321.0;-15;-4;606.0;945.0;97.0;47.0;-152.0;717.0
-201.0;286.0;-961.0;-843.0;-179.0;-4;4;771.0;792.0;227.0;-64.0;-151.0;821.0
-469.0;225.0;-989.0;-962.0;318.0;-15;1;616.0;932.0;89.0;81.0;-170.0;749.0
-746.0;457.0;-969.0;-978.0;359.0;-15;1;560.0;930.0;28.0;-128.0;-231.0;770.0
-608.0;434.0;-951.0;-946.0;283.0;-13;1;746.0;943.0;222.0;18.0;-405.0;922.0
-384.0;284.0;-966.0;-857.0;-185.0;-4;5;741.0;758.0;224.0;-84.0;-149.0;829.0
-840.0;346.0;-949.0;-877.0;-289.0;-4;4;674.0;871.0;232.0;83.0;-199.0;848.0
-616.0;399.0;-950.0;-960.0;285.0;-13;1;742.0;930.0;220.0;-33.0;-376.0;910.0
-600.0;406.0;-947.0;-955.0;284.0;-13;-5;742.0;939.0;221.0;-18.0;-378.0;923.0
-601.0;409.0;-947.0;-941.0;280.0;-13;1;737.0;937.0;220.0;9.0;-378.0;940.0
-688.0;160.0;-950.0;-960.0;-32.0;-4;6;583.0;987.0;274.0;12.0;-207.0;887.0
-725.0;442.0;-948.0;-985.0;-28.0;-4;5;688.0;975.0;287.0;253.0;-172.0;838.0
-257.0;395.0;-958.0;-977.0;-21.0;-4;2;651.0;1031.0;106.0;126.0;-84.0;688.0
-962.0;463.0;-958.0;-975.0;-26.0;-4;5;563.0;997.0;89.0;-166.0;-281.0;812.0
-909.0;205.0;-943.0;-937.0;24.0;4;5;417.0;929.0;179.0;558.0;-221.0;799.0
-621.0;414.0;-947.0;-944.0;281.0;-13;4;741.0;941.0;219.0;-94.0;-386.0;926.0
-817.0;298.0;-986.0;-1002.0;-73.0;-4;5;636.0;986.0;287.0;4.0;-364.0;753.0
-69.0;138.0;-976.0;-946.0;-70.0;-4;3;591.0;923.0;240.0;102.0;-65.0;678.0
21.0;161.0;-976.0;-939.0;-70.0;-4;-7;600.0;937.0;244.0;43.0;-38.0;670.0
-61.0;174.0;-972.0;-943.0;-68.0;-4;1;633.0;952.0;241.0;29.0;-39.0;692.0
-579.0;408.0;-948.0;-936.0;280.0;-13;-2;734.0;929.0;221.0;-57.0;-375.0;907.0
-594.0;198.0;-755.0;-781.0;406.0;19;-144;288.0;946.0;-250.0;58.0;-461.0;540.0
-537.0;357.0;-949.0;-940.0;-233.0;6;-10;821.0;1066.0;359.0;-32.0;-337.0;996.0
-116.0;-218.0;-834.0;-551.0;-162.0;5;1;-124.0;644.0;-469.0;-877.0;339.0;291.0
-15.0;181.0;-973.0;-941.0;-68.0;-4;-3;628.0;930.0;238.0;14.0;-58.0;711.0
-354.0;177.0;-973.0;-960.0;307.0;-12;10;594.0;942.0;221.0;-16.0;-151.0;755.0
-411.0;181.0;-973.0;-969.0;305.0;-12;5;591.0;943.0;219.0;-15.0;-122.0;751.0
-63.0;196.0;-987.0;-942.0;-68.0;-4;-1;614.0;940.0;237.0;31.0;-55.0;708.0
-87.0;190.0;-982.0;-944.0;-67.0;-4;4;615.0;928.0;238.0;31.0;-46.0;712.0
-356.0;181.0;-976.0;-966.0;305.0;-12;-1;586.0;958.0;219.0;-8.0;-132.0;715.0
-365.0;184.0;-975.0;-966.0;304.0;-12;0;591.0;946.0;223.0;-6.0;-111.0;735.0
-353.0;63.0;-770.0;-763.0;-224.0;2;318;353.0;776.0;-66.0;-291.0;-197.0;388.0
-571.0;113.0;-917.0;-957.0;-343.0;10;-1;419.0;976.0;254.0;-342.0;-185.0;676.0
-860.0;322.0;-889.0;-983.0;-373.0;10;-1;402.0;1012.0;286.0;-13.0;-12.0;675.0
-75.0;204.0;-978.0;-938.0;-65.0;-4;2;630.0;912.0;232.0;70.0;-64.0;703.0
-392.0;189.0;-973.0;-964.0;306.0;-12;6;571.0;965.0;222.0;9.0;-122.0;735.0
-379.0;89.0;-834.0;-758.0;-544.0;5;1;236.0;808.0;394.0;88.0;-194.0;307.0
-464.0;173.0;-976.0;-959.0;307.0;-12;1;569.0;960.0;254.0;-7.0;-145.0;766.0
-153.0;231.0;-968.0;-948.0;-57.0;-4;-2;654.0;948.0;233.0;86.0;-55.0;717.0
-305.0;254.0;-973.0;-978.0;-34.0;-4;3;695.0;951.0;253.0;291.0;-132.0;780.0
-375.0;283.0;-977.0;-981.0;-33.0;-4;0;678.0;977.0;247.0;216.0;-141.0;760.0
-247.0;315.0;-924.0;-924.0;31.0;-1;79;229.0;945.0;157.0;13.0;-508.0;270.0
-294.0;381.0;-886.0;-882.0;23.0;2;152;272.0;871.0;165.0;-4.0;-485.0;308.0
-147.0;184.0;-888.0;-910.0;51.0;31;334;294.0;902.0;196.0;-159.0;-359.0;376.0
-485.0;318.0;-994.0;-957.0;340.0;-12;7;580.0;961.0;224.0;266.0;-83.0;637.0
-473.0;290.0;-867.0;-914.0;392.0;2;48;400.0;982.0;-142.0;415.0;-420.0;234.0
-184.0;70.0;-598.0;-630.0;290.0;-5;384;161.0;864.0;-9.0;286.0;-293.0;211.0
-664.0;349.0;-939.0;-984.0;-38.0;-4;-5;615.0;977.0;112.0;-117.0;-93.0;849.0
-745.0;184.0;-959.0;-963.0;-59.0;-4;-3;610.0;964.0;282.0;-22.0;-200.0;860.0
-652.0;299.0;-939.0;-946.0;297.0;-11;-5;669.0;931.0;147.0;-12.0;-287.0;865.0
-771.0;175.0;-963.0;-970.0;-63.0;-4;-4;621.0;957.0;279.0;10.0;-206.0;865.0
-774.0;200.0;-967.0;-985.0;-60.0;-4;11;631.0;980.0;276.0;62.0;-194.0;877.0
-808.0;220.0;-963.0;-976.0;-59.0;-4;5;616.0;958.0;271.0;90.0;-209.0;871.0
-635.0;332.0;-956.0;-853.0;-272.0;-4;6;825.0;825.0;238.0;18.0;-108.0;819.0
-580.0;317.0;-949.0;-860.0;-270.0;-4;4;795.0;891.0;239.0;43.0;-311.0;882.0
-510.0;318.0;-953.0;-853.0;-269.0;-4;3;787.0;883.0;237.0;53.0;-290.0;928.0
-740.0;351.0;-944.0;-856.0;-302.0;-4;-3;823.0;837.0;239.0;-72.0;-186.0;983.0
-802.0;386.0;-943.0;-823.0;-302.0;-4;-2;845.0;853.0;230.0;-237.0;-162.0;966.0
-692.0;394.0;-955.0;-834.0;-305.0;-4;4;769.0;842.0;231.0;-78.0;-144.0;926.0
-218.0;87.0;-964.0;-465.0;-83.0;-4;3;517.0;690.0;113.0;21.0;-125.0;752.0
-839.0;403.0;-1038.0;-1081.0;344.0;-7;18;519.0;889.0;-405.0;-201.0;-387.0;772.0
-327.0;263.0;-984.0;-968.0;332.0;-10;6;668.0;960.0;236.0;15.0;-192.0;810.0
-408.0;540.0;-1002.0;-1003.0;-291.0;9;-4;330.0;1060.0;-42.0;337.0;-661.0;228.0
-744.0;307.0;-953.0;-959.0;320.0;-4;1;699.0;951.0;174.0;-42.0;-319.0;894.0
-615.0;328.0;-876.0;-926.0;-111.0;1;-11;334.0;948.0;150.0;-34.0;-519.0;245.0
-627.0;312.0;-878.0;-889.0;-110.0;1;-2;288.0;944.0;157.0;115.0;-523.0;214.0
-643.0;260.0;-882.0;-942.0;-113.0;2;0;338.0;972.0;156.0;66.0;-506.0;274.0
-646.0;313.0;-892.0;-899.0;-105.0;3;0;302.0;958.0;141.0;-38.0;-540.0;252.0
-891.0;264.0;-949.0;-830.0;-267.0;-4;7;674.0;875.0;206.0;13.0;-180.0;939.0
-829.0;274.0;-952.0;-839.0;-261.0;-4;0;701.0;862.0;205.0;-26.0;-167.0;915.0
-738.0;317.0;-955.0;-875.0;-272.0;-4;3;610.0;832.0;214.0;-38.0;-208.0;867.0
-661.0;304.0;-954.0;-957.0;317.0;-4;6;692.0;945.0;172.0;-41.0;-304.0;863.0
-607.0;225.0;-929.0;-854.0;279.0;-4;-7;652.0;943.0;180.0;-230.0;-384.0;937.0
-581.0;131.0;-901.0;-1018.0;121.0;2;-6;123.0;1008.0;-5.0;-24.0;-510.0;178.0
-447.0;182.0;-836.0;-978.0;108.0;3;-1;96.0;941.0;19.0;150.0;-422.0;132.0
28.0;218.0;-805.0;-874.0;165.0;1;-1;29.0;805.0;108.0;-178.0;-493.0;-82.0
-413.0;121.0;-868.0;-985.0;93.0;3;3;62.0;1000.0;15.0;-39.0;-389.0;144.0
-296.0;264.0;-1077.0;-1081.0;294.0;3;63;310.0;1035.0;34.0;812.0;-208.0;252.0
-563.0;386.0;-958.0;-925.0;310.0;-4;2;709.0;865.0;164.0;257.0;-246.0;829.0
-558.0;115.0;-977.0;-963.0;-85.0;-2;6;689.0;966.0;159.0;-1813.0;-241.0;860.0
-676.0;295.0;-982.0;-940.0;325.0;-4;2;565.0;929.0;163.0;-246.0;-239.0;734.0
-571.0;227.0;-974.0;-933.0;325.0;-4;1;566.0;918.0;158.0;-171.0;-195.0;754.0
-505.0;210.0;-976.0;-937.0;324.0;-4;-4;565.0;930.0;155.0;-147.0;-207.0;761.0
-646.0;207.0;-960.0;-949.0;-55.0;-4;-2;656.0;995.0;243.0;-38.0;-255.0;911.0
-685.0;218.0;-963.0;-952.0;-68.0;-4;2;638.0;955.0;267.0;-6.0;-209.0;880.0
-797.0;464.0;-964.0;-972.0;-51.0;-4;5;529.0;985.0;84.0;-229.0;-298.0;826.0
-876.0;438.0;-973.0;-968.0;-49.0;-4;-5;507.0;980.0;85.0;-232.0;-251.0;820.0
-959.0;445.0;-973.0;-958.0;-51.0;-4;-7;532.0;961.0;88.0;-163.0;-274.0;833.0
-116.0;197.0;-973.0;-949.0;-78.0;-4;3;599.0;943.0;215.0;45.0;-106.0;752.0
-232.0;141.0;-944.0;-899.0;97.0;7;-17;167.0;1072.0;175.0;20.0;-380.0;327.0
-137.0;172.0;-980.0;-938.0;-78.0;-4;9;637.0;952.0;218.0;17.0;-94.0;769.0
-53.0;201.0;-972.0;-948.0;-76.0;-4;1;634.0;944.0;204.0;-24.0;-105.0;736.0
-385.0;309.0;-977.0;-881.0;28.0;-2;135;977.0;917.0;106.0;-115.0;-318.0;924.0
-361.0;203.0;-972.0;-930.0;316.0;-4;-1;591.0;921.0;159.0;19.0;-149.0;718.0
-194.0;239.0;-985.0;-958.0;-79.0;-4;-3;660.0;959.0;199.0;49.0;-95.0;772.0
-398.0;202.0;-978.0;-932.0;313.0;-4;-4;563.0;940.0;165.0;87.0;-132.0;721.0
-214.0;272.0;-973.0;-923.0;-83.0;-4;0;685.0;939.0;209.0;179.0;-135.0;779.0
-460.0;218.0;-979.0;-934.0;310.0;-4;-2;557.0;916.0;165.0;145.0;-138.0;717.0
-233.0;297.0;-973.0;-926.0;-82.0;-4;4;690.0;946.0;216.0;281.0;-145.0;809.0
-548.0;279.0;-972.0;-936.0;314.0;-4;4;566.0;911.0;160.0;105.0;-179.0;762.0
-816.0;327.0;-939.0;-962.0;369.0;-5;-14;750.0;863.0;-407.0;-188.0;-327.0;464.0
-677.0;253.0;-965.0;-969.0;-81.0;-3;-7;651.0;996.0;224.0;97.0;-196.0;553.0
-771.0;173.0;-962.0;-961.0;-73.0;-3;8;575.0;929.0;209.0;-12.0;-187.0;877.0
-774.0;190.0;-947.0;-957.0;-78.0;-5;-75;559.0;974.0;190.0;-30.0;-164.0;817.0
-697.0;210.0;-951.0;-927.0;-106.0;-54;38;595.0;949.0;192.0;35.0;-160.0;810.0
-715.0;458.0;-969.0;-963.0;334.0;-3;-1;776.0;962.0;14.0;-54.0;-287.0;598.0
-83.0;792.0;-979.0;-868.0;439.0;1;1;1043.0;914.0;138.0;-114.0;-637.0;980.0
-284.0;223.0;-321.0;-723.0;-299.0;5;6;67.0;757.0;197.0;-646.0;-348.0;-22.0
-147.0;392.0;-731.0;-989.0;-31.0;9;66;263.0;947.0;-121.0;85.0;-672.0;142.0
-571.0;232.0;-905.0;-915.0;-145.0;53;363;446.0;965.0;-68.0;-73.0;-396.0;453.0
-457.0;512.0;-940.0;-967.0;309.0;-3;5;994.0;998.0;-54.0;51.0;-363.0;893.0
-472.0;187.0;-829.0;-476.0;-68.0;5;-3;368.0;385.0;-512.0;-480.0;-116.0;533.0
-41.0;630.0;-911.0;-845.0;163.0;7;24;998.0;883.0;-384.0;47.0;-694.0;971.0
-708.0;253.0;-948.0;-932.0;-121.0;-44;-112;636.0;973.0;227.0;56.0;-211.0;855.0
-373.0;444.0;-933.0;-971.0;278.0;-3;1;655.0;999.0;-40.0;-5.0;-515.0;1087.0
-1042.0;324.0;-977.0;-970.0;-89.0;3;-5;615.0;978.0;137.0;-280.0;-334.0;786.0
-110.0;159.0;-959.0;-959.0;-89.0;3;-1;567.0;958.0;105.0;29.0;-61.0;731.0
-118.0;168.0;-958.0;-964.0;-88.0;3;6;571.0;969.0;106.0;56.0;-67.0;736.0
-161.0;186.0;-958.0;-965.0;-87.0;3;-4;587.0;976.0;119.0;-16.0;-90.0;751.0
-817.0;347.0;-983.0;-977.0;-131.0;3;0;620.0;997.0;45.0;-75.0;-152.0;848.0
-1194.0;279.0;-988.0;-964.0;-142.0;3;-1;531.0;961.0;46.0;-79.0;-355.0;893.0
-1037.0;459.0;-980.0;-966.0;-141.0;3;4;647.0;958.0;49.0;81.0;-199.0;764.0
-1045.0;440.0;-991.0;-955.0;-138.0;3;-1;595.0;977.0;61.0;130.0;-193.0;800.0
-833.0;374.0;-964.0;-897.0;-295.0;4;2;772.0;911.0;181.0;-189.0;-104.0;930.0
-444.0;249.0;-950.0;-1032.0;258.0;10;94;346.0;1005.0;83.0;-754.0;-350.0;359.0
-649.0;313.0;-977.0;-1035.0;29.0;6;427;508.0;1111.0;236.0;-92.0;-720.0;374.0
-566.0;698.0;-985.0;-1008.0;31.0;0;-7;1021.0;971.0;-33.0;-210.0;-499.0;959.0
-961.0;374.0;-962.0;-908.0;-313.0;4;1;796.0;1010.0;178.0;-26.0;-329.0;975.0
-344.0;427.0;-971.0;-922.0;-302.0;4;4;652.0;863.0;212.0;-76.0;-321.0;916.0
-239.0;212.0;-937.0;-899.0;48.0;14;66;811.0;925.0;36.0;-233.0;-223.0;993.0
-588.0;465.0;-971.0;-801.0;413.0;-3;4;882.0;887.0;-1.0;56.0;-350.0;976.0
-388.0;419.0;-968.0;-894.0;29.0;14;3;853.0;914.0;51.0;-266.0;-629.0;1047.0
-716.0;141.0;-963.0;-712.0;-104.0;4;0;519.0;703.0;174.0;-47.0;-30.0;720.0
-346.0;89.0;-866.0;-976.0;-175.0;2;105;395.0;995.0;112.0;-354.0;-311.0;363.0
-275.0;124.0;-964.0;-1038.0;-119.0;-3;29;463.0;1018.0;77.0;-268.0;-233.0;472.0
-643.0;498.0;-966.0;-764.0;418.0;-3;0;858.0;888.0;0.0;91.0;-347.0;957.0
-269.0;55.0;-930.0;-1002.0;-104.0;3;-144;260.0;940.0;55.0;-175.0;-221.0;345.0
-218.0;255.0;-980.0;-1025.0;-151.0;4;-128;263.0;869.0;-80.0;-109.0;-462.0;339.0
-604.0;492.0;-955.0;-756.0;416.0;-3;0;888.0;927.0;3.0;57.0;-364.0;969.0
-115.0;170.0;-961.0;-697.0;-89.0;4;0;565.0;654.0;165.0;-39.0;-57.0;699.0
-47.0;170.0;-961.0;-698.0;-88.0;4;4;552.0;628.0;169.0;18.0;-90.0;751.0
-954.0;146.0;-974.0;-915.0;-355.0;4;2;131.0;891.0;195.0;-43.0;-22.0;579.0
-641.0;487.0;-958.0;-766.0;413.0;-3;-1;872.0;899.0;4.0;24.0;-390.0;980.0
-980.0;272.0;-957.0;-867.0;-298.0;-4;1;735.0;882.0;218.0;553.0;-234.0;980.0
-772.0;223.0;-952.0;-935.0;-203.0;4;8;559.0;928.0;108.0;387.0;-207.0;850.0
-791.0;421.0;-954.0;-971.0;-81.0;4;8;1050.0;1053.0;120.0;-24.0;-160.0;840.0
-521.0;239.0;-977.0;-944.0;-132.0;4;1;714.0;957.0;174.0;528.0;-343.0;1004.0
-561.0;475.0;-972.0;-963.0;-182.0;4;6;927.0;990.0;175.0;76.0;-61.0;682.0
-126.0;712.0;-350.0;-91.0;304.0;-71;175;1075.0;117.0;-547.0;33.0;-534.0;955.0
-986.0;223.0;-937.0;-895.0;-248.0;4;3;370.0;854.0;222.0;-297.0;-206.0;809.0
-1581.0;272.0;-933.0;-895.0;165.0;4;21;839.0;940.0;-13.0;1651.0;-488.0;881.0
-880.0;122.0;-828.0;-896.0;-207.0;-1;65;-92.0;915.0;279.0;1632.0;-380.0;420.0
-945.0;249.0;-935.0;-940.0;-107.0;4;-5;227.0;911.0;183.0;-47.0;-111.0;441.0
-910.0;198.0;-918.0;-605.0;6.0;4;-11;238.0;884.0;200.0;-8.0;-94.0;399.0
-847.0;244.0;-941.0;-974.0;17.0;4;7;323.0;914.0;216.0;-33.0;-108.0;485.0
-1000.0;227.0;-924.0;-851.0;127.0;3;-11;239.0;1003.0;225.0;368.0;-132.0;530.0
-1071.0;224.0;-939.0;-872.0;188.0;3;-2;182.0;856.0;215.0;-188.0;-133.0;500.0
-854.0;239.0;-943.0;-896.0;182.0;3;-8;240.0;872.0;215.0;-121.0;-71.0;409.0
-820.0;251.0;-934.0;-875.0;171.0;3;0;400.0;848.0;216.0;-201.0;-112.0;404.0
-921.0;176.0;-937.0;-878.0;164.0;3;2;219.0;867.0;218.0;-154.0;-160.0;501.0
-1082.0;225.0;-935.0;-880.0;88.0;3;2;258.0;888.0;223.0;-183.0;-188.0;590.0
-548.0;457.0;-943.0;-812.0;229.0;-3;5;739.0;835.0;35.0;24.0;-366.0;986.0
-708.0;464.0;-944.0;-821.0;231.0;-3;5;783.0;853.0;33.0;-36.0;-339.0;906.0
-214.0;42.0;-841.0;-941.0;-326.0;11;54;208.0;925.0;456.0;139.0;-300.0;304.0
-947.0;457.0;-953.0;-789.0;233.0;-3;3;686.0;799.0;37.0;-12.0;-366.0;858.0
-814.0;364.0;-961.0;-761.0;299.0;-3;6;843.0;791.0;-1.0;-142.0;-379.0;900.0
-942.0;198.0;-931.0;-871.0;34.0;2;-3;-43.0;874.0;238.0;-227.0;-185.0;340.0
-878.0;371.0;-948.0;-514.0;-39.0;-7;-2;455.0;526.0;372.0;25.0;-255.0;677.0
-424.0;132.0;-849.0;-939.0;-249.0;6;18;228.0;1203.0;283.0;-29.0;-478.0;257.0
-512.0;231.0;-1094.0;-1113.0;-200.0;10;66;339.0;1051.0;224.0;-139.0;-523.0;442.0
-347.0;119.0;-883.0;-839.0;-127.0;4;42;179.0;839.0;129.0;-33.0;-135.0;259.0
-595.0;303.0;-963.0;-780.0;-170.0;4;2;586.0;929.0;194.0;-1126.0;-356.0;905.0
-798.0;305.0;-1047.0;-1103.0;176.0;5;-32;137.0;1101.0;-8.0;65.0;-313.0;264.0
-860.0;453.0;-965.0;-555.0;134.0;-12;-5;790.0;615.0;253.0;-29.0;-420.0;879.0
-1024.0;443.0;-876.0;-545.0;46.0;1;-22;491.0;512.0;365.0;588.0;-259.0;761.0
-376.0;284.0;-749.0;-808.0;-52.0;2;-275;193.0;712.0;289.0;-170.0;-450.0;571.0
-874.0;600.0;-996.0;-1044.0;-372.0;7;-2;745.0;915.0;341.0;-905.0;-464.0;1031.0
-785.0;487.0;-956.0;-1095.0;23.0;6;29;517.0;885.0;179.0;79.0;-411.0;465.0
-977.0;425.0;-952.0;-845.0;-145.0;1;6;602.0;796.0;243.0;298.0;-343.0;401.0
-853.0;104.0;-957.0;-841.0;-119.0;0;3;285.0;908.0;277.0;-253.0;68.0;557.0
-967.0;364.0;-1008.0;-1046.0;-203.0;16;-112;666.0;1112.0;243.0;108.0;-563.0;683.0
-862.0;417.0;-995.0;-1039.0;-225.0;17;92;697.0;1126.0;251.0;-59.0;-444.0;700.0
-889.0;102.0;-945.0;-821.0;-112.0;1;2;217.0;936.0;320.0;17.0;-189.0;863.0
-743.0;492.0;-912.0;-732.0;-110.0;1;-5;875.0;771.0;310.0;-60.0;-444.0;963.0
-857.0;373.0;-929.0;-1055.0;314.0;9;-73;373.0;985.0;35.0;81.0;-529.0;650.0
-773.0;623.0;-944.0;-782.0;-96.0;1;-4;631.0;845.0;316.0;-205.0;-442.0;961.0
