InertialMeasurementUnit R-SHOE EuY;InertialMeasurementUnit BACK accY;InertialMeasurementUnit RLA magneticZ;InertialMeasurementUnit BACK gyroZ;InertialMeasurementUnit RUA gyroY;InertialMeasurementUnit LUA gyroY;InertialMeasurementUnit L-SHOE EuY;InertialMeasurementUnit LLA gyroX
-24;95.0;-408.0;38.0;-42.0;92.0;-29;-438.0
-20;-242.0;-792.0;16.0;-23.0;-5.0;-26;-69.0
-27;-107.0;-187.0;-96.0;-9.0;-80.0;-37;-90.0
-26;-328.0;-195.0;-39.0;-129.0;-4.0;-34;-19.0
-25;-408.0;-630.0;4.0;-50.0;-21.0;-27;-17.0
-32;-161.0;-182.0;1.0;-50.0;18.0;-44;-27.0
-27;-206.0;-163.0;-11.0;88.0;-17.0;-37;50.0
-24;-224.0;-122.0;-17.0;274.0;16.0;-34;-48.0
-33;-113.0;-281.0;-207.0;-579.0;-257.0;-45;114.0
-28;-320.0;-245.0;-87.0;231.0;-8.0;-35;96.0
-25;-184.0;-154.0;-141.0;70.0;-73.0;-35;-3.0
-23;-261.0;-691.0;85.0;98.0;230.0;-31;900.0
-20;-348.0;-557.0;93.0;-137.0;66.0;-30;-525.0
-23;-454.0;-148.0;132.0;-83.0;123.0;-29;-257.0
-54;-223.0;270.0;-573.0;395.0;-479.0;-36;889.0
-21;-241.0;-858.0;5.0;-36.0;-115.0;-23;361.0
-32;-196.0;-323.0;-215.0;359.0;-263.0;-42;487.0
-23;-352.0;221.0;443.0;-419.0;347.0;-32;-425.0
-33;-181.0;-131.0;-1.0;31.0;14.0;-44;-54.0
-55;-327.0;-335.0;265.0;-65.0;355.0;-31;-1751.0
-30;-230.0;-116.0;-20.0;-383.0;-25.0;-37;-111.0
-29;-301.0;-221.0;-92.0;311.0;-48.0;-37;-350.0
-82;-145.0;-35.0;143.0;-266.0;81.0;-27;168.0
-25;-266.0;-39.0;2.0;32.0;12.0;-35;37.0
-25;-264.0;-34.0;16.0;-43.0;14.0;-35;-93.0
-23;-320.0;-47.0;246.0;-233.0;432.0;-34;-255.0
-24;-345.0;197.0;-194.0;237.0;-205.0;-37;-37.0
-21;-358.0;170.0;-53.0;-40.0;14.0;-27;27.0
-28;-221.0;-36.0;-19.0;-24.0;0.0;-37;-20.0
-59;-249.0;-750.0;117.0;4.0;253.0;-57;-336.0
-24;-231.0;-318.0;92.0;922.0;147.0;-34;-125.0
-29;-274.0;-110.0;-158.0;86.0;-364.0;-33;396.0
-56;-265.0;241.0;67.0;-43.0;83.0;-41;-154.0
-27;-102.0;-11.0;-5.0;-21.0;-10.0;-45;-90.0
-25;-269.0;330.0;-92.0;74.0;68.0;-32;-292.0
-35;-217.0;-89.0;11.0;-3.0;13.0;-45;-83.0
