InertialMeasurementUnit L-SHOE Nav_Ax;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;InertialMeasurementUnit L-SHOE Body_Az;InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE Nav_Az;Accelerometer RKN^ accX;InertialMeasurementUnit L-SHOE AngVelNavFrameZ
-7;10;14;-880;10;-14;-11.0;14
-12;-7;-30;-891;-7;-25;-44.0;-30
14;13;7;-903;13;-28;-57.0;7
-13;52;29;-897;52;-22;-66.0;29
3;-15;-9;-884;-15;-17;-19.0;-9
-9;39;2;-902;39;-26;-130.0;2
-3;33;-3;-900;33;-23;-112.0;-3
3;-3;1;-884;-3;-11;-8.0;1
1;7;-2;-899;7;-21;-155.0;-2
2;-5;5;-891;-5;-20;-26.0;5
-5;8;7;-904;8;-28;-160.0;7
-3;30;-13;-901;30;-26;-168.0;-13
-3;-5;9;-889;-5;-20;-14.0;9
-1;12;-1;-886;12;-19;-29.0;-1
-7;19;-6;-891;19;-17;-11.0;-6
-1;-6;-9;-884;-6;-14;-28.0;-9
-1;-27;0;-886;-27;-16;-29.0;0
-9;1;-17;-878;1;-11;-13.0;-17
-8;28;-22;-890;28;-16;-93.0;-22
3;-21;5;-902;-21;-24;-81.0;5
0;40;7;-894;40;-17;-121.0;7
0;-23;5;-814;-23;-21;-31.0;5
5;-17;-12;-813;-17;-22;-23.0;-12
0;-3;1;-811;-3;-17;-18.0;1
1;-17;8;-814;-17;-22;-21.0;8
-4;-14;-32;-818;-14;-22;-30.0;-32
-2;6;6;-818;6;-24;-40.0;6
-2;-5;-18;-901;-5;-24;-102.0;-18
-7;0;-20;-897;0;-21;-113.0;-20
-14;44;10;-875;44;-16;-83.0;10
-2;18;-13;-819;18;-25;-14.0;-13
0;-5;-13;-814;-5;-20;-22.0;-13
-4;14;-22;-818;14;-24;-21.0;-22
-1;-7;-3;-819;-7;-28;-22.0;-3
-6;35;2;-899;35;-23;-123.0;2
5;5;40;-815;5;-26;-22.0;40
3;9;19;-815;9;-25;-41.0;19
-1;-3;5;-901;-3;-23;-86.0;5
1;27;-17;-818;27;-27;-32.0;-17
-1;-6;7;-814;-6;-21;-21.0;7
4;-1;31;-907;-1;-24;-124.0;31
-6;-27;18;-817;-27;-22;-30.0;18
1;-9;-22;-811;-9;-19;-19.0;-22
2;25;7;-813;25;-21;-22.0;7
0;15;-2;-811;15;-20;-24.0;-2
6;16;19;-815;16;-28;-11.0;19
0;2;-13;-900;2;-22;-123.0;-13
1;22;-10;-814;22;-22;-19.0;-10
-1;5;21;-815;5;-22;-19.0;21
-3;-36;26;-897;-36;-21;-128.0;26
-5;-3;-32;-897;-3;-18;-120.0;-32
5;13;6;-813;13;-22;-40.0;6
3;-5;-2;-815;-5;-24;-9.0;-2
-2;0;4;-816;0;-21;-32.0;4
8;-14;-14;-813;-14;-24;-26.0;-14
2;10;19;-811;10;-18;-12.0;19
-2;-2;-7;-819;-2;-24;-32.0;-7
3;6;6;-814;6;-21;-31.0;6
5;-18;27;-814;-18;-24;-36.0;27
5;2;3;-815;2;-25;-33.0;3
-3;4;-19;-813;4;-19;-31.0;-19
-1;13;43;-818;13;-23;-29.0;43
-4;-10;-13;-902;-10;-25;-139.0;-13
-4;25;0;-812;25;-17;-15.0;0
-2;-2;-6;-816;-2;-21;-57.0;-6
0;2;-20;-898;2;-23;-80.0;-20
-1;1;-32;-896;1;-19;-131.0;-32
9;11;7;-804;11;-17;-28.0;7
3;26;25;-811;26;-21;-16.0;25
2;3;14;-811;3;-20;-29.0;14
5;-9;3;-808;-9;-19;-24.0;3
-3;-23;-3;-815;-23;-20;-40.0;-3
1;16;10;-814;16;-22;-24.0;10
-4;-10;-31;-820;-10;-25;-39.0;-31
2;20;-26;-816;20;-25;-20.0;-26
-6;27;51;-842;27;-14;-158.0;51
-3;11;10;-812;11;-15;-59.0;10
-6;-13;7;-819;-13;-23;-31.0;7
-9;44;11;-880;44;-19;-85.0;11
-1;-7;-12;-815;-7;-22;-30.0;-12
8;13;13;-811;13;-24;-9.0;13
-2;-17;-43;-885;-17;-21;-79.0;-43
-9;17;-30;-886;17;-14;-77.0;-30
0;3;31;-812;3;-21;-17.0;31
0;3;-3;-806;3;-16;-28.0;-3
-3;-3;23;-806;-3;-17;-33.0;23
-1;6;-1;-805;6;-16;-32.0;-1
0;5;-2;-816;5;-28;-44.0;-2
3;-28;-1;-809;-28;-25;-35.0;-1
-2;36;-13;-809;36;-20;-30.0;-13
0;12;17;-813;12;-23;-40.0;17
-1;29;-6;-812;29;-22;-27.0;-6
-4;-3;-10;-811;-3;-18;-18.0;-10
-1;20;8;-888;20;-17;-57.0;8
-1;11;-4;-812;11;-19;-30.0;-4
0;34;-3;-815;34;-23;-37.0;-3
4;6;1;-890;6;-17;-70.0;1
0;-9;-1;-814;-9;-23;-42.0;-1
6;36;13;-817;36;-32;-65.0;13
-1;1;17;-895;1;-23;-71.0;17
7;19;-22;-893;19;-18;-101.0;-22
-2;13;14;-814;13;-21;-31.0;14
-4;-26;6;-815;-26;-19;-18.0;6
2;41;25;-890;41;-20;-72.0;25
-2;6;-19;-821;6;-29;-34.0;-19
2;5;26;-807;5;-14;-26.0;26
-5;8;-16;-816;8;-20;-13.0;-16
2;15;-24;-816;15;-23;-23.0;-24
0;-11;26;-813;-11;-19;-26.0;26
3;-10;8;-811;-10;-21;-18.0;8
3;-14;-5;-811;-14;-21;-20.0;-5
-4;-4;37;-816;-4;-20;-21.0;37
6;4;0;-888;4;-21;-83.0;0
1;-18;-6;-808;-18;-16;-20.0;-6
2;-23;-29;-888;-23;-22;-58.0;-29
-1;-16;7;-812;-16;-21;-25.0;7
11;14;21;-806;14;-17;-20.0;21
0;-25;1;-821;-25;-28;-21.0;1
0;21;-10;-816;21;-22;-25.0;-10
9;4;1;-811;4;-23;-17.0;1
4;3;30;-819;3;-26;-29.0;30
-2;-23;13;-815;-23;-18;-26.0;13
1;15;2;-822;15;-29;-13.0;2
-20;-33;-19;-870;-33;-16;-78.0;-19
1;31;12;-819;31;-24;-40.0;12
39;34;-12;-877;34;-13;-70.0;-12
2;5;19;-815;5;-23;-20.0;19
-2;18;14;-816;18;-23;-18.0;14
-1;27;16;-895;27;-20;-173.0;16
12;5;-18;-809;5;-23;-13.0;-18
-1;23;-16;-816;23;-21;-22.0;-16
-3;0;-7;-817;0;-22;-27.0;-7
-9;18;38;-840;18;-13;-90.0;38
-3;6;11;-817;6;-22;-23.0;11
5;2;6;-813;2;-22;-20.0;6
-4;6;-3;-814;6;-20;-14.0;-3
-8;47;25;-847;47;-21;-90.0;25
1;9;5;-813;9;-23;-11.0;5
-13;38;46;-841;38;-11;-59.0;46
-4;4;26;-897;4;-23;-174.0;26
-1;18;12;-810;18;-20;-21.0;12
0;-11;1;-809;-11;-17;-20.0;1
-3;22;16;-814;22;-22;-11.0;16
2;15;14;-815;15;-23;-41.0;14
6;20;8;-814;20;-25;-23.0;8
-3;36;17;-820;36;-25;-21.0;17
-1;-20;-17;-813;-20;-20;-19.0;-17
2;7;25;-810;7;-17;-22.0;25
3;-9;-3;-819;-9;-28;-7.0;-3
40;-9;-15;-884;-9;-23;-72.0;-15
9;-12;5;-807;-12;-22;-36.0;5
-17;-15;-16;-890;-15;-21;-158.0;-16
0;0;-4;-903;0;-27;-88.0;-4
-1;-11;-4;-813;-11;-20;-39.0;-4
-36;30;-7;-887;30;-14;-45.0;-7
4;4;17;-812;4;-25;-16.0;17
-1;-2;-31;-807;-2;-16;-27.0;-31
-1;-19;12;-813;-19;-22;-31.0;12
7;6;1;-900;6;-24;-194.0;1
4;18;5;-807;18;-19;-21.0;5
-1;25;13;-813;25;-19;-40.0;13
3;-7;23;-810;-7;-20;-18.0;23
4;13;15;-811;13;-22;-22.0;15
-1;-4;34;-813;-4;-22;-40.0;34
0;16;7;-810;16;-18;-30.0;7
-1;-12;-16;-815;-12;-26;-13.0;-16
2;18;-7;-812;18;-24;-17.0;-7
-4;30;3;-888;30;-16;-71.0;3
-23;-28;-7;-893;-28;-26;-99.0;-7
-25;29;3;-890;29;-20;-57.0;3
6;8;24;-811;8;-25;-10.0;24
0;11;-5;-752;11;-25;-143.0;-5
33;7;36;-882;7;15;-53.0;36
-4;2;-4;-912;2;-48;-146.0;-4
5;13;15;-810;13;-25;-10.0;15
1;-10;-22;-892;-10;-23;-154.0;-22
4;-2;-5;-808;-2;-26;-22.0;-5
-3;22;9;-888;22;-17;-172.0;9
1;8;25;-808;8;-22;-31.0;25
4;26;7;-807;26;-19;-21.0;7
4;28;12;-808;28;-21;-31.0;12
-22;-31;7;-882;-31;-19;-123.0;7
1;-14;-9;-811;-14;-25;-48.0;-9
1;-10;0;-807;-10;-24;-29.0;0
3;1;4;-807;1;-23;-12.0;4
0;-30;-1;-807;-30;-24;-26.0;-1
46;-3;-21;-897;-3;-24;-57.0;-21
1;26;7;-805;26;-21;-20.0;7
-22;30;37;-889;30;-15;-107.0;37
20;13;-9;-892;13;-20;-39.0;-9
-4;25;-10;-805;25;-19;-23.0;-10
-1;-12;7;-805;-12;-21;-24.0;7
10;35;41;-888;35;-17;-73.0;41
14;32;30;-894;32;-22;-164.0;30
-8;-1;30;-897;-1;-23;-148.0;30
-16;-26;-6;-895;-26;-18;-65.0;-6
-1;-41;-24;-903;-41;-29;-120.0;-24
-5;-9;-1;-809;-9;-22;-13.0;-1
12;-25;-21;-898;-25;-19;-134.0;-21
0;-12;-1;-894;-12;-19;-137.0;-1
1;4;20;-803;4;-20;-31.0;20
-3;-13;-1;-806;-13;-20;-30.0;-1
12;17;22;-799;17;-23;-19.0;22
5;26;-3;-805;26;-22;-24.0;-3
-1;6;-13;-807;6;-24;-46.0;-13
7;-7;-1;-794;-7;-18;-87.0;-1
0;-25;-14;-808;-25;-30;-50.0;-14
-1;1;-10;-895;1;-19;-131.0;-10
3;6;-23;-799;6;-22;-27.0;-23
-4;11;-9;-897;11;-21;-133.0;-9
-9;27;23;-825;27;-24;-28.0;23
0;3;22;-810;3;-23;-21.0;22
-3;4;-10;-813;4;-24;-12.0;-10
-2;10;-10;-813;10;-24;-8.0;-10
0;20;0;-894;20;-25;-193.0;0
13;19;32;-900;19;-32;-30.0;32
25;-11;-15;-902;-11;-16;-110.0;-15
-4;-49;-22;-883;-49;-17;-114.0;-22
-16;-29;4;-901;-29;-20;-76.0;4
40;20;2;-907;20;-24;-100.0;2
23;23;-26;-894;23;-23;-51.0;-26
-16;6;-13;-887;6;-11;-175.0;-13
-8;-2;17;-888;-2;-17;-96.0;17
1;-13;11;-807;-13;-18;-20.0;11
3;15;52;-903;15;-29;-76.0;52
-11;-21;-11;-897;-21;-20;-147.0;-11
-6;24;-1;-903;24;-23;-154.0;-1
7;25;-16;-907;25;-23;-181.0;-16
-11;20;23;-900;20;-21;-109.0;23
-13;-5;7;-900;-5;-25;-144.0;7
3;-4;6;-900;-4;-21;-108.0;6
-1;11;21;-897;11;-17;-111.0;21
-6;-4;18;-814;-4;-20;-27.0;18
8;-20;5;-905;-20;-22;-123.0;5
-1;-6;-6;-901;-6;-28;-129.0;-6
13;-41;-15;-898;-41;-19;-126.0;-15
-23;38;-1;-903;38;-34;-155.0;-1
3;-27;-5;-895;-27;-40;-111.0;-5
6;18;22;-885;18;-25;-95.0;22
-4;-1;-18;-889;-1;-24;-130.0;-18
16;-1;-2;-888;-1;-16;-40.0;-2
-11;12;17;-903;12;-22;-90.0;17
-7;-4;24;-888;-4;-22;-54.0;24
30;-25;1;-888;-25;-13;-24.0;1
15;-15;-7;-887;-15;-20;-47.0;-7
11;-15;29;-884;-15;-13;-36.0;29
3;-4;-2;-810;-4;-21;-20.0;-2
4;11;-2;-806;11;-18;-9.0;-2
9;-15;7;-807;-15;-21;-22.0;7
-6;3;38;-894;3;-26;-62.0;38
7;23;-4;-896;23;-21;-68.0;-4
1;0;-9;-815;0;-28;-46.0;-9
23;-19;-7;-889;-19;-15;-171.0;-7
-34;18;-28;-798;18;-8;-110.0;-28
-18;-16;-46;-801;-16;-29;-110.0;-46
-22;51;33;-814;51;-38;-150.0;33
-30;5;-9;-814;5;-29;-182.0;-9
62;26;30;-884;26;-22;-161.0;30
2;8;8;-826;8;-19;-155.0;8
-3;20;-3;-829;20;-21;-151.0;-3
-2;6;9;-828;6;-19;-164.0;9
-1;-10;23;-829;-10;-17;-152.0;23
-2;-39;6;-828;-39;-16;-142.0;6
0;2;-13;-832;2;-22;-131.0;-13
1;15;-23;-831;15;-20;-123.0;-23
2;10;-1;-829;10;-21;-140.0;-1
-1;27;17;-831;27;-22;-135.0;17
0;24;18;-828;24;-19;-130.0;18
2;27;18;-834;27;-25;-140.0;18
-2;4;11;-833;4;-21;-130.0;11
8;57;8;-890;57;-9;-65.0;8
61;22;34;-885;22;-10;-81.0;34
46;24;17;-892;24;-17;-160.0;17
-12;84;-140;-887;84;-29;-38.0;-140
44;35;28;-897;35;-21;-51.0;28
6;-13;9;-891;-13;-20;-62.0;9
5;20;3;-828;20;-22;-130.0;3
-4;-8;14;-838;-8;-25;-145.0;14
3;-13;-23;-833;-13;-24;-137.0;-23
-3;15;20;-837;15;-25;-121.0;20
17;19;47;-916;19;0;-95.0;47
4;-24;-3;-896;-24;-22;-166.0;-3
1;13;-10;-832;13;-22;-141.0;-10
3;5;-20;-829;5;-20;-138.0;-20
-1;3;-1;-833;3;-20;-130.0;-1
5;-7;18;-832;-7;-25;-131.0;18
-2;-22;-2;-835;-22;-22;-140.0;-2
0;-9;8;-832;-9;-21;-151.0;8
0;2;-2;-833;2;-22;-139.0;-2
0;15;27;-835;15;-24;-143.0;27
64;25;43;-869;25;-3;-88.0;43
4;-7;11;-889;-7;-19;-74.0;11
1;6;-18;-829;6;-20;-155.0;-18
3;0;-4;-832;0;-25;-132.0;-4
1;-4;-3;-831;-4;-23;-131.0;-3
-9;32;5;-843;32;-33;-135.0;5
1;-9;-15;-823;-9;-15;-150.0;-15
-5;5;8;-832;5;-21;-151.0;8
6;-1;2;-825;-1;-22;-147.0;2
-10;3;-6;-886;3;-14;-122.0;-6
1;1;10;-829;1;-21;-123.0;10
-2;23;-52;-828;23;-19;-124.0;-52
-1;6;5;-826;6;-17;-172.0;5
6;40;-13;-831;40;-21;-125.0;-13
5;18;3;-835;18;-26;-129.0;3
-3;-8;-6;-841;-8;-24;-191.0;-6
2;17;-23;-837;17;-23;-179.0;-23
1;6;-10;-832;6;-16;-162.0;-10
-4;32;-14;-839;32;-22;-182.0;-14
2;0;-29;-834;0;-21;-171.0;-29
0;40;28;-887;40;-20;-124.0;28
-1;26;-3;-838;26;-23;-162.0;-3
-1;39;29;-884;39;-15;-141.0;29
2;-5;7;-839;-5;-26;-169.0;7
2;-9;-30;-837;-9;-27;-170.0;-30
3;17;-2;-833;17;-22;-137.0;-2
3;-26;-2;-881;-26;-12;-197.0;-2
6;-13;-6;-886;-13;-20;-122.0;-6
-1;38;29;-884;38;-15;-110.0;29
0;1;-11;-833;1;-21;-180.0;-11
-5;12;16;-890;12;-18;-115.0;16
-4;5;28;-881;5;-13;-10.0;28
-3;10;12;-837;10;-23;-180.0;12
1;37;7;-835;37;-23;-174.0;7
6;5;-4;-833;5;-23;-166.0;-4
-1;-14;-13;-837;-14;-24;-166.0;-13
1;-1;-12;-832;-1;-18;-170.0;-12
3;-25;-18;-837;-25;-26;-191.0;-18
-2;8;21;-834;8;-20;-161.0;21
3;-4;8;-836;-4;-25;-161.0;8
-1;-14;8;-834;-14;-21;-168.0;8
6;8;21;-893;8;-22;-100.0;21
-2;-4;22;-831;-4;-17;-152.0;22
2;8;10;-832;8;-19;-163.0;10
2;-13;1;-835;-13;-22;-171.0;1
2;20;9;-833;20;-21;-161.0;9
-5;3;-15;-838;3;-22;-148.0;-15
-4;-11;18;-836;-11;-20;-175.0;18
2;-4;7;-894;-4;-23;-126.0;7
1;3;-3;-831;3;-20;-160.0;-3
6;26;7;-837;26;-26;-163.0;7
2;27;-2;-835;27;-23;-166.0;-2
7;-7;24;-827;-7;-19;-159.0;24
3;39;-13;-832;39;-23;-164.0;-13
-2;-6;-26;-827;-6;-15;-178.0;-26
-4;9;19;-837;9;-24;-151.0;19
3;13;3;-832;13;-21;-156.0;3
0;31;14;-834;31;-23;-116.0;14
1;-55;1;-832;-55;-22;-160.0;1
3;-19;14;-895;-19;-20;-130.0;14
7;1;-5;-823;1;-16;-167.0;-5
2;35;6;-899;35;-24;-132.0;6
5;-14;12;-891;-14;-19;-100.0;12
-2;-36;1;-899;-36;-29;-113.0;1
-2;49;14;-827;49;-13;-126.0;14
-2;17;-16;-831;17;-19;-179.0;-16
0;15;-10;-831;15;-20;-161.0;-10
11;-10;-23;-866;-10;-18;-200.0;-23
0;-25;-4;-888;-25;-27;-58.0;-4
12;34;-4;-884;34;-25;-142.0;-4
0;16;-15;-872;16;-18;-192.0;-15
11;-15;-6;-883;-15;-19;-111.0;-6
11;-3;-14;-888;-3;-20;-155.0;-14
3;42;23;-900;42;-26;-83.0;23
3;21;1;-897;21;-23;-141.0;1
-11;7;-8;-876;7;-19;-180.0;-8
-6;20;22;-881;20;-22;-190.0;22
-1;0;3;-900;0;-23;-100.0;3
-3;-9;2;-866;-9;-2;-162.0;2
5;27;24;-831;27;-22;-135.0;24
2;19;5;-833;19;-21;-150.0;5
3;-12;-25;-899;-12;-23;-134.0;-25
-8;1;19;-839;1;-22;-149.0;19
8;25;-3;-893;25;-19;-107.0;-3
12;28;4;-892;28;-20;-110.0;4
3;-5;15;-897;-5;-23;-131.0;15
5;-6;9;-896;-6;-22;-108.0;9
-4;2;-4;-898;2;-23;-119.0;-4
-3;-4;7;-898;-4;-23;-119.0;7
-5;1;2;-835;1;-21;-163.0;2
0;-8;-2;-897;-8;-24;-107.0;-2
1;-6;9;-832;-6;-19;-142.0;9
-2;-5;14;-834;-5;-20;-135.0;14
5;-12;6;-832;-12;-25;-134.0;6
-1;4;0;-882;4;-21;-103.0;0
-9;-15;10;-842;-15;-25;-188.0;10
6;9;19;-834;9;-25;-151.0;19
1;20;4;-836;20;-24;-143.0;4
3;46;-11;-829;46;-18;-147.0;-11
1;41;6;-831;41;-20;-117.0;6
-4;-2;25;-883;-2;-23;-76.0;25
1;35;18;-888;35;-30;-107.0;18
-2;-23;-1;-834;-23;-18;-149.0;-1
0;-26;3;-835;-26;-21;-152.0;3
2;17;-13;-839;17;-26;-172.0;-13
1;-13;7;-833;-13;-20;-144.0;7
6;4;-12;-835;4;-23;-150.0;-12
1;-27;6;-837;-27;-24;-153.0;6
11;11;41;-834;11;-25;-132.0;41
2;18;11;-884;18;-26;-121.0;11
6;13;-12;-888;13;-24;-157.0;-12
5;-8;-24;-831;-8;-19;-161.0;-24
9;17;-14;-886;17;-22;-131.0;-14
-4;24;-4;-843;24;-26;-169.0;-4
0;-24;-6;-842;-24;-26;-165.0;-6
1;3;-17;-838;3;-23;-144.0;-17
5;-6;-39;-835;-6;-24;-140.0;-39
-1;-46;11;-840;-46;-25;-142.0;11
1;-19;36;-833;-19;-19;-172.0;36
2;-37;-6;-831;-37;-18;-154.0;-6
-1;-25;5;-834;-25;-21;-142.0;5
7;-29;-5;-834;-29;-24;-161.0;-5
-1;45;38;-877;45;-11;-104.0;38
6;-34;-6;-886;-34;-19;-108.0;-6
7;-12;-46;-823;-12;-14;-160.0;-46
2;-41;-25;-832;-41;-23;-160.0;-25
4;-2;-17;-830;-2;-22;-181.0;-17
0;-24;19;-827;-24;-18;-151.0;19
-2;-11;-16;-828;-11;-23;-131.0;-16
0;-14;17;-887;-14;-20;-67.0;17
15;5;-13;-891;5;-20;-58.0;-13
1;-4;11;-888;-4;-21;-139.0;11
-1;10;-6;-886;10;-15;-46.0;-6
3;-16;12;-827;-16;-23;-167.0;12
4;8;-13;-892;8;-23;-90.0;-13
1;-18;-7;-892;-18;-24;-69.0;-7
-5;-6;0;-828;-6;-23;-118.0;0
-37;2;-15;-890;2;-17;-188.0;-15
-38;3;17;-884;3;-12;-46.0;17
11;0;-3;-818;0;-23;-191.0;-3
-4;-12;14;-827;-12;-23;-181.0;14
-1;-48;1;-826;-48;-20;-164.0;1
2;-11;30;-830;-11;-25;-131.0;30
6;20;32;-821;20;-17;-124.0;32
6;29;20;-886;29;-19;-90.0;20
15;-25;-12;-819;-25;-18;-183.0;-12
2;-26;-13;-827;-26;-20;-150.0;-13
4;12;11;-885;12;-18;-107.0;11
0;-15;0;-891;-15;-23;-99.0;0
2;13;-11;-890;13;-20;-96.0;-11
-13;45;17;-840;45;-26;-141.0;17
