Accelerometer HIP accZ;InertialMeasurementUnit LLA accZ;InertialMeasurementUnit BACK magneticX;Accelerometer RUA_ accX;InertialMeasurementUnit BACK accZ;Accelerometer BACK accY;InertialMeasurementUnit RLA accY;InertialMeasurementUnit LUA accZ;Accelerometer LH accZ;Accelerometer BACK accZ;Accelerometer BACK accX
57.0;127.0;667.0;136.0;-7.0;961.0;308.0;26.0;73.0;-290.0;96.0
85.0;136.0;666.0;174.0;-7.0;970.0;331.0;25.0;79.0;-280.0;106.0
16.0;160.0;668.0;194.0;37.0;984.0;349.0;70.0;50.0;-295.0;131.0
-37.0;167.0;526.0;190.0;50.0;966.0;328.0;63.0;99.0;-317.0;87.0
-32.0;157.0;527.0;160.0;47.0;980.0;326.0;62.0;111.0;-311.0;66.0
-151.0;91.0;641.0;-87.0;555.0;512.0;75.0;298.0;119.0;-829.0;266.0
30.0;299.0;642.0;125.0;142.0;788.0;313.0;446.0;-31.0;-415.0;190.0
54.0;279.0;514.0;151.0;355.0;748.0;286.0;185.0;-253.0;-675.0;222.0
45.0;104.0;541.0;215.0;146.0;803.0;378.0;63.0;70.0;-398.0;49.0
-21.0;156.0;526.0;168.0;48.0;970.0;327.0;61.0;99.0;-318.0;67.0
164.0;275.0;751.0;509.0;138.0;990.0;795.0;-111.0;-511.0;-264.0;-58.0
-20.0;144.0;529.0;177.0;50.0;970.0;319.0;60.0;111.0;-319.0;58.0
0.0;150.0;529.0;184.0;46.0;953.0;323.0;51.0;99.0;-326.0;67.0
-36.0;164.0;532.0;165.0;56.0;963.0;329.0;57.0;112.0;-344.0;64.0
-38.0;148.0;531.0;194.0;56.0;968.0;328.0;48.0;115.0;-317.0;84.0
0.0;142.0;533.0;156.0;52.0;974.0;322.0;44.0;116.0;-305.0;61.0
0.0;148.0;532.0;173.0;54.0;962.0;323.0;43.0;116.0;-303.0;63.0
-1.0;149.0;532.0;170.0;50.0;968.0;324.0;45.0;99.0;-303.0;67.0
-11.0;142.0;533.0;176.0;54.0;970.0;340.0;39.0;132.0;-311.0;66.0
5.0;154.0;532.0;189.0;48.0;978.0;343.0;53.0;128.0;-305.0;59.0
64.0;120.0;510.0;101.0;-19.0;969.0;266.0;-19.0;189.0;-252.0;-49.0
25.0;143.0;523.0;167.0;47.0;963.0;326.0;36.0;121.0;-309.0;59.0
9.0;137.0;514.0;196.0;32.0;954.0;334.0;32.0;54.0;-306.0;58.0
-19.0;568.0;557.0;233.0;79.0;970.0;456.0;176.0;-766.0;-250.0;135.0
-71.0;444.0;539.0;433.0;43.0;946.0;564.0;161.0;-471.0;-341.0;78.0
78.0;155.0;495.0;221.0;2.0;1007.0;350.0;22.0;78.0;-277.0;91.0
147.0;94.0;476.0;99.0;57.0;888.0;342.0;-29.0;91.0;-428.0;71.0
54.0;-367.0;601.0;467.0;-22.0;967.0;340.0;-104.0;-571.0;-267.0;-33.0
-35.0;-67.0;540.0;165.0;40.0;967.0;355.0;48.0;-90.0;-297.0;78.0
-16.0;243.0;569.0;162.0;104.0;920.0;312.0;118.0;134.0;-401.0;84.0
20.0;174.0;555.0;180.0;64.0;962.0;339.0;78.0;57.0;-357.0;86.0
-1.0;204.0;556.0;169.0;80.0;958.0;340.0;68.0;46.0;-353.0;69.0
41.0;146.0;566.0;148.0;118.0;942.0;294.0;51.0;144.0;-380.0;48.0
-41.0;194.0;572.0;96.0;84.0;951.0;363.0;222.0;82.0;-358.0;58.0
146.0;153.0;436.0;357.0;470.0;639.0;482.0;94.0;-168.0;-787.0;137.0
143.0;98.0;611.0;100.0;18.0;774.0;288.0;170.0;15.0;-502.0;24.0
-59.0;287.0;576.0;180.0;109.0;903.0;279.0;144.0;70.0;-416.0;98.0
-16.0;160.0;568.0;145.0;97.0;933.0;285.0;140.0;29.0;-431.0;58.0
11.0;192.0;554.0;165.0;77.0;932.0;347.0;112.0;9.0;-390.0;86.0
35.0;154.0;547.0;156.0;67.0;950.0;341.0;101.0;73.0;-362.0;71.0
44.0;243.0;532.0;204.0;6.0;966.0;348.0;39.0;174.0;-343.0;26.0
94.0;136.0;544.0;170.0;-46.0;957.0;351.0;8.0;303.0;-310.0;82.0
191.0;221.0;702.0;264.0;4.0;1127.0;336.0;90.0;203.0;-337.0;77.0
224.0;185.0;372.0;258.0;99.0;986.0;431.0;46.0;-208.0;-401.0;61.0
-8.0;232.0;371.0;209.0;92.0;907.0;431.0;143.0;-225.0;-379.0;163.0
149.0;219.0;526.0;141.0;179.0;895.0;384.0;213.0;-55.0;-288.0;17.0
-6.0;163.0;533.0;194.0;84.0;718.0;238.0;169.0;37.0;-258.0;202.0
85.0;90.0;707.0;310.0;121.0;787.0;322.0;97.0;35.0;-341.0;-49.0
90.0;84.0;697.0;476.0;73.0;905.0;635.0;266.0;216.0;-317.0;1.0
225.0;148.0;487.0;127.0;30.0;942.0;275.0;102.0;168.0;-352.0;125.0
215.0;149.0;484.0;117.0;35.0;937.0;304.0;103.0;176.0;-343.0;133.0
240.0;157.0;493.0;116.0;41.0;956.0;298.0;90.0;128.0;-324.0;131.0
216.0;151.0;491.0;125.0;45.0;951.0;284.0;92.0;190.0;-361.0;120.0
210.0;157.0;489.0;126.0;35.0;931.0;277.0;85.0;152.0;-370.0;124.0
54.0;261.0;736.0;522.0;87.0;912.0;888.0;299.0;22.0;-396.0;256.0
-40.0;231.0;564.0;310.0;260.0;737.0;466.0;428.0;-126.0;-586.0;433.0
219.0;155.0;479.0;69.0;16.0;930.0;327.0;92.0;114.0;-346.0;120.0
218.0;151.0;481.0;149.0;15.0;956.0;339.0;74.0;109.0;-316.0;137.0
186.0;141.0;493.0;113.0;6.0;927.0;248.0;138.0;71.0;-344.0;159.0
-59.0;162.0;618.0;169.0;117.0;851.0;420.0;256.0;117.0;-438.0;153.0
217.0;152.0;519.0;152.0;108.0;978.0;246.0;133.0;124.0;-333.0;134.0
36.0;161.0;766.0;89.0;196.0;803.0;261.0;102.0;-47.0;-415.0;68.0
150.0;77.0;747.0;150.0;101.0;824.0;224.0;51.0;28.0;-336.0;-5.0
216.0;161.0;492.0;114.0;58.0;932.0;298.0;142.0;89.0;-370.0;115.0
52.0;295.0;623.0;345.0;225.0;862.0;573.0;305.0;20.0;-457.0;306.0
215.0;168.0;498.0;144.0;53.0;943.0;297.0;145.0;88.0;-372.0;121.0
-87.0;159.0;680.0;312.0;279.0;952.0;538.0;265.0;134.0;-447.0;37.0
41.0;143.0;720.0;152.0;38.0;905.0;301.0;69.0;20.0;-323.0;36.0
-21.0;131.0;733.0;219.0;-29.0;892.0;284.0;82.0;-39.0;-316.0;130.0
70.0;120.0;772.0;199.0;155.0;875.0;665.0;117.0;183.0;-606.0;91.0
-165.0;115.0;789.0;104.0;258.0;830.0;369.0;290.0;135.0;-463.0;32.0
-221.0;260.0;1056.0;155.0;37.0;1103.0;302.0;267.0;257.0;-651.0;161.0
-34.0;127.0;741.0;158.0;217.0;855.0;372.0;158.0;47.0;-468.0;-16.0
181.0;176.0;505.0;136.0;57.0;942.0;300.0;141.0;81.0;-390.0;125.0
166.0;178.0;508.0;142.0;75.0;920.0;325.0;147.0;72.0;-350.0;133.0
150.0;163.0;492.0;134.0;38.0;933.0;339.0;118.0;41.0;-341.0;178.0
176.0;165.0;493.0;154.0;43.0;929.0;314.0;112.0;169.0;-329.0;172.0
192.0;201.0;487.0;84.0;46.0;936.0;300.0;121.0;52.0;-351.0;114.0
217.0;196.0;488.0;87.0;52.0;948.0;306.0;100.0;26.0;-345.0;142.0
207.0;204.0;490.0;136.0;56.0;950.0;295.0;118.0;38.0;-359.0;132.0
162.0;152.0;495.0;130.0;12.0;949.0;272.0;132.0;96.0;-352.0;142.0
58.0;189.0;491.0;99.0;72.0;951.0;260.0;68.0;126.0;-300.0;163.0
115.0;183.0;528.0;378.0;-39.0;962.0;368.0;220.0;43.0;-390.0;163.0
-6.0;179.0;548.0;199.0;79.0;992.0;315.0;116.0;1042.0;-324.0;145.0
20.0;-123.0;193.0;349.0;530.0;618.0;502.0;452.0;405.0;-751.0;152.0
-91.0;231.0;597.0;329.0;156.0;884.0;656.0;271.0;-29.0;-466.0;128.0
-105.0;242.0;598.0;388.0;151.0;914.0;630.0;265.0;-54.0;-491.0;135.0
-95.0;278.0;561.0;374.0;178.0;868.0;929.0;339.0;-288.0;-377.0;122.0
-101.0;241.0;585.0;270.0;116.0;896.0;620.0;251.0;-42.0;-444.0;144.0
-111.0;232.0;581.0;322.0;138.0;891.0;456.0;261.0;-80.0;-416.0;159.0
-99.0;229.0;578.0;350.0;93.0;946.0;467.0;230.0;-23.0;-340.0;87.0
-41.0;215.0;483.0;273.0;50.0;835.0;337.0;174.0;-43.0;-332.0;170.0
-81.0;223.0;575.0;347.0;90.0;987.0;447.0;226.0;7.0;-334.0;108.0
-109.0;226.0;577.0;333.0;92.0;987.0;452.0;222.0;-3.0;-327.0;103.0
-81.0;254.0;577.0;236.0;94.0;942.0;462.0;251.0;-182.0;-381.0;88.0
-55.0;193.0;569.0;243.0;67.0;920.0;352.0;206.0;-92.0;-400.0;91.0
-71.0;172.0;569.0;233.0;70.0;929.0;372.0;220.0;4.0;-412.0;101.0
-100.0;193.0;567.0;192.0;84.0;928.0;417.0;214.0;37.0;-447.0;79.0
-96.0;193.0;568.0;164.0;68.0;956.0;382.0;208.0;-147.0;-392.0;140.0
-57.0;244.0;565.0;192.0;56.0;959.0;343.0;153.0;-1.0;-362.0;79.0
-62.0;149.0;559.0;185.0;78.0;953.0;265.0;179.0;-193.0;-333.0;51.0
-12.0;220.0;556.0;69.0;66.0;951.0;395.0;186.0;-57.0;-365.0;69.0
-37.0;269.0;557.0;107.0;64.0;927.0;420.0;155.0;-16.0;-363.0;58.0
-71.0;170.0;571.0;-231.0;86.0;868.0;343.0;373.0;192.0;-519.0;26.0
107.0;287.0;626.0;62.0;208.0;868.0;770.0;277.0;-103.0;-425.0;176.0
-201.0;479.0;32.0;483.0;775.0;57.0;756.0;639.0;-417.0;-890.0;346.0
-118.0;222.0;595.0;281.0;106.0;857.0;584.0;278.0;145.0;-469.0;134.0
-151.0;92.0;221.0;548.0;517.0;565.0;763.0;148.0;-115.0;-769.0;277.0
-114.0;254.0;594.0;378.0;119.0;855.0;596.0;293.0;51.0;-507.0;188.0
-114.0;114.0;615.0;824.0;215.0;780.0;802.0;242.0;-38.0;-519.0;350.0
-178.0;219.0;635.0;526.0;245.0;811.0;755.0;335.0;17.0;-571.0;219.0
-164.0;232.0;595.0;376.0;133.0;868.0;604.0;309.0;41.0;-469.0;221.0
269.0;120.0;505.0;91.0;52.0;931.0;266.0;50.0;136.0;-378.0;116.0
-130.0;246.0;519.0;714.0;77.0;926.0;647.0;287.0;-90.0;-390.0;150.0
134.0;167.0;560.0;366.0;92.0;880.0;424.0;132.0;99.0;-489.0;201.0
78.0;133.0;586.0;368.0;206.0;867.0;475.0;132.0;179.0;-559.0;115.0
-121.0;-569.0;449.0;202.0;396.0;770.0;485.0;271.0;791.0;-621.0;157.0
-147.0;-547.0;328.0;347.0;479.0;650.0;644.0;306.0;783.0;-730.0;268.0
3.0;80.0;305.0;105.0;106.0;917.0;369.0;189.0;4.0;-388.0;37.0
165.0;178.0;662.0;155.0;108.0;949.0;589.0;223.0;-88.0;-329.0;-6.0
114.0;161.0;664.0;312.0;129.0;950.0;577.0;242.0;4.0;-289.0;20.0
46.0;237.0;694.0;199.0;153.0;961.0;540.0;273.0;91.0;-300.0;-49.0
-97.0;241.0;587.0;334.0;186.0;914.0;340.0;379.0;-89.0;-420.0;202.0
-124.0;223.0;657.0;227.0;198.0;889.0;474.0;330.0;-20.0;-455.0;207.0
6.0;108.0;622.0;362.0;119.0;897.0;45.0;383.0;92.0;-468.0;70.0
-57.0;203.0;589.0;362.0;-46.0;944.0;394.0;205.0;15.0;-278.0;186.0
-233.0;340.0;607.0;394.0;-20.0;954.0;489.0;264.0;-118.0;-312.0;200.0
-182.0;317.0;615.0;360.0;-61.0;1000.0;502.0;319.0;23.0;-426.0;151.0
19.0;15.0;700.0;256.0;197.0;960.0;455.0;271.0;67.0;-346.0;-8.0
62.0;322.0;575.0;94.0;310.0;881.0;535.0;217.0;124.0;-498.0;3.0
20.0;206.0;728.0;367.0;291.0;941.0;642.0;242.0;-10.0;-378.0;-1.0
-51.0;-43.0;536.0;220.0;31.0;944.0;350.0;150.0;274.0;-337.0;55.0
21.0;203.0;730.0;329.0;291.0;932.0;544.0;234.0;13.0;-385.0;-10.0
58.0;176.0;1132.0;-96.0;209.0;880.0;238.0;163.0;63.0;-400.0;43.0
31.0;195.0;730.0;208.0;295.0;932.0;472.0;231.0;1.0;-397.0;-4.0
10.0;188.0;730.0;166.0;295.0;934.0;504.0;233.0;43.0;-397.0;-7.0
6.0;19.0;718.0;40.0;205.0;971.0;346.0;351.0;-88.0;-312.0;8.0
116.0;486.0;718.0;-244.0;225.0;913.0;70.0;431.0;-522.0;-410.0;-105.0
-19.0;94.0;618.0;-350.0;133.0;872.0;-60.0;408.0;143.0;-501.0;11.0
-3.0;120.0;713.0;26.0;321.0;919.0;348.0;178.0;-62.0;-446.0;-59.0
-103.0;266.0;667.0;220.0;386.0;941.0;374.0;505.0;-215.0;-419.0;-72.0
47.0;97.0;802.0;-74.0;152.0;940.0;244.0;74.0;53.0;-524.0;-73.0
-8.0;97.0;718.0;-10.0;305.0;944.0;222.0;193.0;-28.0;-442.0;-19.0
29.0;97.0;728.0;63.0;296.0;924.0;323.0;213.0;-44.0;-397.0;-19.0
-98.0;227.0;682.0;117.0;185.0;980.0;427.0;33.0;117.0;-577.0;175.0
45.0;66.0;519.0;75.0;66.0;882.0;288.0;55.0;124.0;-341.0;19.0
-33.0;217.0;378.0;181.0;8.0;991.0;273.0;197.0;-189.0;-456.0;177.0
151.0;70.0;695.0;193.0;254.0;819.0;238.0;112.0;130.0;-291.0;-47.0
53.0;313.0;400.0;243.0;-108.0;1011.0;497.0;207.0;-22.0;-352.0;33.0
45.0;221.0;778.0;36.0;48.0;896.0;451.0;149.0;90.0;-498.0;-67.0
84.0;213.0;608.0;156.0;23.0;979.0;296.0;168.0;-171.0;-244.0;62.0
78.0;195.0;633.0;46.0;35.0;990.0;136.0;168.0;-133.0;-245.0;49.0
85.0;215.0;388.0;151.0;42.0;882.0;373.0;78.0;28.0;-289.0;48.0
-131.0;355.0;518.0;393.0;192.0;939.0;519.0;337.0;-312.0;-387.0;71.0
40.0;213.0;539.0;-176.0;-30.0;1000.0;-51.0;319.0;-170.0;-207.0;76.0
137.0;285.0;642.0;292.0;112.0;968.0;220.0;10.0;-471.0;-215.0;-51.0
74.0;174.0;629.0;396.0;53.0;984.0;305.0;153.0;-132.0;-277.0;46.0
111.0;390.0;652.0;355.0;128.0;960.0;621.0;122.0;-541.0;-330.0;123.0
30.0;360.0;572.0;484.0;85.0;965.0;737.0;56.0;-602.0;-311.0;94.0
-24.0;113.0;423.0;109.0;114.0;952.0;296.0;91.0;70.0;-303.0;19.0
-103.0;215.0;378.0;190.0;78.0;876.0;313.0;217.0;-75.0;-320.0;269.0
-59.0;199.0;485.0;118.0;230.0;896.0;357.0;315.0;-98.0;-645.0;423.0
-31.0;149.0;485.0;136.0;239.0;923.0;416.0;56.0;9.0;-439.0;237.0
233.0;243.0;568.0;223.0;-17.0;898.0;582.0;93.0;-75.0;-267.0;164.0
141.0;100.0;1011.0;176.0;-2.0;806.0;326.0;40.0;193.0;-291.0;20.0
-17.0;284.0;697.0;347.0;26.0;852.0;410.0;92.0;100.0;-174.0;158.0
95.0;125.0;1016.0;112.0;-28.0;1143.0;410.0;16.0;-58.0;-596.0;300.0
-240.0;137.0;816.0;247.0;84.0;882.0;427.0;42.0;-111.0;-573.0;226.0
-21.0;236.0;733.0;401.0;35.0;852.0;532.0;205.0;-224.0;-427.0;109.0
-173.0;229.0;726.0;283.0;135.0;732.0;592.0;216.0;-215.0;-259.0;86.0
-13.0;124.0;612.0;103.0;85.0;974.0;355.0;272.0;121.0;-254.0;5.0
62.0;83.0;580.0;318.0;2.0;971.0;387.0;36.0;9.0;-270.0;77.0
17.0;20.0;727.0;515.0;-30.0;951.0;1026.0;4.0;10.0;-436.0;29.0
-5.0;264.0;745.0;405.0;-31.0;857.0;521.0;203.0;-5.0;-267.0;166.0
-94.0;119.0;794.0;483.0;86.0;1023.0;561.0;141.0;-69.0;-569.0;145.0
14.0;158.0;508.0;76.0;-40.0;966.0;438.0;157.0;-37.0;-360.0;35.0
69.0;197.0;505.0;398.0;25.0;960.0;274.0;174.0;-4.0;-402.0;-15.0
15.0;195.0;503.0;226.0;49.0;1011.0;331.0;171.0;0.0;-397.0;14.0
10.0;201.0;501.0;421.0;37.0;939.0;292.0;198.0;60.0;-365.0;-29.0
129.0;121.0;665.0;711.0;50.0;946.0;844.0;32.0;-109.0;-332.0;-29.0
-128.0;-395.0;551.0;620.0;380.0;726.0;782.0;24.0;520.0;-710.0;34.0
-47.0;146.0;591.0;266.0;201.0;931.0;657.0;219.0;54.0;-413.0;68.0
-165.0;-583.0;581.0;858.0;242.0;878.0;925.0;257.0;719.0;-511.0;229.0
-19.0;260.0;573.0;215.0;102.0;948.0;271.0;206.0;-23.0;-357.0;206.0
-168.0;266.0;359.0;529.0;401.0;708.0;270.0;-107.0;-190.0;-678.0;224.0
-8.0;62.0;375.0;382.0;54.0;1007.0;501.0;178.0;149.0;-638.0;5.0
81.0;105.0;502.0;201.0;168.0;929.0;234.0;68.0;92.0;-559.0;240.0
131.0;181.0;573.0;209.0;147.0;1085.0;280.0;234.0;5.0;-874.0;315.0
-321.0;-446.0;-328.0;435.0;898.0;-68.0;674.0;324.0;658.0;-888.0;389.0
4.0;44.0;582.0;368.0;-43.0;1116.0;475.0;14.0;288.0;-406.0;134.0
48.0;-409.0;708.0;377.0;152.0;972.0;718.0;182.0;560.0;-356.0;-15.0
-134.0;80.0;749.0;89.0;105.0;868.0;453.0;167.0;-150.0;-405.0;-81.0
70.0;167.0;784.0;248.0;173.0;915.0;509.0;197.0;-103.0;-331.0;133.0
107.0;133.0;1151.0;220.0;-17.0;895.0;307.0;179.0;31.0;-286.0;158.0
74.0;223.0;911.0;296.0;62.0;951.0;352.0;130.0;-221.0;-270.0;125.0
-130.0;31.0;747.0;80.0;148.0;926.0;478.0;205.0;-169.0;-400.0;-56.0
113.0;240.0;822.0;159.0;125.0;1024.0;566.0;249.0;15.0;-313.0;57.0
128.0;144.0;1153.0;133.0;-28.0;920.0;297.0;220.0;-20.0;-454.0;-8.0
86.0;128.0;1158.0;224.0;-51.0;942.0;210.0;112.0;143.0;-247.0;89.0
41.0;284.0;728.0;119.0;144.0;891.0;471.0;327.0;50.0;-608.0;48.0
-114.0;131.0;559.0;581.0;378.0;707.0;777.0;276.0;-250.0;-713.0;156.0
141.0;94.0;979.0;186.0;-47.0;1337.0;300.0;53.0;166.0;-526.0;-8.0
191.0;66.0;573.0;124.0;77.0;829.0;291.0;41.0;131.0;-291.0;-75.0
-103.0;133.0;534.0;114.0;-18.0;1149.0;181.0;36.0;61.0;-463.0;104.0
-215.0;-22.0;491.0;485.0;554.0;680.0;750.0;287.0;31.0;-680.0;223.0
-109.0;-135.0;660.0;446.0;700.0;383.0;669.0;74.0;470.0;-929.0;61.0
-263.0;260.0;754.0;487.0;335.0;689.0;651.0;506.0;-254.0;-548.0;434.0
-61.0;169.0;740.0;175.0;96.0;850.0;489.0;224.0;38.0;-546.0;138.0
2.0;273.0;545.0;127.0;5.0;970.0;378.0;337.0;-242.0;-260.0;106.0
59.0;312.0;892.0;-24.0;203.0;789.0;133.0;262.0;-255.0;-400.0;204.0
172.0;239.0;666.0;57.0;77.0;933.0;380.0;325.0;-191.0;-442.0;-190.0
990.0;431.0;-592.0;-622.0;-433.0;563.0;-373.0;-329.0;-517.0;34.0;-776.0
100.0;218.0;673.0;282.0;-6.0;978.0;351.0;172.0;-136.0;-413.0;97.0
