InertialMeasurementUnit RUA Quaternion4;InertialMeasurementUnit R-SHOE AngVelNavFrameZ;InertialMeasurementUnit RLA gyroZ;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE AngVelBodyFrameX;InertialMeasurementUnit BACK Quaternion4;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;InertialMeasurementUnit RUA Quaternion2;InertialMeasurementUnit BACK Quaternion2
-491.0;-2;56.0;-22;22;127.0;-2;205.0;115.0
-491.0;20;48.0;6;-6;128.0;20;205.0;116.0
-490.0;25;12.0;-22;22;128.0;25;205.0;116.0
-490.0;12;-12.0;-40;40;128.0;12;205.0;116.0
-491.0;-1;-2.0;-25;25;128.0;-1;205.0;115.0
637.0;22;63.0;-41;41;59.0;22;-559.0;-35.0
-515.0;21;132.0;-10;10;128.0;21;168.0;78.0
564.0;-9;68.0;52;-52;94.0;-9;-603.0;-99.0
596.0;1;-91.0;11;-11;100.0;1;-573.0;-103.0
-502.0;1;66.0;8;-8;137.0;1;202.0;105.0
-494.0;-8;-6.0;24;-24;124.0;-8;170.0;91.0
-494.0;-13;-12.0;56;-56;125.0;-13;170.0;91.0
-494.0;-5;-8.0;-30;30;129.0;-5;171.0;92.0
-495.0;22;-25.0;16;-16;135.0;22;173.0;92.0
-501.0;-28;13.0;-5;5;137.0;-28;172.0;88.0
-786.0;-14;234.0;16;-16;-13.0;-14;210.0;97.0
-782.0;5;46.0;2;-2;15.0;5;151.0;109.0
-449.0;-56;-19.0;33;-33;95.0;-56;197.0;128.0
450.0;8;-64.0;-6;6;-159.0;8;-3.0;-46.0
510.0;-24;184.0;-14;14;-184.0;-24;-41.0;-100.0
515.0;152;99.0;-76;76;-212.0;152;55.0;22.0
-451.0;25;3.0;16;-16;100.0;25;194.0;126.0
-452.0;18;14.0;24;-24;100.0;18;193.0;126.0
-451.0;-37;-6.0;24;-24;102.0;-37;192.0;125.0
-452.0;-14;30.0;27;-27;120.0;-14;188.0;113.0
-448.0;-9;98.0;-6;6;126.0;-9;175.0;90.0
-466.0;10;24.0;10;-10;103.0;10;207.0;99.0
-483.0;61;-25.0;14;-14;-30.0;61;400.0;187.0
-483.0;-59;-13.0;10;-10;-30.0;-59;398.0;189.0
-466.0;18;11.0;-7;7;103.0;18;207.0;99.0
-467.0;19;21.0;-18;18;103.0;19;206.0;99.0
-467.0;-9;19.0;19;-19;103.0;-9;206.0;100.0
-467.0;-7;7.0;31;-31;104.0;-7;207.0;100.0
-467.0;-15;-14.0;45;-45;105.0;-15;207.0;100.0
701.0;1;176.0;-20;20;325.0;1;-607.0;-521.0
-468.0;5;1.0;13;-13;106.0;5;207.0;100.0
464.0;26;18.0;-2;2;-150.0;26;-248.0;-51.0
497.0;6;14.0;3;-3;-154.0;6;-289.0;-69.0
472.0;43;-6.0;37;-37;-144.0;43;-247.0;-57.0
473.0;-16;-1.0;-15;15;-144.0;-16;-248.0;-57.0
500.0;-21;-9.0;-23;23;-135.0;-21;-277.0;-71.0
473.0;-43;-66.0;-3;3;-140.0;-43;-256.0;-63.0
-469.0;65;-400.0;-38;38;165.0;65;241.0;265.0
-473.0;35;-45.0;0;0;110.0;35;207.0;104.0
-648.0;-14;39.0;-3;3;113.0;-14;-98.0;56.0
-683.0;11;-42.0;-29;29;79.0;11;-87.0;57.0
-308.0;1;5.0;-32;32;122.0;1;161.0;17.0
-299.0;-34;-48.0;-40;40;148.0;-34;177.0;-30.0
-297.0;-68;-23.0;82;-82;157.0;-68;187.0;-41.0
-373.0;-15;82.0;62;-62;78.0;-15;427.0;65.0
700.0;-550;58.0;-1257;1257;309.0;-550;-566.0;-438.0
477.0;15;168.0;48;-48;-168.0;15;-97.0;-74.0
-362.0;25;-38.0;4;-4;91.0;25;423.0;56.0
-568.0;0;-748.0;-35;35;-70.0;0;364.0;262.0
-499.0;-4;26.0;-11;11;-45.0;-4;420.0;215.0
-496.0;-11;-6.0;-4;4;-42.0;-11;419.0;213.0
-496.0;3;-17.0;8;-8;-41.0;3;419.0;213.0
560.0;10;-52.0;-77;77;96.0;10;-607.0;-97.0
571.0;19;-39.0;49;-49;94.0;19;-596.0;-99.0
-497.0;8;-4.0;15;-15;-45.0;8;418.0;215.0
494.0;28;66.0;-15;15;-150.0;28;-272.0;-61.0
-497.0;-9;-6.0;-13;13;-45.0;-9;418.0;216.0
210.0;69;-16.0;217;-217;-290.0;69;-186.0;93.0
-496.0;8;30.0;5;-5;-42.0;8;418.0;215.0
-238.0;48;-43.0;-27;27;219.0;48;447.0;111.0
-496.0;23;15.0;7;-7;-37.0;23;418.0;216.0
-493.0;20;54.0;9;-9;-38.0;20;416.0;210.0
-482.0;0;-30.0;-71;71;-29.0;0;415.0;212.0
-483.0;31;12.0;-2;2;-30.0;31;417.0;213.0
523.0;-25;-16.0;23;-23;-139.0;-25;-88.0;-85.0
527.0;-19;-36.0;25;-25;-136.0;-19;-83.0;-86.0
-444.0;-27;741.0;23;-23;155.0;-27;436.0;113.0
-608.0;-2610;45.0;1166;-1166;-149.0;-2610;184.0;240.0
463.0;28;35.0;8;-8;-106.0;28;-230.0;-97.0
464.0;-7;9.0;17;-17;-104.0;-7;-228.0;-99.0
719.0;755;20.0;264;-264;234.0;755;-560.0;-216.0
479.0;-37;-12.0;20;-20;-112.0;-37;-231.0;-92.0
477.0;-28;55.0;4;-4;-111.0;-28;-232.0;-93.0
475.0;27;-17.0;-1;1;-106.0;27;-232.0;-97.0
-495.0;22;-20.0;3;-3;-39.0;22;419.0;216.0
-502.0;10;31.0;-27;27;-47.0;10;420.0;216.0
-507.0;-15;15.0;-21;21;-53.0;-15;419.0;212.0
731.0;-1;440.0;-19;19;343.0;-1;-596.0;-349.0
-490.0;-35;30.0;-22;22;-19.0;-35;442.0;244.0
-673.0;288;445.0;840;-840;-386.0;288;524.0;480.0
-501.0;-251;-24.0;-144;144;-42.0;-251;429.0;205.0
-505.0;-18;56.0;5;-5;-46.0;-18;432.0;206.0
-505.0;-11;30.0;4;-4;-47.0;-11;431.0;204.0
609.0;38;42.0;169;-169;104.0;38;-562.0;-105.0
542.0;-21;-116.0;19;-19;-117.0;-21;-18.0;-128.0
-505.0;-13;39.0;7;-7;-46.0;-13;431.0;205.0
-534.0;-30;355.0;-23;23;124.0;-30;157.0;65.0
-504.0;-12;28.0;-15;15;-45.0;-12;430.0;204.0
-542.0;-4;-225.0;16;-16;-81.0;-4;442.0;267.0
-503.0;-24;-21.0;44;-44;-44.0;-24;428.0;201.0
-501.0;26;45.0;14;-14;-43.0;26;428.0;202.0
616.0;4;-1252.0;3;-3;-117.0;4;-96.0;-76.0
-501.0;-45;2.0;-20;20;-43.0;-45;429.0;203.0
634.0;3;199.0;8;-8;-218.0;3;-106.0;-3.0
529.0;14;-163.0;27;-27;-167.0;14;-48.0;-92.0
-504.0;6;-21.0;6;-6;-45.0;6;427.0;205.0
-503.0;-5;27.0;0;0;-46.0;-5;426.0;203.0
636.0;-7;-39.0;-68;68;-212.0;-7;-95.0;-13.0
188.0;3100;-581.0;-126;126;319.0;3100;-250.0;-89.0
-241.0;-3172;-615.0;-4377;4377;152.0;-3172;187.0;-40.0
-551.0;21;75.0;-51;51;-59.0;21;401.0;219.0
-506.0;-43;-19.0;-11;11;-50.0;-43;427.0;204.0
545.0;-24;-254.0;25;-25;-148.0;-24;-117.0;-61.0
-311.0;-972;95.0;-349;349;-732.0;-972;235.0;484.0
-506.0;-6;45.0;8;-8;-50.0;-6;430.0;206.0
-507.0;30;-22.0;34;-34;-52.0;30;429.0;208.0
-508.0;-33;-33.0;-22;22;-54.0;-33;429.0;210.0
-512.0;-13;37.0;-9;9;-57.0;-13;428.0;210.0
-511.0;42;-16.0;24;-24;-59.0;42;425.0;209.0
-505.0;-43;48.0;-36;36;-52.0;-43;420.0;203.0
-225.0;1282;-604.0;819;-819;-616.0;1282;116.0;393.0
-419.0;-67;388.0;-2753;2753;141.0;-67;346.0;68.0
648.0;-23;-136.0;42;-42;101.0;-23;-529.0;-122.0
-442.0;-12;486.0;13;-13;-873.0;-12;437.0;374.0
-662.0;-14;-16.0;-13;13;122.0;-14;147.0;59.0
-549.0;18;-85.0;5;-5;188.0;18;107.0;45.0
-706.0;-36;-785.0;-35;35;88.0;-36;77.0;70.0
-212.0;-20;-91.0;14;-14;-753.0;-20;278.0;610.0
-495.0;31;-81.0;2;-2;51.0;31;419.0;193.0
-508.0;23;29.0;-6;6;43.0;23;424.0;218.0
-793.0;25;-94.0;28;-28;-8.0;25;197.0;120.0
-270.0;169;22.0;46;-46;164.0;169;472.0;103.0
-506.0;23;34.0;-28;28;-54.0;23;430.0;225.0
-505.0;-14;16.0;-32;32;-54.0;-14;428.0;224.0
-504.0;-3;5.0;-5;5;-53.0;-3;425.0;222.0
-503.0;-15;11.0;-26;26;-53.0;-15;425.0;222.0
-502.0;8;-28.0;47;-47;-50.0;8;424.0;219.0
-520.0;35;12.0;-12;12;-59.0;35;426.0;246.0
-499.0;6;30.0;5;-5;-46.0;6;421.0;214.0
-498.0;9;-40.0;-3;3;-46.0;9;421.0;214.0
-499.0;10;-8.0;-36;36;-45.0;10;420.0;215.0
-500.0;6;16.0;16;-16;-45.0;6;420.0;214.0
-503.0;-33;26.0;15;-15;-47.0;-33;421.0;216.0
561.0;15;-53.0;6;-6;-139.0;15;-225.0;-99.0
-503.0;-13;13.0;5;-5;-47.0;-13;421.0;215.0
715.0;-402;-155.0;-44;44;334.0;-402;-570.0;-435.0
-500.0;6;88.0;-5;5;-45.0;6;419.0;212.0
-503.0;6;5.0;1;-1;-49.0;6;421.0;216.0
-507.0;-5;9.0;22;-22;-55.0;-5;420.0;214.0
588.0;42;-95.0;96;-96;-145.0;42;-249.0;-108.0
560.0;-14;22.0;-17;17;-139.0;-14;-225.0;-99.0
482.0;38;38.0;36;-36;-253.0;38;-197.0;15.0
578.0;-5;-95.0;-32;32;-136.0;-5;-222.0;-114.0
-508.0;0;28.0;37;-37;-55.0;0;419.0;214.0
725.0;-5;14.0;12;-12;373.0;-5;-618.0;-526.0
628.0;-6;-170.0;22;-22;-154.0;-6;-233.0;-95.0
-508.0;12;33.0;-16;16;-54.0;12;419.0;212.0
650.0;-13;143.0;4;-4;-207.0;-13;-211.0;-25.0
863.0;-1078;-58.0;808;-808;611.0;-1078;-395.0;-541.0
-507.0;-10;48.0;8;-8;-53.0;-10;419.0;213.0
-826.0;-6;-390.0;14;-14;-8.0;-6;172.0;84.0
-508.0;-48;-45.0;81;-81;-57.0;-48;424.0;207.0
-506.0;-8;26.0;-25;25;-53.0;-8;421.0;215.0
-506.0;23;5.0;55;-55;-54.0;23;421.0;215.0
491.0;-5;124.0;7;-7;-233.0;-5;-196.0;10.0
493.0;37;69.0;14;-14;-234.0;37;-197.0;10.0
492.0;-15;30.0;24;-24;-235.0;-15;-201.0;9.0
-494.0;13;64.0;24;-24;-39.0;13;417.0;210.0
-510.0;47;157.0;-22;22;-35.0;47;414.0;232.0
-501.0;49;85.0;0;0;-48.0;49;423.0;222.0
-507.0;13;6.0;16;-16;-53.0;13;428.0;228.0
-505.0;23;26.0;-8;8;-49.0;23;427.0;229.0
-514.0;-7;24.0;-31;31;-54.0;-7;422.0;244.0
-506.0;-2;-6.0;25;-25;-53.0;-2;421.0;215.0
649.0;-8;239.0;-25;25;-204.0;-8;-207.0;-29.0
-506.0;-2;7.0;40;-40;-52.0;-2;421.0;214.0
-516.0;3;54.0;3;-3;-55.0;3;425.0;250.0
-506.0;-12;24.0;-1;1;-52.0;-12;421.0;215.0
-504.0;5;-5.0;25;-25;-50.0;5;421.0;215.0
-504.0;0;55.0;-14;14;-50.0;0;421.0;215.0
504.0;29;205.0;58;-58;-166.0;29;-413.0;-11.0
-503.0;-3;-10.0;-47;47;-48.0;-3;420.0;215.0
-504.0;-12;-2.0;-56;56;-49.0;-12;420.0;215.0
-498.0;28;34.0;13;-13;-44.0;28;420.0;215.0
-500.0;-2;24.0;21;-21;-46.0;-2;421.0;216.0
-501.0;14;17.0;-14;14;-47.0;14;420.0;217.0
-499.0;-20;7.0;38;-38;-48.0;-20;420.0;217.0
-499.0;-17;12.0;-9;9;-48.0;-17;421.0;217.0
-500.0;37;41.0;-24;24;-48.0;37;421.0;217.0
-501.0;-11;22.0;-26;26;-48.0;-11;421.0;217.0
-502.0;7;41.0;42;-42;-50.0;7;422.0;219.0
-503.0;16;-6.0;6;-6;-50.0;16;424.0;219.0
-491.0;-43;162.0;-45;45;-11.0;-43;441.0;233.0
710.0;-15;-207.0;22;-22;357.0;-15;-609.0;-534.0
627.0;-2;27.0;-4;4;-115.0;-2;-83.0;-76.0
-420.0;734;152.0;677;-677;31.0;734;461.0;131.0
584.0;15;911.0;37;-37;-150.0;15;-125.0;-52.0
677.0;-36;-57.0;-28;28;-81.0;-36;17.0;-44.0
-516.0;24;75.0;20;-20;-55.0;24;425.0;250.0
666.0;3;401.0;-10;10;-125.0;3;-170.0;-78.0
-368.0;-15;-421.0;44;-44;104.0;-15;420.0;55.0
695.0;-6;-22.0;-5;5;293.0;-6;-583.0;-467.0
-546.0;-36;-71.0;36;-36;-84.0;-36;444.0;276.0
-542.0;-46;311.0;-324;324;121.0;-46;166.0;79.0
545.0;34;227.0;32;-32;-135.0;34;13.0;-116.0
-542.0;2;67.0;70;-70;-75.0;2;436.0;249.0
-513.0;39;-7.0;-30;30;-32.0;39;443.0;239.0
-649.0;28;0.0;-59;59;-179.0;28;435.0;182.0
-680.0;-81;143.0;441;-441;-250.0;-81;569.0;383.0
-715.0;9;163.0;-9;9;57.0;9;-39.0;71.0
-685.0;12;-52.0;46;-46;-236.0;12;451.0;214.0
677.0;-17;25.0;10;-10;-109.0;-17;10.0;-62.0
-832.0;17;1352.0;57;-57;-21.0;17;196.0;90.0
761.0;5;-437.0;18;-18;441.0;5;-570.0;-487.0
-533.0;-2;21.0;16;-16;-82.0;-2;443.0;263.0
-519.0;-24;540.0;-3;3;-69.0;-24;439.0;243.0
671.0;158;-550.0;1096;-1096;198.0;158;-528.0;-374.0
-502.0;16;-35.0;31;-31;-25.0;16;459.0;258.0
-540.0;-52;-161.0;52;-52;-101.0;-52;514.0;340.0
-709.0;8;-884.0;81;-81;-731.0;8;533.0;669.0
-542.0;41;-92.0;-36;36;-77.0;41;459.0;281.0
-595.0;14;413.0;-11;11;-87.0;14;440.0;265.0
-541.0;-2;226.0;34;-34;-74.0;-2;437.0;269.0
480.0;-44;91.0;6;-6;839.0;-44;-349.0;-451.0
-694.0;575;556.0;2522;-2522;-187.0;575;569.0;332.0
-524.0;-5;64.0;7;-7;-75.0;-5;436.0;252.0
743.0;11;223.0;28;-28;-4.0;11;-263.0;-119.0
-827.0;6;-155.0;-117;117;-89.0;6;326.0;192.0
-328.0;71;124.0;-24;24;97.0;71;513.0;152.0
-609.0;-32;86.0;-29;29;-46.0;-32;562.0;284.0
-620.0;-24;-2647.0;-27;27;86.0;-24;145.0;71.0
-316.0;18;-77.0;16;-16;107.0;18;528.0;185.0
-399.0;-50;-32.0;38;-38;37.0;-50;511.0;187.0
660.0;-3;-41.0;33;-33;-218.0;-3;-212.0;-2.0
599.0;-15;-130.0;-68;68;-146.0;-15;-119.0;-39.0
-671.0;3;-19.0;0;0;-219.0;3;436.0;194.0
132.0;1578;419.0;4671;-4671;217.0;1578;-131.0;7.0
-306.0;-52;-69.0;65;-65;140.0;-52;496.0;162.0
-405.0;-76;4.0;35;-35;31.0;-76;512.0;187.0
-722.0;-14;83.0;-7;7;-196.0;-14;459.0;165.0
504.0;-8;165.0;-36;36;-143.0;-8;-255.0;-96.0
-430.0;1;-70.0;-14;14;4.0;1;522.0;190.0
691.0;15;-51.0;28;-28;-66.0;15;-118.0;-91.0
700.0;-6;108.0;13;-13;-35.0;-6;-137.0;-78.0
651.0;25;50.0;3;-3;-81.0;25;-7.0;-69.0
-527.0;-17;-2.0;16;-16;-79.0;-17;442.0;262.0
679.0;40;-359.0;4;-4;-111.0;40;-174.0;-95.0
668.0;-8;-85.0;-27;27;-132.0;-8;-204.0;-77.0
626.0;25;-94.0;-27;27;-118.0;25;-80.0;-74.0
-528.0;-18;79.0;8;-8;-60.0;-18;435.0;263.0
661.0;-3;31.0;-11;11;-124.0;-3;-233.0;-88.0
652.0;17;768.0;-21;21;-124.0;17;-72.0;-73.0
612.0;5;-522.0;-30;30;-127.0;5;-223.0;-86.0
-434.0;26;7.0;-45;45;3.0;26;523.0;192.0
510.0;396;-676.0;18;-18;740.0;396;-404.0;-634.0
-597.0;3;17.0;8;-8;-196.0;3;508.0;321.0
-610.0;-30;15.0;-26;26;-217.0;-30;524.0;343.0
-639.0;-26;896.0;-35;35;-56.0;-26;581.0;288.0
790.0;299;-262.0;-376;376;420.0;299;-499.0;-526.0
-443.0;915;-634.0;-354;354;-44.0;915;165.0;216.0
-254.0;-1;110.0;20;-20;184.0;-1;505.0;174.0
-565.0;5;-1351.0;21;-21;111.0;5;132.0;57.0
-612.0;-10;260.0;-15;15;-210.0;-10;527.0;355.0
109.0;-20;91.0;34;-34;537.0;-20;60.0;-2.0
668.0;-11;423.0;-5;5;-99.0;-11;75.0;-79.0
124.0;1249;-882.0;-1749;1749;-93.0;1249;-66.0;301.0
-725.0;32;833.0;14;-14;59.0;32;13.0;61.0
678.0;-9;-187.0;-14;14;-82.0;-9;-121.0;-66.0
-629.0;25;-41.0;21;-21;-852.0;25;461.0;488.0
-618.0;84;51.0;77;-77;-227.0;84;523.0;356.0
