InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit L-SHOE Body_Ay;Accelerometer RKN_ accY;InertialMeasurementUnit L-SHOE Body_Ax;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit LLA gyroZ
91.0;-22;622;912.0;14;-122.0;22;93.0
116.0;-38;617;937.0;10;-167.0;38;142.0
30.0;-21;621;994.0;22;-23.0;21;47.0
14.0;-21;623;930.0;18;-128.0;21;-18.0
-24.0;12;543;950.0;-160;120.0;-12;31.0
94.0;14;484;931.0;-68;-39.0;-14;79.0
143.0;-3;490;958.0;-80;-13.0;3;143.0
-122.0;14;618;943.0;12;200.0;-14;21.0
-64.0;-20;615;936.0;18;0.0;20;34.0
56.0;16;618;944.0;19;48.0;-16;103.0
138.0;-29;615;955.0;17;47.0;29;49.0
102.0;4;614;921.0;18;24.0;-4;81.0
20.0;27;498;993.0;-112;-129.0;-27;-37.0
38.0;-36;489;939.0;-70;-166.0;36;74.0
136.0;23;473;937.0;-34;-107.0;-23;16.0
144.0;-82;473;935.0;3;45.0;82;135.0
-81.0;-45;621;924.0;12;-64.0;45;117.0
44.0;4;489;965.0;-80;-107.0;-4;80.0
27.0;-7;488;929.0;-74;-91.0;7;32.0
116.0;-7;489;971.0;-54;8.0;7;124.0
-21.0;27;485;925.0;-77;-50.0;-27;-5.0
13.0;19;494;950.0;-89;-39.0;-19;39.0
7.0;-14;494;938.0;-64;-71.0;14;61.0
85.0;-36;495;929.0;-55;-27.0;36;144.0
175.0;92;465;916.0;-118;26.0;-92;200.0
-169.0;17;615;924.0;6;-91.0;-17;137.0
-47.0;-61;497;966.0;-107;117.0;61;91.0
-51.0;-30;486;1006.0;-78;28.0;30;-9.0
-93.0;-21;616;953.0;12;-40.0;21;129.0
0.0;36;486;937.0;-87;-90.0;-36;-11.0
-44.0;51;489;936.0;-91;-109.0;-51;3.0
-3.0;46;488;940.0;-89;-119.0;-46;19.0
-7.0;27;494;941.0;-86;-30.0;-27;59.0
-5.0;12;490;934.0;-90;19.0;-12;54.0
-10.0;51;494;906.0;-99;37.0;-51;-147.0
84.0;23;492;930.0;-97;-185.0;-23;-86.0
-32.0;12;489;923.0;-100;-138.0;-12;-16.0
-32.0;-27;488;915.0;-110;23.0;27;-63.0
-11.0;25;492;927.0;-104;85.0;-25;-122.0
-75.0;27;491;923.0;-103;-191.0;-27;160.0
-77.0;-19;501;944.0;-96;-2.0;19;122.0
6.0;-2;506;911.0;-103;17.0;2;-34.0
-27.0;-50;503;919.0;-103;-117.0;50;7.0
13.0;23;497;896.0;-102;231.0;-23;-81.0
-15.0;-16;499;936.0;-98;-194.0;16;19.0
73.0;4;500;906.0;-98;-119.0;-4;179.0
58.0;1;502;896.0;-91;-41.0;-1;-13.0
65.0;50;493;920.0;-96;-54.0;-50;207.0
32.0;-30;502;910.0;-106;21.0;30;173.0
53.0;4;505;913.0;-102;20.0;-4;108.0
62.0;16;493;943.0;-94;-5.0;-16;-25.0
41.0;18;496;887.0;-96;22.0;-18;42.0
28.0;-16;501;896.0;-94;74.0;16;-19.0
100.0;-3;497;913.0;-102;3.0;3;173.0
80.0;12;497;933.0;-90;186.0;-12;155.0
-39.0;-1;504;925.0;-94;80.0;1;54.0
-54.0;14;501;923.0;-97;127.0;-14;-11.0
127.0;2;621;941.0;22;-72.0;-2;91.0
108.0;-1;619;932.0;16;-87.0;1;92.0
52.0;-40;514;914.0;-97;-164.0;40;237.0
-66.0;-32;524;919.0;-92;-87.0;32;-68.0
-51.0;-155;597;873.0;-152;118.0;155;-70.0
-21.0;-1;515;892.0;-94;124.0;1;-167.0
41.0;5;500;915.0;-86;-30.0;-5;135.0
57.0;-2;495;918.0;-87;23.0;2;167.0
-1.0;-5;499;924.0;-82;-3.0;5;-106.0
-28.0;30;497;917.0;-89;-106.0;-30;37.0
-26.0;9;496;906.0;-91;-142.0;-9;17.0
-1.0;5;501;918.0;-95;-136.0;-5;8.0
30.0;1;505;920.0;-92;-111.0;-1;171.0
-16.0;30;501;923.0;-88;-249.0;-30;27.0
-75.0;-31;500;918.0;-100;-153.0;31;53.0
-48.0;-15;501;913.0;-91;-54.0;15;77.0
77.0;-37;505;931.0;-95;-99.0;37;49.0
109.0;0;618;924.0;15;-209.0;0;117.0
201.0;3;498;938.0;-92;-23.0;-3;-48.0
63.0;11;618;927.0;15;-218.0;-11;49.0
16.0;-33;493;934.0;-94;74.0;33;-88.0
75.0;-14;491;929.0;-95;-12.0;14;189.0
5.0;17;493;933.0;-93;0.0;-17;46.0
-13.0;31;498;924.0;-94;19.0;-31;15.0
2.0;-12;497;913.0;-99;46.0;12;64.0
-13.0;-12;494;925.0;-94;-11.0;12;-5.0
-7.0;19;483;924.0;-94;34.0;-19;-61.0
-44.0;9;477;945.0;-98;32.0;-9;-82.0
0.0;38;486;933.0;-114;40.0;-38;-73.0
11.0;6;484;923.0;-115;-23.0;-6;86.0
-50.0;25;494;915.0;-113;-124.0;-25;88.0
45.0;13;615;973.0;18;-230.0;-13;46.0
33.0;-3;494;916.0;-106;-148.0;3;110.0
68.0;9;620;957.0;16;-150.0;-9;27.0
92.0;17;490;918.0;-104;149.0;-17;102.0
-41.0;-40;489;925.0;-106;-41.0;40;27.0
-37.0;4;491;916.0;-94;40.0;-4;-11.0
25.0;11;492;914.0;-103;37.0;-11;-33.0
59.0;-21;490;903.0;-109;27.0;21;9.0
89.0;-14;494;896.0;-105;-69.0;14;141.0
32.0;-27;493;915.0;-103;-109.0;27;33.0
33.0;-39;489;914.0;-106;-66.0;39;80.0
36.0;-18;489;914.0;-94;-86.0;18;74.0
13.0;-27;489;918.0;-105;-9.0;27;29.0
-5.0;-11;475;914.0;-111;-170.0;11;26.0
120.0;-17;482;929.0;-104;-241.0;17;159.0
39.0;10;487;932.0;-109;-222.0;-10;152.0
33.0;33;484;933.0;-107;-162.0;-33;112.0
55.0;-8;484;922.0;-98;-73.0;8;44.0
36.0;13;486;923.0;-103;-91.0;-13;47.0
27.0;29;499;923.0;-109;-156.0;-29;67.0
42.0;-10;491;931.0;-102;-251.0;10;44.0
-27.0;7;487;931.0;-100;-54.0;-7;-22.0
0.0;9;490;925.0;-94;-48.0;-9;9.0
-23.0;8;490;943.0;-91;-30.0;-8;13.0
-32.0;-18;494;938.0;-116;71.0;18;-3.0
31.0;-6;490;906.0;-112;81.0;6;47.0
26.0;0;492;918.0;-87;60.0;0;68.0
75.0;9;495;933.0;-96;50.0;-9;90.0
173.0;2;619;914.0;17;-25.0;-2;-99.0
134.0;-8;626;911.0;24;-108.0;8;9.0
61.0;-9;618;961.0;17;18.0;9;59.0
6.0;-53;635;942.0;12;-37.0;53;56.0
2.0;-32;620;932.0;16;-26.0;32;57.0
22.0;-24;618;933.0;18;-36.0;24;43.0
28.0;5;628;934.0;20;-35.0;-5;49.0
43.0;14;626;939.0;20;-26.0;-14;53.0
20.0;-11;629;955.0;14;-18.0;11;65.0
-27.0;8;625;942.0;17;-4.0;-8;-8.0
-99.0;-8;623;947.0;13;34.0;8;25.0
-166.0;28;626;940.0;16;-14.0;-28;34.0
-123.0;-10;615;926.0;19;24.0;10;53.0
-134.0;16;622;943.0;17;86.0;-16;87.0
-72.0;12;619;956.0;25;-75.0;-12;119.0
28.0;20;612;944.0;17;-36.0;-20;38.0
-34.0;-11;622;931.0;16;-202.0;11;-22.0
-27.0;8;621;902.0;13;44.0;-8;-14.0
8.0;-20;616;929.0;19;-20.0;20;66.0
4.0;-4;627;933.0;14;-43.0;4;70.0
30.0;-23;620;931.0;21;-35.0;23;51.0
-2.0;-30;616;937.0;12;-62.0;30;45.0
42.0;-9;618;942.0;16;-109.0;9;-17.0
68.0;-9;617;960.0;19;-82.0;9;-111.0
26.0;16;618;942.0;20;11.0;-16;-12.0
-21.0;13;615;943.0;20;29.0;-13;-15.0
24.0;16;619;940.0;14;-30.0;-16;84.0
3.0;-12;620;942.0;15;9.0;12;25.0
42.0;10;619;942.0;13;-85.0;-10;-15.0
64.0;7;621;926.0;14;-264.0;-7;-127.0
92.0;-23;618;929.0;21;-167.0;23;52.0
151.0;-31;619;933.0;22;-49.0;31;223.0
-36.0;-6;612;926.0;17;-73.0;6;40.0
-94.0;-29;612;934.0;22;-150.0;29;-59.0
10.0;2;619;930.0;18;-228.0;-2;10.0
-146.0;2;615;944.0;20;-31.0;-2;122.0
-25.0;30;616;941.0;15;-51.0;-30;70.0
2.0;8;616;932.0;19;61.0;-8;82.0
1.0;-3;617;923.0;17;29.0;3;95.0
2.0;-21;620;925.0;11;-68.0;21;99.0
41.0;1;618;935.0;14;-33.0;-1;65.0
155.0;-30;618;938.0;25;98.0;30;69.0
106.0;-18;617;917.0;16;86.0;18;280.0
29.0;-5;622;950.0;20;-26.0;5;13.0
-2.0;-13;618;934.0;17;-22.0;13;11.0
-110.0;13;617;943.0;22;66.0;-13;95.0
-209.0;10;620;927.0;20;-48.0;-10;116.0
-114.0;5;627;942.0;19;41.0;-5;127.0
82.0;-4;626;930.0;27;139.0;4;75.0
-117.0;-45;625;922.0;23;-114.0;45;96.0
144.0;-31;623;941.0;30;-59.0;31;101.0
36.0;-8;626;903.0;21;-67.0;8;14.0
223.0;13;628;907.0;28;-100.0;-13;-16.0
204.0;1;626;914.0;25;-23.0;-1;6.0
95.0;3;629;940.0;26;9.0;-3;70.0
71.0;-40;628;941.0;29;-1.0;40;37.0
55.0;-14;628;943.0;20;-25.0;14;25.0
37.0;4;627;934.0;20;-14.0;-4;35.0
28.0;-2;625;924.0;23;-23.0;2;6.0
19.0;-16;630;919.0;22;-30.0;16;13.0
30.0;-3;626;944.0;25;-31.0;3;47.0
33.0;15;629;938.0;24;-47.0;-15;56.0
-8.0;12;630;924.0;25;-32.0;-12;36.0
-19.0;-12;631;933.0;28;-34.0;12;23.0
-20.0;-7;632;941.0;30;-38.0;7;24.0
-92.0;-27;621;930.0;24;-35.0;27;35.0
-73.0;22;627;920.0;25;81.0;-22;143.0
-70.0;5;623;932.0;26;70.0;-5;170.0
-58.0;3;624;942.0;24;-6.0;-3;191.0
104.0;-2;631;930.0;34;-78.0;2;133.0
159.0;3;630;935.0;18;43.0;-3;158.0
73.0;-11;630;938.0;34;195.0;11;36.0
-11.0;22;633;910.0;27;38.0;-22;-48.0
69.0;53;621;930.0;13;-16.0;-53;-59.0
21.0;36;631;937.0;-2;8.0;-36;-23.0
25.0;-94;627;928.0;7;-13.0;94;43.0
32.0;-49;631;927.0;9;7.0;49;29.0
30.0;-4;621;936.0;13;-26.0;4;86.0
-3.0;-11;617;918.0;9;-13.0;11;33.0
29.0;0;619;932.0;15;-11.0;0;43.0
-35.0;-22;625;933.0;13;-11.0;22;44.0
-66.0;14;621;941.0;14;-30.0;-14;51.0
-10.0;29;619;943.0;12;-95.0;-29;40.0
-20.0;-11;619;938.0;11;-90.0;11;-8.0
75.0;-193;502;947.0;167;-30.0;193;158.0
-55.0;-45;599;904.0;1;54.0;45;-45.0
-96.0;-12;596;921.0;-8;-75.0;12;21.0
-162.0;11;601;909.0;10;-71.0;-11;-46.0
23.0;-3;595;916.0;1;-7.0;3;-65.0
82.0;15;591;905.0;-7;-14.0;-15;53.0
95.0;11;589;906.0;1;-63.0;-11;71.0
26.0;20;595;910.0;0;-27.0;-20;38.0
8.0;3;598;911.0;0;-47.0;-3;29.0
33.0;-8;594;914.0;-2;-37.0;8;36.0
25.0;-2;595;923.0;-7;-25.0;2;39.0
4.0;-10;589;924.0;0;-94.0;10;16.0
8.0;4;596;906.0;-3;-28.0;-4;51.0
-9.0;-7;597;913.0;-12;-49.0;7;25.0
-9.0;-23;590;905.0;1;-22.0;23;22.0
6.0;12;596;911.0;-5;-18.0;-12;23.0
9.0;11;594;927.0;-2;-49.0;-11;37.0
14.0;23;597;923.0;-4;-47.0;-23;37.0
111.0;-42;502;864.0;-179;-204.0;42;152.0
12.0;3;594;916.0;-2;-43.0;-3;45.0
36.0;13;588;895.0;-5;-18.0;-13;41.0
22.0;9;590;907.0;0;-49.0;-9;55.0
1.0;19;595;913.0;1;-31.0;-19;29.0
-11.0;34;595;910.0;-1;-60.0;-34;-8.0
-36.0;10;589;914.0;-2;-51.0;-10;25.0
-66.0;23;591;916.0;-5;2.0;-23;159.0
15.0;-6;594;909.0;-8;-20.0;6;160.0
61.0;-15;591;908.0;-2;-69.0;15;209.0
92.0;-3;594;910.0;-7;-110.0;3;247.0
109.0;23;593;907.0;-9;-105.0;-23;210.0
76.0;-27;591;918.0;1;-71.0;27;138.0
24.0;-6;599;918.0;-12;-39.0;6;119.0
32.0;-25;595;897.0;1;-98.0;25;65.0
76.0;11;596;905.0;-3;-48.0;-11;33.0
120.0;-15;602;915.0;5;45.0;15;6.0
125.0;1;594;913.0;7;50.0;-1;35.0
134.0;16;587;906.0;-11;-9.0;-16;163.0
5.0;-11;589;912.0;-11;-16.0;11;69.0
67.0;-21;592;911.0;-9;-41.0;21;88.0
14.0;2;592;925.0;-10;-31.0;-2;61.0
2.0;10;585;915.0;-8;-17.0;-10;4.0
72.0;11;588;919.0;-7;-3.0;-11;114.0
-92.0;-11;590;915.0;-10;5.0;11;-195.0
3.0;13;592;911.0;-12;211.0;-13;60.0
-103.0;-15;592;912.0;-20;212.0;15;47.0
65.0;-40;588;917.0;-9;95.0;40;86.0
105.0;22;592;920.0;-13;139.0;-22;139.0
-52.0;11;593;921.0;-1;93.0;-11;63.0
-12.0;8;592;914.0;-15;-193.0;-8;46.0
12.0;-17;594;915.0;-9;-18.0;17;157.0
-162.0;-13;592;899.0;-6;-16.0;13;-150.0
102.0;-25;596;907.0;-4;-260.0;25;92.0
38.0;-14;588;921.0;-10;-296.0;14;-88.0
-140.0;-1;584;899.0;-14;-80.0;1;11.0
-66.0;31;583;905.0;-16;38.0;-31;-101.0
12.0;-4;588;907.0;-21;53.0;4;12.0
34.0;1;590;914.0;-14;69.0;-1;157.0
144.0;20;584;916.0;-17;-102.0;-20;115.0
118.0;15;584;922.0;-14;-53.0;-15;199.0
209.0;-34;590;902.0;-21;-79.0;34;197.0
83.0;20;582;907.0;-19;-36.0;-20;55.0
53.0;37;587;922.0;-20;-126.0;-37;30.0
181.0;12;589;907.0;-28;-150.0;-12;72.0
110.0;-7;590;895.0;-18;-116.0;7;137.0
32.0;-13;588;915.0;-16;30.0;13;108.0
-48.0;-37;588;914.0;-22;-184.0;37;-167.0
-42.0;-14;595;916.0;-25;-129.0;14;-48.0
63.0;10;588;923.0;-21;-206.0;-10;14.0
121.0;0;589;912.0;-22;-176.0;0;-43.0
115.0;-22;593;916.0;-21;-76.0;22;34.0
71.0;3;594;923.0;-26;-16.0;-3;102.0
68.0;14;591;904.0;-17;-257.0;-14;-122.0
25.0;-3;601;912.0;-22;-109.0;3;27.0
136.0;-44;602;905.0;-17;-288.0;44;-1.0
118.0;-8;607;924.0;-11;-119.0;8;97.0
-197.0;-23;602;920.0;-9;89.0;23;174.0
162.0;38;608;895.0;-5;24.0;-38;47.0
95.0;-8;599;941.0;-20;141.0;8;-134.0
-25.0;-34;617;913.0;-10;34.0;34;-14.0
26.0;17;613;902.0;-12;-91.0;-17;107.0
96.0;-20;601;939.0;-15;-103.0;20;23.0
139.0;41;605;882.0;-11;-182.0;-41;-60.0
-34.0;18;597;924.0;-6;119.0;-18;-25.0
146.0;31;594;907.0;-25;-203.0;-31;22.0
77.0;-16;603;904.0;-11;-82.0;16;57.0
118.0;15;605;926.0;1;-197.0;-15;125.0
-33.0;17;596;944.0;-11;144.0;-17;160.0
67.0;60;587;944.0;-29;18.0;-60;-3.0
-223.0;-13;606;849.0;-10;86.0;13;101.0
12.0;-23;590;953.0;-13;-22.0;23;27.0
72.0;-75;459;912.0;-15;-89.0;75;21.0
-23.0;-8;458;895.0;-30;-46.0;8;96.0
-46.0;-18;459;896.0;-1;4.0;18;14.0
-23.0;10;457;908.0;-7;-146.0;-10;2.0
-105.0;-44;615;1060.0;5;-50.0;44;22.0
1.0;50;594;883.0;10;-244.0;-50;21.0
14.0;-57;598;912.0;-9;36.0;57;14.0
57.0;-18;607;864.0;3;42.0;18;13.0
106.0;2;487;897.0;-72;82.0;-2;84.0
-1.0;111;590;936.0;-8;-158.0;-111;38.0
-87.0;52;595;868.0;8;38.0;-52;-23.0
67.0;-30;593;854.0;-23;-110.0;30;174.0
-38.0;21;602;920.0;-10;83.0;-21;-26.0
61.0;13;588;898.0;-14;146.0;-13;44.0
49.0;-21;600;924.0;-19;-175.0;21;202.0
13.0;-15;599;943.0;-15;65.0;15;253.0
56.0;7;486;935.0;-29;-87.0;-7;41.0
-46.0;41;487;923.0;-34;-280.0;-41;40.0
-105.0;-10;486;894.0;-40;-21.0;10;104.0
-21.0;16;492;889.0;-44;30.0;-16;93.0
48.0;55;488;895.0;-41;-64.0;-55;48.0
-4.0;-13;491;887.0;-36;66.0;13;-43.0
-8.0;15;488;906.0;-36;21.0;-15;-33.0
-5.0;26;593;917.0;-11;-270.0;-26;103.0
33.0;-2;594;924.0;-24;142.0;2;46.0
66.0;32;599;903.0;-17;95.0;-32;-12.0
-7.0;20;595;917.0;-20;-73.0;-20;75.0
-120.0;-46;707;867.0;90;257.0;46;-145.0
-23.0;36;594;907.0;-18;181.0;-36;-175.0
57.0;33;597;909.0;-23;110.0;-33;-216.0
-165.0;-27;600;932.0;-10;-8.0;27;148.0
-78.0;20;599;914.0;-21;-6.0;-20;-226.0
66.0;-13;579;906.0;-19;143.0;13;139.0
-1.0;7;581;938.0;-19;-65.0;-7;-179.0
-19.0;3;579;901.0;-29;-141.0;-3;-78.0
-65.0;42;577;897.0;-33;26.0;-42;193.0
77.0;-22;482;761.0;-82;-115.0;22;224.0
0.0;20;582;924.0;-21;-102.0;-20;66.0
6.0;3;576;927.0;-24;-82.0;-3;-14.0
68.0;34;585;930.0;-22;-36.0;-34;-70.0
50.0;-9;575;910.0;-31;-65.0;9;-3.0
94.0;11;579;906.0;-22;-166.0;-11;48.0
98.0;1;572;904.0;-23;-104.0;-1;13.0
-17.0;29;575;937.0;-17;-78.0;-29;-50.0
37.0;-44;582;961.0;-13;-20.0;44;-7.0
9.0;-28;581;904.0;-18;29.0;28;42.0
-59.0;-30;578;961.0;-6;4.0;30;113.0
-129.0;-11;578;887.0;-14;-57.0;11;-6.0
-56.0;36;584;877.0;2;106.0;-36;-53.0
-37.0;-4;582;883.0;-3;19.0;4;-56.0
-29.0;-9;588;914.0;-8;-99.0;9;24.0
42.0;1;594;929.0;-5;-198.0;-1;6.0
150.0;-21;586;913.0;5;-50.0;21;156.0
-122.0;-12;593;923.0;1;32.0;12;-99.0
-40.0;5;586;903.0;-10;-17.0;-5;-144.0
21.0;-20;579;915.0;-7;7.0;20;53.0
29.0;13;585;914.0;-4;79.0;-13;68.0
244.0;4;595;925.0;-7;-136.0;-4;-19.0
222.0;-31;583;894.0;-9;51.0;31;196.0
68.0;-128;592;961.0;-7;-112.0;128;-23.0
147.0;-25;653;894.0;25;84.0;25;-89.0
181.0;32;618;887.0;37;-2.0;-32;156.0
143.0;19;618;869.0;31;88.0;-19;72.0
182.0;30;630;877.0;35;92.0;-30;192.0
92.0;15;618;878.0;19;-42.0;-15;155.0
157.0;-26;496;776.0;-10;-167.0;26;112.0
-45.0;3;565;895.0;-41;208.0;-3;123.0
166.0;-17;574;853.0;-20;-32.0;17;126.0
116.0;11;582;885.0;-15;56.0;-11;106.0
-119.0;-8;572;892.0;-27;-86.0;8;-49.0
-116.0;0;577;870.0;-18;-116.0;0;-50.0
-105.0;7;574;874.0;-13;39.0;-7;127.0
7.0;21;576;888.0;-27;96.0;-21;205.0
6.0;13;574;876.0;-15;-17.0;-13;-100.0
19.0;32;573;884.0;-15;-85.0;-32;-82.0
23.0;-20;577;866.0;-19;51.0;20;-4.0
20.0;-21;578;912.0;-25;-161.0;21;118.0
46.0;49;574;906.0;-16;-71.0;-49;68.0
117.0;-30;573;853.0;-33;-48.0;30;75.0
120.0;-44;580;892.0;-22;77.0;44;145.0
146.0;41;574;900.0;-17;-72.0;-41;85.0
-89.0;19;571;884.0;-21;-153.0;-19;-127.0
-28.0;-21;576;893.0;-31;62.0;21;-10.0
81.0;-32;574;875.0;-20;112.0;32;208.0
139.0;28;580;873.0;-20;77.0;-28;96.0
80.0;17;573;916.0;-34;-54.0;-17;272.0
92.0;35;580;877.0;4;53.0;-35;82.0
120.0;24;577;858.0;-2;-80.0;-24;132.0
47.0;-6;580;877.0;-10;65.0;6;35.0
-68.0;-13;579;879.0;-16;145.0;13;-13.0
-155.0;-173;650;930.0;45;194.0;173;226.0
-9.0;-63;608;860.0;16;67.0;63;39.0
41.0;-21;603;879.0;2;181.0;21;16.0
-150.0;-7;607;875.0;19;22.0;7;-17.0
-36.0;-23;611;878.0;18;-81.0;23;-38.0
186.0;-17;608;881.0;18;-140.0;17;258.0
-125.0;21;601;896.0;13;-110.0;-21;-139.0
-70.0;43;600;886.0;23;-125.0;-43;-131.0
2.0;21;585;883.0;3;-38.0;-21;2.0
81.0;20;590;874.0;2;-67.0;-20;69.0
89.0;22;585;895.0;-5;-56.0;-22;96.0
77.0;-18;584;896.0;-1;-19.0;18;96.0
80.0;-102;479;971.0;-133;164.0;102;50.0
-54.0;23;488;961.0;-106;167.0;-23;159.0
61.0;6;596;894.0;3;-54.0;-6;65.0
51.0;-22;591;890.0;7;-5.0;22;92.0
58.0;-23;589;885.0;5;-3.0;23;-6.0
-36.0;-4;593;896.0;9;-21.0;4;86.0
-126.0;-22;593;887.0;3;93.0;22;115.0
-62.0;10;597;887.0;8;34.0;-10;79.0
-137.0;-13;595;882.0;7;-192.0;13;76.0
-122.0;-27;593;888.0;4;109.0;27;64.0
21.0;-19;599;879.0;8;-94.0;19;14.0
86.0;20;591;879.0;11;-56.0;-20;35.0
130.0;-17;594;885.0;9;-146.0;17;75.0
111.0;10;595;871.0;18;-171.0;-10;89.0
126.0;-7;594;887.0;4;-155.0;7;109.0
119.0;-27;598;878.0;8;-108.0;27;114.0
180.0;-1;592;848.0;9;-42.0;1;15.0
82.0;-4;603;897.0;3;-39.0;4;35.0
44.0;-38;600;892.0;16;-47.0;38;2.0
12.0;-16;603;888.0;11;-41.0;16;37.0
6.0;-12;605;881.0;9;-73.0;12;28.0
-14.0;31;598;902.0;12;65.0;-31;64.0
46.0;-15;600;897.0;15;-90.0;15;14.0
-17.0;21;597;877.0;7;-44.0;-21;77.0
12.0;-10;599;878.0;10;36.0;10;56.0
-29.0;-6;603;887.0;8;-34.0;6;29.0
-74.0;-11;594;885.0;8;-61.0;11;45.0
-111.0;8;601;885.0;12;-38.0;-8;76.0
-108.0;13;598;896.0;9;-55.0;-13;75.0
113.0;-30;596;873.0;9;116.0;30;52.0
93.0;-5;591;880.0;7;86.0;5;42.0
230.0;40;621;867.0;15;-125.0;-40;8.0
-10.0;12;612;894.0;17;-142.0;-12;-64.0
76.0;-32;614;894.0;17;-197.0;32;-27.0
-168.0;-12;612;888.0;17;88.0;12;72.0
-190.0;6;587;889.0;-5;58.0;-6;-128.0
-81.0;21;591;861.0;-1;8.0;-21;-32.0
42.0;12;587;868.0;-7;-30.0;-12;26.0
57.0;10;585;864.0;-6;-75.0;-10;65.0
98.0;16;532;829.0;-26;-69.0;-16;211.0
-45.0;-28;517;851.0;-54;5.0;28;113.0
24.0;-6;586;869.0;-8;-83.0;6;-12.0
25.0;-17;509;845.0;-45;163.0;17;131.0
33.0;18;511;832.0;-49;181.0;-18;216.0
189.0;4;516;848.0;-45;56.0;-4;242.0
5.0;9;591;880.0;2;-68.0;-9;25.0
20.0;18;583;879.0;-8;-15.0;-18;33.0
20.0;-33;588;893.0;-6;-68.0;33;19.0
82.0;-14;518;705.0;-38;70.0;14;156.0
4.0;-95;508;703.0;-22;69.0;95;46.0
-7.0;-70;498;720.0;-55;-68.0;70;-78.0
168.0;-20;579;886.0;-12;31.0;20;205.0
112.0;-13;580;888.0;-17;71.0;13;90.0
46.0;22;579;908.0;-16;78.0;-22;20.0
19.0;-14;571;910.0;-26;15.0;14;15.0
22.0;-10;485;978.0;-66;131.0;10;261.0
51.0;28;483;943.0;-63;0.0;-28;-100.0
65.0;0;489;949.0;-63;-209.0;0;-112.0
86.0;-4;487;942.0;-63;-35.0;4;127.0
131.0;-24;490;945.0;-62;-188.0;24;73.0
10.0;-5;491;952.0;-58;114.0;5;-57.0
-45.0;0;486;949.0;-53;191.0;0;5.0
180.0;6;494;943.0;-53;68.0;-6;-77.0
177.0;-18;496;937.0;-36;98.0;18;-137.0
-19.0;23;487;915.0;-55;-15.0;-23;-107.0
61.0;12;498;933.0;-73;-98.0;-12;120.0
115.0;-3;495;936.0;-54;-82.0;3;-22.0
185.0;109;533;916.0;-92;5.0;-109;105.0
-101.0;-78;507;918.0;-52;0.0;78;-80.0
128.0;-46;513;928.0;-64;111.0;46;-85.0
