Accelerometer HIP accZ;InertialMeasurementUnit LLA accZ;InertialMeasurementUnit BACK magneticX;Accelerometer RUA_ accX;InertialMeasurementUnit BACK accZ;Accelerometer BACK accY;InertialMeasurementUnit RLA accY;InertialMeasurementUnit LUA accZ;Accelerometer LH accZ;Accelerometer BACK accZ;Accelerometer BACK accX
57.0;127.0;667.0;136.0;-7.0;961.0;308.0;26.0;73.0;-290.0;96.0
85.0;136.0;666.0;174.0;-7.0;970.0;331.0;25.0;79.0;-280.0;106.0
16.0;160.0;668.0;194.0;37.0;984.0;349.0;70.0;50.0;-295.0;131.0
-37.0;167.0;526.0;190.0;50.0;966.0;328.0;63.0;99.0;-317.0;87.0
-32.0;157.0;527.0;160.0;47.0;980.0;326.0;62.0;111.0;-311.0;66.0
0.0;174.0;641.0;183.0;295.0;858.0;338.0;166.0;-15.0;-576.0;251.0
30.0;299.0;642.0;125.0;142.0;788.0;313.0;446.0;-31.0;-415.0;190.0
145.0;145.0;540.0;105.0;216.0;796.0;310.0;174.0;-49.0;-491.0;45.0
45.0;104.0;541.0;215.0;146.0;803.0;378.0;63.0;70.0;-398.0;49.0
-21.0;156.0;526.0;168.0;48.0;970.0;327.0;61.0;99.0;-318.0;67.0
11.0;402.0;589.0;204.0;91.0;968.0;718.0;180.0;-259.0;-286.0;98.0
-20.0;144.0;529.0;177.0;50.0;970.0;319.0;60.0;111.0;-319.0;58.0
0.0;150.0;529.0;184.0;46.0;953.0;323.0;51.0;99.0;-326.0;67.0
-36.0;164.0;532.0;165.0;56.0;963.0;329.0;57.0;112.0;-344.0;64.0
-38.0;148.0;531.0;194.0;56.0;968.0;328.0;48.0;115.0;-317.0;84.0
0.0;142.0;533.0;156.0;52.0;974.0;322.0;44.0;116.0;-305.0;61.0
0.0;148.0;532.0;173.0;54.0;962.0;323.0;43.0;116.0;-303.0;63.0
-1.0;149.0;532.0;170.0;50.0;968.0;324.0;45.0;99.0;-303.0;67.0
-11.0;142.0;533.0;176.0;54.0;970.0;340.0;39.0;132.0;-311.0;66.0
5.0;154.0;532.0;189.0;48.0;978.0;343.0;53.0;128.0;-305.0;59.0
5.0;156.0;527.0;174.0;52.0;970.0;318.0;38.0;142.0;-311.0;38.0
25.0;143.0;523.0;167.0;47.0;963.0;326.0;36.0;121.0;-309.0;59.0
9.0;137.0;514.0;196.0;32.0;954.0;334.0;32.0;54.0;-306.0;58.0
-12.0;436.0;602.0;106.0;105.0;947.0;609.0;158.0;-273.0;-320.0;118.0
-19.0;442.0;601.0;429.0;108.0;961.0;559.0;213.0;-218.0;-316.0;125.0
78.0;155.0;495.0;221.0;2.0;1007.0;350.0;22.0;78.0;-277.0;91.0
147.0;94.0;476.0;99.0;57.0;888.0;342.0;-29.0;91.0;-428.0;71.0
-13.0;35.0;528.0;167.0;18.0;937.0;330.0;53.0;-296.0;-264.0;150.0
-35.0;-67.0;540.0;165.0;40.0;967.0;355.0;48.0;-90.0;-297.0;78.0
-16.0;243.0;569.0;162.0;104.0;920.0;312.0;118.0;134.0;-401.0;84.0
20.0;174.0;555.0;180.0;64.0;962.0;339.0;78.0;57.0;-357.0;86.0
-1.0;204.0;556.0;169.0;80.0;958.0;340.0;68.0;46.0;-353.0;69.0
41.0;146.0;566.0;148.0;118.0;942.0;294.0;51.0;144.0;-380.0;48.0
-17.0;192.0;571.0;116.0;114.0;915.0;308.0;134.0;47.0;-418.0;78.0
-17.0;186.0;568.0;166.0;146.0;895.0;342.0;46.0;-179.0;-420.0;86.0
143.0;98.0;611.0;100.0;18.0;774.0;288.0;170.0;15.0;-502.0;24.0
-59.0;287.0;576.0;180.0;109.0;903.0;279.0;144.0;70.0;-416.0;98.0
-16.0;160.0;568.0;145.0;97.0;933.0;285.0;140.0;29.0;-431.0;58.0
11.0;192.0;554.0;165.0;77.0;932.0;347.0;112.0;9.0;-390.0;86.0
35.0;154.0;547.0;156.0;67.0;950.0;341.0;101.0;73.0;-362.0;71.0
44.0;243.0;532.0;204.0;6.0;966.0;348.0;39.0;174.0;-343.0;26.0
94.0;136.0;544.0;170.0;-46.0;957.0;351.0;8.0;303.0;-310.0;82.0
139.0;223.0;534.0;201.0;-46.0;1029.0;320.0;75.0;129.0;-377.0;19.0
224.0;185.0;372.0;258.0;99.0;986.0;431.0;46.0;-208.0;-401.0;61.0
-8.0;232.0;371.0;209.0;92.0;907.0;431.0;143.0;-225.0;-379.0;163.0
149.0;219.0;526.0;141.0;179.0;895.0;384.0;213.0;-55.0;-288.0;17.0
-6.0;163.0;533.0;194.0;84.0;718.0;238.0;169.0;37.0;-258.0;202.0
85.0;90.0;707.0;310.0;121.0;787.0;322.0;97.0;35.0;-341.0;-49.0
90.0;84.0;697.0;476.0;73.0;905.0;635.0;266.0;216.0;-317.0;1.0
225.0;148.0;487.0;127.0;30.0;942.0;275.0;102.0;168.0;-352.0;125.0
215.0;149.0;484.0;117.0;35.0;937.0;304.0;103.0;176.0;-343.0;133.0
240.0;157.0;493.0;116.0;41.0;956.0;298.0;90.0;128.0;-324.0;131.0
216.0;151.0;491.0;125.0;45.0;951.0;284.0;92.0;190.0;-361.0;120.0
210.0;157.0;489.0;126.0;35.0;931.0;277.0;85.0;152.0;-370.0;124.0
58.0;301.0;727.0;360.0;74.0;923.0;589.0;314.0;3.0;-400.0;192.0
10.0;319.0;684.0;307.0;137.0;833.0;351.0;350.0;-30.0;-451.0;289.0
219.0;155.0;479.0;69.0;16.0;930.0;327.0;92.0;114.0;-346.0;120.0
218.0;151.0;481.0;149.0;15.0;956.0;339.0;74.0;109.0;-316.0;137.0
186.0;141.0;493.0;113.0;6.0;927.0;248.0;138.0;71.0;-344.0;159.0
-59.0;162.0;618.0;169.0;117.0;851.0;420.0;256.0;117.0;-438.0;153.0
217.0;152.0;519.0;152.0;108.0;978.0;246.0;133.0;124.0;-333.0;134.0
36.0;161.0;766.0;89.0;196.0;803.0;261.0;102.0;-47.0;-415.0;68.0
80.0;87.0;823.0;-45.0;159.0;901.0;167.0;-1.0;50.0;-415.0;-178.0
216.0;161.0;492.0;114.0;58.0;932.0;298.0;142.0;89.0;-370.0;115.0
52.0;295.0;623.0;345.0;225.0;862.0;573.0;305.0;20.0;-457.0;306.0
215.0;168.0;498.0;144.0;53.0;943.0;297.0;145.0;88.0;-372.0;121.0
-87.0;159.0;680.0;312.0;279.0;952.0;538.0;265.0;134.0;-447.0;37.0
41.0;143.0;720.0;152.0;38.0;905.0;301.0;69.0;20.0;-323.0;36.0
-21.0;131.0;733.0;219.0;-29.0;892.0;284.0;82.0;-39.0;-316.0;130.0
70.0;120.0;772.0;199.0;155.0;875.0;665.0;117.0;183.0;-606.0;91.0
-165.0;115.0;789.0;104.0;258.0;830.0;369.0;290.0;135.0;-463.0;32.0
-93.0;113.0;787.0;246.0;173.0;904.0;404.0;217.0;64.0;-450.0;125.0
-34.0;127.0;741.0;158.0;217.0;855.0;372.0;158.0;47.0;-468.0;-16.0
181.0;176.0;505.0;136.0;57.0;942.0;300.0;141.0;81.0;-390.0;125.0
166.0;178.0;508.0;142.0;75.0;920.0;325.0;147.0;72.0;-350.0;133.0
150.0;163.0;492.0;134.0;38.0;933.0;339.0;118.0;41.0;-341.0;178.0
176.0;165.0;493.0;154.0;43.0;929.0;314.0;112.0;169.0;-329.0;172.0
192.0;201.0;487.0;84.0;46.0;936.0;300.0;121.0;52.0;-351.0;114.0
217.0;196.0;488.0;87.0;52.0;948.0;306.0;100.0;26.0;-345.0;142.0
207.0;204.0;490.0;136.0;56.0;950.0;295.0;118.0;38.0;-359.0;132.0
162.0;152.0;495.0;130.0;12.0;949.0;272.0;132.0;96.0;-352.0;142.0
58.0;189.0;491.0;99.0;72.0;951.0;260.0;68.0;126.0;-300.0;163.0
115.0;183.0;528.0;378.0;-39.0;962.0;368.0;220.0;43.0;-390.0;163.0
38.0;369.0;749.0;161.0;72.0;983.0;400.0;247.0;373.0;-362.0;27.0
176.0;107.0;424.0;324.0;178.0;855.0;404.0;231.0;14.0;-562.0;150.0
-119.0;236.0;597.0;370.0;160.0;895.0;633.0;286.0;6.0;-433.0;139.0
-105.0;242.0;598.0;388.0;151.0;914.0;630.0;265.0;-54.0;-491.0;135.0
-91.0;231.0;597.0;329.0;156.0;884.0;656.0;271.0;-29.0;-466.0;128.0
-101.0;241.0;585.0;270.0;116.0;896.0;620.0;251.0;-42.0;-444.0;144.0
-111.0;232.0;581.0;322.0;138.0;891.0;456.0;261.0;-80.0;-416.0;159.0
-99.0;229.0;578.0;350.0;93.0;946.0;467.0;230.0;-23.0;-340.0;87.0
-41.0;215.0;483.0;273.0;50.0;835.0;337.0;174.0;-43.0;-332.0;170.0
-81.0;223.0;575.0;347.0;90.0;987.0;447.0;226.0;7.0;-334.0;108.0
-109.0;226.0;577.0;333.0;92.0;987.0;452.0;222.0;-3.0;-327.0;103.0
-81.0;254.0;577.0;236.0;94.0;942.0;462.0;251.0;-182.0;-381.0;88.0
-55.0;193.0;569.0;243.0;67.0;920.0;352.0;206.0;-92.0;-400.0;91.0
-71.0;172.0;569.0;233.0;70.0;929.0;372.0;220.0;4.0;-412.0;101.0
-100.0;193.0;567.0;192.0;84.0;928.0;417.0;214.0;37.0;-447.0;79.0
-96.0;193.0;568.0;164.0;68.0;956.0;382.0;208.0;-147.0;-392.0;140.0
-57.0;244.0;565.0;192.0;56.0;959.0;343.0;153.0;-1.0;-362.0;79.0
-62.0;149.0;559.0;185.0;78.0;953.0;265.0;179.0;-193.0;-333.0;51.0
-12.0;220.0;556.0;69.0;66.0;951.0;395.0;186.0;-57.0;-365.0;69.0
-37.0;269.0;557.0;107.0;64.0;927.0;420.0;155.0;-16.0;-363.0;58.0
-41.0;194.0;572.0;96.0;84.0;951.0;363.0;222.0;82.0;-358.0;58.0
-48.0;280.0;273.0;-128.0;113.0;818.0;848.0;197.0;-120.0;-340.0;57.0
-8.0;301.0;539.0;157.0;338.0;744.0;390.0;192.0;-231.0;-610.0;202.0
-118.0;222.0;595.0;281.0;106.0;857.0;584.0;278.0;145.0;-469.0;134.0
146.0;153.0;436.0;357.0;470.0;639.0;482.0;94.0;-168.0;-787.0;137.0
-114.0;254.0;594.0;378.0;119.0;855.0;596.0;293.0;51.0;-507.0;188.0
-142.0;225.0;596.0;395.0;132.0;903.0;555.0;308.0;51.0;-491.0;221.0
-164.0;232.0;595.0;376.0;133.0;868.0;604.0;309.0;41.0;-469.0;221.0
-124.0;240.0;598.0;344.0;145.0;885.0;647.0;297.0;61.0;-474.0;214.0
252.0;128.0;501.0;95.0;41.0;916.0;284.0;50.0;132.0;-383.0;105.0
-149.0;252.0;567.0;417.0;153.0;904.0;570.0;293.0;-123.0;-420.0;241.0
174.0;148.0;543.0;298.0;96.0;867.0;491.0;102.0;100.0;-450.0;218.0
25.0;97.0;592.0;439.0;221.0;868.0;457.0;114.0;143.0;-594.0;149.0
132.0;-92.0;401.0;204.0;399.0;837.0;559.0;291.0;630.0;-573.0;-35.0
-41.0;-377.0;440.0;668.0;554.0;635.0;897.0;-167.0;777.0;-793.0;-132.0
3.0;80.0;305.0;105.0;106.0;917.0;369.0;189.0;4.0;-388.0;37.0
165.0;178.0;662.0;155.0;108.0;949.0;589.0;223.0;-88.0;-329.0;-6.0
114.0;161.0;664.0;312.0;129.0;950.0;577.0;242.0;4.0;-289.0;20.0
46.0;237.0;694.0;199.0;153.0;961.0;540.0;273.0;91.0;-300.0;-49.0
-92.0;323.0;604.0;378.0;108.0;1013.0;394.0;397.0;-307.0;-583.0;367.0
-124.0;223.0;657.0;227.0;198.0;889.0;474.0;330.0;-20.0;-455.0;207.0
-48.0;182.0;593.0;384.0;103.0;944.0;266.0;307.0;66.0;-269.0;254.0
-57.0;203.0;589.0;362.0;-46.0;944.0;394.0;205.0;15.0;-278.0;186.0
-233.0;340.0;607.0;394.0;-20.0;954.0;489.0;264.0;-118.0;-312.0;200.0
-207.0;748.0;364.0;441.0;-71.0;930.0;576.0;227.0;248.0;-276.0;212.0
19.0;15.0;700.0;256.0;197.0;960.0;455.0;271.0;67.0;-346.0;-8.0
62.0;322.0;575.0;94.0;310.0;881.0;535.0;217.0;124.0;-498.0;3.0
20.0;206.0;728.0;367.0;291.0;941.0;642.0;242.0;-10.0;-378.0;-1.0
64.0;78.0;530.0;297.0;63.0;832.0;351.0;93.0;141.0;-304.0;37.0
21.0;203.0;730.0;329.0;291.0;932.0;544.0;234.0;13.0;-385.0;-10.0
-6.0;159.0;871.0;101.0;251.0;946.0;365.0;12.0;36.0;-355.0;118.0
31.0;195.0;730.0;208.0;295.0;932.0;472.0;231.0;1.0;-397.0;-4.0
10.0;188.0;730.0;166.0;295.0;934.0;504.0;233.0;43.0;-397.0;-7.0
6.0;19.0;718.0;40.0;205.0;971.0;346.0;351.0;-88.0;-312.0;8.0
-8.0;245.0;698.0;65.0;290.0;942.0;330.0;190.0;-174.0;-420.0;-58.0
20.0;155.0;710.0;97.0;322.0;904.0;210.0;237.0;-86.0;-420.0;-10.0
-3.0;120.0;713.0;26.0;321.0;919.0;348.0;178.0;-62.0;-446.0;-59.0
11.0;126.0;712.0;50.0;320.0;916.0;412.0;262.0;-62.0;-457.0;-45.0
17.0;100.0;718.0;-52.0;304.0;918.0;304.0;199.0;-12.0;-436.0;-30.0
21.0;95.0;729.0;15.0;303.0;934.0;283.0;208.0;-2.0;-392.0;-27.0
29.0;97.0;728.0;63.0;296.0;924.0;323.0;213.0;-44.0;-397.0;-19.0
-98.0;227.0;682.0;117.0;185.0;980.0;427.0;33.0;117.0;-577.0;175.0
45.0;66.0;519.0;75.0;66.0;882.0;288.0;55.0;124.0;-341.0;19.0
-33.0;217.0;378.0;181.0;8.0;991.0;273.0;197.0;-189.0;-456.0;177.0
320.0;47.0;841.0;122.0;303.0;612.0;136.0;66.0;276.0;-248.0;10.0
53.0;313.0;400.0;243.0;-108.0;1011.0;497.0;207.0;-22.0;-352.0;33.0
45.0;221.0;778.0;36.0;48.0;896.0;451.0;149.0;90.0;-498.0;-67.0
67.0;224.0;599.0;200.0;24.0;978.0;386.0;201.0;-161.0;-268.0;59.0
84.0;213.0;608.0;156.0;23.0;979.0;296.0;168.0;-171.0;-244.0;62.0
85.0;215.0;388.0;151.0;42.0;882.0;373.0;78.0;28.0;-289.0;48.0
-141.0;423.0;495.0;303.0;141.0;961.0;628.0;418.0;-304.0;-291.0;144.0
73.0;208.0;625.0;40.0;30.0;982.0;186.0;197.0;-151.0;-253.0;43.0
87.0;183.0;636.0;288.0;41.0;979.0;209.0;160.0;-146.0;-268.0;52.0
74.0;174.0;629.0;396.0;53.0;984.0;305.0;153.0;-132.0;-277.0;46.0
43.0;324.0;661.0;409.0;158.0;969.0;407.0;97.0;-359.0;-283.0;125.0
67.0;340.0;663.0;397.0;120.0;971.0;627.0;169.0;-326.0;-306.0;140.0
-24.0;113.0;423.0;109.0;114.0;952.0;296.0;91.0;70.0;-303.0;19.0
-103.0;215.0;378.0;190.0;78.0;876.0;313.0;217.0;-75.0;-320.0;269.0
-51.0;165.0;470.0;156.0;169.0;928.0;484.0;223.0;-47.0;-407.0;235.0
-31.0;149.0;485.0;136.0;239.0;923.0;416.0;56.0;9.0;-439.0;237.0
233.0;243.0;568.0;223.0;-17.0;898.0;582.0;93.0;-75.0;-267.0;164.0
128.0;92.0;756.0;142.0;75.0;884.0;304.0;115.0;149.0;-289.0;31.0
-17.0;284.0;697.0;347.0;26.0;852.0;410.0;92.0;100.0;-174.0;158.0
-52.0;101.0;814.0;209.0;60.0;953.0;466.0;43.0;-172.0;-663.0;211.0
-240.0;137.0;816.0;247.0;84.0;882.0;427.0;42.0;-111.0;-573.0;226.0
-21.0;236.0;733.0;401.0;35.0;852.0;532.0;205.0;-224.0;-427.0;109.0
-173.0;229.0;726.0;283.0;135.0;732.0;592.0;216.0;-215.0;-259.0;86.0
-13.0;124.0;612.0;103.0;85.0;974.0;355.0;272.0;121.0;-254.0;5.0
62.0;83.0;580.0;318.0;2.0;971.0;387.0;36.0;9.0;-270.0;77.0
91.0;-33.0;580.0;283.0;-64.0;957.0;950.0;114.0;27.0;-375.0;-18.0
-5.0;264.0;745.0;405.0;-31.0;857.0;521.0;203.0;-5.0;-267.0;166.0
-94.0;119.0;794.0;483.0;86.0;1023.0;561.0;141.0;-69.0;-569.0;145.0
14.0;158.0;508.0;76.0;-40.0;966.0;438.0;157.0;-37.0;-360.0;35.0
69.0;197.0;505.0;398.0;25.0;960.0;274.0;174.0;-4.0;-402.0;-15.0
15.0;195.0;503.0;226.0;49.0;1011.0;331.0;171.0;0.0;-397.0;14.0
10.0;201.0;501.0;421.0;37.0;939.0;292.0;198.0;60.0;-365.0;-29.0
-112.0;-102.0;517.0;806.0;107.0;932.0;901.0;161.0;51.0;-390.0;165.0
-89.0;-281.0;591.0;585.0;249.0;876.0;802.0;255.0;584.0;-730.0;-46.0
-148.0;-85.0;554.0;65.0;58.0;946.0;757.0;131.0;178.0;-375.0;194.0
-165.0;-583.0;581.0;858.0;242.0;878.0;925.0;257.0;719.0;-511.0;229.0
-19.0;260.0;573.0;215.0;102.0;948.0;271.0;206.0;-23.0;-357.0;206.0
-78.0;126.0;409.0;188.0;196.0;787.0;242.0;83.0;-123.0;-352.0;193.0
-89.0;106.0;341.0;295.0;-1.0;921.0;335.0;87.0;111.0;-487.0;18.0
81.0;105.0;502.0;201.0;168.0;929.0;234.0;68.0;92.0;-559.0;240.0
127.0;166.0;580.0;203.0;122.0;940.0;257.0;172.0;-6.0;-543.0;243.0
10.0;186.0;434.0;162.0;219.0;735.0;438.0;140.0;105.0;-428.0;6.0
20.0;149.0;632.0;316.0;-54.0;978.0;435.0;-47.0;87.0;-310.0;96.0
82.0;61.0;586.0;240.0;193.0;965.0;595.0;211.0;88.0;-356.0;54.0
-134.0;80.0;749.0;89.0;105.0;868.0;453.0;167.0;-150.0;-405.0;-81.0
70.0;167.0;784.0;248.0;173.0;915.0;509.0;197.0;-103.0;-331.0;133.0
58.0;167.0;852.0;230.0;106.0;941.0;273.0;201.0;-84.0;-293.0;158.0
74.0;223.0;911.0;296.0;62.0;951.0;352.0;130.0;-221.0;-270.0;125.0
-130.0;31.0;747.0;80.0;148.0;926.0;478.0;205.0;-169.0;-400.0;-56.0
113.0;240.0;822.0;159.0;125.0;1024.0;566.0;249.0;15.0;-313.0;57.0
130.0;159.0;912.0;174.0;74.0;971.0;364.0;114.0;-178.0;-374.0;25.0
115.0;4.0;911.0;277.0;60.0;812.0;437.0;103.0;25.0;-378.0;52.0
41.0;284.0;728.0;119.0;144.0;891.0;471.0;327.0;50.0;-608.0;48.0
-139.0;151.0;587.0;305.0;203.0;847.0;777.0;237.0;-115.0;-510.0;155.0
144.0;148.0;652.0;369.0;-78.0;1060.0;392.0;208.0;104.0;-396.0;68.0
162.0;96.0;555.0;215.0;84.0;850.0;256.0;44.0;175.0;-344.0;-85.0
-63.0;207.0;560.0;186.0;-44.0;1072.0;237.0;142.0;-17.0;-349.0;49.0
-57.0;-50.0;657.0;410.0;633.0;548.0;649.0;-5.0;19.0;-850.0;-36.0
-109.0;-135.0;660.0;446.0;700.0;383.0;669.0;74.0;470.0;-929.0;61.0
-50.0;361.0;765.0;321.0;230.0;857.0;635.0;355.0;-203.0;-488.0;237.0
-61.0;169.0;740.0;175.0;96.0;850.0;489.0;224.0;38.0;-546.0;138.0
2.0;273.0;545.0;127.0;5.0;970.0;378.0;337.0;-242.0;-260.0;106.0
22.0;321.0;972.0;90.0;231.0;787.0;231.0;224.0;-110.0;-318.0;218.0
121.0;309.0;607.0;121.0;65.0;963.0;443.0;116.0;-6.0;-402.0;-173.0
226.0;93.0;541.0;178.0;117.0;852.0;216.0;133.0;-26.0;-366.0;-65.0
100.0;218.0;673.0;282.0;-6.0;978.0;351.0;172.0;-136.0;-413.0;97.0
253.0;131.0;505.0;102.0;49.0;937.0;275.0;56.0;145.0;-411.0;110.0
