InertialMeasurementUnit R-SHOE EuY;InertialMeasurementUnit BACK accY;InertialMeasurementUnit RLA magneticZ;InertialMeasurementUnit BACK gyroZ;InertialMeasurementUnit RUA gyroY;InertialMeasurementUnit LUA gyroY;InertialMeasurementUnit L-SHOE EuY;InertialMeasurementUnit LLA gyroX
-29;-307.0;-121.0;87.0;-321.0;129.0;-33;-121.0
-26;-202.0;-158.0;-61.0;110.0;-36.0;-37;1.0
-29;-270.0;-140.0;0.0;-30.0;15.0;-37;-85.0
-29;-273.0;-139.0;2.0;-17.0;31.0;-37;-93.0
-29;-272.0;-136.0;-15.0;-45.0;29.0;-37;-70.0
-29;-282.0;-137.0;8.0;-23.0;7.0;-37;-78.0
-30;-309.0;-112.0;-49.0;-28.0;99.0;-40;-90.0
-29;-270.0;-142.0;-6.0;-26.0;37.0;-37;-75.0
-37;-272.0;-109.0;-19.0;-36.0;-27.0;-42;-108.0
-20;-302.0;-566.0;-174.0;102.0;-189.0;-31;761.0
-23;-309.0;-95.0;101.0;23.0;-45.0;-27;-218.0
-29;-315.0;-181.0;-22.0;7.0;-32.0;-37;-61.0
-24;-220.0;-31.0;-23.0;-208.0;-264.0;-33;367.0
-26;-141.0;-223.0;6.0;18.0;22.0;-44;-58.0
-27;-295.0;-95.0;-28.0;-114.0;-43.0;-37;-595.0
-37;-264.0;-192.0;119.0;-820.0;122.0;-42;-110.0
-25;-318.0;-266.0;105.0;-58.0;166.0;-35;-90.0
-43;-404.0;243.0;80.0;-145.0;169.0;-20;-1729.0
-25;-303.0;-176.0;15.0;48.0;83.0;-35;335.0
-66;-277.0;-141.0;252.0;-7.0;390.0;-33;8.0
-30;-270.0;-204.0;-27.0;-42.0;-43.0;-37;-12.0
-28;-273.0;-199.0;23.0;-62.0;46.0;-37;-116.0
-27;-286.0;-201.0;28.0;-48.0;19.0;-37;-145.0
-38;-257.0;-302.0;-33.0;124.0;65.0;-43;-80.0
-29;-271.0;-193.0;42.0;-50.0;6.0;-37;-116.0
-29;-294.0;-188.0;40.0;-66.0;25.0;-37;-59.0
-29;-292.0;-185.0;11.0;-52.0;25.0;-37;-141.0
-29;-290.0;-184.0;2.0;-44.0;-10.0;-37;-79.0
-26;-134.0;-283.0;143.0;-447.0;238.0;-44;-70.0
-31;-106.0;-318.0;-229.0;-809.0;-234.0;-43;95.0
-37;-226.0;-147.0;18.0;25.0;69.0;-42;-73.0
-31;-160.0;-205.0;-12.0;-96.0;7.0;-45;-40.0
-31;-158.0;-207.0;-10.0;-18.0;-9.0;-45;-62.0
-23;-204.0;177.0;-88.0;-136.0;-275.0;-30;56.0
-37;-222.0;-142.0;17.0;11.0;38.0;-43;-88.0
-31;-165.0;-204.0;-2.0;-25.0;-11.0;-45;-63.0
-87;-322.0;136.0;197.0;-53.0;187.0;-35;-605.0
-37;-216.0;-229.0;1.0;92.0;23.0;-43;-54.0
-31;-173.0;-170.0;11.0;-160.0;-14.0;-45;-93.0
-37;-217.0;-239.0;19.0;92.0;13.0;-43;-45.0
-78;-273.0;-695.0;221.0;-199.0;359.0;-13;-373.0
-31;-131.0;-429.0;169.0;262.0;209.0;-45;-239.0
-28;-255.0;-117.0;28.0;-34.0;39.0;-29;-131.0
-28;-111.0;-348.0;41.0;466.0;39.0;-45;-258.0
-25;-276.0;-227.0;-77.0;10.0;-19.0;-35;105.0
-24;-319.0;158.0;-5.0;-60.0;82.0;-27;-343.0
-28;-314.0;-719.0;82.0;-71.0;183.0;-28;-662.0
-31;-280.0;-53.0;0.0;-15.0;-5.0;-36;-95.0
-31;-254.0;197.0;40.0;-162.0;202.0;-43;-286.0
-25;-264.0;-748.0;-27.0;-134.0;-12.0;-27;335.0
-25;-255.0;-503.0;40.0;15.0;180.0;-30;182.0
-37;-289.0;-109.0;19.0;-28.0;-6.0;-42;-60.0
-31;-272.0;-75.0;-21.0;2.0;16.0;-36;12.0
-38;-271.0;-110.0;-20.0;-37.0;-6.0;-42;-53.0
-31;-172.0;-159.0;-6.0;-85.0;-10.0;-45;-89.0
-25;-144.0;-133.0;-8.0;-146.0;-77.0;-35;28.0
-31;-167.0;-151.0;-21.0;-21.0;-26.0;-45;-63.0
-24;-406.0;-556.0;4.0;80.0;2.0;-27;28.0
-31;-159.0;-187.0;4.0;75.0;33.0;-45;-48.0
-38;-302.0;-203.0;13.0;-69.0;14.0;-44;-70.0
-35;-210.0;-129.0;30.0;16.0;44.0;-45;-79.0
-25;-406.0;-634.0;-15.0;-82.0;-19.0;-27;-41.0
-25;-207.0;-120.0;2.0;-45.0;4.0;-35;-114.0
-35;-186.0;-129.0;15.0;1.0;33.0;-45;-75.0
-35;-188.0;-134.0;6.0;31.0;0.0;-45;-82.0
-28;-100.0;-394.0;42.0;2.0;40.0;-29;-160.0
-25;-219.0;-99.0;28.0;-24.0;7.0;-35;-49.0
-28;-247.0;-49.0;58.0;14.0;33.0;-38;3.0
-25;-282.0;-157.0;-11.0;14.0;-10.0;-35;-146.0
-25;-283.0;-162.0;-24.0;22.0;-21.0;-35;-112.0
-35;-191.0;-136.0;9.0;23.0;11.0;-45;-56.0
-28;-253.0;-297.0;17.0;-100.0;104.0;-44;-65.0
-28;-261.0;-287.0;19.0;15.0;147.0;-44;-132.0
-27;-277.0;-88.0;19.0;-410.0;-601.0;-37;-536.0
-35;-190.0;-140.0;5.0;17.0;6.0;-45;-55.0
-35;-187.0;-146.0;-25.0;13.0;3.0;-45;-27.0
-38;-312.0;-198.0;32.0;0.0;5.0;-44;-69.0
-38;-312.0;-80.0;7.0;4.0;26.0;-44;-93.0
-26;-178.0;-257.0;-30.0;-33.0;35.0;-43;34.0
-54;-223.0;270.0;-573.0;395.0;-479.0;-36;889.0
-25;-196.0;-67.0;1.0;-76.0;29.0;-35;-111.0
-25;-207.0;-138.0;20.0;-27.0;27.0;-35;-98.0
-32;-261.0;-117.0;-57.0;91.0;78.0;-73;-77.0
-25;-294.0;-163.0;-45.0;25.0;-46.0;-35;-22.0
-26;-205.0;-145.0;-58.0;-14.0;-102.0;-37;-100.0
-87;-262.0;-504.0;263.0;-188.0;149.0;-37;129.0
-35;-295.0;-149.0;26.0;-59.0;-5.0;-43;-104.0
-25;-322.0;-232.0;43.0;20.0;40.0;-35;10.0
-35;-283.0;-148.0;2.0;-55.0;32.0;-43;-97.0
-28;-347.0;-247.0;-32.0;-41.0;-72.0;-35;129.0
-25;-556.0;-106.0;31.0;-147.0;-88.0;-28;-120.0
-23;-434.0;-209.0;41.0;-54.0;18.0;-27;-343.0
-23;-484.0;-213.0;-52.0;-133.0;-72.0;-28;-124.0
-31;-146.0;-296.0;-96.0;-112.0;-58.0;-45;-47.0
-25;-498.0;-169.0;-30.0;82.0;-37.0;-28;56.0
-26;-447.0;-448.0;-113.0;484.0;-125.0;-27;-326.0
-20;-404.0;-311.0;150.0;-313.0;36.0;-27;-260.0
-25;-339.0;-350.0;90.0;-216.0;79.0;-27;-101.0
-29;-303.0;-214.0;51.0;-330.0;-5.0;-37;-124.0
-25;-339.0;-263.0;28.0;-47.0;2.0;-35;-108.0
-25;-327.0;-268.0;6.0;-90.0;64.0;-35;-35.0
-28;-333.0;-235.0;-49.0;-143.0;81.0;-35;-84.0
-35;-285.0;-147.0;17.0;-15.0;43.0;-43;-97.0
-35;-269.0;-162.0;16.0;-48.0;12.0;-43;-56.0
-29;-295.0;-249.0;-11.0;64.0;28.0;-37;-217.0
-26;-258.0;-484.0;42.0;-41.0;48.0;-30;-293.0
-30;-130.0;-354.0;5.0;24.0;25.0;-45;-47.0
-25;-308.0;-298.0;53.0;-80.0;58.0;-35;-40.0
-25;-345.0;-301.0;47.0;-32.0;56.0;-35;-63.0
-25;-315.0;-300.0;49.0;-9.0;54.0;-35;-140.0
-25;-406.0;-501.0;68.0;-448.0;-13.0;-27;45.0
-25;-357.0;-319.0;6.0;-88.0;-61.0;-35;-131.0
-35;-267.0;-171.0;26.0;-53.0;39.0;-43;-129.0
-65;-324.0;-727.0;225.0;-292.0;328.0;-14;-1254.0
-26;-193.0;-251.0;-25.0;-9.0;31.0;-43;38.0
-36;-240.0;-186.0;-292.0;1107.0;-121.0;-42;177.0
-25;-239.0;-295.0;58.0;-119.0;10.0;-35;-205.0
-37;-234.0;-189.0;21.0;-154.0;50.0;-43;-83.0
-33;-169.0;-139.0;-46.0;-123.0;1.0;-44;-40.0
-32;-190.0;-289.0;-224.0;-249.0;364.0;-43;-256.0
-29;-239.0;-342.0;349.0;-84.0;593.0;-28;-630.0
-32;-162.0;-151.0;5.0;-33.0;17.0;-44;-64.0
-30;-118.0;-352.0;5.0;-50.0;-14.0;-45;-33.0
-25;-80.0;-236.0;62.0;-11.0;46.0;-44;-30.0
-22;847.0;-515.0;-27.0;4.0;30.0;34;-349.0
-30;-106.0;-351.0;-20.0;-77.0;7.0;-45;-21.0
-26;-142.0;-231.0;35.0;-79.0;71.0;-44;-99.0
-29;-318.0;-192.0;16.0;-68.0;56.0;-33;19.0
-27;-258.0;-139.0;38.0;-75.0;-2.0;-37;-55.0
-32;-176.0;-147.0;-14.0;36.0;-8.0;-44;-84.0
-29;-301.0;-290.0;0.0;-416.0;-25.0;-33;130.0
-26;-318.0;-171.0;4.0;-198.0;-119.0;-34;2.0
-26;-328.0;-195.0;-39.0;-129.0;-4.0;-34;-19.0
-26;-323.0;-130.0;-11.0;13.0;-49.0;-34;-54.0
-36;-325.0;-89.0;-40.0;-19.0;-27.0;-42;-32.0
-26;-310.0;-130.0;-7.0;-25.0;-31.0;-34;2.0
-26;-269.0;-94.0;-2.0;-124.0;-74.0;-37;60.0
-31;-172.0;-347.0;315.0;1011.0;386.0;-44;-292.0
-20;-367.0;-86.0;40.0;53.0;81.0;-27;-116.0
-29;-306.0;38.0;15.0;25.0;-23.0;-37;169.0
-24;-230.0;-118.0;-24.0;3.0;-35.0;-34;-65.0
-56;-163.0;272.0;-33.0;-92.0;-163.0;-60;-489.0
-27;-174.0;-290.0;-30.0;90.0;5.0;-43;16.0
-25;-264.0;-34.0;16.0;-43.0;14.0;-35;-93.0
-27;-172.0;-293.0;-24.0;83.0;-6.0;-43;-58.0
-32;-173.0;-146.0;7.0;4.0;5.0;-44;-53.0
-25;-302.0;-280.0;-1.0;217.0;23.0;-35;-194.0
-27;-172.0;-253.0;27.0;66.0;12.0;-43;-91.0
-27;-176.0;-238.0;6.0;32.0;6.0;-43;-106.0
-27;-268.0;-154.0;0.0;33.0;-15.0;-37;-111.0
-32;-167.0;-146.0;7.0;24.0;-3.0;-44;-88.0
-32;-164.0;-151.0;3.0;4.0;35.0;-44;-50.0
-32;-165.0;-149.0;11.0;4.0;-2.0;-44;-71.0
-10;-115.0;-399.0;337.0;-531.0;428.0;-17;138.0
-31;-288.0;-54.0;-9.0;29.0;-14.0;-36;-44.0
-32;-164.0;-153.0;16.0;-13.0;18.0;-44;-65.0
-35;-162.0;-164.0;-130.0;75.0;-61.0;-45;-23.0
-32;-161.0;-158.0;1.0;12.0;-19.0;-44;-65.0
-35;-226.0;-96.0;-10.0;-14.0;28.0;-45;-62.0
-32;-169.0;-163.0;2.0;-10.0;-32.0;-44;-42.0
-20;-242.0;-792.0;16.0;-23.0;-5.0;-26;-69.0
-32;-174.0;-163.0;6.0;11.0;-2.0;-44;-38.0
-35;-217.0;-89.0;11.0;-3.0;13.0;-45;-83.0
-27;-24.0;-571.0;14.0;-22.0;153.0;-29;-39.0
-26;-99.0;-290.0;31.0;27.0;39.0;-29;-75.0
-27;-143.0;-619.0;-16.0;-317.0;300.0;-27;-273.0
16;101.0;-897.0;598.0;-954.0;1485.0;-14;-1134.0
-32;-161.0;-182.0;1.0;-50.0;18.0;-44;-27.0
-23;-292.0;-739.0;-29.0;-350.0;-242.0;-28;-267.0
-32;-168.0;-209.0;-23.0;-13.0;-72.0;-44;-9.0
-26;-90.0;-396.0;-14.0;-44.0;10.0;-29;-64.0
-24;99.0;-410.0;-27.0;-1.0;77.0;-29;-497.0
-35;-223.0;-95.0;17.0;5.0;11.0;-45;-72.0
-24;-78.0;-450.0;-110.0;39.0;-92.0;-31;-33.0
-24;-54.0;-439.0;6.0;-57.0;-17.0;-30;-257.0
-27;-180.0;-208.0;-13.0;-74.0;21.0;-43;-24.0
-32;-160.0;-245.0;-16.0;50.0;-36.0;-44;-34.0
-26;-87.0;-341.0;16.0;-129.0;6.0;-29;-71.0
-25;-198.0;-26.0;-4.0;-25.0;25.0;-35;-60.0
-21;-228.0;-853.0;-40.0;50.0;-55.0;-23;159.0
-27;-171.0;-163.0;11.0;-37.0;9.0;-43;-104.0
-32;-160.0;-251.0;-19.0;42.0;-14.0;-44;7.0
-32;-163.0;-255.0;-51.0;35.0;-26.0;-44;-32.0
-24;-314.0;-281.0;54.0;-26.0;72.0;-27;-128.0
-24;-224.0;-265.0;-11.0;19.0;194.0;-35;-475.0
-26;-160.0;-205.0;-431.0;73.0;-449.0;-73;491.0
-45;-575.0;-653.0;-38.0;175.0;41.0;-33;-466.0
-23;-359.0;-233.0;86.0;122.0;27.0;-31;-81.0
-20;-367.0;-300.0;61.0;17.0;49.0;-27;-135.0
-25;-359.0;-571.0;45.0;22.0;48.0;-27;-58.0
-32;-303.0;-453.0;100.0;-255.0;110.0;-30;-433.0
-1;-237.0;-873.0;105.0;216.0;554.0;-36;299.0
-29;-113.0;-340.0;-157.0;-112.0;-121.0;-45;144.0
-27;-171.0;-158.0;0.0;-14.0;23.0;-43;-32.0
-23;-419.0;-250.0;-133.0;-105.0;-589.0;-8;-96.0
-24;-230.0;-122.0;-1.0;34.0;-27.0;-34;-4.0
-31;-40.0;-324.0;-96.0;9.0;-53.0;-44;24.0
-21;-410.0;-422.0;60.0;-50.0;112.0;-27;118.0
-33;182.0;-77.0;89.0;-220.0;448.0;-33;-172.0
-27;-167.0;-146.0;-16.0;-31.0;13.0;-43;-38.0
-35;-212.0;-97.0;-16.0;-30.0;26.0;-45;-53.0
-35;-209.0;-101.0;30.0;13.0;-3.0;-45;-84.0
-27;-283.0;-73.0;41.0;-133.0;44.0;-37;-88.0
-34;-300.0;-127.0;-25.0;55.0;-20.0;-43;-15.0
-35;-205.0;-106.0;-15.0;-17.0;-5.0;-45;-76.0
-38;-291.0;-204.0;-25.0;32.0;-35.0;-44;-30.0
-31;-133.0;-186.0;447.0;-31.0;410.0;-46;-265.0
-33;-179.0;-142.0;-8.0;-5.0;9.0;-44;-64.0
-33;-181.0;-131.0;-1.0;31.0;14.0;-44;-54.0
-33;-177.0;-130.0;-6.0;7.0;5.0;-44;-31.0
-33;-180.0;-129.0;-6.0;-17.0;30.0;-44;-14.0
-33;-186.0;-122.0;16.0;38.0;-7.0;-44;-82.0
-24;-65.0;-435.0;-50.0;18.0;-36.0;-29;-72.0
-33;-181.0;-114.0;21.0;32.0;20.0;-44;-89.0
-33;-184.0;-116.0;-3.0;23.0;32.0;-44;-84.0
-33;-187.0;-117.0;-53.0;-35.0;5.0;-44;-43.0
-35;-201.0;-123.0;5.0;44.0;40.0;-45;-58.0
-35;-226.0;-94.0;15.0;44.0;-5.0;-45;-71.0
-27;-153.0;-133.0;-237.0;-315.0;-85.0;-37;28.0
-25;-285.0;-160.0;24.0;356.0;195.0;-35;84.0
-29;-282.0;-283.0;-39.0;154.0;-5.0;-37;-867.0
-22;-262.0;321.0;82.0;-143.0;29.0;-44;524.0
-25;-260.0;-306.0;-127.0;462.0;-20.0;-35;114.0
-37;-305.0;-117.0;-214.0;116.0;-306.0;-42;-102.0
-30;-244.0;-30.0;19.0;-40.0;40.0;-37;-49.0
-24;-406.0;-54.0;-245.0;270.0;-138.0;-29;443.0
-24;-374.0;-570.0;-48.0;-62.0;-58.0;-27;134.0
-34;-346.0;-106.0;-10.0;-15.0;-65.0;-42;582.0
-24;-231.0;-43.0;34.0;480.0;-58.0;-34;-120.0
-36;-348.0;-85.0;13.0;-47.0;5.0;-42;-76.0
-21;-358.0;170.0;-53.0;-40.0;14.0;-27;27.0
-23;-121.0;272.0;456.0;-203.0;-239.0;-29;-572.0
-31;-188.0;-87.0;5.0;-1.0;1.0;-43;-82.0
-26;-184.0;-107.0;-7.0;199.0;46.0;-44;-107.0
-21;-135.0;-522.0;-66.0;326.0;236.0;-27;-177.0
-25;-247.0;-11.0;-15.0;26.0;25.0;-34;-59.0
-26;-252.0;-55.0;0.0;-10.0;118.0;-37;-179.0
-22;-181.0;85.0;-94.0;-494.0;-36.0;-29;-165.0
-20;-300.0;101.0;270.0;-63.0;177.0;-28;69.0
-26;-86.0;-228.0;31.0;-100.0;23.0;-29;-91.0
-27;-83.0;-682.0;-22.0;-44.0;-15.0;-29;-84.0
-26;-105.0;-237.0;-100.0;-162.0;-221.0;-37;2116.0
-27;-98.0;-65.0;-3.0;101.0;-25.0;-45;-133.0
-24;-162.0;-94.0;-14.0;7.0;25.0;-34;-21.0
-24;-164.0;-96.0;20.0;-25.0;-11.0;-34;93.0
-33;-176.0;338.0;-264.0;256.0;-128.0;-67;154.0
-24;-69.0;-453.0;-57.0;13.0;-138.0;-24;196.0
-30;-84.0;-357.0;0.0;112.0;26.0;-45;-62.0
-31;-104.0;-323.0;-18.0;284.0;-22.0;-44;-43.0
-25;-225.0;-10.0;23.0;46.0;-21.0;-33;-101.0
-26;-229.0;-877.0;-47.0;85.0;67.0;-29;-346.0
-24;-165.0;-83.0;7.0;80.0;75.0;-34;-102.0
-28;-148.0;-680.0;-151.0;-258.0;-337.0;-41;1028.0
-61;-317.0;-523.0;118.0;28.0;417.0;-30;-1619.0
-26;-143.0;-67.0;0.0;-233.0;-1.0;-44;-36.0
-23;-218.0;-1.0;136.0;-12.0;50.0;-29;-206.0
-23;-430.0;215.0;-111.0;91.0;-133.0;-32;12.0
-27;-68.0;-62.0;-50.0;172.0;-143.0;-45;83.0
-23;-320.0;-47.0;246.0;-233.0;432.0;-34;-255.0
-30;-246.0;49.0;-24.0;-40.0;-3.0;-37;-12.0
-24;-416.0;220.0;12.0;-131.0;-17.0;-32;-12.0
-38;-331.0;-74.0;-79.0;211.0;18.0;-44;-6.0
-29;-76.0;-258.0;-186.0;161.0;-244.0;-40;172.0
-27;-477.0;1035.0;-69.0;76.0;-14.0;-28;35.0
-27;-102.0;-11.0;-5.0;-21.0;-10.0;-45;-90.0
-23;-302.0;378.0;-62.0;-213.0;-15.0;-28;-97.0
