InertialMeasurementUnit RUA Quaternion4;InertialMeasurementUnit R-SHOE AngVelNavFrameZ;InertialMeasurementUnit RLA gyroZ;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE AngVelBodyFrameX;InertialMeasurementUnit BACK Quaternion4;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;InertialMeasurementUnit RUA Quaternion2;InertialMeasurementUnit BACK Quaternion2
-534.0;-55;159.0;11;-11;-60.0;-55;459.0;237.0
-491.0;-22;169.0;40;-40;-34.0;-22;423.0;199.0
-488.0;103;132.0;-102;102;-27.0;103;426.0;197.0
-363.0;233;-129.0;81;-81;289.0;233;457.0;52.0
-495.0;-34;-9.0;-66;66;-34.0;-34;423.0;194.0
-505.0;-18;56.0;5;-5;-46.0;-18;432.0;206.0
-505.0;-11;30.0;4;-4;-47.0;-11;431.0;204.0
500.0;15;19.0;-10;10;-143.0;15;-281.0;-60.0
522.0;29;-6.0;19;-19;-146.0;29;-274.0;-69.0
497.0;6;14.0;3;-3;-154.0;6;-289.0;-69.0
497.0;7;-18.0;-1;1;-154.0;7;-291.0;-68.0
-505.0;-13;39.0;7;-7;-46.0;-13;431.0;205.0
-504.0;-12;28.0;-15;15;-45.0;-12;430.0;204.0
-503.0;-24;-21.0;44;-44;-44.0;-24;428.0;201.0
-501.0;26;45.0;14;-14;-43.0;26;428.0;202.0
-501.0;-45;2.0;-20;20;-43.0;-45;429.0;203.0
-504.0;6;-21.0;6;-6;-45.0;6;427.0;205.0
-503.0;-5;27.0;0;0;-46.0;-5;426.0;203.0
-502.0;23;43.0;-41;41;-47.0;23;425.0;202.0
-506.0;-43;-19.0;-11;11;-50.0;-43;427.0;204.0
-501.0;-251;-24.0;-144;144;-42.0;-251;429.0;205.0
-506.0;-6;45.0;8;-8;-50.0;-6;430.0;206.0
-507.0;30;-22.0;34;-34;-52.0;30;429.0;208.0
-508.0;-33;-33.0;-22;22;-54.0;-33;429.0;210.0
-512.0;-13;37.0;-9;9;-57.0;-13;428.0;210.0
-511.0;42;-16.0;24;-24;-59.0;42;425.0;209.0
-508.0;-48;-45.0;81;-81;-57.0;-48;424.0;207.0
-599.0;-402;-224.0;382;-382;-215.0;-402;505.0;347.0
-505.0;-43;48.0;-36;36;-52.0;-43;420.0;203.0
-483.0;61;-25.0;14;-14;-30.0;61;400.0;187.0
-483.0;-59;-13.0;10;-10;-30.0;-59;398.0;189.0
-485.0;90;99.0;-7;7;-32.0;90;401.0;193.0
-274.0;115;28.0;40;-40;159.0;115;475.0;106.0
-501.0;66;90.0;-22;22;-100.0;66;378.0;205.0
-643.0;253;265.0;20;-20;-175.0;253;527.0;291.0
-328.0;71;124.0;-24;24;97.0;71;513.0;152.0
599.0;-15;-130.0;-68;68;-146.0;-15;-119.0;-39.0
-341.0;17;158.0;36;-36;86.0;17;534.0;175.0
464.0;26;18.0;-2;2;-150.0;26;-248.0;-51.0
468.0;-32;-1.0;18;-18;-148.0;-32;-247.0;-55.0
472.0;43;-6.0;37;-37;-144.0;43;-247.0;-57.0
473.0;-16;-1.0;-15;15;-144.0;-16;-248.0;-57.0
473.0;-16;-17.0;-22;22;-142.0;-16;-251.0;-60.0
473.0;-43;-66.0;-3;3;-140.0;-43;-256.0;-63.0
-316.0;18;-77.0;16;-16;107.0;18;528.0;185.0
-292.0;-15;25.0;84;-84;136.0;-15;517.0;185.0
-254.0;-1;110.0;20;-20;184.0;-1;505.0;174.0
-234.0;-112;58.0;92;-92;223.0;-112;478.0;145.0
-232.0;2;-120.0;15;-15;226.0;2;467.0;130.0
650.0;-19;-158.0;-1;1;-87.0;-19;8.0;-103.0
-534.0;20;-16.0;2;-2;-85.0;20;435.0;266.0
-536.0;29;-16.0;-12;12;-88.0;29;438.0;269.0
646.0;1;-17.0;0;0;-123.0;1;-218.0;-88.0
660.0;-11;-65.0;-23;23;-123.0;-11;-231.0;-89.0
661.0;-25;-19.0;2;-2;-123.0;-25;-231.0;-89.0
661.0;-3;31.0;-11;11;-124.0;-3;-233.0;-88.0
649.0;-40;49.0;-19;19;-125.0;-40;-229.0;-87.0
-538.0;-16;60.0;-28;28;-90.0;-16;439.0;271.0
-537.0;-31;49.0;9;-9;-90.0;-31;439.0;272.0
500.0;-21;-9.0;-23;23;-135.0;-21;-277.0;-71.0
498.0;-6;-9.0;21;-21;-140.0;-6;-277.0;-72.0
504.0;23;52.0;25;-25;-153.0;23;-274.0;-63.0
494.0;28;66.0;-15;15;-150.0;28;-272.0;-61.0
-537.0;38;-64.0;-11;11;-84.0;38;438.0;270.0
-520.0;-22;125.0;-14;14;-63.0;-22;429.0;263.0
-516.0;3;54.0;3;-3;-55.0;3;425.0;250.0
-516.0;24;75.0;20;-20;-55.0;24;425.0;250.0
-514.0;-7;24.0;-31;31;-54.0;-7;422.0;244.0
657.0;-16;-67.0;-24;24;-112.0;-16;32.0;-47.0
657.0;-15;-14.0;-25;25;-111.0;-15;35.0;-47.0
657.0;-15;-5.0;45;-45;-111.0;-15;36.0;-48.0
-520.0;35;12.0;-12;12;-59.0;35;426.0;246.0
677.0;-17;11.0;10;-10;-110.0;-17;10.0;-62.0
-520.0;29;122.0;-2;2;-61.0;29;426.0;246.0
-530.0;-60;-131.0;-30;30;-64.0;-60;431.0;261.0
-552.0;-11;53.0;-46;46;-94.0;-11;453.0;283.0
-554.0;11;96.0;5;-5;-96.0;11;455.0;282.0
499.0;41;30.0;41;-41;-113.0;41;-220.0;-83.0
479.0;-37;-12.0;20;-20;-112.0;-37;-231.0;-92.0
477.0;-28;55.0;4;-4;-111.0;-28;-232.0;-93.0
475.0;27;-17.0;-1;1;-106.0;27;-232.0;-97.0
475.0;-11;-18.0;-11;11;-110.0;-11;-229.0;-92.0
464.0;-7;9.0;17;-17;-104.0;-7;-228.0;-99.0
463.0;28;35.0;8;-8;-106.0;28;-230.0;-97.0
504.0;-8;165.0;-36;36;-143.0;-8;-255.0;-96.0
590.0;16;-158.0;-97;97;-101.0;16;-167.0;-74.0
-539.0;31;-87.0;-35;35;-73.0;31;434.0;249.0
-542.0;2;67.0;70;-70;-75.0;2;436.0;249.0
643.0;-20;-44.0;-12;12;-74.0;-20;12.0;-67.0
644.0;-36;29.0;-43;43;-74.0;-36;12.0;-70.0
650.0;25;-14.0;7;-7;-81.0;25;-7.0;-68.0
651.0;25;50.0;3;-3;-81.0;25;-7.0;-69.0
655.0;-9;12.0;10;-10;-79.0;-9;-11.0;-69.0
668.0;29;22.0;-24;24;-87.0;29;-13.0;-75.0
-546.0;-36;-71.0;36;-36;-84.0;-36;444.0;276.0
-488.0;-3;-118.0;9;-9;-44.0;-3;416.0;238.0
-485.0;-39;-222.0;-10;10;-30.0;-39;407.0;224.0
-510.0;47;157.0;-22;22;-35.0;47;414.0;232.0
-524.0;-5;64.0;7;-7;-75.0;-5;436.0;252.0
-533.0;-2;21.0;16;-16;-82.0;-2;443.0;263.0
638.0;30;-27.0;22;-22;-118.0;30;-186.0;-86.0
-534.0;35;30.0;-5;5;-84.0;35;442.0;262.0
-535.0;-18;4.0;-3;3;-85.0;-18;442.0;264.0
-535.0;-37;52.0;10;-10;-85.0;-37;443.0;264.0
643.0;36;39.0;1;-1;-120.0;36;-153.0;-72.0
-530.0;-1;30.0;33;-33;-82.0;-1;444.0;265.0
-527.0;-17;-2.0;16;-16;-79.0;-17;442.0;262.0
623.0;-11;-68.0;-25;25;-117.0;-11;-86.0;-77.0
626.0;25;-94.0;-27;27;-118.0;25;-80.0;-74.0
625.0;38;59.0;-32;32;-119.0;38;-77.0;-74.0
-526.0;53;3.0;-29;29;-78.0;53;441.0;261.0
624.0;-6;76.0;13;-13;-117.0;-6;-85.0;-75.0
630.0;36;-51.0;15;-15;-115.0;36;-82.0;-77.0
630.0;-11;31.0;16;-16;-115.0;-11;-83.0;-77.0
627.0;-2;27.0;-4;4;-115.0;-2;-83.0;-76.0
626.0;-33;-154.0;32;-32;-115.0;-33;-78.0;-76.0
626.0;6;-124.0;18;-18;-116.0;6;-77.0;-76.0
-523.0;0;-4.0;15;-15;-74.0;0;439.0;258.0
557.0;-12;-274.0;17;-17;-125.0;-12;-235.0;-70.0
560.0;-22;-64.0;16;-16;-124.0;-22;-235.0;-70.0
566.0;-31;144.0;25;-25;-124.0;-31;-239.0;-70.0
569.0;37;197.0;-14;14;-121.0;37;-240.0;-70.0
-521.0;-11;-205.0;33;-33;-58.0;-11;435.0;248.0
-526.0;-7;-125.0;-22;22;-59.0;-7;439.0;252.0
-528.0;-18;79.0;8;-8;-60.0;-18;435.0;263.0
-529.0;-17;26.0;31;-31;-60.0;-17;438.0;263.0
-537.0;1;104.0;-20;20;-66.0;1;449.0;269.0
-542.0;41;-92.0;-36;36;-77.0;41;459.0;281.0
-238.0;48;-43.0;-27;27;219.0;48;447.0;111.0
-421.0;-109;80.0;92;-92;27.0;-109;310.0;193.0
-382.0;-40;281.0;-32;32;76.0;-40;302.0;85.0
-273.0;36;306.0;-39;39;183.0;36;423.0;98.0
-504.0;-35;-24.0;47;-47;-49.0;-35;435.0;253.0
527.0;-19;-36.0;25;-25;-136.0;-19;-83.0;-86.0
523.0;-25;-16.0;23;-23;-139.0;-25;-88.0;-85.0
-502.0;-8;-126.0;38;-38;-48.0;-8;433.0;252.0
621.0;-33;7.0;35;-35;-115.0;-33;-246.0;-112.0
-572.0;-11;21.0;9;-9;-78.0;-11;438.0;258.0
-555.0;-53;85.0;74;-74;-63.0;-53;407.0;231.0
550.0;17;-173.0;-21;21;-137.0;17;-245.0;-105.0
574.0;10;-3.0;0;0;-139.0;10;-236.0;-100.0
-553.0;7;63.0;38;-38;-59.0;7;399.0;223.0
563.0;-24;-88.0;-34;34;-138.0;-24;-227.0;-99.0
-551.0;21;75.0;-51;51;-59.0;21;401.0;219.0
-550.0;23;99.0;-1;1;-61.0;23;404.0;219.0
-556.0;7;-80.0;29;-29;-69.0;7;407.0;227.0
561.0;15;-53.0;6;-6;-139.0;15;-225.0;-99.0
560.0;-14;22.0;-17;17;-139.0;-14;-225.0;-99.0
-556.0;23;172.0;-26;26;-88.0;23;402.0;244.0
561.0;6;1.0;-24;24;-138.0;6;-225.0;-100.0
578.0;-5;-95.0;-32;32;-136.0;-5;-222.0;-114.0
581.0;2;-31.0;-33;33;-135.0;2;-224.0;-119.0
579.0;-16;-68.0;2;-2;-147.0;-16;-209.0;-111.0
-507.0;7;-16.0;-79;79;-84.0;7;463.0;286.0
-496.0;-18;-279.0;-32;32;-68.0;-18;395.0;218.0
571.0;-61;2.0;-36;36;-149.0;-61;-192.0;-108.0
547.0;41;-191.0;6;-6;-146.0;41;-223.0;-107.0
559.0;6;-79.0;89;-89;-146.0;6;-229.0;-108.0
568.0;-19;-198.0;7;-7;-146.0;-19;-237.0;-109.0
578.0;-24;-7.0;10;-10;-146.0;-24;-240.0;-108.0
-483.0;31;12.0;-2;2;-30.0;31;417.0;213.0
611.0;16;-119.0;22;-22;-149.0;16;-267.0;-107.0
-482.0;0;-30.0;-71;71;-29.0;0;415.0;212.0
-493.0;20;54.0;9;-9;-38.0;20;416.0;210.0
-494.0;13;64.0;24;-24;-39.0;13;417.0;210.0
-496.0;23;95.0;-32;32;-41.0;23;419.0;213.0
-501.0;49;85.0;0;0;-48.0;49;423.0;222.0
-507.0;13;6.0;16;-16;-53.0;13;428.0;228.0
-505.0;23;26.0;-8;8;-49.0;23;427.0;229.0
-496.0;23;15.0;7;-7;-37.0;23;418.0;216.0
609.0;11;26.0;-22;22;-153.0;11;-219.0;-96.0
630.0;-4;-89.0;-10;10;-155.0;-4;-232.0;-95.0
-495.0;22;-20.0;3;-3;-39.0;22;419.0;216.0
-496.0;8;30.0;5;-5;-42.0;8;418.0;215.0
305.0;0;97.0;119;-119;-236.0;0;-257.0;-43.0
623.0;-14;52.0;16;-16;-161.0;-14;-241.0;-89.0
-497.0;-9;-6.0;-13;13;-45.0;-9;418.0;216.0
-497.0;8;-4.0;15;-15;-45.0;8;418.0;215.0
-496.0;3;-17.0;8;-8;-41.0;3;419.0;213.0
-496.0;-11;-6.0;-4;4;-42.0;-11;419.0;213.0
-498.0;28;34.0;13;-13;-44.0;28;420.0;215.0
-500.0;-2;24.0;21;-21;-46.0;-2;421.0;216.0
-501.0;14;17.0;-14;14;-47.0;14;420.0;217.0
-499.0;-20;7.0;38;-38;-48.0;-20;420.0;217.0
-499.0;-17;12.0;-9;9;-48.0;-17;421.0;217.0
-500.0;37;41.0;-24;24;-48.0;37;421.0;217.0
-501.0;-11;22.0;-26;26;-48.0;-11;421.0;217.0
-502.0;7;41.0;42;-42;-50.0;7;422.0;219.0
-503.0;16;-6.0;6;-6;-50.0;16;424.0;219.0
-502.0;10;31.0;-27;27;-47.0;10;420.0;216.0
-504.0;-12;-2.0;-56;56;-49.0;-12;420.0;215.0
-503.0;-3;-10.0;-47;47;-48.0;-3;420.0;215.0
-504.0;0;55.0;-14;14;-50.0;0;421.0;215.0
-504.0;5;-5.0;25;-25;-50.0;5;421.0;215.0
-506.0;-12;24.0;-1;1;-52.0;-12;421.0;215.0
-506.0;-2;7.0;40;-40;-52.0;-2;421.0;214.0
-506.0;-2;-6.0;25;-25;-53.0;-2;421.0;215.0
-506.0;23;5.0;55;-55;-54.0;23;421.0;215.0
-506.0;-8;26.0;-25;25;-53.0;-8;421.0;215.0
-506.0;-23;-2.0;56;-56;-53.0;-23;421.0;214.0
641.0;1;-23.0;-32;32;-217.0;1;-85.0;-4.0
-507.0;-15;15.0;-21;21;-53.0;-15;419.0;212.0
-507.0;-10;48.0;8;-8;-53.0;-10;419.0;213.0
636.0;-7;-39.0;-68;68;-212.0;-7;-95.0;-13.0
-508.0;12;33.0;-16;16;-54.0;12;419.0;212.0
-508.0;0;28.0;37;-37;-55.0;0;419.0;214.0
-507.0;-5;9.0;22;-22;-55.0;-5;420.0;214.0
-503.0;6;5.0;1;-1;-49.0;6;421.0;216.0
-500.0;6;88.0;-5;5;-45.0;6;419.0;212.0
-503.0;-13;13.0;5;-5;-47.0;-13;421.0;215.0
-503.0;-33;26.0;15;-15;-47.0;-33;421.0;216.0
-499.0;-4;26.0;-11;11;-45.0;-4;420.0;215.0
-500.0;6;16.0;16;-16;-45.0;6;420.0;214.0
-499.0;10;-8.0;-36;36;-45.0;10;420.0;215.0
-498.0;9;-40.0;-3;3;-46.0;9;421.0;214.0
-499.0;6;30.0;5;-5;-46.0;6;421.0;214.0
-502.0;8;-28.0;47;-47;-50.0;8;424.0;219.0
-503.0;-15;11.0;-26;26;-53.0;-15;425.0;222.0
-504.0;-3;5.0;-5;5;-53.0;-3;425.0;222.0
-505.0;-14;16.0;-32;32;-54.0;-14;428.0;224.0
-506.0;23;34.0;-28;28;-54.0;23;430.0;225.0
-510.0;35;77.0;36;-36;-58.0;35;440.0;232.0
-517.0;-22;152.0;-50;50;-65.0;-22;446.0;240.0
-561.0;81;9.0;29;-29;84.0;81;273.0;200.0
-575.0;-36;-27.0;-64;64;21.0;-36;326.0;267.0
-508.0;23;29.0;-6;6;43.0;23;424.0;218.0
-495.0;31;-81.0;2;-2;51.0;31;419.0;193.0
-359.0;14;-169.0;32;-32;99.0;14;422.0;53.0
-362.0;25;-38.0;4;-4;91.0;25;423.0;56.0
477.0;15;168.0;48;-48;-168.0;15;-97.0;-74.0
469.0;-37;207.0;-88;88;-165.0;-37;-102.0;-75.0
-373.0;-15;82.0;62;-62;78.0;-15;427.0;65.0
-297.0;-68;-23.0;82;-82;157.0;-68;187.0;-41.0
-299.0;-34;-48.0;-40;40;148.0;-34;177.0;-30.0
-308.0;1;5.0;-32;32;122.0;1;161.0;17.0
588.0;42;-95.0;96;-96;-145.0;42;-249.0;-108.0
598.0;44;-18.0;94;-94;-144.0;44;-256.0;-107.0
-442.0;-58;40.0;-63;63;149.0;-58;483.0;76.0
-694.0;575;556.0;2522;-2522;-187.0;575;569.0;332.0
-67.0;965;442.0;-53;53;364.0;965;8.0;-227.0
-662.0;-14;-16.0;-13;13;122.0;-14;147.0;59.0
-664.0;-14;-60.0;-12;12;121.0;-14;150.0;59.0
-662.0;-8;-41.0;45;-45;120.0;-8;158.0;59.0
-661.0;-2;17.0;54;-54;120.0;-2;158.0;59.0
-668.0;16;11.0;-10;10;119.0;16;152.0;59.0
-670.0;16;-19.0;18;-18;114.0;16;154.0;59.0
-560.0;-56;153.0;-25;25;198.0;-56;107.0;37.0
-555.0;-8;-111.0;-54;54;191.0;-8;101.0;43.0
-549.0;18;-85.0;5;-5;188.0;18;107.0;45.0
-551.0;-24;-5.0;-34;34;188.0;-24;107.0;45.0
-511.0;34;-108.0;-21;21;87.0;34;14.0;76.0
-494.0;26;-62.0;-29;29;82.0;26;27.0;74.0
-402.0;139;-249.0;69;-69;146.0;139;275.0;-18.0
-512.0;16;293.0;73;-73;106.0;16;191.0;105.0
-473.0;35;-45.0;0;0;110.0;35;207.0;104.0
-472.0;-25;-100.0;5;-5;110.0;-25;208.0;104.0
-468.0;5;1.0;13;-13;106.0;5;207.0;100.0
473.0;16;147.0;-24;24;-214.0;16;-277.0;-143.0
527.0;-6;47.0;-32;32;-128.0;-6;-234.0;-110.0
-467.0;-15;-14.0;45;-45;105.0;-15;207.0;100.0
-467.0;-7;7.0;31;-31;104.0;-7;207.0;100.0
-467.0;-9;19.0;19;-19;103.0;-9;206.0;100.0
-467.0;19;21.0;-18;18;103.0;19;206.0;99.0
-466.0;18;11.0;-7;7;103.0;18;207.0;99.0
-466.0;10;24.0;10;-10;103.0;10;207.0;99.0
-472.0;13;349.0;-37;37;119.0;13;152.0;63.0
-448.0;-9;98.0;-6;6;126.0;-9;175.0;90.0
-452.0;-14;30.0;27;-27;120.0;-14;188.0;113.0
-451.0;-37;-6.0;24;-24;102.0;-37;192.0;125.0
-452.0;18;14.0;24;-24;100.0;18;193.0;126.0
549.0;140;56.0;18;-18;-157.0;140;-22.0;-159.0
-451.0;25;3.0;16;-16;100.0;25;194.0;126.0
545.0;34;227.0;32;-32;-135.0;34;13.0;-116.0
449.0;58;-36.0;32;-32;-160.0;58;44.0;-62.0
445.0;-23;195.0;-24;24;-162.0;-23;19.0;-57.0
450.0;8;-64.0;-6;6;-159.0;8;-3.0;-46.0
478.0;16;-239.0;37;-37;-160.0;16;-44.0;-41.0
-449.0;-56;-19.0;33;-33;95.0;-56;197.0;128.0
-527.0;26;-14.0;16;-16;137.0;26;191.0;89.0
-552.0;15;-67.0;83;-83;-158.0;15;309.0;308.0
615.0;-4;-86.0;-33;33;-145.0;-4;-176.0;-61.0
552.0;-1;-252.0;-35;35;-136.0;-1;-111.0;-71.0
-534.0;-30;355.0;-23;23;124.0;-30;157.0;65.0
593.0;36;-243.0;47;-47;-135.0;36;-132.0;-72.0
545.0;-24;-254.0;25;-25;-148.0;-24;-117.0;-61.0
533.0;28;248.0;-18;18;-146.0;28;-109.0;-62.0
533.0;57;-137.0;-51;51;-146.0;57;-111.0;-62.0
563.0;-25;-64.0;-56;56;-151.0;-25;-136.0;-63.0
-515.0;21;132.0;-10;10;128.0;21;168.0;78.0
-501.0;-28;13.0;-5;5;137.0;-28;172.0;88.0
546.0;40;236.0;15;-15;-165.0;40;-55.0;-83.0
529.0;14;-163.0;27;-27;-167.0;14;-48.0;-92.0
510.0;-24;184.0;-14;14;-184.0;-24;-41.0;-100.0
-495.0;22;-25.0;16;-16;135.0;22;173.0;92.0
466.0;15;-275.0;-25;25;-210.0;15;-102.0;-69.0
11.0;3;245.0;282;-282;406.0;3;-62.0;-298.0
-494.0;-5;-8.0;-30;30;129.0;-5;171.0;92.0
-494.0;-13;-12.0;56;-56;125.0;-13;170.0;91.0
-494.0;-8;-6.0;24;-24;124.0;-8;170.0;91.0
-522.0;-36;134.0;-182;182;114.0;-36;151.0;81.0
-507.0;0;225.0;-58;58;131.0;0;197.0;93.0
-502.0;1;66.0;8;-8;137.0;1;202.0;105.0
534.0;51;-249.0;47;-47;-118.0;51;-16.0;-129.0
542.0;-21;-116.0;19;-19;-117.0;-21;-18.0;-128.0
-498.0;10;83.0;-13;13;133.0;10;204.0;113.0
555.0;17;207.0;23;-23;-91.0;17;-4.0;-93.0
-491.0;-1;-2.0;-25;25;128.0;-1;205.0;115.0
-490.0;12;-12.0;-40;40;128.0;12;205.0;116.0
-490.0;25;12.0;-22;22;128.0;25;205.0;116.0
-491.0;20;48.0;6;-6;128.0;20;205.0;116.0
-491.0;-2;56.0;-22;22;127.0;-2;205.0;115.0
-491.0;-20;20.0;-43;43;126.0;-20;205.0;116.0
421.0;-24;-184.0;-79;79;-130.0;-24;-176.0;-107.0
426.0;-30;-224.0;-70;70;-133.0;-30;-184.0;-107.0
424.0;-4;364.0;-28;28;-152.0;-4;-204.0;-92.0
407.0;-32;48.0;-27;27;-154.0;-32;-209.0;-88.0
419.0;8;-160.0;11;-11;-144.0;8;-208.0;-97.0
435.0;34;-49.0;-4;4;-138.0;34;-204.0;-97.0
470.0;-15;53.0;3;-3;-132.0;-15;-206.0;-97.0
473.0;-47;13.0;46;-46;-127.0;-47;-212.0;-99.0
479.0;30;192.0;26;-26;-129.0;30;-216.0;-86.0
474.0;2;168.0;46;-46;-127.0;2;-213.0;-80.0
-491.0;-9;-2.0;50;-50;123.0;-9;205.0;118.0
-491.0;-8;1.0;43;-43;123.0;-8;205.0;118.0
639.0;-26;-24.0;14;-14;-126.0;-26;86.0;-64.0
639.0;54;20.0;10;-10;-127.0;54;86.0;-63.0
-491.0;6;18.0;-14;14;123.0;6;205.0;119.0
-488.0;-33;2.0;-212;212;125.0;-33;208.0;121.0
47.0;-85;-120.0;-106;106;168.0;-85;-27.0;50.0
147.0;83;990.0;573;-573;328.0;83;-187.0;-78.0
76.0;82;600.0;30;-30;393.0;82;-156.0;-152.0
-549.0;-21;326.0;7;-7;118.0;-21;169.0;58.0
-501.0;-3;49.0;12;-12;137.0;-3;203.0;83.0
-490.0;-10;-6.0;-109;109;135.0;-10;205.0;83.0
521.0;-49;-268.0;-13;13;-217.0;-49;70.0;35.0
519.0;581;-328.0;-187;187;-168.0;581;-130.0;21.0
441.0;15;-14.0;-63;63;-211.0;15;-209.0;-194.0
474.0;26;43.0;-11;11;-156.0;26;-260.0;-326.0
466.0;7;2.0;16;-16;-161.0;7;-273.0;-325.0
466.0;-1;-13.0;20;-20;-160.0;-1;-271.0;-328.0
618.0;-23;-136.0;11;-11;-127.0;-23;-234.0;-90.0
158.0;-101;-165.0;102;-102;-347.0;-101;-105.0;182.0
177.0;18;-199.0;123;-123;-307.0;18;-144.0;137.0
-577.0;2230;743.0;5591;-5591;-105.0;2230;473.0;281.0
592.0;-14;-52.0;52;-52;-135.0;-14;-213.0;-66.0
-448.0;-15;46.0;-53;53;157.0;-15;264.0;179.0
-396.0;0;262.0;18;-18;158.0;0;330.0;257.0
672.0;-15;89.0;-44;44;-82.0;-15;-2.0;-41.0
-7.0;-86;-383.0;47;-47;310.0;-86;54.0;-69.0
-466.0;-52;-232.0;-38;38;169.0;-52;259.0;259.0
-468.0;-9;90.0;-187;187;175.0;-9;264.0;250.0
-19.0;-24;69.0;-5;5;530.0;-24;-31.0;-25.0
58.0;3;-77.0;25;-25;536.0;3;82.0;3.0
328.0;141;52.0;-4;4;908.0;141;-156.0;-139.0
122.0;-66;-17.0;-4;4;543.0;-66;33.0;-14.0
-244.0;60;279.0;-58;58;278.0;60;124.0;-18.0
-101.0;24;-147.0;-31;31;461.0;24;128.0;-131.0
-51.0;35;89.0;18;-18;509.0;35;95.0;-147.0
491.0;-8;124.0;-20;20;-233.0;-8;-205.0;5.0
490.0;9;6.0;-35;35;-234.0;9;-204.0;4.0
489.0;18;-7.0;-15;15;-235.0;18;-202.0;5.0
491.0;-1;-31.0;-13;13;-236.0;-1;-203.0;7.0
492.0;-15;30.0;24;-24;-235.0;-15;-201.0;9.0
493.0;37;69.0;14;-14;-234.0;37;-197.0;10.0
491.0;-5;124.0;7;-7;-233.0;-5;-196.0;10.0
481.0;16;88.0;-6;6;-233.0;16;-189.0;13.0
480.0;-23;48.0;-6;6;-234.0;-23;-187.0;14.0
479.0;-7;22.0;-13;13;-237.0;-7;-193.0;15.0
490.0;39;140.0;9;-9;-241.0;39;-210.0;14.0
482.0;38;38.0;36;-36;-253.0;38;-197.0;15.0
454.0;28;58.0;-1;1;-259.0;28;-193.0;37.0
593.0;-18;-105.0;17;-17;-202.0;-18;-151.0;32.0
415.0;50;273.0;-87;87;-221.0;50;-185.0;-25.0
-395.0;8;114.0;20;-20;86.0;8;324.0;100.0
-551.0;12;-107.0;-57;57;5.0;12;379.0;330.0
-561.0;-24;41.0;1;-1;4.0;-24;363.0;329.0
-548.0;47;156.0;48;-48;29.0;47;349.0;304.0
-571.0;-34;-10.0;-82;82;-97.0;-34;364.0;286.0
-599.0;-57;-76.0;25;-25;-129.0;-57;186.0;237.0
480.0;15;353.0;-11;11;416.0;15;-75.0;-553.0
596.0;-29;240.0;-97;97;-119.0;-29;-279.0;-123.0
-790.0;10;-18.0;-56;56;-17.0;10;206.0;104.0
639.0;42;19.0;29;-29;58.0;42;-554.0;-34.0
636.0;-12;12.0;35;-35;55.0;-12;-559.0;-39.0
