Accelerometer LUA^ accX;InertialMeasurementUnit LUA accY;Accelerometer LUA_ accY;Accelerometer LH accY;InertialMeasurementUnit LLA accY;Accelerometer LUA_ accX;Accelerometer LUA^ accZ;Accelerometer LWR accY;Accelerometer LWR accZ;InertialMeasurementUnit LLA accX;Accelerometer LUA_ accZ
152.0;490.0;742.0;812.0;-312.0;-328.0;-169.0;672.0;325.0;-1083.0;258.0
-45.0;-566.0;-277.0;-255.0;-881.0;-665.0;618.0;-318.0;890.0;438.0;703.0
177.0;-55.0;819.0;548.0;-478.0;-751.0;-221.0;467.0;384.0;-229.0;82.0
209.0;231.0;747.0;413.0;-599.0;-695.0;-80.0;457.0;452.0;-518.0;145.0
248.0;246.0;744.0;410.0;-572.0;-682.0;-79.0;410.0;463.0;-544.0;188.0
321.0;282.0;846.0;494.0;-578.0;-635.0;-141.0;512.0;443.0;-599.0;179.0
276.0;342.0;731.0;427.0;-592.0;-639.0;-89.0;431.0;496.0;-635.0;193.0
274.0;272.0;745.0;417.0;-597.0;-649.0;-116.0;466.0;511.0;-596.0;213.0
261.0;270.0;743.0;426.0;-601.0;-649.0;-70.0;469.0;436.0;-581.0;194.0
242.0;234.0;783.0;464.0;-590.0;-669.0;-98.0;470.0;391.0;-556.0;176.0
245.0;224.0;749.0;401.0;-588.0;-628.0;-129.0;467.0;470.0;-537.0;157.0
191.0;253.0;728.0;379.0;-581.0;-713.0;-85.0;411.0;442.0;-547.0;149.0
175.0;125.0;696.0;383.0;-600.0;-716.0;-26.0;402.0;424.0;-448.0;146.0
-136.0;26.0;552.0;125.0;-448.0;-873.0;-27.0;155.0;274.0;-333.0;-124.0
275.0;305.0;798.0;450.0;-546.0;-623.0;-143.0;485.0;373.0;-592.0;154.0
312.0;312.0;821.0;456.0;-566.0;-640.0;-121.0;516.0;419.0;-594.0;170.0
219.0;300.0;703.0;383.0;-544.0;-668.0;-32.0;409.0;419.0;-608.0;177.0
296.0;317.0;784.0;443.0;-560.0;-651.0;-108.0;463.0;441.0;-591.0;195.0
391.0;270.0;789.0;485.0;-608.0;-577.0;-68.0;533.0;483.0;-575.0;263.0
298.0;318.0;740.0;420.0;-592.0;-599.0;-33.0;466.0;473.0;-649.0;234.0
229.0;37.0;616.0;333.0;-492.0;-764.0;119.0;317.0;478.0;-387.0;303.0
236.0;151.0;689.0;417.0;-604.0;-715.0;-49.0;401.0;521.0;-482.0;211.0
1.0;-48.0;928.0;1000.0;-376.0;-201.0;-40.0;940.0;290.0;-903.0;312.0
190.0;169.0;736.0;433.0;-648.0;-677.0;-115.0;445.0;491.0;-531.0;159.0
633.0;555.0;863.0;513.0;-724.0;-369.0;-233.0;683.0;605.0;-664.0;367.0
482.0;546.0;971.0;636.0;-408.0;-376.0;-455.0;737.0;322.0;-767.0;124.0
367.0;234.0;904.0;622.0;-589.0;-473.0;-89.0;697.0;330.0;-559.0;258.0
92.0;109.0;831.0;798.0;-675.0;-527.0;-170.0;749.0;596.0;-815.0;316.0
231.0;-113.0;890.0;902.0;-586.0;-317.0;-139.0;867.0;487.0;-534.0;343.0
-114.0;-70.0;753.0;571.0;-742.0;-638.0;-22.0;589.0;614.0;-592.0;147.0
-2.0;-120.0;721.0;731.0;-780.0;-588.0;-56.0;603.0;474.0;-728.0;183.0
293.0;237.0;849.0;924.0;-348.0;-439.0;43.0;781.0;509.0;-850.0;483.0
-22.0;-85.0;943.0;1000.0;-433.0;-247.0;-27.0;916.0;321.0;-898.0;311.0
347.0;31.0;831.0;902.0;-513.0;-385.0;-222.0;748.0;491.0;-844.0;393.0
-62.0;227.0;798.0;656.0;-525.0;-613.0;-189.0;589.0;525.0;-765.0;97.0
-63.0;-163.0;611.0;877.0;-804.0;-650.0;151.0;558.0;729.0;-574.0;359.0
-180.0;-228.0;692.0;474.0;-684.0;-634.0;72.0;542.0;549.0;-571.0;170.0
13.0;63.0;681.0;674.0;-517.0;-532.0;10.0;557.0;332.0;-948.0;112.0
232.0;-75.0;480.0;678.0;-1045.0;-702.0;283.0;660.0;1040.0;-300.0;750.0
108.0;-132.0;848.0;881.0;-807.0;-363.0;2.0;833.0;305.0;-705.0;401.0
201.0;103.0;683.0;772.0;-642.0;-325.0;64.0;749.0;570.0;-957.0;412.0
260.0;241.0;720.0;1074.0;-523.0;-516.0;182.0;650.0;514.0;-673.0;481.0
378.0;293.0;652.0;336.0;-849.0;-501.0;114.0;560.0;817.0;-518.0;701.0
542.0;427.0;744.0;671.0;-587.0;-205.0;61.0;775.0;514.0;-769.0;587.0
36.0;21.0;831.0;614.0;-535.0;-706.0;-94.0;612.0;470.0;-694.0;180.0
104.0;89.0;887.0;859.0;-492.0;-524.0;-224.0;796.0;589.0;-931.0;243.0
292.0;148.0;853.0;761.0;-656.0;-400.0;-83.0;849.0;638.0;-808.0;410.0
-160.0;-247.0;-39.0;-152.0;-917.0;-839.0;310.0;-138.0;972.0;265.0;579.0
-108.0;79.0;682.0;630.0;-801.0;-577.0;-70.0;597.0;457.0;-879.0;250.0
127.0;39.0;894.0;982.0;-358.0;-225.0;-72.0;963.0;367.0;-932.0;378.0
93.0;100.0;913.0;996.0;-423.0;-286.0;-59.0;961.0;355.0;-985.0;349.0
142.0;62.0;911.0;959.0;-418.0;-179.0;-127.0;925.0;242.0;-932.0;310.0
31.0;-57.0;952.0;1005.0;-429.0;-226.0;-33.0;947.0;343.0;-906.0;355.0
75.0;1.0;928.0;1003.0;-401.0;-247.0;-65.0;948.0;335.0;-920.0;392.0
124.0;56.0;906.0;1006.0;-366.0;-184.0;-109.0;962.0;349.0;-922.0;345.0
77.0;71.0;931.0;1001.0;-361.0;-216.0;-122.0;968.0;350.0;-932.0;348.0
100.0;55.0;935.0;1006.0;-389.0;-222.0;-83.0;937.0;296.0;-918.0;342.0
98.0;58.0;918.0;1014.0;-375.0;-219.0;-132.0;946.0;300.0;-925.0;354.0
97.0;71.0;942.0;1005.0;-372.0;-204.0;-121.0;955.0;321.0;-933.0;334.0
52.0;-5.0;957.0;1035.0;-338.0;-153.0;-88.0;978.0;296.0;-931.0;285.0
-170.0;246.0;969.0;1053.0;-301.0;-362.0;-118.0;941.0;265.0;-808.0;322.0
-2.0;381.0;832.0;911.0;-248.0;-399.0;-127.0;800.0;421.0;-1009.0;236.0
191.0;152.0;942.0;1036.0;-363.0;-204.0;-132.0;923.0;328.0;-939.0;369.0
199.0;115.0;891.0;939.0;-397.0;-198.0;-59.0;975.0;372.0;-897.0;446.0
150.0;153.0;878.0;1005.0;-340.0;-242.0;-38.0;880.0;382.0;-861.0;467.0
156.0;135.0;852.0;978.0;-363.0;-201.0;-38.0;877.0;315.0;-848.0;412.0
188.0;135.0;879.0;948.0;-379.0;-175.0;-59.0;886.0;296.0;-877.0;432.0
199.0;89.0;892.0;1009.0;-343.0;-206.0;-36.0;904.0;326.0;-893.0;427.0
182.0;148.0;970.0;1092.0;-506.0;-258.0;-120.0;981.0;236.0;-1139.0;405.0
134.0;122.0;924.0;1025.0;-401.0;-238.0;-143.0;977.0;365.0;-890.0;370.0
119.0;68.0;904.0;986.0;-440.0;-290.0;-101.0;899.0;254.0;-894.0;372.0
128.0;165.0;900.0;1003.0;-473.0;-304.0;-104.0;916.0;255.0;-921.0;357.0
124.0;192.0;887.0;996.0;-480.0;-304.0;-101.0;924.0;315.0;-936.0;363.0
225.0;159.0;1107.0;1187.0;-473.0;-352.0;-206.0;1070.0;405.0;-893.0;311.0
171.0;164.0;1061.0;1209.0;-477.0;-276.0;-265.0;1074.0;378.0;-1066.0;288.0
88.0;132.0;878.0;980.0;-360.0;-215.0;-42.0;893.0;276.0;-888.0;396.0
189.0;265.0;896.0;984.0;-329.0;-215.0;-182.0;865.0;243.0;-833.0;272.0
249.0;352.0;988.0;1179.0;-348.0;-78.0;-219.0;1063.0;355.0;-1204.0;391.0
220.0;107.0;950.0;1072.0;-372.0;-188.0;-147.0;988.0;358.0;-901.0;420.0
181.0;134.0;885.0;946.0;-342.0;-214.0;-81.0;924.0;253.0;-899.0;420.0
257.0;141.0;1043.0;1097.0;-416.0;-245.0;-132.0;1063.0;265.0;-1091.0;381.0
144.0;27.0;851.0;975.0;-457.0;-207.0;-20.0;912.0;269.0;-882.0;426.0
49.0;92.0;822.0;955.0;-371.0;-309.0;117.0;846.0;360.0;-880.0;488.0
171.0;143.0;656.0;817.0;-488.0;-196.0;77.0;745.0;419.0;-999.0;417.0
281.0;227.0;866.0;961.0;-425.0;-203.0;-90.0;914.0;337.0;-893.0;473.0
370.0;241.0;889.0;1016.0;-387.0;-161.0;-122.0;952.0;368.0;-893.0;464.0
331.0;319.0;989.0;1080.0;-381.0;-179.0;-286.0;1003.0;321.0;-942.0;324.0
249.0;187.0;904.0;968.0;-412.0;-211.0;-84.0;923.0;413.0;-874.0;433.0
254.0;256.0;886.0;931.0;-386.0;-184.0;-98.0;927.0;383.0;-941.0;485.0
206.0;277.0;769.0;672.0;-738.0;-740.0;-90.0;559.0;484.0;-624.0;211.0
221.0;188.0;894.0;949.0;-435.0;-227.0;-84.0;934.0;362.0;-918.0;465.0
559.0;528.0;934.0;1027.0;34.0;157.0;-382.0;1027.0;-92.0;-1032.0;299.0
314.0;160.0;893.0;997.0;-407.0;-203.0;-71.0;962.0;338.0;-870.0;481.0
361.0;254.0;830.0;937.0;-450.0;-175.0;-85.0;868.0;423.0;-832.0;487.0
336.0;187.0;847.0;934.0;-534.0;-312.0;-94.0;897.0;465.0;-797.0;506.0
425.0;251.0;885.0;978.0;-469.0;-214.0;-115.0;951.0;512.0;-861.0;483.0
504.0;379.0;936.0;1036.0;-345.0;-42.0;-155.0;998.0;294.0;-942.0;492.0
417.0;246.0;803.0;882.0;-429.0;-185.0;2.0;873.0;365.0;-844.0;528.0
541.0;291.0;928.0;1106.0;-323.0;9.0;-131.0;1044.0;317.0;-932.0;530.0
332.0;179.0;806.0;922.0;-647.0;-205.0;-41.0;880.0;344.0;-833.0;444.0
155.0;174.0;889.0;952.0;-384.0;-415.0;-171.0;865.0;503.0;-733.0;338.0
160.0;173.0;827.0;916.0;-291.0;-347.0;-172.0;811.0;430.0;-749.0;308.0
131.0;330.0;827.0;933.0;-402.0;-349.0;13.0;850.0;385.0;-888.0;466.0
507.0;144.0;762.0;876.0;-697.0;-257.0;99.0;796.0;346.0;-751.0;518.0
201.0;296.0;724.0;840.0;-400.0;-237.0;25.0;768.0;439.0;-1059.0;465.0
89.0;168.0;901.0;794.0;-496.0;-530.0;137.0;782.0;614.0;-769.0;448.0
237.0;-246.0;748.0;929.0;-914.0;-396.0;-59.0;727.0;744.0;-410.0;489.0
76.0;-150.0;751.0;856.0;-856.0;-437.0;113.0;711.0;420.0;-690.0;391.0
-45.0;-90.0;366.0;391.0;-1033.0;-599.0;364.0;335.0;750.0;-395.0;575.0
-34.0;-70.0;893.0;861.0;-465.0;-388.0;-39.0;869.0;276.0;-842.0;323.0
269.0;89.0;758.0;901.0;-308.0;-1.0;-100.0;862.0;200.0;-849.0;354.0
126.0;152.0;901.0;700.0;-341.0;-422.0;-201.0;829.0;535.0;-689.0;242.0
-132.0;76.0;882.0;614.0;-592.0;-508.0;-138.0;747.0;505.0;-821.0;146.0
182.0;77.0;853.0;895.0;-352.0;-157.0;-15.0;922.0;420.0;-822.0;462.0
104.0;50.0;856.0;626.0;-686.0;-427.0;-45.0;742.0;578.0;-750.0;312.0
70.0;243.0;818.0;676.0;-654.0;-510.0;-31.0;632.0;581.0;-583.0;269.0
371.0;249.0;657.0;215.0;-885.0;-684.0;-18.0;339.0;748.0;-366.0;433.0
382.0;-99.0;721.0;740.0;-375.0;-49.0;106.0;843.0;385.0;-785.0;647.0
178.0;233.0;665.0;530.0;-884.0;-632.0;-48.0;563.0;750.0;-411.0;341.0
173.0;27.0;740.0;890.0;-395.0;-249.0;56.0;756.0;266.0;-687.0;479.0
157.0;20.0;736.0;911.0;-450.0;-239.0;57.0;773.0;282.0;-706.0;452.0
214.0;43.0;888.0;896.0;-436.0;-194.0;-69.0;912.0;314.0;-731.0;447.0
58.0;226.0;824.0;911.0;-516.0;-378.0;-149.0;822.0;566.0;-899.0;260.0
284.0;413.0;861.0;883.0;-394.0;1.0;-196.0;884.0;227.0;-1092.0;262.0
227.0;129.0;792.0;945.0;-757.0;-369.0;52.0;847.0;431.0;-852.0;569.0
187.0;145.0;622.0;717.0;-563.0;-488.0;158.0;650.0;630.0;-744.0;457.0
78.0;208.0;780.0;877.0;-456.0;-372.0;-83.0;794.0;414.0;-879.0;357.0
147.0;21.0;748.0;865.0;-280.0;-141.0;33.0;767.0;279.0;-732.0;437.0
117.0;-33.0;815.0;989.0;-540.0;-351.0;61.0;832.0;507.0;-776.0;457.0
180.0;-48.0;790.0;940.0;-632.0;-370.0;54.0;871.0;569.0;-741.0;546.0
77.0;9.0;941.0;1068.0;-543.0;-663.0;104.0;873.0;664.0;-692.0;508.0
406.0;167.0;817.0;940.0;-290.0;-62.0;14.0;862.0;281.0;-804.0;480.0
170.0;115.0;695.0;846.0;-451.0;-310.0;66.0;750.0;378.0;-669.0;485.0
89.0;187.0;720.0;933.0;-544.0;-521.0;113.0;764.0;624.0;-864.0;562.0
109.0;168.0;835.0;904.0;-336.0;-275.0;-114.0;773.0;261.0;-795.0;265.0
35.0;59.0;858.0;924.0;-425.0;-354.0;-1.0;795.0;236.0;-809.0;359.0
117.0;-39.0;624.0;677.0;-412.0;-498.0;197.0;644.0;548.0;-626.0;534.0
239.0;282.0;1002.0;1072.0;-296.0;-324.0;-144.0;1027.0;361.0;-815.0;459.0
228.0;-23.0;878.0;1013.0;-481.0;-324.0;20.0;1002.0;523.0;-619.0;527.0
101.0;105.0;914.0;961.0;-357.0;-238.0;-189.0;938.0;277.0;-875.0;348.0
172.0;74.0;783.0;901.0;-335.0;-225.0;-67.0;878.0;248.0;-861.0;443.0
249.0;37.0;793.0;846.0;-377.0;-332.0;76.0;776.0;303.0;-742.0;479.0
-21.0;120.0;825.0;914.0;-429.0;-317.0;-12.0;808.0;239.0;-775.0;338.0
128.0;-40.0;769.0;919.0;-544.0;-250.0;-52.0;830.0;415.0;-621.0;348.0
-19.0;-7.0;712.0;745.0;-451.0;-494.0;25.0;610.0;370.0;-553.0;352.0
142.0;-59.0;1175.0;1229.0;-442.0;-273.0;-332.0;1209.0;444.0;-686.0;400.0
39.0;132.0;737.0;750.0;-376.0;-346.0;90.0;761.0;369.0;-677.0;408.0
190.0;258.0;882.0;938.0;-493.0;-288.0;-49.0;949.0;387.0;-806.0;448.0
122.0;93.0;810.0;901.0;-548.0;-328.0;13.0;793.0;409.0;-750.0;388.0
217.0;-405.0;737.0;875.0;-462.0;-310.0;94.0;854.0;625.0;-192.0;637.0
144.0;128.0;770.0;857.0;-352.0;-169.0;-40.0;810.0;310.0;-752.0;366.0
187.0;160.0;815.0;828.0;-321.0;-395.0;-121.0;747.0;454.0;-882.0;301.0
57.0;-186.0;768.0;889.0;-500.0;-249.0;26.0;835.0;351.0;-523.0;442.0
312.0;-88.0;780.0;833.0;-665.0;-174.0;-169.0;819.0;361.0;-780.0;384.0
-72.0;-58.0;665.0;853.0;-364.0;-469.0;220.0;702.0;419.0;-574.0;488.0
248.0;329.0;924.0;829.0;-441.0;-228.0;-249.0;928.0;454.0;-869.0;332.0
294.0;470.0;967.0;827.0;-362.0;-83.0;-421.0;989.0;264.0;-976.0;243.0
38.0;122.0;615.0;753.0;-396.0;-429.0;82.0;603.0;351.0;-529.0;363.0
67.0;-95.0;827.0;829.0;-448.0;-276.0;-138.0;766.0;242.0;-511.0;291.0
405.0;210.0;817.0;724.0;-270.0;-388.0;31.0;832.0;619.0;-587.0;522.0
473.0;158.0;777.0;776.0;-645.0;-147.0;12.0;805.0;412.0;-700.0;507.0
129.0;247.0;726.0;500.0;-802.0;-678.0;-223.0;584.0;713.0;-569.0;270.0
117.0;-38.0;626.0;919.0;-335.0;-431.0;54.0;721.0;506.0;-658.0;339.0
437.0;172.0;786.0;831.0;-609.0;-174.0;-123.0;843.0;345.0;-751.0;444.0
296.0;210.0;861.0;906.0;-361.0;-53.0;-220.0;932.0;206.0;-831.0;337.0
337.0;60.0;1049.0;1173.0;-276.0;-310.0;-69.0;1058.0;416.0;-572.0;530.0
69.0;89.0;592.0;912.0;-318.0;-382.0;215.0;725.0;529.0;-626.0;517.0
131.0;90.0;653.0;794.0;-600.0;-501.0;136.0;654.0;454.0;-725.0;427.0
179.0;-12.0;642.0;765.0;-427.0;-164.0;51.0;705.0;204.0;-572.0;387.0
13.0;206.0;761.0;722.0;-635.0;-590.0;14.0;687.0;609.0;-741.0;377.0
123.0;266.0;725.0;530.0;-803.0;-632.0;-243.0;565.0;615.0;-580.0;239.0
83.0;182.0;816.0;787.0;-642.0;-568.0;-138.0;746.0;591.0;-691.0;391.0
230.0;258.0;863.0;912.0;-512.0;-224.0;-94.0;881.0;436.0;-846.0;437.0
105.0;236.0;707.0;502.0;-805.0;-681.0;-238.0;543.0;677.0;-573.0;260.0
123.0;238.0;706.0;523.0;-800.0;-699.0;-247.0;522.0;708.0;-577.0;255.0
106.0;234.0;706.0;538.0;-800.0;-698.0;-184.0;538.0;675.0;-572.0;273.0
102.0;225.0;705.0;544.0;-790.0;-678.0;-213.0;511.0;689.0;-570.0;243.0
231.0;238.0;865.0;790.0;-458.0;-335.0;-133.0;889.0;593.0;-901.0;379.0
193.0;225.0;747.0;881.0;-446.0;-166.0;-25.0;780.0;162.0;-867.0;417.0
197.0;5.0;775.0;768.0;-385.0;-169.0;-149.0;821.0;277.0;-555.0;354.0
110.0;209.0;638.0;682.0;-543.0;-195.0;-112.0;641.0;238.0;-982.0;200.0
407.0;573.0;826.0;357.0;-728.0;-575.0;-187.0;551.0;693.0;-636.0;342.0
112.0;266.0;645.0;731.0;-443.0;-439.0;20.0;660.0;447.0;-874.0;406.0
99.0;-26.0;739.0;758.0;-348.0;-152.0;-94.0;765.0;236.0;-510.0;257.0
259.0;386.0;810.0;833.0;-601.0;-526.0;2.0;801.0;678.0;-775.0;517.0
17.0;174.0;840.0;715.0;-358.0;-358.0;79.0;783.0;199.0;-773.0;417.0
229.0;213.0;699.0;786.0;-728.0;-576.0;65.0;706.0;732.0;-745.0;459.0
-122.0;5.0;572.0;666.0;-521.0;-439.0;99.0;487.0;260.0;-651.0;347.0
-16.0;43.0;602.0;712.0;-482.0;-425.0;73.0;500.0;267.0;-669.0;293.0
236.0;302.0;949.0;1015.0;-513.0;-220.0;-213.0;956.0;338.0;-895.0;322.0
72.0;-42.0;759.0;960.0;-464.0;-186.0;-74.0;821.0;420.0;-791.0;367.0
33.0;41.0;784.0;855.0;-375.0;-339.0;-29.0;758.0;193.0;-838.0;336.0
-160.0;-69.0;674.0;751.0;-564.0;-536.0;-25.0;645.0;494.0;-545.0;215.0
115.0;285.0;696.0;550.0;-780.0;-661.0;-278.0;552.0;681.0;-593.0;243.0
93.0;73.0;863.0;919.0;-303.0;-224.0;-156.0;860.0;329.0;-778.0;359.0
190.0;420.0;782.0;477.0;-735.0;-697.0;-142.0;537.0;800.0;-639.0;335.0
-28.0;-21.0;616.0;641.0;-780.0;-812.0;-133.0;437.0;716.0;-498.0;150.0
-11.0;201.0;542.0;633.0;-286.0;-189.0;-105.0;536.0;204.0;-544.0;175.0
123.0;-26.0;775.0;865.0;-481.0;-318.0;61.0;825.0;508.0;-681.0;540.0
114.0;106.0;880.0;765.0;-690.0;-550.0;-93.0;735.0;640.0;-710.0;336.0
226.0;170.0;877.0;878.0;-499.0;-265.0;-172.0;819.0;643.0;-792.0;353.0
782.0;385.0;605.0;375.0;-510.0;69.0;68.0;714.0;544.0;-628.0;805.0
361.0;122.0;747.0;444.0;-652.0;-334.0;38.0;725.0;727.0;-683.0;697.0
162.0;563.0;394.0;434.0;-598.0;-555.0;202.0;366.0;606.0;-1254.0;430.0
203.0;-49.0;771.0;799.0;-433.0;-148.0;6.0;850.0;365.0;-525.0;428.0
39.0;145.0;771.0;526.0;-464.0;-242.0;-197.0;760.0;296.0;-669.0;266.0
313.0;154.0;767.0;893.0;-426.0;-203.0;-32.0;829.0;335.0;-844.0;507.0
-41.0;127.0;693.0;793.0;-359.0;-250.0;-99.0;711.0;244.0;-668.0;189.0
149.0;5.0;551.0;615.0;-417.0;-214.0;269.0;615.0;563.0;-651.0;462.0
93.0;11.0;868.0;979.0;-389.0;-269.0;54.0;880.0;235.0;-843.0;435.0
126.0;84.0;786.0;883.0;-359.0;-234.0;-39.0;818.0;361.0;-750.0;399.0
61.0;136.0;704.0;748.0;-364.0;-243.0;-59.0;680.0;230.0;-725.0;288.0
104.0;120.0;764.0;875.0;-373.0;-301.0;-96.0;719.0;240.0;-745.0;262.0
65.0;-32.0;724.0;543.0;-667.0;-427.0;41.0;722.0;579.0;-644.0;525.0
96.0;131.0;787.0;906.0;-291.0;-296.0;-98.0;729.0;247.0;-745.0;262.0
-7.0;88.0;664.0;763.0;-485.0;-449.0;-27.0;640.0;411.0;-641.0;292.0
235.0;-34.0;840.0;962.0;-507.0;-321.0;104.0;870.0;432.0;-764.0;507.0
219.0;437.0;1012.0;1025.0;-78.0;57.0;-437.0;988.0;-62.0;-1002.0;166.0
80.0;37.0;660.0;611.0;-438.0;-420.0;52.0;603.0;431.0;-585.0;370.0
343.0;271.0;846.0;746.0;-603.0;-493.0;-222.0;737.0;568.0;-655.0;251.0
197.0;232.0;759.0;865.0;-540.0;-322.0;30.0;764.0;420.0;-827.0;424.0
183.0;235.0;1014.0;1011.0;-752.0;-356.0;-156.0;1105.0;578.0;-974.0;543.0
145.0;162.0;881.0;936.0;-534.0;-337.0;-145.0;840.0;389.0;-826.0;292.0
208.0;241.0;876.0;907.0;-432.0;-331.0;-66.0;879.0;375.0;-921.0;396.0
445.0;532.0;1179.0;1291.0;-372.0;-52.0;-392.0;1160.0;208.0;-1173.0;311.0
207.0;-118.0;661.0;844.0;-584.0;-328.0;107.0;729.0;493.0;-684.0;588.0
132.0;200.0;829.0;749.0;-690.0;-570.0;-245.0;650.0;496.0;-589.0;136.0
126.0;110.0;766.0;843.0;-404.0;-214.0;-96.0;797.0;301.0;-808.0;325.0
171.0;67.0;815.0;869.0;-405.0;-202.0;-63.0;819.0;306.0;-839.0;369.0
199.0;52.0;861.0;984.0;-380.0;-237.0;-61.0;899.0;303.0;-826.0;393.0
332.0;153.0;779.0;458.0;-584.0;-519.0;21.0;764.0;728.0;-808.0;544.0
198.0;89.0;996.0;908.0;-597.0;-451.0;-233.0;868.0;512.0;-839.0;311.0
-24.0;-89.0;871.0;786.0;-794.0;-693.0;-2.0;883.0;718.0;-309.0;319.0
256.0;73.0;818.0;971.0;-563.0;-221.0;-68.0;879.0;363.0;-769.0;410.0
141.0;19.0;781.0;868.0;-361.0;-221.0;-13.0;842.0;273.0;-795.0;371.0
245.0;138.0;924.0;984.0;-341.0;-242.0;-113.0;918.0;236.0;-919.0;379.0
192.0;70.0;886.0;1045.0;-402.0;-214.0;-129.0;911.0;284.0;-874.0;362.0
191.0;162.0;949.0;1016.0;-381.0;-331.0;-76.0;939.0;303.0;-908.0;405.0
79.0;113.0;887.0;953.0;-451.0;-320.0;-135.0;887.0;340.0;-878.0;308.0
119.0;118.0;868.0;899.0;-474.0;-359.0;-107.0;814.0;357.0;-750.0;312.0
128.0;483.0;973.0;951.0;-390.0;-166.0;-533.0;926.0;178.0;-926.0;17.0
175.0;88.0;854.0;1014.0;-398.0;-242.0;-111.0;926.0;356.0;-783.0;420.0
201.0;195.0;910.0;875.0;-517.0;-321.0;-61.0;840.0;346.0;-846.0;377.0
66.0;-87.0;729.0;828.0;-521.0;-350.0;102.0;750.0;346.0;-624.0;416.0
221.0;-114.0;811.0;925.0;-476.0;-218.0;60.0;879.0;334.0;-745.0;474.0
175.0;306.0;840.0;830.0;-101.0;-20.0;-332.0;815.0;60.0;-910.0;106.0
173.0;54.0;748.0;844.0;-381.0;-211.0;-52.0;808.0;318.0;-669.0;368.0
80.0;24.0;830.0;790.0;-558.0;-470.0;-120.0;751.0;385.0;-668.0;227.0
216.0;84.0;905.0;962.0;-513.0;-281.0;-203.0;911.0;389.0;-780.0;316.0
124.0;-32.0;816.0;997.0;-468.0;-289.0;108.0;886.0;346.0;-844.0;498.0
510.0;177.0;717.0;802.0;-607.0;-78.0;48.0;850.0;503.0;-689.0;691.0
155.0;103.0;810.0;710.0;-860.0;-619.0;-38.0;725.0;683.0;-867.0;290.0
71.0;-195.0;784.0;1016.0;-613.0;-583.0;-90.0;566.0;437.0;-670.0;241.0
77.0;255.0;728.0;858.0;-314.0;-672.0;104.0;621.0;560.0;-1059.0;385.0
-11.0;-458.0;-182.0;579.0;-805.0;-713.0;532.0;-195.0;922.0;307.0;689.0
361.0;239.0;1046.0;1166.0;-473.0;-113.0;-181.0;1123.0;323.0;-1015.0;464.0
112.0;64.0;932.0;1032.0;-371.0;-213.0;-102.0;984.0;257.0;-928.0;350.0
126.0;265.0;703.0;500.0;-790.0;-690.0;-257.0;546.0;704.0;-591.0;248.0
304.0;93.0;876.0;991.0;-372.0;-115.0;-90.0;950.0;336.0;-912.0;419.0
141.0;341.0;725.0;540.0;-786.0;-653.0;-273.0;571.0;653.0;-609.0;260.0
105.0;98.0;949.0;1017.0;-329.0;-192.0;-163.0;974.0;239.0;-946.0;317.0
169.0;345.0;783.0;892.0;-306.0;-175.0;-37.0;803.0;171.0;-983.0;320.0
114.0;79.0;958.0;1025.0;-339.0;-198.0;-162.0;975.0;281.0;-940.0;303.0
276.0;333.0;951.0;835.0;-463.0;-208.0;-234.0;924.0;506.0;-884.0;343.0
