InertialMeasurementUnit RUA magneticZ;Accelerometer RUA^ accY;InertialMeasurementUnit L-SHOE EuX;Accelerometer RWR accZ;InertialMeasurementUnit LLA magneticZ;Accelerometer LH accX;InertialMeasurementUnit RUA accX
8.0;767.0;-153;-408.0;-197.0;874.0;-714.0
-70.0;1001.0;-139;-85.0;-517.0;615.0;-860.0
-200.0;940.0;70;-258.0;232.0;803.0;-796.0
253.0;523.0;-166;-205.0;-191.0;252.0;-925.0
34.0;1116.0;165;-207.0;-126.0;550.0;-914.0
123.0;1058.0;154;270.0;-40.0;976.0;-1011.0
-121.0;981.0;70;-119.0;262.0;866.0;-863.0
67.0;1113.0;181;190.0;-286.0;638.0;-996.0
-308.0;1023.0;147;79.0;-29.0;230.0;-1331.0
-205.0;1166.0;115;195.0;-42.0;385.0;-932.0
-44.0;953.0;-166;98.0;398.0;804.0;-910.0
263.0;990.0;155;-316.0;80.0;728.0;-927.0
-100.0;968.0;113;-61.0;-543.0;229.0;-909.0
-273.0;1090.0;-26;-28.0;162.0;-154.0;-999.0
-285.0;1093.0;125;176.0;148.0;67.0;-1010.0
-218.0;869.0;12;89.0;-192.0;565.0;-997.0
-329.0;1101.0;125;461.0;156.0;79.0;-1012.0
-132.0;1003.0;12;20.0;-262.0;631.0;-819.0
185.0;1067.0;-74;301.0;-538.0;177.0;-1074.0
-271.0;1017.0;125;-14.0;231.0;130.0;-893.0
-28.0;1203.0;-62;-9.0;-120.0;656.0;-775.0
9.0;1053.0;-151;44.0;-331.0;680.0;-1111.0
-112.0;993.0;125;81.0;245.0;220.0;-963.0
-60.0;980.0;-151;101.0;-248.0;697.0;-947.0
61.0;1010.0;-166;-465.0;-469.0;553.0;-757.0
78.0;900.0;148;-136.0;27.0;672.0;-564.0
-46.0;1022.0;120;67.0;219.0;169.0;-964.0
-43.0;1010.0;118;77.0;215.0;168.0;-967.0
-34.0;1010.0;110;24.0;213.0;205.0;-962.0
-25.0;1013.0;109;10.0;216.0;201.0;-960.0
-24.0;1014.0;109;71.0;211.0;215.0;-967.0
-17.0;1020.0;109;79.0;212.0;189.0;-969.0
-18.0;1008.0;109;-29.0;210.0;195.0;-965.0
-14.0;1010.0;109;38.0;206.0;224.0;-967.0
-16.0;1025.0;109;14.0;206.0;230.0;-960.0
178.0;836.0;-162;-286.0;-71.0;582.0;-798.0
-13.0;1006.0;109;99.0;200.0;210.0;-974.0
-9.0;1010.0;109;54.0;199.0;195.0;-968.0
196.0;834.0;-172;-257.0;-83.0;487.0;-802.0
-9.0;1010.0;109;-27.0;204.0;205.0;-969.0
-156.0;1128.0;-151;103.0;-64.0;712.0;-581.0
-9.0;1018.0;109;19.0;201.0;233.0;-965.0
56.0;1072.0;-59;-308.0;-371.0;587.0;-843.0
-47.0;1129.0;-62;-429.0;-286.0;799.0;-843.0
-7.0;1012.0;109;25.0;201.0;211.0;-973.0
-162.0;984.0;-150;9.0;-11.0;627.0;-1013.0
-12.0;991.0;109;42.0;202.0;195.0;-967.0
-16.0;1011.0;109;53.0;205.0;215.0;-966.0
-169.0;898.0;-151;-73.0;52.0;514.0;-1222.0
-206.0;917.0;-139;-277.0;183.0;603.0;-835.0
284.0;773.0;-166;-370.0;-484.0;447.0;-645.0
-19.0;1011.0;109;48.0;211.0;219.0;-960.0
-467.0;657.0;-63;-591.0;-101.0;772.0;-556.0
-17.0;1016.0;109;83.0;209.0;214.0;-960.0
-19.0;1019.0;109;120.0;206.0;195.0;-967.0
-18.0;1000.0;109;-14.0;209.0;232.0;-963.0
-16.0;1022.0;109;42.0;208.0;224.0;-970.0
-14.0;1007.0;109;-1.0;208.0;190.0;-967.0
-12.0;1004.0;109;29.0;203.0;211.0;-962.0
-13.0;979.0;109;97.0;202.0;222.0;-969.0
-15.0;1006.0;109;16.0;203.0;198.0;-969.0
-220.0;1087.0;-93;57.0;-17.0;766.0;-875.0
-17.0;1019.0;109;104.0;206.0;195.0;-965.0
-21.0;1020.0;109;25.0;211.0;208.0;-968.0
-25.0;1011.0;109;26.0;216.0;218.0;-961.0
-25.0;1008.0;109;5.0;216.0;221.0;-961.0
-26.0;996.0;109;67.0;219.0;229.0;-970.0
226.0;948.0;-166;-139.0;-559.0;921.0;-910.0
2.0;997.0;-166;-364.0;-469.0;710.0;-803.0
-115.0;800.0;-167;49.0;-647.0;992.0;-741.0
-162.0;1118.0;-93;150.0;-54.0;596.0;-943.0
-27.0;997.0;109;42.0;212.0;199.0;-963.0
-120.0;1133.0;12;39.0;-298.0;353.0;-818.0
-26.0;1010.0;109;41.0;213.0;219.0;-962.0
-25.0;1002.0;109;13.0;211.0;204.0;-963.0
-25.0;996.0;109;-38.0;210.0;190.0;-965.0
-26.0;991.0;109;34.0;210.0;223.0;-957.0
-21.0;1017.0;109;99.0;205.0;211.0;-964.0
-19.0;1008.0;109;52.0;201.0;195.0;-962.0
-16.0;1010.0;109;-23.0;199.0;204.0;-972.0
-15.0;1034.0;109;45.0;198.0;200.0;-965.0
-19.0;1032.0;109;61.0;202.0;185.0;-958.0
-17.0;990.0;109;70.0;201.0;232.0;-966.0
-16.0;991.0;109;114.0;201.0;211.0;-966.0
-12.0;1005.0;109;14.0;202.0;216.0;-963.0
-20.0;1000.0;109;-19.0;210.0;188.0;-963.0
-23.0;1000.0;109;16.0;214.0;206.0;-971.0
145.0;1111.0;-91;-57.0;-188.0;744.0;-1096.0
-22.0;1010.0;109;24.0;210.0;229.0;-963.0
175.0;1064.0;-12;-544.0;-417.0;265.0;-951.0
-19.0;999.0;109;29.0;210.0;200.0;-960.0
-19.0;1014.0;109;137.0;209.0;228.0;-961.0
-18.0;997.0;109;-55.0;205.0;232.0;-963.0
-15.0;902.0;-166;-139.0;-506.0;684.0;-951.0
-11.0;1000.0;109;97.0;204.0;185.0;-958.0
-11.0;1022.0;109;51.0;204.0;205.0;-966.0
16.0;865.0;-166;-345.0;-500.0;356.0;-698.0
-10.0;1011.0;108;34.0;202.0;223.0;-970.0
-90.0;1521.0;-70;-234.0;-299.0;158.0;-1145.0
34.0;947.0;-166;-350.0;-522.0;568.0;-799.0
206.0;628.0;-157;65.0;-669.0;731.0;-640.0
20.0;828.0;-166;-399.0;-617.0;863.0;-717.0
1.0;1009.0;108;37.0;190.0;204.0;-976.0
-23.0;977.0;11;-270.0;-409.0;165.0;-1053.0
2.0;1019.0;108;61.0;189.0;206.0;-972.0
38.0;772.0;167;-185.0;-66.0;136.0;-1062.0
-82.0;1082.0;-166;-314.0;-499.0;797.0;-792.0
-41.0;808.0;-166;-229.0;-507.0;489.0;-744.0
113.0;866.0;164;-129.0;-168.0;335.0;-1080.0
0.0;1020.0;108;14.0;190.0;210.0;-967.0
-220.0;1068.0;-27;-375.0;-132.0;631.0;-899.0
-108.0;1044.0;-166;-260.0;-160.0;496.0;-1054.0
89.0;1018.0;-172;-322.0;-223.0;813.0;-960.0
1.0;1010.0;108;33.0;191.0;200.0;-965.0
159.0;696.0;-157;-674.0;-673.0;696.0;-945.0
1.0;1012.0;109;44.0;189.0;196.0;-968.0
209.0;1119.0;-135;478.0;-43.0;588.0;-960.0
2.0;1009.0;108;83.0;190.0;217.0;-968.0
161.0;1263.0;-173;-224.0;-257.0;713.0;-802.0
3.0;1008.0;108;-49.0;189.0;211.0;-969.0
-113.0;682.0;-167;-852.0;-756.0;954.0;-665.0
187.0;1202.0;-172;-285.0;-321.0;715.0;-782.0
404.0;567.0;-166;-403.0;-653.0;948.0;-403.0
203.0;1050.0;-171;-352.0;-395.0;631.0;-921.0
265.0;910.0;-123;-3.0;-428.0;550.0;-674.0
-8.0;920.0;-166;-528.0;-513.0;787.0;-895.0
6.0;1027.0;108;48.0;189.0;214.0;-961.0
197.0;927.0;-123;-180.0;-337.0;544.0;-784.0
29.0;922.0;-166;-390.0;-498.0;730.0;-869.0
2.0;934.0;-166;-532.0;-497.0;683.0;-809.0
84.0;901.0;-123;155.0;-243.0;604.0;-881.0
52.0;832.0;-166;-674.0;-449.0;534.0;-778.0
117.0;963.0;-19;-278.0;-514.0;446.0;-1072.0
109.0;743.0;-138;-355.0;162.0;420.0;-829.0
434.0;839.0;-70;44.0;-615.0;322.0;-848.0
427.0;972.0;-105;178.0;-523.0;371.0;-904.0
8.0;1017.0;108;92.0;189.0;225.0;-978.0
8.0;1015.0;108;71.0;192.0;225.0;-975.0
9.0;944.0;-166;-501.0;-408.0;612.0;-749.0
-8.0;951.0;-166;-271.0;-415.0;440.0;-738.0
-341.0;752.0;168;-270.0;-70.0;573.0;-1171.0
-435.0;898.0;31;-91.0;-53.0;372.0;-996.0
5.0;1004.0;108;97.0;196.0;223.0;-975.0
-22.0;983.0;109;30.0;217.0;241.0;-971.0
-352.0;911.0;176;-191.0;-54.0;478.0;-1092.0
135.0;984.0;-143;-534.0;-563.0;512.0;-1020.0
38.0;925.0;-166;13.0;-407.0;664.0;-881.0
-23.0;1028.0;109;32.0;220.0;201.0;-963.0
-353.0;1066.0;175;-58.0;-42.0;383.0;-1026.0
-322.0;1060.0;176;242.0;-50.0;137.0;-923.0
-298.0;937.0;177;191.0;-51.0;432.0;-807.0
193.0;676.0;-68;-553.0;4.0;105.0;-764.0
95.0;880.0;-140;-274.0;123.0;314.0;-771.0
-331.0;884.0;169;-134.0;51.0;211.0;-1106.0
88.0;1073.0;-140;-141.0;17.0;616.0;-745.0
-23.0;1014.0;109;17.0;219.0;203.0;-951.0
-26.0;1013.0;109;35.0;216.0;214.0;-971.0
-11.0;996.0;103;120.0;214.0;238.0;-950.0
-437.0;1026.0;41;-284.0;-83.0;373.0;-895.0
-444.0;1045.0;40;-224.0;-93.0;689.0;-835.0
-382.0;684.0;138;81.0;1.0;115.0;-911.0
106.0;1146.0;-140;-271.0;-70.0;548.0;-1040.0
409.0;1012.0;-123;285.0;-396.0;805.0;-951.0
0.0;1001.0;103;-28.0;199.0;251.0;-996.0
11.0;1043.0;103;93.0;185.0;221.0;-975.0
142.0;838.0;-140;-287.0;-145.0;695.0;-1039.0
-343.0;755.0;161;33.0;-80.0;176.0;-683.0
495.0;1153.0;-35;373.0;-638.0;185.0;-1006.0
7.0;1075.0;-166;19.0;-442.0;812.0;-786.0
-72.0;1070.0;-166;-146.0;-447.0;313.0;-793.0
-376.0;904.0;-164;-141.0;-317.0;614.0;-816.0
21.0;1033.0;103;67.0;175.0;224.0;-978.0
-334.0;790.0;-164;-193.0;-377.0;536.0;-834.0
24.0;1011.0;103;53.0;175.0;201.0;-973.0
-407.0;915.0;163;2.0;9.0;68.0;-996.0
-661.0;870.0;-126;-478.0;-106.0;568.0;-654.0
-333.0;807.0;-164;-207.0;-382.0;485.0;-832.0
-288.0;880.0;-164;-128.0;-433.0;255.0;-810.0
6.0;1020.0;103;66.0;200.0;225.0;-981.0
-183.0;875.0;-164;-116.0;-555.0;545.0;-725.0
-494.0;630.0;-28;-14.0;-745.0;588.0;-430.0
-230.0;983.0;110;-44.0;218.0;334.0;-909.0
-107.0;894.0;111;114.0;-17.0;428.0;-893.0
114.0;915.0;133;39.0;-159.0;207.0;-890.0
-308.0;1108.0;114;-58.0;42.0;330.0;-1425.0
-9.0;1029.0;103;72.0;214.0;195.0;-967.0
-43.0;1021.0;103;28.0;240.0;172.0;-991.0
-120.0;855.0;-164;33.0;-447.0;699.0;-787.0
-121.0;862.0;-164;63.0;-446.0;548.0;-761.0
-115.0;866.0;-164;-127.0;-442.0;470.0;-723.0
-93.0;829.0;-164;-184.0;-435.0;485.0;-620.0
-113.0;808.0;-164;-298.0;-448.0;524.0;-677.0
103.0;1111.0;-150;-386.0;-91.0;582.0;-804.0
89.0;919.0;-121;-379.0;-237.0;808.0;-970.0
-362.0;893.0;157;92.0;-156.0;535.0;-524.0
429.0;1045.0;-20;-9.0;-641.0;283.0;-953.0
34.0;873.0;3;29.0;-570.0;392.0;-816.0
254.0;858.0;-74;316.0;-575.0;235.0;-937.0
-343.0;784.0;158;78.0;-219.0;331.0;-566.0
95.0;1239.0;-121;59.0;-286.0;768.0;-845.0
-70.0;1016.0;103;61.0;263.0;213.0;-952.0
-103.0;602.0;150;55.0;192.0;330.0;-857.0
-106.0;1037.0;103;13.0;279.0;214.0;-938.0
-134.0;993.0;103;51.0;292.0;298.0;-989.0
154.0;935.0;-124;-170.0;-421.0;718.0;-902.0
-498.0;1060.0;115;-89.0;172.0;280.0;-1097.0
-51.0;1011.0;-127;-251.0;-449.0;285.0;-952.0
-97.0;1040.0;103;34.0;278.0;253.0;-946.0
-96.0;1034.0;104;123.0;276.0;251.0;-965.0
-97.0;1033.0;104;35.0;276.0;248.0;-972.0
-77.0;1070.0;-127;-231.0;-408.0;314.0;-954.0
-212.0;1004.0;-129;72.0;-344.0;587.0;-890.0
-482.0;989.0;-6;-524.0;-141.0;258.0;-932.0
-51.0;1039.0;104;116.0;241.0;257.0;-926.0
-506.0;1043.0;-7;-186.0;-121.0;245.0;-920.0
-502.0;1001.0;-7;-256.0;-123.0;293.0;-1083.0
-14.0;1017.0;104;-10.0;230.0;194.0;-1020.0
-575.0;1007.0;-16;-131.0;-165.0;243.0;-918.0
-1.0;1009.0;104;36.0;235.0;184.0;-999.0
3.0;1000.0;104;110.0;247.0;194.0;-995.0
-279.0;637.0;142;117.0;-269.0;394.0;-850.0
-215.0;969.0;-130;156.0;-311.0;756.0;-946.0
23.0;1044.0;104;-82.0;256.0;167.0;-944.0
104.0;991.0;104;144.0;211.0;286.0;-1034.0
109.0;1041.0;109;8.0;212.0;307.0;-950.0
-229.0;960.0;-123;148.0;-317.0;644.0;-819.0
-228.0;929.0;-123;166.0;-308.0;747.0;-840.0
-217.0;984.0;-103;144.0;-317.0;572.0;-853.0
-222.0;885.0;-98;-7.0;-319.0;258.0;-872.0
116.0;1097.0;-121;-181.0;-290.0;808.0;-800.0
-53.0;1212.0;159;289.0;-222.0;438.0;-1078.0
-245.0;869.0;-97;-1.0;-318.0;828.0;-843.0
195.0;647.0;-166;-255.0;-643.0;765.0;-830.0
-51.0;728.0;158;-5.0;-187.0;303.0;-766.0
-20.0;883.0;168;78.0;-253.0;158.0;-863.0
39.0;932.0;69;-74.0;-173.0;223.0;-886.0
-10.0;776.0;-167;-145.0;-603.0;684.0;-892.0
-54.0;941.0;-46;-241.0;-466.0;635.0;-973.0
89.0;1011.0;111;70.0;45.0;377.0;-956.0
-9.0;806.0;140;298.0;-60.0;242.0;-927.0
-485.0;747.0;75;-490.0;-238.0;588.0;-1127.0
-98.0;877.0;142;-130.0;188.0;491.0;-726.0
-681.0;795.0;143;-303.0;-393.0;694.0;-802.0
-129.0;987.0;-59;-79.0;230.0;342.0;-956.0
-265.0;885.0;-97;-67.0;-318.0;715.0;-799.0
-21.0;1100.0;10;-180.0;-379.0;165.0;-944.0
148.0;920.0;134;201.0;-249.0;21.0;-859.0
143.0;953.0;-77;-325.0;-214.0;503.0;-801.0
178.0;986.0;-166;126.0;-505.0;1026.0;-857.0
277.0;549.0;-152;-435.0;-278.0;914.0;-395.0
73.0;815.0;-167;-94.0;-619.0;549.0;-730.0
192.0;778.0;-166;-25.0;-649.0;659.0;-705.0
-271.0;910.0;-97;-115.0;-304.0;484.0;-783.0
308.0;655.0;-166;-183.0;-647.0;723.0;-525.0
-140.0;1097.0;56;29.0;-176.0;40.0;-968.0
195.0;896.0;-157;-317.0;-247.0;468.0;-784.0
-150.0;863.0;-97;58.0;-328.0;725.0;-893.0
119.0;946.0;-158;-380.0;-176.0;486.0;-778.0
-120.0;819.0;-97;70.0;-334.0;606.0;-895.0
221.0;1089.0;-26;-168.0;-121.0;179.0;-923.0
-558.0;960.0;-85;-153.0;468.0;196.0;-855.0
667.0;778.0;-114;-600.0;-724.0;196.0;-927.0
-407.0;837.0;-14;46.0;-81.0;450.0;-706.0
-437.0;886.0;160;111.0;-54.0;460.0;-1004.0
452.0;1014.0;-81;-279.0;-588.0;649.0;-948.0
-548.0;958.0;85;43.0;605.0;244.0;-952.0
-420.0;1014.0;159;106.0;-7.0;404.0;-1315.0
-234.0;898.0;-159;-217.0;-18.0;592.0;-845.0
299.0;1000.0;-87;-178.0;-395.0;548.0;-815.0
-266.0;1005.0;140;-242.0;282.0;409.0;-809.0
-321.0;692.0;160;81.0;33.0;302.0;-1083.0
-373.0;956.0;145;-558.0;52.0;428.0;-1024.0
-268.0;1029.0;-34;-69.0;-38.0;203.0;-1017.0
-96.0;904.0;-34;65.0;-434.0;468.0;-882.0
-26.0;921.0;-34;165.0;-495.0;538.0;-869.0
-581.0;1178.0;42;-487.0;312.0;393.0;-935.0
-466.0;816.0;90;187.0;-175.0;306.0;-1102.0
-33.0;942.0;120;151.0;115.0;82.0;-926.0
14.0;1065.0;118;92.0;148.0;217.0;-979.0
12.0;1076.0;117;46.0;148.0;220.0;-960.0
-27.0;1062.0;117;107.0;187.0;219.0;-986.0
-23.0;1057.0;117;9.0;185.0;252.0;-981.0
-17.0;1050.0;117;100.0;196.0;260.0;-923.0
110.0;1048.0;117;-3.0;113.0;290.0;-969.0
-470.0;862.0;15;-114.0;-23.0;-50.0;-981.0
119.0;1081.0;117;65.0;105.0;231.0;-930.0
-299.0;866.0;-46;-151.0;-348.0;296.0;-1061.0
-279.0;902.0;-51;-78.0;-385.0;520.0;-940.0
129.0;1017.0;110;31.0;81.0;206.0;-1016.0
-584.0;825.0;167;106.0;174.0;248.0;-658.0
-372.0;907.0;166;139.0;-275.0;230.0;-780.0
54.0;976.0;93;76.0;157.0;226.0;-976.0
-290.0;932.0;-4;-40.0;-399.0;392.0;-901.0
-356.0;745.0;-2;-39.0;-338.0;266.0;-740.0
45.0;1040.0;84;81.0;166.0;242.0;-966.0
-403.0;770.0;131;78.0;-244.0;688.0;-1059.0
18.0;1085.0;84;69.0;185.0;224.0;-987.0
-441.0;933.0;129;-14.0;-174.0;374.0;-869.0
7.0;1048.0;83;31.0;191.0;254.0;-979.0
-142.0;1064.0;9;-348.0;-343.0;335.0;-1044.0
-27.0;994.0;83;190.0;188.0;276.0;-918.0
-48.0;981.0;83;123.0;188.0;273.0;-1056.0
-44.0;950.0;83;52.0;186.0;272.0;-1039.0
-44.0;978.0;83;20.0;184.0;292.0;-1015.0
-52.0;1060.0;-64;-804.0;-39.0;447.0;-999.0
-43.0;1112.0;83;131.0;191.0;218.0;-975.0
-213.0;1132.0;140;-330.0;119.0;468.0;-964.0
-440.0;931.0;-57;-603.0;181.0;347.0;-874.0
-203.0;1089.0;139;-184.0;99.0;392.0;-1000.0
-44.0;1060.0;83;163.0;194.0;271.0;-994.0
-188.0;1046.0;139;-233.0;78.0;332.0;-1041.0
-46.0;1078.0;83;142.0;200.0;281.0;-969.0
-48.0;1056.0;83;47.0;204.0;269.0;-990.0
-41.0;1048.0;83;117.0;206.0;265.0;-997.0
-28.0;1070.0;83;13.0;204.0;310.0;-982.0
-27.0;1058.0;83;116.0;201.0;252.0;-981.0
-15.0;1041.0;83;16.0;192.0;255.0;-966.0
17.0;1047.0;83;-16.0;168.0;266.0;-985.0
32.0;1056.0;83;119.0;151.0;247.0;-993.0
40.0;1040.0;83;41.0;144.0;269.0;-986.0
42.0;1041.0;83;71.0;140.0;243.0;-979.0
-320.0;1042.0;-48;-422.0;-16.0;378.0;-1055.0
-185.0;1018.0;139;-410.0;80.0;380.0;-1053.0
44.0;1054.0;83;87.0;137.0;162.0;-972.0
-267.0;968.0;-48;-702.0;-60.0;448.0;-961.0
-190.0;1016.0;139;-440.0;72.0;526.0;-1033.0
-141.0;859.0;-48;-440.0;-310.0;399.0;-1177.0
-158.0;1121.0;9;-700.0;-362.0;370.0;-1008.0
48.0;1040.0;83;143.0;134.0;168.0;-988.0
-264.0;1086.0;-48;71.0;-100.0;201.0;-986.0
-243.0;1101.0;139;-11.0;77.0;362.0;-1044.0
29.0;1003.0;83;53.0;154.0;254.0;-999.0
-125.0;989.0;-49;-311.0;-140.0;197.0;-939.0
-112.0;1108.0;-89;-583.0;-182.0;-36.0;-1012.0
-128.0;1024.0;-49;-432.0;-157.0;226.0;-1021.0
-292.0;929.0;-57;-982.0;146.0;331.0;-925.0
38.0;1060.0;83;52.0;147.0;272.0;-981.0
34.0;1050.0;83;72.0;150.0;230.0;-982.0
29.0;1023.0;83;39.0;151.0;205.0;-973.0
28.0;1027.0;83;39.0;151.0;204.0;-971.0
24.0;1021.0;83;96.0;154.0;217.0;-990.0
7.0;1007.0;83;56.0;176.0;224.0;-1000.0
7.0;1010.0;83;59.0;181.0;223.0;-999.0
2.0;1060.0;83;91.0;182.0;232.0;-980.0
