InertialMeasurementUnit RUA magneticZ;Accelerometer RUA^ accY;InertialMeasurementUnit L-SHOE EuX;Accelerometer RWR accZ;InertialMeasurementUnit LLA magneticZ;Accelerometer LH accX;InertialMeasurementUnit RUA accX
-16.0;1025.0;109;14.0;206.0;230.0;-960.0
178.0;836.0;-162;-286.0;-71.0;582.0;-798.0
28.0;1032.0;49;-114.0;-201.0;221.0;-963.0
6.0;1060.0;45;-93.0;-181.0;303.0;-941.0
196.0;834.0;-172;-257.0;-83.0;487.0;-802.0
-9.0;1010.0;109;-27.0;204.0;205.0;-969.0
-33.0;941.0;31;18.0;-122.0;285.0;-937.0
-9.0;1018.0;109;19.0;201.0;233.0;-965.0
0.0;928.0;-166;-459.0;-498.0;734.0;-814.0
-141.0;947.0;25;47.0;17.0;553.0;-918.0
-7.0;1012.0;109;25.0;201.0;211.0;-973.0
-162.0;984.0;-150;9.0;-11.0;627.0;-1013.0
-451.0;1040.0;125;629.0;392.0;774.0;-916.0
-16.0;1011.0;109;53.0;205.0;215.0;-966.0
-111.0;876.0;-82;80.0;-28.0;534.0;-1526.0
-206.0;917.0;-139;-277.0;183.0;603.0;-835.0
-117.0;977.0;141;-164.0;281.0;408.0;-951.0
-19.0;1011.0;109;48.0;211.0;219.0;-960.0
-41.0;994.0;78;-81.0;239.0;292.0;-972.0
-46.0;904.0;-81;160.0;403.0;245.0;-961.0
-11.0;906.0;79;13.0;217.0;333.0;-1110.0
-18.0;1000.0;109;-14.0;209.0;232.0;-963.0
-16.0;1022.0;109;42.0;208.0;224.0;-970.0
-129.0;980.0;141;-140.0;286.0;374.0;-886.0
-12.0;1004.0;109;29.0;203.0;211.0;-962.0
-149.0;1004.0;141;-80.0;292.0;388.0;-914.0
-15.0;1006.0;109;16.0;203.0;198.0;-969.0
-315.0;1218.0;-210;40.0;365.0;947.0;-854.0
-162.0;1016.0;141;-162.0;320.0;496.0;-917.0
-21.0;1020.0;109;25.0;211.0;208.0;-968.0
-25.0;1011.0;109;26.0;216.0;218.0;-961.0
-25.0;1008.0;109;5.0;216.0;221.0;-961.0
-16.0;1030.0;114;126.0;359.0;224.0;-976.0
-602.0;1093.0;86;-5.0;635.0;631.0;-1025.0
164.0;910.0;-157;-538.0;-682.0;860.0;-817.0
-116.0;793.0;-43;-81.0;313.0;262.0;-825.0
-26.0;1093.0;-153;563.0;33.0;762.0;-889.0
-165.0;809.0;-36;-113.0;144.0;214.0;-1037.0
-120.0;1133.0;12;39.0;-298.0;353.0;-818.0
-26.0;1010.0;109;41.0;213.0;219.0;-962.0
-25.0;1002.0;109;13.0;211.0;204.0;-963.0
-2.0;1053.0;78;-91.0;287.0;81.0;-880.0
-26.0;991.0;109;34.0;210.0;223.0;-957.0
31.0;973.0;83;-56.0;250.0;301.0;-917.0
-137.0;991.0;140;-94.0;321.0;447.0;-971.0
-16.0;1010.0;109;-23.0;199.0;204.0;-972.0
25.0;958.0;83;-27.0;272.0;388.0;-976.0
-110.0;1015.0;139;-58.0;306.0;409.0;-938.0
-17.0;990.0;109;70.0;201.0;232.0;-966.0
18.0;990.0;83;1.0;272.0;360.0;-992.0
-12.0;1005.0;109;14.0;202.0;216.0;-963.0
-20.0;1000.0;109;-19.0;210.0;188.0;-963.0
-23.0;1000.0;109;16.0;214.0;206.0;-971.0
-111.0;1007.0;139;-121.0;297.0;431.0;-939.0
-22.0;1010.0;109;24.0;210.0;229.0;-963.0
-246.0;1026.0;119;53.0;457.0;298.0;-979.0
-19.0;999.0;109;29.0;210.0;200.0;-960.0
-84.0;1009.0;122;-54.0;366.0;238.0;-960.0
-18.0;997.0;109;-55.0;205.0;232.0;-963.0
-15.0;902.0;-166;-139.0;-506.0;684.0;-951.0
32.0;984.0;19;448.0;-14.0;987.0;-822.0
-69.0;961.0;139;-74.0;270.0;439.0;-937.0
-58.0;960.0;139;45.0;254.0;398.0;-938.0
-10.0;1011.0;108;34.0;202.0;223.0;-970.0
-22.0;984.0;139;47.0;243.0;392.0;-937.0
117.0;850.0;-157;-385.0;-575.0;746.0;-734.0
51.0;1041.0;83;72.0;176.0;335.0;-1005.0
50.0;1010.0;83;67.0;167.0;351.0;-1019.0
1.0;1009.0;108;37.0;190.0;204.0;-976.0
49.0;1019.0;83;44.0;142.0;265.0;-992.0
-45.0;985.0;139;0.0;223.0;414.0;-978.0
-40.0;1005.0;139;-77.0;218.0;403.0;-879.0
-114.0;957.0;118;285.0;267.0;502.0;-797.0
100.0;661.0;-166;-372.0;-710.0;743.0;-665.0
113.0;866.0;164;-129.0;-168.0;335.0;-1080.0
0.0;1020.0;108;14.0;190.0;210.0;-967.0
-220.0;1068.0;-27;-375.0;-132.0;631.0;-899.0
-108.0;1044.0;-166;-260.0;-160.0;496.0;-1054.0
180.0;995.0;-167;-386.0;-201.0;917.0;-950.0
1.0;1010.0;108;33.0;191.0;200.0;-965.0
43.0;1063.0;83;29.0;149.0;253.0;-966.0
-218.0;898.0;34;4.0;-500.0;565.0;-839.0
-663.0;854.0;59;33.0;339.0;200.0;-819.0
33.0;1024.0;83;86.0;163.0;245.0;-980.0
6.0;1040.0;83;50.0;186.0;276.0;-986.0
3.0;1008.0;108;-49.0;189.0;211.0;-969.0
11.0;1036.0;83;-5.0;246.0;204.0;-998.0
-188.0;948.0;34;-13.0;-509.0;601.0;-789.0
1.0;1041.0;83;19.0;193.0;233.0;-978.0
15.0;1056.0;83;-29.0;242.0;200.0;-1017.0
-65.0;936.0;139;12.0;209.0;235.0;-821.0
-592.0;862.0;34;70.0;173.0;596.0;-828.0
6.0;1027.0;108;48.0;189.0;214.0;-961.0
299.0;1000.0;-87;-178.0;-395.0;548.0;-815.0
-487.0;948.0;8;-66.0;-34.0;545.0;-893.0
-483.0;926.0;8;-63.0;-57.0;443.0;-861.0
74.0;920.0;-135;514.0;-212.0;736.0;-913.0
-587.0;760.0;100;119.0;-48.0;130.0;-786.0
-545.0;957.0;48;-254.0;176.0;1192.0;-1059.0
-504.0;875.0;90;-92.0;254.0;534.0;-937.0
-322.0;920.0;-26;14.0;52.0;643.0;-882.0
-248.0;873.0;-47;55.0;50.0;445.0;-818.0
-44.0;953.0;-166;98.0;398.0;804.0;-910.0
-119.0;981.0;-98;88.0;-11.0;558.0;-955.0
9.0;945.0;-168;125.0;-86.0;930.0;-878.0
66.0;911.0;-157;-455.0;-590.0;525.0;-805.0
-69.0;732.0;-166;613.0;-629.0;436.0;-562.0
-435.0;898.0;31;-91.0;-53.0;372.0;-996.0
-203.0;990.0;-123;77.0;-402.0;463.0;-880.0
-22.0;983.0;109;30.0;217.0;241.0;-971.0
-352.0;911.0;176;-191.0;-54.0;478.0;-1092.0
276.0;1043.0;-151;-623.0;-625.0;725.0;-957.0
38.0;925.0;-166;13.0;-407.0;664.0;-881.0
-191.0;948.0;-123;117.0;-400.0;508.0;-945.0
-353.0;1066.0;175;-58.0;-42.0;383.0;-1026.0
-145.0;1036.0;-123;128.0;-432.0;479.0;-896.0
-292.0;820.0;174;294.0;193.0;273.0;-647.0
-146.0;950.0;-123;-48.0;-421.0;668.0;-899.0
102.0;774.0;-140;-369.0;151.0;315.0;-758.0
-132.0;970.0;-123;-96.0;-378.0;613.0;-948.0
88.0;1073.0;-140;-141.0;17.0;616.0;-745.0
-23.0;1014.0;109;17.0;219.0;203.0;-951.0
-26.0;1013.0;109;35.0;216.0;214.0;-971.0
-124.0;983.0;-123;-77.0;-380.0;661.0;-961.0
-437.0;1026.0;41;-284.0;-83.0;373.0;-895.0
-653.0;1004.0;100;-385.0;-38.0;909.0;-847.0
-112.0;1058.0;-123;-66.0;-378.0;670.0;-1010.0
106.0;1146.0;-140;-271.0;-70.0;548.0;-1040.0
-70.0;1019.0;-123;-126.0;-362.0;539.0;-958.0
0.0;1001.0;103;-28.0;199.0;251.0;-996.0
-46.0;1014.0;-123;-110.0;-372.0;622.0;-934.0
142.0;838.0;-140;-287.0;-145.0;695.0;-1039.0
25.0;980.0;-123;-183.0;-377.0;582.0;-895.0
195.0;647.0;-166;-255.0;-643.0;765.0;-830.0
248.0;662.0;-157;-209.0;-689.0;834.0;-584.0
-72.0;1070.0;-166;-146.0;-447.0;313.0;-793.0
-376.0;904.0;-164;-141.0;-317.0;614.0;-816.0
21.0;1033.0;103;67.0;175.0;224.0;-978.0
-334.0;790.0;-164;-193.0;-377.0;536.0;-834.0
-68.0;617.0;-156;94.0;-330.0;911.0;-469.0
-504.0;1088.0;29;51.0;114.0;146.0;-948.0
-2.0;1042.0;83;72.0;203.0;262.0;-980.0
-333.0;807.0;-164;-207.0;-382.0;485.0;-832.0
163.0;838.0;-166;56.0;-152.0;468.0;-554.0
-152.0;976.0;37;80.0;-524.0;547.0;-794.0
164.0;890.0;2;-85.0;-610.0;491.0;-829.0
-269.0;1040.0;125;79.0;145.0;107.0;-986.0
-230.0;983.0;110;-44.0;218.0;334.0;-909.0
-107.0;894.0;111;114.0;-17.0;428.0;-893.0
114.0;915.0;133;39.0;-159.0;207.0;-890.0
-596.0;1277.0;122;285.0;10.0;453.0;-1307.0
-6.0;1035.0;83;35.0;203.0;248.0;-984.0
-7.0;1034.0;83;36.0;205.0;251.0;-983.0
-114.0;720.0;-167;123.0;-454.0;961.0;-673.0
-83.0;855.0;-166;183.0;-528.0;526.0;-705.0
-183.0;875.0;-164;-116.0;-555.0;545.0;-725.0
-41.0;808.0;-166;-229.0;-507.0;489.0;-744.0
-377.0;-24.0;161;-923.0;-554.0;603.0;-25.0
130.0;1278.0;-56;-512.0;-187.0;633.0;-909.0
128.0;827.0;-165;-482.0;-212.0;884.0;-903.0
156.0;965.0;-166;51.0;-514.0;1013.0;-874.0
-6.0;1030.0;83;33.0;206.0;255.0;-986.0
-148.0;904.0;-11;-149.0;-501.0;77.0;-891.0
-323.0;759.0;-79;60.0;-208.0;-90.0;-765.0
-386.0;649.0;2;118.0;-186.0;347.0;-623.0
-204.0;1057.0;-127;-128.0;-314.0;607.0;-784.0
3.0;1030.0;83;34.0;179.0;241.0;-980.0
-188.0;1375.0;-36;307.0;-503.0;576.0;-1113.0
-563.0;842.0;155;123.0;-64.0;-61.0;-823.0
-480.0;878.0;-58;107.0;-193.0;222.0;-633.0
279.0;888.0;-134;-325.0;-644.0;868.0;-1001.0
-498.0;1060.0;115;-89.0;172.0;280.0;-1097.0
-51.0;1011.0;-127;-251.0;-449.0;285.0;-952.0
-328.0;847.0;-116;149.0;-164.0;256.0;-902.0
-188.0;799.0;-115;149.0;-246.0;188.0;-747.0
-292.0;1084.0;139;313.0;148.0;428.0;-1000.0
-77.0;1070.0;-127;-231.0;-408.0;314.0;-954.0
-212.0;1004.0;-129;72.0;-344.0;587.0;-890.0
3.0;1029.0;83;75.0;180.0;234.0;-984.0
-369.0;956.0;-92;-52.0;-292.0;341.0;-949.0
-290.0;1073.0;139;-51.0;157.0;407.0;-1001.0
6.0;1032.0;83;97.0;177.0;246.0;-977.0
5.0;1031.0;83;5.0;176.0;247.0;-986.0
345.0;530.0;-152;-313.0;-269.0;886.0;-368.0
-581.0;1221.0;-75;-29.0;545.0;275.0;-1303.0
-232.0;1059.0;139;-142.0;175.0;433.0;-998.0
268.0;1013.0;-166;31.0;-514.0;745.0;-917.0
370.0;1017.0;-123;278.0;-402.0;787.0;-974.0
6.0;1025.0;83;56.0;174.0;243.0;-978.0
150.0;922.0;-166;-205.0;-361.0;601.0;-840.0
6.0;1050.0;83;7.0;176.0;253.0;-981.0
-229.0;960.0;-123;148.0;-317.0;644.0;-819.0
155.0;969.0;-166;536.0;-561.0;929.0;-837.0
-225.0;965.0;-124;342.0;-302.0;612.0;-924.0
-227.0;891.0;-60;-96.0;-297.0;163.0;-875.0
187.0;1202.0;-172;-285.0;-321.0;715.0;-782.0
6.0;1022.0;83;107.0;179.0;237.0;-986.0
-162.0;613.0;-151;-167.0;-382.0;886.0;-575.0
144.0;939.0;-166;-110.0;-365.0;876.0;-793.0
-51.0;728.0;158;-5.0;-187.0;303.0;-766.0
-188.0;735.0;120;304.0;-39.0;224.0;-797.0
39.0;932.0;69;-74.0;-173.0;223.0;-886.0
-238.0;1018.0;141;-681.0;277.0;429.0;-917.0
-278.0;765.0;90;-578.0;-528.0;806.0;-949.0
89.0;1011.0;111;70.0;45.0;377.0;-956.0
80.0;906.0;119;60.0;-66.0;231.0;-1053.0
-393.0;905.0;68;-346.0;-282.0;411.0;-1009.0
-98.0;877.0;142;-130.0;188.0;491.0;-726.0
-786.0;949.0;114;-503.0;-530.0;547.0;-840.0
-127.0;834.0;-81;68.0;492.0;255.0;-786.0
-265.0;885.0;-97;-67.0;-318.0;715.0;-799.0
5.0;1045.0;83;71.0;180.0;227.0;-989.0
-288.0;1095.0;139;60.0;159.0;400.0;-992.0
243.0;925.0;156;-742.0;36.0;442.0;-977.0
3.0;1043.0;83;82.0;172.0;236.0;-989.0
307.0;952.0;-87;-481.0;-438.0;654.0;-841.0
192.0;778.0;-166;-25.0;-649.0;659.0;-705.0
-219.0;1048.0;139;-193.0;159.0;437.0;-1038.0
-271.0;910.0;-97;-115.0;-304.0;484.0;-783.0
-242.0;1111.0;139;-158.0;129.0;497.0;-977.0
8.0;1020.0;83;88.0;170.0;225.0;-985.0
358.0;703.0;-158;-334.0;-358.0;412.0;-707.0
-150.0;863.0;-97;58.0;-328.0;725.0;-893.0
119.0;946.0;-158;-380.0;-176.0;486.0;-778.0
-120.0;819.0;-97;70.0;-334.0;606.0;-895.0
5.0;1011.0;83;72.0;170.0;233.0;-987.0
5.0;1027.0;83;79.0;179.0;233.0;-975.0
4.0;1011.0;83;50.0;179.0;250.0;-984.0
-668.0;751.0;147;86.0;92.0;413.0;-608.0
-437.0;886.0;160;111.0;-54.0;460.0;-1004.0
3.0;1030.0;83;71.0;179.0;223.0;-979.0
-55.0;824.0;-166;-108.0;-381.0;577.0;-837.0
-246.0;1061.0;139;-270.0;82.0;419.0;-1024.0
-227.0;768.0;-168;-102.0;15.0;744.0;-596.0
-230.0;1226.0;-26;-549.0;-157.0;-149.0;-1088.0
-620.0;1060.0;103;-141.0;420.0;377.0;-809.0
-203.0;1050.0;-26;-384.0;-89.0;122.0;-1046.0
-197.0;1050.0;-89;-329.0;-135.0;660.0;-978.0
-268.0;1029.0;-34;-69.0;-38.0;203.0;-1017.0
2.0;945.0;2;141.0;-542.0;389.0;-841.0
-199.0;1062.0;-89;-268.0;-100.0;415.0;-986.0
7.0;1010.0;83;59.0;181.0;223.0;-999.0
7.0;1007.0;83;56.0;176.0;224.0;-1000.0
28.0;1027.0;83;39.0;151.0;204.0;-971.0
29.0;1023.0;83;39.0;151.0;205.0;-973.0
12.0;1076.0;117;46.0;148.0;220.0;-960.0
34.0;1050.0;83;72.0;150.0;230.0;-982.0
-23.0;1057.0;117;9.0;185.0;252.0;-981.0
-17.0;1050.0;117;100.0;196.0;260.0;-923.0
110.0;1048.0;117;-3.0;113.0;290.0;-969.0
38.0;1060.0;83;52.0;147.0;272.0;-981.0
-123.0;966.0;-49;-649.0;-105.0;393.0;-962.0
-299.0;866.0;-46;-151.0;-348.0;296.0;-1061.0
-279.0;902.0;-51;-78.0;-385.0;520.0;-940.0
-153.0;1059.0;-89;-317.0;-99.0;255.0;-975.0
-222.0;1020.0;119;17.0;-65.0;414.0;-971.0
29.0;1003.0;83;53.0;154.0;254.0;-999.0
54.0;976.0;93;76.0;157.0;226.0;-976.0
-290.0;932.0;-4;-40.0;-399.0;392.0;-901.0
-542.0;1196.0;5;18.0;-45.0;307.0;-1134.0
45.0;1040.0;84;81.0;166.0;242.0;-966.0
-351.0;1230.0;25;156.0;-134.0;25.0;-1071.0
80.0;950.0;167;-666.0;160.0;816.0;-1007.0
-441.0;933.0;129;-14.0;-174.0;374.0;-869.0
7.0;1048.0;83;31.0;191.0;254.0;-979.0
-123.0;1068.0;12;-460.0;-327.0;283.0;-979.0
-148.0;1010.0;139;-494.0;152.0;292.0;-973.0
-335.0;1013.0;-38;-625.0;66.0;428.0;-1031.0
-44.0;950.0;83;52.0;186.0;272.0;-1039.0
-44.0;978.0;83;20.0;184.0;292.0;-1015.0
42.0;1041.0;83;71.0;140.0;243.0;-979.0
40.0;1040.0;83;41.0;144.0;269.0;-986.0
-288.0;1140.0;140;-377.0;162.0;502.0;-1013.0
-440.0;931.0;-57;-603.0;181.0;347.0;-874.0
-203.0;1089.0;139;-184.0;99.0;392.0;-1000.0
17.0;1047.0;83;-16.0;168.0;266.0;-985.0
-188.0;1046.0;139;-233.0;78.0;332.0;-1041.0
-15.0;1041.0;83;16.0;192.0;255.0;-966.0
-97.0;1033.0;104;35.0;276.0;248.0;-972.0
-320.0;975.0;59;122.0;-174.0;56.0;-841.0
22.0;913.0;134;286.0;-132.0;-150.0;-784.0
-175.0;1018.0;119;207.0;402.0;218.0;-969.0
-821.0;885.0;86;-418.0;453.0;290.0;-900.0
-157.0;920.0;-57;-385.0;250.0;374.0;-947.0
838.0;917.0;-101;-187.0;-881.0;768.0;-898.0
235.0;997.0;141;-6.0;33.0;360.0;-944.0
-340.0;1087.0;145;-611.0;289.0;915.0;-983.0
-167.0;1104.0;-34;117.0;136.0;72.0;-1162.0
-340.0;563.0;45;-33.0;-78.0;390.0;-803.0
107.0;993.0;-89;369.0;-295.0;656.0;-1078.0
37.0;1163.0;0;462.0;-450.0;156.0;-801.0
-132.0;889.0;120;185.0;79.0;-109.0;-842.0
-14.0;1007.0;109;-1.0;208.0;190.0;-967.0
-27.0;997.0;109;42.0;212.0;199.0;-963.0
-53.0;1010.0;122;51.0;352.0;295.0;-962.0
-86.0;1399.0;-48;79.0;-560.0;222.0;-1079.0
2.0;1019.0;108;61.0;189.0;206.0;-972.0
1.0;1012.0;109;44.0;189.0;196.0;-968.0
104.0;991.0;104;144.0;211.0;286.0;-1034.0
-13.0;1006.0;109;99.0;200.0;210.0;-974.0
-27.0;1058.0;83;116.0;201.0;252.0;-981.0
8.0;1015.0;108;71.0;192.0;225.0;-975.0
24.0;1011.0;103;53.0;175.0;201.0;-973.0
12.0;1038.0;122;83.0;330.0;175.0;-1076.0
-449.0;279.0;73;-434.0;-793.0;1049.0;-193.0
-476.0;1043.0;83;156.0;578.0;308.0;-986.0
17.0;1023.0;120;106.0;149.0;134.0;-1012.0
192.0;1011.0;-154;-725.0;-133.0;871.0;-917.0
-215.0;969.0;-130;156.0;-311.0;756.0;-946.0
2.0;1060.0;83;91.0;182.0;232.0;-980.0
-53.0;1212.0;159;289.0;-222.0;438.0;-1078.0
-9.0;1029.0;103;72.0;214.0;195.0;-967.0
