InertialMeasurementUnit LUA Quaternion4;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit R-SHOE Compass;InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit LLA Quaternion4;Accelerometer LWR accX;InertialMeasurementUnit R-SHOE EuX;InertialMeasurementUnit L-SHOE Compass;InertialMeasurementUnit RLA Quaternion3;InertialMeasurementUnit LLA gyroY;InertialMeasurementUnit LUA Quaternion2
118.0;-82.0;73;16;-185.0;-118.0;42;174;-62.0;8.0;-135.0
115.0;-79.0;73;16;-188.0;-87.0;42;174;-65.0;-83.0;-132.0
88.0;-53.0;72;16;-213.0;-78.0;42;174;-124.0;-118.0;-77.0
70.0;-51.0;74;16;-236.0;-112.0;42;174;-102.0;11.0;-99.0
68.0;-50.0;73;16;-236.0;-109.0;42;174;-106.0;36.0;-96.0
58.0;-48.0;74;16;-245.0;-99.0;42;174;-113.0;22.0;-93.0
121.0;56.0;144;26;-199.0;-144.0;54;174;-43.0;97.0;52.0
86.0;-63.0;72;16;-229.0;-111.0;42;174;-113.0;141.0;-107.0
90.0;-65.0;73;16;-223.0;-133.0;42;174;-111.0;136.0;-110.0
90.0;-83.0;73;16;-221.0;-107.0;42;174;-122.0;35.0;-130.0
96.0;-85.0;73;16;-212.0;-101.0;42;174;-117.0;52.0;-130.0
96.0;-90.0;73;16;-211.0;-58.0;42;174;-115.0;97.0;-128.0
67.0;-156.0;5;19;464.0;-97.0;123;-29;239.0;-37.0;-186.0
78.0;-7.0;108;31;-221.0;-137.0;49;174;-92.0;-39.0;1.0
84.0;-19.0;101;20;-193.0;-115.0;53;174;-94.0;-7.0;-3.0
87.0;-49.0;94;20;-196.0;-98.0;53;174;-94.0;-42.0;-34.0
89.0;-54.0;140;20;-201.0;-113.0;44;174;-100.0;-5.0;-44.0
98.0;-8.0;72;16;-195.0;-195.0;42;174;-98.0;79.0;2.0
65.0;17.0;73;16;-229.0;-107.0;42;174;-115.0;203.0;16.0
65.0;15.0;73;16;-234.0;-4.0;42;174;-114.0;22.0;10.0
69.0;-13.0;74;16;-228.0;-122.0;42;174;-112.0;19.0;-16.0
71.0;-35.0;76;16;-227.0;-116.0;42;174;-118.0;23.0;-39.0
74.0;-43.0;74;16;-226.0;-75.0;42;174;-119.0;-10.0;-50.0
74.0;-53.0;74;16;-222.0;-143.0;42;174;-125.0;-14.0;-58.0
112.0;-80.0;73;16;-194.0;-105.0;42;174;-111.0;-233.0;-119.0
669.0;-41.0;-2;21;627.0;501.0;-102;-71;347.0;-36.0;-378.0
109.0;-101.0;73;16;-200.0;-54.0;42;174;-104.0;92.0;-160.0
84.0;-79.0;72;16;-233.0;-68.0;42;174;-151.0;70.0;-114.0
108.0;-103.0;73;16;-201.0;-76.0;42;174;-102.0;90.0;-163.0
89.0;-83.0;73;16;-212.0;-114.0;42;174;-132.0;42.0;-126.0
82.0;-87.0;72;16;-221.0;-92.0;42;174;-140.0;5.0;-125.0
84.0;-90.0;71;16;-220.0;-107.0;42;173;-132.0;121.0;-130.0
88.0;-86.0;72;16;-227.0;-74.0;42;174;-143.0;40.0;-146.0
65.0;-66.0;72;16;-238.0;-116.0;42;174;-141.0;47.0;-107.0
120.0;-95.0;73;16;-183.0;-119.0;42;174;-117.0;-87.0;-119.0
607.0;-180.0;-2;21;704.0;156.0;-102;-71;356.0;-15.0;-431.0
92.0;-85.0;74;16;-221.0;-126.0;42;174;-147.0;64.0;-141.0
69.0;-81.0;72;16;-250.0;-127.0;42;174;-153.0;74.0;-139.0
-419.0;-330.0;5;19;-582.0;87.0;-90;126;-211.0;124.0;-171.0
87.0;-92.0;73;16;-224.0;-75.0;42;174;-132.0;-69.0;-146.0
86.0;-80.0;73;16;-230.0;-21.0;42;174;-153.0;-44.0;-122.0
82.0;-79.0;72;16;-234.0;-93.0;42;174;-152.0;160.0;-111.0
-470.0;-587.0;145;18;-730.0;452.0;55;173;-555.0;223.0;-316.0
84.0;-82.0;72;16;-225.0;-138.0;42;174;-152.0;126.0;-115.0
-59.0;56.0;5;23;-359.0;-98.0;-89;127;-224.0;52.0;181.0
146.0;32.0;-35;155;-267.0;-179.0;16;-73;99.0;-149.0;136.0
145.0;13.0;145;25;-176.0;-205.0;53;174;-33.0;311.0;-7.0
-595.0;485.0;11;20;-275.0;-78.0;40;53;-174.0;-89.0;425.0
-344.0;279.0;3;19;-611.0;-104.0;-113;-113;-361.0;-600.0;399.0
61.0;31.0;8;27;-306.0;144.0;32;-147;-162.0;-44.0;142.0
262.0;-171.0;-5;26;583.0;-479.0;165;-124;285.0;54.0;-399.0
-730.0;522.0;103;35;-438.0;-165.0;50;2;-394.0;-511.0;569.0
69.0;-82.0;72;16;-251.0;-97.0;42;174;-150.0;30.0;-137.0
-222.0;221.0;-4;18;-576.0;-57.0;162;-116;-363.0;28.0;342.0
-154.0;142.0;2;22;-426.0;-64.0;-110;-149;-267.0;88.0;227.0
-275.0;103.0;-30;16;93.0;-72.0;147;-160;102.0;1564.0;31.0
-517.0;596.0;15;27;-742.0;-80.0;-32;-24;-436.0;993.0;560.0
-85.0;32.0;20;29;-433.0;-285.0;109;-24;-125.0;451.0;261.0
644.0;-422.0;70;13;719.0;-337.0;-109;-44;445.0;-1768.0;-557.0
-155.0;155.0;2;23;-433.0;-148.0;-110;-144;-261.0;-322.0;229.0
-153.0;145.0;2;21;-427.0;-104.0;-109;-145;-265.0;-21.0;233.0
85.0;-266.0;145;18;-251.0;-187.0;55;174;-147.0;452.0;-192.0
-469.0;-5.0;-4;20;-759.0;132.0;-106;-76;-287.0;303.0;337.0
773.0;-620.0;61;19;640.0;-202.0;-69;27;579.0;511.0;-608.0
701.0;-35.0;-1;19;731.0;475.0;-105;-75;429.0;137.0;-338.0
366.0;-120.0;-49;-16;38.0;-101.0;-132;1;-120.0;-554.0;-231.0
61.0;230.0;-166;33;397.0;-481.0;48;-157;374.0;884.0;-108.0
271.0;-107.0;-143;90;-92.0;-81.0;112;-170;-31.0;123.0;-85.0
-480.0;140.0;-4;16;-684.0;-43.0;-109;-78;-252.0;34.0;304.0
518.0;-93.0;-2;18;510.0;-146.0;-132;-74;168.0;388.0;-352.0
-36.0;67.0;-29;-57;-311.0;-25.0;-10;-70;-186.0;380.0;147.0
-131.0;112.0;-3;15;-447.0;-69.0;-174;-115;-232.0;-2.0;223.0
708.0;-112.0;-1;18;663.0;201.0;-103;-75;426.0;529.0;-334.0
-329.0;309.0;8;17;-591.0;-135.0;-97;-144;-333.0;395.0;312.0
-694.0;596.0;59;3;-501.0;-42.0;26;35;-347.0;270.0;563.0
-609.0;550.0;2;18;-327.0;-240.0;75;64;-213.0;393.0;433.0
-486.0;10.0;-5;22;-788.0;156.0;-108;-75;-315.0;42.0;300.0
-467.0;2.0;-5;21;-756.0;127.0;-107;-75;-399.0;-62.0;310.0
207.0;62.0;1;60;-243.0;-179.0;146;-81;15.0;121.0;159.0
-237.0;256.0;9;16;-506.0;-99.0;-90;-154;-284.0;3.0;282.0
