InertialMeasurementUnit LUA Quaternion4;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit R-SHOE Compass;InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit LLA Quaternion4;Accelerometer LWR accX;InertialMeasurementUnit R-SHOE EuX;InertialMeasurementUnit L-SHOE Compass;InertialMeasurementUnit RLA Quaternion3;InertialMeasurementUnit LLA gyroY;InertialMeasurementUnit LUA Quaternion2
-231.0;228.0;0;17;-512.0;-96.0;-97;-130;-273.0;-6.0;265.0
263.0;21.0;-29;9;-100.0;-21.0;-12;-154;135.0;213.0;117.0
-231.0;229.0;0;17;-512.0;-98.0;-97;-130;-274.0;3.0;265.0
231.0;-186.0;-41;80;-85.0;-184.0;107;-122;-9.0;126.0;-116.0
52.0;10.0;-61;168;-278.0;-28.0;-19;-93;204.0;-102.0;124.0
-154.0;171.0;-3;16;-496.0;-38.0;-174;-116;-338.0;-18.0;247.0
146.0;32.0;-35;155;-267.0;-179.0;16;-73;99.0;-149.0;136.0
-131.0;112.0;-3;15;-447.0;-69.0;-174;-115;-232.0;-2.0;223.0
158.0;21.0;-35;173;-260.0;-146.0;2;-73;89.0;-20.0;125.0
207.0;62.0;1;60;-243.0;-179.0;146;-81;15.0;121.0;159.0
-115.0;80.0;-3;16;-436.0;41.0;-173;-115;-221.0;167.0;194.0
-215.0;229.0;10;16;-499.0;-93.0;-90;-157;-309.0;-188.0;246.0
-113.0;87.0;-3;16;-428.0;-83.0;-173;-115;-230.0;-59.0;194.0
-60.0;22.0;-5;19;259.0;-118.0;113;-47;210.0;135.0;-152.0
-55.0;51.0;5;23;-354.0;-132.0;-89;127;-223.0;-228.0;181.0
-138.0;105.0;-3;17;-448.0;-7.0;-173;-115;-247.0;78.0;220.0
-59.0;56.0;5;23;-359.0;-98.0;-89;127;-224.0;52.0;181.0
-52.0;44.0;4;22;-331.0;-62.0;-88;127;-226.0;209.0;172.0
-39.0;8.0;4;21;-311.0;122.0;-93;127;-198.0;-54.0;113.0
-40.0;6.0;5;22;-314.0;2.0;-94;127;-196.0;-104.0;112.0
-145.0;103.0;2;23;-427.0;87.0;-108;125;-268.0;430.0;209.0
-116.0;115.0;-3;17;-447.0;-38.0;-173;-115;-281.0;-194.0;231.0
-101.0;96.0;2;22;-382.0;-56.0;-109;123;-247.0;178.0;177.0
-153.0;145.0;2;21;-427.0;-104.0;-109;-145;-265.0;-21.0;233.0
-148.0;170.0;-71;12;391.0;-353.0;118;-158;305.0;741.0;-85.0
-172.0;111.0;2;23;-467.0;-133.0;-110;-144;-264.0;11.0;231.0
-339.0;263.0;66;22;35.0;47.0;44;-119;9.0;634.0;231.0
199.0;-69.0;-26;5;-160.0;-153.0;-160;-141;12.0;305.0;-45.0
-245.0;142.0;-8;25;134.0;-65.0;108;-106;150.0;-97.0;90.0
-174.0;107.0;2;23;-470.0;-89.0;-110;-144;-280.0;226.0;226.0
-176.0;162.0;2;23;-438.0;-114.0;-110;-144;-273.0;66.0;250.0
-178.0;164.0;2;23;-440.0;-102.0;-110;-144;-278.0;40.0;251.0
-110.0;112.0;-3;17;-438.0;-59.0;-173;-116;-312.0;-4.0;232.0
-109.0;111.0;-4;17;-435.0;-90.0;-173;-115;-290.0;87.0;230.0
-176.0;137.0;2;23;-441.0;-92.0;-110;-144;-276.0;151.0;227.0
-181.0;107.0;3;27;-478.0;-135.0;-114;-158;-294.0;-85.0;196.0
63.0;-26.0;-2;44;-248.0;-147.0;-91;-59;-83.0;271.0;57.0
164.0;-21.0;-182;-32;-143.0;-18.0;-43;-52;-148.0;116.0;-4.0
-152.0;130.0;2;23;-417.0;-117.0;-110;-144;-255.0;168.0;211.0
-104.0;74.0;3;22;-382.0;-79.0;-110;-155;-216.0;-47.0;128.0
-141.0;107.0;3;22;-419.0;-11.0;-110;-149;-237.0;336.0;204.0
-159.0;135.0;2;21;-429.0;-60.0;-110;-149;-262.0;-27.0;224.0
-160.0;133.0;2;21;-432.0;-110.0;-110;-149;-267.0;-42.0;222.0
-36.0;67.0;-29;-57;-311.0;-25.0;-10;-70;-186.0;380.0;147.0
18.0;41.0;1;17;-268.0;60.0;-79;6;-68.0;280.0;146.0
-90.0;108.0;10;18;-375.0;64.0;-83;-5;-130.0;-151.0;196.0
-130.0;54.0;10;18;-429.0;-72.0;-83;-30;-122.0;-149.0;205.0
-165.0;154.0;2;23;-433.0;-113.0;-110;-145;-255.0;48.0;254.0
-25.0;124.0;15;19;-302.0;-104.0;-75;-99;-140.0;23.0;138.0
39.0;-40.0;22;37;-254.0;-138.0;-86;-117;-102.0;347.0;30.0
-146.0;116.0;2;23;-415.0;-51.0;-110;-145;-260.0;116.0;211.0
-111.0;100.0;2;23;-387.0;-117.0;-110;-144;-240.0;52.0;174.0
18.0;41.0;-94;-155;-269.0;-12.0;95;7;-127.0;341.0;143.0
81.0;-93.0;13;40;-193.0;-112.0;-86;-56;-42.0;-421.0;-2.0
191.0;-69.0;169;49;-204.0;-83.0;68;-47;-91.0;100.0;-22.0
-126.0;122.0;2;23;-398.0;-63.0;-110;-145;-260.0;22.0;222.0
-127.0;122.0;2;23;-399.0;-73.0;-110;-149;-262.0;39.0;221.0
-133.0;128.0;2;23;-408.0;-107.0;-110;-149;-264.0;35.0;221.0
-153.0;134.0;2;23;-428.0;-69.0;-110;-149;-273.0;26.0;224.0
61.0;31.0;8;27;-306.0;144.0;32;-147;-162.0;-44.0;142.0
-470.0;-587.0;145;18;-730.0;452.0;55;173;-555.0;223.0;-316.0
249.0;-50.0;-158;17;-20.0;71.0;-33;-172;0.0;-1194.0;-82.0
-161.0;139.0;2;22;-435.0;-61.0;-110;-149;-270.0;50.0;231.0
-154.0;142.0;2;22;-426.0;-64.0;-110;-149;-267.0;88.0;227.0
305.0;-163.0;-141;22;46.0;77.0;-32;115;-46.0;897.0;-174.0
-150.0;118.0;2;22;-424.0;-57.0;-110;-149;-266.0;2.0;205.0
-84.0;177.0;-23;-90;-430.0;-59.0;17;-123;-268.0;184.0;211.0
-152.0;117.0;2;22;-426.0;-39.0;-110;-149;-266.0;-73.0;206.0
-61.0;102.0;-8;28;-380.0;-66.0;-96;-77;-166.0;78.0;162.0
37.0;95.0;-24;-85;-269.0;36.0;12;-74;-209.0;293.0;105.0
34.0;97.0;-29;-111;-269.0;-118.0;37;-74;-211.0;102.0;112.0
-419.0;-330.0;5;19;-582.0;87.0;-90;126;-211.0;124.0;-171.0
70.0;-167.0;-4;15;-386.0;-106.0;-83;192;-142.0;-175.0;15.0
125.0;-101.0;1;29;-229.0;-162.0;-91;-193;-60.0;94.0;7.0
275.0;-110.0;-108;-7;-83.0;-79.0;-116;-184;-43.0;206.0;-91.0
271.0;-107.0;-143;90;-92.0;-81.0;112;-170;-31.0;123.0;-85.0
224.0;-44.0;-10;46;-151.0;-119.0;-98;-190;26.0;142.0;-36.0
214.0;42.0;140;-88;-117.0;-71.0;-3;-86;-132.0;-249.0;-47.0
283.0;-116.0;-5;20;-34.0;-358.0;-89;-150;-31.0;271.0;-107.0
303.0;-128.0;-189;-49;-26.0;-223.0;-22;-152;-28.0;191.0;-124.0
-229.0;248.0;9;16;-496.0;-124.0;-90;-153;-282.0;6.0;279.0
-247.0;264.0;10;16;-514.0;-106.0;-90;-156;-299.0;29.0;292.0
-483.0;147.0;-4;16;-677.0;-59.0;-109;-78;-214.0;-13.0;309.0
77.0;446.0;-20;29;-382.0;12.0;-23;-150;143.0;-309.0;407.0
344.0;-696.0;145;18;-293.0;-322.0;55;173;-329.0;26.0;-698.0
-38.0;-90.0;5;25;404.0;39.0;137;-84;292.0;36.0;-173.0
234.0;-187.0;4;7;-167.0;147.0;-175;1;80.0;2003.0;-163.0
237.0;-25.0;21;28;-104.0;48.0;41;-140;-345.0;343.0;-15.0
274.0;-118.0;24;28;-105.0;-248.0;41;-161;-379.0;-50.0;-72.0
263.0;-139.0;24;28;-127.0;-264.0;41;-151;-377.0;-169.0;-63.0
195.0;-52.0;-68;-207;-202.0;95.0;-89;-49;-102.0;481.0;-20.0
-47.0;-77.0;5;27;401.0;83.0;136;-84;307.0;16.0;-164.0
37.0;34.0;-191;-157;-248.0;-46.0;97;8;-140.0;366.0;132.0
-9.0;-27.0;136;43;324.0;-161.0;161;-169;137.0;-259.0;-126.0
-230.0;248.0;9;16;-497.0;-126.0;-90;-154;-283.0;43.0;279.0
-129.0;-2.0;11;17;-427.0;-140.0;-83;46;-228.0;-312.0;213.0
-715.0;41.0;-5;19;-766.0;294.0;-113;-75;-427.0;-748.0;191.0
701.0;-35.0;-1;19;731.0;475.0;-105;-75;429.0;137.0;-338.0
-602.0;412.0;-12;24;-539.0;-680.0;-236;-144;-714.0;287.0;583.0
-233.0;252.0;8;16;-501.0;-124.0;-90;-154;-287.0;33.0;281.0
434.0;22.0;-2;21;713.0;-86.0;-156;-74;18.0;-124.0;-149.0
64.0;-96.0;-35;146;465.0;-54.0;45;-120;206.0;62.0;-122.0
-85.0;5.0;10;40;300.0;-190.0;162;-119;205.0;-185.0;-93.0
-153.0;107.0;-3;17;-469.0;-106.0;-173;-115;-260.0;-397.0;245.0
-236.0;255.0;8;16;-504.0;-93.0;-90;-154;-289.0;-7.0;284.0
-192.0;132.0;-50;15;226.0;68.0;141;-164;290.0;-82.0;-46.0
-237.0;256.0;9;16;-503.0;-99.0;-90;-154;-290.0;0.0;285.0
-235.0;255.0;8;16;-501.0;-130.0;-90;-153;-289.0;3.0;284.0
-231.0;249.0;9;16;-500.0;-123.0;-90;-153;-285.0;-2.0;277.0
-61.0;-59.0;-29;34;285.0;-152.0;160;-146;124.0;-274.0;-83.0
367.0;-226.0;149;17;20.0;-192.0;-7;160;-103.0;-731.0;-93.0
685.0;-538.0;50;9;498.0;-128.0;-81;50;-233.0;-197.0;-521.0
-4.0;98.0;-32;45;-397.0;-130.0;110;149;-248.0;284.0;128.0
-52.0;103.0;2;35;-398.0;-254.0;127;149;-296.0;285.0;182.0
-80.0;26.0;-14;27;-454.0;-155.0;138;148;-317.0;-36.0;177.0
-44.0;43.0;-12;24;-401.0;98.0;139;-124;-255.0;363.0;144.0
-229.0;251.0;9;16;-498.0;-148.0;-90;-153;-282.0;12.0;282.0
-231.0;252.0;9;16;-498.0;-125.0;-90;-153;-282.0;32.0;282.0
-232.0;253.0;9;16;-498.0;-113.0;-90;-153;-282.0;53.0;283.0
136.0;-225.0;-147;8;-217.0;55.0;95;-123;-348.0;13.0;-5.0
-354.0;286.0;-11;22;-668.0;-63.0;-135;-157;-499.0;545.0;367.0
-205.0;204.0;-3;16;-544.0;-57.0;-175;-116;-342.0;-96.0;283.0
248.0;110.0;-172;34;596.0;-324.0;44;-175;218.0;316.0;1.0
-317.0;289.0;8;16;-585.0;-15.0;-97;-144;-333.0;280.0;296.0
-309.0;258.0;-11;18;-662.0;-172.0;-137;-161;-501.0;96.0;319.0
-253.0;248.0;2;17;-531.0;-66.0;-88;-130;-296.0;4.0;282.0
-247.0;241.0;1;17;-525.0;-98.0;-93;-130;-291.0;-37.0;279.0
67.0;-145.0;5;25;458.0;-49.0;117;-29;231.0;146.0;-193.0
100.0;259.0;-127;39;443.0;-770.0;61;-157;401.0;1874.0;-72.0
338.0;-384.0;25;45;680.0;13.0;-24;-30;412.0;745.0;-367.0
-245.0;242.0;0;16;-522.0;-99.0;-97;-130;-277.0;27.0;270.0
-246.0;244.0;0;15;-522.0;-113.0;-97;-130;-278.0;9.0;272.0
-244.0;241.0;0;15;-521.0;-103.0;-97;-130;-279.0;16.0;271.0
176.0;-228.0;5;15;592.0;-87.0;124;-18;237.0;-168.0;-263.0
-245.0;241.0;0;15;-521.0;-98.0;-97;-130;-279.0;-21.0;273.0
-246.0;241.0;0;15;-521.0;-88.0;-97;-130;-279.0;4.0;273.0
-237.0;256.0;9;16;-506.0;-141.0;-90;-154;-282.0;23.0;282.0
-237.0;256.0;9;16;-506.0;-99.0;-90;-154;-284.0;3.0;282.0
-236.0;256.0;9;16;-506.0;-124.0;-90;-154;-284.0;27.0;282.0
-237.0;254.0;9;16;-505.0;-134.0;-90;-154;-288.0;31.0;283.0
-232.0;251.0;9;16;-501.0;-123.0;-90;-154;-286.0;30.0;280.0
-196.0;202.0;-3;18;-562.0;-86.0;162;-116;-372.0;-98.0;328.0
-236.0;163.0;-5;23;118.0;-264.0;96;-60;88.0;-435.0;-15.0
65.0;64.0;109;29;-236.0;-164.0;55;174;-102.0;-351.0;84.0
-253.0;258.0;1;19;-531.0;-107.0;-98;-129;-286.0;-5.0;285.0
-253.0;261.0;2;18;-531.0;-73.0;-93;-129;-288.0;55.0;290.0
-255.0;251.0;2;20;-533.0;-124.0;-86;-129;-291.0;-40.0;282.0
-230.0;249.0;9;16;-500.0;-123.0;-90;-154;-287.0;-4.0;278.0
-256.0;255.0;2;15;-536.0;-45.0;-85;-129;-296.0;15.0;289.0
-255.0;253.0;2;15;-536.0;-87.0;-85;-129;-294.0;19.0;288.0
-254.0;252.0;2;16;-536.0;-88.0;-85;-129;-294.0;9.0;287.0
135.0;-27.0;148;23;-205.0;-70.0;50;173;-34.0;431.0;-82.0
-705.0;306.0;91;40;-530.0;498.0;-7;25;-556.0;-90.0;248.0
-244.0;256.0;9;16;-512.0;-115.0;-90;-154;-290.0;4.0;282.0
-260.0;258.0;7;17;-535.0;-69.0;-98;-144;-286.0;101.0;248.0
-245.0;258.0;9;16;-512.0;-92.0;-90;-154;-294.0;33.0;283.0
-388.0;22.0;105;22;165.0;-176.0;57;-9;-285.0;129.0;31.0
-252.0;610.0;26;17;-582.0;-166.0;-68;-38;-106.0;-11.0;495.0
-245.0;251.0;9;16;-513.0;-126.0;-90;-154;-298.0;41.0;280.0
-243.0;249.0;9;16;-512.0;-114.0;-90;-154;-299.0;69.0;278.0
111.0;222.0;-170;16;126.0;-874.0;106;-163;297.0;-64.0;-96.0
-344.0;279.0;3;19;-611.0;-104.0;-113;-113;-361.0;-600.0;399.0
-578.0;411.0;139;7;-304.0;-9.0;-137;89;131.0;267.0;335.0
-807.0;662.0;54;20;-697.0;4.0;11;34;176.0;-1162.0;564.0
-383.0;-394.0;4;19;-619.0;124.0;-90;126;-214.0;-397.0;-224.0
530.0;-282.0;13;-15;732.0;-170.0;-92;-29;433.0;-502.0;-470.0
-574.0;348.0;179;26;-179.0;-229.0;78;138;-181.0;-837.0;360.0
7.0;105.0;10;13;-361.0;14.0;-121;-145;-132.0;-705.0;137.0
-533.0;377.0;11;36;-26.0;200.0;90;113;14.0;693.0;345.0
-292.0;551.0;11;20;-564.0;-87.0;-94;-149;-340.0;68.0;512.0
23.0;50.0;13;28;-245.0;-548.0;-89;10;-141.0;-229.0;142.0
-81.0;78.0;47;19;-397.0;36.0;102;-146;-508.0;-121.0;211.0
-647.0;479.0;104;34;-382.0;-113.0;50;4;-313.0;-244.0;600.0
-183.0;137.0;5;19;-514.0;218.0;-101;-128;-256.0;636.0;198.0
-25.0;-149.0;5;19;442.0;211.0;113;-31;163.0;-15.0;-150.0
-191.0;303.0;-1;18;-478.0;-84.0;-93;-139;-523.0;68.0;303.0
262.0;-171.0;-5;26;583.0;-479.0;165;-124;285.0;54.0;-399.0
-590.0;544.0;25;18;-411.0;-195.0;-68;-33;492.0;48.0;612.0
-80.0;-89.0;3;14;394.0;-104.0;118;-31;226.0;-574.0;-87.0
-100.0;212.0;-68;22;-459.0;-384.0;-94;-122;-284.0;-192.0;206.0
-696.0;509.0;126;13;-476.0;-119.0;53;-82;-274.0;313.0;445.0
679.0;-866.0;23;19;245.0;-719.0;-47;8;339.0;-71.0;-398.0
-232.0;169.0;20;29;-560.0;-214.0;115;-24;-38.0;784.0;355.0
-180.0;164.0;-3;18;-564.0;-50.0;162;-117;-389.0;56.0;281.0
-185.0;216.0;-51;15;282.0;-52.0;141;-162;279.0;-207.0;-27.0
-186.0;180.0;-3;16;-563.0;1.0;-175;-116;-582.0;15.0;278.0
-517.0;596.0;15;27;-742.0;-80.0;-32;-24;-436.0;993.0;560.0
-270.0;173.0;-49;12;161.0;75.0;143;174;295.0;91.0;22.0
194.0;-335.0;145;18;-239.0;71.0;55;173;127.0;-2176.0;-284.0
-721.0;615.0;4;14;-472.0;-591.0;-99;-16;-550.0;-447.0;602.0
-383.0;347.0;-10;65;137.0;46.0;64;108;6.0;-494.0;393.0
532.0;-183.0;-2;20;723.0;-104.0;-155;-74;293.0;34.0;-340.0
-443.0;227.0;-166;14;-583.0;-499.0;-151;-140;-485.0;-1021.0;392.0
605.0;-151.0;-2;21;730.0;249.0;-103;-71;407.0;-19.0;-421.0
-437.0;311.0;113;46;-131.0;-255.0;104;162;-165.0;82.0;276.0
-106.0;99.0;44;18;-429.0;14.0;102;-73;-481.0;-248.0;229.0
793.0;-512.0;41;32;540.0;122.0;-60;7;496.0;-182.0;-498.0
131.0;-22.0;-46;43;538.0;180.0;150;-103;224.0;-259.0;-111.0
-250.0;159.0;-49;12;189.0;118.0;143;180;321.0;-96.0;13.0
486.0;-233.0;14;32;575.0;-512.0;135;-61;566.0;-2223.0;-507.0
-479.0;5.0;-5;22;-781.0;157.0;-108;-76;-331.0;-6.0;302.0
805.0;-639.0;25;40;566.0;-143.0;15;-4;333.0;-806.0;-512.0
773.0;-620.0;61;19;640.0;-202.0;-69;27;579.0;511.0;-608.0
-688.0;594.0;46;16;-491.0;-284.0;3;35;-454.0;23.0;590.0
-461.0;-3.0;-4;21;-769.0;88.0;-107;-74;-336.0;66.0;313.0
-222.0;221.0;-4;18;-576.0;-57.0;162;-116;-363.0;28.0;342.0
85.0;-266.0;145;18;-251.0;-187.0;55;174;-147.0;452.0;-192.0
