InertialMeasurementUnit LUA Quaternion4;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit R-SHOE Compass;InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit LLA Quaternion4;Accelerometer LWR accX;InertialMeasurementUnit R-SHOE EuX;InertialMeasurementUnit L-SHOE Compass;InertialMeasurementUnit RLA Quaternion3;InertialMeasurementUnit LLA gyroY;InertialMeasurementUnit LUA Quaternion2
112.0;-80.0;73;16;-194.0;-105.0;42;174;-111.0;-233.0;-119.0
96.0;-90.0;73;16;-211.0;-58.0;42;174;-115.0;97.0;-128.0
96.0;-85.0;73;16;-212.0;-101.0;42;174;-117.0;52.0;-130.0
90.0;-83.0;73;16;-221.0;-107.0;42;174;-122.0;35.0;-130.0
90.0;-65.0;73;16;-223.0;-133.0;42;174;-111.0;136.0;-110.0
86.0;-63.0;72;16;-229.0;-111.0;42;174;-113.0;141.0;-107.0
53.0;-56.0;73;16;-257.0;-151.0;42;174;-120.0;214.0;-100.0
58.0;-48.0;74;16;-245.0;-99.0;42;174;-113.0;22.0;-93.0
68.0;-50.0;73;16;-236.0;-109.0;42;174;-106.0;36.0;-96.0
70.0;-51.0;74;16;-236.0;-112.0;42;174;-102.0;11.0;-99.0
81.0;-63.0;74;16;-225.0;-119.0;42;174;-92.0;-89.0;-114.0
115.0;-79.0;73;16;-188.0;-87.0;42;174;-65.0;-83.0;-132.0
118.0;-82.0;73;16;-185.0;-118.0;42;174;-62.0;8.0;-135.0
128.0;-86.0;73;16;-176.0;-81.0;42;174;-54.0;-69.0;-138.0
143.0;-97.0;73;16;-161.0;-104.0;42;174;-44.0;-24.0;-146.0
154.0;-108.0;74;16;-149.0;-98.0;42;174;-36.0;-67.0;-156.0
168.0;-129.0;74;16;-133.0;-115.0;42;174;-28.0;14.0;-176.0
170.0;-127.0;74;16;-130.0;-92.0;42;174;-28.0;46.0;-175.0
275.0;-108.0;78;19;-38.0;-134.0;11;174;55.0;145.0;-79.0
279.0;-22.0;-6;25;667.0;-285.0;243;-124;219.0;103.0;-292.0
253.0;-183.0;-5;25;592.0;-377.0;166;-124;214.0;37.0;-402.0
293.0;-119.0;-158;17;78.0;115.0;-33;151;-15.0;-493.0;-138.0
270.0;72.0;-173;34;537.0;-288.0;44;-175;205.0;246.0;-85.0
248.0;110.0;-172;34;596.0;-324.0;44;-175;218.0;316.0;1.0
240.0;145.0;-172;34;613.0;-324.0;43;-176;218.0;200.0;27.0
-85.0;32.0;20;29;-433.0;-285.0;109;-24;-125.0;451.0;261.0
202.0;-164.0;-1;21;-230.0;52.0;46;-38;-174.0;-301.0;57.0
610.0;-428.0;-145;-16;271.0;12.0;-24;-164;238.0;118.0;-354.0
302.0;-41.0;-30;9;-65.0;-181.0;-11;-157;104.0;496.0;82.0
263.0;21.0;-29;9;-100.0;-21.0;-12;-154;135.0;213.0;117.0
154.0;260.0;-29;19;-235.0;-71.0;-18;-152;170.0;643.0;282.0
350.0;-313.0;-3;21;1.0;8.0;47;-57;-295.0;594.0;-75.0
77.0;446.0;-20;29;-382.0;12.0;-23;-150;143.0;-309.0;407.0
-351.0;286.0;-20;24;-581.0;-26.0;122;28;-342.0;-143.0;390.0
-355.0;236.0;-18;44;-558.0;102.0;137;23;-345.0;-264.0;387.0
-140.0;39.0;10;38;-446.0;38.0;136;-110;-369.0;497.0;199.0
136.0;-225.0;-147;8;-217.0;55.0;95;-123;-348.0;13.0;-5.0
-81.0;78.0;47;19;-397.0;36.0;102;-146;-508.0;-121.0;211.0
-603.0;56.0;-88;-5;-725.0;-50.0;-153;-17;-19.0;0.0;11.0
-106.0;99.0;44;18;-429.0;14.0;102;-73;-481.0;-248.0;229.0
-309.0;258.0;-11;18;-662.0;-172.0;-137;-161;-501.0;96.0;319.0
-308.0;259.0;-11;18;-660.0;-185.0;-138;-161;-491.0;184.0;318.0
-299.0;256.0;-11;18;-666.0;-220.0;-139;-162;-467.0;180.0;299.0
-302.0;255.0;-11;18;-671.0;-102.0;-139;-162;-481.0;-24.0;291.0
-306.0;256.0;-11;18;-673.0;-75.0;-139;-162;-487.0;-47.0;290.0
-354.0;251.0;-165;3;51.0;-98.0;132;174;184.0;-353.0;121.0
-302.0;204.0;-49;12;117.0;-39.0;143;174;238.0;-183.0;63.0
-270.0;173.0;-49;12;161.0;75.0;143;174;295.0;91.0;22.0
-250.0;159.0;-49;12;189.0;118.0;143;180;321.0;-96.0;13.0
-231.0;142.0;-50;13;199.0;146.0;143;169;325.0;-273.0;-1.0
-192.0;132.0;-50;15;226.0;68.0;141;-164;290.0;-82.0;-46.0
-185.0;216.0;-51;15;282.0;-52.0;141;-162;279.0;-207.0;-27.0
-64.0;-14.0;10;40;276.0;-99.0;162;-93;199.0;200.0;-111.0
-85.0;5.0;10;40;300.0;-190.0;162;-119;205.0;-185.0;-93.0
-236.0;132.0;9;27;141.0;-16.0;103;-105;174.0;242.0;74.0
-401.0;333.0;5;20;-699.0;-90.0;-130;-48;-331.0;-5.0;426.0
-245.0;142.0;-8;25;134.0;-65.0;108;-106;150.0;-97.0;90.0
32.0;-78.0;-81;118;421.0;-93.0;63;-119;219.0;-112.0;-102.0
64.0;-96.0;-35;146;465.0;-54.0;45;-120;206.0;62.0;-122.0
132.0;-35.0;-44;44;538.0;145.0;150;-123;227.0;-144.0;-122.0
131.0;-22.0;-46;43;538.0;180.0;150;-103;224.0;-259.0;-111.0
-462.0;-15.0;-9;26;-755.0;175.0;-116;-83;-306.0;99.0;329.0
-445.0;-18.0;-5;20;-731.0;137.0;-107;-82;-377.0;32.0;330.0
-441.0;-18.0;-4;19;-736.0;77.0;-106;-74;-425.0;105.0;326.0
-441.0;-18.0;-4;19;-738.0;60.0;-106;-74;-421.0;67.0;326.0
-448.0;-17.0;-4;19;-745.0;83.0;-106;-74;-413.0;-9.0;328.0
-473.0;1.0;-4;19;-785.0;176.0;-107;-74;-309.0;24.0;313.0
-465.0;-7.0;-5;19;-781.0;157.0;-107;-74;-342.0;61.0;311.0
-448.0;-13.0;-5;19;-768.0;169.0;-107;-74;-377.0;36.0;319.0
-446.0;-16.0;-5;19;-762.0;151.0;-107;-74;-387.0;-41.0;323.0
-444.0;-17.0;-4;19;-756.0;149.0;-107;-74;-410.0;0.0;327.0
-441.0;-16.0;-4;19;-745.0;89.0;-106;-74;-454.0;58.0;334.0
-459.0;-28.0;-4;19;-781.0;119.0;-106;-74;-280.0;-8.0;323.0
-485.0;-5.0;-5;20;-788.0;164.0;-108;-74;-301.0;33.0;309.0
-464.0;-31.0;-4;20;-781.0;132.0;-107;-74;-226.0;145.0;323.0
-463.0;-2.0;-5;22;-755.0;107.0;-107;-74;-348.0;-20.0;313.0
-470.0;-3.0;-4;20;-754.0;99.0;-107;-74;-401.0;40.0;315.0
-460.0;-3.0;-4;21;-769.0;117.0;-107;-74;-356.0;21.0;313.0
-462.0;-3.0;-4;21;-768.0;119.0;-107;-74;-340.0;16.0;313.0
-461.0;-3.0;-4;21;-769.0;88.0;-107;-74;-336.0;66.0;313.0
-463.0;-1.0;-4;21;-766.0;98.0;-107;-74;-299.0;42.0;314.0
-314.0;371.0;-11;39;-632.0;33.0;140;-119;-296.0;-10.0;352.0
191.0;-69.0;169;49;-204.0;-83.0;68;-47;-91.0;100.0;-22.0
195.0;-52.0;-68;-207;-202.0;95.0;-89;-49;-102.0;481.0;-20.0
263.0;-139.0;24;28;-127.0;-264.0;41;-151;-377.0;-169.0;-63.0
274.0;-118.0;24;28;-105.0;-248.0;41;-161;-379.0;-50.0;-72.0
237.0;-25.0;21;28;-104.0;48.0;41;-140;-345.0;343.0;-15.0
61.0;31.0;8;27;-306.0;144.0;32;-147;-162.0;-44.0;142.0
217.0;-78.0;-47;18;-111.0;-205.0;17;-151;-87.0;-101.0;28.0
-463.0;-2.0;-4;21;-765.0;115.0;-107;-74;-297.0;48.0;314.0
-462.0;-5.0;-4;21;-767.0;107.0;-107;-74;-295.0;29.0;315.0
402.0;-239.0;150;15;66.0;-199.0;-6;182;-90.0;-341.0;-127.0
-438.0;-17.0;-4;21;-753.0;118.0;-107;-74;-382.0;11.0;321.0
597.0;-374.0;119;12;301.0;-41.0;-43;24;-244.0;133.0;-267.0
702.0;-535.0;26;17;545.0;242.0;-70;48;-271.0;245.0;-578.0
-469.0;-23.0;-4;20;-783.0;121.0;-107;-75;-299.0;95.0;316.0
-467.0;2.0;-5;21;-756.0;127.0;-107;-75;-399.0;-62.0;310.0
-444.0;3.0;-4;20;-729.0;74.0;-105;-76;-484.0;17.0;327.0
-445.0;7.0;-4;20;-728.0;48.0;-105;-76;-483.0;24.0;328.0
-475.0;7.0;-5;20;-774.0;116.0;-107;-76;-295.0;31.0;304.0
-478.0;6.0;-5;20;-774.0;137.0;-107;-76;-304.0;50.0;302.0
-479.0;5.0;-4;20;-775.0;136.0;-107;-76;-313.0;45.0;301.0
-483.0;4.0;-4;20;-775.0;125.0;-107;-76;-345.0;32.0;300.0
-438.0;-5.0;-4;20;-740.0;114.0;-106;-75;-408.0;-49.0;334.0
-430.0;-9.0;-4;20;-730.0;104.0;-106;-76;-416.0;-10.0;344.0
-452.0;1.0;-4;20;-740.0;78.0;-106;-76;-363.0;85.0;334.0
-456.0;0.0;-4;20;-745.0;62.0;-106;-76;-321.0;246.0;333.0
-451.0;8.0;-4;21;-723.0;53.0;-106;-76;-421.0;-44.0;320.0
-477.0;-11.0;-4;21;-761.0;107.0;-107;-76;-386.0;41.0;316.0
-481.0;4.0;-5;22;-781.0;137.0;-108;-75;-351.0;43.0;302.0
-479.0;5.0;-5;22;-781.0;157.0;-108;-76;-331.0;-6.0;302.0
-480.0;6.0;-5;22;-781.0;176.0;-108;-75;-326.0;12.0;302.0
-480.0;6.0;-5;22;-782.0;146.0;-108;-75;-321.0;33.0;302.0
-480.0;6.0;-5;22;-782.0;125.0;-109;-75;-320.0;27.0;302.0
-484.0;8.0;-5;22;-784.0;157.0;-108;-75;-309.0;-3.0;301.0
-484.0;8.0;-5;22;-784.0;125.0;-108;-75;-309.0;20.0;301.0
-486.0;10.0;-5;22;-786.0;176.0;-109;-76;-309.0;40.0;300.0
-486.0;10.0;-5;22;-786.0;132.0;-109;-76;-313.0;22.0;300.0
-486.0;10.0;-5;22;-788.0;156.0;-108;-75;-315.0;42.0;300.0
-486.0;10.0;-5;22;-788.0;147.0;-108;-76;-316.0;28.0;299.0
-482.0;7.0;-5;22;-792.0;156.0;-109;-75;-314.0;3.0;297.0
-454.0;-12.0;-5;21;-764.0;91.0;-108;-75;-385.0;0.0;324.0
478.0;-245.0;77;19;33.0;-192.0;-29;-12;377.0;120.0;-306.0
490.0;-270.0;75;19;63.0;-147.0;-29;-12;402.0;-130.0;-334.0
491.0;-280.0;75;19;74.0;-131.0;-29;-12;414.0;-134.0;-350.0
396.0;-186.0;75;19;69.0;39.0;-29;-9;316.0;30.0;-342.0
403.0;-313.0;94;17;111.0;-65.0;-25;-10;394.0;-388.0;-401.0
-463.0;-36.0;-4;19;-778.0;140.0;-106;-76;-172.0;196.0;326.0
-475.0;11.0;-5;22;-786.0;197.0;-108;-75;-281.0;20.0;300.0
-455.0;-5.0;-5;20;-763.0;177.0;-107;-76;-231.0;179.0;314.0
-454.0;-9.0;-5;20;-760.0;155.0;-107;-76;-260.0;7.0;316.0
-454.0;2.0;-4;19;-740.0;62.0;-105;-76;-448.0;-51.0;311.0
-457.0;6.0;-4;19;-748.0;65.0;-105;-76;-413.0;18.0;313.0
-462.0;3.0;-4;19;-755.0;75.0;-105;-76;-380.0;126.0;316.0
-471.0;3.0;-4;19;-770.0;90.0;-106;-76;-398.0;-39.0;304.0
-476.0;9.0;-5;20;-777.0;118.0;-107;-76;-286.0;29.0;294.0
-475.0;9.0;-5;20;-778.0;98.0;-107;-76;-284.0;33.0;294.0
-470.0;8.0;-5;20;-784.0;126.0;-107;-76;-281.0;9.0;291.0
-464.0;5.0;-5;20;-784.0;151.0;-107;-76;-282.0;79.0;293.0
-426.0;-19.0;-5;19;-765.0;131.0;-107;-76;-343.0;-31.0;303.0
269.0;-271.0;144;61;573.0;-55.0;164;19;283.0;58.0;-347.0
-20.0;-105.0;4;47;359.0;-157.0;110;-46;241.0;-399.0;-172.0
-60.0;22.0;-5;19;259.0;-118.0;113;-47;210.0;135.0;-152.0
-57.0;77.0;-5;22;316.0;-66.0;95;-47;167.0;-576.0;-140.0
-116.0;76.0;-6;21;272.0;-167.0;96;-47;100.0;-666.0;-92.0
-236.0;163.0;-5;23;118.0;-264.0;96;-60;88.0;-435.0;-15.0
-325.0;235.0;-6;16;-32.0;-18.0;77;-107;436.0;-119.0;86.0
-465.0;14.0;-4;18;-728.0;36.0;-105;-76;-335.0;222.0;325.0
-474.0;-10.0;-4;18;-749.0;-16.0;-105;-76;-224.0;293.0;320.0
-478.0;-2.0;-5;20;-790.0;129.0;-107;-77;-365.0;26.0;276.0
-474.0;-12.0;-5;19;-790.0;83.0;-107;-77;-357.0;-66.0;273.0
-475.0;39.0;-4;18;-708.0;-80.0;-105;-78;-502.0;-1.0;271.0
-490.0;37.0;-4;18;-730.0;-12.0;-106;-78;-459.0;27.0;260.0
-499.0;46.0;-5;18;-741.0;-9.0;-106;-78;-458.0;0.0;254.0
-501.0;47.0;-5;18;-741.0;-16.0;-106;-78;-438.0;35.0;253.0
-504.0;49.0;-5;18;-741.0;-47.0;-106;-78;-368.0;17.0;250.0
-508.0;52.0;-5;18;-743.0;-16.0;-106;-78;-336.0;25.0;250.0
-515.0;55.0;-5;18;-752.0;0.0;-106;-78;-365.0;-4.0;245.0
-517.0;56.0;-5;18;-753.0;17.0;-106;-78;-373.0;65.0;244.0
-515.0;51.0;-5;18;-754.0;12.0;-106;-78;-387.0;117.0;241.0
-515.0;51.0;-5;18;-757.0;26.0;-106;-78;-402.0;51.0;239.0
-510.0;41.0;-5;18;-761.0;27.0;-106;-78;-418.0;98.0;232.0
-434.0;52.0;-6;17;-687.0;-70.0;-106;-79;-520.0;-18.0;292.0
-436.0;48.0;-6;17;-685.0;-90.0;-105;-79;-505.0;-32.0;295.0
-446.0;57.0;-4;16;-686.0;-34.0;-106;-79;-531.0;80.0;294.0
-449.0;54.0;-4;15;-668.0;-20.0;-109;-79;-369.0;-95.0;311.0
-450.0;59.0;-4;16;-658.0;-57.0;-109;-79;-184.0;-27.0;308.0
-452.0;70.0;-4;16;-653.0;-42.0;-109;-79;-183.0;-45.0;300.0
-450.0;74.0;-4;16;-648.0;-69.0;-109;-78;-275.0;-54.0;298.0
-449.0;78.0;-4;16;-642.0;-78.0;-109;-79;-456.0;50.0;294.0
-480.0;140.0;-4;16;-684.0;-43.0;-109;-78;-252.0;34.0;304.0
-480.0;138.0;-4;16;-683.0;-18.0;-109;-78;-242.0;-47.0;306.0
-483.0;147.0;-4;16;-677.0;-59.0;-109;-78;-214.0;-13.0;309.0
-542.0;243.0;179;28;-182.0;15.0;77;147;-188.0;-193.0;323.0
-477.0;159.0;-4;16;-662.0;-108.0;-109;-78;-241.0;-6.0;317.0
-484.0;162.0;-4;16;-666.0;-77.0;-109;-78;-200.0;39.0;315.0
-444.0;292.0;-242;49;-21.0;9.0;61;164;-72.0;232.0;268.0
-429.0;314.0;141;37;-41.0;-148.0;82;162;-179.0;389.0;280.0
-564.0;312.0;-175;26;-141.0;-62.0;70;-75;-368.0;-151.0;217.0
-484.0;162.0;-4;16;-666.0;-96.0;-109;-78;-215.0;-14.0;316.0
-480.0;158.0;-4;16;-668.0;-71.0;-109;-78;-203.0;101.0;316.0
-486.0;171.0;-4;16;-664.0;-88.0;-109;-78;-233.0;-70.0;331.0
-490.0;173.0;-4;16;-665.0;-105.0;-109;-78;-229.0;37.0;331.0
-422.0;78.0;111;22;148.0;-274.0;57;-11;-315.0;138.0;51.0
-388.0;22.0;105;22;165.0;-176.0;57;-9;-285.0;129.0;31.0
-491.0;167.0;-4;16;-669.0;-107.0;-110;-78;-217.0;223.0;328.0
-486.0;160.0;-4;16;-672.0;-54.0;-110;-78;-217.0;207.0;327.0
-477.0;138.0;-4;16;-691.0;-59.0;-110;-78;-223.0;-32.0;337.0
-483.0;141.0;-4;16;-694.0;-12.0;-110;-78;-241.0;-10.0;340.0
-492.0;103.0;-4;16;-727.0;-32.0;-110;-78;-230.0;119.0;314.0
-339.0;263.0;66;22;35.0;47.0;44;-119;9.0;634.0;231.0
-276.0;187.0;57;24;99.0;63.0;43;-110;43.0;665.0;182.0
-257.0;169.0;54;24;113.0;58.0;43;-112;52.0;690.0;161.0
-86.0;31.0;15;36;277.0;-86.0;51;-111;203.0;180.0;20.0
243.0;-239.0;-25;30;608.0;-267.0;126;-99;349.0;291.0;-316.0
329.0;-280.0;-25;33;673.0;-126.0;125;-78;374.0;65.0;-346.0
-648.0;232.0;-4;16;-614.0;-63.0;-110;-78;-272.0;35.0;235.0
-824.0;527.0;9;16;-803.0;165.0;-64;-15;-334.0;126.0;274.0
-646.0;227.0;-4;16;-616.0;15.0;-110;-78;-302.0;23.0;233.0
-647.0;223.0;-4;16;-621.0;20.0;-110;-78;-371.0;0.0;232.0
81.0;-256.0;144;18;-253.0;-209.0;55;174;-173.0;449.0;-187.0
-632.0;124.0;-3;16;-658.0;-138.0;-110;-78;-362.0;-39.0;157.0
-25.0;-149.0;5;19;442.0;211.0;113;-31;163.0;-15.0;-150.0
-49.0;-114.0;4;18;421.0;-10.0;115;-31;199.0;-504.0;-123.0
-80.0;-89.0;3;14;394.0;-104.0;118;-31;226.0;-574.0;-87.0
-109.0;-39.0;2;4;322.0;-164.0;125;-31;272.0;-328.0;-48.0
134.0;-241.0;5;15;512.0;-173.0;123;-56;256.0;302.0;-246.0
190.0;-238.0;5;15;588.0;63.0;124;-31;239.0;311.0;-279.0
176.0;-228.0;5;15;592.0;-87.0;124;-18;237.0;-168.0;-263.0
67.0;-161.0;5;16;479.0;-88.0;124;-29;239.0;-187.0;-182.0
67.0;-156.0;5;19;464.0;-97.0;123;-29;239.0;-37.0;-186.0
67.0;-145.0;5;25;458.0;-49.0;117;-29;231.0;146.0;-193.0
70.0;-80.0;8;12;408.0;-117.0;127;-24;209.0;80.0;-242.0
74.0;-111.0;8;12;432.0;-110.0;127;-24;206.0;144.0;-250.0
-429.0;238.0;0;9;-130.0;-61.0;95;-55;-66.0;-288.0;237.0
-530.0;331.0;0;9;-289.0;65.0;97;-50;-108.0;366.0;315.0
-635.0;120.0;-3;16;-670.0;-80.0;-110;-77;-352.0;31.0;150.0
-550.0;378.0;-5;2;-279.0;132.0;81;-50;-217.0;297.0;335.0
-596.0;413.0;-11;15;-565.0;-503.0;-168;-143;-656.0;-402.0;567.0
-213.0;312.0;-1;14;-502.0;-165.0;-87;-138;-543.0;-36.0;313.0
-193.0;304.0;-1;18;-479.0;-47.0;-93;-139;-523.0;88.0;304.0
-191.0;303.0;-1;18;-478.0;-84.0;-93;-139;-523.0;68.0;303.0
-203.0;239.0;-2;18;-485.0;-73.0;-94;-138;-301.0;-54.0;286.0
-149.0;233.0;-5;17;-429.0;-98.0;-89;-138;-299.0;11.0;247.0
-151.0;235.0;-2;17;-430.0;-82.0;-89;-138;-300.0;-8.0;248.0
-155.0;237.0;3;16;-432.0;-67.0;-89;-138;-296.0;-31.0;250.0
-165.0;241.0;7;16;-441.0;-65.0;-90;-137;-291.0;-83.0;257.0
-218.0;248.0;9;16;-487.0;-85.0;-90;-141;-275.0;-48.0;273.0
-437.0;311.0;113;46;-131.0;-255.0;104;162;-165.0;82.0;276.0
-425.0;303.0;70;47;-129.0;-382.0;106;162;-124.0;-13.0;264.0
-229.0;251.0;8;16;-498.0;-107.0;-90;-153;-284.0;0.0;278.0
-231.0;249.0;9;16;-500.0;-123.0;-90;-153;-285.0;-2.0;277.0
-235.0;255.0;8;16;-501.0;-130.0;-90;-153;-289.0;3.0;284.0
-237.0;256.0;9;16;-503.0;-99.0;-90;-154;-290.0;0.0;285.0
-236.0;255.0;8;16;-504.0;-93.0;-90;-154;-289.0;-7.0;284.0
-233.0;252.0;8;16;-501.0;-124.0;-90;-154;-287.0;33.0;281.0
-230.0;248.0;9;16;-497.0;-126.0;-90;-154;-283.0;43.0;279.0
-475.0;320.0;121;25;-62.0;-142.0;79;-155;88.0;467.0;237.0
-425.0;291.0;24;34;28.0;-39.0;108;-155;95.0;144.0;183.0
-47.0;-77.0;5;27;401.0;83.0;136;-84;307.0;16.0;-164.0
-38.0;-90.0;5;25;404.0;39.0;137;-84;292.0;36.0;-173.0
111.0;-137.0;8;36;530.0;-189.0;152;-82;413.0;-184.0;-238.0
123.0;-131.0;8;36;541.0;-265.0;152;-82;411.0;-126.0;-240.0
233.0;-179.0;-6;-12;577.0;-46.0;-196;-59;264.0;-101.0;-334.0
194.0;-221.0;3;1;549.0;-27.0;202;-59;212.0;-221.0;-304.0
-229.0;248.0;9;16;-496.0;-124.0;-90;-153;-282.0;6.0;279.0
79.0;-70.0;161;26;458.0;-202.0;167;-10;293.0;-20.0;-182.0
10.0;-57.0;50;27;348.0;-150.0;165;-165;175.0;-92.0;-148.0
-9.0;-27.0;136;43;324.0;-161.0;161;-169;137.0;-259.0;-126.0
-61.0;-59.0;-29;34;285.0;-152.0;160;-146;124.0;-274.0;-83.0
-62.0;-54.0;-39;35;278.0;-267.0;161;-145;106.0;-506.0;-78.0
74.0;-176.0;-18;35;410.0;268.0;164;-87;216.0;-99.0;-215.0
-229.0;251.0;9;16;-498.0;-148.0;-90;-153;-282.0;12.0;282.0
108.0;-111.0;-23;43;441.0;59.0;158;-108;288.0;479.0;-188.0
125.0;-183.0;-24;33;460.0;-1.0;168;-108;297.0;413.0;-215.0
125.0;-206.0;-14;35;463.0;107.0;171;-108;293.0;35.0;-226.0
159.0;-238.0;8;-24;490.0;-96.0;-131;-4;324.0;263.0;-262.0
169.0;-257.0;10;20;498.0;69.0;-165;-3;318.0;-70.0;-277.0
157.0;-234.0;17;31;487.0;-361.0;-161;-3;292.0;-241.0;-256.0
