InertialMeasurementUnit L-SHOE Nav_Ax;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;InertialMeasurementUnit L-SHOE Body_Az;InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE Nav_Az;Accelerometer RKN^ accX;InertialMeasurementUnit L-SHOE AngVelNavFrameZ
4;13;20;-837;13;-21;-136.0;20
-3;16;-10;-838;16;-19;-105.0;-10
6;16;-3;-837;16;-20;-126.0;-3
2;-9;-3;-833;-9;-20;-139.0;-3
4;25;10;-834;25;-18;-93.0;10
1;7;0;-839;7;-21;-120.0;0
12;-10;17;-825;-10;-17;-126.0;17
5;-2;-9;-828;-2;-21;-124.0;-9
9;10;5;-821;10;-17;-135.0;5
-2;21;-8;-830;21;-20;-136.0;-8
-3;5;8;-828;5;-18;-140.0;8
1;27;6;-825;27;-16;-133.0;6
-2;-2;16;-829;-2;-19;-144.0;16
-3;2;-19;-835;2;-25;-121.0;-19
9;3;-5;-826;3;-26;-111.0;-5
4;12;11;-885;12;-18;-107.0;11
-5;-6;0;-828;-6;-23;-118.0;0
1;-13;7;-833;-13;-20;-144.0;7
1;20;4;-836;20;-24;-143.0;4
-1;4;0;-882;4;-21;-103.0;0
5;-12;6;-832;-12;-25;-134.0;6
-2;-5;14;-834;-5;-20;-135.0;14
1;-6;9;-832;-6;-19;-142.0;9
2;19;5;-833;19;-21;-150.0;5
0;31;14;-834;31;-23;-116.0;14
3;17;-2;-833;17;-22;-137.0;-2
5;18;3;-835;18;-26;-129.0;3
1;1;10;-829;1;-21;-123.0;10
6;-1;2;-825;-1;-22;-147.0;2
-5;5;8;-832;5;-21;-151.0;8
1;-4;-3;-831;-4;-23;-131.0;-3
3;0;-4;-832;0;-25;-132.0;-4
0;2;-2;-833;2;-22;-139.0;-2
5;-7;18;-832;-7;-25;-131.0;18
-1;3;-1;-833;3;-20;-130.0;-1
1;13;-10;-832;13;-22;-141.0;-10
-3;15;20;-837;15;-25;-121.0;20
-4;-8;14;-838;-8;-25;-145.0;14
5;20;3;-828;20;-22;-130.0;3
-2;4;11;-833;4;-21;-130.0;11
0;24;18;-828;24;-19;-130.0;18
2;10;-1;-829;10;-21;-140.0;-1
-2;-2;-14;-816;-2;-22;-108.0;-14
2;14;17;-851;14;-22;-55.0;17
-7;-7;-18;-892;-7;-22;-119.0;-18
-9;-5;1;-894;-5;-21;-137.0;1
0;-26;3;-835;-26;-21;-152.0;3
-2;20;17;-811;20;-16;-100.0;17
-5;-14;5;-881;-14;-12;-152.0;5
-2;-23;-1;-834;-23;-18;-149.0;-1
-4;-2;25;-883;-2;-23;-76.0;25
-2;49;14;-827;49;-13;-126.0;14
4;-8;9;-893;-8;-19;-131.0;9
9;23;12;-890;23;-18;-113.0;12
-18;53;-31;-686;53;202;-36.0;-31
-3;-1;-6;-881;-1;-14;-87.0;-6
10;0;-1;-895;0;-20;-122.0;-1
-5;20;12;-888;20;-17;-110.0;12
7;27;-4;-895;27;-19;-103.0;-4
6;9;19;-834;9;-25;-151.0;19
6;4;-12;-835;4;-23;-150.0;-12
0;-8;-2;-897;-8;-24;-107.0;-2
-5;1;2;-835;1;-21;-163.0;2
-3;-4;7;-898;-4;-23;-119.0;7
-4;2;-4;-898;2;-23;-119.0;-4
0;-4;16;-831;-4;-21;-171.0;16
5;18;7;-827;18;-20;-172.0;7
5;-6;9;-896;-6;-22;-108.0;9
9;-17;11;-820;-17;-18;-123.0;11
3;-5;15;-897;-5;-23;-131.0;15
12;28;4;-892;28;-20;-110.0;4
8;25;-3;-893;25;-19;-107.0;-3
-1;-13;-6;-823;-13;-16;-133.0;-6
-4;-26;1;-830;-26;-21;-120.0;1
-8;1;19;-839;1;-22;-149.0;19
5;27;24;-831;27;-22;-135.0;24
-3;-9;2;-866;-9;-2;-162.0;2
5;11;-5;-884;11;-16;-60.0;-5
-1;0;3;-900;0;-23;-100.0;3
3;15;52;-903;15;-29;-76.0;52
11;-15;-6;-883;-15;-19;-111.0;-6
-142;-186;2123;-830;-186;-55;112.0;2123
-1;-23;17;-829;-23;-24;-110.0;17
2;18;11;-884;18;-26;-121.0;11
-9;-3;14;-893;-3;-20;-72.0;14
0;15;-10;-831;15;-20;-161.0;-10
5;-14;12;-891;-14;-19;-100.0;12
3;-29;15;-825;-29;-22;-126.0;15
-2;16;-11;-833;16;-22;-151.0;-11
1;6;-21;-829;6;-20;-148.0;-21
12;5;-5;-816;5;-10;-186.0;-5
-4;18;10;-832;18;-21;-158.0;10
0;21;-12;-829;21;-20;-150.0;-12
-4;36;10;-830;36;-19;-133.0;10
2;-25;7;-825;-25;-15;-117.0;7
3;13;3;-832;13;-21;-156.0;3
2;-12;-1;-833;-12;-21;-151.0;-1
-4;9;19;-837;9;-24;-151.0;19
-1;-7;7;-888;-7;-16;-84.0;7
0;-2;-7;-829;-2;-15;-159.0;-7
7;-7;24;-827;-7;-19;-159.0;24
-15;-12;12;-887;-12;-20;-124.0;12
2;27;-2;-835;27;-23;-166.0;-2
-10;-5;-14;-843;-5;-25;-144.0;-14
6;26;7;-837;26;-26;-163.0;7
1;3;-3;-831;3;-20;-160.0;-3
2;-4;7;-894;-4;-23;-126.0;7
-5;3;-15;-838;3;-22;-148.0;-15
2;20;9;-833;20;-21;-161.0;9
2;-13;1;-835;-13;-22;-171.0;1
2;8;10;-832;8;-19;-163.0;10
-2;-4;22;-831;-4;-17;-152.0;22
4;9;4;-823;9;-26;-167.0;4
6;8;21;-893;8;-22;-100.0;21
-1;-14;8;-834;-14;-21;-168.0;8
3;-4;8;-836;-4;-25;-161.0;8
-2;8;21;-834;8;-20;-161.0;21
1;-1;-12;-832;-1;-18;-170.0;-12
6;5;-4;-833;5;-23;-166.0;-4
1;-2;8;-890;-2;-16;-100.0;8
9;17;-14;-886;17;-22;-131.0;-14
-5;12;16;-890;12;-18;-115.0;16
2;36;-10;-821;36;-24;-124.0;-10
6;-13;-6;-886;-13;-20;-122.0;-6
2;-5;7;-839;-5;-26;-169.0;7
-1;26;-3;-838;26;-23;-162.0;-3
1;26;-1;-888;26;-16;-109.0;-1
7;-14;11;-886;-14;-16;-75.0;11
1;15;0;-892;15;-17;-102.0;0
0;-5;25;-822;-5;-23;-97.0;25
-4;-5;-10;-889;-5;-19;-115.0;-10
1;6;-10;-832;6;-16;-162.0;-10
6;40;-13;-831;40;-21;-125.0;-13
-1;6;5;-826;6;-17;-172.0;5
1;3;-17;-838;3;-23;-144.0;-17
0;15;18;-889;15;-18;-108.0;18
-10;3;-6;-886;3;-14;-122.0;-6
-7;12;-1;-887;12;-13;-100.0;-1
-4;-4;-7;-888;-4;-18;-142.0;-7
1;-9;-15;-823;-9;-15;-150.0;-15
-2;-39;6;-828;-39;-16;-142.0;6
-9;32;5;-843;32;-33;-135.0;5
-1;-3;5;-901;-3;-23;-86.0;5
-3;-14;-3;-843;-14;-20;-151.0;-3
1;6;-18;-829;6;-20;-155.0;-18
4;-7;11;-889;-7;-19;-74.0;11
0;15;27;-835;15;-24;-143.0;27
-1;-5;-7;-838;-5;-16;-161.0;-7
-3;-18;-3;-885;-18;-14;-132.0;-3
3;-16;5;-888;-16;-17;-99.0;5
0;-9;8;-832;-9;-21;-151.0;8
0;2;-13;-900;2;-22;-123.0;-13
3;27;-8;-887;27;-15;-93.0;-8
-5;-15;-25;-845;-15;-22;-122.0;-25
-2;-22;-2;-835;-22;-22;-140.0;-2
0;-7;12;-888;-7;-20;-134.0;12
-1;-7;20;-894;-7;-22;-109.0;20
3;5;-20;-829;5;-20;-138.0;-20
-1;-25;5;-834;-25;-21;-142.0;5
3;-13;-23;-833;-13;-24;-137.0;-23
-2;-5;25;-844;-5;-22;-137.0;25
-2;-11;-16;-828;-11;-23;-131.0;-16
2;27;18;-834;27;-25;-140.0;18
-1;27;17;-831;27;-22;-135.0;17
1;15;-23;-831;15;-20;-123.0;-23
1;-4;11;-888;-4;-21;-139.0;11
-4;-7;-14;-851;-7;-27;-52.0;-14
-1;-10;23;-829;-10;-17;-152.0;23
-2;6;9;-828;6;-19;-164.0;9
-2;-2;-6;-816;-2;-21;-57.0;-6
-3;20;-3;-829;20;-21;-151.0;-3
2;8;8;-826;8;-19;-155.0;8
-1;-7;-19;-846;-7;-21;-159.0;-19
4;8;-13;-892;8;-23;-90.0;-13
-2;17;-5;-892;17;-21;-112.0;-5
3;-4;-19;-890;-4;-20;-100.0;-19
2;-11;30;-830;-11;-25;-131.0;30
-4;-1;-18;-889;-1;-24;-130.0;-18
-1;26;38;-842;26;-16;-161.0;38
6;18;22;-885;18;-25;-95.0;22
6;20;32;-821;20;-17;-124.0;32
-3;11;10;-812;11;-15;-59.0;10
2;41;25;-890;41;-20;-72.0;25
-1;11;21;-897;11;-17;-111.0;21
3;-4;6;-900;-4;-21;-108.0;6
0;-15;0;-891;-15;-23;-99.0;0
-1;2;-10;-811;2;-23;-163.0;-10
2;13;-11;-890;13;-20;-96.0;-11
-8;-2;17;-888;-2;-17;-96.0;17
4;-7;15;-882;-7;-14;-90.0;15
-2;18;-1;-887;18;-21;-75.0;-1
1;-16;2;-826;-16;-18;-55.0;2
11;-10;12;-885;-10;-9;-124.0;12
2;6;18;-837;6;-20;-170.0;18
2;2;-1;-887;2;-22;-123.0;-1
-4;11;-9;-897;11;-21;-133.0;-9
-9;45;16;-839;45;-24;-110.0;16
-1;1;-10;-895;1;-19;-131.0;-10
2;-30;-7;-702;-30;-18;-143.0;-7
5;7;-7;-885;7;-20;-60.0;-7
-3;30;10;-827;30;-18;-150.0;10
4;6;1;-890;6;-17;-70.0;1
0;-12;-1;-894;-12;-19;-137.0;-1
0;41;11;-832;41;-26;-116.0;11
-1;10;20;-827;10;-18;-153.0;20
17;26;19;-820;26;-21;-82.0;19
-12;4;-18;-853;4;-31;-136.0;-18
4;7;33;-833;7;-22;-101.0;33
4;13;-1;-839;13;-21;-161.0;-1
2;15;25;-886;15;-15;-114.0;25
-2;-6;3;-708;-6;-17;-168.0;3
10;12;15;-831;12;-21;-168.0;15
0;26;28;-840;26;-26;-90.0;28
15;-25;17;-832;-25;-20;-116.0;17
-4;7;31;-852;7;-25;-65.0;31
2;-8;-34;-837;-8;-18;-121.0;-34
0;-24;-10;-840;-24;-20;-151.0;-10
6;4;0;-888;4;-21;-83.0;0
-7;16;2;-843;16;-22;-172.0;2
-2;9;7;-888;9;-19;-100.0;7
7;3;0;-810;3;-15;-146.0;0
0;-8;13;-894;-8;-21;-102.0;13
6;-4;-22;-843;-4;-21;-60.0;-22
1;15;20;-888;15;-16;-105.0;20
5;14;34;-843;14;-20;-71.0;34
4;-10;3;-887;-10;-18;-109.0;3
-4;5;38;-850;5;-23;-98.0;38
-7;2;18;-893;2;-20;-80.0;18
-15;22;-3;-894;22;-9;-90.0;-3
-4;29;44;-819;29;-16;-80.0;44
6;-2;-7;-887;-2;-16;-105.0;-7
6;-7;-18;-829;-7;-19;-158.0;-18
-1;36;8;-850;36;-18;-81.0;8
6;6;19;-831;6;-20;-172.0;19
5;25;-14;-901;25;-18;-75.0;-14
2;17;-13;-839;17;-26;-172.0;-13
-19;-25;3;-892;-25;-16;-163.0;3
6;-45;-15;-894;-45;-16;-118.0;-15
1;35;18;-888;35;-30;-107.0;18
345;-2172;3863;-642;-2172;365;44.0;3863
54;-449;347;-88;-449;204;-845.0;347
-15;451;178;-915;451;-30;-15.0;178
61;22;34;-885;22;-10;-81.0;34
-22;-20;-3;-841;-20;-28;-154.0;-3
3;5;28;-897;5;-20;-128.0;28
-2;25;12;-840;25;-16;-217.0;12
-3;22;9;-888;22;-17;-172.0;9
3;80;104;-687;80;-17;-161.0;104
-1;25;13;-813;25;-19;-40.0;13
7;47;9;-826;47;-18;-147.0;9
0;29;-15;-824;29;-17;-156.0;-15
0;9;4;-892;9;-18;-49.0;4
-4;15;2;-910;15;-33;-107.0;2
0;-11;29;-889;-11;-21;-119.0;29
29;-6;-12;-911;-6;-25;-35.0;-12
-825;170;10;-957;170;554;11.0;10
62;26;30;-884;26;-22;-161.0;30
0;0;-4;-903;0;-27;-88.0;-4
-1;-8;11;-892;-8;-22;-151.0;11
4;-4;-6;-884;-4;-14;-55.0;-6
3;3;11;-901;3;-21;-144.0;11
1;-27;6;-837;-27;-24;-153.0;6
3;21;1;-897;21;-23;-141.0;1
23;-19;-7;-889;-19;-15;-171.0;-7
-8;26;-10;-824;26;-12;-163.0;-10
12;34;-4;-884;34;-25;-142.0;-4
155;5;0;-887;5;-16;-204.0;0
0;20;16;-849;20;-28;-175.0;16
2;-15;-2;-839;-15;-25;-211.0;-2
72;189;84;-866;189;4;-104.0;84
2;35;6;-899;35;-24;-132.0;6
3;-19;14;-895;-19;-20;-130.0;14
-25;29;3;-890;29;-20;-57.0;3
-16;6;-13;-887;6;-11;-175.0;-13
1;-15;0;-890;-15;-18;-150.0;0
241;1878;-4085;-839;1878;-109;35.0;-4085
-9;44;11;-880;44;-19;-85.0;11
-11;-21;-11;-897;-21;-20;-147.0;-11
0;-45;-29;-832;-45;-16;-123.0;-29
-9;-7;16;-844;-7;-18;-172.0;16
-238;40;54;-844;40;40;105.0;54
7;-1;-21;-707;-1;-16;-158.0;-21
-4;-12;14;-827;-12;-23;-181.0;14
2;2;-28;-822;2;-25;-147.0;-28
-3;33;-3;-900;33;-23;-112.0;-3
-8;28;-22;-890;28;-16;-93.0;-22
-8;-62;15;-892;-62;-25;-112.0;15
1;7;-2;-899;7;-21;-155.0;-2
3;9;3;-897;9;-20;-62.0;3
-3;11;21;-893;11;-19;-63.0;21
2;-21;27;-832;-21;-21;-158.0;27
-1;1;17;-895;1;-23;-71.0;17
6;25;-35;-821;25;-25;-160.0;-35
5;-8;-24;-831;-8;-19;-161.0;-24
-1;-14;-13;-837;-14;-24;-166.0;-13
5;6;9;-835;6;-19;-199.0;9
2;-9;-37;-884;-9;-12;-38.0;-37
6;36;13;-817;36;-32;-65.0;13
62;567;-462;-242;567;611;199.0;-462
2;8;-13;-838;8;-23;-196.0;-13
3;95;61;-890;95;-18;-91.0;61
22;2111;-1675;-943;2111;-165;-12.0;-1675
-4;24;-4;-843;24;-26;-169.0;-4
-3;-36;26;-897;-36;-21;-128.0;26
1;-10;0;-807;-10;-24;-29.0;0
-7;72;20;-891;72;-11;-129.0;20
2;-15;19;-887;-15;-21;-77.0;19
-2;6;6;-818;6;-24;-40.0;6
3;-26;-3;-835;-26;-20;-180.0;-3
-2;-5;-18;-901;-5;-24;-102.0;-18
6;31;15;-889;31;-26;-12.0;15
3;-19;-12;-893;-19;-18;-75.0;-12
-7;0;-20;-897;0;-21;-113.0;-20
7;41;17;-819;41;-24;-161.0;17
-45;60;22;-893;60;-18;-56.0;22
3;-32;-15;-892;-32;-21;-105.0;-15
0;5;-2;-816;5;-28;-44.0;-2
3;-14;-32;-841;-14;-20;-129.0;-32
-4;46;19;-841;46;-30;-90.0;19
181;-2127;-2083;-697;-2127;40;105.0;-2083
-3;43;46;-840;43;-21;-196.0;46
25;-11;-15;-902;-11;-16;-110.0;-15
-1;38;29;-884;38;-15;-110.0;29
-9;39;2;-902;39;-26;-130.0;2
0;3;31;-812;3;-21;-17.0;31
2;29;21;-895;29;-20;-130.0;21
-1;-29;13;-890;-29;-16;-93.0;13
-7;-4;24;-888;-4;-22;-54.0;24
-25;85;38;-886;85;-14;-171.0;38
0;16;7;-810;16;-18;-30.0;7
1;-55;1;-832;-55;-22;-160.0;1
-17;49;26;-890;49;-18;-203.0;26
-1;34;-4;-850;34;-26;-162.0;-4
-31;25;25;-889;25;-13;-101.0;25
-13;-5;7;-900;-5;-25;-144.0;7
-9;-67;-9;-891;-67;-21;-117.0;-9
4;54;20;-886;54;-19;-37.0;20
2;-39;-10;-826;-39;-17;-141.0;-10
8;-20;5;-905;-20;-22;-123.0;5
-1;-6;-6;-901;-6;-28;-129.0;-6
6;-13;9;-891;-13;-20;-62.0;9
0;-24;19;-827;-24;-18;-151.0;19
0;-14;17;-887;-14;-20;-67.0;17
15;5;-13;-891;5;-20;-58.0;-13
-4;40;11;-891;40;-22;-132.0;11
0;2;-20;-898;2;-23;-80.0;-20
-11;12;17;-903;12;-22;-90.0;17
-1;10;-6;-886;10;-15;-46.0;-6
3;-16;12;-827;-16;-23;-167.0;12
0;-25;-4;-888;-25;-27;-58.0;-4
1;0;-9;-815;0;-28;-46.0;-9
-4;-10;-13;-902;-10;-25;-139.0;-13
-24;-63;5;-902;-63;-30;-207.0;5
3;3;7;-884;3;-16;12.0;7
-9;76;36;-890;76;-21;91.0;36
3;-23;10;-884;-23;-19;4.0;10
1;-30;4;-827;-30;-18;-224.0;4
2;-19;-22;-882;-19;-16;3.0;-22
-48;-94;-50;-896;-94;-17;-56.0;-50
-33;204;-147;-915;204;-7;80.0;-147
-203;1332;-194;-952;1332;-291;-88.0;-194
17;181;126;-870;181;5;-205.0;126
-2;4;37;-879;4;-16;-7.0;37
-6;-42;-101;-883;-42;-17;-171.0;-101
36;0;0;-881;0;-21;28.0;0
27;291;212;-943;291;-93;-278.0;212
178;96;1;-850;96;24;56.0;1
80;-706;456;-872;-706;2;-267.0;456
-1;7;-27;-836;7;-23;-171.0;-27
3;6;6;-814;6;-21;-31.0;6
0;-48;33;-888;-48;-22;-41.0;33
7;-173;-95;-889;-173;-17;-231.0;-95
3;1;4;-807;1;-23;-12.0;4
3;12;-2;-807;12;-20;-3.0;-2
25;189;120;-918;189;-19;172.0;120
3;-14;-5;-811;-14;-21;-20.0;-5
1318;-2107;-611;-2551;-2107;-1966;-94.0;-611
0;-5;-13;-814;-5;-20;-22.0;-13
-17;24;29;-828;24;-21;-166.0;29
4;-2;-17;-830;-2;-22;-181.0;-17
-24;-178;-111;-879;-178;0;17.0;-111
1;22;-10;-814;22;-22;-19.0;-10
0;11;-24;-828;11;-18;-176.0;-24
11;-19;-5;-897;-19;-19;-194.0;-5
-6;24;-1;-903;24;-23;-154.0;-1
0;-14;-43;-833;-14;-19;-194.0;-43
-4;-51;-30;-895;-51;-21;-145.0;-30
3;-10;8;-811;-10;-21;-18.0;8
287;2944;800;-1087;2944;-707;-172.0;800
-91;643;-1641;-820;643;39;17.0;-1641
-141;27;-282;-1049;27;-102;-60.0;-282
1;-24;-21;-840;-24;-26;-199.0;-21
6;12;-15;-725;12;-14;-240.0;-15
7;19;17;-889;19;-17;399.0;17
-1;24;-6;-895;24;-19;-3.0;-6
6;-90;-54;-834;-90;-29;-192.0;-54
-65;-363;967;-832;-363;-24;50.0;967
6;10;-4;-893;10;-19;-291.0;-4
209;-160;-51;-858;-160;-18;-46.0;-51
-5;-48;-33;-896;-48;-18;-216.0;-33
917;201;-93;-1540;201;-1350;-316.0;-93
3;-12;-25;-899;-12;-23;-134.0;-25
0;21;33;-706;21;-17;-181.0;33
0;-23;5;-814;-23;-21;-31.0;5
-2;-769;-489;-825;-769;23;-118.0;-489
-2;23;5;-693;23;-16;-154.0;5
0;12;17;-813;12;-23;-40.0;17
1;-5;2;-895;-5;-18;101.0;2
-1;-2;-31;-807;-2;-16;-27.0;-31
7;25;-16;-907;25;-23;-181.0;-16
14;-29;-10;-894;-29;-15;-386.0;-10
-21;619;-742;-903;619;-21;-19.0;-742
0;35;4;-826;35;-13;-173.0;4
30;-285;-454;-760;-285;-10;-216.0;-454
2;-9;-30;-837;-9;-27;-170.0;-30
5;55;49;-889;55;-16;-146.0;49
-9;-31;-6;-894;-31;-17;-88.0;-6
1;111;57;-899;111;-21;-190.0;57
3;-21;5;-902;-21;-24;-81.0;5
0;-68;-51;-840;-68;-18;-139.0;-51
-1;-2;-4;-895;-2;-14;-230.0;-4
5;-11;-51;-894;-11;-20;-87.0;-51
-3;293;-9;-956;293;-49;-51.0;-9
6;-82;-34;-896;-82;-23;-98.0;-34
1;3;30;-896;3;-19;-156.0;30
2;25;7;-813;25;-21;-22.0;7
-5;-98;-43;-895;-98;-20;14.0;-43
-2;17;-16;-831;17;-19;-179.0;-16
10;154;58;-901;154;-17;-345.0;58
0;35;30;-892;35;-20;-183.0;30
-1;-18;-16;-694;-18;-23;-229.0;-16
-217;594;762;-923;594;-4;-31.0;762
-18;90;167;-895;90;-20;-110.0;167
-1;-27;0;-886;-27;-16;-29.0;0
-5;8;7;-904;8;-28;-160.0;7
440;-5092;212;-1164;-5092;-87;-294.0;212
7;-36;-28;-806;-36;-23;-33.0;-28
-55;-41;14;-909;-41;-40;-74.0;14
-22;97;9;-986;97;-130;-209.0;9
65;-39;215;-747;-39;76;-98.0;215
2;10;19;-811;10;-18;-12.0;19
28;3;44;-959;3;-56;16.0;44
3;36;12;-893;36;-17;-237.0;12
3;109;42;-890;109;-13;4.0;42
-251;-32;-41;-877;-32;11;-31.0;-41
-4;-29;-38;-890;-29;-20;-151.0;-38
-403;-81;-295;-1118;-81;-343;61.0;-295
33;47;-29;-891;47;-16;-68.0;-29
-4;32;-14;-839;32;-22;-182.0;-14
37;0;9;-784;0;-18;-727.0;9
-3;4;-10;-813;4;-24;-12.0;-10
-1;-72;-125;-691;-72;-13;-231.0;-125
0;-8;-3;-733;-8;-20;-267.0;-3
9;-52;-31;-894;-52;-17;-267.0;-31
-9;-28;19;-885;-28;-20;-289.0;19
47;342;336;-913;342;37;45.0;336
9;19;23;-717;19;-20;-259.0;23
2;31;1;-896;31;-21;98.0;1
10;-1421;1155;-987;-1421;-53;-112.0;1155
