InertialMeasurementUnit R-SHOE Body_Az;Accelerometer RKN^ accZ;Accelerometer RKN_ accZ;Accelerometer RKN^ accY;Accelerometer HIP accX;InertialMeasurementUnit R-SHOE Body_Ax;InertialMeasurementUnit R-SHOE Body_Ay;InertialMeasurementUnit R-SHOE Nav_Ax;Accelerometer HIP accY;InertialMeasurementUnit R-SHOE Nav_Az;InertialMeasurementUnit RLA gyroY;Accelerometer RKN_ accX
-1799;-272.0;-774.0;2081.0;-42.0;694;1665;-1453;754.0;-889;-1273.0;913.0
-938;-238.0;-658.0;1631.0;16.0;-156;486;-97;860.0;-25;-1250.0;564.0
-823;339.0;107.0;1000.0;-245.0;-264;357;4;1005.0;65;470.0;370.0
-821;319.0;89.0;983.0;-316.0;-266;353;2;987.0;67;-230.0;345.0
-822;339.0;141.0;989.0;-308.0;-265;355;1;1000.0;66;-392.0;344.0
-822;486.0;126.0;941.0;-368.0;-271;354;-3;931.0;65;77.0;302.0
-815;413.0;184.0;969.0;-316.0;-272;353;-4;975.0;71;212.0;278.0
-777;485.0;123.0;962.0;-225.0;-561;558;-474;948.0;-11;503.0;298.0
-654;535.0;240.0;920.0;-238.0;-635;453;-394;1055.0;87;363.0;118.0
-1309;293.0;98.0;845.0;-82.0;-1089;341;-1419;1059.0;880;373.0;284.0
-1499;194.0;-117.0;1350.0;-198.0;549;-704;-1595;839.0;619;-315.0;626.0
-1272;341.0;40.0;894.0;-207.0;-652;522;-1219;975.0;611;1.0;485.0
-1430;-182.0;-70.0;1349.0;-103.0;-567;1912;-273;837.0;-1133;-71.0;922.0
-817;821.0;620.0;932.0;-206.0;-289;342;-85;924.0;77;-472.0;-424.0
-819;336.0;55.0;992.0;-157.0;-269;380;-3;975.0;59;517.0;411.0
-755;383.0;7.0;986.0;-183.0;-307;453;141;1037.0;73;359.0;390.0
-837;261.0;-57.0;1001.0;-195.0;-505;843;147;977.0;-291;169.0;457.0
-801;-153.0;-242.0;853.0;-255.0;-288;420;-27;1003.0;53;-19.0;490.0
-686;141.0;-329.0;1268.0;-303.0;-283;482;-37;953.0;117;356.0;489.0
-756;-239.0;-48.0;1075.0;-375.0;-264;517;-11;889.0;48;467.0;371.0
-820;243.0;-50.0;1041.0;-216.0;-298;335;15;1005.0;75;606.0;422.0
-831;340.0;15.0;1086.0;-219.0;-296;331;22;977.0;69;1229.0;347.0
-848;449.0;107.0;954.0;-219.0;-234;326;42;993.0;70;1623.0;248.0
-613;280.0;8.0;940.0;-277.0;-881;317;-618;1122.0;293;507.0;272.0
137;720.0;-46.0;794.0;-126.0;1382;2408;1505;914.0;1380;572.0;539.0
-776;19.0;20.0;998.0;-284.0;-181;444;11;813.0;110;95.0;429.0
-751;345.0;50.0;1110.0;-234.0;-294;428;-93;945.0;121;182.0;358.0
-935;418.0;10.0;958.0;-136.0;-577;1081;-466;961.0;-335;627.0;415.0
614;-225.0;-308.0;1468.0;-316.0;-847;-1535;-791;909.0;1725;209.0;570.0
-804;834.0;-275.0;1265.0;-342.0;-221;397;35;1244.0;89;-438.0;205.0
-793;1079.0;44.0;1244.0;-253.0;-271;388;-11;911.0;94;-429.0;752.0
-822;365.0;-262.0;913.0;-216.0;-349;307;-44;874.0;122;-751.0;346.0
-875;196.0;227.0;1157.0;-216.0;-178;245;178;865.0;204;-839.0;603.0
-1066;379.0;71.0;907.0;-201.0;-975;212;1400;936.0;789;-26.0;373.0
-314;524.0;255.0;916.0;-480.0;-370;329;112;730.0;467;1075.0;425.0
-826;286.0;-53.0;1079.0;-429.0;-263;352;9;898.0;64;435.0;284.0
-824;462.0;161.0;955.0;-398.0;-270;349;2;915.0;66;-108.0;354.0
-833;356.0;30.0;986.0;-423.0;-242;351;-4;918.0;64;-126.0;345.0
-835;392.0;-10.0;987.0;-434.0;-248;355;-9;916.0;59;-184.0;375.0
-831;351.0;-11.0;988.0;-423.0;-233;353;-5;892.0;67;-61.0;365.0
-848;358.0;6.0;986.0;-434.0;-255;345;-7;887.0;51;1093.0;344.0
-1200;430.0;-103.0;930.0;-589.0;-679;786;-272;898.0;-561;-205.0;295.0
-824;391.0;-383.0;1060.0;-537.0;-281;315;32;828.0;75;559.0;541.0
-833;272.0;70.0;1010.0;-402.0;-255;337;35;923.0;68;191.0;345.0
-834;441.0;173.0;961.0;-422.0;-257;345;2;897.0;63;-216.0;328.0
-831;411.0;135.0;966.0;-435.0;-266;338;3;904.0;64;-441.0;359.0
-834;426.0;131.0;969.0;-414.0;-259;335;7;943.0;66;-168.0;333.0
-825;435.0;109.0;942.0;-408.0;-270;342;-7;943.0;67;-176.0;347.0
-827;397.0;123.0;966.0;-393.0;-277;338;-4;941.0;64;59.0;303.0
-890;277.0;-274.0;1109.0;-242.0;-256;327;-213;1023.0;131;-173.0;728.0
-825;288.0;57.0;965.0;-186.0;-241;350;-197;994.0;139;865.0;338.0
-897;327.0;-8.0;998.0;-108.0;-241;305;-190;956.0;108;509.0;370.0
-723;233.0;-49.0;984.0;-156.0;-1393;683;-1546;979.0;305;-110.0;352.0
23;115.0;83.0;1345.0;-238.0;-1213;647;589;986.0;72;353.0;848.0
-921;-279.0;-265.0;1127.0;-361.0;-96;471;-307;979.0;89;992.0;475.0
-758;-163.0;-6.0;740.0;100.0;-376;334;-344;1140.0;145;927.0;554.0
-824;-90.0;-177.0;1381.0;-214.0;-381;337;-431;782.0;135;-9.0;1022.0
-1125;274.0;40.0;936.0;-162.0;-1285;296;-1520;978.0;1187;88.0;378.0
1662;1211.0;-354.0;456.0;-185.0;868;1148;1684;783.0;2165;-806.0;1095.0
-1853;308.0;105.0;957.0;-66.0;-1783;1029;-2662;943.0;882;-263.0;369.0
-538;320.0;-60.0;911.0;-279.0;-502;-247;-678;962.0;1243;-1079.0;327.0
-336;824.0;370.0;828.0;-320.0;-828;961;165;815.0;-246;-545.0;266.0
412;812.0;160.0;1026.0;-443.0;-1000;1615;1608;939.0;-112;-947.0;311.0
-817;-32.0;76.0;597.0;-247.0;-277;349;-188;1080.0;88;180.0;33.0
-531;586.0;59.0;889.0;-445.0;-228;714;64;965.0;90;-306.0;304.0
-827;512.0;-199.0;839.0;-301.0;-247;346;-108;904.0;79;160.0;88.0
-1160;66.0;-229.0;1060.0;-170.0;695;547;-701;960.0;118;-29.0;847.0
-813;630.0;557.0;639.0;-699.0;-285;346;157;1473.0;80;0.0;-440.0
-339;451.0;162.0;1133.0;-178.0;-670;-77;658;1464.0;976;527.0;430.0
-797;1271.0;-376.0;998.0;-575.0;-263;380;-104;881.0;85;19.0;334.0
-756;-340.0;-212.0;1046.0;-25.0;-732;-106;-335;916.0;41;697.0;620.0
-777;344.0;-97.0;972.0;-399.0;-296;345;-175;910.0;119;-35.0;417.0
-799;349.0;28.0;980.0;-411.0;-303;375;-113;871.0;78;1024.0;269.0
-780;572.0;104.0;918.0;-475.0;-337;371;-125;908.0;84;566.0;319.0
-792;440.0;-5.0;981.0;-498.0;-303;371;-94;861.0;83;924.0;370.0
-787;334.0;31.0;994.0;-481.0;-319;365;-97;860.0;83;1318.0;359.0
-811;406.0;33.0;973.0;-519.0;-291;349;-7;851.0;64;-2458.0;301.0
-796;515.0;-53.0;948.0;-479.0;1;405;-50;906.0;229;-396.0;152.0
-706;501.0;-102.0;865.0;-276.0;-355;338;-11;871.0;145;41.0;71.0
-770;716.0;213.0;639.0;-467.0;-399;295;14;939.0;93;-77.0;115.0
-799;846.0;194.0;633.0;-429.0;-383;300;14;1016.0;81;26.0;21.0
-829;832.0;432.0;711.0;-312.0;-239;356;-44;1004.0;81;279.0;35.0
-849;623.0;143.0;855.0;-459.0;-219;340;-22;913.0;67;-397.0;268.0
-829;446.0;89.0;949.0;-468.0;-261;336;-7;942.0;73;-294.0;407.0
-805;406.0;145.0;992.0;-518.0;-271;365;-31;848.0;80;60.0;344.0
-922;494.0;190.0;942.0;-211.0;-436;9;193;989.0;81;-832.0;244.0
-1175;562.0;268.0;907.0;-239.0;-343;-153;131;1047.0;39;-434.0;239.0
-965;701.0;-37.0;915.0;-178.0;-409;135;45;986.0;11;-209.0;311.0
-843;796.0;289.0;467.0;-211.0;-225;347;-141;929.0;77;-490.0;267.0
-838;494.0;378.0;432.0;-299.0;-231;345;-135;1073.0;79;-602.0;-39.0
-1520;394.0;-65.0;909.0;-49.0;-1089;1190;319;997.0;-560;227.0;285.0
-1034;406.0;113.0;962.0;-63.0;-906;953;493;1000.0;-8;248.0;396.0
-1029;-428.0;-548.0;1318.0;-113.0;-303;308;-182;874.0;4;-79.0;555.0
-770;-228.0;-140.0;570.0;176.0;-235;274;-70;1044.0;215;973.0;575.0
-837;511.0;-202.0;1142.0;-315.0;-108;283;-172;848.0;176;-557.0;694.0
-979;347.0;-138.0;1118.0;-349.0;-121;142;-174;785.0;163;292.0;545.0
-1082;416.0;60.0;965.0;-345.0;-82;525;-288;933.0;3;-414.0;313.0
-917;396.0;-527.0;1029.0;-649.0;-51;329;-22;709.0;101;205.0;545.0
-653;18.0;-593.0;1019.0;-714.0;-476;489;170;742.0;76;139.0;546.0
-834;75.0;-495.0;1058.0;-734.0;-213;338;-14;687.0;98;-663.0;463.0
-850;299.0;-335.0;1012.0;-767.0;-260;320;60;604.0;77;-929.0;350.0
-835;406.0;-407.0;919.0;-712.0;-226;355;24;582.0;78;165.0;455.0
-832;307.0;-316.0;906.0;-753.0;-215;359;15;619.0;79;88.0;396.0
-825;423.0;-279.0;940.0;-791.0;-221;369;-7;532.0;69;84.0;415.0
-825;404.0;-201.0;931.0;-767.0;-235;370;-14;589.0;66;-20.0;390.0
-825;314.0;-360.0;937.0;-659.0;-235;360;0;703.0;69;337.0;325.0
-788;-9.0;-380.0;1025.0;-641.0;-195;434;-18;722.0;80;-240.0;446.0
-823;-43.0;-534.0;1008.0;-568.0;-217;425;21;733.0;51;-498.0;428.0
-988;51.0;-707.0;1128.0;-614.0;111;217;-150;812.0;60;1671.0;425.0
-762;166.0;-129.0;967.0;-599.0;-256;359;-43;817.0;123;1149.0;490.0
-392;134.0;-379.0;1077.0;0.0;-328;578;213;1053.0;350;-349.0;220.0
-339;87.0;-578.0;1207.0;-16.0;15;373;-6;935.0;649;-497.0;407.0
-765;872.0;220.0;639.0;-438.0;-361;390;-109;1272.0;76;149.0;62.0
-769;201.0;-205.0;1174.0;-299.0;-350;373;-125;892.0;84;-586.0;510.0
-1133;229.0;118.0;997.0;-122.0;-327;1234;-1148;954.0;-297;490.0;404.0
-1608;130.0;82.0;1139.0;-95.0;-897;1990;-717;919.0;-1640;-446.0;437.0
-1668;270.0;122.0;1024.0;-36.0;-990;2620;-746;898.0;-2140;-366.0;394.0
-792;1083.0;369.0;773.0;-367.0;-1357;1416;1190;931.0;-820;915.0;256.0
-2168;92.0;-304.0;1891.0;-83.0;-1133;2467;469;626.0;-2058;-259.0;1074.0
-1099;-504.0;-295.0;960.0;-118.0;-114;819;-135;886.0;-220;189.0;812.0
-146;282.0;166.0;997.0;-435.0;-44;846;145;935.0;163;-376.0;480.0
-893;467.0;109.0;892.0;-209.0;-226;400;-25;947.0;-7;-131.0;394.0
-806;129.0;2.0;946.0;-73.0;-176;1211;441;1048.0;-285;17.0;130.0
-825;494.0;0.0;689.0;-265.0;-267;360;8;885.0;68;-9.0;320.0
-839;794.0;229.0;595.0;-206.0;-250;361;-7;991.0;59;-238.0;-35.0
-821;633.0;48.0;829.0;-245.0;-239;367;-9;962.0;69;18.0;173.0
-634;709.0;132.0;820.0;-306.0;-218;708;254;983.0;75;161.0;106.0
-337;607.0;67.0;846.0;-213.0;-640;197;369;1004.0;379;208.0;164.0
-926;146.0;-86.0;1082.0;-196.0;-264;350;72;969.0;-10;901.0;414.0
-924;178.0;46.0;1018.0;-221.0;-480;384;278;1004.0;-55;1079.0;321.0
-649;327.0;118.0;971.0;-372.0;-439;232;468;1034.0;431;64.0;268.0
-782;485.0;193.0;689.0;-51.0;-317;354;62;1037.0;80;540.0;60.0
-826;1161.0;375.0;499.0;-425.0;-273;373;21;1238.0;61;159.0;-253.0
-770;-150.0;-127.0;1067.0;-141.0;-265;358;20;954.0;114;219.0;402.0
-891;292.0;-30.0;1017.0;-175.0;-794;1358;446;938.0;-736;250.0;478.0
-1097;492.0;219.0;1116.0;-374.0;-293;804;-119;697.0;-355;-338.0;227.0
-841;703.0;965.0;945.0;-173.0;-260;385;-43;1438.0;46;-16.0;-537.0
-823;-249.0;-226.0;1062.0;-270.0;-239;361;-50;920.0;73;-2907.0;269.0
-1705;360.0;-122.0;953.0;-112.0;-1106;1605;405;969.0;-1033;1330.0;407.0
-645;143.0;141.0;1146.0;-207.0;-153;-388;-216;1163.0;1089;1808.0;442.0
-1772;989.0;-75.0;1108.0;-218.0;-380;1608;-761;1051.0;-1014;-445.0;-282.0
-850;352.0;140.0;973.0;-43.0;-270;623;-407;853.0;66;-622.0;383.0
667;-54.0;-161.0;1515.0;-120.0;-288;1304;-138;764.0;1052;-1295.0;1065.0
-816;567.0;406.0;1188.0;-385.0;-270;357;2;955.0;76;93.0;353.0
-823;360.0;15.0;1071.0;-373.0;-271;348;3;961.0;66;-916.0;336.0
-544;766.0;248.0;849.0;-241.0;-231;758;-315;1045.0;99;101.0;-8.0
-864;200.0;-134.0;1028.0;-182.0;-37;371;-188;921.0;83;-399.0;353.0
-876;249.0;-202.0;1028.0;-223.0;-318;264;81;953.0;37;-347.0;430.0
-646;317.0;211.0;1029.0;-139.0;16;503;-314;907.0;255;124.0;307.0
-552;251.0;-121.0;1024.0;-335.0;-224;641;-27;889.0;242;-42.0;497.0
-1021;613.0;112.0;659.0;-218.0;-1180;-589;-492;1031.0;-66;-194.0;-60.0
-876;593.0;1.0;832.0;-277.0;-97;301;-333;994.0;148;360.0;19.0
-833;658.0;299.0;699.0;-204.0;-231;346;-207;1021.0;96;-617.0;204.0
-823;274.0;21.0;939.0;-331.0;-248;364;-157;974.0;82;-970.0;384.0
-826;358.0;131.0;1020.0;-351.0;-244;368;-153;945.0;78;-801.0;319.0
-829;439.0;123.0;987.0;-313.0;-237;352;-65;958.0;72;-560.0;426.0
-1094;113.0;-24.0;1050.0;-176.0;-421;382;-115;940.0;-218;-890.0;499.0
-1361;722.0;-116.0;876.0;-261.0;-183;677;57;830.0;-432;1369.0;71.0
-106;2.0;-268.0;1178.0;-111.0;-33;1086;968;948.0;1122;-584.0;695.0
-820;796.0;529.0;443.0;-251.0;-304;367;212;1214.0;94;-794.0;-395.0
-833;191.0;-239.0;1064.0;-175.0;-242;372;204;1024.0;95;-869.0;521.0
-826;53.0;-227.0;715.0;-158.0;-216;374;197;995.0;109;-695.0;267.0
-319;178.0;25.0;993.0;-54.0;-20;-206;-378;1146.0;1018;494.0;495.0
-452;342.0;145.0;1068.0;-708.0;-272;42;-294;1148.0;710;-213.0;158.0
-723;-19.0;-610.0;1836.0;-98.0;-1880;960;1362;802.0;-727;-951.0;883.0
-1560;654.0;-81.0;315.0;-136.0;-1739;2741;2681;962.0;-1390;-4.0;993.0
-882;312.0;-12.0;1276.0;-149.0;41;107;-374;861.0;245;-440.0;545.0
-1159;326.0;270.0;928.0;-58.0;-1076;790;-1322;865.0;100;-69.0;363.0
-494;526.0;62.0;927.0;-139.0;-703;-517;-706;1076.0;1544;-65.0;359.0
-797;516.0;323.0;943.0;-517.0;-565;349;-746;1487.0;407;-43.0;230.0
732;1263.0;-51.0;303.0;-166.0;996;2928;3008;937.0;2117;-334.0;850.0
-4186;-215.0;-265.0;1638.0;-66.0;946;3728;1777;858.0;-2622;-757.0;796.0
-1170;810.0;181.0;1014.0;-130.0;-554;1244;284;1049.0;-623;764.0;164.0
-2157;-218.0;-700.0;2094.0;-50.0;-5245;-384;-569;823.0;-3984;-584.0;916.0
-852;-251.0;-514.0;1288.0;-23.0;-168;1174;847;896.0;-156;-280.0;540.0
-927;-383.0;-538.0;968.0;5.0;-286;482;155;891.0;-81;-23.0;782.0
-2014;313.0;211.0;1000.0;-106.0;-1233;1339;-1660;942.0;-613;-284.0;309.0
-780;71.0;-312.0;1555.0;-138.0;-276;357;1;947.0;107;-3.0;737.0
-879;380.0;95.0;1187.0;-70.0;-222;242;-57;899.0;170;-149.0;609.0
-460;-277.0;-655.0;1580.0;-111.0;-288;488;-195;811.0;322;-885.0;730.0
-807;1558.0;-112.0;197.0;-143.0;-308;331;6;1201.0;79;-56.0;317.0
-1369;328.0;56.0;994.0;-103.0;-1400;1579;385;940.0;-1296;-296.0;324.0
-514;295.0;74.0;982.0;-96.0;-776;-976;1056;985.0;1568;-328.0;377.0
-1854;-143.0;-474.0;1848.0;-80.0;-1608;355;124;736.0;-1834;199.0;465.0
-1364;-145.0;-490.0;1574.0;-17.0;2642;2064;-400;753.0;928;213.0;514.0
-788;563.0;-444.0;1225.0;-213.0;-301;360;-14;1055.0;87;-209.0;-589.0
-900;178.0;-6.0;1069.0;-249.0;-361;414;134;1049.0;-87;-150.0;482.0
-1007;314.0;99.0;1005.0;-23.0;-449;443;453;1227.0;-87;-547.0;202.0
-944;498.0;86.0;943.0;-73.0;-648;837;-37;964.0;-426;-469.0;117.0
-932;383.0;126.0;972.0;86.0;-858;-10;528;1031.0;1001;16.0;415.0
617;-150.0;-200.0;1755.0;46.0;-2176;-1240;-1493;659.0;1197;-362.0;850.0
-2903;306.0;59.0;951.0;-45.0;-2424;3599;103;939.0;-2282;-921.0;372.0
-854;530.0;488.0;900.0;-479.0;-587;766;-169;1119.0;-166;367.0;-40.0
-1158;466.0;196.0;1095.0;-168.0;-343;131;588;1271.0;389;-445.0;437.0
-1323;922.0;274.0;950.0;-488.0;-253;906;291;874.0;-668;314.0;213.0
-754;1931.0;575.0;1158.0;-383.0;-599;3479;-1681;946.0;95;681.0;-776.0
-3972;-449.0;-1082.0;2296.0;-139.0;-1840;-662;1311;665.0;-3480;140.0;917.0
-737;340.0;270.0;1000.0;-534.0;-420;251;297;1447.0;334;-174.0;68.0
