InertialMeasurementUnit RUA magneticY;InertialMeasurementUnit BACK magneticZ;Accelerometer RUA_ accY;InertialMeasurementUnit RUA accY;InertialMeasurementUnit RLA magneticX;InertialMeasurementUnit LLA magneticX;Accelerometer RWR accY;InertialMeasurementUnit RLA accX;InertialMeasurementUnit LUA magneticY;Accelerometer RUA^ accZ
-270.0;399.0;-2.0;89.0;-479.0;-204.0;101.0;-47.0;468.0;592.0
-533.0;364.0;961.0;-70.0;6.0;353.0;990.0;-893.0;27.0;99.0
-531.0;360.0;972.0;-80.0;4.0;357.0;947.0;-907.0;12.0;78.0
-501.0;445.0;810.0;-9.0;-435.0;-350.0;940.0;-486.0;462.0;186.0
-505.0;471.0;459.0;89.0;-431.0;-370.0;638.0;-369.0;482.0;320.0
-503.0;482.0;479.0;232.0;-433.0;-386.0;623.0;-296.0;493.0;238.0
-549.0;385.0;951.0;4.0;-12.0;342.0;943.0;-897.0;50.0;123.0
-609.0;388.0;602.0;101.0;-468.0;-428.0;293.0;-370.0;450.0;265.0
-544.0;395.0;940.0;-74.0;-17.0;347.0;934.0;-902.0;65.0;106.0
-543.0;397.0;946.0;-94.0;-7.0;345.0;970.0;-915.0;68.0;113.0
-535.0;402.0;952.0;-91.0;40.0;327.0;948.0;-936.0;96.0;115.0
-536.0;399.0;946.0;-54.0;32.0;336.0;942.0;-917.0;91.0;108.0
-607.0;362.0;591.0;211.0;-430.0;-412.0;9.0;-294.0;431.0;217.0
-542.0;354.0;434.0;-68.0;-601.0;-479.0;224.0;-190.0;499.0;66.0
-537.0;373.0;970.0;-63.0;7.0;412.0;997.0;-905.0;24.0;80.0
-535.0;366.0;935.0;-80.0;19.0;413.0;940.0;-886.0;19.0;85.0
-540.0;356.0;969.0;-12.0;-4.0;377.0;944.0;-867.0;44.0;88.0
-525.0;325.0;953.0;42.0;-48.0;359.0;970.0;-829.0;-84.0;123.0
-512.0;326.0;909.0;-88.0;32.0;485.0;865.0;-909.0;-144.0;140.0
-556.0;390.0;929.0;13.0;-69.0;241.0;995.0;-848.0;113.0;134.0
-586.0;500.0;738.0;-85.0;-147.0;177.0;827.0;-1094.0;245.0;154.0
-587.0;506.0;786.0;-88.0;-153.0;192.0;875.0;-1020.0;242.0;85.0
-604.0;545.0;934.0;-71.0;-334.0;200.0;883.0;-895.0;252.0;120.0
-605.0;548.0;964.0;-68.0;-326.0;210.0;934.0;-900.0;254.0;119.0
-605.0;548.0;978.0;-65.0;-329.0;227.0;946.0;-896.0;258.0;95.0
-606.0;549.0;986.0;-56.0;-325.0;216.0;913.0;-895.0;262.0;111.0
-604.0;546.0;969.0;-59.0;-334.0;204.0;1011.0;-896.0;257.0;108.0
-605.0;544.0;971.0;-56.0;-332.0;187.0;905.0;-897.0;263.0;109.0
-606.0;544.0;961.0;-70.0;-337.0;180.0;967.0;-902.0;262.0;122.0
-608.0;545.0;958.0;-67.0;-331.0;185.0;935.0;-904.0;264.0;114.0
