Accelerometer HIP accZ;InertialMeasurementUnit LLA accZ;InertialMeasurementUnit BACK magneticX;Accelerometer RUA_ accX;InertialMeasurementUnit BACK accZ;Accelerometer BACK accY;InertialMeasurementUnit RLA accY;InertialMeasurementUnit LUA accZ;Accelerometer LH accZ;Accelerometer BACK accZ;Accelerometer BACK accX
241.0;391.0;409.0;255.0;309.0;716.0;397.0;254.0;-204.0;-766.0;128.0
-6.0;163.0;533.0;194.0;84.0;718.0;238.0;169.0;37.0;-258.0;202.0
85.0;90.0;707.0;310.0;121.0;787.0;322.0;97.0;35.0;-341.0;-49.0
143.0;92.0;732.0;407.0;135.0;880.0;498.0;158.0;107.0;-344.0;-34.0
-37.0;370.0;528.0;400.0;7.0;959.0;683.0;148.0;-563.0;-290.0;39.0
90.0;297.0;735.0;552.0;115.0;885.0;818.0;314.0;-22.0;-430.0;288.0
42.0;285.0;736.0;520.0;122.0;899.0;767.0;331.0;-10.0;-381.0;256.0
54.0;261.0;736.0;522.0;87.0;912.0;888.0;299.0;22.0;-396.0;256.0
95.0;270.0;743.0;407.0;104.0;894.0;785.0;314.0;38.0;-349.0;336.0
58.0;301.0;727.0;360.0;74.0;923.0;589.0;314.0;3.0;-400.0;192.0
10.0;319.0;684.0;307.0;137.0;833.0;351.0;350.0;-30.0;-451.0;289.0
-122.0;379.0;612.0;217.0;206.0;781.0;341.0;488.0;-51.0;-499.0;433.0
-120.0;324.0;621.0;287.0;220.0;790.0;422.0;434.0;-71.0;-488.0;413.0
-182.0;280.0;631.0;358.0;233.0;801.0;511.0;388.0;11.0;-558.0;291.0
-59.0;162.0;618.0;169.0;117.0;851.0;420.0;256.0;117.0;-438.0;153.0
4.0;44.0;582.0;368.0;-43.0;1116.0;475.0;14.0;288.0;-406.0;134.0
36.0;161.0;766.0;89.0;196.0;803.0;261.0;102.0;-47.0;-415.0;68.0
150.0;77.0;747.0;150.0;101.0;824.0;224.0;51.0;28.0;-336.0;-5.0
-71.0;444.0;539.0;433.0;43.0;946.0;564.0;161.0;-471.0;-341.0;78.0
52.0;295.0;623.0;345.0;225.0;862.0;573.0;305.0;20.0;-457.0;306.0
2.0;248.0;622.0;42.0;86.0;667.0;310.0;230.0;-63.0;-280.0;277.0
-87.0;159.0;680.0;312.0;279.0;952.0;538.0;265.0;134.0;-447.0;37.0
41.0;143.0;720.0;152.0;38.0;905.0;301.0;69.0;20.0;-323.0;36.0
-21.0;131.0;733.0;219.0;-29.0;892.0;284.0;82.0;-39.0;-316.0;130.0
70.0;120.0;772.0;199.0;155.0;875.0;665.0;117.0;183.0;-606.0;91.0
-165.0;115.0;789.0;104.0;258.0;830.0;369.0;290.0;135.0;-463.0;32.0
-93.0;113.0;787.0;246.0;173.0;904.0;404.0;217.0;64.0;-450.0;125.0
-34.0;127.0;741.0;158.0;217.0;855.0;372.0;158.0;47.0;-468.0;-16.0
105.0;91.0;687.0;8.0;237.0;769.0;301.0;164.0;80.0;-566.0;-37.0
-94.0;442.0;583.0;260.0;44.0;951.0;690.0;101.0;-610.0;-388.0;123.0
108.0;71.0;659.0;-115.0;200.0;825.0;101.0;82.0;5.0;-493.0;-53.0
-12.0;87.0;657.0;-84.0;138.0;826.0;148.0;206.0;126.0;-504.0;118.0
90.0;119.0;655.0;-53.0;163.0;828.0;263.0;241.0;139.0;-462.0;176.0
105.0;129.0;652.0;-169.0;166.0;782.0;260.0;280.0;117.0;-426.0;68.0
5.0;454.0;556.0;327.0;20.0;945.0;619.0;129.0;-610.0;-377.0;78.0
-117.0;147.0;678.0;674.0;201.0;822.0;801.0;377.0;31.0;-477.0;209.0
-98.0;222.0;523.0;490.0;24.0;955.0;594.0;54.0;-525.0;-348.0;171.0
115.0;183.0;528.0;378.0;-39.0;962.0;368.0;220.0;43.0;-390.0;163.0
60.0;-53.0;435.0;-12.0;-21.0;1146.0;296.0;187.0;-84.0;-660.0;339.0
176.0;107.0;424.0;324.0;178.0;855.0;404.0;231.0;14.0;-562.0;150.0
-53.0;335.0;515.0;489.0;39.0;932.0;875.0;209.0;-252.0;-384.0;77.0
34.0;188.0;359.0;-19.0;117.0;851.0;71.0;244.0;63.0;-437.0;126.0
-72.0;132.0;301.0;3.0;1.0;862.0;157.0;96.0;233.0;-314.0;55.0
-170.0;149.0;301.0;325.0;31.0;1015.0;432.0;175.0;109.0;-586.0;1.0
-73.0;147.0;515.0;668.0;52.0;942.0;882.0;162.0;-298.0;-357.0;128.0
1012.0;278.0;-643.0;-249.0;-429.0;710.0;-25.0;-270.0;-131.0;-186.0;-690.0
-41.0;215.0;483.0;273.0;50.0;835.0;337.0;174.0;-43.0;-332.0;170.0
-12.0;231.0;493.0;33.0;-61.0;945.0;259.0;264.0;59.0;-450.0;168.0
-155.0;185.0;531.0;214.0;-5.0;999.0;346.0;243.0;137.0;-633.0;136.0
72.0;119.0;565.0;-42.0;220.0;820.0;190.0;108.0;127.0;-398.0;23.0
-92.0;323.0;604.0;378.0;108.0;1013.0;394.0;397.0;-307.0;-583.0;367.0
-40.0;231.0;564.0;310.0;260.0;737.0;466.0;428.0;-126.0;-586.0;433.0
-57.0;246.0;562.0;280.0;285.0;760.0;479.0;400.0;-152.0;-582.0;361.0
12.0;312.0;521.0;132.0;306.0;753.0;281.0;244.0;-192.0;-681.0;240.0
168.0;471.0;288.0;-26.0;647.0;451.0;165.0;-13.0;-382.0;-911.0;117.0
57.0;246.0;512.0;118.0;349.0;743.0;272.0;201.0;-242.0;-654.0;236.0
54.0;279.0;514.0;151.0;355.0;748.0;286.0;185.0;-253.0;-675.0;222.0
38.0;273.0;520.0;123.0;334.0;742.0;272.0;210.0;-235.0;-661.0;213.0
45.0;215.0;531.0;164.0;312.0;745.0;296.0;172.0;-237.0;-651.0;202.0
30.0;243.0;544.0;120.0;335.0;751.0;280.0;173.0;-243.0;-654.0;195.0
-8.0;301.0;539.0;157.0;338.0;744.0;390.0;192.0;-231.0;-610.0;202.0
28.0;280.0;534.0;252.0;312.0;743.0;397.0;215.0;-291.0;-631.0;248.0
51.0;171.0;530.0;266.0;294.0;732.0;441.0;214.0;-251.0;-622.0;272.0
-112.0;-102.0;517.0;806.0;107.0;932.0;901.0;161.0;51.0;-390.0;165.0
-66.0;340.0;465.0;368.0;322.0;704.0;602.0;451.0;-210.0;-621.0;370.0
-287.0;372.0;236.0;128.0;408.0;575.0;436.0;579.0;-277.0;-690.0;538.0
-10.0;721.0;84.0;182.0;525.0;488.0;354.0;579.0;-535.0;-739.0;398.0
-130.0;246.0;519.0;714.0;77.0;926.0;647.0;287.0;-90.0;-390.0;150.0
-90.0;190.0;518.0;751.0;143.0;933.0;578.0;324.0;-104.0;-392.0;163.0
145.0;90.0;435.0;277.0;473.0;618.0;464.0;66.0;-120.0;-771.0;156.0
146.0;153.0;436.0;357.0;470.0;639.0;482.0;94.0;-168.0;-787.0;137.0
144.0;138.0;467.0;396.0;450.0;641.0;505.0;48.0;-142.0;-771.0;164.0
141.0;84.0;484.0;321.0;442.0;679.0;472.0;17.0;-249.0;-714.0;165.0
29.0;165.0;538.0;371.0;379.0;800.0;683.0;66.0;-442.0;-642.0;147.0
26.0;212.0;546.0;417.0;390.0;735.0;524.0;39.0;-476.0;-650.0;144.0
19.0;262.0;574.0;368.0;352.0;816.0;712.0;34.0;-509.0;-607.0;30.0
-167.0;435.0;492.0;444.0;90.0;916.0;763.0;256.0;-356.0;-359.0;126.0
-97.0;241.0;587.0;334.0;186.0;914.0;340.0;379.0;-89.0;-420.0;202.0
-124.0;223.0;657.0;227.0;198.0;889.0;474.0;330.0;-20.0;-455.0;207.0
-48.0;182.0;593.0;384.0;103.0;944.0;266.0;307.0;66.0;-269.0;254.0
-57.0;203.0;589.0;362.0;-46.0;944.0;394.0;205.0;15.0;-278.0;186.0
-233.0;340.0;607.0;394.0;-20.0;954.0;489.0;264.0;-118.0;-312.0;200.0
-182.0;317.0;615.0;360.0;-61.0;1000.0;502.0;319.0;23.0;-426.0;151.0
41.0;287.0;624.0;201.0;-1.0;819.0;108.0;213.0;191.0;-202.0;277.0
62.0;322.0;575.0;94.0;310.0;881.0;535.0;217.0;124.0;-498.0;3.0
57.0;158.0;514.0;20.0;125.0;725.0;102.0;128.0;232.0;-287.0;51.0
64.0;78.0;530.0;297.0;63.0;832.0;351.0;93.0;141.0;-304.0;37.0
-131.0;352.0;499.0;373.0;143.0;948.0;805.0;411.0;-423.0;-305.0;180.0
-6.0;159.0;871.0;101.0;251.0;946.0;365.0;12.0;36.0;-355.0;118.0
-141.0;423.0;495.0;303.0;141.0;961.0;628.0;418.0;-304.0;-291.0;144.0
-158.0;210.0;495.0;356.0;147.0;974.0;805.0;318.0;-439.0;-315.0;102.0
-156.0;343.0;496.0;221.0;109.0;934.0;655.0;366.0;-465.0;-378.0;104.0
-153.0;334.0;496.0;374.0;146.0;939.0;570.0;368.0;-539.0;-363.0;94.0
-170.0;411.0;475.0;406.0;71.0;921.0;591.0;315.0;-337.0;-372.0;146.0
-170.0;481.0;502.0;293.0;163.0;948.0;607.0;329.0;-550.0;-343.0;87.0
-170.0;362.0;497.0;665.0;122.0;987.0;383.0;369.0;1.0;-279.0;229.0
106.0;151.0;1004.0;44.0;-77.0;875.0;270.0;226.0;182.0;-300.0;92.0
291.0;218.0;970.0;68.0;-17.0;981.0;176.0;3.0;-157.0;-340.0;235.0
119.0;397.0;843.0;168.0;193.0;941.0;278.0;344.0;-12.0;-494.0;313.0
-98.0;227.0;682.0;117.0;185.0;980.0;427.0;33.0;117.0;-577.0;175.0
45.0;66.0;519.0;75.0;66.0;882.0;288.0;55.0;124.0;-341.0;19.0
12.0;158.0;397.0;74.0;24.0;1149.0;317.0;16.0;88.0;-368.0;42.0
33.0;211.0;395.0;271.0;157.0;911.0;362.0;74.0;279.0;-609.0;182.0
53.0;313.0;400.0;243.0;-108.0;1011.0;497.0;207.0;-22.0;-352.0;33.0
-131.0;350.0;520.0;155.0;198.0;922.0;763.0;305.0;-408.0;-351.0;32.0
89.0;121.0;396.0;17.0;191.0;706.0;119.0;69.0;-26.0;-338.0;-17.0
69.0;284.0;395.0;153.0;103.0;872.0;344.0;23.0;353.0;-276.0;-26.0
85.0;215.0;388.0;151.0;42.0;882.0;373.0;78.0;28.0;-289.0;48.0
-131.0;355.0;518.0;393.0;192.0;939.0;519.0;337.0;-312.0;-387.0;71.0
-142.0;398.0;517.0;452.0;172.0;934.0;646.0;355.0;-413.0;-298.0;145.0
-164.0;430.0;523.0;398.0;196.0;937.0;654.0;303.0;-453.0;-376.0;189.0
-142.0;359.0;527.0;428.0;211.0;915.0;554.0;300.0;-337.0;-362.0;123.0
-117.0;394.0;527.0;154.0;210.0;963.0;597.0;315.0;-410.0;-369.0;20.0
-108.0;524.0;510.0;331.0;194.0;959.0;518.0;461.0;-324.0;-327.0;109.0
-97.0;410.0;503.0;571.0;185.0;954.0;873.0;221.0;-325.0;-355.0;280.0
-83.0;458.0;508.0;435.0;209.0;992.0;659.0;221.0;-575.0;-362.0;98.0
-90.0;271.0;509.0;506.0;175.0;931.0;711.0;345.0;-489.0;-367.0;117.0
-108.0;417.0;507.0;355.0;194.0;942.0;750.0;260.0;-488.0;-324.0;47.0
-89.0;295.0;508.0;412.0;198.0;937.0;358.0;296.0;-394.0;-356.0;115.0
-95.0;367.0;509.0;443.0;178.0;941.0;385.0;303.0;-460.0;-359.0;56.0
-129.0;303.0;507.0;393.0;167.0;952.0;645.0;298.0;-492.0;-349.0;91.0
-154.0;374.0;504.0;449.0;198.0;953.0;639.0;300.0;-528.0;-337.0;125.0
-150.0;375.0;491.0;412.0;170.0;942.0;652.0;318.0;-476.0;-363.0;106.0
-168.0;347.0;544.0;400.0;91.0;923.0;687.0;305.0;-597.0;-340.0;154.0
-102.0;318.0;573.0;308.0;82.0;924.0;259.0;120.0;-575.0;-416.0;148.0
-94.0;325.0;557.0;-339.0;39.0;932.0;-148.0;200.0;-314.0;-357.0;0.0
-170.0;-37.0;496.0;-86.0;43.0;950.0;298.0;306.0;9.0;-324.0;131.0
-131.0;230.0;752.0;408.0;20.0;899.0;620.0;362.0;112.0;-421.0;297.0
-5.0;264.0;745.0;405.0;-31.0;857.0;521.0;203.0;-5.0;-267.0;166.0
-94.0;119.0;794.0;483.0;86.0;1023.0;561.0;141.0;-69.0;-569.0;145.0
-54.0;136.0;775.0;352.0;290.0;779.0;668.0;149.0;13.0;-644.0;503.0
-90.0;192.0;689.0;508.0;347.0;636.0;551.0;371.0;-82.0;-544.0;344.0
-71.0;209.0;665.0;503.0;284.0;544.0;677.0;380.0;-103.0;-513.0;403.0
-106.0;230.0;595.0;235.0;167.0;585.0;347.0;391.0;-116.0;-574.0;377.0
-123.0;242.0;575.0;325.0;207.0;603.0;343.0;356.0;-218.0;-525.0;428.0
-152.0;-48.0;539.0;-84.0;67.0;928.0;811.0;160.0;137.0;-364.0;211.0
-148.0;-85.0;554.0;65.0;58.0;946.0;757.0;131.0;178.0;-375.0;194.0
91.0;-33.0;580.0;283.0;-64.0;957.0;950.0;114.0;27.0;-375.0;-18.0
95.0;43.0;583.0;607.0;-13.0;964.0;644.0;67.0;129.0;-281.0;-75.0
71.0;229.0;593.0;-28.0;-49.0;971.0;552.0;12.0;-157.0;-262.0;-111.0
88.0;269.0;542.0;131.0;-48.0;967.0;342.0;-40.0;-365.0;-299.0;-83.0
69.0;429.0;500.0;152.0;-95.0;942.0;496.0;161.0;-349.0;-293.0;-70.0
-207.0;250.0;563.0;573.0;116.0;989.0;678.0;362.0;-293.0;-320.0;18.0
-92.0;240.0;547.0;396.0;43.0;958.0;664.0;316.0;-391.0;-311.0;145.0
-90.0;237.0;546.0;405.0;47.0;956.0;658.0;293.0;-406.0;-321.0;143.0
-42.0;102.0;614.0;659.0;119.0;955.0;728.0;326.0;-99.0;-443.0;106.0
-44.0;114.0;616.0;446.0;100.0;927.0;807.0;315.0;-131.0;-317.0;52.0
70.0;167.0;784.0;248.0;173.0;915.0;509.0;197.0;-103.0;-331.0;133.0
58.0;167.0;852.0;230.0;106.0;941.0;273.0;201.0;-84.0;-293.0;158.0
74.0;223.0;911.0;296.0;62.0;951.0;352.0;130.0;-221.0;-270.0;125.0
164.0;38.0;964.0;133.0;104.0;929.0;380.0;-6.0;123.0;-296.0;-44.0
329.0;71.0;919.0;217.0;34.0;906.0;396.0;8.0;-155.0;-566.0;194.0
38.0;217.0;531.0;40.0;-22.0;965.0;-43.0;322.0;-179.0;-296.0;48.0
-81.0;375.0;805.0;204.0;231.0;761.0;410.0;532.0;-107.0;-312.0;241.0
41.0;284.0;728.0;119.0;144.0;891.0;471.0;327.0;50.0;-608.0;48.0
-249.0;252.0;517.0;328.0;-254.0;1016.0;341.0;176.0;80.0;-669.0;141.0
144.0;148.0;652.0;369.0;-78.0;1060.0;392.0;208.0;104.0;-396.0;68.0
128.0;144.0;1153.0;133.0;-28.0;920.0;297.0;220.0;-20.0;-454.0;-8.0
5.0;240.0;535.0;-140.0;-15.0;976.0;71.0;313.0;-184.0;-244.0;76.0
35.0;222.0;531.0;-128.0;-20.0;988.0;135.0;315.0;-223.0;-250.0;67.0
37.0;215.0;529.0;-73.0;-9.0;987.0;364.0;329.0;-225.0;-220.0;53.0
187.0;146.0;1119.0;49.0;-43.0;891.0;266.0;238.0;-70.0;-351.0;158.0
12.0;190.0;1082.0;16.0;145.0;942.0;435.0;340.0;-69.0;-452.0;113.0
154.0;61.0;999.0;28.0;137.0;888.0;450.0;244.0;85.0;-483.0;10.0
111.0;150.0;995.0;93.0;143.0;904.0;434.0;234.0;-106.0;-470.0;-9.0
123.0;139.0;992.0;182.0;149.0;912.0;441.0;222.0;1.0;-502.0;11.0
