Accelerometer LUA^ accX;InertialMeasurementUnit LUA accY;Accelerometer LUA_ accY;Accelerometer LH accY;InertialMeasurementUnit LLA accY;Accelerometer LUA_ accX;Accelerometer LUA^ accZ;Accelerometer LWR accY;Accelerometer LWR accZ;InertialMeasurementUnit LLA accX;Accelerometer LUA_ accZ
119.0;216.0;911.0;912.0;-294.0;-184.0;-218.0;880.0;215.0;-864.0;221.0
374.0;173.0;1256.0;1335.0;-346.0;-155.0;-382.0;1280.0;408.0;-855.0;399.0
361.0;239.0;1046.0;1166.0;-473.0;-113.0;-181.0;1123.0;323.0;-1015.0;464.0
77.0;68.0;526.0;152.0;-807.0;-852.0;28.0;171.0;721.0;-256.0;289.0
367.0;564.0;789.0;550.0;-232.0;-240.0;-414.0;614.0;204.0;-920.0;43.0
138.0;101.0;975.0;1011.0;-310.0;-116.0;-177.0;951.0;218.0;-954.0;270.0
250.0;377.0;886.0;992.0;-314.0;-173.0;-145.0;928.0;337.0;-998.0;398.0
-63.0;-163.0;611.0;877.0;-804.0;-650.0;151.0;558.0;729.0;-574.0;359.0
425.0;251.0;885.0;978.0;-469.0;-214.0;-115.0;951.0;512.0;-861.0;483.0
271.0;78.0;1029.0;1167.0;-381.0;-121.0;-270.0;1090.0;238.0;-821.0;418.0
-11.0;-458.0;-182.0;579.0;-805.0;-713.0;532.0;-195.0;922.0;307.0;689.0
125.0;75.0;934.0;1025.0;-361.0;-202.0;-131.0;971.0;302.0;-930.0;360.0
144.0;398.0;746.0;810.0;-172.0;-288.0;-31.0;718.0;210.0;-1103.0;313.0
249.0;187.0;904.0;968.0;-412.0;-211.0;-84.0;923.0;413.0;-874.0;433.0
231.0;238.0;865.0;790.0;-458.0;-335.0;-133.0;889.0;593.0;-901.0;379.0
33.0;41.0;784.0;855.0;-375.0;-339.0;-29.0;758.0;193.0;-838.0;336.0
-13.0;-278.0;200.0;342.0;-742.0;-527.0;448.0;218.0;638.0;-273.0;506.0
259.0;148.0;818.0;914.0;-353.0;-135.0;-93.0;932.0;366.0;-807.0;486.0
235.0;-34.0;840.0;962.0;-507.0;-321.0;104.0;870.0;432.0;-764.0;507.0
263.0;331.0;1020.0;1092.0;-220.0;-100.0;-294.0;1033.0;194.0;-1010.0;345.0
237.0;-246.0;748.0;929.0;-914.0;-396.0;-59.0;727.0;744.0;-410.0;489.0
489.0;356.0;888.0;634.0;-583.0;-481.0;-169.0;652.0;460.0;-690.0;263.0
209.0;231.0;747.0;413.0;-599.0;-695.0;-80.0;457.0;452.0;-518.0;145.0
116.0;115.0;768.0;948.0;-494.0;-508.0;98.0;834.0;603.0;-759.0;526.0
224.0;-279.0;1137.0;1247.0;-649.0;-348.0;-197.0;1198.0;367.0;-598.0;441.0
559.0;528.0;934.0;1027.0;34.0;157.0;-382.0;1027.0;-92.0;-1032.0;299.0
126.0;50.0;752.0;827.0;-114.0;10.0;-121.0;770.0;178.0;-714.0;208.0
