InertialMeasurementUnit L-SHOE Nav_Ax;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;InertialMeasurementUnit L-SHOE Body_Az;InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE Nav_Az;Accelerometer RKN^ accX;InertialMeasurementUnit L-SHOE AngVelNavFrameZ
4;13;20;-837;13;-21;-136.0;20
-3;16;-10;-838;16;-19;-105.0;-10
6;16;-3;-837;16;-20;-126.0;-3
2;-9;-3;-833;-9;-20;-139.0;-3
12;25;6;-840;25;-17;-81.0;6
1;7;0;-839;7;-21;-120.0;0
12;-10;17;-825;-10;-17;-126.0;17
5;-2;-9;-828;-2;-21;-124.0;-9
9;10;5;-821;10;-17;-135.0;5
-2;21;-8;-830;21;-20;-136.0;-8
-3;5;8;-828;5;-18;-140.0;8
1;27;6;-825;27;-16;-133.0;6
-2;-2;16;-829;-2;-19;-144.0;16
-3;2;-19;-835;2;-25;-121.0;-19
9;3;-5;-826;3;-26;-111.0;-5
4;12;11;-885;12;-18;-107.0;11
-5;-6;0;-828;-6;-23;-118.0;0
1;-13;7;-833;-13;-20;-144.0;7
1;20;4;-836;20;-24;-143.0;4
-1;4;0;-882;4;-21;-103.0;0
5;-12;6;-832;-12;-25;-134.0;6
-2;-5;14;-834;-5;-20;-135.0;14
1;-6;9;-832;-6;-19;-142.0;9
2;19;5;-833;19;-21;-150.0;5
0;41;11;-832;41;-26;-116.0;11
3;17;-2;-833;17;-22;-137.0;-2
5;18;3;-835;18;-26;-129.0;3
1;1;10;-829;1;-21;-123.0;10
6;-1;2;-825;-1;-22;-147.0;2
-5;5;8;-832;5;-21;-151.0;8
1;-4;-3;-831;-4;-23;-131.0;-3
3;0;-4;-832;0;-25;-132.0;-4
0;2;-2;-833;2;-22;-139.0;-2
5;-7;18;-832;-7;-25;-131.0;18
-1;3;-1;-833;3;-20;-130.0;-1
1;13;-10;-832;13;-22;-141.0;-10
-3;15;20;-837;15;-25;-121.0;20
-4;-8;14;-838;-8;-25;-145.0;14
5;20;3;-828;20;-22;-130.0;3
-2;4;11;-833;4;-21;-130.0;11
0;24;18;-828;24;-19;-130.0;18
2;10;-1;-829;10;-21;-140.0;-1
-2;-2;-14;-816;-2;-22;-108.0;-14
1;-5;2;-895;-5;-18;101.0;2
-7;0;-20;-897;0;-21;-113.0;-20
-9;-5;1;-894;-5;-21;-137.0;1
-5;-33;-8;-837;-33;-19;-177.0;-8
-2;20;17;-811;20;-16;-100.0;17
-7;-40;-13;-896;-40;-20;-191.0;-13
0;-26;3;-835;-26;-21;-152.0;3
-6;3;38;-894;3;-26;-62.0;38
-2;49;14;-827;49;-13;-126.0;14
3;-19;14;-895;-19;-20;-130.0;14
1;35;18;-888;35;-30;-107.0;18
-34;18;-28;-798;18;-8;-110.0;-28
-3;-1;-6;-881;-1;-14;-87.0;-6
10;0;-1;-895;0;-20;-122.0;-1
-31;25;25;-889;25;-13;-101.0;25
3;106;39;-902;106;-30;-139.0;39
6;9;19;-834;9;-25;-151.0;19
6;4;-12;-835;4;-23;-150.0;-12
0;-8;-2;-897;-8;-24;-107.0;-2
-5;1;2;-835;1;-21;-163.0;2
-3;-4;7;-898;-4;-23;-119.0;7
-4;2;-4;-898;2;-23;-119.0;-4
3;27;25;-836;27;-20;-229.0;25
-4;-11;-25;-725;-11;-22;-340.0;-25
5;-6;9;-896;-6;-22;-108.0;9
9;-17;11;-820;-17;-18;-123.0;11
3;-5;15;-897;-5;-23;-131.0;15
61;22;34;-885;22;-10;-81.0;34
8;25;-3;-893;25;-19;-107.0;-3
-1;-13;-6;-823;-13;-16;-133.0;-6
-4;-26;1;-830;-26;-21;-120.0;1
-8;1;19;-839;1;-22;-149.0;19
1;42;29;-832;42;-21;-137.0;29
2;-11;-14;-894;-11;-21;-226.0;-14
2;25;5;-890;25;-20;12.0;5
-1;0;3;-900;0;-23;-100.0;3
10;35;41;-888;35;-17;-73.0;41
179;-113;-56;-877;-113;-40;-84.0;-56
-328;1870;1428;-1078;1870;-283;-173.0;1428
-1;-23;17;-829;-23;-24;-110.0;17
9;23;12;-890;23;-18;-113.0;12
-115;12;24;-892;12;-12;-51.0;24
-2;17;-16;-831;17;-19;-179.0;-16
5;-14;12;-891;-14;-19;-100.0;12
440;-5092;212;-1164;-5092;-87;-294.0;212
-2;16;-11;-833;16;-22;-151.0;-11
1;6;-21;-829;6;-20;-148.0;-21
12;5;-5;-816;5;-10;-186.0;-5
-4;18;10;-832;18;-21;-158.0;10
0;29;-15;-824;29;-17;-156.0;-15
-5;46;46;-849;46;-25;-170.0;46
652;-21;41;-755;-21;880;97.0;41
3;13;3;-832;13;-21;-156.0;3
2;-12;-1;-833;-12;-21;-151.0;-1
-4;9;19;-837;9;-24;-151.0;19
-1;-7;7;-888;-7;-16;-84.0;7
-1;2;-10;-811;2;-23;-163.0;-10
245;-257;343;-989;-257;26;-90.0;343
-251;-32;-41;-877;-32;11;-31.0;-41
94;234;141;-903;234;31;-528.0;141
-10;-5;-14;-843;-5;-25;-144.0;-14
-33;115;91;-896;115;-24;-1014.0;91
1;3;-3;-831;3;-20;-160.0;-3
2;-4;7;-894;-4;-23;-126.0;7
-5;3;-15;-838;3;-22;-148.0;-15
2;20;9;-833;20;-21;-161.0;9
0;-15;-2;-837;-15;-20;-202.0;-2
2;8;10;-832;8;-19;-163.0;10
-1;-10;23;-829;-10;-17;-152.0;23
4;9;4;-823;9;-26;-167.0;4
6;8;21;-893;8;-22;-100.0;21
-4;-12;14;-827;-12;-23;-181.0;14
3;-4;8;-836;-4;-25;-161.0;8
2;6;18;-837;6;-20;-170.0;18
-11;-15;-34;-828;-15;-23;-202.0;-34
6;5;-4;-833;5;-23;-166.0;-4
1;-2;8;-890;-2;-16;-100.0;8
-12;84;-140;-887;84;-29;-38.0;-140
-5;12;16;-890;12;-18;-115.0;16
2;36;-10;-821;36;-24;-124.0;-10
6;-13;-6;-886;-13;-20;-122.0;-6
0;-10;4;-841;-10;-20;-174.0;4
2;27;-2;-835;27;-23;-166.0;-2
-6;35;2;-899;35;-23;-123.0;2
25;-38;-8;-897;-38;-15;-51.0;-8
1;15;0;-892;15;-17;-102.0;0
0;-5;25;-822;-5;-23;-97.0;25
-4;-5;-10;-889;-5;-19;-115.0;-10
1;6;-10;-832;6;-16;-162.0;-10
22;2111;-1675;-943;2111;-165;-12.0;-1675
0;8;11;-729;8;-15;-251.0;11
1;3;-17;-838;3;-23;-144.0;-17
0;15;18;-889;15;-18;-108.0;18
-10;3;-6;-886;3;-14;-122.0;-6
-7;12;-1;-887;12;-13;-100.0;-1
-19;5;-13;-901;5;-19;-183.0;-13
1;-9;-15;-823;-9;-15;-150.0;-15
181;-2127;-2083;-697;-2127;40;105.0;-2083
-9;32;5;-843;32;-33;-135.0;5
-1;-3;5;-901;-3;-23;-86.0;5
-3;-14;-3;-843;-14;-20;-151.0;-3
2;0;-29;-834;0;-21;-171.0;-29
6;-13;9;-891;-13;-20;-62.0;9
-1;26;38;-842;26;-16;-161.0;38
-1;-5;-7;-838;-5;-16;-161.0;-7
-6;-62;-32;-889;-62;-26;-144.0;-32
-1;-29;13;-890;-29;-16;-93.0;13
0;-9;8;-832;-9;-21;-151.0;8
0;2;-13;-900;2;-22;-123.0;-13
33;47;-29;-891;47;-16;-68.0;-29
0;-68;-51;-840;-68;-18;-139.0;-51
2;-39;-10;-826;-39;-17;-141.0;-10
0;-7;12;-888;-7;-20;-134.0;12
-1;-7;20;-894;-7;-22;-109.0;20
3;5;-20;-829;5;-20;-138.0;-20
4;-64;7;-831;-64;-19;-160.0;7
3;-14;-32;-841;-14;-20;-129.0;-32
-2;-5;25;-844;-5;-22;-137.0;25
-2;-11;-16;-828;-11;-23;-131.0;-16
2;27;18;-834;27;-25;-140.0;18
-1;27;17;-831;27;-22;-135.0;17
1;15;-23;-831;15;-20;-123.0;-23
3;-9;15;-898;-9;-22;-162.0;15
7;19;17;-889;19;-17;399.0;17
1;-23;26;-826;-23;-19;-157.0;26
-2;6;9;-828;6;-19;-164.0;9
-3;0;-7;-817;0;-22;-27.0;-7
-3;20;-3;-829;20;-21;-151.0;-3
2;8;8;-826;8;-19;-155.0;8
22;-42;-35;-878;-42;-22;-203.0;-35
0;2;-20;-898;2;-23;-80.0;-20
-2;17;-5;-892;17;-21;-112.0;-5
5;-11;-51;-894;-11;-20;-87.0;-51
345;-2172;3863;-642;-2172;365;44.0;3863
3;-12;-25;-899;-12;-23;-134.0;-25
17;181;126;-870;181;5;-205.0;126
-13;52;29;-897;52;-22;-66.0;29
7;30;42;-714;30;-20;-171.0;42
4;13;15;-811;13;-22;-22.0;15
37;81;73;-899;81;-18;-50.0;73
-1;11;21;-897;11;-17;-111.0;21
3;-4;6;-900;-4;-21;-108.0;6
-9;-31;-6;-894;-31;-17;-88.0;-6
3;-3;-20;-723;-3;-13;-254.0;-20
2;13;-11;-890;13;-20;-96.0;-11
-8;-2;17;-888;-2;-17;-96.0;17
4;-7;15;-882;-7;-14;-90.0;15
-4;30;3;-888;30;-16;-71.0;3
1;-17;8;-814;-17;-22;-21.0;8
271;-30;-30;-910;-30;171;-126.0;-30
5;6;9;-835;6;-19;-199.0;9
2;2;-1;-887;2;-22;-123.0;-1
-4;11;-9;-897;11;-21;-133.0;-9
-203;1332;-194;-952;1332;-291;-88.0;-194
-1;1;-10;-895;1;-19;-131.0;-10
2;-30;-7;-702;-30;-18;-143.0;-7
1;6;-13;-894;6;-20;-55.0;-13
7;33;9;-807;33;-24;-165.0;9
3;9;3;-897;9;-20;-62.0;3
1;-15;0;-890;-15;-18;-150.0;0
-4;46;19;-841;46;-30;-90.0;19
-1;10;20;-827;10;-18;-153.0;20
139;97;31;-871;97;58;-18.0;31
-12;4;-18;-853;4;-31;-136.0;-18
-9;18;38;-840;18;-13;-90.0;38
4;13;-1;-839;13;-21;-161.0;-1
-1;38;29;-884;38;-15;-110.0;29
-2;-2;2;-706;-2;-16;-168.0;2
199;36;30;-883;36;25;-311.0;30
36;135;130;-886;135;-24;-96.0;130
413;-1925;1923;-628;-1925;-126;-11.0;1923
12;-4;74;-893;-4;-30;25.0;74
-204;456;-1213;-866;456;-9;9.0;-1213
18;-147;-80;-892;-147;-21;-253.0;-80
6;4;0;-888;4;-21;-83.0;0
-2;21;4;-892;21;-16;-259.0;4
-2;9;7;-888;9;-19;-100.0;7
7;3;0;-810;3;-15;-146.0;0
0;-8;13;-894;-8;-21;-102.0;13
-14;-105;-42;-891;-105;-25;20.0;-42
1;15;20;-888;15;-16;-105.0;20
25;189;120;-918;189;-19;172.0;120
4;-10;3;-887;-10;-18;-109.0;3
-124;-478;1437;-813;-478;-22;64.0;1437
-7;2;18;-893;2;-20;-80.0;18
-386;217;-231;-868;217;86;-31.0;-231
-151;445;467;-909;445;-31;67.0;467
3;-4;-19;-890;-4;-20;-100.0;-19
5;-8;-24;-831;-8;-19;-161.0;-24
4;110;43;-889;110;-13;-25.0;43
10;58;35;-883;58;-12;-354.0;35
0;-19;-7;-888;-19;-21;11.0;-7
-11;91;45;-889;91;-18;44.0;45
11;-367;-144;-744;-367;-16;-814.0;-144
-1;-27;0;-886;-27;-16;-29.0;0
-1;248;121;-889;248;-18;-52.0;121
7;16;-20;-710;16;-19;-176.0;-20
2;-6;10;-895;-6;-16;-240.0;10
1;-5;28;-884;-5;-17;-11.0;28
-8;-41;-11;-882;-41;-19;-455.0;-11
-349;-189;-91;-856;-189;84;-132.0;-91
-133;1202;-2385;-818;1202;40;-31.0;-2385
-4;2;-4;-912;2;-48;-146.0;-4
1;38;27;-895;38;-18;-201.0;27
9;-52;-31;-894;-52;-17;-267.0;-31
7;-12;-57;-743;-12;-21;-139.0;-57
42;188;5;-814;188;55;-36.0;5
82;-360;-222;-1476;-360;-867;80.0;-222
0;75;9;-889;75;-19;-273.0;9
-2;-769;-489;-825;-769;23;-118.0;-489
12;-224;-154;-907;-224;-67;-26.0;-154
-6;24;-1;-903;24;-23;-154.0;-1
2;31;1;-896;31;-21;98.0;1
33;-701;680;-732;-701;56;-31.0;680
-141;27;-282;-1049;27;-102;-60.0;-282
1;-30;4;-827;-30;-18;-224.0;4
