InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit L-SHOE Body_Ay;Accelerometer RKN_ accY;InertialMeasurementUnit L-SHOE Body_Ax;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit LLA gyroZ
-5.0;2;483;952.0;-58;70.0;-2;58.0
102.0;4;614;921.0;18;24.0;-4;81.0
-17.0;12;477;940.0;-55;22.0;-12;61.0
-32.0;5;477;932.0;-50;-21.0;-5;42.0
8.0;-18;484;949.0;-47;-6.0;18;20.0
23.0;27;491;944.0;-56;-38.0;-27;32.0
8.0;-2;486;932.0;-44;-46.0;2;36.0
5.0;-4;489;933.0;-51;-53.0;4;42.0
27.0;-7;488;929.0;-74;-91.0;7;32.0
34.0;-5;490;930.0;-46;-22.0;5;72.0
-21.0;27;485;925.0;-77;-50.0;-27;-5.0
13.0;19;494;950.0;-89;-39.0;-19;39.0
7.0;-14;494;938.0;-64;-71.0;14;61.0
57.0;-4;486;923.0;-53;1.0;4;74.0
15.0;2;476;937.0;-51;-2.0;-2;11.0
38.0;13;480;916.0;-59;-61.0;-13;112.0
22.0;-24;479;934.0;-51;28.0;24;27.0
36.0;10;481;978.0;-58;-38.0;-10;6.0
30.0;-6;480;956.0;-68;-163.0;6;-4.0
17.0;5;484;974.0;-51;13.0;-5;0.0
12.0;-555;457;959.0;56;-18.0;555;27.0
39.0;-77;478;936.0;-57;152.0;77;147.0
-7.0;27;494;941.0;-86;-30.0;-27;59.0
-5.0;12;490;934.0;-90;19.0;-12;54.0
4.0;-6;485;952.0;-70;-10.0;6;23.0
17.0;7;491;943.0;-102;50.0;-7;43.0
84.0;14;491;924.0;-54;27.0;-14;22.0
102.0;-35;491;954.0;-58;20.0;35;39.0
19.0;-23;489;941.0;-51;-16.0;23;75.0
36.0;-13;493;922.0;-60;-73.0;13;91.0
26.0;-9;488;939.0;-54;-47.0;9;73.0
6.0;-2;506;911.0;-103;17.0;2;-34.0
32.0;-21;492;935.0;-49;6.0;21;69.0
55.0;-21;483;953.0;-48;-37.0;21;43.0
-43.0;-15;512;938.0;-60;-23.0;15;18.0
-121.0;-26;493;892.0;-102;-21.0;26;39.0
58.0;1;502;896.0;-91;-41.0;-1;-13.0
-31.0;-11;499;940.0;-61;-43.0;11;-12.0
-56.0;0;480;961.0;-67;-76.0;0;-17.0
53.0;4;505;913.0;-102;20.0;-4;108.0
62.0;16;493;943.0;-94;-5.0;-16;-25.0
41.0;18;496;887.0;-96;22.0;-18;42.0
82.0;0;487;955.0;-52;-35.0;0;46.0
194.0;-20;478;947.0;-69;-55.0;20;6.0
106.0;1;488;927.0;-56;11.0;-1;49.0
79.0;21;485;932.0;-58;40.0;-21;47.0
15.0;-2;487;916.0;-58;50.0;2;64.0
11.0;-3;499;936.0;-80;121.0;3;108.0
108.0;-1;619;932.0;16;-87.0;1;92.0
20.0;21;489;946.0;-55;-13.0;-21;25.0
115.0;-3;495;936.0;-54;-82.0;3;-22.0
26.0;37;505;914.0;-60;-42.0;-37;-10.0
86.0;-4;487;942.0;-63;-35.0;4;127.0
32.0;-30;502;910.0;-106;21.0;30;173.0
19.0;-14;571;910.0;-26;15.0;14;15.0
46.0;22;579;908.0;-16;78.0;-22;20.0
20.0;-33;588;893.0;-6;-68.0;33;19.0
20.0;18;583;879.0;-8;-15.0;-18;33.0
5.0;9;591;880.0;2;-68.0;-9;25.0
24.0;-6;586;869.0;-8;-83.0;6;-12.0
57.0;10;585;864.0;-6;-75.0;-10;65.0
42.0;12;587;868.0;-7;-30.0;-12;26.0
-48.0;-15;501;913.0;-91;-54.0;15;77.0
113.0;-30;596;873.0;9;116.0;30;52.0
-108.0;13;598;896.0;9;-55.0;-13;75.0
-29.0;-6;603;887.0;8;-34.0;6;29.0
12.0;-10;599;878.0;10;36.0;10;56.0
-17.0;21;597;877.0;7;-44.0;-21;77.0
46.0;-15;600;897.0;15;-90.0;15;14.0
5.0;17;493;933.0;-93;0.0;-17;46.0
-13.0;31;498;924.0;-94;19.0;-31;15.0
2.0;-12;497;913.0;-99;46.0;12;64.0
-13.0;-12;494;925.0;-94;-11.0;12;-5.0
-14.0;31;598;902.0;12;65.0;-31;64.0
6.0;-12;605;881.0;9;-73.0;12;28.0
44.0;-38;600;892.0;16;-47.0;38;2.0
11.0;6;484;923.0;-115;-23.0;-6;86.0
82.0;-4;603;897.0;3;-39.0;4;35.0
86.0;20;591;879.0;11;-56.0;-20;35.0
21.0;-19;599;879.0;8;-94.0;19;14.0
-126.0;-22;593;887.0;3;93.0;22;115.0
-36.0;-4;593;896.0;9;-21.0;4;86.0
58.0;-23;589;885.0;5;-3.0;23;-6.0
51.0;-22;591;890.0;7;-5.0;22;92.0
61.0;6;596;894.0;3;-54.0;-6;65.0
59.0;-21;490;903.0;-109;27.0;21;9.0
77.0;-18;584;896.0;-1;-19.0;18;96.0
89.0;22;585;895.0;-5;-56.0;-22;96.0
81.0;20;590;874.0;2;-67.0;-20;69.0
36.0;-18;489;914.0;-94;-86.0;18;74.0
13.0;-27;489;918.0;-105;-9.0;27;29.0
2.0;21;585;883.0;3;-38.0;-21;2.0
47.0;-6;580;877.0;-10;65.0;6;35.0
139.0;28;580;873.0;-20;77.0;-28;96.0
-26.0;-60;517;887.0;-98;162.0;60;-39.0
55.0;-8;484;922.0;-98;-73.0;8;44.0
36.0;13;486;923.0;-103;-91.0;-13;47.0
117.0;-30;573;853.0;-33;-48.0;30;75.0
19.0;1724;579;825.0;103;-236.0;-1724;-624.0
23.0;-20;577;866.0;-19;51.0;20;-4.0
0.0;9;490;925.0;-94;-48.0;-9;9.0
-23.0;8;490;943.0;-91;-30.0;-8;13.0
31.0;18;475;919.0;-78;-37.0;-18;18.0
3.0;13;592;911.0;-12;211.0;-13;60.0
26.0;0;492;918.0;-87;60.0;0;68.0
21.0;-20;579;915.0;-7;7.0;20;53.0
-29.0;-9;588;914.0;-8;-99.0;9;24.0
-37.0;-4;582;883.0;-3;19.0;4;-56.0
61.0;-9;618;961.0;17;18.0;9;59.0
6.0;-53;635;942.0;12;-37.0;53;56.0
2.0;-32;620;932.0;16;-26.0;32;57.0
22.0;-24;618;933.0;18;-36.0;24;43.0
28.0;5;628;934.0;20;-35.0;-5;49.0
43.0;14;626;939.0;20;-26.0;-14;53.0
20.0;-11;629;955.0;14;-18.0;11;65.0
-27.0;8;625;942.0;17;-4.0;-8;-8.0
-85.0;-128;528;1397.0;-44;172.0;128;464.0
9.0;-28;581;904.0;-18;29.0;28;42.0
37.0;-44;582;961.0;-13;-20.0;44;-7.0
19.0;32;573;884.0;-15;-85.0;-32;-82.0
146.0;31;594;907.0;-25;-203.0;-31;22.0
28.0;20;612;944.0;17;-36.0;-20;38.0
50.0;-9;575;910.0;-31;-65.0;9;-3.0
-27.0;8;621;902.0;13;44.0;-8;-14.0
8.0;-20;616;929.0;19;-20.0;20;66.0
4.0;-4;627;933.0;14;-43.0;4;70.0
30.0;-23;620;931.0;21;-35.0;23;51.0
-2.0;-30;616;937.0;12;-62.0;30;45.0
42.0;-9;618;942.0;16;-109.0;9;-17.0
68.0;34;585;930.0;-22;-36.0;-34;-70.0
26.0;16;618;942.0;20;11.0;-16;-12.0
-21.0;13;615;943.0;20;29.0;-13;-15.0
24.0;16;619;940.0;14;-30.0;-16;84.0
3.0;-12;620;942.0;15;9.0;12;25.0
42.0;10;619;942.0;13;-85.0;-10;-15.0
6.0;3;576;927.0;-24;-82.0;-3;-14.0
0.0;20;582;924.0;-21;-102.0;-20;66.0
1.0;-93;504;902.0;-66;22.0;93;85.0
-36.0;-6;612;926.0;17;-73.0;6;40.0
-7.0;20;595;917.0;-20;-73.0;-20;75.0
-8.0;15;488;906.0;-36;21.0;-15;-33.0
278.0;2558;771;958.0;339;-389.0;-2558;694.0
-25.0;30;616;941.0;15;-51.0;-30;70.0
2.0;8;616;932.0;19;61.0;-8;82.0
1.0;-3;617;923.0;17;29.0;3;95.0
2.0;-21;620;925.0;11;-68.0;21;99.0
41.0;1;618;935.0;14;-33.0;-1;65.0
-21.0;16;492;889.0;-44;30.0;-16;93.0
56.0;7;486;935.0;-29;-87.0;-7;41.0
29.0;-5;622;950.0;20;-26.0;5;13.0
-2.0;-13;618;934.0;17;-22.0;13;11.0
57.0;-18;607;864.0;3;42.0;18;13.0
14.0;-57;598;912.0;-9;36.0;57;14.0
-23.0;-8;458;895.0;-30;-46.0;8;96.0
12.0;-23;590;953.0;-13;-22.0;23;27.0
-210.0;6237;647;309.0;19;-214.0;-6237;-1080.0
77.0;-16;603;904.0;-11;-82.0;16;57.0
36.0;-8;626;903.0;21;-67.0;8;14.0
96.0;-20;601;939.0;-15;-103.0;20;23.0
26.0;17;613;902.0;-12;-91.0;-17;107.0
95.0;3;629;940.0;26;9.0;-3;70.0
71.0;-40;628;941.0;29;-1.0;40;37.0
55.0;-14;628;943.0;20;-25.0;14;25.0
37.0;4;627;934.0;20;-14.0;-4;35.0
28.0;-2;625;924.0;23;-23.0;2;6.0
19.0;-16;630;919.0;22;-30.0;16;13.0
30.0;-3;626;944.0;25;-31.0;3;47.0
33.0;15;629;938.0;24;-47.0;-15;56.0
-8.0;12;630;924.0;25;-32.0;-12;36.0
-19.0;-12;631;933.0;28;-34.0;12;23.0
-20.0;-7;632;941.0;30;-38.0;7;24.0
-25.0;-34;617;913.0;-10;34.0;34;-14.0
75.0;-14;482;941.0;-66;43.0;14;61.0
38.0;23;479;924.0;-70;-39.0;-23;41.0
25.0;-3;601;912.0;-22;-109.0;3;27.0
71.0;3;594;923.0;-26;-16.0;-3;102.0
115.0;-22;593;916.0;-21;-76.0;22;34.0
32.0;-13;588;915.0;-16;30.0;13;108.0
284.0;1642;695;1080.0;225;-1266.0;-1642;382.0
83.0;20;582;907.0;-19;-36.0;-20;55.0
21.0;36;631;937.0;-2;8.0;-36;-23.0
12.0;-4;588;907.0;-21;53.0;4;12.0
32.0;-49;631;927.0;9;7.0;49;29.0
30.0;-4;621;936.0;13;-26.0;4;86.0
-3.0;-11;617;918.0;9;-13.0;11;33.0
29.0;0;619;932.0;15;-11.0;0;43.0
-35.0;-22;625;933.0;13;-11.0;22;44.0
-66.0;14;621;941.0;14;-30.0;-14;51.0
-47.0;26;613;938.0;18;-119.0;-26;88.0
-20.0;-11;619;938.0;11;-90.0;11;-8.0
38.0;18;481;946.0;-64;-92.0;-18;9.0
12.0;-17;594;915.0;-9;-18.0;17;157.0
159.0;3;630;935.0;18;43.0;-3;158.0
2.0;10;585;915.0;-8;-17.0;-10;4.0
-40.0;5;586;903.0;-10;-17.0;-5;-144.0
82.0;15;591;905.0;-7;-14.0;-15;53.0
95.0;11;589;906.0;1;-63.0;-11;71.0
26.0;20;595;910.0;0;-27.0;-20;38.0
8.0;3;598;911.0;0;-47.0;-3;29.0
33.0;-8;594;914.0;-2;-37.0;8;36.0
25.0;-2;595;923.0;-7;-25.0;2;39.0
4.0;-10;589;924.0;0;-94.0;10;16.0
8.0;4;596;906.0;-3;-28.0;-4;51.0
-9.0;-7;597;913.0;-12;-49.0;7;25.0
-9.0;-23;590;905.0;1;-22.0;23;22.0
6.0;12;596;911.0;-5;-18.0;-12;23.0
9.0;11;594;927.0;-2;-49.0;-11;37.0
14.0;23;597;923.0;-4;-47.0;-23;37.0
14.0;2;592;925.0;-10;-31.0;-2;61.0
12.0;3;594;916.0;-2;-43.0;-3;45.0
36.0;13;588;895.0;-5;-18.0;-13;41.0
22.0;9;590;907.0;0;-49.0;-9;55.0
1.0;19;595;913.0;1;-31.0;-19;29.0
-11.0;34;595;910.0;-1;-60.0;-34;-8.0
-36.0;10;589;914.0;-2;-51.0;-10;25.0
67.0;-21;592;911.0;-9;-41.0;21;88.0
51.0;-20;615;929.0;11;-50.0;20;274.0
5.0;-11;589;912.0;-11;-16.0;11;69.0
125.0;1;594;913.0;7;50.0;-1;35.0
120.0;-15;602;915.0;5;45.0;15;6.0
109.0;23;593;907.0;-9;-105.0;-23;210.0
24.0;-6;599;918.0;-12;-39.0;6;119.0
32.0;-25;595;897.0;1;-98.0;25;65.0
37.0;-7;468;909.0;-119;6.0;7;40.0
34.0;4;712;909.0;120;-77.0;-4;8.0
77.0;-21;487;905.0;-105;-11.0;21;108.0
197.0;50;581;948.0;-112;71.0;-50;452.0
197.0;27;638;882.0;30;-101.0;-27;-413.0
-471.0;-17;511;914.0;-64;44.0;17;391.0
27.0;7;466;910.0;-122;-19.0;-7;12.0
8.0;16;475;896.0;-122;-45.0;-16;54.0
-140.0;-1;584;899.0;-14;-80.0;1;11.0
141.0;-14;474;913.0;-83;-335.0;14;388.0
-185.0;457;461;962.0;-96;88.0;-457;-110.0
75.0;-18;461;961.0;-64;123.0;18;99.0
333.0;-198;605;907.0;367;607.0;198;308.0
47.0;6;482;955.0;-89;115.0;-6;40.0
-186.0;4;587;915.0;-21;319.0;-4;79.0
-73.0;22;627;920.0;25;81.0;-22;143.0
-308.0;-184;508;869.0;-11;247.0;184;-160.0
126.0;-1;592;906.0;-7;-228.0;1;304.0
49.0;-21;475;910.0;-125;-16.0;21;55.0
16.0;13;476;902.0;-124;-35.0;-13;65.0
67.0;-36;475;937.0;-67;-4.0;36;117.0
-109.0;17;732;861.0;95;-292.0;-17;77.0
162.0;-4289;811;1043.0;-206;-225.0;4289;388.0
10.0;64;520;945.0;-92;638.0;-64;567.0
457.0;3;503;850.0;3;-345.0;-3;351.0
-89.0;5;486;986.0;-96;-154.0;-5;-189.0
24.0;16;474;886.0;-123;-7.0;-16;69.0
-153.0;2368;507;629.0;-60;773.0;-2368;-877.0
-208.0;28;735;845.0;179;75.0;-28;-261.0
-21.0;-26;470;924.0;-87;7.0;26;82.0
357.0;-38;497;933.0;-103;-806.0;38;552.0
10.0;-14;478;901.0;-130;-15.0;14;52.0
114.0;-3;473;958.0;-79;31.0;3;80.0
-152.0;12;571;886.0;-19;-272.0;-12;-285.0
-32.0;-48;488;914.0;-114;-44.0;48;27.0
188.0;-27;612;946.0;19;36.0;27;400.0
95.0;63;274;919.0;194;78.0;-63;50.0
112.0;-4;706;895.0;160;-139.0;4;231.0
93.0;-11;471;942.0;-67;42.0;11;32.0
-94.0;28;487;923.0;-9;156.0;-28;41.0
92.0;-23;618;929.0;21;-167.0;23;52.0
118.0;15;605;926.0;1;-197.0;-15;125.0
14.0;-21;623;930.0;18;-128.0;21;-18.0
204.0;1;626;914.0;25;-23.0;-1;6.0
15.0;8;475;901.0;-127;-11.0;-8;64.0
-130.0;-53;706;878.0;162;-46.0;53;-20.0
155.0;-30;618;938.0;25;98.0;30;69.0
7.0;4;475;907.0;-124;-22.0;-4;10.0
16.0;4;478;912.0;-132;-24.0;-4;14.0
-354.0;-25;481;911.0;-86;947.0;25;-617.0
14.0;-15;480;895.0;-135;-11.0;15;37.0
225.0;-61;715;903.0;114;-7.0;61;164.0
-3.0;-21;485;908.0;-129;-55.0;21;28.0
35.0;-6;482;901.0;-128;-56.0;6;57.0
24.0;-38;472;907.0;-129;-70.0;38;56.0
-39.0;34;486;951.0;-52;49.0;-34;20.0
-615.0;-8;564;905.0;-22;500.0;8;-104.0
125.0;-2278;698;882.0;-58;-336.0;2278;237.0
129.0;-76;477;846.0;-148;-260.0;76;-90.0
54.0;194;-412;507.0;821;-148.0;-194;-3.0
310.0;93;481;1001.0;-130;-185.0;-93;28.0
16.0;16;472;905.0;-132;-19.0;-16;48.0
6.0;6;468;896.0;-129;-22.0;-6;45.0
-30.0;-158;714;887.0;97;-16.0;158;205.0
35.0;3;483;988.0;-95;-136.0;-3;122.0
176.0;7;480;949.0;-90;215.0;-7;246.0
14.0;6;473;906.0;-127;-49.0;-6;50.0
174.0;66;518;1536.0;-81;409.0;-66;559.0
85.0;-36;495;929.0;-55;-27.0;36;144.0
-34.0;18;597;924.0;-6;119.0;-18;-25.0
173.0;51;506;983.0;-126;624.0;-51;147.0
22.0;-17;470;896.0;-126;-39.0;17;88.0
-35.0;-4;462;900.0;-125;-3.0;4;28.0
120.0;-17;482;929.0;-104;-241.0;17;159.0
1.0;3;469;893.0;-122;-34.0;-3;36.0
72.0;-2;487;932.0;-58;-98.0;2;116.0
55.0;-6;483;907.0;-107;-74.0;6;100.0
21.0;-9;467;899.0;-126;-7.0;9;47.0
-1.0;-121;452;754.0;-18;105.0;121;-139.0
34.0;7;469;892.0;-124;8.0;-7;29.0
-7.0;-6;466;896.0;-126;6.0;6;51.0
-171.0;2;466;875.0;-78;988.0;-2;211.0
292.0;131;472;825.0;-162;445.0;-131;-414.0
11.0;-4;471;914.0;-118;6.0;4;9.0
30.0;-26;470;899.0;-120;-58.0;26;56.0
41.0;-15;466;898.0;-121;-26.0;15;26.0
-446.0;-15;475;959.0;-187;97.0;15;-396.0
-1.0;-34;466;903.0;-113;-21.0;34;54.0
18.0;22;469;898.0;-119;-30.0;-22;57.0
125.0;-121;610;1112.0;-330;-49.0;121;188.0
6.0;-27;473;905.0;-118;-20.0;27;16.0
41.0;-20;464;895.0;-116;19.0;20;70.0
-91.0;101;494;1723.0;-99;-174.0;-101;55.0
-5.0;-1;468;908.0;-115;17.0;1;24.0
170.0;-107;610;895.0;10;-759.0;107;-9.0
-56.0;12;482;904.0;-91;-119.0;-12;-62.0
-26.0;-3;707;898.0;151;18.0;3;48.0
27.0;11;471;896.0;-128;-2.0;-11;50.0
425.0;67;444;1083.0;-94;-1351.0;-67;-83.0
-262.0;-14;575;897.0;-7;-340.0;14;204.0
52.0;-38;473;909.0;-126;-40.0;38;32.0
-388.0;-8;707;900.0;134;175.0;8;157.0
15.0;16;481;900.0;-125;-46.0;-16;8.0
-123.0;-10;615;926.0;19;24.0;10;53.0
-35.0;-21;481;964.0;-53;-63.0;21;-4.0
115.0;22;487;1025.0;-117;-199.0;-22;22.0
406.0;61;737;869.0;193;-203.0;-61;-157.0
-5.0;-14;479;906.0;-145;-83.0;14;30.0
39.0;28;709;896.0;121;-33.0;-28;34.0
219.0;-22;488;948.0;-47;204.0;22;-137.0
-2.0;-12;477;906.0;-128;-53.0;12;32.0
16.0;-1;478;960.0;-120;-115.0;1;23.0
75.0;9;495;933.0;-96;50.0;-9;90.0
1.0;15;489;872.0;-112;157.0;-15;-3.0
4.0;-34;466;901.0;-131;-5.0;34;24.0
-176.0;184;567;1593.0;-82;-158.0;-184;-570.0
35.0;-15;477;896.0;-136;-67.0;15;66.0
109.0;-28;482;895.0;-104;-48.0;28;58.0
223.0;4;720;861.0;148;-328.0;-4;82.0
33.0;33;484;933.0;-107;-162.0;-33;112.0
-119.0;-12;503;962.0;-54;429.0;12;-165.0
210.0;116;683;907.0;89;-77.0;-116;303.0
79.0;-7;478;915.0;-92;26.0;7;94.0
-4.0;18;480;919.0;-89;13.0;-18;-92.0
65.0;0;489;949.0;-63;-209.0;0;-112.0
271.0;-22;595;878.0;3;31.0;22;203.0
173.0;-108;517;953.0;-61;181.0;108;208.0
73.0;282;489;918.0;-135;-29.0;-282;52.0
-56.0;-15;483;965.0;-79;26.0;15;15.0
-11.0;-12;487;966.0;-88;-19.0;12;-27.0
-66.0;14;580;893.0;-13;155.0;-14;-330.0
191.0;568;389;733.0;-105;-408.0;-568;-842.0
-27.0;7;487;931.0;-100;-54.0;-7;-22.0
468.0;-10;488;911.0;-113;-1410.0;10;947.0
-210.0;5;491;965.0;-105;212.0;-5;-135.0
-50.0;-21;482;927.0;-46;314.0;21;279.0
106.0;147;479;970.0;-53;201.0;-147;181.0
468.0;668;399;939.0;-61;-393.0;-668;222.0
10.0;2;619;930.0;18;-228.0;-2;10.0
-70.0;-20;493;940.0;-57;-46.0;20;103.0
19.0;-10;461;914.0;-118;-17.0;10;61.0
262.0;82;539;906.0;24;338.0;-82;327.0
15.0;20;472;887.0;-139;-116.0;-20;53.0
15.0;-454;207;815.0;-694;-237.0;454;64.0
256.0;74;459;814.0;5;-214.0;-74;482.0
26.0;-3;474;896.0;-124;-79.0;3;87.0
-5.0;-7;471;901.0;-120;-53.0;7;17.0
14.0;33;466;908.0;-121;-34.0;-33;36.0
-609.0;-1176;456;906.0;-4;619.0;1176;35.0
44.0;-10;473;915.0;-121;33.0;10;44.0
-4.0;-13;491;887.0;-36;66.0;13;-43.0
-102.0;1;612;923.0;21;-163.0;-1;-121.0
78.0;-17;480;940.0;-73;96.0;17;-69.0
-128.0;-11;506;883.0;-159;180.0;11;124.0
144.0;-31;623;941.0;30;-59.0;31;101.0
44.0;-33;477;877.0;-140;38.0;33;52.0
33.0;-39;489;914.0;-106;-66.0;39;80.0
32.0;-27;493;915.0;-103;-109.0;27;33.0
73.0;4;500;906.0;-98;-119.0;-4;179.0
78.0;18;471;873.0;-117;-13.0;-18;116.0
175.0;92;465;916.0;-118;26.0;-92;200.0
27.0;58;496;897.0;-123;98.0;-58;-21.0
-38.0;7;493;940.0;-82;68.0;-7;0.0
-41.0;-40;489;925.0;-106;-41.0;40;27.0
161.0;-1;480;891.0;-95;-92.0;1;-162.0
38.0;-9;694;859.0;78;14.0;9;25.0
63.0;11;618;927.0;15;-218.0;-11;49.0
-30.0;21;471;913.0;-96;-74.0;-21;183.0
31.0;-27;467;898.0;-117;6.0;27;54.0
230.0;-7;482;960.0;-91;-101.0;7;164.0
-43.0;2;741;880.0;176;69.0;-2;3.0
707.0;-10;475;882.0;-182;-735.0;10;202.0
32.0;18;466;923.0;-119;1.0;-18;64.0
58.0;16;497;969.0;-87;202.0;-16;358.0
126.0;-7;594;887.0;4;-155.0;7;109.0
81.0;-32;574;875.0;-20;112.0;32;208.0
42.0;-19;474;922.0;-132;-89.0;19;62.0
-28.0;30;497;917.0;-89;-106.0;-30;37.0
16.0;-14;711;915.0;135;-18.0;14;29.0
-60.0;-20;480;921.0;-92;-232.0;20;48.0
-89.0;5;476;918.0;-84;64.0;-5;-153.0
-15.0;-16;499;936.0;-98;-194.0;16;19.0
15.0;-25;469;910.0;-134;-73.0;25;64.0
68.0;19;473;910.0;-137;-53.0;-19;125.0
33.0;-19;738;878.0;185;-27.0;19;-93.0
107.0;-16;721;880.0;173;-49.0;16;167.0
-278.0;-14;607;888.0;12;-5.0;14;92.0
-169.0;17;615;924.0;6;-91.0;-17;137.0
43.0;-12;495;336.0;-70;133.0;12;208.0
77.0;-37;505;931.0;-95;-99.0;37;49.0
-26.0;79;730;904.0;119;-11.0;-79;8.0
-14.0;29;472;907.0;-120;21.0;-29;35.0
-190.0;6;587;889.0;-5;58.0;-6;-128.0
-17.0;5;474;949.0;-73;-146.0;-5;60.0
-1414.0;-61;508;941.0;-64;1081.0;61;-1293.0
880.0;37;477;902.0;-78;-161.0;-37;2087.0
-41.0;124;643;937.0;57;-184.0;-124;-183.0
-352.0;768;489;635.0;-49;1030.0;-768;-423.0
-68.0;-14;713;898.0;139;18.0;14;133.0
-165.0;-27;600;932.0;-10;-8.0;27;148.0
18.0;-31;730;880.0;87;36.0;31;37.0
-276.0;38;502;1036.0;-75;-670.0;-38;-1047.0
-63.0;619;770;861.0;-651;84.0;-619;62.0
-134.0;18;594;907.0;5;82.0;-18;-753.0
18.0;0;732;898.0;175;-29.0;0;38.0
-1301.0;37;521;939.0;-54;433.0;-37;651.0
319.0;20;478;919.0;-119;83.0;-20;550.0
132.0;21;503;1000.0;-119;-264.0;-21;811.0
-21.0;-1286;607;900.0;283;-522.0;1286;306.0
-125.0;9;487;970.0;-87;89.0;-9;211.0
104.0;47;492;884.0;-50;-750.0;-47;81.0
25.0;0;729;900.0;183;-12.0;0;31.0
34.0;-101;369;877.0;-201;57.0;101;55.0
48.0;20;479;976.0;-81;250.0;-20;42.0
1064.0;-1;588;923.0;-16;-237.0;1;745.0
264.0;1;491;911.0;-61;-469.0;-1;-169.0
-16.0;30;501;923.0;-88;-249.0;-30;27.0
111.0;-42;502;864.0;-179;-204.0;42;152.0
61.0;1140;864;869.0;-148;95.0;-1140;-36.0
406.0;126;560;805.0;-509;-84.0;-126;61.0
325.0;26;593;906.0;-13;-75.0;-26;-196.0
