InertialMeasurementUnit R-SHOE Body_Az;Accelerometer RKN^ accZ;Accelerometer RKN_ accZ;Accelerometer RKN^ accY;Accelerometer HIP accX;InertialMeasurementUnit R-SHOE Body_Ax;InertialMeasurementUnit R-SHOE Body_Ay;InertialMeasurementUnit R-SHOE Nav_Ax;Accelerometer HIP accY;InertialMeasurementUnit R-SHOE Nav_Az;InertialMeasurementUnit RLA gyroY;Accelerometer RKN_ accX
-795;905.0;-230.0;518.0;-444.0;-250;405;5;926.0;73;59.0;374.0
-797;1271.0;-376.0;998.0;-575.0;-263;380;-104;881.0;85;19.0;334.0
-787;922.0;-151.0;462.0;-311.0;-261;413;-3;903.0;74;39.0;392.0
-766;929.0;-193.0;482.0;-145.0;-260;432;8;1038.0;83;-40.0;335.0
-735;902.0;-175.0;459.0;-201.0;-302;440;-30;1006.0;92;44.0;357.0
-773;902.0;-203.0;468.0;-211.0;-266;427;3;993.0;77;-83.0;354.0
-738;996.0;20.0;280.0;-192.0;-327;434;-4;1005.0;83;271.0;313.0
-768;943.0;-192.0;484.0;-206.0;-266;438;2;985.0;77;40.0;352.0
-790;870.0;-231.0;539.0;-440.0;-225;418;5;924.0;79;10.0;388.0
-786;863.0;-226.0;520.0;-385.0;-231;421;-1;935.0;79;-87.0;409.0
-796;861.0;-228.0;510.0;-411.0;-229;416;4;939.0;73;211.0;389.0
-785;860.0;-203.0;501.0;-380.0;-235;427;-1;949.0;76;-88.0;404.0
-778;880.0;-225.0;518.0;-366.0;-236;427;1;938.0;81;-50.0;398.0
-786;873.0;-220.0;508.0;-421.0;-232;418;-1;939.0;80;-401.0;401.0
-784;870.0;-254.0;540.0;-383.0;-245;424;-4;927.0;76;-82.0;381.0
-789;847.0;-246.0;521.0;-363.0;-242;422;-1;939.0;72;-134.0;370.0
-782;849.0;-254.0;533.0;-362.0;-243;422;-3;943.0;78;-162.0;387.0
-785;887.0;-217.0;499.0;-319.0;-226;428;7;934.0;78;-22.0;388.0
-718;921.0;-214.0;522.0;-325.0;-220;510;6;955.0;93;-57.0;410.0
-648;-231.0;-511.0;1485.0;-55.0;-607;389;96;754.0;54;-455.0;701.0
-782;423.0;141.0;953.0;-325.0;-349;356;-13;905.0;74;1325.0;372.0
-833;376.0;126.0;1006.0;-285.0;-252;342;-2;949.0;65;88.0;357.0
-832;344.0;111.0;995.0;-279.0;-260;347;-2;959.0;62;2.0;372.0
-829;345.0;113.0;972.0;-266.0;-259;345;-2;962.0;65;23.0;364.0
-832;352.0;115.0;980.0;-274.0;-256;347;2;945.0;64;-15.0;359.0
-828;346.0;125.0;993.0;-275.0;-264;345;-5;956.0;66;29.0;354.0
-833;335.0;125.0;983.0;-284.0;-260;349;0;949.0;60;3.0;354.0
-830;354.0;131.0;983.0;-274.0;-260;343;2;941.0;66;20.0;357.0
-835;343.0;125.0;987.0;-284.0;-256;342;4;943.0;62;-24.0;362.0
-834;351.0;115.0;982.0;-279.0;-257;341;3;956.0;63;5.0;347.0
-830;356.0;125.0;972.0;-271.0;-259;342;1;952.0;65;-15.0;354.0
-829;345.0;126.0;986.0;-286.0;-265;346;-5;951.0;63;27.0;356.0
-832;360.0;121.0;974.0;-285.0;-262;343;-2;956.0;63;-15.0;362.0
-838;362.0;133.0;992.0;-284.0;-256;342;9;945.0;59;-12.0;352.0
-830;338.0;117.0;992.0;-288.0;-257;342;5;948.0;66;-4.0;355.0
-831;349.0;111.0;1000.0;-295.0;-255;345;2;974.0;65;-92.0;355.0
-834;275.0;110.0;1002.0;-274.0;-260;335;-5;955.0;65;67.0;321.0
-839;350.0;126.0;993.0;-284.0;-248;341;4;964.0;61;9.0;331.0
-845;365.0;126.0;991.0;-274.0;-247;338;5;983.0;57;-76.0;323.0
-823;530.0;-22.0;871.0;-457.0;-294;349;1;930.0;59;-558.0;213.0
-811;401.0;180.0;960.0;-358.0;-307;353;-33;931.0;64;305.0;252.0
-823;-43.0;-534.0;1008.0;-568.0;-217;425;21;733.0;51;-498.0;428.0
-826;464.0;141.0;949.0;-501.0;-273;339;3;879.0;66;29.0;208.0
-820;366.0;100.0;994.0;-296.0;-269;360;-1;960.0;65;-9.0;356.0
-811;364.0;96.0;983.0;-295.0;-285;365;-7;969.0;66;-75.0;398.0
445;-195.0;-406.0;1463.0;-421.0;73;1476;1120;783.0;690;188.0;746.0
-801;769.0;96.0;1120.0;-437.0;-762;-611;-63;1120.0;1673;-337.0;145.0
-1399;337.0;-15.0;889.0;-126.0;-1124;2203;-478;971.0;-1526;-472.0;384.0
-811;953.0;-206.0;404.0;-248.0;-262;370;-4;966.0;71;-44.0;301.0
-758;919.0;-197.0;466.0;-239.0;-239;460;0;980.0;82;-160.0;378.0
-535;544.0;287.0;900.0;11.0;-1083;393;-1173;817.0;768;309.0;187.0
-1034;549.0;14.0;958.0;-261.0;-309;191;356;1110.0;331;-133.0;-64.0
-806;379.0;121.0;1017.0;-280.0;-289;359;4;964.0;72;17.0;337.0
-776;731.0;150.0;760.0;-54.0;-296;299;-3;1005.0;117;-55.0;145.0
-823;750.0;141.0;720.0;-147.0;-296;337;6;1004.0;63;-17.0;116.0
-823;785.0;150.0;704.0;-124.0;-281;354;14;1011.0;61;33.0;98.0
-800;750.0;218.0;743.0;-167.0;-359;320;-25;1015.0;66;214.0;-21.0
-819;743.0;158.0;746.0;-126.0;-311;339;-15;1001.0;61;-16.0;6.0
-822;772.0;157.0;693.0;-138.0;-294;328;5;1007.0;68;36.0;93.0
-856;868.0;267.0;643.0;-310.0;-247;345;-224;1042.0;67;-379.0;-99.0
-820;771.0;161.0;705.0;-166.0;-286;332;0;1010.0;70;-39.0;103.0
-816;619.0;194.0;739.0;-142.0;-295;329;-18;979.0;72;87.0;183.0
-825;364.0;131.0;989.0;-305.0;-261;345;-2;948.0;69;62.0;345.0
-820;359.0;120.0;1001.0;-296.0;-269;353;-7;949.0;68;33.0;345.0
-753;1001.0;20.0;283.0;-156.0;-313;420;7;1015.0;82;-93.0;310.0
-826;342.0;105.0;990.0;-293.0;-256;351;3;951.0;67;-37.0;373.0
-815;972.0;-171.0;379.0;-212.0;-241;383;8;984.0;68;-56.0;316.0
-829;329.0;98.0;1004.0;-295.0;-257;358;4;956.0;61;8.0;367.0
-845;316.0;191.0;1009.0;-329.0;-247;342;-10;951.0;56;-43.0;430.0
-833;272.0;70.0;1010.0;-402.0;-255;337;35;923.0;68;191.0;345.0
-824;462.0;161.0;955.0;-398.0;-270;349;2;915.0;66;-108.0;354.0
-835;392.0;-10.0;987.0;-434.0;-248;355;-9;916.0;59;-184.0;375.0
-850;334.0;-196.0;1025.0;-363.0;-231;402;-158;965.0;49;-458.0;413.0
-831;351.0;-11.0;988.0;-423.0;-233;353;-5;892.0;67;-61.0;365.0
-830;354.0;111.0;993.0;-296.0;-264;350;-1;953.0;62;-11.0;309.0
-833;309.0;80.0;1000.0;-327.0;-259;346;-7;937.0;62;6.0;341.0
-837;337.0;138.0;997.0;-305.0;-260;349;-1;938.0;57;144.0;289.0
-834;343.0;127.0;1010.0;-305.0;-256;343;3;945.0;62;4.0;305.0
-829;256.0;132.0;940.0;-302.0;-263;349;3;958.0;63;196.0;327.0
-821;319.0;89.0;983.0;-316.0;-266;353;2;987.0;67;-230.0;345.0
-831;411.0;135.0;966.0;-435.0;-266;338;3;904.0;64;-441.0;359.0
-825;435.0;109.0;942.0;-408.0;-270;342;-7;943.0;67;-176.0;347.0
-827;397.0;123.0;966.0;-393.0;-277;338;-4;941.0;64;59.0;303.0
-819;323.0;115.0;1008.0;-294.0;-267;352;1;947.0;70;30.0;358.0
-820;372.0;159.0;1003.0;-324.0;-271;344;-5;964.0;71;10.0;321.0
-817;356.0;132.0;1000.0;-324.0;-269;353;2;955.0;71;28.0;325.0
-818;357.0;120.0;990.0;-335.0;-277;355;0;953.0;66;8.0;336.0
-823;356.0;127.0;991.0;-317.0;-260;351;11;963.0;69;-25.0;325.0
-768;929.0;-239.0;420.0;-162.0;-274;431;8;982.0;79;-506.0;329.0
-822;365.0;-262.0;913.0;-216.0;-349;307;-44;874.0;122;-751.0;346.0
-752;889.0;-232.0;471.0;-234.0;-247;469;-5;996.0;81;109.0;376.0
-683;945.0;-206.0;402.0;-162.0;-278;525;3;1017.0;95;-261.0;344.0
-755;910.0;-252.0;465.0;-285.0;-264;448;-1;958.0;83;31.0;347.0
-744;911.0;-235.0;461.0;-264.0;-264;455;-2;956.0;89;-82.0;361.0
-832;307.0;-316.0;906.0;-753.0;-215;359;15;619.0;79;88.0;396.0
-756;923.0;-192.0;467.0;-261.0;-247;456;8;977.0;84;52.0;380.0
-762;914.0;-252.0;486.0;-310.0;-264;445;8;958.0;79;66.0;350.0
-742;899.0;-269.0;479.0;-252.0;-272;457;0;974.0;87;12.0;343.0
-737;894.0;-242.0;483.0;-316.0;-286;459;-4;964.0;86;50.0;364.0
-992;401.0;-439.0;-3.0;-117.0;-157;222;-104;88.0;-16;224.0;-624.0
-746;914.0;-204.0;469.0;-266.0;-274;454;0;946.0;84;-40.0;387.0
-735;920.0;-263.0;492.0;-271.0;-288;459;-9;1003.0;87;-19.0;347.0
-772;218.0;-100.0;1049.0;-374.0;-315;592;-58;972.0;-21;551.0;407.0
-798;301.0;-65.0;962.0;-371.0;-303;375;87;920.0;72;780.0;380.0
-775;340.0;-50.0;1009.0;-323.0;-304;402;-8;955.0;76;66.0;327.0
-233;590.0;-55.0;868.0;-285.0;-197;849;-714;909.0;554;-253.0;359.0
-572;189.0;-83.0;1023.0;-517.0;-317;600;-62;840.0;115;-406.0;393.0
-709;926.0;-214.0;454.0;-168.0;-280;484;-1;994.0;97;-32.0;353.0
-717;934.0;-210.0;443.0;-151.0;-278;489;3;1007.0;88;-19.0;350.0
-712;936.0;-194.0;425.0;-157.0;-278;492;-3;1004.0;91;7.0;345.0
-683;945.0;-202.0;414.0;-145.0;-275;521;-2;994.0;98;26.0;327.0
-754;913.0;-222.0;472.0;-287.0;-281;443;-6;948.0;82;-39.0;373.0
-583;618.0;-159.0;928.0;-220.0;-324;303;-29;1166.0;284;-124.0;-53.0
-752;921.0;-241.0;491.0;-272.0;-280;448;-2;961.0;81;300.0;371.0
-751;934.0;-195.0;481.0;-285.0;-269;445;7;966.0;87;-68.0;376.0
-762;914.0;-171.0;478.0;-172.0;-266;436;-12;1003.0;83;952.0;366.0
-697;917.0;-180.0;453.0;-151.0;-260;521;5;1007.0;92;-135.0;355.0
-731;922.0;-202.0;442.0;-172.0;-266;480;8;984.0;86;1.0;354.0
-728;933.0;-224.0;426.0;-178.0;-276;474;-2;983.0;88;9.0;346.0
-729;927.0;-222.0;437.0;-194.0;-271;470;2;1004.0;91;161.0;344.0
-729;931.0;-227.0;441.0;-190.0;-276;478;-1;977.0;86;71.0;341.0
-746;915.0;-234.0;462.0;-268.0;-281;443;-2;973.0;89;-58.0;361.0
-748;920.0;-263.0;460.0;-265.0;-279;460;-8;995.0;79;-32.0;347.0
-704;931.0;-221.0;442.0;-134.0;-275;501;-2;992.0;93;-18.0;337.0
-752;922.0;-238.0;469.0;-275.0;-280;443;-7;986.0;83;-33.0;376.0
-1705;360.0;-122.0;953.0;-112.0;-1106;1605;405;969.0;-1033;1330.0;407.0
-782;921.0;-221.0;435.0;-246.0;-269;408;1;983.0;78;152.0;363.0
-739;918.0;-253.0;473.0;-220.0;-278;460;-4;973.0;86;-130.0;356.0
-736;900.0;-273.0;454.0;-221.0;-276;463;-1;995.0;87;-5.0;354.0
-654;535.0;240.0;920.0;-238.0;-635;453;-394;1055.0;87;363.0;118.0
-753;900.0;-242.0;471.0;-274.0;-273;440;-2;968.0;86;41.0;345.0
-750;904.0;-260.0;473.0;-276.0;-276;450;-1;966.0;83;82.0;350.0
-261;216.0;-142.0;1003.0;-357.0;-377;299;-362;991.0;588;239.0;426.0
-682;930.0;-221.0;411.0;-147.0;-273;524;5;1014.0;97;148.0;326.0
-825;267.0;58.0;1060.0;-143.0;-273;341;-28;1003.0;67;-333.0;480.0
-801;-153.0;-242.0;853.0;-255.0;-288;420;-27;1003.0;53;-19.0;490.0
-869;430.0;8.0;963.0;-114.0;-197;313;81;887.0;109;52.0;149.0
-848;624.0;-165.0;806.0;-263.0;-221;338;4;960.0;61;-1488.0;225.0
-819;336.0;55.0;992.0;-157.0;-269;380;-3;975.0;59;517.0;411.0
-790;330.0;86.0;1000.0;-462.0;-328;353;-77;763.0;85;323.0;276.0
-808;476.0;108.0;918.0;-393.0;-304;336;2;908.0;74;-143.0;209.0
-814;618.0;60.0;829.0;-501.0;-301;348;3;888.0;65;147.0;54.0
-814;404.0;169.0;981.0;-359.0;-284;352;-34;951.0;70;22.0;239.0
-657;475.0;-74.0;957.0;-595.0;-328;332;53;696.0;197;111.0;529.0
-815;311.0;-18.0;1014.0;-86.0;-255;363;-7;1009.0;72;13.0;316.0
-850;322.0;-80.0;1059.0;-197.0;-230;335;-28;953.0;60;-34.0;517.0
-827;428.0;192.0;969.0;-399.0;-243;358;6;955.0;67;77.0;342.0
-827;395.0;166.0;957.0;-407.0;-248;363;3;909.0;64;-26.0;384.0
-818;328.0;167.0;1001.0;-424.0;-254;363;1;906.0;70;24.0;417.0
-820;424.0;150.0;958.0;-449.0;-252;363;-4;878.0;69;16.0;312.0
-823;429.0;190.0;981.0;-446.0;-246;357;5;870.0;70;8.0;364.0
-797;1674.0;173.0;784.0;-464.0;-278;694;-131;1191.0;68;216.0;-192.0
-805;409.0;-63.0;991.0;-291.0;-295;364;3;955.0;69;67.0;142.0
-705;328.0;-63.0;973.0;-129.0;-378;-141;302;1006.0;293;32.0;242.0
-803;865.0;-213.0;514.0;-393.0;-239;405;-7;966.0;70;96.0;406.0
-835;506.0;-379.0;690.0;-275.0;-238;348;51;931.0;67;184.0;-767.0
-848;308.0;-73.0;969.0;-79.0;-232;338;12;1011.0;58;-6.0;270.0
-811;516.0;172.0;913.0;-376.0;-291;349;-129;856.0;80;-84.0;228.0
-815;485.0;127.0;940.0;-391.0;-288;351;-10;858.0;67;75.0;222.0
-775;705.0;-156.0;873.0;-529.0;-266;403;-37;863.0;88;-201.0;258.0
-803;385.0;112.0;984.0;-370.0;-276;370;-4;881.0;73;-62.0;329.0
-801;916.0;-260.0;456.0;-223.0;-260;391;-6;991.0;71;36.0;354.0
-808;913.0;-280.0;463.0;-249.0;-249;388;5;983.0;70;-77.0;345.0
-807;416.0;83.0;982.0;-416.0;-270;361;-8;879.0;76;-50.0;316.0
-797;391.0;38.0;960.0;-485.0;-276;379;-2;880.0;76;114.0;241.0
-786;472.0;69.0;978.0;-387.0;-318;385;28;910.0;70;79.0;163.0
-791;302.0;-41.0;1030.0;-350.0;-253;375;-106;936.0;93;-8.0;277.0
-709;545.0;31.0;914.0;-668.0;-303;494;15;769.0;86;231.0;208.0
-1024;387.0;7.0;910.0;-13.0;-254;184;727;933.0;265;-334.0;347.0
-799;940.0;-231.0;453.0;-284.0;-267;393;1;968.0;71;34.0;377.0
-783;957.0;-242.0;467.0;-278.0;-271;400;-3;974.0;81;-118.0;355.0
-813;975.0;-168.0;372.0;-177.0;-261;379;2;985.0;66;183.0;319.0
-824;355.0;123.0;980.0;-272.0;-237;369;131;907.0;91;-653.0;431.0
-780;942.0;-246.0;473.0;-281.0;-271;408;-3;1009.0;79;-77.0;367.0
-731;575.0;307.0;1019.0;-287.0;-403;-91;327;1087.0;744;445.0;234.0
-806;416.0;-30.0;962.0;-517.0;-253;386;22;853.0;72;336.0;327.0
-812;962.0;-161.0;357.0;-259.0;-234;388;-1;965.0;70;176.0;300.0
-822;507.0;-50.0;915.0;-613.0;-231;371;8;825.0;69;-138.0;318.0
-771;925.0;-201.0;429.0;-256.0;-277;425;-4;972.0;77;8.0;335.0
-772;929.0;-204.0;441.0;-278.0;-267;423;4;989.0;80;-34.0;340.0
-771;941.0;-220.0;404.0;-275.0;-278;430;-4;968.0;75;8.0;343.0
-769;946.0;-212.0;425.0;-267.0;-276;421;-4;984.0;81;8.0;354.0
-769;945.0;-228.0;435.0;-276.0;-273;431;0;990.0;77;-76.0;343.0
-776;496.0;-70.0;923.0;-634.0;-247;423;6;768.0;82;-90.0;312.0
-807;921.0;-219.0;453.0;-324.0;-259;380;6;962.0;72;140.0;343.0
-770;506.0;-30.0;910.0;-627.0;-273;419;-8;792.0;82;-240.0;282.0
-780;913.0;-193.0;419.0;-245.0;-273;417;-2;995.0;75;-93.0;354.0
-774;930.0;-200.0;424.0;-177.0;-272;424;0;996.0;77;18.0;330.0
-775;929.0;-217.0;442.0;-178.0;-274;422;-2;995.0;76;-34.0;358.0
-776;957.0;-181.0;439.0;-181.0;-268;419;2;1022.0;79;-80.0;336.0
-787;497.0;-117.0;931.0;-520.0;-206;432;-1;867.0;80;350.0;385.0
-777;939.0;-195.0;414.0;-196.0;-271;416;-4;1006.0;78;-159.0;344.0
-776;948.0;-207.0;401.0;-188.0;-272;414;-5;990.0;79;-23.0;353.0
-807;960.0;-165.0;372.0;-216.0;-238;393;-4;976.0;72;-216.0;306.0
-797;891.0;-266.0;481.0;-344.0;-263;379;-3;937.0;79;18.0;364.0
-666;208.0;-185.0;1011.0;-608.0;-301;574;-14;870.0;71;171.0;350.0
-737;1002.0;51.0;254.0;-122.0;-330;426;0;1009.0;87;11.0;295.0
-803;912.0;-219.0;471.0;-392.0;-271;386;1;945.0;69;-89.0;368.0
-800;892.0;-233.0;481.0;-387.0;-269;387;3;937.0;72;-42.0;364.0
-799;886.0;-258.0;490.0;-324.0;-269;387;-3;975.0;72;-20.0;348.0
-788;902.0;-232.0;556.0;-415.0;-234;416;-2;947.0;79;313.0;391.0
-805;896.0;-233.0;492.0;-360.0;-267;384;-1;950.0;70;45.0;354.0
-802;901.0;-254.0;481.0;-379.0;-265;383;3;952.0;73;26.0;358.0
-799;901.0;-246.0;490.0;-364.0;-271;382;-3;958.0;74;34.0;372.0
-804;908.0;-240.0;485.0;-382.0;-272;378;-4;926.0;71;-20.0;350.0
-799;915.0;-260.0;500.0;-368.0;-269;383;1;936.0;74;8.0;364.0
-805;829.0;-281.0;547.0;-345.0;-228;405;8;939.0;71;615.0;339.0
-1159;326.0;270.0;928.0;-58.0;-1076;790;-1322;865.0;100;-69.0;363.0
-710;950.0;-222.0;421.0;-167.0;-281;496;-4;993.0;89;2.0;346.0
-834;195.0;-52.0;1022.0;-116.0;-241;347;-3;1014.0;60;-26.0;335.0
-829;289.0;-42.0;1017.0;-39.0;-235;364;7;1023.0;65;187.0;338.0
-827;201.0;-84.0;1029.0;-146.0;-234;354;0;1003.0;70;86.0;326.0
-866;299.0;-238.0;967.0;-433.0;-185;326;21;935.0;57;151.0;272.0
-813;957.0;-169.0;376.0;-178.0;-266;377;1;996.0;65;32.0;300.0
-822;358.0;169.0;993.0;-422.0;-254;361;4;896.0;66;-4.0;388.0
-816;957.0;-151.0;345.0;-210.0;-233;386;4;974.0;67;556.0;309.0
-823;302.0;132.0;990.0;-412.0;-251;360;7;907.0;67;23.0;375.0
-717;941.0;-231.0;422.0;-171.0;-279;489;2;1004.0;89;4.0;356.0
-811;220.0;-40.0;1011.0;-90.0;-258;347;13;1015.0;79;-68.0;336.0
-782;940.0;-210.0;402.0;-147.0;-270;415;5;1014.0;74;348.0;343.0
-816;166.0;-200.0;1324.0;-188.0;-276;368;-256;841.0;98;129.0;652.0
-826;372.0;125.0;1041.0;-314.0;-238;356;-3;947.0;69;132.0;416.0
-829;360.0;172.0;985.0;-443.0;-248;359;7;908.0;64;48.0;369.0
-822;403.0;52.0;959.0;-218.0;-280;353;-239;997.0;92;54.0;278.0
-807;984.0;-165.0;364.0;-167.0;-261;379;-2;1022.0;71;-282.0;309.0
-663;949.0;-201.0;394.0;-169.0;-262;551;0;1008.0;98;16.0;325.0
-820;349.0;181.0;990.0;-422.0;-255;362;2;909.0;68;27.0;373.0
-820;288.0;-60.0;992.0;-81.0;-261;360;0;1025.0;68;70.0;353.0
