PT08.S3(NOx);RH;C6H6(GT);T;AH;PT08.S1(CO);PT08.S2(NMHC);PT08.S4(NO2);PT08.S5(O3);CO(GT);NO2(GT);NOx(GT);NMHC(GT)
783.0;45.9;8.6;24.7;1.4061;1059.0;926.0;1750.0;989.0;1.5;77.0;111.0;-200.0
824.0;57.0;6.9;21.9;1.4742;1030.0;851.0;1700.0;983.0;1.2;68.0;102.0;-200.0
857.0;36.4;9.3;25.2;1.1528;959.0;949.0;1640.0;949.0;1.8;93.0;104.0;-200.0
834.0;19.3;12.4;30.1;0.8083;969.0;1064.0;1645.0;816.0;2.2;124.0;132.0;-200.0
862.0;25.8;10.2;27.8;0.9473;938.0;987.0;1597.0;817.0;1.8;111.0;134.0;-200.0
857.0;56.0;8.3;18.6;1.1865;934.0;911.0;1639.0;863.0;1.3;64.0;85.0;-200.0
833.0;22.1;10.3;36.1;1.3004;1060.0;991.0;1718.0;778.0;1.5;83.0;72.0;-200.0
822.0;32.4;9.6;31.2;1.4517;1097.0;964.0;1743.0;853.0;1.7;102.0;103.0;-200.0
843.0;35.9;8.6;29.3;1.4411;1095.0;923.0;1736.0;999.0;1.6;98.0;109.0;-200.0
801.0;39.9;9.7;27.0;1.402;1092.0;967.0;1774.0;910.0;1.6;99.0;104.0;-200.0
796.0;75.9;7.0;16.0;1.3721;968.0;858.0;1388.0;894.0;1.3;60.0;147.0;-200.0
943.0;47.6;5.6;23.5;1.3611;921.0;792.0;1595.0;799.0;0.9;72.0;72.0;-200.0
671.0;55.4;9.5;23.7;1.6031;1046.0;960.0;1637.0;899.0;1.9;96.0;189.0;-200.0
878.0;40.9;8.2;25.8;1.3389;976.0;909.0;1675.0;830.0;1.7;97.0;103.0;-200.0
878.0;30.3;9.5;30.9;1.3306;1014.0;958.0;1684.0;767.0;1.7;102.0;117.0;-200.0
881.0;28.7;9.5;31.5;1.3058;998.0;958.0;1657.0;778.0;1.8;107.0;125.0;-200.0
866.0;28.7;9.8;31.3;1.2885;1007.0;971.0;1682.0;802.0;1.7;106.0;120.0;-200.0
865.0;32.9;9.4;29.4;1.3244;1014.0;954.0;1697.0;818.0;1.8;103.0;118.0;-200.0
867.0;38.3;8.9;27.1;1.3548;1027.0;936.0;1696.0;931.0;1.7;117.0;152.0;-200.0
822.0;51.0;9.9;20.9;1.2446;1017.0;975.0;1722.0;1014.0;2.1;95.0;109.0;-200.0
862.0;30.9;9.0;30.1;1.2958;1032.0;940.0;1703.0;733.0;1.7;85.0;102.0;-200.0
816.0;44.4;10.4;23.0;1.2354;1029.0;993.0;1728.0;969.0;2.1;114.0;124.0;-200.0
853.0;40.9;10.1;23.9;1.1966;969.0;983.0;1680.0;862.0;2.0;101.0;97.0;-200.0
686.0;24.4;12.3;33.3;1.232;1028.0;1060.0;1601.0;806.0;2.0;108.0;213.0;-200.0
823.0;35.8;10.9;25.3;1.1421;1003.0;1009.0;1710.0;1015.0;2.4;96.0;181.0;-200.0
897.0;51.8;7.5;19.9;1.1911;915.0;877.0;1651.0;937.0;1.0;69.0;92.0;-200.0
846.0;41.2;10.2;23.5;1.1759;1000.0;985.0;1726.0;879.0;2.3;103.0;157.0;-200.0
886.0;44.5;8.7;21.5;1.129;993.0;927.0;1665.0;842.0;1.8;96.0;151.0;-200.0
941.0;46.2;7.0;21.1;1.1389;973.0;858.0;1584.0;779.0;1.5;92.0;137.0;-200.0
929.0;59.4;5.3;23.3;1.6753;962.0;778.0;1645.0;726.0;1.0;44.0;35.0;-200.0
847.0;45.2;9.2;25.2;1.4262;1086.0;946.0;1729.0;945.0;2.0;89.0;126.0;-200.0
869.0;21.0;9.0;36.4;1.2515;1082.0;939.0;1678.0;818.0;1.4;84.0;76.0;-200.0
892.0;20.1;8.6;37.0;1.2423;1062.0;924.0;1683.0;777.0;1.2;76.0;69.0;-200.0
937.0;20.5;7.2;36.0;1.1995;1008.0;866.0;1573.0;695.0;1.2;68.0;58.0;-200.0
860.0;21.8;9.6;35.1;1.2093;1067.0;962.0;1658.0;802.0;1.6;91.0;95.0;-200.0
849.0;25.8;10.0;31.9;1.2023;1126.0;979.0;1700.0;907.0;1.8;101.0;110.0;-200.0
820.0;23.6;11.2;32.3;1.1271;1110.0;1021.0;1724.0;971.0;1.8;96.0;119.0;-200.0
850.0;41.8;8.9;21.3;1.0449;1003.0;937.0;1622.0;1005.0;1.3;81.0;125.0;-200.0
950.0;46.0;5.6;19.8;1.0524;890.0;791.0;1489.0;886.0;0.7;61.0;62.0;-200.0
1177.0;35.0;6.5;20.1;0.8149;901.0;834.0;1408.0;738.0;1.0;103.0;102.0;-200.0
894.0;32.2;8.9;23.5;0.922;988.0;937.0;1543.0;1008.0;1.3;91.0;98.0;-200.0
833.0;81.3;5.1;16.8;1.5447;967.0;767.0;1416.0;866.0;0.7;56.0;132.0;-200.0
990.0;27.2;7.3;24.9;0.8429;936.0;871.0;1430.0;921.0;1.3;97.0;108.0;-200.0
863.0;24.4;14.2;30.9;1.0724;1060.0;1122.0;1721.0;836.0;1.5;119.0;116.0;-200.0
894.0;16.1;10.9;40.3;1.1896;1076.0;1012.0;1665.0;816.0;1.8;116.0;113.0;-200.0
965.0;50.6;5.8;22.3;1.3486;914.0;801.0;1609.0;908.0;0.9;57.0;42.0;-200.0
970.0;50.0;7.8;20.7;1.203;937.0;890.0;1625.0;877.0;1.5;-200.0;-200.0;-200.0
933.0;41.2;8.1;24.9;1.2809;972.0;902.0;1647.0;878.0;1.2;67.0;59.0;-200.0
919.0;44.5;8.9;23.3;1.2566;979.0;937.0;1683.0;858.0;1.8;101.0;94.0;-200.0
734.0;78.8;7.5;17.7;1.5855;1075.0;878.0;1495.0;948.0;1.6;78.0;169.0;-200.0
758.0;63.7;7.9;19.8;1.4524;1055.0;895.0;1468.0;1043.0;1.4;79.0;175.0;-200.0
954.0;44.4;8.2;23.4;1.2646;989.0;906.0;1681.0;826.0;1.8;102.0;118.0;-200.0
917.0;31.3;9.0;30.4;1.3331;1042.0;939.0;1744.0;860.0;1.7;89.0;108.0;-200.0
954.0;54.8;8.0;20.9;1.3387;983.0;901.0;1691.0;986.0;1.5;96.0;187.0;-200.0
969.0;59.4;7.4;19.8;1.3554;966.0;874.0;1682.0;999.0;1.5;95.0;171.0;-200.0
927.0;68.0;9.2;19.5;1.5269;1021.0;949.0;1764.0;977.0;0.8;57.0;95.0;-200.0
904.0;46.9;10.7;21.7;1.2044;1020.0;1003.0;1716.0;916.0;1.1;96.0;97.0;-200.0
986.0;26.9;10.1;25.0;0.8408;1025.0;980.0;1591.0;891.0;1.3;113.0;114.0;-200.0
950.0;38.1;7.3;25.2;1.2049;1031.0;871.0;1393.0;972.0;1.2;96.0;147.0;-200.0
1030.0;41.7;9.1;17.8;0.844;956.0;945.0;1509.0;892.0;1.6;107.0;107.0;-200.0
1009.0;46.3;9.2;19.3;1.0279;1044.0;946.0;1594.0;886.0;1.8;119.0;138.0;-200.0
843.0;46.4;6.9;26.0;1.5375;1014.0;853.0;1499.0;1084.0;1.0;39.0;98.0;-200.0
948.0;49.3;6.0;20.5;1.173;1110.0;814.0;1571.0;854.0;1.1;73.0;75.0;-200.0
1023.0;28.7;6.1;25.9;0.9423;1059.0;816.0;1468.0;641.0;1.5;73.0;77.0;-200.0
997.0;29.5;6.8;24.8;0.9077;1070.0;850.0;1502.0;778.0;1.4;91.0;94.0;-200.0
991.0;27.7;6.9;25.8;0.9076;1079.0;851.0;1490.0;738.0;1.5;81.0;93.0;-200.0
800.0;27.0;10.5;29.2;1.081;1237.0;997.0;1688.0;924.0;1.8;87.0;97.0;-200.0
872.0;27.8;8.3;28.3;1.0539;1154.0;912.0;1605.0;825.0;1.4;76.0;78.0;-200.0
795.0;52.9;9.2;17.2;1.0276;1153.0;947.0;1643.0;1076.0;1.2;80.0;107.0;-200.0
