PT08.S3(NOx);RH;C6H6(GT);T;AH;PT08.S1(CO);PT08.S2(NMHC);PT08.S4(NO2);PT08.S5(O3);CO(GT);NO2(GT);NOx(GT);NMHC(GT)
891.0;45.0;7.9;19.5;1.0114;1056.0;894.0;1576.0;771.0;1.7;93.0;131.0;-200.0
714.0;68.6;7.9;21.2;1.7046;1038.0;895.0;1474.0;999.0;1.3;63.0;126.0;-200.0
951.0;69.8;6.4;11.4;0.939;1074.0;832.0;1507.0;980.0;1.7;75.0;101.0;102.0
930.0;21.1;9.8;25.5;0.677;1053.0;970.0;1473.0;991.0;2.0;105.0;138.0;-200.0
831.0;23.8;7.4;31.6;1.0842;1065.0;872.0;1481.0;927.0;0.9;97.0;82.0;-200.0
853.0;66.7;4.8;20.0;1.5401;920.0;755.0;1359.0;880.0;0.9;45.0;108.0;-200.0
810.0;21.6;9.6;31.7;0.9959;1050.0;962.0;1496.0;879.0;2.0;120.0;107.0;-200.0
843.0;20.8;13.0;27.7;0.7599;1072.0;1084.0;1622.0;1017.0;2.5;114.0;148.0;-200.0
907.0;20.2;11.4;28.4;0.7697;1042.0;1029.0;1540.0;879.0;2.1;103.0;123.0;-200.0
816.0;43.0;8.3;22.2;1.1363;949.0;910.0;1552.0;1015.0;1.2;77.0;71.0;-200.0
942.0;21.7;10.4;20.9;0.5295;1185.0;992.0;1448.0;1014.0;2.2;97.0;138.0;245.0
869.0;53.1;8.8;15.0;0.8993;1112.0;931.0;1588.0;1011.0;2.0;84.0;124.0;157.0
934.0;47.4;8.0;13.8;0.7435;1044.0;900.0;1471.0;919.0;1.6;96.0;137.0;135.0
982.0;43.6;7.5;14.4;0.7113;1053.0;880.0;1464.0;786.0;1.9;91.0;116.0;155.0
779.0;36.3;10.2;24.3;1.0852;981.0;985.0;1572.0;1020.0;1.7;97.0;99.0;-200.0
779.0;35.7;10.8;24.5;1.0807;1010.0;1006.0;1589.0;1000.0;1.9;100.0;102.0;-200.0
922.0;50.5;8.5;11.1;0.6654;1163.0;919.0;1530.0;1076.0;1.8;84.0;128.0;128.0
822.0;29.6;8.0;31.1;1.318;1027.0;899.0;1563.0;810.0;1.6;116.0;132.0;-200.0
796.0;38.0;8.4;27.6;1.3818;1057.0;914.0;1665.0;954.0;1.6;116.0;157.0;-200.0
844.0;75.4;6.6;19.4;1.6802;976.0;840.0;1562.0;964.0;0.9;50.0;180.0;-200.0
870.0;13.9;10.8;33.8;0.7172;888.0;1007.0;1448.0;794.0;2.0;105.0;149.0;-200.0
823.0;41.8;9.3;20.8;1.0155;1197.0;950.0;1592.0;918.0;2.0;118.0;110.0;-200.0
980.0;62.4;5.4;15.2;1.0726;1115.0;782.0;1500.0;752.0;-200.0;-200.0;-200.0;-200.0
840.0;33.8;8.8;23.6;0.9685;927.0;930.0;1522.0;1026.0;1.4;89.0;108.0;-200.0
894.0;54.7;7.0;14.9;0.9203;998.0;856.0;1488.0;926.0;0.7;62.0;65.0;-200.0
837.0;47.7;7.6;19.8;1.093;945.0;883.0;1563.0;1015.0;1.5;94.0;132.0;-200.0
740.0;57.5;11.1;16.8;1.0912;1141.0;1017.0;1690.0;1188.0;2.1;104.0;112.0;-200.0
868.0;36.9;7.4;24.2;1.0966;958.0;873.0;1550.0;750.0;1.6;80.0;122.0;-200.0
876.0;54.2;8.5;17.5;1.0722;1154.0;919.0;1623.0;861.0;-200.0;-200.0;-200.0;-200.0
891.0;33.0;7.4;25.7;1.0763;957.0;875.0;1525.0;871.0;1.6;102.0;172.0;-200.0
907.0;39.4;6.8;23.4;1.1172;942.0;849.0;1496.0;894.0;1.5;107.0;177.0;-200.0
1004.0;56.6;6.2;15.6;0.9951;1203.0;823.0;1526.0;903.0;1.6;84.0;89.0;-200.0
781.0;44.2;10.4;23.1;1.2317;1075.0;993.0;1682.0;946.0;1.9;110.0;139.0;-200.0
846.0;43.2;8.0;23.4;1.229;1022.0;899.0;1588.0;820.0;1.4;97.0;100.0;-200.0
822.0;24.9;8.2;32.9;1.2269;937.0;908.0;1466.0;826.0;1.6;83.0;86.0;-200.0
615.0;60.8;14.6;18.8;1.3036;1211.0;1135.0;1682.0;1234.0;-200.0;-200.0;-200.0;-200.0
794.0;43.4;9.5;23.7;1.2495;1049.0;958.0;1648.0;861.0;1.5;104.0;98.0;-200.0
776.0;36.8;10.2;24.8;1.1357;1036.0;986.0;1614.0;868.0;1.7;112.0;113.0;-200.0
829.0;24.7;9.4;30.5;1.0592;1036.0;955.0;1527.0;840.0;1.8;130.0;166.0;-200.0
785.0;32.0;9.7;27.4;1.1545;1079.0;966.0;1640.0;927.0;1.8;115.0;154.0;-200.0
1009.0;46.3;9.2;19.3;1.0279;1044.0;946.0;1594.0;886.0;1.8;119.0;138.0;-200.0
847.0;40.3;7.2;26.9;1.4041;1020.0;866.0;1636.0;744.0;1.0;83.0;92.0;-200.0
986.0;26.9;10.1;25.0;0.8408;1025.0;980.0;1591.0;891.0;1.3;113.0;114.0;-200.0
794.0;47.1;6.4;26.4;1.5947;1044.0;832.0;1580.0;1160.0;1.3;67.0;50.0;-200.0
904.0;46.9;10.7;21.7;1.2044;1020.0;1003.0;1716.0;916.0;1.1;96.0;97.0;-200.0
734.0;78.8;7.5;17.7;1.5855;1075.0;878.0;1495.0;948.0;1.6;78.0;169.0;-200.0
919.0;44.5;8.9;23.3;1.2566;979.0;937.0;1683.0;858.0;1.8;101.0;94.0;-200.0
819.0;15.0;9.9;41.8;1.1989;1076.0;972.0;1525.0;923.0;1.3;109.0;111.0;-200.0
933.0;41.2;8.1;24.9;1.2809;972.0;902.0;1647.0;878.0;1.2;67.0;59.0;-200.0
1016.0;43.9;7.8;22.1;1.1521;944.0;891.0;1593.0;844.0;-200.0;-200.0;-200.0;-200.0
799.0;13.0;10.8;41.3;1.0154;1098.0;1007.0;1546.0;937.0;1.8;116.0;120.0;-200.0
831.0;31.5;11.3;27.4;1.133;1089.0;1024.0;1452.0;1182.0;1.5;111.0;180.0;-200.0
894.0;32.2;8.9;23.5;0.922;988.0;937.0;1543.0;1008.0;1.3;91.0;98.0;-200.0
723.0;17.9;10.4;38.3;1.181;1076.0;994.0;1549.0;938.0;2.0;129.0;133.0;-200.0
1208.0;75.2;2.1;13.9;1.1884;827.0;595.0;1214.0;507.0;-200.0;-200.0;-200.0;-200.0
850.0;41.8;8.9;21.3;1.0449;1003.0;937.0;1622.0;1005.0;1.3;81.0;125.0;-200.0
761.0;30.4;12.7;30.5;1.3031;1116.0;1075.0;1784.0;1081.0;2.3;134.0;135.0;-200.0
756.0;50.6;6.3;24.9;1.5747;988.0;825.0;1559.0;848.0;1.3;71.0;71.0;-200.0
849.0;25.8;10.0;31.9;1.2023;1126.0;979.0;1700.0;907.0;1.8;101.0;110.0;-200.0
776.0;39.7;9.6;26.2;1.3249;1062.0;962.0;1674.0;1030.0;1.9;104.0;108.0;-200.0
860.0;21.8;9.6;35.1;1.2093;1067.0;962.0;1658.0;802.0;1.6;91.0;95.0;-200.0
776.0;32.8;10.7;28.8;1.2776;1058.0;1004.0;1684.0;947.0;1.8;98.0;92.0;-200.0
791.0;16.1;11.1;40.1;1.1699;1087.0;1018.0;1624.0;883.0;1.8;132.0;130.0;-200.0
892.0;20.1;8.6;37.0;1.2423;1062.0;924.0;1683.0;777.0;1.2;76.0;69.0;-200.0
776.0;47.6;9.3;25.5;1.5318;1038.0;950.0;1750.0;1181.0;1.4;75.0;71.0;-200.0
866.0;23.5;9.1;30.1;0.9869;985.0;944.0;1541.0;833.0;1.6;97.0;102.0;-200.0
869.0;21.0;9.0;36.4;1.2515;1082.0;939.0;1678.0;818.0;1.4;84.0;76.0;-200.0
847.0;45.2;9.2;25.2;1.4262;1086.0;946.0;1729.0;945.0;2.0;89.0;126.0;-200.0
1048.0;37.8;7.6;22.5;1.0157;904.0;882.0;1549.0;744.0;1.6;94.0;127.0;-200.0
900.0;19.7;9.1;32.3;0.9345;971.0;942.0;1541.0;776.0;1.6;103.0;104.0;-200.0
886.0;44.5;8.7;21.5;1.129;993.0;927.0;1665.0;842.0;1.8;96.0;151.0;-200.0
736.0;34.1;7.9;33.9;1.7754;1058.0;894.0;1648.0;825.0;1.6;76.0;84.0;-200.0
929.0;59.4;5.3;23.3;1.6753;962.0;778.0;1645.0;726.0;1.0;44.0;35.0;-200.0
835.0;54.3;6.1;23.7;1.5731;1022.0;817.0;1669.0;821.0;1.1;69.0;64.0;-200.0
816.0;51.0;7.2;22.6;1.3805;1007.0;864.0;1639.0;987.0;1.1;71.0;65.0;-200.0
822.0;33.4;9.0;27.4;1.2022;1045.0;940.0;1658.0;920.0;1.5;94.0;90.0;-200.0
897.0;51.8;7.5;19.9;1.1911;915.0;877.0;1651.0;937.0;1.0;69.0;92.0;-200.0
994.0;45.8;4.1;22.0;1.1965;853.0;716.0;1423.0;647.0;0.5;51.0;37.0;-200.0
853.0;40.9;10.1;23.9;1.1966;969.0;983.0;1680.0;862.0;2.0;101.0;97.0;-200.0
816.0;44.4;10.4;23.0;1.2354;1029.0;993.0;1728.0;969.0;2.1;114.0;124.0;-200.0
822.0;51.0;9.9;20.9;1.2446;1017.0;975.0;1722.0;1014.0;2.1;95.0;109.0;-200.0
867.0;38.3;8.9;27.1;1.3548;1027.0;936.0;1696.0;931.0;1.7;117.0;152.0;-200.0
778.0;34.7;10.2;28.7;1.3457;1078.0;985.0;1697.0;925.0;1.9;111.0;106.0;-200.0
865.0;32.9;9.4;29.4;1.3244;1014.0;954.0;1697.0;818.0;1.8;103.0;118.0;-200.0
866.0;28.7;9.8;31.3;1.2885;1007.0;971.0;1682.0;802.0;1.7;106.0;120.0;-200.0
878.0;40.9;8.2;25.8;1.3389;976.0;909.0;1675.0;830.0;1.7;97.0;103.0;-200.0
843.0;35.9;8.6;29.3;1.4411;1095.0;923.0;1736.0;999.0;1.6;98.0;109.0;-200.0
857.0;56.0;8.3;18.6;1.1865;934.0;911.0;1639.0;863.0;1.3;64.0;85.0;-200.0
744.0;41.8;8.3;24.7;1.2839;977.0;913.0;1512.0;977.0;1.7;81.0;104.0;-200.0
862.0;25.8;10.2;27.8;0.9473;938.0;987.0;1597.0;817.0;1.8;111.0;134.0;-200.0
750.0;70.1;8.0;17.0;1.3512;1019.0;901.0;1438.0;960.0;1.3;64.0;231.0;-200.0
991.0;27.7;6.9;25.8;0.9076;1079.0;851.0;1490.0;738.0;1.5;81.0;93.0;-200.0
873.0;47.8;6.4;25.2;1.5076;948.0;829.0;1638.0;937.0;1.0;53.0;40.0;-200.0
827.0;40.6;9.5;27.7;1.4828;1085.0;959.0;1747.0;963.0;1.7;88.0;75.0;-200.0
935.0;20.5;6.7;37.2;1.2813;1019.0;842.0;1565.0;729.0;1.2;73.0;70.0;-200.0
870.0;25.7;6.3;35.8;1.4861;954.0;826.0;1531.0;691.0;1.2;70.0;56.0;-200.0
824.0;57.0;6.9;21.9;1.4742;1030.0;851.0;1700.0;983.0;1.2;68.0;102.0;-200.0
856.0;18.4;9.5;33.9;0.9587;995.0;959.0;1544.0;690.0;1.5;116.0;111.0;-200.0
783.0;45.9;8.6;24.7;1.4061;1059.0;926.0;1750.0;989.0;1.5;77.0;111.0;-200.0
808.0;25.6;10.0;34.0;1.3363;1070.0;976.0;1688.0;819.0;2.1;108.0;130.0;-200.0
721.0;50.7;10.3;24.1;1.4959;1111.0;991.0;1559.0;1028.0;2.1;109.0;218.0;-200.0
769.0;49.4;9.9;18.8;1.0624;960.0;973.0;1616.0;1155.0;1.3;89.0;140.0;-200.0
849.0;30.9;11.0;24.4;0.934;1161.0;1016.0;1642.0;1187.0;-200.0;-200.0;-200.0;-200.0
826.0;22.6;9.8;34.7;1.2297;1014.0;970.0;1684.0;763.0;1.9;93.0;95.0;-200.0
939.0;26.2;5.4;33.9;1.3664;977.0;783.0;1543.0;586.0;1.0;58.0;43.0;-200.0
1107.0;34.5;3.1;31.5;1.5666;891.0;655.0;1452.0;486.0;0.8;52.0;43.0;-200.0
742.0;61.8;7.7;23.3;1.7504;951.0;886.0;1705.0;988.0;1.2;51.0;74.0;-200.0
802.0;24.4;12.0;33.6;1.2472;1072.0;1050.0;1748.0;836.0;2.2;107.0;112.0;-200.0
639.0;50.1;10.9;25.2;1.58;1073.0;1009.0;1655.0;955.0;2.0;105.0;206.0;-200.0
694.0;53.1;9.5;29.4;2.1362;1126.0;957.0;1841.0;1034.0;1.9;71.0;122.0;-200.0
822.0;32.4;9.6;31.2;1.4517;1097.0;964.0;1743.0;853.0;1.7;102.0;103.0;-200.0
1152.0;48.8;2.3;21.3;1.2189;795.0;606.0;1369.0;552.0;0.2;35.0;25.0;-200.0
801.0;39.9;9.7;27.0;1.402;1092.0;967.0;1774.0;910.0;1.6;99.0;104.0;-200.0
553.0;61.1;17.3;22.6;1.6596;1301.0;1218.0;1806.0;1399.0;3.4;133.0;406.0;-200.0
1062.0;53.5;2.8;23.7;1.546;871.0;639.0;1528.0;684.0;0.6;35.0;21.0;-200.0
832.0;37.3;5.8;32.4;1.7808;1012.0;804.0;1638.0;766.0;0.9;48.0;53.0;-200.0
724.0;34.5;10.7;31.8;1.5911;1080.0;1004.0;1704.0;899.0;1.8;114.0;90.0;-200.0
878.0;30.3;9.5;30.9;1.3306;1014.0;958.0;1684.0;767.0;1.7;102.0;117.0;-200.0
881.0;28.7;9.5;31.5;1.3058;998.0;958.0;1657.0;778.0;1.8;107.0;125.0;-200.0
797.0;53.1;7.4;26.4;1.7987;1009.0;875.0;1738.0;1060.0;0.9;61.0;81.0;-200.0
801.0;22.4;10.4;38.5;1.5018;1089.0;993.0;1675.0;825.0;1.9;143.0;131.0;-200.0
975.0;52.7;5.6;21.9;1.365;895.0;792.0;1574.0;733.0;1.1;58.0;39.0;-200.0
756.0;67.5;7.4;23.2;1.899;996.0;872.0;1727.0;990.0;1.2;55.0;87.0;-200.0
759.0;44.4;8.7;30.5;1.9076;1031.0;929.0;1722.0;809.0;1.4;77.0;79.0;-200.0
623.0;43.2;12.1;30.2;1.823;1151.0;1053.0;1835.0;1152.0;2.2;93.0;146.0;-200.0
735.0;33.6;9.3;29.1;1.3314;1109.0;952.0;1601.0;1041.0;-200.0;-200.0;-200.0;-200.0
673.0;61.5;8.6;21.9;1.5967;1158.0;923.0;1519.0;1072.0;1.3;62.0;142.0;-200.0
823.0;35.8;10.9;25.3;1.1421;1003.0;1009.0;1710.0;1015.0;2.4;96.0;181.0;-200.0
759.0;73.6;9.2;12.6;1.0699;1011.0;947.0;1425.0;953.0;-200.0;-200.0;-200.0;-200.0
846.0;41.2;10.2;23.5;1.1759;1000.0;985.0;1726.0;879.0;2.3;103.0;157.0;-200.0
707.0;36.0;8.7;33.9;1.8692;1111.0;927.0;1715.0;922.0;1.7;78.0;90.0;-200.0
965.0;26.8;10.7;21.3;0.6681;1094.0;1003.0;1574.0;813.0;2.1;99.0;130.0;-200.0
765.0;38.5;9.1;26.2;1.2932;991.0;944.0;1608.0;868.0;-200.0;104.0;116.0;-200.0
952.0;26.1;11.2;21.3;0.6539;1100.0;1021.0;1607.0;822.0;2.2;99.0;133.0;-200.0
867.0;23.8;8.2;35.4;1.3443;976.0;907.0;1546.0;719.0;-200.0;101.0;86.0;-200.0
830.0;48.5;6.8;25.4;1.5507;1023.0;847.0;1663.0;916.0;-200.0;102.0;120.0;-200.0
659.0;66.4;10.4;20.3;1.5591;1176.0;993.0;1572.0;1178.0;1.9;91.0;206.0;-200.0
853.0;41.3;6.3;28.8;1.6164;1048.0;826.0;1637.0;747.0;1.6;90.0;89.0;-200.0
971.0;59.6;3.8;20.3;1.3994;886.0;702.0;1528.0;767.0;0.6;43.0;31.0;-200.0
677.0;49.6;7.8;26.9;1.7299;1093.0;893.0;1678.0;927.0;1.8;83.0;90.0;-200.0
764.0;14.3;13.2;37.5;0.9099;1021.0;1092.0;1606.0;908.0;2.2;150.0;161.0;-200.0
997.0;37.8;4.0;24.0;1.1077;894.0;709.0;1432.0;853.0;0.5;53.0;46.0;-200.0
704.0;48.0;6.9;28.1;1.7933;1070.0;852.0;1639.0;867.0;1.6;85.0;97.0;-200.0
770.0;19.5;9.1;36.3;1.1539;1036.0;943.0;1509.0;770.0;1.6;118.0;109.0;-200.0
664.0;45.5;10.6;20.8;1.1054;1149.0;998.0;1434.0;1101.0;2.3;133.0;368.0;-200.0
738.0;44.7;7.9;29.9;1.8511;1025.0;896.0;1693.0;823.0;1.4;55.0;70.0;-200.0
1411.0;31.9;3.0;22.0;0.8335;811.0;653.0;1269.0;486.0;0.3;60.0;52.0;-200.0
837.0;16.6;12.5;37.3;1.0435;1027.0;1066.0;1689.0;814.0;1.9;110.0;109.0;-200.0
1071.0;56.7;4.5;14.2;0.9111;911.0;740.0;1412.0;756.0;-200.0;-200.0;-200.0;-200.0
725.0;45.5;10.0;20.6;1.0925;965.0;977.0;1515.0;1014.0;1.6;94.0;149.0;-200.0
846.0;39.8;6.0;28.0;1.4803;956.0;813.0;1544.0;1094.0;0.8;59.0;42.0;-200.0
771.0;28.5;10.8;29.8;1.1809;1021.0;1009.0;1545.0;769.0;2.0;87.0;137.0;-200.0
686.0;24.4;12.3;33.3;1.232;1028.0;1060.0;1601.0;806.0;2.0;108.0;213.0;-200.0
745.0;75.4;7.2;16.9;1.4393;1014.0;864.0;1474.0;1097.0;1.4;56.0;167.0;-200.0
954.0;44.4;8.2;23.4;1.2646;989.0;906.0;1681.0;826.0;1.8;102.0;118.0;-200.0
917.0;31.3;9.0;30.4;1.3331;1042.0;939.0;1744.0;860.0;1.7;89.0;108.0;-200.0
636.0;44.4;20.2;20.3;1.0457;1374.0;1303.0;2036.0;1457.0;4.5;148.0;232.0;-200.0
794.0;31.2;8.1;35.2;1.7485;1012.0;904.0;1653.0;695.0;1.5;79.0;65.0;-200.0
849.0;24.5;16.6;29.0;0.9655;1050.0;1199.0;1781.0;1035.0;-200.0;-200.0;-200.0;-200.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;1.0;67.0;65.0;-200.0
764.0;54.1;7.6;28.1;2.029;1074.0;884.0;1726.0;838.0;1.5;57.0;63.0;-200.0
842.0;56.2;5.1;22.9;1.5522;905.0;766.0;1438.0;818.0;-200.0;-200.0;-200.0;-200.0
1030.0;41.7;9.1;17.8;0.844;956.0;945.0;1509.0;892.0;1.6;107.0;107.0;-200.0
733.0;13.8;12.3;43.1;1.1803;1080.0;1059.0;1622.0;908.0;1.5;123.0;107.0;-200.0
925.0;72.0;4.5;16.9;1.3749;861.0;735.0;1287.0;789.0;0.9;58.0;99.0;-200.0
1103.0;61.6;3.3;13.7;0.9631;1005.0;673.0;1387.0;905.0;0.8;64.0;56.0;57.0
792.0;34.9;6.0;36.2;2.0578;1066.0;813.0;1657.0;764.0;1.3;56.0;63.0;-200.0
1053.0;47.0;4.8;15.7;0.8325;1012.0;752.0;1393.0;649.0;1.1;74.0;66.0;94.0
1208.0;62.6;3.6;9.4;0.7398;974.0;690.0;1313.0;733.0;1.2;83.0;67.0;61.0
491.0;48.7;26.9;25.4;1.5594;1467.0;1477.0;2114.0;1592.0;4.6;153.0;483.0;-200.0
766.0;18.8;16.6;35.3;1.0572;1065.0;1198.0;1852.0;1043.0;2.7;137.0;169.0;-200.0
