Accelerometer RKN_ accX;InertialMeasurementUnit R-SHOE AngVelNavFrameX;Accelerometer BACK accX;InertialMeasurementUnit L-SHOE EuZ;InertialMeasurementUnit R-SHOE AngVelBodyFrameY;Accelerometer LUA^ accX;InertialMeasurementUnit R-SHOE Compass;InertialMeasurementUnit L-SHOE Nav_Ax;InertialMeasurementUnit L-SHOE Compass;Accelerometer LH accZ;InertialMeasurementUnit LLA accZ;Accelerometer LUA_ accX;InertialMeasurementUnit R-SHOE Body_Ax
-70.0;-24;176.0;164;-24;374.0;-5;-2;80;-1.0;0.0;56.0;263
-127.0;5;160.0;-176;5;335.0;-7;4;16;62.0;28.0;29.0;309
-83.0;18;165.0;-176;18;367.0;-7;4;16;65.0;30.0;11.0;315
-160.0;11;253.0;-176;11;451.0;-113;-1;11;101.0;133.0;101.0;448
-145.0;2;191.0;164;2;388.0;-4;-6;80;40.0;40.0;49.0;259
-86.0;1198;335.0;-165;1198;372.0;-24;58;-11;49.0;139.0;50.0;367
-119.0;6;135.0;-177;6;335.0;-7;-4;16;54.0;6.0;18.0;305
-92.0;45;135.0;179;45;628.0;-131;-8;-17;-603.0;405.0;350.0;305
-101.0;-5;231.0;-180;-5;354.0;-13;3;167;132.0;-12.0;-242.0;276
81.0;14;118.0;177;14;404.0;-69;62;38;44.0;45.0;90.0;269
-122.0;-2;399.0;178;-2;514.0;-70;3;41;153.0;11.0;83.0;275
18.0;-22;293.0;177;-22;436.0;-84;3;15;55.0;59.0;85.0;305
-61.0;-19;318.0;-173;-19;451.0;-97;1;156;304.0;-120.0;0.0;258
-121.0;-9;161.0;-176;-9;355.0;-7;-6;16;21.0;14.0;13.0;304
-63.0;33;287.0;-31;33;334.0;-76;-2034;-109;177.0;-69.0;-63.0;182
-91.0;-12;164.0;-176;-12;334.0;-7;-3;16;30.0;20.0;10.0;316
-102.0;25;182.0;-176;25;341.0;-7;1;16;42.0;24.0;22.0;310
-117.0;11;260.0;175;11;249.0;-30;1807;18;372.0;-7.0;19.0;307
-109.0;1;174.0;-176;1;340.0;-7;-5;16;57.0;20.0;19.0;308
37.0;4;163.0;-176;4;375.0;-5;-3;139;-221.0;-236.0;-329.0;309
-102.0;42;163.0;-176;42;349.0;-7;4;16;49.0;-4.0;35.0;307
-26.0;12;142.0;-176;12;360.0;-7;-1;16;41.0;51.0;19.0;301
-128.0;14;155.0;-176;14;341.0;-7;-2;16;56.0;22.0;19.0;306
-118.0;12;166.0;-177;12;314.0;-7;4;16;55.0;44.0;-26.0;301
-225.0;-1;162.0;-179;-1;571.0;-6;3;139;-119.0;118.0;9.0;270
-112.0;-4;157.0;-176;-4;329.0;-7;-1;16;74.0;2.0;9.0;303
-124.0;13;157.0;-176;13;340.0;-7;2;16;59.0;3.0;20.0;308
-136.0;-1;202.0;-175;-1;381.0;-59;-4;-154;120.0;-41.0;-18.0;339
-104.0;2;180.0;-176;2;327.0;-7;4;16;58.0;18.0;27.0;307
-117.0;9;183.0;-176;9;347.0;-7;-6;16;58.0;11.0;28.0;311
-118.0;24;169.0;-177;24;341.0;-7;-2;16;79.0;34.0;7.0;303
-123.0;17;167.0;-176;17;329.0;-7;2;16;58.0;32.0;9.0;310
-194.0;28;200.0;-177;28;274.0;-7;3;16;149.0;87.0;-50.0;298
-113.0;4;191.0;-177;4;325.0;-7;3;16;91.0;23.0;23.0;306
-258.0;-153;185.0;-176;-153;379.0;-6;5;86;41.0;-83.0;-1.0;267
-112.0;-5;167.0;-176;-5;316.0;-7;4;16;21.0;27.0;36.0;311
-318.0;-20;135.0;-178;-20;375.0;19;12;135;-691.0;114.0;-136.0;211
-73.0;-467;246.0;-177;-467;462.0;-9;11;24;73.0;147.0;157.0;305
-140.0;-4;217.0;-177;-4;370.0;-7;-1;16;-831.0;210.0;285.0;293
-132.0;-7;147.0;-177;-7;315.0;-7;0;16;93.0;1.0;26.0;304
-112.0;-8;168.0;-176;-8;323.0;-7;-4;16;59.0;15.0;12.0;305
117.0;20;65.0;-148;20;280.0;-11;-219;116;192.0;37.0;-16.0;290
-105.0;14;134.0;-178;14;301.0;-16;-4;168;72.0;1.0;-11.0;281
-99.0;8;164.0;-176;8;334.0;-7;-1;16;55.0;26.0;40.0;315
15.0;10;168.0;-176;10;303.0;-5;4;67;45.0;-38.0;-4.0;274
-156.0;-2882;116.0;-152;-2882;513.0;-14;-100;7;146.0;87.0;85.0;404
-336.0;5;228.0;-179;5;411.0;-10;-4;102;-7.0;-19.0;57.0;268
-96.0;-8;235.0;177;-8;342.0;-31;-3;17;449.0;-373.0;-395.0;263
-354.0;3;124.0;-176;3;487.0;18;-1;135;-517.0;124.0;-103.0;220
-54.0;42;35.0;-176;42;234.0;-20;-44;168;73.0;51.0;-154.0;225
-120.0;-37;112.0;-177;-37;329.0;-7;3;16;55.0;7.0;-6.0;304
438.0;-384;69.0;88;-384;505.0;-19;-45;-69;243.0;102.0;138.0;2726
39.0;-9;299.0;-177;-9;415.0;-7;-3;113;63.0;58.0;73.0;285
-111.0;-5;139.0;-176;-5;333.0;-7;3;16;54.0;28.0;21.0;306
-123.0;-20;202.0;-176;-20;331.0;-7;4;16;55.0;33.0;17.0;304
-93.0;-36;86.0;-178;-36;304.0;-8;16;15;178.0;-36.0;-27.0;303
-293.0;34;127.0;-168;34;305.0;-8;-726;78;183.0;-50.0;81.0;266
-414.0;-4;21.0;186;-4;326.0;-25;-296;-3;103.0;-7.0;-167.0;301
-38.0;2549;384.0;-174;2549;404.0;10;-36;125;76.0;-71.0;55.0;688
-118.0;-37;160.0;-176;-37;333.0;-7;-3;16;61.0;30.0;28.0;306
-100.0;-15;136.0;-178;-15;285.0;-16;5;168;124.0;-10.0;-13.0;281
-95.0;5;173.0;-176;5;328.0;-7;3;16;34.0;31.0;41.0;315
25.0;14;212.0;-179;14;371.0;-10;3;101;204.0;70.0;71.0;277
-153.0;-367;89.0;14;-367;368.0;-26;124;150;225.0;66.0;0.0;1063
-103.0;11;140.0;-177;11;318.0;-7;1;16;22.0;19.0;9.0;302
-67.0;-19;96.0;-178;-19;295.0;-7;0;15;153.0;-24.0;-46.0;312
-417.0;95;-11.0;146;95;334.0;-8;700;33;212.0;-15.0;-83.0;286
-124.0;-18;154.0;-176;-18;328.0;-7;-2;16;52.0;19.0;-7.0;309
-499.0;279;17.0;75;279;434.0;-96;207;-81;238.0;69.0;37.0;194
-178.0;5;87.0;184;5;296.0;-4;-39;50;153.0;0.0;24.0;243
-56.0;6;-212.0;171;6;295.0;-23;-157;-10;-354.0;-85.0;-135.0;282
-97.0;-16;123.0;160;-16;274.0;-11;156;32;87.0;-45.0;-16.0;265
-109.0;-1;148.0;-176;-1;305.0;-7;2;16;53.0;4.0;13.0;305
-140.0;12;34.0;-178;12;334.0;-7;-15;14;52.0;0.0;48.0;304
-474.0;18;71.0;-36;18;241.0;-80;92;-79;103.0;-44.0;-100.0;230
316.0;-375;64.0;-196;-375;197.0;-34;574;28;-89.0;-51.0;-11.0;285
99.0;45;42.0;-145;45;272.0;-79;-112;-42;76.0;52.0;81.0;241
-198.0;-1124;191.0;-170;-1124;475.0;-6;22;86;49.0;43.0;121.0;-79
-116.0;-32;129.0;-176;-32;344.0;-7;-7;16;63.0;19.0;18.0;311
-109.0;15;165.0;-176;15;307.0;-7;-2;16;80.0;19.0;48.0;306
