InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit RUA gyroX;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;InertialMeasurementUnit L-SHOE Body_Ay
-10;-6;-158;20;-29.0;-36.0;36;-1.0;-4;661
-22;-19;-156;23;-39.0;38.0;27;-1.0;-6;652
-26;-20;-156;23;-25.0;0.0;26;5.0;4;651
-27;-13;-157;22;-48.0;40.0;22;-1.0;6;653
-22;-9;-133;13;-47.0;10.0;24;0.0;3;754
-35;23;-157;15;-37.0;20.0;-14;-13.0;41;658
-5;-10;-157;16;-63.0;-32.0;-44;1.0;-22;656
5;7;-133;16;-58.0;10.0;-11;11.0;7;754
8;4;-133;16;-39.0;19.0;-25;26.0;-15;754
-29;4;-156;14;-33.0;-16.0;-34;27.0;-12;657
10;16;-156;21;-12.0;-26.0;-25;14.0;-5;652
8;1;-133;18;-43.0;18.0;-25;0.0;44;752
8;-13;-157;16;-27.0;-32.0;-12;-7.0;9;656
0;-30;-156;14;-3.0;-56.0;-16;-11.0;8;659
-6;22;-157;18;-14.0;-17.0;-24;23.0;-22;656
-12;20;-158;25;-17.0;0.0;5;-15.0;19;657
-4;3;-162;22;-31.0;24.0;-1;-1.0;-26;658
-15;-24;-162;27;-59.0;-1.0;44;10.0;-33;655
-8;4;-162;19;-3.0;20.0;-7;1.0;-2;656
9;-8;-162;22;-32.0;59.0;15;24.0;19;658
9;37;-162;19;-47.0;36.0;44;28.0;31;657
-21;6;-162;20;-40.0;42.0;7;11.0;17;655
-3;2;-162;15;10.0;11.0;44;17.0;2;659
-18;-6;-162;17;-10.0;16.0;-17;-6.0;11;653
-1;2;-133;10;-13.0;1.0;16;16.0;-2;757
4;-13;-162;17;-38.0;-24.0;-15;11.0;-17;658
-1;4;-133;12;-28.0;21.0;-26;19.0;3;755
25;6;-162;16;-59.0;20.0;0;14.0;-44;661
-28;-7;-175;14;-108.0;-33.0;-12;40.0;-19;673
14;24;-175;17;-12.0;-37.0;10;4.0;17;671
9;-3;-160;18;-86.0;-30.0;-23;73.0;6;682
-17;-30;-163;19;-12.0;5.0;4;-3.0;-13;652
-22;1;-163;16;-46.0;36.0;-11;-27.0;10;654
10;14;-163;20;-56.0;-16.0;32;26.0;-10;650
-24;18;-174;16;-64.0;49.0;19;6.0;8;668
-12;-28;-174;16;-22.0;33.0;41;29.0;45;671
-15;14;-174;14;-80.0;-12.0;37;57.0;4;672
2;-20;-174;21;-26.0;14.0;18;60.0;9;666
-24;11;-174;18;-31.0;46.0;9;29.0;-10;669
-16;5;-174;14;-16.0;-5.0;2;40.0;-12;671
-15;10;-174;13;-45.0;62.0;-6;-9.0;3;671
3;-4;-174;22;-16.0;42.0;-12;28.0;10;661
13;-18;-174;20;-37.0;12.0;-17;23.0;-24;668
14;27;-174;11;-24.0;18.0;3;4.0;1;675
-4;-2;-174;13;-28.0;35.0;-15;-15.0;1;673
8;-8;-174;18;-28.0;26.0;6;6.0;-40;667
9;18;-162;23;4.0;-39.0;5;-7.0;25;659
17;26;-153;17;-65.0;-69.0;15;27.0;2;661
-15;13;-153;17;-89.0;-28.0;21;31.0;7;662
-28;3;-154;21;17.0;18.0;10;36.0;-6;662
-16;35;-153;23;-54.0;14.0;8;28.0;14;661
-6;7;-153;18;-38.0;48.0;27;0.0;33;669
-4;1;-153;17;3.0;2.0;29;10.0;7;672
-26;-21;-153;19;-19.0;0.0;22;5.0;-10;675
-25;-20;-153;18;-33.0;0.0;-30;3.0;-2;675
-25;-21;-153;18;-60.0;22.0;-38;3.0;0;675
-24;-20;-153;18;-70.0;36.0;-34;9.0;-1;674
-5;12;-156;14;-27.0;-35.0;4;35.0;-33;670
21;28;-156;15;2.0;15.0;-11;24.0;-20;667
-7;2;-156;20;-43.0;-3.0;22;33.0;17;662
-12;23;-156;23;-34.0;29.0;-1;55.0;-32;661
-16;-20;-156;23;-35.0;-8.0;-14;0.0;-46;657
-26;37;-156;20;-47.0;-15.0;2;0.0;-17;658
3;1;-156;16;-92.0;-19.0;32;73.0;-1;665
-25;23;-167;18;-82.0;-24.0;-7;34.0;46;659
-25;23;-167;18;-78.0;-3.0;-33;36.0;40;659
-26;24;-167;18;-67.0;3.0;16;0.0;33;659
7;13;-133;10;-30.0;-41.0;5;31.0;52;752
18;-8;-159;16;-78.0;5.0;-5;54.0;-8;655
-2;4;-132;19;-74.0;-7.0;-36;30.0;13;754
-13;15;-159;21;-54.0;-16.0;-26;18.0;10;653
2;-8;-159;19;3.0;14.0;21;41.0;-7;654
31;-27;-159;22;-41.0;50.0;-42;44.0;0;657
22;-10;-159;22;-4.0;25.0;-7;36.0;-8;652
749;208;-159;-2;43.0;-4.0;-15;63.0;-37;714
8;-3;-159;19;-3.0;62.0;-5;21.0;22;656
6;-18;-159;20;-78.0;7.0;-24;23.0;11;656
-7;-15;-159;22;-14.0;-11.0;-16;25.0;19;654
1;10;-159;19;-24.0;-10.0;20;-30.0;-9;655
19;-21;-159;19;-52.0;40.0;14;-21.0;-17;656
10;33;-159;22;-24.0;-3.0;-18;9.0;-10;653
-20;21;-159;24;-69.0;-41.0;-20;41.0;26;657
5;-16;-159;20;-56.0;-3.0;29;35.0;-36;657
5;24;-159;21;-52.0;10.0;-28;21.0;-7;653
29;8;-159;21;-63.0;12.0;38;20.0;45;656
14;4;-159;21;-46.0;-69.0;-19;60.0;33;653
-1;-3;-159;26;-53.0;-55.0;-27;28.0;-5;649
18;1;-159;18;-59.0;-28.0;23;5.0;49;656
9;-16;-159;21;-69.0;-3.0;4;68.0;-14;651
-19;25;-159;25;-36.0;32.0;29;30.0;25;645
10;-30;-159;8;-65.0;-38.0;-23;47.0;-20;668
20;2;-159;18;-16.0;37.0;-4;54.0;-11;656
-24;22;-159;15;-73.0;-58.0;11;44.0;39;655
22;-2;-159;23;-39.0;12.0;-7;31.0;-2;652
17;12;-165;20;-98.0;-96.0;-51;189.0;274;657
-10;14;-159;18;-83.0;-25.0;5;27.0;-18;658
-7;17;-160;18;-43.0;14.0;-18;28.0;0;659
-33;-16;-159;21;-92.0;-13.0;11;16.0;7;654
10;47;-159;20;-43.0;-38.0;-23;7.0;-5;648
31;11;-158;17;-111.0;-32.0;20;40.0;-18;662
-21;2;-153;20;8.0;58.0;2;11.0;-4;657
-18;18;-131;12;61.0;43.0;15;20.0;-4;763
16;-4;-162;10;-472.0;-1.0;-26;-51.0;-9;667
11;4;-159;23;27.0;-6.0;19;72.0;-5;658
-28;-2;-161;21;13.0;-221.0;-4;88.0;31;676
2813;-1915;-156;2773;170.0;630.0;-1143;-1189.0;-347;2773
-20;30;-131;15;-27.0;19.0;-1;52.0;43;754
12;2;-159;17;-82.0;-10.0;51;92.0;41;653
-921;-318;-152;11;-244.0;-283.0;-37;-80.0;69;626
56;234;-154;27;-776.0;-982.0;2741;419.0;1153;601
2557;484;-166;52;-118.0;-100.0;29;326.0;43;1119
-4;-22;-168;31;-1978.0;-1847.0;-954;668.0;2828;652
-23;35;-131;13;-41.0;19.0;-9;26.0;-7;756
-1285;3934;-158;-1052;-457.0;-451.0;-101;599.0;99;1973
-10;12;-133;13;-141.0;-85.0;11;121.0;-15;760
-153;146;-158;12;-699.0;-389.0;-863;684.0;1845;647
-8;-19;-131;15;-30.0;-47.0;-22;23.0;-9;759
-17;-13;-167;20;-408.0;-898.0;-409;506.0;-120;658
-31;26;-145;81;-275.0;-675.0;5038;500.0;444;680
18;19;-159;18;-86.0;-60.0;0;96.0;5;653
32;2;-162;11;-81.0;72.0;37;77.0;-14;661
-20;-1;-147;18;126.0;-71.0;-723;218.0;776;663
1;3;-162;19;15.0;60.0;-12;35.0;-31;655
-19;15;-153;23;47.0;83.0;3;14.0;-6;664
-11;-8;-162;23;-4.0;80.0;-25;-21.0;2;657
-23;-14;-162;20;9.0;69.0;-13;-11.0;-24;659
-12;-10;-160;17;-81.0;47.0;60;89.0;3;683
29;10;-159;20;114.0;-61.0;5;36.0;16;652
-19;-15;-134;10;-144.0;-1.0;17;36.0;2;750
-11;3;-133;11;23.0;42.0;-22;42.0;10;759
17;29;-159;20;-53.0;80.0;12;17.0;-19;658
3;23;-162;21;-51.0;-30.0;-42;-3.0;-37;658
29;8;-160;20;-45.0;86.0;37;65.0;-21;655
-2769;-178;-169;1379;339.0;440.0;-90;114.0;-62;-332
-45;15;-158;14;-145.0;-246.0;894;-85.0;645;663
34;8;-162;21;-85.0;-18.0;41;26.0;-38;654
7;2;-133;11;-22.0;31.0;34;41.0;14;760
20;13;-159;21;-74.0;-143.0;-3;60.0;21;658
5;-35;-152;15;111.0;-61.0;205;-33.0;225;669
6;2;-167;21;51.0;-196.0;-25;-38.0;-7;663
8;13;-131;21;-84.0;-47.0;-13;10.0;-28;759
-3;2;-133;9;-32.0;-24.0;45;17.0;12;758
-12;16;-162;19;-94.0;-97.0;-24;57.0;-20;658
-13;-4;-133;15;-30.0;86.0;28;3.0;-3;755
1;6;-133;9;-25.0;-22.0;60;34.0;7;760
-13;26;-159;24;-192.0;-93.0;27;114.0;-19;649
27;-33;-158;20;-99.0;-64.0;-10;-179.0;6;666
-12;1;-175;19;-116.0;-90.0;-13;74.0;-6;667
-13;-10;-133;7;-32.0;-16.0;-17;22.0;-28;759
-200;214;-156;-5;914.0;717.0;3740;-581.0;-1853;676
17;7;-158;12;22.0;70.0;-18;-4.0;-22;668
1088;-286;178;145;-111.0;-95.0;9;145.0;-13;559
9;-4;-159;17;476.0;97.0;-7;145.0;43;657
926;-4237;-162;741;1324.0;91.0;-122;-510.0;-165;443
9;-30;-159;21;14.0;11.0;-14;18.0;-31;652
3;5;-160;17;30.0;240.0;14;6.0;21;655
-113;13;-157;16;-11.0;478.0;-4;196.0;967;631
15;-12;-157;19;-8.0;-4.0;-11;109.0;-18;655
383;642;-160;195;-145.0;104.0;-47;-100.0;-18;91
10;22;-159;16;2.0;33.0;-6;-13.0;-20;655
-15;-6;-159;16;172.0;-35.0;-37;23.0;-8;663
-18;-11;-175;23;71.0;33.0;-3;308.0;-15;663
-2;12;-159;32;-128.0;-113.0;26;48.0;-11;639
12;-15;-162;19;-85.0;69.0;40;18.0;11;656
137;1809;-175;105;-792.0;-133.0;510;600.0;1304;577
8;17;-159;17;-35.0;-50.0;-11;105.0;-30;653
-7;-10;-175;18;39.0;-24.0;29;15.0;7;670
-7;2;-156;19;37.0;21.0;-54;19.0;-13;665
15;2;-175;16;13.0;-11.0;-39;50.0;-21;674
-28;2;-159;24;-47.0;47.0;-15;-38.0;0;650
-38;-9;-175;18;-8.0;-66.0;-8;52.0;-44;667
10;-34;-131;13;0.0;-130.0;8;1.0;-7;760
-16;-38;-157;14;-49.0;104.0;-13;14.0;4;654
-11;16;-154;15;81.0;63.0;-28;-21.0;-14;669
-10;-3;-162;19;-4.0;28.0;35;-39.0;-22;659
-18;3;-163;23;-68.0;-12.0;-14;4.0;-66;658
3;8;-175;23;-13.0;63.0;0;-21.0;-3;659
-20;-22;-134;15;-36.0;6.0;3;-39.0;-6;752
-23;7;-156;24;8.0;-28.0;14;65.0;-28;661
-23;13;-156;42;15.0;26.0;6;-19.0;9;654
-30;-17;-133;9;-13.0;8.0;-9;-25.0;-8;754
-15;-19;-163;13;-7.0;100.0;-15;-156.0;-19;671
-8;0;-159;20;-139.0;26.0;20;22.0;27;655
6;15;-175;16;-24.0;75.0;-33;0.0;-5;669
-13;3;-157;15;-38.0;14.0;15;97.0;-25;653
-11;-16;-156;17;-19.0;-4.0;16;75.0;-42;654
-19;2;-133;14;-31.0;2.0;24;67.0;-11;755
-16;6;-133;11;-25.0;31.0;-18;-12.0;-36;753
0;-8;-159;18;-94.0;-49.0;14;-34.0;-11;660
-9;-7;-159;22;-89.0;-55.0;23;-15.0;-8;654
-11;4;-156;15;29.0;39.0;-1;4.0;-27;667
-1;-66;-175;19;-199.0;-91.0;11;95.0;5;663
-33;-1;-159;25;-106.0;-9.0;-1;89.0;-41;649
-12;-16;-133;10;-41.0;10.0;-17;-7.0;-19;758
1;-10;-159;14;63.0;27.0;13;-61.0;-20;659
-125;-48;-160;63;-41.0;-117.0;1;-79.0;-24;146
-29;-17;-156;14;-192.0;-232.0;5;61.0;7;657
-26;-9;-133;14;43.0;-16.0;-7;97.0;33;755
13;4;-133;16;57.0;0.0;6;55.0;22;754
-20;-13;-159;16;-77.0;-44.0;-36;-10.0;-25;656
-8;16;-159;18;-154.0;-173.0;-19;-103.0;-23;658
11;11;-159;20;-75.0;-111.0;-24;13.0;6;657
-8;-51;-171;13;-93.0;-107.0;-707;-1.0;-75;677
-25;12;-156;20;6.0;36.0;-21;11.0;-14;668
-41;23;-164;16;-145.0;-449.0;-18;180.0;-73;666
3;-7;-163;15;-105.0;-7.0;-31;146.0;-26;663
-8;8;-159;21;-93.0;61.0;-20;79.0;-3;658
1819;-3105;-163;364;632.0;711.0;-114;-767.0;-32;918
-22;11;-157;18;-37.0;-43.0;-47;-1.0;-24;655
11;-13;-159;19;-117.0;51.0;10;-53.0;7;655
-1439;-281;-159;1234;-274.0;89.0;-17;-129.0;253;39
-1727;7030;-137;-1116;-611.0;-102.0;-488;578.0;497;2205
-22;-7;-133;12;-32.0;60.0;-6;18.0;4;754
-2;2;-159;21;3.0;57.0;-7;-3.0;-20;657
-11;37;-159;18;-9.0;15.0;45;-14.0;-13;653
-21;0;-160;15;19.0;53.0;-2;0.0;-19;683
-20;1;-134;15;-44.0;2.0;-56;-23.0;-26;750
-34;-2;-153;19;-72.0;143.0;12;17.0;-2;664
-82;3252;168;2;-818.0;-624.0;-2785;583.0;-283;602
-31;-30;-159;22;-99.0;-58.0;-4;60.0;-21;652
16;12;-157;19;-258.0;-130.0;-4;74.0;-22;700
-1270;-115;-157;65;318.0;197.0;-46;-145.0;-14;615
4;23;-156;14;-110.0;21.0;-32;79.0;-2;669
-360;-1498;-167;-10;-641.0;200.0;36;307.0;37;596
8;-44;-159;15;-8.0;-71.0;28;44.0;2;655
-49;-9;-175;14;113.0;-432.0;-1;347.0;-39;661
-13;-1;-159;24;-2.0;-118.0;-17;98.0;0;652
-652;-1591;-165;2906;408.0;387.0;-1365;-898.0;-421;1985
-25;8;-133;11;-28.0;14.0;5;41.0;-21;752
8;0;-156;16;-150.0;-21.0;5;241.0;27;659
-18;20;-159;21;-116.0;-22.0;22;106.0;20;653
-38;19;-159;21;-32.0;-99.0;6;231.0;27;660
-11;19;-159;18;-39.0;53.0;8;-47.0;12;660
689;-785;-159;270;675.0;30.0;-15;-766.0;79;833
-40;164;-159;51;19.0;7.0;-16;50.0;-6;152
-26;-4;-162;17;105.0;-83.0;-383;-62.0;-67;670
-13;-10;-133;14;-143.0;-29.0;32;-16.0;-26;754
-11;-19;-159;20;74.0;77.0;-4;54.0;-9;652
155;666;-163;14;503.0;799.0;-71;-121.0;28;661
10;-10;-159;20;-62.0;48.0;5;-13.0;-25;655
-19;-41;-157;17;-144.0;46.0;9;62.0;24;702
25;11;-159;18;-145.0;127.0;-18;274.0;-5;657
-64;391;-172;26;53.0;-58.0;2656;675.0;751;689
-5;-17;-133;14;-47.0;44.0;26;5.0;-32;750
11;5;-159;17;-81.0;-41.0;21;158.0;10;658
324;49;-159;25;57.0;20.0;6;72.0;1;675
-3;-28;-133;14;11.0;14.0;9;31.0;-35;754
-16;11;-159;17;45.0;27.0;0;34.0;11;657
15;-10;-157;21;5.0;12.0;27;-36.0;29;648
-14;12;-132;18;-64.0;116.0;-3;22.0;-37;753
-12;28;-132;18;35.0;-14.0;21;37.0;-19;750
-13;2;-132;8;-36.0;23.0;-5;12.0;-22;764
18;15;-157;16;-111.0;77.0;-8;65.0;-12;653
-23;26;-174;19;-45.0;63.0;3;19.0;-22;671
-14;5;-162;18;-21.0;-119.0;-6;13.0;-2;659
-21;18;-156;17;-60.0;25.0;15;-38.0;-6;655
-17;1525;-124;154;-1298.0;-1151.0;-33;99.0;81;695
2013;-5086;-163;-467;1757.0;1052.0;-335;-1348.0;39;1141
11;-11;-156;18;-5.0;-66.0;2;9.0;-41;667
-13;14;-174;18;-65.0;61.0;-15;-42.0;-16;671
1;-2;-174;20;-108.0;52.0;22;1.0;-9;663
10;-3;-160;18;-70.0;121.0;4;33.0;3;676
20;-21;-159;20;-1.0;50.0;36;-21.0;-9;656
-14;0;-174;22;-56.0;50.0;-33;6.0;-22;669
-26;14;-161;20;-348.0;79.0;-44;-46.0;-22;675
12;-4;-159;16;-103.0;-108.0;-13;74.0;26;656
-41;19;-159;25;-122.0;-168.0;16;100.0;-13;652
-4;1;-165;24;65.0;366.0;-33;440.0;-32;658
-20;15;-159;23;-3.0;42.0;-37;-10.0;9;657
-7;8;-132;13;-49.0;76.0;-17;26.0;40;753
-18;210;-159;22;10.0;-147.0;-1;134.0;-21;693
-12;22;-159;22;-109.0;80.0;-20;3.0;-14;651
-23;-7;-163;20;18.0;106.0;21;-15.0;-41;652
-18;-19;-174;12;-5.0;74.0;-3;-10.0;-4;672
20;-5;-159;18;-93.0;-12.0;42;-45.0;23;658
11;-2;-159;22;-30.0;6.0;46;-49.0;17;656
-35;20;-174;16;17.0;58.0;15;0.0;-15;675
3;11;-132;12;-26.0;36.0;-20;-1.0;-25;758
-6;16;-132;15;-75.0;49.0;2;22.0;-40;754
505;1175;-159;169;-278.0;-103.0;23;36.0;-29;55
-16;27;-174;21;-22.0;27.0;26;-16.0;-17;668
14;-2;-159;21;-60.0;-96.0;-3;74.0;-10;651
-19;-4;-165;21;-153.0;-192.0;21;-42.0;18;661
12;-2;-174;22;18.0;-36.0;-31;62.0;7;663
-6;12;-156;17;4.0;-50.0;-14;-38.0;-23;667
-2;18;-156;19;14.0;-62.0;8;-74.0;-5;666
-13;23;-174;19;-7.0;-53.0;-43;51.0;1;670
11;15;-131;8;-4.0;-49.0;2;-27.0;-43;761
34;16;-174;15;18.0;-66.0;16;47.0;13;676
8;35;-131;15;-24.0;36.0;12;38.0;-29;760
8;0;-131;15;-82.0;-163.0;-16;51.0;-16;758
-45;2;-111;22;97.0;-1033.0;33;607.0;25;670
-16;-20;-156;23;-91.0;-90.0;-35;15.0;-7;646
-82;-62;-156;19;-197.0;-176.0;-1;48.0;-30;653
-15;-19;-157;23;-121.0;89.0;-36;65.0;-10;647
6;1;-167;20;-56.0;44.0;25;-65.0;4;663
-6;-15;-168;14;-41.0;18.0;-49;-105.0;1;656
-26;23;-167;18;-66.0;45.0;26;-31.0;-11;660
-7;2;-156;17;76.0;-132.0;-3;-325.0;-22;667
-212;-2826;-163;767;-444.0;-182.0;-247;-217.0;-147;358
-17;-28;-156;19;-13.0;159.0;20;64.0;-3;659
-7;2;-166;15;-41.0;51.0;63;-15.0;16;673
6;-11;-156;20;-138.0;14.0;33;69.0;5;646
-4;-14;-133;12;-43.0;-20.0;58;8.0;-16;754
1720;-536;-159;48;446.0;90.0;41;-138.0;23;749
7;-28;-149;28;-147.0;-65.0;-26;8.0;-24;662
7;13;-133;10;15.0;46.0;-28;101.0;9;751
7;13;-133;10;-36.0;89.0;-12;-18.0;16;751
4551;-573;-177;-218;-1154.0;-953.0;17;-43.0;21;1443
-6;15;-156;21;-314.0;-277.0;-4;-90.0;38;648
-115;-182;-173;-2;44.0;257.0;-3333;684.0;704;653
11;22;-162;19;-71.0;74.0;22;94.0;-27;656
-16;12;-158;16;-9.0;-78.0;-22;-41.0;-12;669
-809;2713;-162;710;232.0;683.0;-2473;-1093.0;-854;-259
2776;-5079;-166;-1307;731.0;760.0;-295;-1070.0;68;2519
-11;-8;-160;15;-51.0;-290.0;26;107.0;-15;657
-13;-9;-133;9;-93.0;163.0;-52;91.0;16;755
-33;-1;-131;21;42.0;75.0;-7;8.0;-15;749
24;-50;-133;14;-19.0;13.0;-12;29.0;-16;756
-23;3;-133;13;-76.0;20.0;7;17.0;-15;754
22;-18;-156;11;52.0;-146.0;-2;33.0;-8;668
-2802;6621;-156;1144;-748.0;-242.0;3273;458.0;1120;-697
7;1;-158;23;-17.0;-17.0;-57;-29.0;17;658
-41;-8;-133;17;-49.0;-7.0;49;3.0;1;752
0;-14;-162;19;-21.0;116.0;34;2.0;8;653
174;-321;-170;16;-46.0;-24.0;-86;517.0;-84;907
10;-31;-133;16;-118.0;6.0;-10;0.0;-27;753
-44;-9;-155;21;2.0;-33.0;16;-31.0;-13;674
-22;13;-133;15;-27.0;27.0;3;21.0;0;756
7;-20;-134;11;-5.0;177.0;32;-7.0;1;760
-25;0;-174;21;-58.0;21.0;18;-9.0;-34;654
-25;23;-167;18;-131.0;-18.0;-17;42.0;13;659
-16;-10;-156;23;-116.0;-5.0;14;81.0;6;659
-12;-13;-156;21;-121.0;23.0;-8;65.0;5;660
-35;85;-118;225;-240.0;59.0;1928;769.0;-758;653
32;27;-157;17;-21.0;-70.0;13;4.0;-12;658
18;4;-133;10;-32.0;22.0;19;6.0;-26;757
652;-298;-163;-3;132.0;-417.0;-10;-1039.0;-30;464
5;-20;-136;20;-217.0;170.0;-289;-14.0;132;668
-4;-12;-133;17;-25.0;29.0;-39;12.0;7;753
-25;23;-167;18;19.0;0.0;24;44.0;-31;660
-857;2376;-153;-498;372.0;532.0;-8652;-539.0;-1411;1557
-1597;6801;-180;127;-421.0;-148.0;-3323;266.0;-879;401
0;-25;-156;9;-68.0;59.0;-4;67.0;-16;664
-44;-11;-154;19;-174.0;-6.0;-4;61.0;-16;667
-24;2;-156;18;-123.0;53.0;-3;45.0;-10;670
7;20;-157;14;-11.0;-2.0;-7;25.0;-56;657
-364;1295;179;-722;219.0;367.0;-6193;-892.0;-356;1376
-5;14;-133;15;35.0;39.0;6;22.0;-11;754
-18;5;-133;13;-21.0;31.0;-9;-20.0;-27;755
-38;6;-133;13;-15.0;7.0;5;26.0;-7;754
18;12;-133;12;-41.0;37.0;-4;-12.0;3;752
-22;4;-157;18;21.0;-2.0;-12;-12.0;-7;654
-146;-386;-153;134;199.0;213.0;49;145.0;-11;535
10;-13;-159;14;-8.0;-139.0;-14;-19.0;-20;657
17;12;-133;12;-32.0;44.0;-3;0.0;4;752
-18;24;-162;23;100.0;-8.0;-22;-22.0;-31;658
24;16;-133;12;-34.0;40.0;-30;16.0;-18;751
14;-9;-175;18;69.0;106.0;17;-65.0;7;670
-1;2;-156;22;-16.0;77.0;31;49.0;-28;656
-24;-14;-163;14;54.0;-85.0;44;2.0;-11;655
-12;-3;-169;18;-46.0;-156.0;-82;19.0;-62;658
-29;-12;-157;22;0.0;-4.0;-25;18.0;-25;648
4;24;-132;15;-75.0;479.0;18;44.0;12;760
-41;-11;-133;13;-22.0;1.0;-3;1.0;9;754
-25;-8;-133;11;-24.0;46.0;-19;23.0;-48;755
-37;-13;-157;18;-25.0;6.0;36;-27.0;-11;656
-1783;-2244;-162;990;111.0;143.0;-197;-83.0;191;445
23;1;-157;18;-108.0;60.0;-23;25.0;1;653
-557;1144;-151;-130;-186.0;-760.0;-238;292.0;93;737
0;31;-133;11;-42.0;40.0;10;26.0;11;755
-12;41;-133;12;-32.0;32.0;0;24.0;21;756
-23;24;-133;11;-92.0;1.0;-7;16.0;-18;758
-33;10;-154;15;-12.0;-75.0;15;4.0;-40;658
-18;-2;-153;16;11.0;-74.0;-6;7.0;-5;665
-2;14;-133;14;-17.0;13.0;1;0.0;9;757
4;15;-157;23;-42.0;70.0;1;1.0;0;645
-24;-20;-153;18;-63.0;66.0;-37;23.0;1;674
-23;0;-154;20;-242.0;160.0;33;77.0;-9;660
-1;13;-133;14;-54.0;5.0;11;1.0;-43;757
-1;9;-168;13;-35.0;2.0;-83;3.0;-40;658
-753;-1299;-121;842;25.0;300.0;-6;293.0;-51;491
-12;-23;-153;17;-14.0;9.0;-44;-7.0;-33;670
-12;2;-133;13;10.0;-1.0;-16;-24.0;24;758
-2;-49;-155;19;520.0;-234.0;164;-262.0;-1697;680
946;-1200;-167;772;-747.0;-285.0;-948;378.0;-142;1759
-36;21;-153;15;-254.0;46.0;9;32.0;-21;668
4;22;-160;22;-411.0;32.0;25;141.0;-21;676
47;15;-156;17;-245.0;449.0;-45;-946.0;41;655
-7;-3;-159;19;101.0;148.0;15;41.0;-16;658
-2;34;-153;19;17.0;68.0;-17;18.0;-31;665
