InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit RUA gyroX;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;InertialMeasurementUnit L-SHOE Body_Ay
-8;-14;-133;16;-61.0;21.0;20;14.0;12;751
-18;3;-133;9;-47.0;-18.0;-19;18.0;11;756
-41;-8;-133;17;-49.0;-7.0;49;3.0;1;752
-5;-5;-133;12;-15.0;-5.0;19;18.0;10;754
36;11;-133;9;-20.0;6.0;10;14.0;-21;756
-4;-14;-133;12;-43.0;-20.0;58;8.0;-16;754
-5;-17;-133;14;-47.0;44.0;26;5.0;-32;750
-25;8;-133;11;-28.0;14.0;5;41.0;-21;752
-31;-28;-133;17;-26.0;8.0;-41;18.0;-6;753
-22;-9;-133;13;-47.0;10.0;24;0.0;3;754
-22;-7;-133;12;-32.0;60.0;-6;18.0;4;754
-31;54;-133;15;7.0;36.0;-17;16.0;-15;757
5;7;-133;16;-58.0;10.0;-11;11.0;7;754
8;4;-133;16;-39.0;19.0;-25;26.0;-15;754
13;4;-133;16;57.0;0.0;6;55.0;22;754
-26;-9;-133;14;43.0;-16.0;-7;97.0;33;755
8;1;-133;18;-43.0;18.0;-25;0.0;44;752
-12;-16;-133;10;-41.0;10.0;-17;-7.0;-19;758
-16;6;-133;11;-25.0;31.0;-18;-12.0;-36;753
-19;2;-133;14;-31.0;2.0;24;67.0;-11;755
20;47;-133;12;61.0;59.0;11;102.0;6;761
593;-314;-175;43;316.0;132.0;61;-36.0;-18;662
-9;-102;-160;-22;-115.0;77.0;-19;-28.0;60;714
17;-29;-133;19;32.0;34.0;-24;114.0;4;748
4;-1;-133;12;58.0;77.0;-23;67.0;11;757
-11;3;-133;11;23.0;42.0;-22;42.0;10;759
-20;-15;-133;25;61.0;78.0;-5;39.0;-11;743
7;2;-133;11;-22.0;31.0;34;41.0;14;760
-3;2;-133;9;-32.0;-24.0;45;17.0;12;758
-1;2;-133;10;-13.0;1.0;16;16.0;-2;757
-13;-4;-133;15;-30.0;86.0;28;3.0;-3;755
-1;4;-133;12;-28.0;21.0;-26;19.0;3;755
1;6;-133;9;-25.0;-22.0;60;34.0;7;760
-13;-10;-133;7;-32.0;-16.0;-17;22.0;-28;759
-30;-17;-133;9;-13.0;8.0;-9;-25.0;-8;754
-19;-41;-157;17;-144.0;46.0;9;62.0;24;702
-13;-10;-133;14;-143.0;-29.0;32;-16.0;-26;754
-46;-24;-157;19;-123.0;37.0;2;46.0;21;702
15;-31;-159;26;-67.0;12.0;-15;-172.0;-25;663
-2020;-935;-159;244;369.0;1374.0;-17;-96.0;-3;749
-28;1;-157;17;-83.0;130.0;-22;30.0;43;702
-15;1;-157;22;-155.0;42.0;-4;-34.0;-2;700
-7;8;-132;13;-49.0;76.0;-17;26.0;40;753
7;13;-132;8;85.0;35.0;27;-39.0;19;760
8;13;-132;8;67.0;70.0;12;-13.0;13;763
3;11;-132;12;-26.0;36.0;-20;-1.0;-25;758
-6;16;-132;15;-75.0;49.0;2;22.0;-40;754
-2;-9;-131;13;169.0;242.0;-7;11.0;11;764
4;-1;-132;15;42.0;129.0;3;-20.0;-46;750
38;-13;-157;21;-179.0;-116.0;-16;101.0;15;696
10;35;-132;11;-56.0;123.0;29;24.0;-53;755
-14;12;-132;18;-64.0;116.0;-3;22.0;-37;753
-618;-1774;-165;-604;-599.0;-491.0;-506;457.0;-100;1216
1420;-1868;-156;2669;122.0;406.0;-631;-1197.0;-162;2158
-6;-8;-132;11;58.0;-17.0;-15;36.0;5;831
5;35;-132;13;8.0;170.0;-27;66.0;-7;754
18;-8;-132;12;-79.0;-18.0;-38;66.0;-7;754
-1;-21;-132;12;-73.0;-182.0;-28;-3.0;-17;754
-22;33;-174;19;-663.0;-311.0;-17;108.0;-25;664
-7;-16;-132;15;-37.0;184.0;-2;31.0;-18;757
38;3;-157;23;-323.0;387.0;41;-191.0;10;656
16;12;-157;19;-258.0;-130.0;-4;74.0;-22;700
-18;-18;-132;15;-236.0;177.0;14;8.0;-34;751
32;-10;-132;15;-106.0;-37.0;24;-82.0;-36;755
11;33;-132;10;-28.0;-146.0;36;-44.0;-24;762
-3;9;-159;13;-396.0;-356.0;-13;184.0;3;659
175;-72;-174;-21;-139.0;-299.0;47;-1.0;-26;690
-1;-29;-132;17;-44.0;-139.0;9;-19.0;51;751
16;2;-161;16;-272.0;-332.0;-91;88.0;7;661
72;178;-154;24;-1571.0;-662.0;6296;936.0;-247;674
22;-2;-157;18;-228.0;-162.0;-29;96.0;-14;703
1;28;-134;9;326.0;44.0;3;-165.0;10;760
21;12;-132;11;77.0;8.0;18;112.0;21;762
-17;18;-132;17;181.0;111.0;-25;-15.0;-20;757
-2;4;-132;19;-74.0;-7.0;-36;30.0;13;754
-13;2;-132;8;-36.0;23.0;-5;12.0;-22;764
-12;28;-132;18;35.0;-14.0;21;37.0;-19;750
-14;20;-132;17;-58.0;96.0;40;19.0;9;752
-6;16;-132;6;-69.0;-129.0;8;52.0;-9;762
-15;25;-157;17;-192.0;-179.0;-24;79.0;-27;700
-12;-41;-131;18;168.0;131.0;-23;56.0;27;755
25;5;-131;14;93.0;56.0;-6;52.0;22;758
-2;-2;-157;27;-202.0;-152.0;-41;88.0;-72;697
-15;-6;-159;16;172.0;-35.0;-37;23.0;-8;663
30;7;-148;20;-231.0;-211.0;298;289.0;-413;658
-2;-9;-159;20;-16.0;-82.0;-17;130.0;25;655
-38;19;-159;21;-32.0;-99.0;6;231.0;27;660
9;-24;-175;16;85.0;96.0;35;59.0;-1;672
39;2;-156;23;67.0;204.0;28;52.0;11;665
-14;10;176;16;-17.0;174.0;56;-10.0;-3;654
-4;24;-131;5;-278.0;-36.0;-4;33.0;12;764
88;167;-167;49;-231.0;-211.0;-156;-22.0;75;610
-7;15;176;18;-39.0;-188.0;39;109.0;-4;652
-1;-20;-131;11;-81.0;-213.0;11;-23.0;19;766
-6;-23;-131;11;-30.0;-187.0;-16;-85.0;-19;831
-39;-36;-131;17;71.0;15.0;-16;46.0;33;758
-49;-1;-174;22;-431.0;-50.0;0;-32.0;21;673
-54;23;-161;25;-420.0;-250.0;-310;738.0;-443;656
-32;-1;-131;12;-150.0;149.0;-11;110.0;-58;767
12;-13;-131;12;-226.0;-102.0;-19;71.0;-30;762
8;13;-131;21;-84.0;-47.0;-13;10.0;-28;759
19;9;-167;15;-299.0;-124.0;-222;156.0;-10;648
-9;-10;-159;18;-78.0;158.0;-5;142.0;-6;656
19;11;-159;16;33.0;-57.0;29;64.0;-10;654
26;18;-159;17;-1.0;63.0;-11;-158.0;-10;655
-6;-38;-159;16;14.0;22.0;-41;-147.0;-9;663
-22;-8;-149;17;-259.0;-220.0;48;128.0;-27;678
-41;19;-159;25;-122.0;-168.0;16;100.0;-13;652
11;4;-159;23;27.0;-6.0;19;72.0;-5;658
-2;17;-159;18;86.0;34.0;6;21.0;-31;658
1;11;-131;20;-17.0;10.0;-51;-7.0;-4;756
-20;30;-131;15;-27.0;19.0;-1;52.0;43;754
29;10;-159;20;114.0;-61.0;5;36.0;16;652
-28;12;-159;17;-159.0;-171.0;15;-32.0;-13;658
-3;-6;-159;17;-138.0;-126.0;-16;-18.0;-51;655
2;21;-159;24;-219.0;-148.0;1;2.0;6;652
-10;-13;-159;21;-229.0;-441.0;2;-74.0;-15;651
-23;35;-131;13;-41.0;19.0;-9;26.0;-7;756
-24;37;-131;13;-23.0;-39.0;-21;10.0;23;756
-12;-4;-131;19;-71.0;-36.0;-22;43.0;28;750
-7;12;-163;20;-119.0;-80.0;-41;76.0;47;660
-8;-19;-131;15;-30.0;-47.0;-22;23.0;-9;759
-136;-2;-163;28;7.0;-797.0;-270;1232.0;19;674
15;3;-159;18;-48.0;-56.0;18;157.0;-10;653
18;19;-159;18;-86.0;-60.0;0;96.0;5;653
10;-13;-159;14;-8.0;-139.0;-14;-19.0;-20;657
8;-10;-159;22;-20.0;-223.0;27;-11.0;-32;651
1;-6;-160;20;17.0;132.0;2;-86.0;-20;652
20;4;-160;16;3.0;160.0;27;-95.0;41;654
3;-33;-163;20;-161.0;-94.0;-61;39.0;17;659
7;15;-159;14;-9.0;-91.0;-40;-59.0;-13;657
31;2;-159;21;-98.0;-210.0;-1;-12.0;18;653
14;34;-159;23;-30.0;-21.0;-13;2.0;18;653
9;24;-160;19;110.0;129.0;14;3.0;-32;660
8;-6;-160;26;33.0;99.0;6;7.0;-32;654
17;29;-159;20;-53.0;80.0;12;17.0;-19;658
-33;-16;-159;21;-92.0;-13.0;11;16.0;7;654
29;8;-160;20;-45.0;86.0;37;65.0;-21;655
1;24;-159;16;-4.0;131.0;29;46.0;-12;661
-7;-3;-159;19;101.0;148.0;15;41.0;-16;658
17;18;-159;21;125.0;163.0;-19;74.0;-18;654
-7;17;-160;18;-43.0;14.0;-18;28.0;0;659
21;21;-160;22;-48.0;-129.0;-27;43.0;16;649
-13;-18;-159;20;19.0;-33.0;27;0.0;27;651
9;2;-159;23;27.0;-106.0;11;3.0;20;648
-10;14;-159;18;-83.0;-25.0;5;27.0;-18;658
-5;20;-159;19;-90.0;42.0;14;52.0;46;656
-7;-25;-159;13;50.0;197.0;21;-34.0;-11;660
10;-7;-159;20;15.0;136.0;22;-56.0;-30;656
-33;1;-159;24;-82.0;18.0;-24;-94.0;-7;652
15;39;-159;28;91.0;-24.0;7;-15.0;-97;647
-186;-167;-159;55;366.0;17.0;25;-14.0;-1;196
-11;-19;-159;20;74.0;77.0;-4;54.0;-9;652
-1;0;-159;21;84.0;100.0;4;7.0;-18;655
39;-16;-159;14;-161.0;-90.0;-7;104.0;-4;657
-13;26;-159;24;-192.0;-93.0;27;114.0;-19;649
38;-5;-159;25;-103.0;-112.0;18;83.0;19;649
-20;-6;-159;15;86.0;58.0;24;21.0;-23;658
-6;-38;-159;17;29.0;34.0;-62;8.0;18;654
9;-30;-159;21;14.0;11.0;-14;18.0;-31;652
14;-6;-159;22;2.0;114.0;-8;26.0;9;655
0;28;-159;22;36.0;80.0;20;20.0;48;655
-14;12;-159;18;59.0;83.0;-18;49.0;-27;654
10;47;-159;20;-43.0;-38.0;-23;7.0;-5;648
10;22;-159;16;2.0;33.0;-6;-13.0;-20;655
-11;25;-159;21;65.0;-18.0;-2;40.0;2;658
22;-2;-159;23;-39.0;12.0;-7;31.0;-2;652
10;-5;-159;22;-111.0;-71.0;11;62.0;-5;654
-24;22;-159;15;-73.0;-58.0;11;44.0;39;655
-6;38;-159;17;-66.0;-47.0;32;83.0;53;655
8;17;-159;17;-35.0;-50.0;-11;105.0;-30;653
20;2;-159;18;-16.0;37.0;-4;54.0;-11;656
-16;-3;-159;16;25.0;2.0;-56;24.0;-17;661
-20;-13;-159;19;127.0;79.0;-51;1.0;11;655
-28;2;-159;24;-47.0;47.0;-15;-38.0;0;650
27;22;-159;20;10.0;171.0;6;7.0;4;653
-8;-40;-131;17;-25.0;-72.0;-20;9.0;-19;756
-33;2;-131;20;58.0;55.0;-7;-8.0;12;750
-33;-1;-131;21;42.0;75.0;-7;8.0;-15;749
-42;23;-156;16;96.0;384.0;60;-255.0;-12;670
-18;3;-163;23;-68.0;-12.0;-14;4.0;-66;658
5;1;-167;20;33.0;-150.0;-7;-41.0;29;663
-1;23;-159;19;133.0;132.0;-17;33.0;21;656
-6;-12;-159;20;92.0;177.0;-2;119.0;-24;650
6;2;-167;21;51.0;-196.0;-25;-38.0;-7;663
0;-3;176;14;-83.0;-123.0;-10;52.0;12;656
17;6;-159;18;-10.0;27.0;-26;-81.0;14;656
-8;0;-159;20;-139.0;26.0;20;22.0;27;655
4;20;-159;19;97.0;-100.0;10;-29.0;10;656
33;31;-159;18;-76.0;-150.0;10;36.0;21;655
10;-30;-159;8;-65.0;-38.0;-23;47.0;-20;668
-19;25;-159;25;-36.0;32.0;29;30.0;25;645
-8;20;-159;19;-205.0;-60.0;10;-7.0;-11;656
0;-8;-159;18;-94.0;-49.0;14;-34.0;-11;660
-9;-7;-159;22;-89.0;-55.0;23;-15.0;-8;654
17;-8;-159;13;-275.0;-149.0;5;44.0;-2;662
4;-19;-159;18;-169.0;-38.0;-5;60.0;-21;655
-33;-1;-159;25;-106.0;-9.0;-1;89.0;-41;649
9;-16;-159;21;-69.0;-3.0;4;68.0;-14;651
18;1;-159;18;-59.0;-28.0;23;5.0;49;656
-27;-21;-159;24;-24.0;-67.0;-8;-49.0;2;657
-2;12;-159;32;-128.0;-113.0;26;48.0;-11;639
-11;25;-159;14;-134.0;-18.0;3;160.0;38;658
20;4;-159;17;-125.0;-150.0;-33;101.0;9;654
-20;-13;-159;16;-77.0;-44.0;-36;-10.0;-25;656
-10;24;-159;22;-79.0;-107.0;6;1.0;0;652
11;11;-159;20;-75.0;-111.0;-24;13.0;6;657
-1;-3;-159;26;-53.0;-55.0;-27;28.0;-5;649
14;4;-159;21;-46.0;-69.0;-19;60.0;33;653
20;13;-159;21;-74.0;-143.0;-3;60.0;21;658
26;15;-159;16;-125.0;-4.0;-18;85.0;-1;655
-8;8;-159;21;-93.0;61.0;-20;79.0;-3;658
26;-35;-159;20;-92.0;94.0;14;-20.0;-3;657
38;-4;-159;17;-98.0;98.0;21;-59.0;-9;658
11;-13;-159;19;-117.0;51.0;10;-53.0;7;655
-29;-28;-159;24;-59.0;46.0;-26;-70.0;28;651
19;21;-159;25;100.0;35.0;38;-45.0;11;654
-28;12;-159;21;52.0;130.0;-24;-2.0;-3;652
-2;2;-159;21;3.0;57.0;-7;-3.0;-20;657
-11;37;-159;18;-9.0;15.0;45;-14.0;-13;653
29;8;-159;21;-63.0;12.0;38;20.0;45;656
5;24;-159;21;-52.0;10.0;-28;21.0;-7;653
5;-16;-159;20;-56.0;-3.0;29;35.0;-36;657
-20;21;-159;24;-69.0;-41.0;-20;41.0;26;657
-31;-30;-159;22;-99.0;-58.0;-4;60.0;-21;652
-9;7;-159;17;-156.0;-81.0;-9;62.0;-33;662
-28;1;-159;16;42.0;62.0;-9;-22.0;-29;660
3;17;-170;22;219.0;110.0;47;-39.0;-16;662
-6;-2;-159;16;103.0;26.0;-41;-11.0;22;656
8;-44;-159;15;-8.0;-71.0;28;44.0;2;655
-13;-1;-159;24;-2.0;-118.0;-17;98.0;0;652
-12;26;-159;20;14.0;-102.0;-24;116.0;9;656
-8;10;-159;13;-80.0;-56.0;-1;191.0;-5;660
8;29;-159;20;-100.0;-34.0;-39;204.0;-13;655
11;5;-159;17;-81.0;-41.0;21;158.0;10;658
-18;20;-159;21;-116.0;-22.0;22;106.0;20;653
10;33;-159;22;-24.0;-3.0;-18;9.0;-10;653
-11;19;-159;18;-39.0;53.0;8;-47.0;12;660
19;-19;-159;21;19.0;-6.0;1;-71.0;-3;655
13;2;-159;16;75.0;-39.0;-27;-99.0;3;660
9;-4;-159;14;35.0;-29.0;-34;-21.0;11;660
16;-2;-159;24;11.0;128.0;7;57.0;24;652
-3;18;-159;20;18.0;86.0;-4;51.0;-18;652
0;35;-159;19;31.0;75.0;-4;16.0;-9;656
10;-10;-159;20;-62.0;48.0;5;-13.0;-25;655
19;-21;-159;19;-52.0;40.0;14;-21.0;-17;656
1;10;-159;19;-24.0;-10.0;20;-30.0;-9;655
-7;-15;-159;22;-14.0;-11.0;-16;25.0;19;654
6;-18;-159;20;-78.0;7.0;-24;23.0;11;656
8;-3;-159;19;-3.0;62.0;-5;21.0;22;656
20;25;-159;25;58.0;43.0;13;29.0;9;652
38;44;-159;17;-10.0;19.0;-2;24.0;29;660
-16;11;-159;17;45.0;27.0;0;34.0;11;657
22;-10;-159;22;-4.0;25.0;-7;36.0;-8;652
31;-27;-159;22;-41.0;50.0;-42;44.0;0;657
2;-8;-159;19;3.0;14.0;21;41.0;-7;654
-13;15;-159;21;-54.0;-16.0;-26;18.0;10;653
-12;10;-159;18;80.0;-67.0;7;1.0;52;653
-16;16;-159;23;69.0;-143.0;-10;22.0;21;652
-14;-9;-159;13;-39.0;-109.0;-4;38.0;0;658
32;-4;-159;14;-77.0;-164.0;-9;110.0;-13;659
25;22;-159;14;-135.0;-73.0;1;116.0;-8;659
8;27;-159;28;-72.0;119.0;-13;111.0;1;647
-1;-12;-162;19;-200.0;-239.0;-25;-213.0;1;659
11;-24;-131;12;29.0;-134.0;17;14.0;-7;762
10;-34;-131;13;0.0;-130.0;8;1.0;-7;760
-2;4;-131;13;-22.0;-135.0;-27;20.0;-7;759
20;-21;-159;20;-1.0;50.0;36;-21.0;-9;656
-3;2;-159;18;-65.0;193.0;16;15.0;26;660
18;12;-159;13;-180.0;127.0;30;35.0;-43;662
12;-4;-159;16;-103.0;-108.0;-13;74.0;26;656
7;-4;-159;18;-102.0;-121.0;15;68.0;1;659
5;11;-159;23;-33.0;114.0;-7;83.0;11;657
-20;15;-159;23;-3.0;42.0;-37;-10.0;9;657
1;-10;-159;14;63.0;27.0;13;-61.0;-20;659
10;24;-159;25;-27.0;-102.0;25;68.0;2;654
-12;22;-159;22;-109.0;80.0;-20;3.0;-14;651
-5;13;-159;18;44.0;89.0;34;-49.0;35;655
-22;26;-159;21;65.0;42.0;-23;-47.0;17;655
20;-5;-159;18;-93.0;-12.0;42;-45.0;23;658
11;-2;-159;22;-30.0;6.0;46;-49.0;17;656
-13;11;-159;17;75.0;-75.0;13;-60.0;15;654
-12;-32;-131;10;14.0;177.0;11;22.0;11;760
-21;-25;-131;16;53.0;137.0;-34;-39.0;-10;755
-19;16;-131;12;-5.0;117.0;11;-7.0;0;763
-18;18;-131;12;61.0;43.0;15;20.0;-4;763
14;-2;-159;21;-60.0;-96.0;-3;74.0;-10;651
-10;-7;-159;20;-71.0;-128.0;-9;12.0;29;653
2;3;-159;16;111.0;111.0;-19;-23.0;-3;652
9;14;-159;19;126.0;114.0;19;-36.0;-10;642
18;-8;-159;16;-78.0;5.0;-5;54.0;-8;655
5;-3;-159;16;-129.0;-184.0;-12;51.0;-47;656
11;15;-131;8;-4.0;-49.0;2;-27.0;-43;761
-15;-23;-131;10;16.0;-127.0;8;52.0;-6;760
8;35;-131;15;-24.0;36.0;12;38.0;-29;760
-5;6;-131;11;-43.0;-67.0;-4;33.0;-18;758
-1;17;-131;12;58.0;50.0;-23;2.0;-24;758
-4;28;-131;14;113.0;-41.0;-15;-40.0;-11;757
-2;14;-131;10;46.0;-74.0;-11;-4.0;-37;759
-17;18;-131;12;-9.0;-146.0;15;-29.0;15;757
6;1;-167;20;-56.0;44.0;25;-65.0;4;663
3;3;-167;20;-39.0;-15.0;-6;-78.0;-16;663
-26;23;-167;18;-66.0;45.0;26;-31.0;-11;660
42;-16;-131;14;-159.0;105.0;0;184.0;-6;752
40;-2;-131;15;26.0;-53.0;24;207.0;2;754
-5;-24;-131;18;-40.0;180.0;-1;-69.0;-38;747
-1;-12;-132;16;2.0;-145.0;-51;-30.0;-12;745
7;13;-131;10;-118.0;254.0;58;50.0;3;752
7;13;-133;10;-81.0;154.0;-34;29.0;84;752
7;13;-133;10;55.0;-184.0;9;9.0;-15;751
7;13;-133;10;-30.0;-41.0;5;31.0;52;752
7;13;-133;10;15.0;46.0;-28;101.0;9;751
7;13;-133;10;-36.0;89.0;-12;-18.0;16;751
8;13;-133;10;28.0;137.0;-23;-51.0;23;751
7;13;-134;10;-147.0;173.0;24;14.0;-29;752
9;15;-133;11;-133.0;-8.0;12;160.0;-29;751
-13;-9;-134;9;94.0;104.0;6;-137.0;-50;756
-13;-9;-133;9;-93.0;163.0;-52;91.0;16;755
-24;23;-167;18;-44.0;76.0;-64;-18.0;-32;660
-33;-31;-131;10;51.0;33.0;2;-240.0;-15;760
-50;19;-134;11;17.0;-187.0;1;-11.0;-8;756
-61;29;-133;9;-27.0;-134.0;32;13.0;-17;755
-21;-10;-133;9;19.0;65.0;24;-1.0;-16;766
-22;-15;-133;4;101.0;75.0;0;-70.0;17;763
-13;-9;-133;9;-66.0;279.0;39;48.0;-27;755
7;-20;-134;11;-5.0;177.0;32;-7.0;1;760
-25;23;-167;18;-42.0;-6.0;74;-27.0;50;659
-3;13;-133;11;-85.0;232.0;-9;90.0;-31;760
-10;12;-133;13;-141.0;-85.0;11;121.0;-15;760
-34;4;-133;10;72.0;193.0;19;40.0;45;762
-2;-28;-131;14;-111.0;75.0;-2;73.0;18;759
-26;24;-167;18;-67.0;3.0;16;0.0;33;659
-25;23;-167;18;-78.0;-3.0;-33;36.0;40;659
15;-8;-132;14;-57.0;318.0;19;22.0;-14;751
1;-17;-131;14;-42.0;97.0;25;16.0;-28;757
8;0;-131;15;-82.0;-163.0;-16;51.0;-16;758
-25;23;-167;18;-131.0;-18.0;-17;42.0;13;659
-25;23;-167;18;-82.0;-24.0;-7;34.0;46;659
-20;-21;-131;12;-69.0;199.0;-15;161.0;-19;769
18;-38;-155;13;171.0;-324.0;-463;88.0;-116;662
-25;23;-167;18;40.0;-232.0;16;28.0;9;659
5;-20;-136;20;-217.0;170.0;-289;-14.0;132;668
-26;23;-167;18;2.0;-139.0;-1;23.0;-19;659
-46;-9;-155;19;-218.0;-85.0;26;88.0;15;666
-22;30;-155;20;22.0;-118.0;-61;-67.0;4;664
-25;23;-167;18;19.0;0.0;24;44.0;-31;660
-27;13;-156;23;5.0;-59.0;14;156.0;40;652
-35;23;-156;16;-94.0;35.0;-46;93.0;-1;660
0;-25;-156;9;-68.0;59.0;-4;67.0;-16;664
-8;-12;-156;11;-138.0;6.0;-7;82.0;0;675
-24;2;-156;18;-123.0;53.0;-3;45.0;-10;670
3;1;-156;16;-92.0;-19.0;32;73.0;-1;665
-24;34;-156;19;-97.0;92.0;-24;-11.0;-27;661
-26;36;-156;20;-69.0;148.0;-25;-1.0;-28;657
-26;37;-156;20;-47.0;-15.0;2;0.0;-17;658
-16;-20;-156;23;-35.0;-8.0;-14;0.0;-46;657
-33;4;-156;19;-47.0;132.0;0;41.0;-11;664
-14;7;-156;13;-26.0;162.0;-22;17.0;-24;665
-34;-19;-156;16;38.0;66.0;1;34.0;-25;665
-5;12;-156;20;-44.0;222.0;-26;11.0;-12;662
-17;-28;-156;19;-13.0;159.0;20;64.0;-3;659
-18;20;-156;14;47.0;20.0;-33;4.0;-5;665
22;-18;-156;11;52.0;-146.0;-2;33.0;-8;668
-19;7;-158;15;40.0;243.0;106;-24.0;-458;650
-1;2;-156;22;-16.0;77.0;31;49.0;-28;656
-12;23;-156;23;-34.0;29.0;-1;55.0;-32;661
-7;2;-156;20;-43.0;-3.0;22;33.0;17;662
21;28;-156;15;2.0;15.0;-11;24.0;-20;667
-5;12;-156;14;-27.0;-35.0;4;35.0;-33;670
-1;16;-156;10;64.0;-126.0;2;-19.0;-32;674
-10;9;-156;22;-46.0;61.0;-15;-116.0;7;663
-56;-20;-156;21;-215.0;196.0;18;-309.0;-4;663
-10;-31;-156;22;-92.0;-159.0;7;-154.0;-58;662
12;-6;-159;21;-430.0;-127.0;-14;525.0;-10;656
-16;24;-167;18;-68.0;-123.0;-23;82.0;9;660
0;-5;-168;21;-5.0;-180.0;189;22.0;317;663
-64;391;-172;26;53.0;-58.0;2656;675.0;751;689
-6;35;-152;20;-273.0;-34.0;35;160.0;-51;662
-7;23;-167;15;-78.0;-166.0;-27;35.0;-21;660
749;208;-159;-2;43.0;-4.0;-15;63.0;-37;714
-28;14;-153;18;-131.0;-174.0;1;-65.0;-38;652
-20;-18;-153;19;-144.0;-95.0;-5;-86.0;-47;673
-24;-20;-153;18;-63.0;66.0;-37;23.0;1;674
-24;-20;-153;18;-70.0;36.0;-34;9.0;-1;674
-25;-21;-153;18;-60.0;22.0;-38;3.0;0;675
-25;-20;-153;18;-33.0;0.0;-30;3.0;-2;675
-26;-21;-153;19;-19.0;0.0;22;5.0;-10;675
-12;-23;-153;17;-14.0;9.0;-44;-7.0;-33;670
-4;1;-153;17;3.0;2.0;29;10.0;7;672
-22;4;-153;13;7.0;39.0;12;-1.0;-51;671
-6;7;-153;18;-38.0;48.0;27;0.0;33;669
-8;10;-154;20;-144.0;0.0;13;31.0;-16;666
-44;-11;-154;19;-174.0;-6.0;-4;61.0;-16;667
-16;35;-153;23;-54.0;14.0;8;28.0;14;661
-28;3;-154;21;17.0;18.0;10;36.0;-6;662
7;12;-153;15;-125.0;86.0;-21;52.0;-51;669
16;0;-153;24;-89.0;52.0;-19;73.0;9;667
-15;13;-153;17;-89.0;-28.0;21;31.0;7;662
17;26;-153;17;-65.0;-69.0;15;27.0;2;661
-26;23;-153;15;-14.0;62.0;-10;-21.0;33;665
-19;26;-153;19;3.0;44.0;8;-3.0;-16;669
