Accelerometer RUA^ accY;InertialMeasurementUnit RLA accX;Accelerometer RUA_ accX;Accelerometer RUA^ accZ;InertialMeasurementUnit RUA accX;Accelerometer RUA_ accY;InertialMeasurementUnit RUA accY
1044.0;-792.0;265.0;275.0;-932.0;946.0;211.0
1328.0;-725.0;214.0;204.0;-838.0;859.0;180.0
1082.0;-791.0;310.0;242.0;-954.0;952.0;180.0
1074.0;-819.0;218.0;193.0;-894.0;912.0;215.0
1053.0;-811.0;256.0;240.0;-938.0;946.0;175.0
1095.0;-820.0;296.0;223.0;-960.0;946.0;163.0
252.0;708.0;554.0;1036.0;-220.0;-427.0;932.0
1067.0;-807.0;307.0;300.0;-956.0;951.0;270.0
1074.0;-840.0;294.0;245.0;-969.0;973.0;215.0
1164.0;-1035.0;312.0;39.0;-1121.0;1020.0;-7.0
1016.0;-864.0;184.0;204.0;-1011.0;895.0;305.0
1040.0;-817.0;274.0;267.0;-948.0;973.0;233.0
973.0;-774.0;290.0;265.0;-883.0;956.0;190.0
1016.0;-824.0;272.0;289.0;-965.0;970.0;277.0
1183.0;-758.0;366.0;332.0;-931.0;974.0;337.0
1090.0;-841.0;271.0;266.0;-971.0;977.0;225.0
1113.0;-756.0;307.0;123.0;-851.0;1308.0;173.0
1074.0;-840.0;277.0;196.0;-965.0;992.0;166.0
1071.0;-831.0;281.0;293.0;-962.0;957.0;185.0
1048.0;-828.0;301.0;282.0;-964.0;971.0;236.0
1212.0;-845.0;107.0;58.0;-986.0;1229.0;281.0
1046.0;-839.0;234.0;295.0;-972.0;992.0;186.0
846.0;-816.0;76.0;222.0;-1015.0;1033.0;281.0
1068.0;-831.0;290.0;233.0;-966.0;980.0;234.0
1073.0;-818.0;300.0;281.0;-952.0;962.0;235.0
1055.0;-844.0;297.0;276.0;-987.0;1005.0;250.0
1089.0;-854.0;217.0;173.0;-967.0;990.0;121.0
1088.0;-827.0;300.0;277.0;-970.0;960.0;246.0
1076.0;-835.0;305.0;276.0;-969.0;972.0;249.0
1043.0;-807.0;264.0;317.0;-940.0;956.0;216.0
1073.0;-815.0;301.0;287.0;-941.0;972.0;228.0
1070.0;-830.0;292.0;269.0;-963.0;985.0;251.0
1040.0;-819.0;287.0;286.0;-957.0;980.0;234.0
1070.0;-840.0;308.0;238.0;-966.0;966.0;217.0
983.0;-854.0;152.0;230.0;-903.0;922.0;144.0
1072.0;-939.0;71.0;151.0;-1117.0;1040.0;192.0
1059.0;-829.0;282.0;284.0;-969.0;977.0;221.0
1051.0;-824.0;269.0;257.0;-958.0;958.0;212.0
942.0;-574.0;259.0;314.0;-718.0;767.0;260.0
1180.0;-880.0;295.0;62.0;-948.0;959.0;313.0
860.0;-1081.0;10.0;249.0;-1148.0;1106.0;-52.0
1097.0;-842.0;264.0;246.0;-971.0;980.0;203.0
1105.0;-731.0;204.0;272.0;-748.0;764.0;87.0
1014.0;-733.0;125.0;198.0;-815.0;839.0;65.0
980.0;-779.0;408.0;407.0;-974.0;826.0;146.0
1484.0;-908.0;237.0;272.0;-1049.0;1223.0;267.0
1057.0;-841.0;292.0;241.0;-979.0;989.0;234.0
1068.0;-480.0;670.0;6.0;-1021.0;664.0;-193.0
1001.0;-816.0;262.0;405.0;-915.0;912.0;224.0
929.0;-838.0;565.0;606.0;-904.0;884.0;157.0
1090.0;-833.0;298.0;247.0;-966.0;975.0;231.0
1052.0;-826.0;264.0;324.0;-959.0;971.0;205.0
1077.0;-836.0;286.0;260.0;-971.0;975.0;233.0
987.0;-755.0;369.0;351.0;-936.0;959.0;296.0
1150.0;-876.0;279.0;198.0;-1018.0;1034.0;159.0
961.0;-738.0;164.0;397.0;-865.0;905.0;200.0
1061.0;-815.0;264.0;308.0;-954.0;980.0;222.0
1080.0;-808.0;281.0;267.0;-951.0;961.0;243.0
1083.0;-669.0;171.0;34.0;-860.0;1235.0;319.0
1120.0;-901.0;106.0;151.0;-975.0;1075.0;308.0
1213.0;-1018.0;273.0;10.0;-1155.0;1312.0;297.0
1088.0;-832.0;305.0;238.0;-968.0;963.0;242.0
1062.0;-826.0;291.0;282.0;-963.0;976.0;243.0
1049.0;-825.0;283.0;273.0;-963.0;971.0;247.0
927.0;-1022.0;67.0;165.0;-1064.0;984.0;2.0
953.0;-784.0;246.0;328.0;-927.0;904.0;230.0
1068.0;-824.0;289.0;262.0;-963.0;974.0;241.0
1067.0;-826.0;296.0;294.0;-964.0;966.0;248.0
1102.0;-836.0;300.0;295.0;-980.0;990.0;241.0
1069.0;-835.0;314.0;272.0;-973.0;974.0;253.0
1012.0;-894.0;290.0;176.0;-996.0;1038.0;221.0
1070.0;-1082.0;17.0;92.0;-1143.0;1177.0;28.0
1025.0;-1085.0;309.0;304.0;-1075.0;892.0;347.0
1077.0;-843.0;318.0;280.0;-982.0;992.0;258.0
838.0;-1064.0;177.0;323.0;-1130.0;831.0;-108.0
1049.0;-797.0;308.0;308.0;-900.0;926.0;382.0
1080.0;-948.0;184.0;71.0;-1049.0;1051.0;147.0
1030.0;-844.0;273.0;251.0;-983.0;992.0;184.0
1023.0;-818.0;281.0;233.0;-951.0;976.0;208.0
1122.0;-663.0;623.0;238.0;-988.0;850.0;35.0
984.0;-874.0;38.0;166.0;-946.0;1198.0;47.0
1075.0;-828.0;262.0;263.0;-960.0;970.0;223.0
1091.0;-835.0;280.0;227.0;-969.0;969.0;153.0
1070.0;-827.0;300.0;223.0;-966.0;987.0;196.0
1024.0;-866.0;321.0;194.0;-1000.0;874.0;-132.0
1079.0;-869.0;359.0;214.0;-1014.0;989.0;279.0
1074.0;-881.0;365.0;287.0;-1010.0;942.0;250.0
1078.0;-822.0;270.0;249.0;-956.0;962.0;218.0
1081.0;-831.0;240.0;293.0;-961.0;993.0;210.0
841.0;-906.0;156.0;227.0;-954.0;855.0;-13.0
1049.0;-831.0;287.0;258.0;-965.0;976.0;211.0
1084.0;-827.0;281.0;267.0;-959.0;978.0;232.0
971.0;-964.0;208.0;214.0;-1091.0;856.0;176.0
1071.0;-823.0;301.0;285.0;-963.0;976.0;236.0
1071.0;-830.0;271.0;274.0;-966.0;952.0;209.0
1028.0;-797.0;502.0;237.0;-973.0;858.0;203.0
1071.0;-829.0;303.0;268.0;-961.0;963.0;233.0
1085.0;-821.0;315.0;293.0;-964.0;970.0;249.0
1113.0;-928.0;138.0;-79.0;-990.0;1035.0;-96.0
1000.0;-782.0;109.0;110.0;-846.0;949.0;43.0
1261.0;-775.0;108.0;117.0;-855.0;965.0;159.0
1083.0;-863.0;335.0;-37.0;-1023.0;945.0;41.0
1065.0;-819.0;319.0;283.0;-959.0;959.0;245.0
1075.0;-819.0;305.0;243.0;-961.0;958.0;248.0
1081.0;-826.0;289.0;219.0;-969.0;971.0;215.0
1471.0;-813.0;314.0;374.0;-975.0;1191.0;295.0
1121.0;-775.0;395.0;220.0;-1122.0;830.0;204.0
1096.0;-696.0;309.0;78.0;-972.0;1014.0;289.0
1091.0;-810.0;300.0;344.0;-969.0;990.0;247.0
1065.0;-827.0;262.0;269.0;-962.0;970.0;212.0
1111.0;-722.0;479.0;208.0;-1015.0;943.0;146.0
1079.0;-834.0;280.0;271.0;-972.0;971.0;222.0
1017.0;-750.0;494.0;242.0;-978.0;857.0;-8.0
1067.0;-830.0;297.0;258.0;-976.0;971.0;241.0
1169.0;-883.0;235.0;79.0;-1007.0;1042.0;-31.0
1282.0;-720.0;179.0;57.0;-856.0;1208.0;195.0
1078.0;-836.0;290.0;289.0;-976.0;971.0;215.0
1076.0;-791.0;370.0;342.0;-980.0;907.0;229.0
1014.0;-756.0;434.0;498.0;-963.0;913.0;245.0
1052.0;-821.0;258.0;277.0;-962.0;955.0;216.0
1034.0;-784.0;400.0;379.0;-962.0;989.0;227.0
963.0;-924.0;-4.0;257.0;-1036.0;902.0;252.0
1042.0;-767.0;719.0;364.0;-978.0;980.0;353.0
999.0;-876.0;364.0;363.0;-997.0;992.0;170.0
1233.0;-613.0;265.0;361.0;-742.0;849.0;242.0
1030.0;-794.0;377.0;286.0;-958.0;1002.0;191.0
1028.0;-707.0;496.0;354.0;-944.0;854.0;292.0
1157.0;-522.0;423.0;356.0;-972.0;1001.0;356.0
1063.0;-840.0;288.0;235.0;-977.0;985.0;218.0
1088.0;-832.0;288.0;262.0;-970.0;968.0;216.0
1060.0;-841.0;262.0;227.0;-970.0;1018.0;179.0
907.0;-55.0;836.0;589.0;-796.0;423.0;473.0
968.0;-1060.0;114.0;236.0;-1172.0;945.0;64.0
1058.0;-831.0;260.0;250.0;-955.0;960.0;216.0
986.0;-1220.0;90.0;97.0;-1353.0;900.0;211.0
1084.0;-839.0;289.0;270.0;-973.0;987.0;233.0
1335.0;-806.0;93.0;222.0;-915.0;1089.0;155.0
1071.0;-826.0;287.0;257.0;-965.0;980.0;216.0
1060.0;-823.0;300.0;262.0;-967.0;972.0;227.0
1046.0;-799.0;295.0;227.0;-926.0;927.0;276.0
1074.0;-825.0;310.0;245.0;-971.0;991.0;200.0
1058.0;-578.0;683.0;293.0;-1020.0;691.0;142.0
1082.0;-833.0;291.0;268.0;-970.0;971.0;226.0
1015.0;-715.0;468.0;321.0;-1028.0;751.0;414.0
1407.0;-746.0;301.0;354.0;-876.0;1129.0;254.0
1085.0;-842.0;252.0;256.0;-974.0;988.0;199.0
1079.0;-831.0;293.0;274.0;-969.0;973.0;232.0
1091.0;-847.0;251.0;226.0;-969.0;980.0;174.0
1049.0;-744.0;500.0;312.0;-1001.0;953.0;340.0
585.0;153.0;690.0;836.0;-534.0;305.0;681.0
1152.0;-796.0;337.0;277.0;-960.0;972.0;347.0
680.0;-640.0;264.0;118.0;-764.0;756.0;149.0
1061.0;-834.0;300.0;286.0;-967.0;961.0;223.0
1080.0;-828.0;299.0;274.0;-962.0;968.0;226.0
1493.0;-694.0;314.0;216.0;-816.0;1149.0;273.0
1068.0;-748.0;351.0;-89.0;-943.0;957.0;-317.0
1030.0;-716.0;156.0;74.0;-777.0;840.0;122.0
1375.0;-642.0;288.0;277.0;-778.0;947.0;277.0
1092.0;-846.0;310.0;263.0;-988.0;981.0;233.0
1080.0;-833.0;291.0;278.0;-974.0;979.0;206.0
1061.0;-823.0;291.0;278.0;-966.0;977.0;221.0
1090.0;-815.0;300.0;315.0;-960.0;962.0;232.0
1054.0;-770.0;264.0;349.0;-897.0;1029.0;203.0
1077.0;-819.0;309.0;276.0;-967.0;957.0;246.0
1081.0;-823.0;311.0;305.0;-974.0;972.0;281.0
1050.0;-373.0;698.0;257.0;-996.0;781.0;155.0
1076.0;-809.0;281.0;274.0;-954.0;979.0;223.0
1086.0;-820.0;274.0;279.0;-958.0;950.0;217.0
1080.0;-836.0;280.0;265.0;-973.0;990.0;201.0
1020.0;-899.0;175.0;324.0;-986.0;1025.0;81.0
1049.0;-805.0;312.0;346.0;-953.0;962.0;264.0
1109.0;-802.0;319.0;319.0;-947.0;940.0;299.0
971.0;-746.0;234.0;373.0;-874.0;907.0;189.0
1088.0;-833.0;299.0;291.0;-963.0;973.0;306.0
1081.0;-851.0;271.0;244.0;-981.0;1001.0;202.0
1157.0;-892.0;39.0;104.0;-959.0;1065.0;-44.0
1062.0;-837.0;280.0;267.0;-973.0;979.0;224.0
1074.0;-852.0;293.0;236.0;-983.0;1002.0;224.0
1067.0;-837.0;304.0;283.0;-974.0;982.0;242.0
1072.0;-846.0;269.0;266.0;-977.0;991.0;217.0
1136.0;-906.0;171.0;152.0;-1021.0;1047.0;105.0
1108.0;-842.0;222.0;313.0;-991.0;1019.0;206.0
1064.0;-885.0;154.0;60.0;-978.0;1034.0;25.0
1080.0;-833.0;251.0;285.0;-972.0;991.0;189.0
1055.0;-864.0;214.0;257.0;-980.0;1001.0;153.0
799.0;444.0;934.0;732.0;-710.0;11.0;626.0
1050.0;-833.0;286.0;298.0;-967.0;969.0;231.0
1092.0;-856.0;271.0;249.0;-989.0;1009.0;167.0
1049.0;-840.0;288.0;365.0;-979.0;991.0;233.0
1085.0;-828.0;267.0;281.0;-964.0;965.0;236.0
964.0;-992.0;267.0;251.0;-1112.0;1085.0;226.0
1040.0;-781.0;335.0;399.0;-947.0;976.0;259.0
1318.0;-1049.0;178.0;120.0;-1191.0;1305.0;280.0
1099.0;-1113.0;177.0;25.0;-1267.0;1187.0;186.0
1135.0;-908.0;264.0;178.0;-1075.0;1280.0;233.0
