Accelerometer RKN_ accX;InertialMeasurementUnit R-SHOE AngVelNavFrameX;Accelerometer BACK accX;InertialMeasurementUnit L-SHOE EuZ;InertialMeasurementUnit R-SHOE AngVelBodyFrameY;Accelerometer LUA^ accX;InertialMeasurementUnit R-SHOE Compass;InertialMeasurementUnit L-SHOE Nav_Ax;InertialMeasurementUnit L-SHOE Compass;Accelerometer LH accZ;InertialMeasurementUnit LLA accZ;Accelerometer LUA_ accX;InertialMeasurementUnit R-SHOE Body_Ax
-107.0;-12;70.0;-178;-12;279.0;-7;-23;15;16.0;67.0;-13.0;308
-170.0;9;88.0;-178;9;258.0;-7;-16;15;60.0;94.0;-6.0;309
-121.0;-10;97.0;-178;-10;252.0;?;-18;?;97.0;93.0;-35.0;308
-138.0;-54;93.0;-178;?;261.0;-7;-10;15;139.0;71.0;-46.0;308
-203.0;-36;86.0;-178;-36;267.0;-7;-13;15;152.0;29.0;-58.0;311
-172.0;11;104.0;-178;11;284.0;-7;-16;15;152.0;-7.0;-39.0;309
-67.0;-19;96.0;-178;-19;295.0;-7;0;15;153.0;-24.0;-46.0;312
-129.0;-47;84.0;?;-47;304.0;-7;9;15;?;-28.0;-19.0;307
-93.0;-36;86.0;-178;-36;304.0;-8;16;15;178.0;-36.0;-27.0;303
-27.0;-21;97.0;-177;-21;303.0;-7;37;15;159.0;-64.0;8.0;322
-48.0;30;124.0;-177;30;291.0;-8;60;15;166.0;-72.0;2.0;318
-96.0;11;?;-177;11;267.0;-7;74;15;150.0;-78.0;-10.0;309
-92.0;-14;?;-177;-14;259.0;-7;26;14;115.0;-76.0;8.0;323
-120.0;19;?;?;?;270.0;-7;-61;14;?;-87.0;?;?
-137.0;-18;67.0;-177;-18;280.0;-7;-90;?;27.0;-83.0;13.0;324
-127.0;-49;66.0;-177;-49;261.0;-7;-71;14;?;?;41.0;318
-86.0;-22;70.0;-177;-22;?;-7;-66;14;41.0;-38.0;25.0;319
-101.0;-15;74.0;-177;-15;300.0;?;-68;14;?;-21.0;5.0;?
-10.0;10;70.0;-177;10;313.0;-7;26;?;52.0;-7.0;-16.0;308
-293.0;?;74.0;-177;50;?;-7;91;14;72.0;-5.0;-20.0;314
-171.0;35;68.0;-177;35;296.0;-7;12;14;51.0;-1.0;-1.0;315
794.0;6;56.0;-177;6;277.0;-7;-19;13;31.0;4.0;29.0;330
-412.0;16;64.0;?;16;285.0;-7;4;13;?;7.0;39.0;315
-849.0;34;97.0;-177;34;275.0;?;-34;13;149.0;1.0;?;306
-223.0;26;?;-178;26;290.0;-7;-82;13;161.0;-7.0;31.0;324
-113.0;-25;110.0;?;?;315.0;-7;-85;13;127.0;-11.0;-19.0;318
-111.0;-36;83.0;-178;-36;?;-7;-49;14;?;?;-27.0;309
-117.0;3;74.0;-178;3;291.0;-7;9;14;21.0;-21.0;?;307
-213.0;-9;?;-177;-9;261.0;-7;42;14;20.0;-11.0;-12.0;309
-173.0;28;78.0;-178;28;275.0;-7;47;14;25.0;-1.0;?;322
?;66;67.0;-176;66;323.0;-7;19;14;29.0;7.0;23.0;325
-145.0;?;78.0;?;19;340.0;-7;22;14;51.0;18.0;13.0;321
-137.0;23;?;?;?;335.0;-7;11;?;50.0;24.0;1.0;321
-143.0;40;62.0;-174;40;341.0;-7;?;14;58.0;5.0;7.0;316
-141.0;?;?;-182;?;308.0;-7;21;14;79.0;8.0;?;320
-164.0;-31;55.0;?;-31;289.0;-7;-87;13;?;8.0;23.0;308
-174.0;-17;100.0;-187;-17;275.0;-7;8;?;81.0;3.0;35.0;315
-218.0;-8;108.0;-170;-8;303.0;-7;-284;13;72.0;3.0;0.0;?
-196.0;-17;195.0;-171;-17;285.0;-7;-366;14;?;-6.0;-226.0;300
-141.0;35;15.0;-218;35;315.0;?;837;15;?;?;23.0;333
-126.0;30;319.0;38;30;300.0;-7;?;15;?;-9.0;184.0;319
-304.0;-24;321.0;225;-24;299.0;-7;-264;15;280.0;-21.0;281.0;301
-256.0;?;219.0;159;-2;329.0;-7;11;15;324.0;?;192.0;323
?;?;250.0;183;-10;310.0;-7;?;15;203.0;-62.0;104.0;292
-136.0;-40;161.0;?;-40;?;?;?;15;?;-89.0;73.0;293
?;23;277.0;173;?;317.0;-7;34;15;-203.0;-54.0;104.0;325
-153.0;41;283.0;?;41;259.0;-7;-13;?;-201.0;-13.0;83.0;300
-190.0;-26;?;176;-26;216.0;-7;?;15;?;126.0;34.0;296
-162.0;5;234.0;181;5;334.0;-7;3;15;-21.0;205.0;24.0;314
-116.0;55;247.0;179;55;559.0;?;6;15;-52.0;91.0;10.0;304
-104.0;?;265.0;179;28;568.0;-7;6;15;?;35.0;18.0;307
-23.0;40;236.0;179;40;447.0;-7;7;15;5.0;109.0;34.0;307
-6.0;30;254.0;182;30;?;-7;-2;15;81.0;175.0;85.0;301
-69.0;-4;224.0;176;-4;372.0;?;8;15;100.0;158.0;68.0;304
?;?;?;183;24;428.0;-7;6;15;77.0;87.0;47.0;308
-145.0;22;200.0;178;22;365.0;-7;2;15;60.0;60.0;28.0;310
-172.0;-29;197.0;175;-29;332.0;-7;3;15;64.0;55.0;31.0;303
?;-35;203.0;192;-35;323.0;?;-18;15;91.0;52.0;25.0;307
-180.0;16;208.0;155;16;351.0;-7;21;15;98.0;42.0;4.0;307
-163.0;-10;212.0;216;-10;358.0;-7;-85;15;93.0;17.0;-17.0;308
-115.0;-48;220.0;122;-48;?;-7;-318;15;111.0;?;-9.0;306
-151.0;-26;240.0;-182;-26;395.0;-7;-200;15;144.0;3.0;20.0;303
-122.0;-19;240.0;-197;-19;379.0;-8;69;15;171.0;-9.0;5.0;320
-100.0;16;237.0;-161;16;361.0;-8;?;15;?;-19.0;-31.0;317
-82.0;3;208.0;-194;3;336.0;-8;-80;14;87.0;-19.0;?;316
-104.0;-71;214.0;-171;-71;334.0;-8;-18;14;63.0;-39.0;-12.0;315
-67.0;-58;204.0;-182;?;324.0;-8;-11;14;78.0;-29.0;-4.0;307
-103.0;-37;166.0;-179;-37;323.0;-8;-52;14;91.0;-16.0;27.0;318
-39.0;-58;118.0;-177;-58;306.0;-8;-67;14;61.0;-19.0;?;322
-180.0;-25;124.0;-181;-25;304.0;-8;-52;14;97.0;-22.0;10.0;328
-36.0;-1;112.0;-178;-1;294.0;-8;-20;14;142.0;-23.0;1.0;?
-647.0;-22;105.0;-179;-22;286.0;-8;20;15;148.0;-19.0;20.0;330
936.0;2;58.0;-179;2;294.0;-8;20;?;154.0;?;17.0;340
302.0;35;68.0;-179;35;283.0;-8;5;15;119.0;-38.0;?;329
-987.0;35;72.0;-179;35;287.0;?;39;?;128.0;-36.0;4.0;327
139.0;51;65.0;-179;51;300.0;-8;?;?;58.0;-32.0;22.0;328
-64.0;79;59.0;-179;79;321.0;-8;-29;15;40.0;-20.0;21.0;320
-225.0;63;29.0;-179;63;315.0;-8;-39;?;?;-15.0;32.0;322
-116.0;20;39.0;-179;20;298.0;-8;-25;15;4.0;-2.0;22.0;317
-147.0;23;36.0;?;23;289.0;-8;-2;15;39.0;6.0;19.0;307
?;54;43.0;-178;54;287.0;-8;32;?;?;?;15.0;315
-36.0;36;56.0;-178;36;311.0;-8;47;15;79.0;23.0;-10.0;319
-122.0;-1;51.0;-178;-1;314.0;-7;?;15;89.0;22.0;-39.0;310
?;-5;70.0;-178;-5;?;-7;11;15;92.0;26.0;-15.0;312
-176.0;-7;43.0;-178;-7;?;-7;20;15;61.0;23.0;26.0;309
-156.0;-7;45.0;-178;-7;313.0;-8;27;?;60.0;14.0;58.0;?
-140.0;12;34.0;-178;12;334.0;-7;-15;14;52.0;0.0;48.0;304
-145.0;8;2.0;-178;8;340.0;-7;-58;13;73.0;?;47.0;300
-198.0;?;21.0;-177;-22;324.0;-7;-193;13;?;-4.0;58.0;313
-208.0;-36;89.0;-177;-36;331.0;-7;-348;13;87.0;-6.0;-88.0;?
-205.0;-14;72.0;-177;-14;309.0;-7;-306;?;77.0;-8.0;?;308
-170.0;?;139.0;-177;-12;302.0;-7;?;14;134.0;-7.0;182.0;309
-268.0;?;?;-178;-89;310.0;-7;-26;13;269.0;-11.0;173.0;278
-238.0;-135;512.0;-178;-135;331.0;-7;-25;12;?;-1.0;170.0;314
-83.0;-64;318.0;-178;-64;355.0;-7;-17;12;302.0;2.0;168.0;333
-105.0;-9;272.0;-178;-9;351.0;-7;?;12;68.0;-86.0;83.0;?
-182.0;17;266.0;-178;?;?;-7;18;12;-105.0;-53.0;86.0;319
-161.0;53;353.0;-178;53;?;-7;25;12;-240.0;?;155.0;298
-160.0;18;241.0;-178;?;291.0;-7;27;13;-194.0;86.0;?;304
-189.0;7;?;-178;7;407.0;-7;26;?;-33.0;193.0;100.0;322
-157.0;36;235.0;-178;36;549.0;-7;21;14;29.0;134.0;61.0;313
-156.0;46;195.0;-178;46;582.0;-7;-1;14;-16.0;61.0;10.0;315
-153.0;33;191.0;-178;33;447.0;-7;4;?;-20.0;95.0;?;?
?;-4;210.0;-178;-4;463.0;-7;13;14;53.0;145.0;71.0;306
-110.0;?;206.0;-178;12;380.0;-7;6;14;?;170.0;86.0;310
-117.0;-9;178.0;?;-9;419.0;-7;16;14;100.0;129.0;44.0;310
?;?;172.0;-178;-41;465.0;-7;-3;15;90.0;70.0;18.0;311
-119.0;-21;174.0;?;-21;417.0;-7;?;?;59.0;52.0;15.0;307
-99.0;4;163.0;-178;4;389.0;?;18;15;53.0;40.0;16.0;301
-124.0;26;154.0;-178;26;400.0;-7;-18;15;80.0;45.0;35.0;306
-147.0;-2;166.0;-178;-2;?;-7;?;15;99.0;36.0;38.0;309
-137.0;?;168.0;-178;18;386.0;-7;-48;15;?;21.0;7.0;313
?;?;143.0;-178;38;404.0;-7;77;15;139.0;12.0;2.0;306
-90.0;-41;172.0;-178;-41;389.0;-7;20;14;85.0;8.0;?;305
-73.0;-58;163.0;?;-58;?;?;-233;14;108.0;3.0;23.0;318
?;-26;160.0;-178;?;365.0;?;225;14;111.0;-1.0;?;309
?;-43;177.0;-178;-43;353.0;-8;488;14;91.0;?;18.0;308
-97.0;-40;165.0;-178;-40;?;-8;129;15;91.0;?;0.0;324
-164.0;-42;?;-178;-42;371.0;-7;-17;15;90.0;-8.0;1.0;315
?;-54;157.0;-178;-54;351.0;?;-49;14;92.0;-13.0;-2.0;312
-137.0;-27;147.0;-178;-27;338.0;-7;-118;14;?;-13.0;5.0;?
-200.0;-9;129.0;-177;-9;311.0;-7;-74;14;70.0;-10.0;32.0;305
-318.0;12;115.0;-177;12;?;-7;-65;14;91.0;-10.0;25.0;296
-213.0;-5;115.0;-177;-5;327.0;-7;?;15;103.0;-16.0;19.0;296
444.0;-60;96.0;-176;-60;327.0;-7;9;15;103.0;-15.0;18.0;300
-991.0;-41;86.0;-176;-41;309.0;?;?;15;?;?;20.0;311
-605.0;-26;84.0;-176;-26;317.0;-7;36;16;74.0;-14.0;14.0;307
66.0;?;77.0;-177;-36;305.0;-7;34;16;76.0;-20.0;?;308
-242.0;?;74.0;?;17;311.0;?;52;16;107.0;-12.0;14.0;314
-195.0;27;65.0;-177;27;307.0;-7;?;16;71.0;-7.0;35.0;319
-124.0;4;?;-177;4;309.0;?;15;16;100.0;-2.0;40.0;319
-159.0;39;23.0;-177;39;323.0;-7;-7;16;81.0;?;31.0;314
-32.0;47;13.0;-177;47;?;-7;-4;15;112.0;1.0;19.0;314
-97.0;24;18.0;-177;24;315.0;-7;-27;15;109.0;2.0;10.0;310
?;1;44.0;-177;1;286.0;-7;-62;15;110.0;-2.0;-28.0;306
-110.0;?;33.0;-177;19;313.0;-7;-51;15;64.0;-3.0;-1.0;306
-108.0;17;?;-177;17;321.0;-7;-106;15;33.0;-7.0;-34.0;300
-167.0;-4;69.0;-177;-4;348.0;-7;-48;15;77.0;3.0;-23.0;299
-179.0;23;?;?;23;327.0;-7;88;16;91.0;6.0;-3.0;306
-164.0;-3;77.0;-177;-3;?;-7;25;16;57.0;8.0;42.0;305
-170.0;-22;78.0;-177;-22;342.0;-7;243;16;19.0;2.0;14.0;304
-179.0;-19;?;?;-19;?;-7;-159;15;52.0;-1.0;54.0;302
-211.0;-40;59.0;-176;-40;?;-7;78;15;16.0;12.0;13.0;298
-245.0;-36;83.0;-176;-36;305.0;-7;-214;14;-4.0;?;106.0;303
-167.0;-43;165.0;-176;?;287.0;-7;-575;14;-6.0;?;-225.0;?
-100.0;-68;105.0;-176;-68;?;-7;?;15;44.0;22.0;41.0;310
-109.0;-100;153.0;-176;-100;287.0;-7;-3346;?;216.0;26.0;273.0;329
-134.0;-151;?;-177;-151;324.0;-7;-3927;16;253.0;26.0;226.0;297
-76.0;-189;446.0;-180;-189;343.0;-7;?;16;325.0;40.0;208.0;320
?;-91;339.0;-180;-91;324.0;-7;0;16;254.0;34.0;?;370
-185.0;?;271.0;-179;79;305.0;-7;-207;16;46.0;-47.0;66.0;306
-252.0;?;288.0;?;76;321.0;-7;223;16;-153.0;-60.0;107.0;291
?;1;326.0;-179;1;304.0;-7;-200;16;-168.0;?;139.0;320
?;-21;205.0;-179;-21;303.0;-7;119;16;-27.0;108.0;102.0;306
-217.0;-9;182.0;-179;-9;415.0;-7;-41;16;?;178.0;91.0;316
-163.0;35;192.0;-179;35;?;-7;-14;16;33.0;?;40.0;?
-72.0;38;192.0;-179;38;?;-7;14;16;13.0;44.0;?;311
-38.0;35;?;-179;35;505.0;-7;?;16;10.0;121.0;48.0;310
-40.0;26;168.0;-179;26;?;-7;10;16;63.0;142.0;26.0;309
-35.0;-11;?;-179;-11;402.0;-7;-11;?;?;138.0;14.0;306
-71.0;?;174.0;-179;-39;446.0;-7;-3;16;69.0;102.0;2.0;307
-108.0;-18;200.0;-179;-18;420.0;-7;-3;16;82.0;67.0;-12.0;314
-85.0;3;217.0;-180;3;398.0;-7;?;16;61.0;65.0;-32.0;317
-125.0;-48;186.0;-178;-48;407.0;-7;9;16;70.0;52.0;6.0;313
-90.0;-3;171.0;-181;-3;417.0;-7;?;16;29.0;?;10.0;319
-129.0;43;202.0;-177;43;418.0;-7;4;16;42.0;31.0;48.0;317
-152.0;-23;?;-181;-23;?;-7;-18;16;43.0;19.0;57.0;?
-160.0;0;176.0;-180;0;?;-7;-15;16;49.0;15.0;61.0;321
?;42;149.0;-173;42;?;-7;85;16;43.0;?;89.0;305
-171.0;7;143.0;-192;?;355.0;-7;-113;16;52.0;29.0;64.0;308
-156.0;16;127.0;-156;16;327.0;-7;?;16;76.0;33.0;6.0;314
?;-2;115.0;-207;-2;326.0;-7;250;16;62.0;45.0;-14.0;303
-62.0;?;114.0;-146;-73;333.0;-7;215;16;76.0;42.0;-20.0;307
-44.0;-88;118.0;157;-88;340.0;-7;185;?;?;36.0;-13.0;312
-101.0;-68;148.0;203;-68;?;-8;-152;?;123.0;40.0;19.0;319
-45.0;-22;153.0;155;-22;330.0;-8;-166;?;142.0;26.0;35.0;326
-52.0;-2;155.0;190;-2;386.0;-8;14;17;157.0;-2.0;49.0;325
-284.0;15;133.0;168;15;?;?;-60;18;?;-13.0;33.0;327
63.0;47;128.0;177;47;329.0;-8;-11;18;143.0;-19.0;29.0;324
?;36;104.0;177;36;299.0;?;46;18;121.0;-33.0;19.0;320
?;52;91.0;173;52;286.0;-7;71;18;80.0;-25.0;20.0;323
-235.0;47;109.0;?;47;266.0;-7;-25;18;111.0;-18.0;0.0;320
-76.0;39;64.0;175;39;287.0;-7;-46;18;137.0;-16.0;-13.0;322
-225.0;57;63.0;176;57;337.0;-7;39;18;90.0;-5.0;-29.0;310
-290.0;23;76.0;176;23;350.0;-7;-2;18;82.0;-7.0;65.0;?
-46.0;12;?;?;12;341.0;-7;-53;18;?;-6.0;59.0;295
-57.0;40;57.0;176;40;?;-7;-105;18;99.0;6.0;96.0;297
