Accelerometer RKN_ accX;InertialMeasurementUnit R-SHOE AngVelNavFrameX;Accelerometer BACK accX;InertialMeasurementUnit L-SHOE EuZ;InertialMeasurementUnit R-SHOE AngVelBodyFrameY;Accelerometer LUA^ accX;InertialMeasurementUnit R-SHOE Compass;InertialMeasurementUnit L-SHOE Nav_Ax;InertialMeasurementUnit L-SHOE Compass;Accelerometer LH accZ;InertialMeasurementUnit LLA accZ;Accelerometer LUA_ accX;InertialMeasurementUnit R-SHOE Body_Ax
-146.0;-66;-28.0;-157;-66;412.0;-8;-141;20;155.0;-23.0;-66.0;333
-124.0;30;68.0;-179;30;323.0;-8;-140;16;44.0;0.0;59.0;324
-126.0;55;19.0;-179;55;332.0;-7;-53;16;108.0;-14.0;-56.0;314
-89.0;26;89.0;-179;26;381.0;-7;-123;15;159.0;-29.0;64.0;323
-64.0;-14;429.0;-177;-14;373.0;-76;-10;138;192.0;-139.0;-4.0;268
-203.0;78;143.0;-178;78;249.0;-7;71;15;191.0;-81.0;-42.0;294
-217.0;82;122.0;-178;82;326.0;-7;-2;15;-97.0;-129.0;-29.0;291
10.0;3;313.0;-177;3;555.0;-142;1;-146;47.0;-102.0;-74.0;291
-107.0;-12;70.0;-178;-12;279.0;-7;-23;15;16.0;67.0;-13.0;308
-170.0;9;88.0;-178;9;258.0;-7;-16;15;60.0;94.0;-6.0;309
-203.0;-36;86.0;-178;-36;267.0;-7;-13;15;152.0;29.0;-58.0;311
-172.0;11;104.0;-178;11;284.0;-7;-16;15;152.0;-7.0;-39.0;309
-67.0;-19;96.0;-178;-19;295.0;-7;0;15;153.0;-24.0;-46.0;312
-93.0;-36;86.0;-178;-36;304.0;-8;16;15;178.0;-36.0;-27.0;303
-27.0;-21;97.0;-177;-21;303.0;-7;37;15;159.0;-64.0;8.0;322
-48.0;30;124.0;-177;30;291.0;-8;60;15;166.0;-72.0;2.0;318
-171.0;35;68.0;-177;35;296.0;-7;12;14;51.0;-1.0;-1.0;315
-116.0;-9;452.0;-177;-9;356.0;-76;-3;136;195.0;-145.0;-11.0;263
-446.0;51;61.0;131;51;332.0;-38;88;-60;302.0;-14.0;-81.0;335
-162.0;5;234.0;181;5;334.0;-7;3;15;-21.0;205.0;24.0;314
-23.0;40;236.0;179;40;447.0;-7;7;15;5.0;109.0;34.0;307
-145.0;22;200.0;178;22;365.0;-7;2;15;60.0;60.0;28.0;310
-172.0;-29;197.0;175;-29;332.0;-7;3;15;64.0;55.0;31.0;303
-180.0;16;208.0;155;16;351.0;-7;21;15;98.0;42.0;4.0;307
-163.0;-10;212.0;216;-10;358.0;-7;-85;15;93.0;17.0;-17.0;308
-151.0;-26;240.0;-182;-26;395.0;-7;-200;15;144.0;3.0;20.0;303
-122.0;-19;240.0;-197;-19;379.0;-8;69;15;171.0;-9.0;5.0;320
-104.0;-71;214.0;-171;-71;334.0;-8;-18;14;63.0;-39.0;-12.0;315
-103.0;-37;166.0;-179;-37;323.0;-8;-52;14;91.0;-16.0;27.0;318
-180.0;-25;124.0;-181;-25;304.0;-8;-52;14;97.0;-22.0;10.0;328
-73.0;95;198.0;171;95;386.0;-99;-5;40;97.0;84.0;10.0;259
-64.0;79;59.0;-179;79;321.0;-8;-29;15;40.0;-20.0;21.0;320
-116.0;20;39.0;-179;20;298.0;-8;-25;15;4.0;-2.0;22.0;317
-36.0;36;56.0;-178;36;311.0;-8;47;15;79.0;23.0;-10.0;319
-140.0;12;34.0;-178;12;334.0;-7;-15;14;52.0;0.0;48.0;304
-14.0;-8;301.0;-177;-8;571.0;-143;8;-146;40.0;-90.0;-51.0;295
-157.0;36;235.0;-178;36;549.0;-7;21;14;29.0;134.0;61.0;313
-156.0;46;195.0;-178;46;582.0;-7;-1;14;-16.0;61.0;10.0;315
-124.0;26;154.0;-178;26;400.0;-7;-18;15;80.0;45.0;35.0;306
-200.0;-9;129.0;-177;-9;311.0;-7;-74;14;70.0;-10.0;32.0;305
-363.0;-40;130.0;-176;-40;479.0;18;0;135;87.0;-364.0;5.0;220
-24.0;32;201.0;171;32;352.0;-98;-5;39;86.0;78.0;20.0;260
-97.0;24;18.0;-177;24;315.0;-7;-27;15;109.0;2.0;10.0;310
-167.0;-4;69.0;-177;-4;348.0;-7;-48;15;77.0;3.0;-23.0;299
-170.0;-22;78.0;-177;-22;342.0;-7;243;16;19.0;2.0;14.0;304
-108.0;-18;200.0;-179;-18;420.0;-7;-3;16;82.0;67.0;-12.0;314
-125.0;-48;186.0;-178;-48;407.0;-7;9;16;70.0;52.0;6.0;313
-129.0;43;202.0;-177;43;418.0;-7;4;16;42.0;31.0;48.0;317
-52.0;-2;155.0;190;-2;386.0;-8;14;17;157.0;-2.0;49.0;325
63.0;47;128.0;177;47;329.0;-8;-11;18;143.0;-19.0;29.0;324
-76.0;39;64.0;175;39;287.0;-7;-46;18;137.0;-16.0;-13.0;322
-225.0;57;63.0;176;57;337.0;-7;39;18;90.0;-5.0;-29.0;310
-53.0;5;96.0;176;5;294.0;-7;-57;18;98.0;-1.0;72.0;292
-182.0;-16;88.0;178;-16;345.0;-7;-3;18;1.0;50.0;28.0;301
-122.0;-17;85.0;213;-17;305.0;-7;136;16;65.0;8.0;27.0;298
1.0;0;289.0;-177;0;571.0;-142;7;-145;41.0;-88.0;-54.0;294
-18.0;0;189.0;171;0;374.0;-94;10;38;85.0;31.0;51.0;259
-179.0;90;295.0;-179;90;313.0;-7;-77;16;195.0;-33.0;156.0;339
17.0;-5;296.0;-176;-5;546.0;-142;0;-146;19.0;-115.0;-71.0;295
13.0;36;310.0;-176;36;560.0;-142;7;-147;20.0;-89.0;-56.0;299
20.0;-13;290.0;-176;-13;552.0;-142;0;-146;11.0;-88.0;-68.0;293
17.0;13;258.0;-176;13;524.0;-142;4;-147;86.0;-136.0;-115.0;292
18.0;6;268.0;-176;6;514.0;-142;4;-146;96.0;-144.0;-118.0;293
34.0;3;204.0;171;3;387.0;-94;-4;48;81.0;19.0;50.0;258
-35.0;17;230.0;171;17;371.0;-85;2;56;50.0;23.0;59.0;265
-179.0;13;468.0;-177;13;391.0;-76;0;121;208.0;-109.0;-35.0;262
-253.0;-10;355.0;-177;-10;398.0;-72;-5;109;186.0;-127.0;20.0;266
37.0;-11;241.0;171;-11;376.0;-84;1;54;68.0;45.0;55.0;262
35.0;15;156.0;171;15;356.0;-82;-9;46;41.0;53.0;12.0;272
-54.0;42;35.0;-176;42;234.0;-20;-44;168;73.0;51.0;-154.0;225
-59.0;6;261.0;-173;6;302.0;-20;-70;168;68.0;106.0;6.0;346
-175.0;22;221.0;-177;22;307.0;-7;1;16;137.0;103.0;15.0;298
-194.0;28;200.0;-177;28;274.0;-7;3;16;149.0;87.0;-50.0;298
-187.0;-25;165.0;-177;-25;289.0;-7;-4;16;188.0;2.0;-68.0;305
-144.0;-26;163.0;-177;-26;347.0;-7;3;16;166.0;-32.0;-47.0;304
-146.0;-26;167.0;-177;-26;377.0;-7;0;16;144.0;-40.0;4.0;302
-150.0;-27;154.0;-177;-27;324.0;-7;4;16;-40.0;-3.0;74.0;309
-155.0;-5;165.0;-177;-5;325.0;-7;1;16;115.0;72.0;1.0;302
-138.0;-12;169.0;-177;-12;328.0;-7;4;16;151.0;52.0;-15.0;304
-110.0;37;136.0;-177;37;313.0;-7;-1;16;121.0;-23.0;-28.0;310
-122.0;-2;191.0;-177;-2;335.0;-7;0;16;89.0;-22.0;39.0;301
-139.0;-11;153.0;-177;-11;343.0;-7;-1;16;79.0;-38.0;29.0;305
-119.0;7;155.0;-177;7;357.0;-7;1;16;61.0;37.0;-1.0;307
-118.0;33;151.0;-177;33;310.0;-7;-9;16;63.0;35.0;14.0;306
-118.0;24;169.0;-177;24;341.0;-7;-2;16;79.0;34.0;7.0;303
-135.0;-6;130.0;-177;-6;328.0;-7;-4;16;78.0;6.0;15.0;303
-128.0;-8;103.0;-177;-8;316.0;-7;-7;16;58.0;-8.0;16.0;311
-138.0;-32;153.0;-177;-32;312.0;-7;-1;16;69.0;18.0;-39.0;312
-128.0;-4;74.0;-177;-4;360.0;-7;-7;16;38.0;8.0;39.0;309
-132.0;-7;147.0;-177;-7;315.0;-7;0;16;93.0;1.0;26.0;304
-129.0;-8;153.0;-177;-8;315.0;-7;5;16;96.0;-5.0;13.0;309
-134.0;-23;156.0;-177;-23;304.0;-7;-3;16;122.0;1.0;-2.0;310
-119.0;2;226.0;-177;2;327.0;-7;-2;16;31.0;-9.0;5.0;309
-136.0;-5;149.0;-177;-5;294.0;-7;0;16;62.0;21.0;4.0;307
-135.0;5;165.0;-177;5;324.0;-7;-3;16;51.0;31.0;-3.0;304
-142.0;14;234.0;-177;14;311.0;-7;3;16;-47.0;9.0;1.0;313
-144.0;50;165.0;-177;50;322.0;-7;-3;16;-4.0;61.0;25.0;306
-127.0;50;182.0;-177;50;306.0;-7;5;16;42.0;64.0;-9.0;305
-116.0;18;192.0;-177;18;329.0;-7;2;16;76.0;50.0;-27.0;292
-110.0;-9;160.0;-177;-9;325.0;-7;3;16;60.0;49.0;22.0;295
-118.0;12;166.0;-177;12;314.0;-7;4;16;55.0;44.0;-26.0;301
-104.0;4;182.0;-177;4;349.0;-7;0;16;52.0;47.0;26.0;299
-102.0;-13;173.0;-177;-13;354.0;-7;2;16;49.0;9.0;10.0;300
-100.0;-18;192.0;-177;-18;332.0;-7;-4;16;52.0;15.0;16.0;298
-118.0;32;192.0;-177;32;342.0;-7;-2;16;39.0;21.0;27.0;300
-132.0;-13;182.0;-177;-13;335.0;-7;-2;16;22.0;13.0;33.0;297
-103.0;11;140.0;-177;11;318.0;-7;1;16;22.0;19.0;9.0;302
-129.0;-18;131.0;-177;-18;325.0;-7;-8;16;75.0;20.0;7.0;301
-139.0;-15;138.0;-177;-15;329.0;-7;-4;16;42.0;20.0;0.0;307
-136.0;23;115.0;-177;23;323.0;-7;10;16;68.0;11.0;0.0;306
-131.0;-87;159.0;-177;-87;317.0;-7;-3;16;93.0;5.0;32.0;295
-136.0;-30;185.0;-177;-30;333.0;-8;2;16;42.0;21.0;5.0;318
-136.0;-8;162.0;-177;-8;346.0;-8;-4;16;49.0;27.0;43.0;319
-144.0;-1;139.0;-177;-1;316.0;-8;-3;16;14.0;29.0;17.0;320
-114.0;-9;145.0;-177;-9;303.0;-8;5;16;91.0;14.0;1.0;318
-128.0;17;131.0;-177;17;313.0;-8;-8;16;28.0;14.0;15.0;318
-148.0;48;149.0;-177;48;323.0;-8;8;16;52.0;27.0;42.0;316
-118.0;17;155.0;-177;17;325.0;-7;-5;16;17.0;17.0;-1.0;306
-143.0;25;173.0;-177;25;334.0;-7;5;16;60.0;18.0;2.0;313
-86.0;12;179.0;-177;12;300.0;-7;1;16;76.0;5.0;16.0;302
-118.0;-1;163.0;-177;-1;328.0;-7;-3;16;89.0;2.0;22.0;310
-103.0;-33;161.0;-177;-33;326.0;-7;-3;16;51.0;10.0;24.0;305
-117.0;-17;125.0;-177;-17;332.0;-7;-5;16;73.0;13.0;30.0;307
-65.0;2;162.0;-177;2;302.0;-7;4;16;18.0;18.0;24.0;309
-78.0;-11;151.0;-177;-11;318.0;-7;5;16;36.0;23.0;31.0;307
-110.0;25;169.0;-177;25;332.0;-8;-1;16;49.0;22.0;8.0;314
-106.0;-10;131.0;-177;-10;340.0;-7;1;16;70.0;22.0;21.0;306
-97.0;20;187.0;-177;20;342.0;-7;-2;16;30.0;23.0;28.0;307
-100.0;5;141.0;-177;5;333.0;-8;-6;16;81.0;16.0;7.0;310
-105.0;7;143.0;-177;7;320.0;-7;-3;16;54.0;6.0;0.0;309
-91.0;36;136.0;-177;36;304.0;-7;7;16;30.0;-7.0;-10.0;305
-107.0;2;136.0;-177;2;318.0;-7;-4;16;26.0;0.0;33.0;301
-96.0;-6;165.0;-177;-6;289.0;-7;-2;16;60.0;22.0;-10.0;306
-120.0;-29;158.0;-177;-29;333.0;-7;1;16;71.0;16.0;-21.0;304
-114.0;-7;169.0;-177;-7;312.0;-7;7;16;79.0;15.0;-3.0;305
-109.0;23;182.0;-177;23;313.0;-7;1;16;101.0;-3.0;13.0;300
-114.0;13;106.0;-177;13;357.0;-7;2;16;49.0;-6.0;40.0;306
-106.0;50;84.0;-177;50;337.0;-7;-1;16;16.0;12.0;23.0;300
-131.0;37;115.0;-177;37;325.0;-7;-3;16;61.0;1.0;14.0;302
-130.0;26;133.0;-177;26;351.0;-7;-3;16;96.0;-1.0;8.0;298
-109.0;-13;144.0;-177;-13;343.0;-7;-4;16;89.0;-4.0;28.0;300
-119.0;6;135.0;-177;6;335.0;-7;-4;16;54.0;6.0;18.0;305
-120.0;-37;112.0;-177;-37;329.0;-7;3;16;55.0;7.0;-6.0;304
-146.0;-14;152.0;-177;-14;343.0;-7;1;16;46.0;12.0;28.0;308
-129.0;7;135.0;-177;7;342.0;-7;-10;16;113.0;8.0;55.0;303
-153.0;-9;126.0;-177;-9;333.0;-7;3;16;60.0;-5.0;10.0;308
-136.0;-45;119.0;-177;-45;340.0;-7;0;16;88.0;8.0;10.0;301
-118.0;13;147.0;-177;13;306.0;-7;-3;16;71.0;10.0;38.0;306
-119.0;-11;145.0;-177;-11;324.0;-7;6;16;90.0;17.0;33.0;307
-108.0;4;166.0;-177;4;302.0;-7;2;16;87.0;1.0;33.0;306
-113.0;4;191.0;-177;4;325.0;-7;3;16;91.0;23.0;23.0;306
-114.0;5;160.0;-177;5;339.0;-7;0;16;52.0;14.0;-4.0;306
-110.0;21;115.0;-177;21;333.0;-7;0;16;27.0;14.0;14.0;307
-92.0;-2;197.0;-177;-2;340.0;-7;22;16;69.0;29.0;-3.0;303
-92.0;4;179.0;-176;4;333.0;-7;3;16;27.0;21.0;-10.0;306
-95.0;5;173.0;-176;5;328.0;-7;3;16;34.0;31.0;41.0;315
-109.0;15;165.0;-176;15;307.0;-7;-2;16;80.0;19.0;48.0;306
-112.0;-8;168.0;-176;-8;323.0;-7;-4;16;59.0;15.0;12.0;305
-105.0;15;162.0;-176;15;299.0;-7;3;16;29.0;20.0;27.0;309
-100.0;-37;164.0;-176;-37;314.0;-7;-2;16;51.0;35.0;12.0;308
-110.0;5;177.0;-176;5;315.0;-7;-1;16;32.0;20.0;29.0;306
-118.0;-37;160.0;-176;-37;333.0;-7;-3;16;61.0;30.0;28.0;306
-124.0;-18;154.0;-176;-18;328.0;-7;-2;16;52.0;19.0;-7.0;309
-104.0;2;180.0;-176;2;327.0;-7;4;16;58.0;18.0;27.0;307
-104.0;-7;158.0;-176;-7;311.0;-7;-3;16;34.0;19.0;-3.0;315
-118.0;-17;172.0;-176;-17;330.0;-7;6;16;26.0;31.0;27.0;310
-108.0;-15;161.0;-176;-15;303.0;-7;6;16;18.0;22.0;4.0;310
-112.0;-5;167.0;-176;-5;316.0;-7;4;16;21.0;27.0;36.0;311
-111.0;32;175.0;-176;32;320.0;-7;1;16;38.0;32.0;-8.0;309
-123.0;17;167.0;-176;17;329.0;-7;2;16;58.0;32.0;9.0;310
-109.0;-12;165.0;-176;-12;331.0;-7;-4;16;102.0;14.0;38.0;308
-117.0;9;183.0;-176;9;347.0;-7;-6;16;58.0;11.0;28.0;311
-118.0;14;156.0;-176;14;334.0;-7;-2;16;5.0;24.0;22.0;307
-121.0;30;191.0;-176;30;340.0;-7;6;16;59.0;13.0;12.0;314
-124.0;13;157.0;-176;13;340.0;-7;2;16;59.0;3.0;20.0;308
-124.0;-2;156.0;-176;-2;343.0;-7;-2;16;11.0;24.0;39.0;305
-118.0;-16;161.0;-176;-16;336.0;-7;0;16;41.0;37.0;12.0;307
-115.0;-27;161.0;-176;-27;352.0;-7;0;16;70.0;34.0;29.0;308
-128.0;14;155.0;-176;14;341.0;-7;-2;16;56.0;22.0;19.0;306
-90.0;7;177.0;-176;7;342.0;-7;1;16;40.0;27.0;24.0;308
-110.0;35;173.0;-176;35;341.0;-8;-4;16;44.0;34.0;28.0;310
-99.0;8;164.0;-176;8;334.0;-7;-1;16;55.0;26.0;40.0;315
-109.0;1;174.0;-176;1;340.0;-7;-5;16;57.0;20.0;19.0;308
-122.0;-15;161.0;-176;-15;316.0;-7;-4;16;25.0;18.0;35.0;314
-91.0;-12;164.0;-176;-12;334.0;-7;-3;16;30.0;20.0;10.0;316
-102.0;25;182.0;-176;25;341.0;-7;1;16;42.0;24.0;22.0;310
-97.0;3;173.0;-176;3;334.0;-7;-3;16;37.0;28.0;24.0;309
-111.0;-5;139.0;-176;-5;333.0;-7;3;16;54.0;28.0;21.0;306
-112.0;-5;146.0;-176;-5;353.0;-7;0;16;54.0;12.0;25.0;308
-101.0;18;144.0;-176;18;326.0;-7;4;16;23.0;20.0;54.0;316
-102.0;9;164.0;-176;9;322.0;-7;10;16;134.0;17.0;19.0;307
-109.0;-31;169.0;-176;-31;323.0;-7;-1;16;96.0;11.0;-24.0;300
-108.0;-16;173.0;-176;-16;366.0;-7;4;16;93.0;16.0;13.0;303
-113.0;-28;135.0;-176;-28;344.0;-7;0;16;227.0;4.0;-14.0;306
-114.0;-14;130.0;-176;-14;316.0;-7;-11;16;256.0;1.0;8.0;306
-108.0;-13;133.0;-176;-13;329.0;-7;-1;16;472.0;-2.0;9.0;302
-28.0;47;181.0;175;47;352.0;-81;246;11;37.0;36.0;98.0;259
-105.0;-5;113.0;-176;-5;370.0;-7;-1;16;288.0;-6.0;25.0;305
-108.0;-3;158.0;-176;-3;339.0;-7;-2;16;206.0;-8.0;46.0;303
-45.0;-21;160.0;-176;-21;390.0;-7;2;16;28.0;50.0;27.0;307
-28.0;21;176.0;-176;21;361.0;-7;-1;16;9.0;56.0;39.0;302
-26.0;12;142.0;-176;12;360.0;-7;-1;16;41.0;51.0;19.0;301
-83.0;18;165.0;-176;18;367.0;-7;4;16;65.0;30.0;11.0;315
-123.0;16;161.0;-176;16;372.0;-7;-2;16;91.0;18.0;31.0;306
-88.0;37;157.0;-176;37;357.0;-7;0;16;51.0;16.0;46.0;301
-118.0;-9;135.0;-176;-9;328.0;-7;1;16;49.0;1.0;11.0;304
-110.0;12;171.0;-176;12;359.0;-7;-4;16;21.0;44.0;38.0;305
-108.0;-26;215.0;-176;-26;314.0;-7;-3;16;47.0;41.0;24.0;308
-112.0;-19;132.0;-176;-19;316.0;-7;0;16;73.0;57.0;65.0;306
-132.0;-27;151.0;-176;-27;364.0;-7;3;16;75.0;-1.0;8.0;299
-102.0;42;163.0;-176;42;349.0;-7;4;16;49.0;-4.0;35.0;307
-119.0;1;161.0;-176;1;335.0;-7;0;16;35.0;15.0;40.0;295
-117.0;13;163.0;-176;13;346.0;-7;-1;16;63.0;41.0;38.0;310
-99.0;12;169.0;-176;12;352.0;-7;3;16;58.0;37.0;10.0;308
-127.0;5;160.0;-176;5;335.0;-7;4;16;62.0;28.0;29.0;309
-121.0;-9;161.0;-176;-9;355.0;-7;-6;16;21.0;14.0;13.0;304
-92.0;23;174.0;-176;23;348.0;-7;-2;16;48.0;30.0;6.0;302
-109.0;-31;155.0;-176;-31;341.0;-7;2;16;43.0;23.0;12.0;301
-116.0;-32;129.0;-176;-32;344.0;-7;-7;16;63.0;19.0;18.0;311
-126.0;-30;111.0;-176;-30;349.0;-7;-1;16;64.0;18.0;10.0;310
-118.0;-6;119.0;-176;-6;342.0;-7;-4;16;50.0;6.0;39.0;311
-112.0;-4;157.0;-176;-4;329.0;-7;-1;16;74.0;2.0;9.0;303
-121.0;5;203.0;-176;5;336.0;-7;4;16;59.0;18.0;16.0;305
-123.0;-20;202.0;-176;-20;331.0;-7;4;16;55.0;33.0;17.0;304
-109.0;9;211.0;-176;9;344.0;-7;4;16;66.0;26.0;25.0;303
-145.0;-28;180.0;-176;-28;391.0;-7;-4;16;19.0;35.0;-6.0;302
-122.0;-31;151.0;-176;-31;394.0;-7;1;16;11.0;38.0;7.0;302
-114.0;6;151.0;-176;6;361.0;-7;3;16;78.0;36.0;8.0;306
-120.0;10;162.0;-176;10;361.0;-7;0;16;100.0;38.0;1.0;307
-118.0;-16;165.0;-176;-16;322.0;-7;-7;16;90.0;11.0;-12.0;304
-118.0;18;178.0;-176;18;312.0;-7;1;16;76.0;6.0;-17.0;305
-106.0;-19;164.0;-176;-19;345.0;-7;-1;16;50.0;-12.0;3.0;307
-105.0;-51;172.0;-176;-51;342.0;-7;-6;16;45.0;-8.0;17.0;310
-93.0;9;164.0;-176;9;309.0;-7;2;16;51.0;1.0;-5.0;304
-113.0;-20;169.0;-176;-20;302.0;-7;-1;16;60.0;5.0;16.0;305
-109.0;-1;148.0;-176;-1;305.0;-7;2;16;53.0;4.0;13.0;305
-100.0;-44;148.0;-176;-44;326.0;-7;-3;16;93.0;10.0;30.0;303
-86.0;-3;135.0;-176;-3;338.0;-7;-6;16;37.0;11.0;30.0;308
-109.0;64;122.0;-176;64;352.0;-7;-6;16;48.0;28.0;-6.0;310
-98.0;24;119.0;-176;24;327.0;-7;-6;16;88.0;29.0;9.0;301
-93.0;33;118.0;-176;33;322.0;-7;2;16;80.0;31.0;17.0;306
-128.0;46;29.0;-176;46;321.0;-7;-7;16;94.0;6.0;11.0;308
-105.0;15;127.0;-176;15;318.0;-7;11;16;63.0;-16.0;37.0;299
-110.0;-44;231.0;-176;-44;340.0;-7;3;16;36.0;-22.0;5.0;293
-117.0;-34;260.0;-176;-34;370.0;-7;-14;16;76.0;0.0;7.0;286
-96.0;11;277.0;-177;11;340.0;-7;-3;16;128.0;15.0;27.0;312
-89.0;37;275.0;170;37;388.0;-81;-70;8;127.0;9.0;17.0;263
-29.0;-89;250.0;-173;-89;352.0;-20;9;168;43.0;116.0;16.0;356
37.0;25;319.0;-176;25;324.0;-11;14;167;-113.0;34.0;24.0;329
-24.0;-30;299.0;-178;-30;356.0;-11;18;167;-43.0;32.0;48.0;252
-10.0;-71;282.0;-179;-71;330.0;-11;34;167;-4.0;39.0;59.0;256
-157.0;-29;172.0;-180;-29;287.0;-10;-2;167;3.0;54.0;52.0;253
-242.0;1;334.0;177;1;511.0;-91;17;17;20.0;75.0;110.0;312
-208.0;53;212.0;-180;53;315.0;-10;6;167;-81.0;-26.0;89.0;301
-127.0;49;248.0;-180;49;277.0;-10;-3;167;14.0;-20.0;18.0;295
74.0;61;423.0;-154;61;569.0;35;-293;-7;-35.0;89.0;3.0;90
-85.0;86;224.0;-180;86;361.0;-10;0;167;70.0;108.0;40.0;293
-290.0;2;210.0;-179;2;532.0;-10;0;102;62.0;3.0;134.0;312
-247.0;2;192.0;-179;2;415.0;-11;2;102;159.0;71.0;44.0;292
-250.0;-10;232.0;-179;-10;359.0;-11;-5;102;110.0;45.0;54.0;284
-306.0;5;225.0;-179;5;395.0;-10;0;102;-13.0;-26.0;45.0;268
-336.0;5;228.0;-179;5;411.0;-10;-4;102;-7.0;-19.0;57.0;268
-117.0;-36;220.0;177;-36;394.0;-90;1;16;113.0;84.0;87.0;300
-156.0;-47;205.0;177;-47;410.0;-89;6;16;70.0;72.0;101.0;305
-58.0;11;212.0;177;11;446.0;-88;8;16;45.0;30.0;88.0;316
9.0;85;304.0;177;85;401.0;-85;2;15;27.0;68.0;64.0;312
-507.0;-333;230.0;-150;-333;328.0;-36;-11;97;-175.0;-330.0;-108.0;205
-351.0;0;154.0;-176;0;485.0;18;2;135;-299.0;-33.0;-115.0;216
-233.0;21;207.0;-179;21;426.0;-10;-1;102;-32.0;-6.0;86.0;276
-312.0;24;164.0;-179;24;320.0;19;-3;135;241.0;121.0;-81.0;223
-282.0;-22;308.0;-179;-22;587.0;18;-6;135;110.0;609.0;236.0;248
-14.0;-2;299.0;177;-2;424.0;-83;-3;14;5.0;82.0;86.0;298
18.0;-7;271.0;177;-7;424.0;-83;0;15;101.0;71.0;86.0;307
-1.0;-12;269.0;177;-12;433.0;-83;-3;15;80.0;75.0;100.0;308
-265.0;13;219.0;-179;13;391.0;-10;3;102;-10.0;3.0;77.0;276
15.0;-28;323.0;177;-28;428.0;-84;-2;15;70.0;57.0;75.0;303
18.0;-22;293.0;177;-22;436.0;-84;3;15;55.0;59.0;85.0;305
4.0;-13;291.0;177;-13;419.0;-84;0;15;12.0;51.0;80.0;306
13.0;17;212.0;177;17;428.0;-84;6;15;37.0;72.0;52.0;306
28.0;36;216.0;177;36;438.0;-84;0;15;16.0;63.0;46.0;304
29.0;36;224.0;177;36;454.0;-84;1;15;24.0;59.0;76.0;298
33.0;14;284.0;177;14;417.0;-84;-12;15;82.0;66.0;137.0;289
10.0;1;274.0;177;1;421.0;-84;4;15;83.0;69.0;118.0;277
-229.0;52;221.0;-179;52;398.0;-10;-4;102;101.0;99.0;83.0;271
-58.0;-29;209.0;-179;-29;385.0;-10;3;102;131.0;114.0;41.0;277
-101.0;13;224.0;-179;13;376.0;-10;2;102;74.0;51.0;48.0;277
100.0;-19;223.0;-179;-19;381.0;-10;-5;101;41.0;19.0;49.0;275
-83.0;60;401.0;177;60;534.0;-97;-2;15;69.0;60.0;101.0;268
