InertialMeasurementUnit RUA Quaternion2;InertialMeasurementUnit LUA Quaternion3;InertialMeasurementUnit BACK Quaternion1;InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit BACK Quaternion2;InertialMeasurementUnit LLA Quaternion3;InertialMeasurementUnit BACK Quaternion3;InertialMeasurementUnit RLA Quaternion4;InertialMeasurementUnit LUA Quaternion2;InertialMeasurementUnit RLA Quaternion3;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit RUA Quaternion1
599.0;-522.0;709.0;293.0;-361.0;619.0;516.0;-829.0;142.0;-22.0;-95.0;-93.0
584.0;-539.0;773.0;383.0;-350.0;659.0;473.0;-767.0;39.0;-281.0;25.0;-233.0
553.0;-522.0;775.0;338.0;-363.0;637.0;461.0;-799.0;47.0;-261.0;24.0;-171.0
400.0;-645.0;640.0;281.0;-410.0;682.0;531.0;-816.0;144.0;-483.0;-46.0;-54.0
597.0;-541.0;710.0;259.0;-368.0;637.0;511.0;-843.0;112.0;-58.0;-72.0;-90.0
625.0;-543.0;650.0;439.0;-441.0;658.0;460.0;-758.0;170.0;96.0;-90.0;37.0
584.0;-490.0;717.0;493.0;-388.0;670.0;321.0;-592.0;157.0;-273.0;-163.0;-232.0
613.0;-527.0;642.0;307.0;-432.0;643.0;488.0;-808.0;194.0;31.0;-85.0;-67.0
605.0;-187.0;718.0;463.0;-356.0;520.0;521.0;-715.0;520.0;152.0;-422.0;395.0
-173.0;-165.0;400.0;-732.0;456.0;58.0;448.0;-467.0;-533.0;-496.0;667.0;-736.0
428.0;-580.0;767.0;325.0;-176.0;707.0;607.0;-891.0;-146.0;-200.0;185.0;-129.0
615.0;-406.0;365.0;585.0;-611.0;560.0;223.0;-656.0;433.0;200.0;-418.0;261.0
581.0;-639.0;-677.0;61.0;348.0;695.0;-577.0;-854.0;40.0;-141.0;98.0;-233.0
368.0;-615.0;735.0;202.0;-252.0;694.0;596.0;-938.0;25.0;-184.0;70.0;-293.0
467.0;-123.0;-118.0;802.0;-424.0;282.0;-301.0;-118.0;503.0;370.0;-626.0;643.0
609.0;-590.0;730.0;287.0;-342.0;671.0;521.0;-825.0;-18.0;-52.0;63.0;-93.0
598.0;-549.0;755.0;187.0;-308.0;651.0;538.0;-832.0;-21.0;-59.0;125.0;-216.0
-338.0;638.0;-709.0;-305.0;332.0;-680.0;-561.0;897.0;-15.0;313.0;-129.0;205.0
511.0;-615.0;652.0;555.0;-400.0;743.0;500.0;-758.0;107.0;-230.0;-72.0;28.0
600.0;-643.0;685.0;188.0;-376.0;708.0;516.0;-837.0;79.0;20.0;-2.0;-166.0
585.0;-575.0;735.0;167.0;-307.0;665.0;550.0;-846.0;26.0;-58.0;83.0;-190.0
630.0;-572.0;742.0;704.0;-364.0;674.0;490.0;-598.0;60.0;-10.0;-5.0;-104.0
625.0;-612.0;746.0;147.0;-306.0;685.0;529.0;-817.0;24.0;11.0;-32.0;-183.0
622.0;-607.0;719.0;175.0;-345.0;696.0;518.0;-823.0;61.0;-11.0;-78.0;-191.0
599.0;-594.0;728.0;654.0;-364.0;683.0;509.0;-647.0;56.0;-91.0;25.0;-184.0
610.0;-517.0;654.0;323.0;-436.0;625.0;474.0;-811.0;177.0;28.0;-56.0;-42.0
593.0;-536.0;729.0;184.0;-298.0;646.0;558.0;-844.0;181.0;-41.0;-110.0;-163.0
575.0;-606.0;792.0;-45.0;-176.0;696.0;582.0;-815.0;4.0;-94.0;23.0;-317.0
19.0;-618.0;725.0;753.0;-210.0;651.0;652.0;-501.0;-70.0;-385.0;201.0;-155.0
393.0;-554.0;779.0;342.0;-271.0;665.0;544.0;-907.0;-28.0;-147.0;99.0;-369.0
462.0;-543.0;806.0;313.0;-195.0;701.0;559.0;-867.0;-184.0;-296.0;268.0;-418.0
571.0;-637.0;-686.0;24.0;336.0;688.0;-590.0;-852.0;20.0;-161.0;126.0;-259.0
612.0;-577.0;638.0;364.0;-419.0;652.0;451.0;-779.0;228.0;96.0;-186.0;-60.0
409.0;-561.0;799.0;-4.0;-87.0;695.0;592.0;-864.0;-162.0;-307.0;230.0;-560.0
614.0;-522.0;634.0;358.0;-433.0;604.0;500.0;-792.0;182.0;84.0;-53.0;-52.0
562.0;-641.0;-707.0;136.0;313.0;711.0;-534.0;-849.0;62.0;-44.0;23.0;-264.0
625.0;-619.0;681.0;296.0;-402.0;694.0;484.0;-796.0;149.0;24.0;-104.0;-126.0
545.0;-595.0;744.0;233.0;-323.0;681.0;544.0;-788.0;15.0;33.0;68.0;-301.0
176.0;-614.0;647.0;912.0;-383.0;690.0;603.0;-224.0;82.0;-293.0;76.0;150.0
623.0;-576.0;637.0;330.0;-426.0;685.0;503.0;-789.0;132.0;79.0;-22.0;-69.0
471.0;-554.0;717.0;294.0;-409.0;666.0;466.0;-861.0;37.0;-261.0;107.0;-283.0
638.0;-610.0;661.0;287.0;-413.0;698.0;479.0;-798.0;217.0;-2.0;-223.0;-94.0
581.0;-612.0;741.0;59.0;-303.0;694.0;541.0;-845.0;63.0;-81.0;-103.0;-268.0
494.0;-520.0;766.0;597.0;-378.0;646.0;463.0;-649.0;-1.0;-444.0;150.0;-176.0
282.0;64.0;294.0;830.0;510.0;118.0;345.0;193.0;548.0;523.0;-649.0;720.0
663.0;-552.0;708.0;385.0;-390.0;648.0;492.0;-756.0;10.0;93.0;58.0;-13.0
611.0;-619.0;710.0;222.0;-372.0;680.0;520.0;-814.0;15.0;36.0;97.0;-183.0
580.0;-603.0;727.0;302.0;-336.0;681.0;552.0;-794.0;45.0;26.0;25.0;-216.0
644.0;-584.0;691.0;298.0;-408.0;685.0;462.0;-778.0;81.0;112.0;-1.0;-91.0
564.0;-600.0;723.0;420.0;-342.0;682.0;542.0;-766.0;67.0;-51.0;-8.0;-159.0
587.0;-610.0;661.0;268.0;-407.0;660.0;484.0;-831.0;127.0;-41.0;-26.0;-109.0
622.0;-572.0;672.0;257.0;-430.0;679.0;477.0;-820.0;104.0;37.0;17.0;-85.0
585.0;-560.0;779.0;95.0;-311.0;658.0;522.0;-740.0;-42.0;-401.0;138.0;-339.0
140.0;-638.0;763.0;435.0;-25.0;601.0;644.0;-858.0;-219.0;-273.0;269.0;-448.0
619.0;-565.0;707.0;374.0;-362.0;677.0;529.0;-799.0;56.0;-12.0;-25.0;-24.0
591.0;-518.0;954.0;316.0;-105.0;827.0;235.0;-826.0;-219.0;-352.0;146.0;-393.0
613.0;-606.0;950.0;363.0;-73.0;821.0;247.0;-789.0;-145.0;-330.0;127.0;-434.0
587.0;-540.0;777.0;237.0;-334.0;657.0;485.0;-708.0;20.0;-411.0;41.0;-273.0
591.0;-602.0;729.0;302.0;-333.0;677.0;552.0;-777.0;37.0;58.0;39.0;-222.0
-411.0;271.0;-1.0;-814.0;467.0;-374.0;137.0;221.0;-480.0;-443.0;608.0;-591.0
409.0;-609.0;755.0;458.0;-127.0;799.0;642.0;-808.0;-121.0;-300.0;137.0;-312.0
615.0;-560.0;669.0;385.0;-416.0;660.0;483.0;-808.0;146.0;-8.0;-83.0;18.0
594.0;-602.0;731.0;302.0;-331.0;675.0;552.0;-769.0;32.0;69.0;47.0;-224.0
548.0;-608.0;751.0;106.0;-274.0;675.0;560.0;-841.0;13.0;-31.0;54.0;-337.0
635.0;-507.0;592.0;506.0;-484.0;637.0;392.0;-727.0;244.0;103.0;-184.0;124.0
589.0;-575.0;761.0;44.0;-208.0;694.0;594.0;-856.0;284.0;-106.0;-140.0;-195.0
