Accelerometer RKN_ accX;InertialMeasurementUnit R-SHOE AngVelNavFrameX;Accelerometer BACK accX;InertialMeasurementUnit L-SHOE EuZ;InertialMeasurementUnit R-SHOE AngVelBodyFrameY;Accelerometer LUA^ accX;InertialMeasurementUnit R-SHOE Compass;InertialMeasurementUnit L-SHOE Nav_Ax;InertialMeasurementUnit L-SHOE Compass;Accelerometer LH accZ;InertialMeasurementUnit LLA accZ;Accelerometer LUA_ accX;InertialMeasurementUnit R-SHOE Body_Ax
-119.0;1;161.0;-176;1;335.0;-7;0;16;35.0;15.0;40.0;295
-102.0;42;163.0;-176;42;349.0;-7;4;16;49.0;-4.0;35.0;307
-132.0;-27;151.0;-176;-27;364.0;-7;3;16;75.0;-1.0;8.0;299
-110.0;12;171.0;-176;12;359.0;-7;-4;16;21.0;44.0;38.0;305
-118.0;-9;135.0;-176;-9;328.0;-7;1;16;49.0;1.0;11.0;304
-88.0;37;157.0;-176;37;357.0;-7;0;16;51.0;16.0;46.0;301
-123.0;16;161.0;-176;16;372.0;-7;-2;16;91.0;18.0;31.0;306
-83.0;18;165.0;-176;18;367.0;-7;4;16;65.0;30.0;11.0;315
-108.0;-16;173.0;-176;-16;366.0;-7;4;16;93.0;16.0;13.0;303
-112.0;-5;146.0;-176;-5;353.0;-7;0;16;54.0;12.0;25.0;308
-111.0;-5;139.0;-176;-5;333.0;-7;3;16;54.0;28.0;21.0;306
-97.0;3;173.0;-176;3;334.0;-7;-3;16;37.0;28.0;24.0;309
-102.0;25;182.0;-176;25;341.0;-7;1;16;42.0;24.0;22.0;310
-91.0;-12;164.0;-176;-12;334.0;-7;-3;16;30.0;20.0;10.0;316
-109.0;1;174.0;-176;1;340.0;-7;-5;16;57.0;20.0;19.0;308
-99.0;8;164.0;-176;8;334.0;-7;-1;16;55.0;26.0;40.0;315
-110.0;35;173.0;-176;35;341.0;-8;-4;16;44.0;34.0;28.0;310
-90.0;7;177.0;-176;7;342.0;-7;1;16;40.0;27.0;24.0;308
-128.0;14;155.0;-176;14;341.0;-7;-2;16;56.0;22.0;19.0;306
-115.0;-27;161.0;-176;-27;352.0;-7;0;16;70.0;34.0;29.0;308
-118.0;-16;161.0;-176;-16;336.0;-7;0;16;41.0;37.0;12.0;307
-112.0;-4;157.0;-176;-4;329.0;-7;-1;16;74.0;2.0;9.0;303
-124.0;13;157.0;-176;13;340.0;-7;2;16;59.0;3.0;20.0;308
-121.0;30;191.0;-176;30;340.0;-7;6;16;59.0;13.0;12.0;314
-118.0;14;156.0;-176;14;334.0;-7;-2;16;5.0;24.0;22.0;307
-117.0;9;183.0;-176;9;347.0;-7;-6;16;58.0;11.0;28.0;311
-109.0;-12;165.0;-176;-12;331.0;-7;-4;16;102.0;14.0;38.0;308
-123.0;17;167.0;-176;17;329.0;-7;2;16;58.0;32.0;9.0;310
-111.0;32;175.0;-176;32;320.0;-7;1;16;38.0;32.0;-8.0;309
-112.0;-5;167.0;-176;-5;316.0;-7;4;16;21.0;27.0;36.0;311
-118.0;-17;172.0;-176;-17;330.0;-7;6;16;26.0;31.0;27.0;310
-104.0;-7;158.0;-176;-7;311.0;-7;-3;16;34.0;19.0;-3.0;315
-104.0;2;180.0;-176;2;327.0;-7;4;16;58.0;18.0;27.0;307
-124.0;-18;154.0;-176;-18;328.0;-7;-2;16;52.0;19.0;-7.0;309
-110.0;5;177.0;-176;5;315.0;-7;-1;16;32.0;20.0;29.0;306
-105.0;15;162.0;-176;15;299.0;-7;3;16;29.0;20.0;27.0;309
-112.0;-8;168.0;-176;-8;323.0;-7;-4;16;59.0;15.0;12.0;305
-109.0;15;165.0;-176;15;307.0;-7;-2;16;80.0;19.0;48.0;306
-95.0;5;173.0;-176;5;328.0;-7;3;16;34.0;31.0;41.0;315
-92.0;4;179.0;-176;4;333.0;-7;3;16;27.0;21.0;-10.0;306
-92.0;-2;197.0;-177;-2;340.0;-7;22;16;69.0;29.0;-3.0;303
-124.0;26;154.0;-178;26;400.0;-7;-18;15;80.0;45.0;35.0;306
-110.0;21;115.0;-177;21;333.0;-7;0;16;27.0;14.0;14.0;307
-114.0;5;160.0;-177;5;339.0;-7;0;16;52.0;14.0;-4.0;306
-113.0;4;191.0;-177;4;325.0;-7;3;16;91.0;23.0;23.0;306
-108.0;4;166.0;-177;4;302.0;-7;2;16;87.0;1.0;33.0;306
-118.0;13;147.0;-177;13;306.0;-7;-3;16;71.0;10.0;38.0;306
-153.0;-9;126.0;-177;-9;333.0;-7;3;16;60.0;-5.0;10.0;308
-146.0;-14;152.0;-177;-14;343.0;-7;1;16;46.0;12.0;28.0;308
-119.0;6;135.0;-177;6;335.0;-7;-4;16;54.0;6.0;18.0;305
-107.0;136;294.0;-176;136;471.0;-70;8;19;101.0;93.0;173.0;387
-109.0;-13;144.0;-177;-13;343.0;-7;-4;16;89.0;-4.0;28.0;300
-130.0;26;133.0;-177;26;351.0;-7;-3;16;96.0;-1.0;8.0;298
-131.0;37;115.0;-177;37;325.0;-7;-3;16;61.0;1.0;14.0;302
-114.0;13;106.0;-177;13;357.0;-7;2;16;49.0;-6.0;40.0;306
-109.0;23;182.0;-177;23;313.0;-7;1;16;101.0;-3.0;13.0;300
-114.0;-7;169.0;-177;-7;312.0;-7;7;16;79.0;15.0;-3.0;305
-120.0;-29;158.0;-177;-29;333.0;-7;1;16;71.0;16.0;-21.0;304
-107.0;2;136.0;-177;2;318.0;-7;-4;16;26.0;0.0;33.0;301
-91.0;36;136.0;-177;36;304.0;-7;7;16;30.0;-7.0;-10.0;305
-105.0;7;143.0;-177;7;320.0;-7;-3;16;54.0;6.0;0.0;309
-100.0;5;141.0;-177;5;333.0;-8;-6;16;81.0;16.0;7.0;310
-97.0;20;187.0;-177;20;342.0;-7;-2;16;30.0;23.0;28.0;307
-106.0;-10;131.0;-177;-10;340.0;-7;1;16;70.0;22.0;21.0;306
-110.0;25;169.0;-177;25;332.0;-8;-1;16;49.0;22.0;8.0;314
-118.0;-1;163.0;-177;-1;328.0;-7;-3;16;89.0;2.0;22.0;310
-86.0;12;179.0;-177;12;300.0;-7;1;16;76.0;5.0;16.0;302
-143.0;25;173.0;-177;25;334.0;-7;5;16;60.0;18.0;2.0;313
-118.0;17;155.0;-177;17;325.0;-7;-5;16;17.0;17.0;-1.0;306
-148.0;48;149.0;-177;48;323.0;-8;8;16;52.0;27.0;42.0;316
-128.0;17;131.0;-177;17;313.0;-8;-8;16;28.0;14.0;15.0;318
-136.0;-8;162.0;-177;-8;346.0;-8;-4;16;49.0;27.0;43.0;319
-136.0;-30;185.0;-177;-30;333.0;-8;2;16;42.0;21.0;5.0;318
-136.0;23;115.0;-177;23;323.0;-7;10;16;68.0;11.0;0.0;306
-139.0;-15;138.0;-177;-15;329.0;-7;-4;16;42.0;20.0;0.0;307
-103.0;11;140.0;-177;11;318.0;-7;1;16;22.0;19.0;9.0;302
-132.0;-13;182.0;-177;-13;335.0;-7;-2;16;22.0;13.0;33.0;297
-118.0;32;192.0;-177;32;342.0;-7;-2;16;39.0;21.0;27.0;300
-100.0;-18;192.0;-177;-18;332.0;-7;-4;16;52.0;15.0;16.0;298
-102.0;-13;173.0;-177;-13;354.0;-7;2;16;49.0;9.0;10.0;300
-104.0;4;182.0;-177;4;349.0;-7;0;16;52.0;47.0;26.0;299
-118.0;12;166.0;-177;12;314.0;-7;4;16;55.0;44.0;-26.0;301
-110.0;-9;160.0;-177;-9;325.0;-7;3;16;60.0;49.0;22.0;295
-122.0;-2;191.0;-177;-2;335.0;-7;0;16;89.0;-22.0;39.0;301
-139.0;-11;153.0;-177;-11;343.0;-7;-1;16;79.0;-38.0;29.0;305
-119.0;7;155.0;-177;7;357.0;-7;1;16;61.0;37.0;-1.0;307
-118.0;33;151.0;-177;33;310.0;-7;-9;16;63.0;35.0;14.0;306
-118.0;24;169.0;-177;24;341.0;-7;-2;16;79.0;34.0;7.0;303
-135.0;-6;130.0;-177;-6;328.0;-7;-4;16;78.0;6.0;15.0;303
-116.0;18;192.0;-177;18;329.0;-7;2;16;76.0;50.0;-27.0;292
-135.0;5;165.0;-177;5;324.0;-7;-3;16;51.0;31.0;-3.0;304
-119.0;2;226.0;-177;2;327.0;-7;-2;16;31.0;-9.0;5.0;309
-132.0;-7;147.0;-177;-7;315.0;-7;0;16;93.0;1.0;26.0;304
-229.0;52;221.0;-179;52;398.0;-10;-4;102;101.0;99.0;83.0;271
-106.0;50;84.0;-177;50;337.0;-7;-1;16;16.0;12.0;23.0;300
-113.0;-20;169.0;-176;-20;302.0;-7;-1;16;60.0;5.0;16.0;305
-136.0;-5;149.0;-177;-5;294.0;-7;0;16;62.0;21.0;4.0;307
-138.0;-32;153.0;-177;-32;312.0;-7;-1;16;69.0;18.0;-39.0;312
-254.0;23;105.0;-179;23;284.0;18;1;135;-649.0;7.0;-243.0;255
-40.0;194;151.0;-179;194;446.0;-9;-14;6;117.0;147.0;32.0;28
-127.0;50;182.0;-177;50;306.0;-7;5;16;42.0;64.0;-9.0;305
-128.0;-8;103.0;-177;-8;316.0;-7;-7;16;58.0;-8.0;16.0;311
-110.0;37;136.0;-177;37;313.0;-7;-1;16;121.0;-23.0;-28.0;310
-126.0;46;82.0;-177;46;335.0;-4;6;67;59.0;16.0;16.0;271
-155.0;-5;165.0;-177;-5;325.0;-7;1;16;115.0;72.0;1.0;302
-83.0;11;481.0;-177;11;388.0;-76;2;132;200.0;-108.0;-42.0;270
-67.0;8;204.0;-175;8;354.0;-59;-4;-154;130.0;-48.0;-30.0;333
-55.0;-161;240.0;-178;-161;391.0;-12;30;24;70.0;-21.0;68.0;238
-93.0;33;118.0;-176;33;322.0;-7;2;16;80.0;31.0;17.0;306
-98.0;24;119.0;-176;24;327.0;-7;-6;16;88.0;29.0;9.0;301
-129.0;-18;131.0;-177;-18;325.0;-7;-8;16;75.0;20.0;7.0;301
-110.0;-44;231.0;-176;-44;340.0;-7;3;16;36.0;-22.0;5.0;293
-122.0;-31;151.0;-176;-31;394.0;-7;1;16;11.0;38.0;7.0;302
-118.0;-6;119.0;-176;-6;342.0;-7;-4;16;50.0;6.0;39.0;311
-126.0;-30;111.0;-176;-30;349.0;-7;-1;16;64.0;18.0;10.0;310
-116.0;-32;129.0;-176;-32;344.0;-7;-7;16;63.0;19.0;18.0;311
-144.0;-1;139.0;-177;-1;316.0;-8;-3;16;14.0;29.0;17.0;320
-114.0;-9;145.0;-177;-9;303.0;-8;5;16;91.0;14.0;1.0;318
-108.0;-26;215.0;-176;-26;314.0;-7;-3;16;47.0;41.0;24.0;308
-26.0;12;142.0;-176;12;360.0;-7;-1;16;41.0;51.0;19.0;301
47.0;-17;266.0;-177;-17;426.0;-50;-36;-172;-136.0;-34.0;157.0;243
-73.0;-1;200.0;-178;-1;487.0;-14;15;23;71.0;152.0;140.0;403
-109.0;-31;169.0;-176;-31;323.0;-7;-1;16;96.0;11.0;-24.0;300
-108.0;-3;158.0;-176;-3;339.0;-7;-2;16;206.0;-8.0;46.0;303
-103.0;-33;161.0;-177;-33;326.0;-7;-3;16;51.0;10.0;24.0;305
-117.0;-17;125.0;-177;-17;332.0;-7;-5;16;73.0;13.0;30.0;307
-65.0;2;162.0;-177;2;302.0;-7;4;16;18.0;18.0;24.0;309
-78.0;-11;151.0;-177;-11;318.0;-7;5;16;36.0;23.0;31.0;307
-101.0;18;144.0;-176;18;326.0;-7;4;16;23.0;20.0;54.0;316
-122.0;-15;161.0;-176;-15;316.0;-7;-4;16;25.0;18.0;35.0;314
-108.0;-15;161.0;-176;-15;303.0;-7;6;16;18.0;22.0;4.0;310
-118.0;-37;160.0;-176;-37;333.0;-7;-3;16;61.0;30.0;28.0;306
-100.0;-37;164.0;-176;-37;314.0;-7;-2;16;51.0;35.0;12.0;308
-119.0;-11;145.0;-177;-11;324.0;-7;6;16;90.0;17.0;33.0;307
-129.0;7;135.0;-177;7;342.0;-7;-10;16;113.0;8.0;55.0;303
-96.0;-6;165.0;-177;-6;289.0;-7;-2;16;60.0;22.0;-10.0;306
-97.0;-33;175.0;-175;-33;391.0;-58;-1;-154;115.0;100.0;-65.0;325
-174.0;-361;366.0;-176;-361;458.0;-67;0;19;53.0;57.0;223.0;351
-187.0;-25;165.0;-177;-25;289.0;-7;-4;16;188.0;2.0;-68.0;305
-103.0;-30;145.0;-178;-30;291.0;-16;-1;168;81.0;-22.0;-17.0;282
-253.0;-10;355.0;-177;-10;398.0;-72;-5;109;186.0;-127.0;20.0;266
9.0;-8;351.0;-177;-8;442.0;-7;1;113;77.0;91.0;99.0;276
-226.0;-18;203.0;-176;-18;314.0;-3;0;110;81.0;19.0;28.0;266
-40.0;-50;163.0;-176;-50;358.0;-3;-19;107;125.0;28.0;18.0;265
17.0;-5;237.0;-174;-5;444.0;-6;2;141;415.0;-76.0;-6.0;294
-120.0;-37;112.0;-177;-37;329.0;-7;3;16;55.0;7.0;-6.0;304
-46.0;-341;206.0;-181;-341;675.0;-3;-3;30;161.0;289.0;101.0;-130
-86.0;1198;335.0;-165;1198;372.0;-24;58;-11;49.0;139.0;50.0;367
-141.0;-387;280.0;-169;-387;392.0;-8;-670;0;84.0;14.0;48.0;92
-136.0;-45;119.0;-177;-45;340.0;-7;0;16;88.0;8.0;10.0;301
-489.0;-65;66.0;110;-65;454.0;-13;-544;12;152.0;-89.0;-62.0;309
2.0;329;101.0;178;329;391.0;-3;-39;106;156.0;98.0;-19.0;283
-74.0;12;181.0;164;12;361.0;-5;3;81;109.0;32.0;25.0;259
-114.0;-14;130.0;-176;-14;316.0;-7;-11;16;256.0;1.0;8.0;306
18.0;1;192.0;-174;1;390.0;-6;0;141;226.0;-236.0;-264.0;297
-63.0;33;287.0;-31;33;334.0;-76;-2034;-109;177.0;-69.0;-63.0;182
15.0;10;168.0;-176;10;303.0;-5;4;67;45.0;-38.0;-4.0;274
12.0;14;195.0;-176;14;304.0;-6;-13;68;23.0;-39.0;-1.0;278
-100.0;-34;527.0;-174;-34;482.0;-78;3;120;164.0;-26.0;90.0;294
-116.0;20;39.0;-179;20;298.0;-8;-25;15;4.0;-2.0;22.0;317
-162.0;-16;63.0;130;-16;316.0;-7;-318;15;45.0;-1.0;36.0;301
-65.0;4;182.0;-182;4;370.0;-11;1;167;34.0;82.0;0.0;275
-220.0;-10;166.0;-180;-10;561.0;-6;-2;139;-107.0;119.0;30.0;272
-67.0;116;-10.0;21;116;335.0;-20;-808;116;65.0;-26.0;11.0;280
-162.0;11;83.0;181;11;280.0;-4;-22;56;129.0;-3.0;-41.0;249
-110.0;-13;202.0;-180;-13;348.0;-12;3;167;88.0;1.0;23.0;270
-226.0;-65;-29.0;-155;-65;203.0;-170;-414;-170;130.0;-247.0;-196.0;216
438.0;-384;69.0;88;-384;505.0;-19;-45;-69;243.0;102.0;138.0;2726
37.0;-793;277.0;-179;-793;379.0;-10;-2;102;134.0;64.0;77.0;525
-113.0;7;97.0;-178;7;294.0;-16;-5;168;81.0;-27.0;-9.0;276
-117.0;11;260.0;175;11;249.0;-30;1807;18;372.0;-7.0;19.0;307
-94.0;-6;189.0;-180;-6;361.0;-12;-5;167;75.0;-13.0;31.0;276
117.0;20;65.0;-148;20;280.0;-11;-219;116;192.0;37.0;-16.0;290
-411.0;-24;18.0;122;-24;325.0;-69;172;-30;129.0;-66.0;-79.0;284
-145.0;2;191.0;164;2;388.0;-4;-6;80;40.0;40.0;49.0;259
-28.0;47;181.0;175;47;352.0;-81;246;11;37.0;36.0;98.0;259
41.0;-3;154.0;-176;-3;375.0;-5;3;139;-76.0;-288.0;-358.0;306
11.0;-10;305.0;-178;-10;479.0;-7;-1;113;-2.0;97.0;106.0;281
8.0;1;222.0;-179;1;389.0;-10;-2;101;117.0;57.0;57.0;275
19.0;24;281.0;-178;24;399.0;-7;0;113;56.0;42.0;65.0;282
-277.0;-5;43.0;-177;-5;245.0;-94;-2;-175;69.0;-31.0;-58.0;243
12.0;-9;203.0;-179;-9;391.0;-10;4;101;96.0;75.0;66.0;279
-8.0;-24;218.0;-179;-24;379.0;-10;2;101;80.0;83.0;58.0;279
-38.0;-17;219.0;-179;-17;393.0;-10;-1;101;83.0;64.0;62.0;277
-8.0;13;211.0;-179;13;379.0;-10;-3;101;59.0;17.0;60.0;267
-203.0;78;143.0;-178;78;249.0;-7;71;15;191.0;-81.0;-42.0;294
-109.0;23;105.0;-178;23;288.0;-16;0;168;88.0;-28.0;0.0;280
21.0;175;221.0;-177;175;424.0;-4;-1;114;128.0;62.0;73.0;239
35.0;21;230.0;-177;21;415.0;-6;-7;115;-9.0;42.0;78.0;275
-297.0;-2;323.0;-179;-2;503.0;19;-1;135;48.0;314.0;105.0;197
-136.0;-19;155.0;-178;-19;334.0;-16;0;168;85.0;-43.0;4.0;284
-111.0;21;136.0;-178;21;313.0;-16;-1;168;67.0;-52.0;40.0;274
-101.0;14;134.0;-178;14;291.0;-16;2;168;118.0;-21.0;-16.0;280
-336.0;5;228.0;-179;5;411.0;-10;-4;102;-7.0;-19.0;57.0;268
-158.0;-5;155.0;178;-5;310.0;-4;-1;57;42.0;-51.0;14.0;255
-63.0;-9;133.0;-178;-9;301.0;-16;8;168;56.0;-26.0;4.0;282
-110.0;14;138.0;-178;14;296.0;-16;6;168;53.0;-27.0;-10.0;283
-81.0;4;107.0;-173;4;186.0;-3;-156;116;-25.0;-108.0;31.0;225
-118.0;15;142.0;-178;15;284.0;-16;5;168;82.0;-36.0;-10.0;283
-105.0;14;134.0;-178;14;301.0;-16;-4;168;72.0;1.0;-11.0;281
-350.0;-14;119.0;-176;-14;503.0;18;-5;135;-538.0;135.0;-95.0;218
-149.0;-25;105.0;-179;-25;380.0;-7;-3;27;524.0;-197.0;-139.0;307
-123.0;17;154.0;-178;17;306.0;-16;3;168;74.0;4.0;-17.0;276
-99.0;-18;136.0;-178;-18;287.0;-16;2;168;82.0;-24.0;1.0;280
-108.0;-15;135.0;-178;-15;287.0;-16;2;168;106.0;-4.0;-24.0;281
-80.0;24;167.0;164;24;379.0;-5;-2;81;31.0;26.0;34.0;259
-351.0;0;154.0;-176;0;485.0;18;2;135;-299.0;-33.0;-115.0;216
-482.0;-53;205.0;-177;-53;476.0;-71;-5;19;51.0;117.0;170.0;335
-127.0;49;248.0;-180;49;277.0;-10;-3;167;14.0;-20.0;18.0;295
-119.0;13;133.0;-178;13;286.0;-16;6;168;122.0;-2.0;-32.0;284
-140.0;-4;217.0;-177;-4;370.0;-7;-1;16;-831.0;210.0;285.0;293
-112.0;-19;132.0;-176;-19;316.0;-7;0;16;73.0;57.0;65.0;306
-84.0;3;451.0;-178;3;459.0;-165;2;-177;662.0;-429.0;-265.0;158
-97.0;24;18.0;-177;24;315.0;-7;-27;15;109.0;2.0;10.0;310
-100.0;-44;148.0;-176;-44;326.0;-7;-3;16;93.0;10.0;30.0;303
-38.0;2549;384.0;-174;2549;404.0;10;-36;125;76.0;-71.0;55.0;688
-128.0;-4;74.0;-177;-4;360.0;-7;-7;16;38.0;8.0;39.0;309
-309.0;31;126.0;-179;31;294.0;19;0;135;271.0;83.0;-143.0;237
-107.0;-12;70.0;-178;-12;279.0;-7;-23;15;16.0;67.0;-13.0;308
-333.0;-11;194.0;180;-11;441.0;-10;-2;167;67.0;48.0;48.0;263
-89.0;-39;401.0;-174;-39;445.0;-97;-3;150;263.0;-160.0;-31.0;259
-74.0;11;161.0;164;11;368.0;-5;-2;81;39.0;21.0;38.0;262
-122.0;-2;399.0;178;-2;514.0;-70;3;41;153.0;11.0;83.0;275
-440.0;93;32.0;-192;93;248.0;-3;64;35;164.0;20.0;-52.0;251
-156.0;-2882;116.0;-152;-2882;513.0;-14;-100;7;146.0;87.0;85.0;404
1.0;-8;231.0;-174;-8;456.0;-6;2;141;367.0;-118.0;-53.0;298
-831.0;155;300.0;-178;155;367.0;0;3;41;169.0;68.0;120.0;247
-368.0;9;-69.0;-176;9;241.0;19;2;135;-343.0;31.0;-184.0;211
-75.0;1;201.0;164;1;410.0;-5;3;80;43.0;31.0;62.0;260
-66.0;3;155.0;164;3;352.0;-5;1;81;12.0;20.0;40.0;257
-6.0;591;202.0;173;591;471.0;1;3;106;184.0;-231.0;-212.0;413
-36.0;-56;194.0;-177;-56;564.0;-2;37;30;132.0;446.0;105.0;10
-319.0;-29;69.0;-179;-29;360.0;19;-4;135;661.0;-621.0;-389.0;202
-181.0;-8;125.0;178;-8;307.0;-4;5;57;138.0;-21.0;1.0;255
-109.0;-7;124.0;-178;-7;297.0;-16;2;168;135.0;-6.0;-13.0;277
-99.0;-33;134.0;-178;-33;296.0;-16;-1;168;87.0;-27.0;-5.0;280
-127.0;-38;122.0;-178;-38;306.0;-16;4;168;80.0;-20.0;-1.0;277
-9.0;-88;191.0;148;-88;449.0;0;3;81;-216.0;-25.0;43.0;347
-439.0;69;120.0;-177;69;364.0;-6;13;126;137.0;45.0;68.0;256
-97.0;476;350.0;-175;476;556.0;-1;6;91;6.0;121.0;255.0;394
-109.0;7;96.0;-179;7;276.0;-16;10;167;123.0;-27.0;10.0;273
20.0;-8;211.0;-179;-8;384.0;-10;-2;101;211.0;80.0;57.0;282
-100.0;-23;171.0;164;-23;371.0;-5;0;80;38.0;25.0;40.0;264
54.0;22;183.0;175;22;387.0;-70;3;38;50.0;39.0;37.0;278
-5.0;34;110.0;199;34;222.0;-11;972;51;222.0;-31.0;-115.0;279
-24.0;-30;299.0;-178;-30;356.0;-11;18;167;-43.0;32.0;48.0;252
-19.0;0;93.0;173;0;313.0;0;-2;106;609.0;-542.0;-389.0;256
9.0;-29;401.0;177;-29;502.0;-91;-1;16;47.0;101.0;131.0;258
515.0;123;285.0;-177;123;379.0;-1;-8;67;149.0;53.0;1.0;276
-92.0;45;135.0;179;45;628.0;-131;-8;-17;-603.0;405.0;350.0;305
-56.0;53;26.0;-190;53;303.0;-20;328;189;267.0;-55.0;-44.0;265
-100.0;-15;136.0;-178;-15;285.0;-16;5;168;124.0;-10.0;-13.0;281
1.0;16;181.0;178;16;306.0;-6;18;57;121.0;-26.0;11.0;256
123.0;22;-86.0;109;22;313.0;-65;497;-21;153.0;-11.0;24.0;281
-1.0;37;421.0;171;37;448.0;-81;1;18;122.0;-75.0;-37.0;254
52.0;18;183.0;-173;18;434.0;-11;3;167;91.0;72.0;40.0;277
36.0;21;220.0;-179;21;396.0;-10;3;101;142.0;64.0;69.0;277
-56.0;6;-212.0;171;6;295.0;-23;-157;-10;-354.0;-85.0;-135.0;282
-198.0;-1124;191.0;-170;-1124;475.0;-6;22;86;49.0;43.0;121.0;-79
6.0;-10;295.0;-177;-10;403.0;-7;-3;113;82.0;60.0;77.0;285
-80.0;-45;172.0;164;-45;362.0;-5;1;80;30.0;13.0;42.0;255
-5.0;593;114.0;-157;593;551.0;-131;6;-140;49.0;167.0;64.0;-308
-120.0;-41;611.0;180;-41;714.0;-165;-6;-174;-868.0;253.0;145.0;259
69.0;3;211.0;-179;3;398.0;-10;-2;101;53.0;19.0;57.0;276
-8.0;1;161.0;174;1;363.0;-1;-13;105;59.0;-402.0;-379.0;265
-318.0;-20;135.0;-178;-20;375.0;19;12;135;-691.0;114.0;-136.0;211
17.0;-37;404.0;-177;-37;466.0;-5;-1;114;12.0;78.0;133.0;275
-156.0;61;286.0;178;61;476.0;-7;-1;109;3.0;77.0;27.0;390
293.0;-29;131.0;-174;-29;527.0;-2;19;104;-113.0;-141.0;209.0;262
1268.0;-20;148.0;-174;-20;338.0;-10;44;81;36.0;-136.0;24.0;257
-144.0;26;206.0;-178;26;624.0;-6;15;140;-288.0;111.0;-32.0;269
41.0;-57;452.0;-171;-57;626.0;-163;-17;-171;-629.0;126.0;-3.0;220
-117.0;105;471.0;-175;105;558.0;-80;-5;51;-67.0;8.0;183.0;336
-83.0;-47;113.0;174;-47;236.0;-11;10;42;115.0;-60.0;-77.0;278
-120.0;-4;88.0;-171;-4;160.0;-65;56;144;84.0;-74.0;-162.0;252
-149.0;-13;268.0;178;-13;312.0;-31;7;17;656.0;-530.0;-400.0;267
