InertialMeasurementUnit RUA Quaternion2;InertialMeasurementUnit LUA Quaternion3;InertialMeasurementUnit BACK Quaternion1;InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit BACK Quaternion2;InertialMeasurementUnit LLA Quaternion3;InertialMeasurementUnit BACK Quaternion3;InertialMeasurementUnit RLA Quaternion4;InertialMeasurementUnit LUA Quaternion2;InertialMeasurementUnit RLA Quaternion3;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit RUA Quaternion1
184.0;-632.0;772.0;441.0;-37.0;629.0;630.0;-814.0;-208.0;-376.0;274.0;-443.0
183.0;-640.0;774.0;432.0;-36.0;636.0;629.0;-811.0;-204.0;-392.0;271.0;-472.0
184.0;-643.0;773.0;431.0;-35.0;635.0;629.0;-810.0;-202.0;-396.0;269.0;-474.0
181.0;-645.0;772.0;437.0;-34.0;636.0;631.0;-808.0;-202.0;-393.0;268.0;-474.0
179.0;-645.0;771.0;436.0;-34.0;634.0;632.0;-811.0;-201.0;-389.0;266.0;-472.0
172.0;-646.0;768.0;436.0;-32.0;633.0;635.0;-814.0;-199.0;-383.0;267.0;-466.0
167.0;-646.0;767.0;430.0;-28.0;636.0;637.0;-821.0;-200.0;-374.0;269.0;-467.0
132.0;-651.0;765.0;407.0;-23.0;645.0;640.0;-841.0;-203.0;-352.0;269.0;-481.0
124.0;-652.0;765.0;403.0;-23.0;647.0;641.0;-846.0;-203.0;-346.0;270.0;-484.0
165.0;-640.0;759.0;466.0;-22.0;594.0;649.0;-856.0;-216.0;-225.0;268.0;-398.0
170.0;-640.0;759.0;467.0;-24.0;592.0;648.0;-858.0;-218.0;-216.0;267.0;-396.0
176.0;-625.0;759.0;459.0;-18.0;595.0;648.0;-860.0;-218.0;-222.0;285.0;-398.0
149.0;-633.0;760.0;459.0;-14.0;613.0;646.0;-858.0;-214.0;-230.0;289.0;-412.0
141.0;-638.0;758.0;460.0;-23.0;602.0;649.0;-862.0;-209.0;-213.0;274.0;-428.0
161.0;-635.0;758.0;460.0;-23.0;595.0;650.0;-862.0;-212.0;-214.0;275.0;-404.0
162.0;-635.0;758.0;457.0;-23.0;595.0;649.0;-861.0;-212.0;-223.0;276.0;-397.0
140.0;-638.0;763.0;435.0;-25.0;601.0;644.0;-858.0;-219.0;-273.0;269.0;-448.0
134.0;-640.0;763.0;433.0;-27.0;600.0;644.0;-859.0;-219.0;-271.0;266.0;-454.0
139.0;-643.0;762.0;439.0;-27.0;604.0;645.0;-861.0;-216.0;-258.0;268.0;-446.0
148.0;-643.0;761.0;443.0;-27.0;602.0;646.0;-860.0;-216.0;-253.0;269.0;-435.0
157.0;-643.0;761.0;446.0;-28.0;598.0;646.0;-860.0;-217.0;-247.0;267.0;-423.0
161.0;-644.0;761.0;454.0;-30.0;607.0;646.0;-856.0;-216.0;-248.0;271.0;-406.0
162.0;-643.0;762.0;459.0;-30.0;609.0;645.0;-853.0;-219.0;-247.0;273.0;-402.0
159.0;-641.0;763.0;463.0;-29.0;609.0;644.0;-851.0;-219.0;-246.0;275.0;-400.0
146.0;-637.0;764.0;464.0;-26.0;606.0;643.0;-848.0;-221.0;-252.0;276.0;-415.0
124.0;-637.0;765.0;463.0;-25.0;604.0;641.0;-846.0;-222.0;-263.0;273.0;-442.0
113.0;-642.0;765.0;461.0;-31.0;597.0;641.0;-853.0;-215.0;-245.0;264.0;-461.0
119.0;-642.0;764.0;461.0;-31.0;599.0;643.0;-853.0;-214.0;-243.0;265.0;-453.0
147.0;-640.0;763.0;463.0;-33.0;591.0;644.0;-853.0;-215.0;-239.0;270.0;-415.0
149.0;-638.0;765.0;466.0;-35.0;594.0;642.0;-847.0;-219.0;-252.0;275.0;-403.0
122.0;-635.0;767.0;461.0;-32.0;596.0;639.0;-842.0;-220.0;-276.0;277.0;-435.0
115.0;-639.0;766.0;459.0;-36.0;586.0;640.0;-845.0;-217.0;-271.0;266.0;-459.0
150.0;-634.0;766.0;458.0;-40.0;584.0;640.0;-837.0;-220.0;-294.0;276.0;-420.0
126.0;-633.0;769.0;460.0;-39.0;578.0;636.0;-833.0;-222.0;-303.0;275.0;-444.0
114.0;-634.0;769.0;459.0;-38.0;586.0;636.0;-830.0;-219.0;-310.0;279.0;-460.0
108.0;-637.0;770.0;452.0;-42.0;586.0;635.0;-837.0;-218.0;-307.0;273.0;-488.0
117.0;-642.0;769.0;451.0;-46.0;588.0;637.0;-842.0;-214.0;-295.0;270.0;-481.0
165.0;-635.0;768.0;459.0;-54.0;577.0;637.0;-835.0;-219.0;-298.0;275.0;-416.0
125.0;-626.0;772.0;460.0;-55.0;578.0;632.0;-822.0;-221.0;-329.0;279.0;-471.0
123.0;-627.0;772.0;457.0;-54.0;576.0;632.0;-824.0;-222.0;-329.0;278.0;-478.0
122.0;-630.0;771.0;454.0;-54.0;568.0;633.0;-829.0;-221.0;-323.0;269.0;-491.0
122.0;-635.0;769.0;452.0;-55.0;571.0;636.0;-835.0;-218.0;-311.0;269.0;-485.0
145.0;-633.0;765.0;456.0;-52.0;567.0;640.0;-840.0;-218.0;-289.0;267.0;-439.0
119.0;-632.0;764.0;439.0;-48.0;576.0;641.0;-833.0;-219.0;-324.0;278.0;-456.0
120.0;-630.0;764.0;436.0;-47.0;585.0;641.0;-832.0;-222.0;-331.0;280.0;-468.0
122.0;-631.0;764.0;436.0;-45.0;581.0;642.0;-832.0;-222.0;-333.0;276.0;-473.0
127.0;-634.0;763.0;434.0;-45.0;579.0;643.0;-833.0;-221.0;-335.0;273.0;-478.0
126.0;-635.0;762.0;434.0;-43.0;577.0;644.0;-834.0;-221.0;-334.0;270.0;-481.0
127.0;-637.0;760.0;432.0;-43.0;578.0;646.0;-836.0;-221.0;-331.0;269.0;-480.0
139.0;-642.0;756.0;430.0;-40.0;577.0;651.0;-843.0;-219.0;-317.0;268.0;-460.0
151.0;-637.0;754.0;442.0;-35.0;567.0;652.0;-838.0;-222.0;-302.0;267.0;-405.0
157.0;-642.0;758.0;430.0;-24.0;581.0;646.0;-827.0;-222.0;-345.0;266.0;-462.0
167.0;-643.0;759.0;434.0;-23.0;581.0;646.0;-824.0;-222.0;-348.0;267.0;-459.0
166.0;-643.0;759.0;434.0;-24.0;580.0;645.0;-824.0;-222.0;-348.0;267.0;-458.0
167.0;-641.0;759.0;434.0;-26.0;578.0;644.0;-822.0;-219.0;-352.0;268.0;-458.0
168.0;-640.0;759.0;434.0;-27.0;576.0;644.0;-820.0;-219.0;-356.0;267.0;-458.0
172.0;-639.0;760.0;434.0;-29.0;575.0;643.0;-818.0;-216.0;-360.0;266.0;-458.0
173.0;-637.0;761.0;438.0;-29.0;573.0;641.0;-813.0;-214.0;-366.0;263.0;-459.0
176.0;-641.0;762.0;440.0;-31.0;585.0;639.0;-820.0;-213.0;-346.0;261.0;-460.0
173.0;-643.0;760.0;434.0;-31.0;585.0;642.0;-820.0;-213.0;-351.0;260.0;-458.0
173.0;-647.0;757.0;403.0;-25.0;592.0;647.0;-822.0;-215.0;-387.0;262.0;-464.0
172.0;-647.0;757.0;400.0;-24.0;594.0;647.0;-822.0;-215.0;-391.0;263.0;-465.0
174.0;-653.0;758.0;399.0;-18.0;603.0;648.0;-827.0;-218.0;-386.0;266.0;-472.0
172.0;-660.0;756.0;387.0;-14.0;614.0;650.0;-830.0;-218.0;-394.0;263.0;-476.0
153.0;-669.0;753.0;376.0;-6.0;623.0;654.0;-835.0;-219.0;-392.0;259.0;-476.0
151.0;-670.0;754.0;370.0;-4.0;629.0;654.0;-835.0;-220.0;-399.0;256.0;-481.0
175.0;-722.0;757.0;539.0;-92.0;829.0;647.0;-757.0;-89.0;-366.0;73.0;-153.0
94.0;-694.0;755.0;505.0;-84.0;750.0;647.0;-779.0;-75.0;-361.0;134.0;-203.0
87.0;-686.0;755.0;492.0;-80.0;737.0;646.0;-783.0;-77.0;-366.0;147.0;-217.0
25.0;-612.0;756.0;319.0;-15.0;611.0;629.0;-806.0;-99.0;-451.0;247.0;-374.0
-18.0;-527.0;771.0;-33.0;18.0;357.0;598.0;-965.0;-223.0;-184.0;354.0;-436.0
-310.0;-112.0;297.0;-548.0;545.0;99.0;386.0;-758.0;-589.0;-246.0;796.0;-780.0
-17.0;-517.0;775.0;9.0;2.0;335.0;593.0;-979.0;-224.0;-110.0;354.0;-411.0
-17.0;-516.0;775.0;6.0;3.0;333.0;592.0;-976.0;-224.0;-117.0;354.0;-413.0
-582.0;540.0;686.0;-642.0;-448.0;-691.0;379.0;684.0;-148.0;254.0;91.0;-57.0
52.0;-446.0;759.0;-20.0;39.0;365.0;548.0;-878.0;-192.0;-381.0;379.0;-420.0
110.0;-547.0;746.0;138.0;71.0;399.0;635.0;-931.0;-234.0;-308.0;352.0;-539.0
97.0;-551.0;753.0;127.0;62.0;473.0;622.0;-882.0;-246.0;-426.0;382.0;-553.0
92.0;-538.0;769.0;130.0;45.0;457.0;600.0;-882.0;-257.0;-410.0;384.0;-577.0
93.0;-550.0;772.0;135.0;42.0;485.0;596.0;-875.0;-254.0;-428.0;388.0;-585.0
92.0;-550.0;772.0;122.0;41.0;491.0;596.0;-879.0;-253.0;-423.0;393.0;-584.0
81.0;-551.0;771.0;110.0;44.0;511.0;596.0;-877.0;-253.0;-429.0;396.0;-579.0
62.0;-562.0;766.0;146.0;26.0;574.0;605.0;-943.0;-237.0;-215.0;382.0;-564.0
63.0;-561.0;765.0;147.0;26.0;574.0;606.0;-944.0;-238.0;-212.0;385.0;-563.0
63.0;-555.0;764.0;144.0;28.0;562.0;607.0;-944.0;-238.0;-211.0;391.0;-564.0
62.0;-556.0;764.0;142.0;29.0;572.0;607.0;-943.0;-239.0;-219.0;400.0;-565.0
139.0;-672.0;770.0;413.0;-20.0;690.0;634.0;-851.0;-268.0;-294.0;170.0;-446.0
141.0;-674.0;771.0;417.0;-20.0;691.0;634.0;-851.0;-268.0;-292.0;168.0;-457.0
187.0;-664.0;767.0;433.0;-32.0;677.0;637.0;-850.0;-260.0;-270.0;156.0;-389.0
155.0;-660.0;764.0;395.0;-28.0;674.0;639.0;-842.0;-251.0;-325.0;151.0;-417.0
140.0;-657.0;764.0;382.0;-23.0;676.0;639.0;-840.0;-249.0;-339.0;153.0;-431.0
130.0;-664.0;758.0;366.0;4.0;666.0;643.0;-858.0;-241.0;-335.0;234.0;-500.0
117.0;-670.0;764.0;416.0;-9.0;662.0;641.0;-845.0;-249.0;-316.0;228.0;-461.0
109.0;-669.0;764.0;402.0;-6.0;661.0;641.0;-851.0;-248.0;-316.0;226.0;-462.0
105.0;-669.0;763.0;395.0;-4.0;661.0;642.0;-856.0;-248.0;-306.0;226.0;-464.0
102.0;-668.0;763.0;391.0;-3.0;662.0;642.0;-857.0;-248.0;-304.0;225.0;-467.0
100.0;-669.0;763.0;390.0;-2.0;662.0;642.0;-856.0;-248.0;-306.0;225.0;-471.0
117.0;-671.0;764.0;407.0;-2.0;666.0;641.0;-848.0;-251.0;-318.0;225.0;-498.0
135.0;-673.0;765.0;413.0;-2.0;668.0;640.0;-849.0;-252.0;-314.0;225.0;-493.0
142.0;-673.0;765.0;415.0;-2.0;669.0;640.0;-850.0;-252.0;-308.0;226.0;-491.0
157.0;-670.0;763.0;398.0;-1.0;682.0;642.0;-861.0;-249.0;-295.0;224.0;-482.0
34.0;-585.0;751.0;224.0;13.0;508.0;636.0;-850.0;-251.0;-459.0;259.0;-556.0
40.0;-573.0;750.0;234.0;12.0;466.0;637.0;-849.0;-230.0;-460.0;245.0;-549.0
35.0;-557.0;749.0;256.0;21.0;414.0;640.0;-851.0;-188.0;-443.0;239.0;-538.0
-11.0;-554.0;745.0;235.0;32.0;421.0;643.0;-860.0;-182.0;-418.0;250.0;-552.0
-40.0;-615.0;748.0;-25.0;-9.0;520.0;653.0;-941.0;-98.0;-285.0;190.0;-650.0
53.0;-562.0;761.0;205.0;-69.0;594.0;644.0;-915.0;2.0;-310.0;141.0;-558.0
51.0;-557.0;763.0;223.0;-73.0;576.0;642.0;-938.0;5.0;-227.0;149.0;-547.0
54.0;-539.0;769.0;218.0;-69.0;566.0;634.0;-946.0;-6.0;-201.0;174.0;-551.0
441.0;-635.0;781.0;-79.0;-227.0;821.0;522.0;-842.0;36.0;-320.0;-60.0;-496.0
533.0;-681.0;737.0;201.0;-307.0;807.0;460.0;-799.0;70.0;-268.0;-119.0;-322.0
545.0;-681.0;722.0;291.0;-330.0;809.0;456.0;-770.0;115.0;-257.0;-157.0;-277.0
565.0;-662.0;630.0;403.0;-428.0;814.0;438.0;-712.0;215.0;-238.0;-275.0;-168.0
548.0;-609.0;574.0;500.0;-441.0;736.0;414.0;-693.0;252.0;-117.0;-234.0;-108.0
545.0;-599.0;568.0;504.0;-443.0;725.0;411.0;-690.0;261.0;-103.0;-235.0;-103.0
-28.0;-187.0;-678.0;100.0;372.0;203.0;-570.0;-870.0;660.0;-265.0;-609.0;-439.0
610.0;-436.0;374.0;753.0;-611.0;622.0;240.0;-504.0;411.0;67.0;-398.0;186.0
521.0;-483.0;585.0;633.0;-439.0;637.0;370.0;-576.0;249.0;-92.0;-181.0;-55.0
584.0;-490.0;717.0;493.0;-388.0;670.0;321.0;-592.0;157.0;-273.0;-163.0;-232.0
602.0;-681.0;917.0;307.0;-46.0;787.0;323.0;-762.0;-46.0;-286.0;84.0;-304.0
624.0;-644.0;891.0;329.0;-137.0;774.0;350.0;-748.0;-5.0;-288.0;34.0;-252.0
639.0;-637.0;886.0;335.0;-168.0;787.0;350.0;-739.0;11.0;-290.0;19.0;-233.0
634.0;-516.0;874.0;466.0;-246.0;872.0;288.0;-629.0;-30.0;-367.0;-159.0;-327.0
693.0;-577.0;852.0;467.0;-276.0;766.0;361.0;-712.0;-62.0;-224.0;65.0;-202.0
692.0;-571.0;834.0;543.0;-296.0;770.0;381.0;-711.0;-55.0;-116.0;53.0;-157.0
491.0;-520.0;707.0;339.0;-430.0;768.0;362.0;-772.0;171.0;-433.0;-244.0;-263.0
501.0;-510.0;708.0;348.0;-438.0;758.0;351.0;-769.0;187.0;-428.0;-263.0;-238.0
570.0;-459.0;697.0;503.0;-470.0;708.0;268.0;-748.0;223.0;-284.0;-310.0;-87.0
526.0;-579.0;706.0;480.0;-378.0;834.0;504.0;-793.0;50.0;-262.0;-14.0;-18.0
521.0;-579.0;712.0;458.0;-361.0;823.0;522.0;-804.0;25.0;-256.0;23.0;-50.0
506.0;-571.0;729.0;351.0;-290.0;782.0;584.0;-852.0;-57.0;-204.0;154.0;-165.0
495.0;-571.0;739.0;190.0;-246.0;760.0;610.0;-856.0;-112.0;-265.0;227.0;-261.0
504.0;-565.0;755.0;30.0;-190.0;701.0;623.0;-844.0;-174.0;-298.0;311.0;-315.0
466.0;-509.0;769.0;-44.0;-151.0;591.0;620.0;-835.0;-198.0;-364.0;408.0;-364.0
588.0;-356.0;300.0;693.0;-597.0;489.0;111.0;-515.0;457.0;273.0;-481.0;318.0
569.0;-622.0;-719.0;143.0;333.0;693.0;-527.0;-843.0;58.0;-65.0;41.0;-265.0
631.0;-563.0;563.0;616.0;-532.0;746.0;341.0;-607.0;173.0;-173.0;-85.0;-54.0
619.0;-566.0;658.0;534.0;-480.0;758.0;379.0;-672.0;91.0;-255.0;12.0;-165.0
611.0;-561.0;681.0;511.0;-464.0;755.0;385.0;-691.0;64.0;-269.0;38.0;-191.0
654.0;-443.0;410.0;455.0;-604.0;622.0;244.0;-715.0;410.0;191.0;-317.0;169.0
651.0;-529.0;522.0;522.0;-557.0;656.0;329.0;-692.0;297.0;140.0;-222.0;186.0
554.0;-609.0;641.0;317.0;-412.0;686.0;491.0;-811.0;84.0;-24.0;26.0;-93.0
524.0;-627.0;672.0;163.0;-360.0;704.0;516.0;-852.0;31.0;-32.0;74.0;-209.0
-2.0;-780.0;-708.0;17.0;-54.0;875.0;-694.0;-996.0;-232.0;85.0;96.0;-345.0
451.0;-327.0;-871.0;-280.0;211.0;396.0;-426.0;-791.0;-206.0;-306.0;387.0;-598.0
351.0;-615.0;663.0;428.0;-367.0;675.0;528.0;-879.0;61.0;-202.0;76.0;-376.0
365.0;-611.0;659.0;450.0;-374.0;674.0;520.0;-866.0;71.0;-206.0;66.0;-356.0
449.0;-603.0;621.0;577.0;-442.0;697.0;439.0;-791.0;153.0;-181.0;-48.0;-219.0
347.0;-533.0;507.0;702.0;-566.0;658.0;295.0;-707.0;292.0;82.0;-231.0;336.0
480.0;-663.0;-671.0;692.0;373.0;584.0;-579.0;-397.0;259.0;-587.0;-279.0;198.0
544.0;-507.0;593.0;605.0;-518.0;574.0;301.0;-727.0;204.0;-193.0;-85.0;198.0
612.0;-445.0;668.0;739.0;-505.0;693.0;195.0;-614.0;236.0;-72.0;-330.0;170.0
560.0;-587.0;569.0;610.0;-523.0;702.0;380.0;-720.0;193.0;-43.0;-121.0;143.0
564.0;-597.0;573.0;598.0;-519.0;720.0;388.0;-725.0;185.0;-29.0;-130.0;123.0
586.0;-618.0;591.0;543.0;-497.0;742.0;420.0;-739.0;168.0;16.0;-148.0;64.0
617.0;-634.0;613.0;461.0;-467.0;744.0;461.0;-757.0;146.0;75.0;-118.0;15.0
624.0;-635.0;616.0;443.0;-462.0;737.0;468.0;-760.0;132.0;81.0;-94.0;4.0
629.0;-638.0;618.0;423.0;-457.0;727.0;474.0;-763.0;116.0;82.0;-69.0;-11.0
629.0;-593.0;637.0;340.0;-428.0;692.0;502.0;-781.0;117.0;77.0;-9.0;-61.0
623.0;-576.0;637.0;330.0;-426.0;685.0;503.0;-789.0;132.0;79.0;-22.0;-69.0
613.0;-545.0;644.0;347.0;-423.0;671.0;508.0;-793.0;157.0;86.0;-35.0;-41.0
603.0;-531.0;646.0;357.0;-428.0;662.0;501.0;-795.0;159.0;78.0;-40.0;-38.0
596.0;-518.0;675.0;348.0;-419.0;627.0;495.0;-811.0;113.0;41.0;18.0;-61.0
604.0;-542.0;689.0;306.0;-399.0;626.0;507.0;-815.0;39.0;37.0;103.0;-103.0
611.0;-619.0;710.0;222.0;-372.0;680.0;520.0;-814.0;15.0;36.0;97.0;-183.0
611.0;-630.0;705.0;206.0;-374.0;700.0;525.0;-813.0;18.0;40.0;74.0;-194.0
608.0;-639.0;701.0;197.0;-370.0;719.0;529.0;-812.0;29.0;44.0;48.0;-201.0
593.0;-652.0;700.0;186.0;-354.0;742.0;528.0;-820.0;54.0;36.0;-20.0;-213.0
594.0;-649.0;694.0;212.0;-357.0;724.0;530.0;-823.0;69.0;45.0;-19.0;-186.0
604.0;-637.0;668.0;253.0;-384.0;682.0;523.0;-816.0;74.0;61.0;21.0;-153.0
617.0;-594.0;648.0;294.0;-406.0;670.0;517.0;-800.0;132.0;87.0;-31.0;-108.0
613.0;-530.0;634.0;346.0;-428.0;615.0;505.0;-794.0;179.0;81.0;-53.0;-64.0
614.0;-522.0;634.0;358.0;-433.0;604.0;500.0;-792.0;182.0;84.0;-53.0;-52.0
616.0;-516.0;636.0;369.0;-436.0;599.0;497.0;-790.0;185.0;88.0;-50.0;-39.0
624.0;-506.0;652.0;393.0;-436.0;618.0;484.0;-769.0;129.0;82.0;23.0;-40.0
626.0;-514.0;654.0;381.0;-435.0;620.0;485.0;-770.0;105.0;75.0;50.0;-54.0
629.0;-525.0;657.0;366.0;-433.0;623.0;487.0;-773.0;78.0;72.0;80.0;-67.0
638.0;-580.0;671.0;326.0;-419.0;638.0;498.0;-775.0;37.0;93.0;134.0;-98.0
635.0;-610.0;671.0;298.0;-425.0;683.0;489.0;-781.0;72.0;87.0;58.0;-116.0
634.0;-619.0;666.0;291.0;-427.0;701.0;491.0;-783.0;87.0;89.0;25.0;-116.0
603.0;-625.0;643.0;319.0;-423.0;730.0;491.0;-800.0;182.0;76.0;-146.0;-97.0
605.0;-621.0;635.0;331.0;-429.0;731.0;486.0;-797.0;193.0;87.0;-171.0;-84.0
607.0;-620.0;628.0;336.0;-436.0;731.0;482.0;-794.0;203.0;90.0;-178.0;-78.0
618.0;-619.0;611.0;338.0;-451.0;726.0;469.0;-791.0;212.0;96.0;-184.0;-69.0
639.0;-562.0;566.0;412.0;-495.0;656.0;429.0;-751.0;268.0;163.0;-179.0;14.0
634.0;-501.0;557.0;434.0;-502.0;610.0;420.0;-744.0;313.0;155.0;-206.0;39.0
605.0;-187.0;718.0;463.0;-356.0;520.0;521.0;-715.0;520.0;152.0;-422.0;395.0
-161.0;450.0;714.0;570.0;188.0;-390.0;592.0;646.0;432.0;405.0;-563.0;703.0
651.0;-556.0;579.0;406.0;-507.0;690.0;385.0;-740.0;265.0;182.0;-188.0;28.0
650.0;-555.0;566.0;403.0;-513.0;686.0;386.0;-739.0;286.0;191.0;-225.0;32.0
646.0;-547.0;550.0;412.0;-518.0;679.0;388.0;-736.0;318.0;196.0;-265.0;38.0
609.0;-489.0;440.0;622.0;-593.0;617.0;278.0;-607.0;353.0;220.0;-251.0;198.0
619.0;-531.0;545.0;510.0;-553.0;668.0;319.0;-686.0;230.0;196.0;-144.0;60.0
652.0;-525.0;628.0;468.0;-512.0;671.0;339.0;-697.0;171.0;117.0;-78.0;-24.0
637.0;-511.0;704.0;320.0;-462.0;668.0;349.0;-754.0;86.0;-22.0;8.0;-157.0
620.0;-498.0;738.0;206.0;-442.0;661.0;345.0;-812.0;54.0;-104.0;41.0;-197.0
573.0;-635.0;-683.0;32.0;341.0;689.0;-587.0;-851.0;27.0;-156.0;114.0;-254.0
542.0;-632.0;-716.0;-33.0;292.0;674.0;-594.0;-854.0;-30.0;-187.0;183.0;-303.0
537.0;-640.0;-704.0;-2.0;314.0;694.0;-571.0;-823.0;31.0;-363.0;89.0;-260.0
