Accelerometer RKN_ accX;InertialMeasurementUnit R-SHOE AngVelNavFrameX;Accelerometer BACK accX;InertialMeasurementUnit L-SHOE EuZ;InertialMeasurementUnit R-SHOE AngVelBodyFrameY;Accelerometer LUA^ accX;InertialMeasurementUnit R-SHOE Compass;InertialMeasurementUnit L-SHOE Nav_Ax;InertialMeasurementUnit L-SHOE Compass;Accelerometer LH accZ;InertialMeasurementUnit LLA accZ;Accelerometer LUA_ accX;InertialMeasurementUnit R-SHOE Body_Ax
-184.0;-34;374.0;-177;-34;534.0;-8;-1;113;-51.0;102.0;155.0;270
-108.0;-18;200.0;-179;-18;420.0;-7;-3;16;82.0;67.0;-12.0;314
-205.0;-145;223.0;-176;-145;437.0;-70;-4;19;37.0;128.0;118.0;349
-129.0;43;202.0;-177;43;418.0;-7;4;16;42.0;31.0;48.0;317
-153.0;-367;89.0;14;-367;368.0;-26;124;150;225.0;66.0;0.0;1063
3.0;-21;283.0;-177;-21;401.0;-7;-6;113;66.0;68.0;88.0;285
0.0;4;287.0;-177;4;394.0;-7;0;113;66.0;66.0;68.0;280
-311.0;38;20.0;115;38;417.0;-8;93;1;132.0;-12.0;-86.0;336
37.0;1;288.0;-178;1;414.0;-7;-2;113;79.0;57.0;54.0;281
-182.0;-16;88.0;178;-16;345.0;-7;-3;18;1.0;50.0;28.0;301
38.0;3;297.0;-177;3;394.0;-7;-2;113;71.0;53.0;51.0;281
-109.0;7;96.0;-179;7;276.0;-16;10;167;123.0;-27.0;10.0;273
-18.0;0;189.0;171;0;374.0;-94;10;38;85.0;31.0;51.0;259
-15.0;58;-11.0;-222;58;293.0;-98;144;175;182.0;-84.0;-126.0;207
-120.0;-4;88.0;-171;-4;160.0;-65;56;144;84.0;-74.0;-162.0;252
-113.0;7;97.0;-178;7;294.0;-16;-5;168;81.0;-27.0;-9.0;276
-109.0;23;105.0;-178;23;288.0;-16;0;168;88.0;-28.0;0.0;280
-109.0;-7;124.0;-178;-7;297.0;-16;2;168;135.0;-6.0;-13.0;277
-101.0;-18;109.0;-178;-18;285.0;-16;-2;168;128.0;-4.0;-19.0;281
34.0;3;204.0;171;3;387.0;-94;-4;48;81.0;19.0;50.0;258
-35.0;17;230.0;171;17;371.0;-85;2;56;50.0;23.0;59.0;265
-99.0;-18;136.0;-178;-18;287.0;-16;2;168;82.0;-24.0;1.0;280
-89.0;-39;401.0;-174;-39;445.0;-97;-3;150;263.0;-160.0;-31.0;259
10.0;1;274.0;177;1;421.0;-84;4;15;83.0;69.0;118.0;277
35.0;15;156.0;171;15;356.0;-82;-9;46;41.0;53.0;12.0;272
-103.0;-30;145.0;-178;-30;291.0;-16;-1;168;81.0;-22.0;-17.0;282
-59.0;6;261.0;-173;6;302.0;-20;-70;168;68.0;106.0;6.0;346
-175.0;22;221.0;-177;22;307.0;-7;1;16;137.0;103.0;15.0;298
-194.0;28;200.0;-177;28;274.0;-7;3;16;149.0;87.0;-50.0;298
-187.0;-25;165.0;-177;-25;289.0;-7;-4;16;188.0;2.0;-68.0;305
-144.0;-26;163.0;-177;-26;347.0;-7;3;16;166.0;-32.0;-47.0;304
-146.0;-26;167.0;-177;-26;377.0;-7;0;16;144.0;-40.0;4.0;302
47.0;-17;266.0;-177;-17;426.0;-50;-36;-172;-136.0;-34.0;157.0;243
-155.0;-5;165.0;-177;-5;325.0;-7;1;16;115.0;72.0;1.0;302
-138.0;-12;169.0;-177;-12;328.0;-7;4;16;151.0;52.0;-15.0;304
-110.0;37;136.0;-177;37;313.0;-7;-1;16;121.0;-23.0;-28.0;310
-122.0;-2;191.0;-177;-2;335.0;-7;0;16;89.0;-22.0;39.0;301
-139.0;-11;153.0;-177;-11;343.0;-7;-1;16;79.0;-38.0;29.0;305
-119.0;7;155.0;-177;7;357.0;-7;1;16;61.0;37.0;-1.0;307
-118.0;33;151.0;-177;33;310.0;-7;-9;16;63.0;35.0;14.0;306
-118.0;24;169.0;-177;24;341.0;-7;-2;16;79.0;34.0;7.0;303
-135.0;-6;130.0;-177;-6;328.0;-7;-4;16;78.0;6.0;15.0;303
-128.0;-8;103.0;-177;-8;316.0;-7;-7;16;58.0;-8.0;16.0;311
-138.0;-32;153.0;-177;-32;312.0;-7;-1;16;69.0;18.0;-39.0;312
-128.0;-4;74.0;-177;-4;360.0;-7;-7;16;38.0;8.0;39.0;309
-132.0;-7;147.0;-177;-7;315.0;-7;0;16;93.0;1.0;26.0;304
-129.0;-8;153.0;-177;-8;315.0;-7;5;16;96.0;-5.0;13.0;309
-134.0;-23;156.0;-177;-23;304.0;-7;-3;16;122.0;1.0;-2.0;310
-119.0;2;226.0;-177;2;327.0;-7;-2;16;31.0;-9.0;5.0;309
-136.0;-5;149.0;-177;-5;294.0;-7;0;16;62.0;21.0;4.0;307
-135.0;5;165.0;-177;5;324.0;-7;-3;16;51.0;31.0;-3.0;304
-142.0;14;234.0;-177;14;311.0;-7;3;16;-47.0;9.0;1.0;313
-144.0;50;165.0;-177;50;322.0;-7;-3;16;-4.0;61.0;25.0;306
-127.0;50;182.0;-177;50;306.0;-7;5;16;42.0;64.0;-9.0;305
-116.0;18;192.0;-177;18;329.0;-7;2;16;76.0;50.0;-27.0;292
-110.0;-9;160.0;-177;-9;325.0;-7;3;16;60.0;49.0;22.0;295
-118.0;12;166.0;-177;12;314.0;-7;4;16;55.0;44.0;-26.0;301
-104.0;4;182.0;-177;4;349.0;-7;0;16;52.0;47.0;26.0;299
-102.0;-13;173.0;-177;-13;354.0;-7;2;16;49.0;9.0;10.0;300
-100.0;-18;192.0;-177;-18;332.0;-7;-4;16;52.0;15.0;16.0;298
-118.0;32;192.0;-177;32;342.0;-7;-2;16;39.0;21.0;27.0;300
-132.0;-13;182.0;-177;-13;335.0;-7;-2;16;22.0;13.0;33.0;297
-103.0;11;140.0;-177;11;318.0;-7;1;16;22.0;19.0;9.0;302
-129.0;-18;131.0;-177;-18;325.0;-7;-8;16;75.0;20.0;7.0;301
-139.0;-15;138.0;-177;-15;329.0;-7;-4;16;42.0;20.0;0.0;307
-136.0;23;115.0;-177;23;323.0;-7;10;16;68.0;11.0;0.0;306
-156.0;-2882;116.0;-152;-2882;513.0;-14;-100;7;146.0;87.0;85.0;404
-136.0;-30;185.0;-177;-30;333.0;-8;2;16;42.0;21.0;5.0;318
-136.0;-8;162.0;-177;-8;346.0;-8;-4;16;49.0;27.0;43.0;319
-144.0;-1;139.0;-177;-1;316.0;-8;-3;16;14.0;29.0;17.0;320
-114.0;-9;145.0;-177;-9;303.0;-8;5;16;91.0;14.0;1.0;318
-128.0;17;131.0;-177;17;313.0;-8;-8;16;28.0;14.0;15.0;318
-148.0;48;149.0;-177;48;323.0;-8;8;16;52.0;27.0;42.0;316
-118.0;17;155.0;-177;17;325.0;-7;-5;16;17.0;17.0;-1.0;306
-143.0;25;173.0;-177;25;334.0;-7;5;16;60.0;18.0;2.0;313
-86.0;12;179.0;-177;12;300.0;-7;1;16;76.0;5.0;16.0;302
-118.0;-1;163.0;-177;-1;328.0;-7;-3;16;89.0;2.0;22.0;310
-103.0;-33;161.0;-177;-33;326.0;-7;-3;16;51.0;10.0;24.0;305
-117.0;-17;125.0;-177;-17;332.0;-7;-5;16;73.0;13.0;30.0;307
-65.0;2;162.0;-177;2;302.0;-7;4;16;18.0;18.0;24.0;309
-78.0;-11;151.0;-177;-11;318.0;-7;5;16;36.0;23.0;31.0;307
-110.0;25;169.0;-177;25;332.0;-8;-1;16;49.0;22.0;8.0;314
-106.0;-10;131.0;-177;-10;340.0;-7;1;16;70.0;22.0;21.0;306
-97.0;20;187.0;-177;20;342.0;-7;-2;16;30.0;23.0;28.0;307
-100.0;5;141.0;-177;5;333.0;-8;-6;16;81.0;16.0;7.0;310
-105.0;7;143.0;-177;7;320.0;-7;-3;16;54.0;6.0;0.0;309
-91.0;36;136.0;-177;36;304.0;-7;7;16;30.0;-7.0;-10.0;305
-107.0;2;136.0;-177;2;318.0;-7;-4;16;26.0;0.0;33.0;301
-96.0;-6;165.0;-177;-6;289.0;-7;-2;16;60.0;22.0;-10.0;306
-120.0;-29;158.0;-177;-29;333.0;-7;1;16;71.0;16.0;-21.0;304
-114.0;-7;169.0;-177;-7;312.0;-7;7;16;79.0;15.0;-3.0;305
-109.0;23;182.0;-177;23;313.0;-7;1;16;101.0;-3.0;13.0;300
-114.0;13;106.0;-177;13;357.0;-7;2;16;49.0;-6.0;40.0;306
-106.0;50;84.0;-177;50;337.0;-7;-1;16;16.0;12.0;23.0;300
-131.0;37;115.0;-177;37;325.0;-7;-3;16;61.0;1.0;14.0;302
-130.0;26;133.0;-177;26;351.0;-7;-3;16;96.0;-1.0;8.0;298
-109.0;-13;144.0;-177;-13;343.0;-7;-4;16;89.0;-4.0;28.0;300
-119.0;6;135.0;-177;6;335.0;-7;-4;16;54.0;6.0;18.0;305
-120.0;-37;112.0;-177;-37;329.0;-7;3;16;55.0;7.0;-6.0;304
-146.0;-14;152.0;-177;-14;343.0;-7;1;16;46.0;12.0;28.0;308
-129.0;7;135.0;-177;7;342.0;-7;-10;16;113.0;8.0;55.0;303
-153.0;-9;126.0;-177;-9;333.0;-7;3;16;60.0;-5.0;10.0;308
-136.0;-45;119.0;-177;-45;340.0;-7;0;16;88.0;8.0;10.0;301
-118.0;13;147.0;-177;13;306.0;-7;-3;16;71.0;10.0;38.0;306
-119.0;-11;145.0;-177;-11;324.0;-7;6;16;90.0;17.0;33.0;307
-108.0;4;166.0;-177;4;302.0;-7;2;16;87.0;1.0;33.0;306
-113.0;4;191.0;-177;4;325.0;-7;3;16;91.0;23.0;23.0;306
-114.0;5;160.0;-177;5;339.0;-7;0;16;52.0;14.0;-4.0;306
-110.0;21;115.0;-177;21;333.0;-7;0;16;27.0;14.0;14.0;307
-92.0;-2;197.0;-177;-2;340.0;-7;22;16;69.0;29.0;-3.0;303
-92.0;4;179.0;-176;4;333.0;-7;3;16;27.0;21.0;-10.0;306
-95.0;5;173.0;-176;5;328.0;-7;3;16;34.0;31.0;41.0;315
-109.0;15;165.0;-176;15;307.0;-7;-2;16;80.0;19.0;48.0;306
-112.0;-8;168.0;-176;-8;323.0;-7;-4;16;59.0;15.0;12.0;305
-105.0;15;162.0;-176;15;299.0;-7;3;16;29.0;20.0;27.0;309
-100.0;-37;164.0;-176;-37;314.0;-7;-2;16;51.0;35.0;12.0;308
-110.0;5;177.0;-176;5;315.0;-7;-1;16;32.0;20.0;29.0;306
-118.0;-37;160.0;-176;-37;333.0;-7;-3;16;61.0;30.0;28.0;306
-124.0;-18;154.0;-176;-18;328.0;-7;-2;16;52.0;19.0;-7.0;309
-104.0;2;180.0;-176;2;327.0;-7;4;16;58.0;18.0;27.0;307
-104.0;-7;158.0;-176;-7;311.0;-7;-3;16;34.0;19.0;-3.0;315
-118.0;-17;172.0;-176;-17;330.0;-7;6;16;26.0;31.0;27.0;310
-108.0;-15;161.0;-176;-15;303.0;-7;6;16;18.0;22.0;4.0;310
-112.0;-5;167.0;-176;-5;316.0;-7;4;16;21.0;27.0;36.0;311
-111.0;32;175.0;-176;32;320.0;-7;1;16;38.0;32.0;-8.0;309
-123.0;17;167.0;-176;17;329.0;-7;2;16;58.0;32.0;9.0;310
-109.0;-12;165.0;-176;-12;331.0;-7;-4;16;102.0;14.0;38.0;308
-117.0;9;183.0;-176;9;347.0;-7;-6;16;58.0;11.0;28.0;311
-118.0;14;156.0;-176;14;334.0;-7;-2;16;5.0;24.0;22.0;307
-121.0;30;191.0;-176;30;340.0;-7;6;16;59.0;13.0;12.0;314
-124.0;13;157.0;-176;13;340.0;-7;2;16;59.0;3.0;20.0;308
-124.0;-2;156.0;-176;-2;343.0;-7;-2;16;11.0;24.0;39.0;305
-118.0;-16;161.0;-176;-16;336.0;-7;0;16;41.0;37.0;12.0;307
-115.0;-27;161.0;-176;-27;352.0;-7;0;16;70.0;34.0;29.0;308
-128.0;14;155.0;-176;14;341.0;-7;-2;16;56.0;22.0;19.0;306
-90.0;7;177.0;-176;7;342.0;-7;1;16;40.0;27.0;24.0;308
-110.0;35;173.0;-176;35;341.0;-8;-4;16;44.0;34.0;28.0;310
-99.0;8;164.0;-176;8;334.0;-7;-1;16;55.0;26.0;40.0;315
-109.0;1;174.0;-176;1;340.0;-7;-5;16;57.0;20.0;19.0;308
-122.0;-15;161.0;-176;-15;316.0;-7;-4;16;25.0;18.0;35.0;314
-91.0;-12;164.0;-176;-12;334.0;-7;-3;16;30.0;20.0;10.0;316
-102.0;25;182.0;-176;25;341.0;-7;1;16;42.0;24.0;22.0;310
-97.0;3;173.0;-176;3;334.0;-7;-3;16;37.0;28.0;24.0;309
-111.0;-5;139.0;-176;-5;333.0;-7;3;16;54.0;28.0;21.0;306
-112.0;-5;146.0;-176;-5;353.0;-7;0;16;54.0;12.0;25.0;308
-101.0;18;144.0;-176;18;326.0;-7;4;16;23.0;20.0;54.0;316
-102.0;9;164.0;-176;9;322.0;-7;10;16;134.0;17.0;19.0;307
-109.0;-31;169.0;-176;-31;323.0;-7;-1;16;96.0;11.0;-24.0;300
-108.0;-16;173.0;-176;-16;366.0;-7;4;16;93.0;16.0;13.0;303
-113.0;-28;135.0;-176;-28;344.0;-7;0;16;227.0;4.0;-14.0;306
-101.0;19;107.0;-176;19;291.0;-7;-2;16;306.0;3.0;-16.0;306
-118.0;15;142.0;-178;15;284.0;-16;5;168;82.0;-36.0;-10.0;283
60.0;178;98.0;56;178;391.0;-178;1141;-79;173.0;-31.0;-21.0;335
-190.0;12;155.0;-177;12;459.0;-7;4;16;548.0;-193.0;-229.0;296
-108.0;-3;158.0;-176;-3;339.0;-7;-2;16;206.0;-8.0;46.0;303
-45.0;-21;160.0;-176;-21;390.0;-7;2;16;28.0;50.0;27.0;307
-28.0;21;176.0;-176;21;361.0;-7;-1;16;9.0;56.0;39.0;302
-26.0;12;142.0;-176;12;360.0;-7;-1;16;41.0;51.0;19.0;301
-83.0;18;165.0;-176;18;367.0;-7;4;16;65.0;30.0;11.0;315
-123.0;16;161.0;-176;16;372.0;-7;-2;16;91.0;18.0;31.0;306
-88.0;37;157.0;-176;37;357.0;-7;0;16;51.0;16.0;46.0;301
-118.0;-9;135.0;-176;-9;328.0;-7;1;16;49.0;1.0;11.0;304
-110.0;12;171.0;-176;12;359.0;-7;-4;16;21.0;44.0;38.0;305
-108.0;-26;215.0;-176;-26;314.0;-7;-3;16;47.0;41.0;24.0;308
-112.0;-19;132.0;-176;-19;316.0;-7;0;16;73.0;57.0;65.0;306
-132.0;-27;151.0;-176;-27;364.0;-7;3;16;75.0;-1.0;8.0;299
-102.0;42;163.0;-176;42;349.0;-7;4;16;49.0;-4.0;35.0;307
-119.0;1;161.0;-176;1;335.0;-7;0;16;35.0;15.0;40.0;295
-117.0;13;163.0;-176;13;346.0;-7;-1;16;63.0;41.0;38.0;310
-99.0;12;169.0;-176;12;352.0;-7;3;16;58.0;37.0;10.0;308
-127.0;5;160.0;-176;5;335.0;-7;4;16;62.0;28.0;29.0;309
-121.0;-9;161.0;-176;-9;355.0;-7;-6;16;21.0;14.0;13.0;304
-92.0;23;174.0;-176;23;348.0;-7;-2;16;48.0;30.0;6.0;302
-109.0;-31;155.0;-176;-31;341.0;-7;2;16;43.0;23.0;12.0;301
-116.0;-32;129.0;-176;-32;344.0;-7;-7;16;63.0;19.0;18.0;311
-126.0;-30;111.0;-176;-30;349.0;-7;-1;16;64.0;18.0;10.0;310
-118.0;-6;119.0;-176;-6;342.0;-7;-4;16;50.0;6.0;39.0;311
-112.0;-4;157.0;-176;-4;329.0;-7;-1;16;74.0;2.0;9.0;303
-121.0;5;203.0;-176;5;336.0;-7;4;16;59.0;18.0;16.0;305
-123.0;-20;202.0;-176;-20;331.0;-7;4;16;55.0;33.0;17.0;304
-109.0;9;211.0;-176;9;344.0;-7;4;16;66.0;26.0;25.0;303
-145.0;-28;180.0;-176;-28;391.0;-7;-4;16;19.0;35.0;-6.0;302
-122.0;-31;151.0;-176;-31;394.0;-7;1;16;11.0;38.0;7.0;302
-114.0;6;151.0;-176;6;361.0;-7;3;16;78.0;36.0;8.0;306
-120.0;10;162.0;-176;10;361.0;-7;0;16;100.0;38.0;1.0;307
-118.0;-16;165.0;-176;-16;322.0;-7;-7;16;90.0;11.0;-12.0;304
-118.0;18;178.0;-176;18;312.0;-7;1;16;76.0;6.0;-17.0;305
-106.0;-19;164.0;-176;-19;345.0;-7;-1;16;50.0;-12.0;3.0;307
-105.0;-51;172.0;-176;-51;342.0;-7;-6;16;45.0;-8.0;17.0;310
-93.0;9;164.0;-176;9;309.0;-7;2;16;51.0;1.0;-5.0;304
-113.0;-20;169.0;-176;-20;302.0;-7;-1;16;60.0;5.0;16.0;305
-109.0;-1;148.0;-176;-1;305.0;-7;2;16;53.0;4.0;13.0;305
-100.0;-44;148.0;-176;-44;326.0;-7;-3;16;93.0;10.0;30.0;303
-86.0;-3;135.0;-176;-3;338.0;-7;-6;16;37.0;11.0;30.0;308
-109.0;64;122.0;-176;64;352.0;-7;-6;16;48.0;28.0;-6.0;310
-98.0;24;119.0;-176;24;327.0;-7;-6;16;88.0;29.0;9.0;301
-93.0;33;118.0;-176;33;322.0;-7;2;16;80.0;31.0;17.0;306
-128.0;46;29.0;-176;46;321.0;-7;-7;16;94.0;6.0;11.0;308
-105.0;15;127.0;-176;15;318.0;-7;11;16;63.0;-16.0;37.0;299
-104.0;-71;214.0;-171;-71;334.0;-8;-18;14;63.0;-39.0;-12.0;315
-75.0;-85;299.0;-177;-85;326.0;-12;44;24;86.0;-4.0;-6.0;288
-179.0;90;295.0;-179;90;313.0;-7;-77;16;195.0;-33.0;156.0;339
-84.0;13;253.0;176;13;333.0;-5;-242;41;39.0;8.0;-9.0;253
-109.0;-4;121.0;-178;-4;292.0;-16;7;168;129.0;-29.0;-10.0;279
-100.0;-15;136.0;-178;-15;285.0;-16;5;168;124.0;-10.0;-13.0;281
37.0;25;319.0;-176;25;324.0;-11;14;167;-113.0;34.0;24.0;329
-101.0;-1248;270.0;-172;-1248;382.0;-38;99;171;212.0;50.0;155.0;-1022
-157.0;-29;172.0;-180;-29;287.0;-10;-2;167;3.0;54.0;52.0;253
-119.0;13;133.0;-178;13;286.0;-16;6;168;122.0;-2.0;-32.0;284
-113.0;5;87.0;-178;5;345.0;-16;5;168;-623.0;-262.0;284.0;276
-127.0;49;248.0;-180;49;277.0;-10;-3;167;14.0;-20.0;18.0;295
-83.0;82;347.0;-170;82;402.0;-16;-34;-10;-73.0;12.0;128.0;-26
-85.0;86;224.0;-180;86;361.0;-10;0;167;70.0;108.0;40.0;293
-575.0;-16;191.0;-177;-16;466.0;-72;2;19;19.0;116.0;145.0;374
-229.0;52;221.0;-179;52;398.0;-10;-4;102;101.0;99.0;83.0;271
-250.0;-10;232.0;-179;-10;359.0;-11;-5;102;110.0;45.0;54.0;284
-306.0;5;225.0;-179;5;395.0;-10;0;102;-13.0;-26.0;45.0;268
-392.0;-137;126.0;-176;-137;417.0;-6;0;87;-32.0;-132.0;-1.0;225
-117.0;-36;220.0;177;-36;394.0;-90;1;16;113.0;84.0;87.0;300
-177.0;-268;578.0;168;-268;611.0;1;7;52;-34.0;115.0;216.0;302
-111.0;17;180.0;166;17;468.0;-155;94;-177;-31.0;123.0;122.0;314
-108.0;-15;135.0;-178;-15;287.0;-16;2;168;106.0;-4.0;-24.0;281
-484.0;11;225.0;-179;11;635.0;17;-10;135;-831.0;223.0;106.0;264
-123.0;17;154.0;-178;17;306.0;-16;3;168;74.0;4.0;-17.0;276
-131.0;-12;167.0;-178;-12;440.0;-16;-2;168;-186.0;135.0;333.0;273
-105.0;14;134.0;-178;14;301.0;-16;-4;168;72.0;1.0;-11.0;281
-111.0;11;144.0;-178;11;281.0;-16;-5;168;52.0;-13.0;0.0;287
-127.0;-38;122.0;-178;-38;306.0;-16;4;168;80.0;-20.0;-1.0;277
-110.0;14;138.0;-178;14;296.0;-16;6;168;53.0;-27.0;-10.0;283
-63.0;-9;133.0;-178;-9;301.0;-16;8;168;56.0;-26.0;4.0;282
-233.0;21;207.0;-179;21;426.0;-10;-1;102;-32.0;-6.0;86.0;276
-99.0;-33;134.0;-178;-33;296.0;-16;-1;168;87.0;-27.0;-5.0;280
-101.0;14;134.0;-178;14;291.0;-16;2;168;118.0;-21.0;-16.0;280
-111.0;21;136.0;-178;21;313.0;-16;-1;168;67.0;-52.0;40.0;274
4.0;-13;291.0;177;-13;419.0;-84;0;15;12.0;51.0;80.0;306
29.0;36;224.0;177;36;454.0;-84;1;15;24.0;59.0;76.0;298
-136.0;-19;155.0;-178;-19;334.0;-16;0;168;85.0;-43.0;4.0;284
-119.0;-18;210.0;-180;-18;342.0;-13;5;167;225.0;-41.0;-323.0;269
-139.0;-21;170.0;-178;-21;237.0;-16;-2;168;146.0;71.0;-20.0;275
-154.0;59;274.0;-173;59;595.0;-2;122;-6;145.0;349.0;67.0;45
-58.0;-29;209.0;-179;-29;385.0;-10;3;102;131.0;114.0;41.0;277
-101.0;13;224.0;-179;13;376.0;-10;2;102;74.0;51.0;48.0;277
