Accelerometer RUA^ accY;InertialMeasurementUnit RLA accX;Accelerometer RUA_ accX;Accelerometer RUA^ accZ;InertialMeasurementUnit RUA accX;Accelerometer RUA_ accY;InertialMeasurementUnit RUA accY
1021.0;-598.0;629.0;441.0;-944.0;820.0;301.0
1053.0;-814.0;318.0;291.0;-901.0;944.0;312.0
1193.0;-1193.0;203.0;71.0;-1314.0;1118.0;180.0
1255.0;-946.0;203.0;136.0;-1104.0;1211.0;327.0
1061.0;-723.0;519.0;456.0;-961.0;904.0;305.0
1106.0;-929.0;149.0;-53.0;-1009.0;1035.0;-101.0
907.0;-55.0;836.0;589.0;-796.0;423.0;473.0
252.0;708.0;554.0;1036.0;-220.0;-427.0;932.0
916.0;-618.0;245.0;301.0;-740.0;737.0;182.0
1003.0;-1052.0;77.0;155.0;-1110.0;1145.0;117.0
1029.0;-939.0;237.0;297.0;-1052.0;1051.0;84.0
1083.0;-669.0;171.0;34.0;-860.0;1235.0;319.0
1068.0;-700.0;316.0;336.0;-881.0;919.0;313.0
1137.0;-818.0;245.0;269.0;-911.0;960.0;106.0
881.0;-894.0;365.0;202.0;-921.0;1120.0;338.0
1093.0;-772.0;413.0;247.0;-932.0;1092.0;277.0
1067.0;-837.0;304.0;283.0;-974.0;982.0;242.0
1106.0;-890.0;130.0;81.0;-979.0;1014.0;31.0
1100.0;-686.0;485.0;158.0;-979.0;887.0;53.0
1118.0;-796.0;423.0;68.0;-1021.0;951.0;-12.0
1403.0;-782.0;217.0;224.0;-919.0;1118.0;236.0
1082.0;-833.0;254.0;275.0;-968.0;982.0;190.0
1073.0;-840.0;272.0;259.0;-976.0;980.0;225.0
850.0;-1103.0;79.0;148.0;-1170.0;932.0;12.0
1010.0;-905.0;396.0;516.0;-997.0;965.0;117.0
787.0;403.0;942.0;773.0;-685.0;31.0;584.0
1131.0;-816.0;494.0;353.0;-992.0;987.0;318.0
969.0;-916.0;135.0;127.0;-986.0;971.0;-16.0
1233.0;-1031.0;397.0;164.0;-1146.0;1080.0;317.0
1060.0;-837.0;252.0;306.0;-970.0;990.0;198.0
