Accelerometer LH accX;Accelerometer LUA_ accZ;InertialMeasurementUnit RLA accZ;InertialMeasurementUnit LUA accZ;InertialMeasurementUnit R-SHOE Body_Az;Accelerometer LWR accY;InertialMeasurementUnit LLA accY;Accelerometer LUA^ accZ;Accelerometer RWR accZ;Accelerometer LUA_ accY
326.0;349.0;446.0;216.0;795;868.0;-303.0;254.0;599.0;942.0
266.0;253.0;395.0;302.0;819;1166.0;-508.0;3.0;536.0;1248.0
339.0;416.0;450.0;380.0;769;718.0;-171.0;-119.0;386.0;792.0
189.0;268.0;486.0;71.0;799;998.0;-259.0;145.0;561.0;1038.0
232.0;310.0;482.0;210.0;807;860.0;-255.0;172.0;547.0;944.0
256.0;348.0;436.0;200.0;803;855.0;-368.0;241.0;580.0;924.0
498.0;322.0;476.0;185.0;783;887.0;-339.0;177.0;599.0;1038.0
282.0;409.0;350.0;16.0;855;905.0;-169.0;230.0;631.0;848.0
40.0;-82.0;252.0;565.0;813;981.0;75.0;-603.0;580.0;1010.0
371.0;384.0;457.0;182.0;800;865.0;-331.0;265.0;607.0;960.0
299.0;334.0;448.0;110.0;778;1266.0;-83.0;330.0;725.0;1092.0
-55.0;315.0;460.0;205.0;795;992.0;-228.0;179.0;641.0;1019.0
388.0;353.0;448.0;185.0;801;863.0;-364.0;278.0;565.0;973.0
252.0;227.0;412.0;443.0;678;877.0;-252.0;1.0;803.0;906.0
398.0;398.0;470.0;185.0;802;855.0;-345.0;254.0;625.0;944.0
370.0;377.0;460.0;184.0;801;873.0;-350.0;254.0;575.0;980.0
350.0;364.0;457.0;171.0;800;868.0;-308.0;330.0;610.0;946.0
337.0;348.0;462.0;187.0;806;887.0;-348.0;277.0;599.0;953.0
200.0;194.0;580.0;290.0;1248;1011.0;-244.0;388.0;594.0;997.0
338.0;397.0;458.0;184.0;803;872.0;-327.0;284.0;604.0;942.0
338.0;371.0;448.0;172.0;802;862.0;-377.0;309.0;610.0;925.0
277.0;272.0;797.0;313.0;734;902.0;-292.0;-3.0;729.0;975.0
525.0;263.0;505.0;241.0;796;1045.0;-377.0;269.0;478.0;1144.0
330.0;381.0;435.0;181.0;802;856.0;-331.0;254.0;560.0;958.0
362.0;375.0;448.0;188.0;800;870.0;-340.0;263.0;585.0;939.0
424.0;462.0;267.0;176.0;1808;992.0;-377.0;340.0;492.0;1024.0
390.0;348.0;204.0;209.0;841;890.0;-230.0;304.0;517.0;932.0
366.0;370.0;463.0;182.0;803;851.0;-325.0;251.0;568.0;952.0
348.0;386.0;739.0;230.0;804;886.0;-319.0;248.0;166.0;953.0
178.0;500.0;463.0;179.0;803;757.0;-319.0;244.0;594.0;892.0
356.0;349.0;441.0;184.0;801;883.0;-371.0;242.0;552.0;934.0
224.0;447.0;639.0;220.0;801;846.0;-377.0;282.0;376.0;913.0
366.0;388.0;469.0;168.0;800;846.0;-358.0;286.0;624.0;933.0
373.0;258.0;379.0;310.0;3092;963.0;-397.0;252.0;668.0;1053.0
669.0;587.0;246.0;178.0;751;767.0;-586.0;417.0;706.0;904.0
388.0;425.0;477.0;190.0;795;848.0;-345.0;249.0;586.0;962.0
418.0;373.0;475.0;177.0;801;857.0;-359.0;255.0;575.0;936.0
836.0;694.0;451.0;174.0;799;696.0;-604.0;440.0;709.0;823.0
364.0;369.0;370.0;170.0;808;895.0;-324.0;265.0;468.0;896.0
381.0;401.0;486.0;195.0;805;859.0;-342.0;268.0;600.0;952.0
377.0;398.0;461.0;190.0;797;868.0;-370.0;264.0;618.0;952.0
292.0;356.0;300.0;219.0;807;896.0;-292.0;181.0;852.0;965.0
733.0;995.0;687.0;54.0;42;-320.0;-980.0;640.0;832.0;-40.0
146.0;518.0;459.0;11.0;729;1056.0;-153.0;286.0;730.0;1170.0
259.0;493.0;463.0;392.0;790;746.0;-414.0;392.0;513.0;809.0
457.0;573.0;490.0;303.0;801;690.0;-510.0;250.0;755.0;839.0
377.0;365.0;478.0;179.0;805;850.0;-322.0;237.0;632.0;965.0
596.0;361.0;382.0;289.0;809;955.0;-468.0;255.0;647.0;1012.0
275.0;407.0;537.0;164.0;807;888.0;-378.0;212.0;736.0;977.0
383.0;295.0;544.0;39.0;830;1212.0;-220.0;467.0;821.0;953.0
344.0;348.0;462.0;186.0;803;874.0;-332.0;231.0;611.0;951.0
438.0;349.0;645.0;233.0;778;927.0;-231.0;164.0;949.0;971.0
308.0;330.0;497.0;171.0;807;902.0;-304.0;182.0;546.0;978.0
347.0;358.0;467.0;186.0;794;881.0;-349.0;263.0;571.0;955.0
493.0;770.0;626.0;253.0;323;220.0;-689.0;376.0;746.0;532.0
314.0;374.0;439.0;215.0;799;880.0;-365.0;324.0;612.0;981.0
886.0;808.0;772.0;250.0;801;306.0;-796.0;295.0;930.0;537.0
312.0;362.0;218.0;527.0;756;844.0;-314.0;72.0;635.0;917.0
446.0;385.0;427.0;319.0;1246;751.0;-257.0;109.0;431.0;803.0
512.0;435.0;507.0;158.0;766;764.0;-367.0;215.0;501.0;1050.0
379.0;390.0;525.0;209.0;812;873.0;-338.0;215.0;619.0;936.0
560.0;372.0;557.0;188.0;786;914.0;-411.0;271.0;637.0;1011.0
371.0;354.0;461.0;180.0;803;865.0;-311.0;242.0;556.0;957.0
364.0;387.0;483.0;176.0;803;860.0;-342.0;268.0;622.0;960.0
337.0;378.0;651.0;171.0;810;854.0;-336.0;255.0;411.0;946.0
333.0;408.0;528.0;138.0;805;841.0;-299.0;273.0;662.0;952.0
330.0;351.0;453.0;192.0;801;870.0;-318.0;262.0;605.0;954.0
368.0;344.0;463.0;169.0;802;861.0;-313.0;242.0;592.0;961.0
376.0;372.0;471.0;196.0;801;877.0;-343.0;252.0;600.0;933.0
350.0;360.0;451.0;183.0;804;880.0;-330.0;274.0;640.0;944.0
313.0;329.0;452.0;196.0;798;912.0;-338.0;266.0;566.0;947.0
488.0;340.0;237.0;335.0;1009;1003.0;-371.0;286.0;511.0;1083.0
236.0;336.0;438.0;45.0;790;1128.0;-324.0;427.0;724.0;1099.0
325.0;393.0;342.0;182.0;803;864.0;-353.0;239.0;680.0;961.0
360.0;367.0;461.0;194.0;800;886.0;-316.0;238.0;595.0;935.0
699.0;476.0;651.0;478.0;809;754.0;-497.0;166.0;361.0;886.0
325.0;368.0;983.0;189.0;809;832.0;-329.0;206.0;664.0;953.0
727.0;442.0;445.0;107.0;806;1016.0;-195.0;275.0;629.0;1153.0
