Accelerometer LH accX;Accelerometer LUA_ accZ;InertialMeasurementUnit RLA accZ;InertialMeasurementUnit LUA accZ;InertialMeasurementUnit R-SHOE Body_Az;Accelerometer LWR accY;InertialMeasurementUnit LLA accY;Accelerometer LUA^ accZ;Accelerometer RWR accZ;Accelerometer LUA_ accY
332.0;341.0;467.0;194.0;797;877.0;-303.0;286.0;572.0;963.0
291.0;253.0;461.0;184.0;804;902.0;-293.0;243.0;614.0;1028.0
326.0;277.0;417.0;348.0;965;1155.0;-481.0;128.0;517.0;1184.0
256.0;355.0;472.0;176.0;804;822.0;-245.0;218.0;533.0;920.0
295.0;394.0;492.0;170.0;796;876.0;-336.0;310.0;628.0;919.0
138.0;529.0;832.0;108.0;812;857.0;-254.0;215.0;619.0;998.0
507.0;347.0;449.0;274.0;781;784.0;-368.0;243.0;676.0;888.0
306.0;349.0;483.0;175.0;807;896.0;-300.0;214.0;562.0;969.0
300.0;340.0;497.0;179.0;806;884.0;-294.0;206.0;556.0;962.0
348.0;571.0;235.0;496.0;680;666.0;-374.0;-37.0;531.0;826.0
276.0;338.0;443.0;192.0;800;877.0;-333.0;241.0;568.0;960.0
221.0;409.0;498.0;179.0;804;848.0;-325.0;265.0;645.0;920.0
345.0;358.0;439.0;174.0;801;893.0;-357.0;274.0;586.0;945.0
392.0;387.0;514.0;154.0;798;848.0;-315.0;280.0;608.0;951.0
408.0;336.0;403.0;53.0;849;942.0;-374.0;265.0;555.0;1138.0
339.0;387.0;480.0;170.0;803;871.0;-333.0;303.0;571.0;942.0
275.0;388.0;454.0;174.0;799;874.0;-340.0;275.0;600.0;960.0
743.0;307.0;382.0;269.0;968;1260.0;-186.0;200.0;728.0;1052.0
412.0;475.0;417.0;72.0;800;775.0;-247.0;250.0;524.0;892.0
360.0;345.0;447.0;176.0;797;859.0;-344.0;274.0;572.0;979.0
245.0;308.0;705.0;185.0;814;877.0;-267.0;192.0;874.0;943.0
269.0;514.0;484.0;75.0;773;920.0;-248.0;375.0;654.0;1094.0
145.0;323.0;375.0;182.0;848;930.0;-437.0;80.0;435.0;1037.0
283.0;362.0;487.0;181.0;801;877.0;-293.0;205.0;542.0;959.0
473.0;473.0;253.0;206.0;1860;1053.0;-402.0;347.0;509.0;1154.0
337.0;364.0;472.0;182.0;798;896.0;-355.0;290.0;588.0;962.0
332.0;361.0;456.0;187.0;801;873.0;-355.0;294.0;582.0;958.0
310.0;351.0;458.0;185.0;801;876.0;-294.0;282.0;601.0;943.0
338.0;371.0;448.0;172.0;802;862.0;-377.0;309.0;610.0;925.0
394.0;389.0;458.0;168.0;806;855.0;-373.0;296.0;596.0;958.0
382.0;379.0;480.0;169.0;807;876.0;-329.0;267.0;595.0;976.0
380.0;379.0;463.0;163.0;807;838.0;-364.0;286.0;564.0;962.0
367.0;385.0;452.0;172.0;807;851.0;-357.0;303.0;630.0;956.0
339.0;416.0;450.0;380.0;769;718.0;-171.0;-119.0;386.0;792.0
220.0;405.0;507.0;238.0;805;848.0;-328.0;210.0;442.0;930.0
359.0;397.0;442.0;190.0;802;860.0;-310.0;291.0;576.0;945.0
332.0;370.0;460.0;169.0;794;823.0;-356.0;299.0;628.0;979.0
343.0;372.0;471.0;165.0;795;898.0;-356.0;295.0;625.0;960.0
159.0;463.0;449.0;416.0;783;790.0;-367.0;371.0;494.0;827.0
406.0;353.0;374.0;293.0;815;878.0;-345.0;179.0;667.0;987.0
560.0;328.0;664.0;282.0;863;876.0;-138.0;75.0;494.0;1000.0
362.0;399.0;453.0;173.0;795;891.0;-324.0;269.0;579.0;982.0
347.0;273.0;606.0;-44.0;807;849.0;-243.0;155.0;619.0;1028.0
337.0;378.0;651.0;171.0;810;854.0;-336.0;255.0;411.0;946.0
326.0;358.0;436.0;173.0;797;876.0;-340.0;278.0;608.0;966.0
303.0;343.0;458.0;158.0;803;878.0;-324.0;239.0;591.0;970.0
376.0;354.0;460.0;173.0;801;866.0;-342.0;286.0;563.0;949.0
388.0;353.0;448.0;185.0;801;863.0;-364.0;278.0;565.0;973.0
399.0;462.0;358.0;189.0;896;858.0;-339.0;301.0;418.0;941.0
370.0;349.0;444.0;174.0;798;889.0;-350.0;255.0;553.0;953.0
757.0;364.0;264.0;254.0;1141;1027.0;-264.0;334.0;512.0;1072.0
297.0;353.0;448.0;184.0;808;887.0;-340.0;298.0;586.0;935.0
384.0;457.0;506.0;185.0;796;856.0;-300.0;216.0;535.0;973.0
224.0;447.0;639.0;220.0;801;846.0;-377.0;282.0;376.0;913.0
10.0;498.0;384.0;67.0;833;766.0;-336.0;181.0;652.0;896.0
341.0;385.0;470.0;134.0;807;876.0;-322.0;251.0;555.0;939.0
214.0;255.0;469.0;77.0;864;1014.0;-150.0;350.0;634.0;1090.0
373.0;394.0;395.0;467.0;803;989.0;-394.0;331.0;507.0;881.0
465.0;457.0;240.0;242.0;-2783;960.0;-418.0;315.0;518.0;1107.0
155.0;257.0;399.0;244.0;803;1116.0;-464.0;40.0;464.0;1288.0
182.0;500.0;365.0;75.0;721;877.0;-329.0;223.0;602.0;995.0
598.0;547.0;511.0;263.0;800;636.0;-495.0;133.0;792.0;811.0
325.0;340.0;488.0;171.0;803;886.0;-328.0;269.0;557.0;971.0
591.0;389.0;499.0;50.0;868;1608.0;-194.0;330.0;730.0;1080.0
380.0;319.0;384.0;184.0;780;971.0;-248.0;225.0;489.0;1009.0
308.0;303.0;185.0;408.0;783;925.0;-290.0;246.0;650.0;814.0
197.0;345.0;479.0;98.0;823;1274.0;-312.0;306.0;754.0;1347.0
366.0;330.0;454.0;183.0;800;885.0;-336.0;303.0;573.0;949.0
194.0;370.0;468.0;158.0;799;891.0;-295.0;275.0;530.0;969.0
456.0;427.0;492.0;-61.0;809;842.0;-270.0;267.0;698.0;951.0
455.0;396.0;566.0;98.0;799;875.0;-358.0;294.0;659.0;950.0
529.0;263.0;565.0;98.0;966;1047.0;-198.0;413.0;724.0;980.0
367.0;393.0;115.0;392.0;797;823.0;-323.0;137.0;839.0;900.0
306.0;389.0;746.0;270.0;791;857.0;-321.0;210.0;863.0;935.0
341.0;399.0;453.0;168.0;801;862.0;-262.0;264.0;549.0;985.0
878.0;768.0;648.0;225.0;809;226.0;-883.0;279.0;917.0;503.0
383.0;348.0;455.0;169.0;804;882.0;-323.0;279.0;574.0;961.0
493.0;348.0;461.0;275.0;792;767.0;-384.0;246.0;732.0;935.0
151.0;377.0;481.0;199.0;746;942.0;-508.0;333.0;586.0;969.0
330.0;325.0;431.0;183.0;795;888.0;-370.0;294.0;614.0;951.0
347.0;343.0;430.0;181.0;800;868.0;-344.0;297.0;593.0;968.0
343.0;349.0;411.0;206.0;803;878.0;-397.0;298.0;603.0;924.0
312.0;345.0;464.0;155.0;797;893.0;-326.0;270.0;575.0;944.0
205.0;487.0;405.0;186.0;778;863.0;-384.0;275.0;621.0;927.0
289.0;461.0;585.0;179.0;968;981.0;-337.0;472.0;616.0;1111.0
365.0;484.0;368.0;135.0;1159;933.0;-415.0;328.0;439.0;1058.0
87.0;176.0;515.0;592.0;699;950.0;-86.0;-141.0;834.0;952.0
243.0;362.0;458.0;256.0;805;868.0;-265.0;196.0;541.0;937.0
314.0;320.0;455.0;172.0;794;877.0;-320.0;255.0;519.0;990.0
267.0;265.0;333.0;293.0;806;1125.0;-299.0;141.0;419.0;996.0
264.0;381.0;498.0;158.0;801;886.0;-352.0;270.0;579.0;959.0
276.0;371.0;474.0;170.0;794;863.0;-303.0;286.0;562.0;940.0
446.0;385.0;427.0;319.0;1246;751.0;-257.0;109.0;431.0;803.0
379.0;221.0;327.0;312.0;1016;1386.0;-431.0;276.0;494.0;1425.0
398.0;381.0;484.0;141.0;802;879.0;-355.0;249.0;558.0;949.0
593.0;440.0;453.0;253.0;778;807.0;-433.0;215.0;678.0;944.0
305.0;315.0;456.0;202.0;805;885.0;-304.0;262.0;582.0;972.0
343.0;341.0;443.0;183.0;804;885.0;-337.0;274.0;554.0;956.0
249.0;301.0;333.0;419.0;800;906.0;-248.0;60.0;665.0;962.0
339.0;334.0;467.0;173.0;801;859.0;-370.0;328.0;631.0;956.0
283.0;318.0;438.0;178.0;805;892.0;-243.0;181.0;1027.0;989.0
297.0;252.0;571.0;286.0;609;747.0;-130.0;159.0;387.0;967.0
267.0;307.0;462.0;153.0;802;907.0;-322.0;228.0;473.0;995.0
175.0;349.0;501.0;72.0;803;896.0;-432.0;218.0;845.0;970.0
551.0;456.0;399.0;117.0;662;1187.0;-396.0;314.0;655.0;1090.0
351.0;340.0;444.0;186.0;801;865.0;-373.0;284.0;562.0;961.0
292.0;349.0;503.0;159.0;800;869.0;-347.0;254.0;570.0;1000.0
433.0;366.0;501.0;157.0;793;830.0;-411.0;312.0;608.0;935.0
494.0;353.0;499.0;158.0;822;886.0;-201.0;235.0;478.0;1051.0
320.0;368.0;349.0;280.0;800;762.0;-230.0;222.0;622.0;888.0
433.0;346.0;494.0;113.0;796;789.0;-432.0;290.0;562.0;874.0
283.0;257.0;656.0;32.0;783;1024.0;-348.0;158.0;584.0;1053.0
733.0;995.0;687.0;54.0;42;-320.0;-980.0;640.0;832.0;-40.0
863.0;359.0;449.0;284.0;786;887.0;-352.0;179.0;655.0;971.0
138.0;323.0;321.0;148.0;797;813.0;-357.0;106.0;432.0;1004.0
379.0;389.0;286.0;166.0;805;839.0;-308.0;289.0;657.0;940.0
409.0;274.0;293.0;175.0;808;997.0;-172.0;240.0;461.0;1072.0
196.0;279.0;337.0;156.0;805;886.0;-271.0;183.0;735.0;969.0
381.0;375.0;407.0;43.0;911;857.0;-296.0;332.0;678.0;964.0
52.0;476.0;470.0;270.0;817;770.0;-160.0;105.0;711.0;866.0
351.0;298.0;436.0;256.0;811;995.0;-413.0;159.0;734.0;999.0
597.0;595.0;501.0;312.0;789;438.0;-595.0;265.0;587.0;617.0
416.0;561.0;483.0;156.0;798;792.0;-369.0;254.0;562.0;1385.0
292.0;356.0;300.0;219.0;807;896.0;-292.0;181.0;852.0;965.0
347.0;293.0;334.0;304.0;841;822.0;-377.0;315.0;481.0;950.0
55.0;284.0;296.0;194.0;802;915.0;-260.0;127.0;488.0;927.0
297.0;259.0;417.0;370.0;711;995.0;-283.0;38.0;882.0;1053.0
153.0;146.0;334.0;646.0;793;887.0;-73.0;-558.0;537.0;981.0
379.0;379.0;747.0;275.0;805;880.0;-285.0;196.0;971.0;944.0
496.0;454.0;301.0;236.0;812;722.0;-703.0;285.0;571.0;808.0
87.0;282.0;755.0;318.0;731;831.0;-295.0;74.0;853.0;960.0
-133.0;329.0;440.0;241.0;773;770.0;-155.0;280.0;684.0;717.0
31.0;337.0;537.0;339.0;770;711.0;-239.0;37.0;423.0;691.0
402.0;494.0;350.0;208.0;-379;900.0;-392.0;237.0;462.0;1060.0
100.0;289.0;541.0;168.0;777;880.0;-89.0;134.0;572.0;900.0
86.0;415.0;385.0;42.0;753;1110.0;-216.0;238.0;736.0;1081.0
65.0;157.0;554.0;175.0;793;980.0;-360.0;86.0;518.0;1039.0
329.0;379.0;423.0;189.0;803;859.0;-300.0;334.0;595.0;957.0
447.0;415.0;370.0;169.0;1609;823.0;-286.0;169.0;419.0;863.0
273.0;320.0;513.0;35.0;805;922.0;-689.0;295.0;608.0;961.0
699.0;468.0;532.0;550.0;810;717.0;-555.0;125.0;713.0;886.0
348.0;386.0;739.0;230.0;804;886.0;-319.0;248.0;166.0;953.0
362.0;358.0;495.0;128.0;786;908.0;-405.0;326.0;532.0;999.0
40.0;-82.0;252.0;565.0;813;981.0;75.0;-603.0;580.0;1010.0
705.0;470.0;646.0;460.0;803;749.0;-497.0;183.0;356.0;903.0
100.0;370.0;473.0;150.0;787;848.0;-254.0;192.0;543.0;861.0
205.0;374.0;566.0;416.0;536;826.0;-371.0;47.0;881.0;845.0
553.0;383.0;564.0;162.0;794;921.0;-421.0;285.0;576.0;1007.0
