InertialMeasurementUnit BACK accZ;InertialMeasurementUnit LUA magneticZ;Accelerometer RKN^ accZ;InertialMeasurementUnit BACK magneticX;Accelerometer BACK accZ;InertialMeasurementUnit BACK magneticY;InertialMeasurementUnit LLA magneticY;Accelerometer HIP accZ
70.0;-123.0;0.0;392.0;-679.0;-109.0;-64.0;167.0
140.0;-132.0;308.0;394.0;-567.0;-95.0;-79.0;119.0
213.0;-138.0;439.0;393.0;-539.0;-84.0;-107.0;354.0
178.0;-134.0;217.0;1044.0;-1154.0;88.0;683.0;712.0
195.0;-168.0;191.0;929.0;-803.0;-16.0;187.0;283.0
264.0;-376.0;417.0;412.0;-743.0;22.0;-97.0;429.0
294.0;-345.0;-65.0;425.0;-759.0;5.0;-119.0;416.0
311.0;-333.0;-18.0;426.0;-769.0;-2.0;-151.0;453.0
443.0;-270.0;131.0;808.0;-458.0;78.0;-50.0;98.0
631.0;-199.0;241.0;799.0;-528.0;36.0;85.0;198.0
191.0;-159.0;188.0;780.0;-764.0;30.0;72.0;514.0
208.0;-174.0;374.0;771.0;-873.0;40.0;2.0;308.0
243.0;-201.0;353.0;774.0;-735.0;48.0;-52.0;229.0
253.0;-226.0;398.0;761.0;-460.0;57.0;-98.0;240.0
326.0;-260.0;253.0;757.0;-343.0;67.0;-134.0;245.0
309.0;-353.0;102.0;708.0;-686.0;218.0;-56.0;191.0
425.0;-292.0;145.0;687.0;-410.0;205.0;-22.0;50.0
290.0;-174.0;288.0;688.0;-772.0;151.0;314.0;485.0
156.0;-164.0;-80.0;696.0;-798.0;145.0;319.0;557.0
940.0;-221.0;241.0;715.0;-779.0;332.0;558.0;-29.0
272.0;-280.0;524.0;839.0;-759.0;253.0;388.0;146.0
239.0;-284.0;110.0;913.0;-928.0;276.0;342.0;353.0
484.0;-197.0;31.0;971.0;-529.0;164.0;536.0;251.0
158.0;-236.0;304.0;979.0;-494.0;137.0;231.0;312.0
170.0;-76.0;129.0;962.0;-568.0;23.0;388.0;499.0
261.0;-63.0;131.0;970.0;-429.0;-36.0;207.0;342.0
358.0;-61.0;43.0;958.0;-435.0;-51.0;183.0;265.0
482.0;-65.0;36.0;956.0;-475.0;-59.0;158.0;237.0
465.0;26.0;97.0;976.0;-484.0;-84.0;222.0;266.0
221.0;452.0;108.0;583.0;-565.0;-224.0;656.0;304.0
243.0;-16.0;109.0;1002.0;-648.0;18.0;395.0;381.0
212.0;400.0;96.0;527.0;-571.0;-262.0;518.0;348.0
204.0;400.0;65.0;525.0;-557.0;-259.0;511.0;354.0
196.0;452.0;146.0;484.0;-541.0;-325.0;449.0;425.0
229.0;401.0;29.0;469.0;-573.0;-191.0;508.0;326.0
512.0;-708.0;404.0;108.0;-802.0;547.0;-89.0;-380.0
83.0;-408.0;-62.0;818.0;-460.0;199.0;13.0;405.0
175.0;-25.0;120.0;549.0;-683.0;259.0;667.0;401.0
91.0;-599.0;107.0;834.0;-400.0;397.0;-59.0;354.0
250.0;-42.0;79.0;463.0;-613.0;268.0;654.0;230.0
92.0;83.0;113.0;472.0;-595.0;180.0;649.0;445.0
320.0;194.0;99.0;479.0;-589.0;87.0;628.0;326.0
205.0;281.0;-131.0;523.0;-746.0;22.0;670.0;404.0
80.0;-324.0;344.0;807.0;-410.0;188.0;449.0;275.0
180.0;-341.0;186.0;830.0;-337.0;159.0;81.0;451.0
267.0;-368.0;295.0;803.0;-441.0;130.0;17.0;245.0
85.0;42.0;228.0;442.0;-366.0;-323.0;63.0;335.0
87.0;2.0;185.0;433.0;-380.0;-315.0;35.0;376.0
50.0;-63.0;210.0;413.0;-507.0;-293.0;-16.0;436.0
57.0;-87.0;149.0;405.0;-591.0;-279.0;-52.0;496.0
66.0;-112.0;223.0;392.0;-899.0;-254.0;-142.0;408.0
282.0;-241.0;286.0;348.0;-720.0;-117.0;-124.0;273.0
209.0;-241.0;226.0;357.0;-695.0;-114.0;-43.0;463.0
177.0;-218.0;257.0;359.0;-717.0;-112.0;-42.0;339.0
128.0;-164.0;816.0;331.0;-643.0;-182.0;-296.0;282.0
41.0;-206.0;339.0;522.0;-609.0;120.0;-20.0;602.0
448.0;-113.0;486.0;605.0;-435.0;125.0;86.0;480.0
328.0;-108.0;200.0;608.0;-428.0;129.0;106.0;453.0
221.0;-116.0;49.0;626.0;-604.0;136.0;162.0;591.0
275.0;-240.0;56.0;347.0;-702.0;92.0;-259.0;351.0
189.0;-196.0;-31.0;869.0;-519.0;220.0;304.0;253.0
284.0;-257.0;465.0;319.0;-813.0;164.0;-48.0;136.0
144.0;-378.0;-148.0;665.0;-525.0;23.0;-284.0;593.0
310.0;-265.0;128.0;454.0;-512.0;113.0;-100.0;488.0
300.0;-283.0;130.0;458.0;-474.0;118.0;-1.0;484.0
269.0;-311.0;97.0;456.0;-453.0;131.0;92.0;507.0
276.0;-329.0;42.0;462.0;-457.0;139.0;155.0;525.0
214.0;-387.0;88.0;476.0;-441.0;178.0;264.0;517.0
156.0;-418.0;44.0;479.0;-443.0;206.0;330.0;508.0
893.0;-760.0;551.0;-164.0;-860.0;701.0;-68.0;-339.0
303.0;-280.0;286.0;310.0;-720.0;183.0;-39.0;192.0
392.0;-374.0;-323.0;220.0;-481.0;422.0;-145.0;200.0
152.0;-427.0;100.0;484.0;-430.0;213.0;378.0;533.0
31.0;-451.0;453.0;521.0;-433.0;296.0;479.0;487.0
137.0;-601.0;338.0;534.0;-510.0;430.0;588.0;415.0
893.0;-531.0;444.0;-452.0;-834.0;344.0;-669.0;-435.0
115.0;-229.0;206.0;404.0;-493.0;-268.0;-502.0;453.0
85.0;-113.0;356.0;510.0;-454.0;-137.0;-184.0;178.0
151.0;-94.0;295.0;528.0;-376.0;-169.0;-38.0;155.0
190.0;-89.0;259.0;536.0;-327.0;-188.0;4.0;248.0
239.0;-73.0;337.0;551.0;-306.0;-221.0;53.0;272.0
247.0;-67.0;269.0;552.0;-290.0;-236.0;40.0;284.0
279.0;-54.0;32.0;557.0;-300.0;-244.0;31.0;298.0
267.0;-46.0;162.0;558.0;-321.0;-251.0;21.0;330.0
244.0;-36.0;350.0;558.0;-302.0;-257.0;34.0;336.0
233.0;-15.0;385.0;561.0;-400.0;-269.0;57.0;306.0
68.0;-10.0;135.0;554.0;-622.0;-272.0;-65.0;309.0
109.0;282.0;-258.0;595.0;-660.0;-396.0;207.0;430.0
96.0;200.0;25.0;602.0;-638.0;-323.0;340.0;160.0
177.0;232.0;95.0;624.0;-515.0;-313.0;359.0;258.0
67.0;476.0;874.0;960.0;-404.0;-461.0;419.0;134.0
380.0;165.0;-189.0;541.0;-646.0;-312.0;83.0;92.0
154.0;-257.0;565.0;463.0;-514.0;76.0;-313.0;370.0
233.0;-385.0;169.0;553.0;-572.0;-87.0;-103.0;334.0
212.0;-392.0;473.0;547.0;-567.0;-66.0;-117.0;317.0
201.0;-388.0;187.0;543.0;-582.0;-56.0;-122.0;338.0
193.0;-376.0;112.0;540.0;-542.0;-42.0;-145.0;336.0
205.0;-401.0;-14.0;539.0;-502.0;-7.0;-178.0;251.0
250.0;-359.0;37.0;481.0;-407.0;90.0;-285.0;330.0
192.0;-418.0;-17.0;518.0;-648.0;87.0;-126.0;306.0
201.0;-463.0;-8.0;463.0;-720.0;206.0;-48.0;239.0
256.0;-696.0;43.0;264.0;-790.0;357.0;-165.0;155.0
297.0;-499.0;29.0;419.0;-756.0;260.0;4.0;280.0
316.0;-492.0;-3.0;416.0;-759.0;248.0;-4.0;270.0
387.0;-424.0;18.0;418.0;-728.0;205.0;-37.0;276.0
389.0;-387.0;33.0;414.0;-709.0;187.0;-38.0;283.0
122.0;-135.0;4.0;595.0;-504.0;263.0;550.0;445.0
116.0;-118.0;21.0;595.0;-560.0;253.0;559.0;435.0
94.0;0.0;355.0;580.0;-550.0;156.0;564.0;79.0
180.0;13.0;227.0;572.0;-429.0;146.0;564.0;329.0
286.0;26.0;307.0;562.0;-467.0;144.0;567.0;449.0
411.0;-375.0;19.0;415.0;-701.0;180.0;-30.0;284.0
423.0;-355.0;47.0;415.0;-710.0;166.0;-20.0;282.0
361.0;55.0;296.0;548.0;-425.0;136.0;578.0;241.0
307.0;82.0;-25.0;536.0;-365.0;103.0;574.0;344.0
233.0;118.0;-135.0;525.0;-391.0;79.0;575.0;336.0
409.0;-339.0;79.0;412.0;-699.0;161.0;-9.0;289.0
83.0;280.0;266.0;485.0;-760.0;-34.0;540.0;274.0
406.0;-339.0;99.0;414.0;-690.0;162.0;-5.0;284.0
302.0;329.0;8.0;455.0;-733.0;-81.0;504.0;325.0
357.0;324.0;49.0;451.0;-712.0;-80.0;495.0;283.0
336.0;310.0;59.0;459.0;-712.0;-99.0;483.0;375.0
354.0;306.0;6.0;460.0;-672.0;-103.0;479.0;324.0
364.0;301.0;95.0;460.0;-690.0;-109.0;479.0;332.0
330.0;310.0;58.0;460.0;-679.0;-141.0;449.0;335.0
504.0;512.0;476.0;492.0;-792.0;-189.0;501.0;346.0
391.0;-338.0;130.0;412.0;-675.0;161.0;-9.0;268.0
311.0;329.0;333.0;454.0;-675.0;-148.0;413.0;418.0
381.0;-344.0;133.0;419.0;-708.0;164.0;-35.0;270.0
377.0;-342.0;127.0;418.0;-707.0;164.0;-46.0;261.0
292.0;285.0;73.0;459.0;-716.0;-95.0;371.0;459.0
299.0;264.0;78.0;460.0;-735.0;-72.0;358.0;468.0
295.0;252.0;83.0;461.0;-777.0;-58.0;352.0;459.0
372.0;75.0;870.0;602.0;-800.0;85.0;311.0;434.0
301.0;175.0;454.0;473.0;-804.0;2.0;311.0;262.0
363.0;139.0;413.0;483.0;-832.0;22.0;297.0;108.0
406.0;124.0;372.0;487.0;-796.0;34.0;297.0;98.0
400.0;112.0;397.0;495.0;-805.0;49.0;298.0;110.0
398.0;99.0;385.0;504.0;-811.0;64.0;303.0;147.0
466.0;55.0;349.0;521.0;-812.0;96.0;311.0;101.0
492.0;45.0;276.0;524.0;-806.0;106.0;315.0;153.0
484.0;21.0;315.0;531.0;-813.0;117.0;317.0;165.0
497.0;-11.0;225.0;532.0;-804.0;145.0;322.0;130.0
490.0;-20.0;175.0;530.0;-793.0;152.0;317.0;136.0
488.0;-23.0;70.0;529.0;-780.0;155.0;312.0;136.0
483.0;-44.0;220.0;528.0;-751.0;172.0;296.0;147.0
487.0;-44.0;170.0;526.0;-784.0;174.0;295.0;150.0
492.0;-54.0;201.0;531.0;-768.0;177.0;304.0;148.0
493.0;-49.0;139.0;539.0;-746.0;174.0;303.0;121.0
368.0;-342.0;82.0;421.0;-703.0;167.0;-55.0;272.0
366.0;-343.0;111.0;422.0;-690.0;173.0;-56.0;309.0
490.0;-40.0;121.0;548.0;-715.0;171.0;303.0;74.0
499.0;-28.0;117.0;551.0;-750.0;164.0;307.0;24.0
368.0;-348.0;158.0;417.0;-695.0;178.0;-56.0;271.0
364.0;-354.0;155.0;414.0;-711.0;180.0;-62.0;285.0
363.0;-357.0;130.0;416.0;-715.0;179.0;-61.0;273.0
374.0;-360.0;133.0;417.0;-713.0;177.0;-65.0;271.0
358.0;-348.0;171.0;429.0;-755.0;154.0;-76.0;295.0
357.0;-326.0;144.0;433.0;-739.0;139.0;-83.0;293.0
358.0;-295.0;141.0;437.0;-740.0;124.0;-114.0;342.0
374.0;-267.0;127.0;440.0;-758.0;110.0;-211.0;293.0
147.0;-345.0;145.0;547.0;-460.0;306.0;-110.0;356.0
193.0;-353.0;113.0;557.0;-382.0;305.0;-110.0;376.0
509.0;0.0;59.0;564.0;-779.0;144.0;345.0;38.0
512.0;6.0;43.0;571.0;-756.0;139.0;368.0;9.0
300.0;-359.0;-142.0;570.0;-364.0;303.0;-77.0;291.0
311.0;-363.0;99.0;464.0;-669.0;107.0;-256.0;372.0
428.0;-542.0;64.0;507.0;-678.0;414.0;-9.0;396.0
306.0;-348.0;105.0;461.0;-672.0;109.0;-291.0;66.0
305.0;-438.0;102.0;482.0;-666.0;94.0;-142.0;264.0
286.0;-466.0;116.0;485.0;-660.0;86.0;-105.0;330.0
278.0;-531.0;95.0;492.0;-669.0;77.0;-19.0;283.0
292.0;-624.0;91.0;500.0;-625.0;68.0;61.0;341.0
277.0;-456.0;289.0;373.0;-654.0;210.0;-121.0;431.0
256.0;-474.0;345.0;392.0;-678.0;216.0;-96.0;462.0
126.0;-40.0;37.0;550.0;-490.0;303.0;627.0;370.0
170.0;123.0;270.0;556.0;-448.0;155.0;645.0;173.0
253.0;221.0;-21.0;533.0;-398.0;55.0;619.0;290.0
135.0;307.0;-32.0;525.0;-476.0;-31.0;566.0;318.0
125.0;337.0;0.0;524.0;-570.0;-85.0;518.0;297.0
171.0;325.0;185.0;525.0;-591.0;-120.0;400.0;416.0
110.0;404.0;44.0;514.0;-688.0;-290.0;382.0;30.0
262.0;347.0;113.0;549.0;-684.0;-226.0;282.0;139.0
314.0;334.0;190.0;556.0;-681.0;-225.0;295.0;144.0
370.0;309.0;205.0;575.0;-611.0;-232.0;292.0;123.0
390.0;314.0;244.0;529.0;-807.0;-358.0;248.0;-28.0
413.0;358.0;128.0;569.0;-659.0;-279.0;222.0;241.0
397.0;446.0;341.0;470.0;-537.0;-205.0;305.0;334.0
347.0;443.0;311.0;463.0;-462.0;-210.0;272.0;319.0
320.0;442.0;293.0;458.0;-445.0;-209.0;255.0;324.0
258.0;452.0;287.0;443.0;-422.0;-204.0;221.0;364.0
202.0;463.0;231.0;437.0;-450.0;-196.0;208.0;363.0
403.0;366.0;80.0;571.0;-700.0;-278.0;234.0;279.0
136.0;-437.0;-70.0;398.0;-761.0;453.0;265.0;407.0
168.0;-332.0;7.0;424.0;-605.0;557.0;267.0;443.0
246.0;-292.0;2.0;581.0;-400.0;407.0;381.0;321.0
511.0;-375.0;-40.0;718.0;-508.0;422.0;400.0;210.0
220.0;300.0;57.0;490.0;-585.0;-409.0;262.0;388.0
194.0;402.0;29.0;511.0;-562.0;-465.0;103.0;450.0
586.0;138.0;318.0;643.0;-663.0;-92.0;351.0;12.0
526.0;213.0;32.0;605.0;-669.0;-191.0;311.0;92.0
506.0;220.0;-21.0;603.0;-594.0;-192.0;316.0;126.0
504.0;226.0;96.0;600.0;-564.0;-197.0;328.0;146.0
496.0;240.0;191.0;599.0;-409.0;-200.0;333.0;203.0
465.0;252.0;282.0;593.0;-458.0;-206.0;341.0;221.0
346.0;316.0;42.0;561.0;-313.0;-232.0;379.0;314.0
332.0;367.0;219.0;506.0;-329.0;-393.0;413.0;314.0
140.0;110.0;-49.0;488.0;-620.0;65.0;602.0;384.0
81.0;43.0;0.0;494.0;-616.0;132.0;607.0;376.0
128.0;28.0;89.0;499.0;-489.0;156.0;606.0;325.0
144.0;22.0;4.0;504.0;-403.0;161.0;603.0;165.0
142.0;18.0;108.0;506.0;-394.0;177.0;594.0;324.0
307.0;27.0;355.0;501.0;-356.0;198.0;568.0;211.0
381.0;27.0;341.0;509.0;-475.0;201.0;504.0;250.0
273.0;32.0;19.0;514.0;-539.0;185.0;465.0;287.0
82.0;-19.0;-106.0;664.0;-792.0;120.0;499.0;388.0
35.0;-28.0;86.0;697.0;-469.0;124.0;641.0;400.0
183.0;31.0;471.0;1055.0;-942.0;78.0;783.0;28.0
303.0;-69.0;-112.0;821.0;-657.0;149.0;402.0;113.0
358.0;-164.0;-168.0;894.0;-528.0;154.0;268.0;272.0
366.0;-214.0;-266.0;969.0;-463.0;184.0;378.0;283.0
339.0;-172.0;115.0;901.0;-680.0;161.0;286.0;258.0
314.0;-165.0;412.0;908.0;-527.0;164.0;353.0;318.0
197.0;13.0;81.0;954.0;-518.0;49.0;461.0;415.0
245.0;20.0;122.0;958.0;-532.0;37.0;443.0;446.0
200.0;21.0;70.0;960.0;-487.0;33.0;429.0;443.0
111.0;26.0;485.0;1025.0;-527.0;58.0;455.0;231.0
169.0;21.0;251.0;963.0;-505.0;22.0;420.0;398.0
142.0;18.0;148.0;999.0;-507.0;29.0;388.0;444.0
135.0;16.0;188.0;1004.0;-536.0;36.0;384.0;366.0
194.0;-255.0;157.0;441.0;-432.0;522.0;340.0;332.0
218.0;-285.0;101.0;440.0;-529.0;549.0;540.0;330.0
150.0;-255.0;58.0;915.0;-437.0;-1.0;87.0;469.0
147.0;-245.0;86.0;910.0;-476.0;9.0;136.0;351.0
145.0;-236.0;87.0;903.0;-571.0;19.0;185.0;509.0
125.0;-231.0;59.0;894.0;-524.0;30.0;215.0;180.0
111.0;-225.0;22.0;885.0;-597.0;40.0;229.0;414.0
227.0;383.0;86.0;494.0;-541.0;-363.0;297.0;310.0
211.0;379.0;139.0;497.0;-540.0;-353.0;315.0;287.0
222.0;377.0;62.0;502.0;-551.0;-344.0;352.0;333.0
68.0;-237.0;11.0;840.0;-617.0;90.0;131.0;600.0
87.0;-250.0;-44.0;818.0;-471.0;110.0;58.0;142.0
227.0;550.0;277.0;536.0;-551.0;-484.0;443.0;306.0
114.0;602.0;340.0;486.0;-530.0;-541.0;424.0;472.0
96.0;-484.0;735.0;822.0;-355.0;176.0;-9.0;379.0
202.0;378.0;16.0;498.0;-552.0;-295.0;445.0;344.0
197.0;378.0;14.0;497.0;-524.0;-290.0;446.0;324.0
210.0;379.0;434.0;501.0;-550.0;-332.0;376.0;324.0
240.0;-418.0;-24.0;691.0;-547.0;182.0;26.0;314.0
83.0;-446.0;197.0;673.0;-528.0;148.0;9.0;413.0
17.0;-450.0;90.0;652.0;-556.0;127.0;-59.0;320.0
170.0;-105.0;11.0;438.0;-472.0;411.0;483.0;336.0
158.0;45.0;-239.0;381.0;-540.0;-236.0;-104.0;260.0
137.0;29.0;31.0;478.0;-446.0;-273.0;-56.0;251.0
234.0;40.0;218.0;485.0;-382.0;-275.0;-61.0;246.0
325.0;240.0;356.0;489.0;-589.0;-24.0;640.0;244.0
340.0;240.0;315.0;492.0;-592.0;-25.0;637.0;225.0
370.0;246.0;322.0;496.0;-579.0;-22.0;637.0;180.0
366.0;249.0;311.0;496.0;-603.0;-25.0;640.0;212.0
220.0;264.0;521.0;476.0;-647.0;-43.0;648.0;326.0
328.0;275.0;311.0;494.0;-642.0;-61.0;652.0;299.0
318.0;287.0;254.0;488.0;-553.0;-77.0;629.0;267.0
319.0;293.0;237.0;479.0;-508.0;-87.0;613.0;364.0
106.0;-452.0;312.0;483.0;-509.0;597.0;442.0;325.0
278.0;279.0;51.0;449.0;-557.0;-87.0;578.0;355.0
408.0;232.0;311.0;501.0;-407.0;48.0;610.0;264.0
228.0;278.0;-14.0;446.0;-499.0;-88.0;567.0;386.0
221.0;302.0;22.0;491.0;-513.0;-79.0;561.0;367.0
181.0;278.0;122.0;440.0;-510.0;-99.0;545.0;369.0
193.0;331.0;89.0;419.0;-536.0;-168.0;503.0;371.0
183.0;338.0;51.0;417.0;-506.0;-173.0;500.0;360.0
166.0;389.0;-21.0;389.0;-420.0;-201.0;437.0;408.0
2.0;468.0;435.0;416.0;-396.0;-298.0;478.0;434.0
372.0;102.0;46.0;701.0;-659.0;9.0;619.0;301.0
247.0;76.0;206.0;713.0;-580.0;14.0;592.0;88.0
200.0;73.0;109.0;724.0;-680.0;25.0;561.0;310.0
212.0;93.0;194.0;735.0;-500.0;24.0;560.0;362.0
295.0;93.0;341.0;739.0;-463.0;24.0;563.0;387.0
249.0;91.0;263.0;741.0;-468.0;25.0;569.0;388.0
288.0;84.0;155.0;750.0;-545.0;31.0;607.0;356.0
419.0;51.0;-140.0;925.0;-391.0;25.0;705.0;152.0
421.0;90.0;93.0;756.0;-537.0;21.0;629.0;183.0
171.0;382.0;272.0;395.0;-462.0;-201.0;462.0;387.0
274.0;13.0;322.0;536.0;-486.0;-259.0;314.0;228.0
207.0;407.0;45.0;544.0;-626.0;-285.0;317.0;402.0
216.0;392.0;16.0;544.0;-636.0;-279.0;319.0;393.0
220.0;355.0;143.0;544.0;-595.0;-262.0;321.0;345.0
204.0;342.0;219.0;546.0;-608.0;-256.0;318.0;373.0
204.0;332.0;304.0;545.0;-624.0;-255.0;312.0;396.0
286.0;281.0;7.0;449.0;-626.0;15.0;602.0;422.0
294.0;268.0;30.0;447.0;-640.0;31.0;605.0;433.0
302.0;259.0;72.0;447.0;-631.0;43.0;607.0;402.0
298.0;260.0;59.0;448.0;-636.0;42.0;603.0;386.0
308.0;259.0;69.0;450.0;-622.0;41.0;601.0;394.0
302.0;259.0;59.0;448.0;-641.0;45.0;602.0;400.0
308.0;259.0;48.0;448.0;-616.0;45.0;599.0;401.0
