Accelerometer RUA^ accY;InertialMeasurementUnit RLA accX;Accelerometer RUA_ accX;Accelerometer RUA^ accZ;InertialMeasurementUnit RUA accX;Accelerometer RUA_ accY;InertialMeasurementUnit RUA accY
1080.0;-795.0;385.0;267.0;-976.0;960.0;222.0
1054.0;-785.0;320.0;290.0;-928.0;908.0;184.0
1072.0;-803.0;310.0;296.0;-955.0;954.0;228.0
1067.0;-795.0;381.0;257.0;-975.0;970.0;212.0
1062.0;-787.0;368.0;280.0;-970.0;954.0;220.0
1083.0;-784.0;340.0;219.0;-964.0;969.0;194.0
1081.0;-791.0;378.0;273.0;-968.0;943.0;228.0
1033.0;-785.0;320.0;299.0;-925.0;895.0;233.0
1080.0;-795.0;368.0;264.0;-976.0;952.0;231.0
1091.0;-792.0;361.0;256.0;-980.0;950.0;212.0
1067.0;-798.0;388.0;256.0;-978.0;933.0;211.0
1057.0;-780.0;375.0;266.0;-976.0;944.0;229.0
1073.0;-780.0;382.0;256.0;-984.0;941.0;214.0
1068.0;-776.0;385.0;283.0;-968.0;949.0;221.0
1061.0;-787.0;379.0;277.0;-969.0;945.0;221.0
1076.0;-917.0;305.0;114.0;-997.0;924.0;40.0
1069.0;-769.0;419.0;266.0;-956.0;922.0;237.0
1070.0;-739.0;349.0;237.0;-943.0;870.0;179.0
978.0;-752.0;310.0;293.0;-899.0;886.0;259.0
1020.0;-707.0;175.0;229.0;-815.0;829.0;130.0
1038.0;-800.0;278.0;268.0;-937.0;948.0;204.0
1052.0;-806.0;269.0;237.0;-940.0;939.0;181.0
1071.0;-814.0;274.0;289.0;-952.0;955.0;209.0
1068.0;-785.0;336.0;258.0;-957.0;972.0;180.0
1080.0;-788.0;320.0;277.0;-966.0;966.0;172.0
1070.0;-791.0;345.0;256.0;-968.0;964.0;180.0
1067.0;-815.0;291.0;270.0;-955.0;961.0;230.0
1057.0;-809.0;297.0;291.0;-953.0;957.0;239.0
1071.0;-823.0;282.0;272.0;-959.0;961.0;217.0
1082.0;-792.0;341.0;247.0;-968.0;971.0;178.0
1090.0;-791.0;346.0;261.0;-962.0;983.0;176.0
1078.0;-781.0;338.0;247.0;-934.0;990.0;153.0
1078.0;-819.0;291.0;268.0;-957.0;961.0;214.0
1068.0;-815.0;270.0;250.0;-951.0;959.0;191.0
1058.0;-803.0;257.0;254.0;-942.0;953.0;201.0
1115.0;-798.0;283.0;233.0;-930.0;964.0;183.0
983.0;-854.0;152.0;230.0;-903.0;922.0;144.0
1058.0;-804.0;251.0;218.0;-931.0;948.0;143.0
1041.0;-816.0;272.0;277.0;-961.0;949.0;207.0
1088.0;-821.0;272.0;266.0;-944.0;949.0;184.0
1226.0;-756.0;233.0;263.0;-924.0;999.0;203.0
1070.0;-857.0;263.0;151.0;-963.0;903.0;175.0
1101.0;-597.0;605.0;175.0;-997.0;876.0;108.0
1080.0;-810.0;275.0;220.0;-943.0;963.0;144.0
1053.0;-783.0;293.0;246.0;-923.0;944.0;211.0
1044.0;-792.0;265.0;275.0;-932.0;946.0;211.0
1303.0;-744.0;357.0;226.0;-855.0;951.0;153.0
1082.0;-791.0;310.0;242.0;-954.0;952.0;180.0
1049.0;-811.0;263.0;208.0;-941.0;957.0;179.0
1053.0;-811.0;256.0;240.0;-938.0;946.0;175.0
1095.0;-820.0;296.0;223.0;-960.0;946.0;163.0
898.0;-548.0;433.0;235.0;-865.0;669.0;201.0
1086.0;-842.0;267.0;262.0;-971.0;986.0;195.0
1168.0;-601.0;405.0;228.0;-810.0;1105.0;286.0
1089.0;-846.0;293.0;206.0;-979.0;991.0;150.0
1163.0;-732.0;570.0;209.0;-1010.0;751.0;35.0
1092.0;-856.0;271.0;249.0;-989.0;1009.0;167.0
982.0;-728.0;257.0;227.0;-840.0;995.0;184.0
1132.0;-725.0;246.0;247.0;-816.0;1013.0;247.0
1134.0;-746.0;321.0;333.0;-894.0;907.0;294.0
1040.0;-1069.0;93.0;120.0;-1171.0;1266.0;97.0
1099.0;-766.0;336.0;248.0;-947.0;1055.0;168.0
1066.0;-830.0;308.0;211.0;-966.0;974.0;179.0
1041.0;-755.0;300.0;359.0;-912.0;925.0;281.0
1086.0;-750.0;247.0;343.0;-877.0;1003.0;366.0
1037.0;-801.0;320.0;387.0;-955.0;977.0;300.0
1037.0;-820.0;250.0;280.0;-953.0;972.0;172.0
913.0;-838.0;119.0;268.0;-1018.0;1045.0;257.0
968.0;-1042.0;136.0;248.0;-1107.0;929.0;172.0
1051.0;-807.0;310.0;325.0;-957.0;971.0;261.0
1069.0;-827.0;166.0;143.0;-953.0;1149.0;115.0
1070.0;-818.0;257.0;209.0;-922.0;958.0;144.0
1083.0;-819.0;250.0;230.0;-928.0;970.0;123.0
1179.0;-733.0;255.0;388.0;-913.0;1014.0;223.0
1043.0;-807.0;264.0;317.0;-940.0;956.0;216.0
1073.0;-815.0;301.0;287.0;-941.0;972.0;228.0
1072.0;-831.0;264.0;295.0;-978.0;978.0;189.0
1081.0;-837.0;242.0;279.0;-970.0;1002.0;189.0
959.0;-1065.0;56.0;208.0;-1154.0;1131.0;176.0
1060.0;-837.0;252.0;306.0;-970.0;990.0;198.0
1069.0;-837.0;270.0;270.0;-971.0;998.0;210.0
1059.0;-829.0;282.0;284.0;-969.0;977.0;221.0
1076.0;-836.0;256.0;275.0;-966.0;986.0;207.0
1081.0;-831.0;240.0;293.0;-961.0;993.0;210.0
1069.0;-810.0;270.0;162.0;-930.0;1107.0;196.0
1075.0;-837.0;240.0;272.0;-975.0;989.0;193.0
1092.0;-834.0;251.0;279.0;-967.0;978.0;191.0
946.0;-869.0;-19.0;200.0;-945.0;1191.0;-26.0
978.0;-854.0;36.0;169.0;-948.0;966.0;190.0
1082.0;-833.0;254.0;275.0;-968.0;982.0;190.0
1067.0;-839.0;247.0;260.0;-971.0;974.0;187.0
1142.0;-482.0;134.0;-15.0;-1030.0;1024.0;235.0
1099.0;-707.0;479.0;149.0;-981.0;892.0;40.0
1080.0;-839.0;232.0;246.0;-970.0;1000.0;186.0
1081.0;-830.0;259.0;262.0;-966.0;995.0;202.0
1047.0;-859.0;238.0;421.0;-949.0;971.0;188.0
1055.0;-818.0;267.0;313.0;-958.0;968.0;215.0
1061.0;-815.0;264.0;308.0;-954.0;980.0;222.0
1059.0;-811.0;290.0;336.0;-949.0;963.0;229.0
1362.0;-611.0;269.0;278.0;-745.0;968.0;354.0
940.0;-758.0;146.0;348.0;-879.0;908.0;172.0
1059.0;-811.0;271.0;288.0;-954.0;972.0;234.0
1080.0;-808.0;281.0;267.0;-951.0;961.0;243.0
1094.0;-736.0;165.0;176.0;-891.0;1202.0;358.0
1068.0;-795.0;198.0;205.0;-990.0;963.0;290.0
1071.0;-833.0;319.0;228.0;-974.0;990.0;200.0
1198.0;-935.0;352.0;-40.0;-1055.0;1031.0;6.0
1074.0;-852.0;265.0;217.0;-970.0;972.0;181.0
1062.0;-862.0;145.0;149.0;-953.0;980.0;64.0
1048.0;-840.0;238.0;222.0;-961.0;988.0;141.0
973.0;-784.0;279.0;313.0;-915.0;924.0;182.0
1098.0;-840.0;242.0;244.0;-968.0;961.0;182.0
970.0;-755.0;252.0;326.0;-902.0;881.0;236.0
946.0;-746.0;278.0;324.0;-890.0;876.0;243.0
1090.0;-1092.0;229.0;140.0;-1232.0;1382.0;216.0
1003.0;-855.0;286.0;101.0;-976.0;997.0;228.0
1080.0;-843.0;243.0;188.0;-963.0;992.0;117.0
942.0;-741.0;304.0;317.0;-830.0;836.0;231.0
606.0;419.0;893.0;839.0;-577.0;-60.0;722.0
931.0;-954.0;326.0;315.0;-998.0;833.0;29.0
1049.0;-797.0;308.0;308.0;-900.0;926.0;382.0
1066.0;-832.0;262.0;221.0;-958.0;981.0;143.0
1053.0;-840.0;269.0;252.0;-968.0;973.0;197.0
1023.0;-818.0;281.0;233.0;-951.0;976.0;208.0
1112.0;-844.0;250.0;249.0;-973.0;973.0;144.0
1088.0;-847.0;263.0;263.0;-979.0;972.0;187.0
1075.0;-843.0;288.0;271.0;-977.0;992.0;213.0
1073.0;-835.0;296.0;277.0;-976.0;990.0;226.0
902.0;-822.0;219.0;161.0;-883.0;825.0;204.0
969.0;-963.0;202.0;236.0;-996.0;815.0;-190.0
896.0;-422.0;620.0;664.0;-803.0;698.0;463.0
984.0;-711.0;222.0;382.0;-823.0;840.0;310.0
1349.0;-1020.0;343.0;106.0;-1131.0;1277.0;300.0
1348.0;-705.0;331.0;312.0;-858.0;974.0;285.0
891.0;-884.0;154.0;245.0;-901.0;829.0;9.0
940.0;-738.0;154.0;30.0;-777.0;784.0;40.0
1049.0;-834.0;263.0;277.0;-971.0;989.0;203.0
1083.0;-349.0;746.0;63.0;-996.0;632.0;-134.0
1071.0;-823.0;301.0;285.0;-963.0;976.0;236.0
1121.0;-695.0;162.0;27.0;-876.0;1089.0;223.0
1028.0;-797.0;502.0;237.0;-973.0;858.0;203.0
1094.0;-847.0;258.0;204.0;-966.0;977.0;153.0
937.0;-1016.0;78.0;155.0;-1063.0;890.0;-33.0
1015.0;-875.0;29.0;80.0;-888.0;935.0;-57.0
1043.0;-754.0;81.0;117.0;-839.0;921.0;12.0
1254.0;-762.0;139.0;168.0;-828.0;964.0;169.0
1127.0;-748.0;419.0;-5.0;-1025.0;937.0;63.0
1065.0;-819.0;319.0;283.0;-959.0;959.0;245.0
1075.0;-819.0;305.0;243.0;-961.0;958.0;248.0
1081.0;-826.0;289.0;219.0;-969.0;971.0;215.0
1103.0;-846.0;280.0;258.0;-977.0;978.0;214.0
1121.0;-775.0;395.0;220.0;-1122.0;830.0;204.0
1096.0;-696.0;309.0;78.0;-972.0;1014.0;289.0
1023.0;-813.0;176.0;82.0;-967.0;1227.0;300.0
1071.0;-838.0;252.0;207.0;-964.0;978.0;177.0
1119.0;-807.0;500.0;156.0;-989.0;954.0;153.0
852.0;-639.0;233.0;253.0;-746.0;742.0;181.0
1029.0;-777.0;543.0;236.0;-1046.0;845.0;-15.0
1092.0;-593.0;562.0;-30.0;-934.0;813.0;-64.0
1282.0;-720.0;179.0;57.0;-856.0;1208.0;195.0
1087.0;-742.0;265.0;214.0;-885.0;1017.0;80.0
1210.0;-674.0;166.0;338.0;-755.0;853.0;299.0
1028.0;-707.0;496.0;354.0;-944.0;854.0;292.0
1022.0;-750.0;414.0;371.0;-949.0;890.0;275.0
929.0;-838.0;565.0;606.0;-904.0;884.0;157.0
1034.0;-784.0;400.0;379.0;-962.0;989.0;227.0
1119.0;-650.0;538.0;-36.0;-924.0;902.0;-174.0
1182.0;-975.0;806.0;465.0;-977.0;978.0;363.0
999.0;-876.0;364.0;363.0;-997.0;992.0;170.0
924.0;-361.0;553.0;491.0;-866.0;911.0;570.0
986.0;-683.0;598.0;533.0;-973.0;829.0;348.0
1068.0;-815.0;375.0;278.0;-976.0;987.0;352.0
1033.0;-644.0;508.0;277.0;-919.0;870.0;335.0
1081.0;-836.0;262.0;243.0;-976.0;996.0;167.0
1046.0;-842.0;233.0;190.0;-967.0;1143.0;191.0
1064.0;-828.0;263.0;232.0;-950.0;988.0;174.0
1057.0;-698.0;368.0;341.0;-874.0;867.0;291.0
1045.0;-838.0;258.0;273.0;-964.0;964.0;171.0
1058.0;-831.0;260.0;250.0;-955.0;960.0;216.0
1054.0;-861.0;347.0;246.0;-1013.0;934.0;159.0
1251.0;-1126.0;185.0;55.0;-1245.0;1198.0;120.0
1350.0;-803.0;136.0;250.0;-890.0;1008.0;156.0
927.0;-764.0;197.0;298.0;-840.0;794.0;38.0
999.0;-816.0;292.0;311.0;-960.0;927.0;271.0
1090.0;-815.0;352.0;161.0;-940.0;1018.0;400.0
1074.0;-825.0;310.0;245.0;-971.0;991.0;200.0
1031.0;-564.0;707.0;348.0;-1012.0;660.0;155.0
1003.0;-855.0;292.0;278.0;-939.0;980.0;193.0
1051.0;-759.0;571.0;462.0;-1020.0;855.0;58.0
1099.0;-824.0;291.0;284.0;-955.0;971.0;231.0
997.0;-1087.0;206.0;238.0;-1242.0;1167.0;224.0
1057.0;-847.0;285.0;246.0;-987.0;990.0;220.0
1087.0;-822.0;276.0;225.0;-957.0;977.0;179.0
881.0;21.0;918.0;594.0;-852.0;309.0;428.0
630.0;-21.0;639.0;810.0;-554.0;380.0;713.0
1071.0;-948.0;215.0;352.0;-981.0;917.0;388.0
1074.0;-849.0;263.0;247.0;-981.0;981.0;179.0
1099.0;-840.0;267.0;281.0;-989.0;989.0;188.0
1030.0;-1184.0;232.0;207.0;-1297.0;830.0;123.0
1036.0;-196.0;830.0;311.0;-974.0;556.0;170.0
1080.0;-836.0;280.0;265.0;-973.0;990.0;201.0
1039.0;-702.0;207.0;161.0;-806.0;892.0;89.0
1338.0;-672.0;234.0;231.0;-783.0;859.0;217.0
804.0;-866.0;204.0;312.0;-953.0;784.0;36.0
1080.0;-833.0;291.0;278.0;-974.0;979.0;206.0
1061.0;-823.0;291.0;278.0;-966.0;977.0;221.0
1079.0;-811.0;290.0;307.0;-955.0;960.0;228.0
952.0;-978.0;92.0;136.0;-1023.0;1027.0;68.0
1077.0;-819.0;309.0;276.0;-967.0;957.0;246.0
1081.0;-823.0;311.0;305.0;-974.0;972.0;281.0
1102.0;-627.0;488.0;148.0;-1019.0;919.0;183.0
1076.0;-809.0;281.0;274.0;-954.0;979.0;223.0
1086.0;-820.0;274.0;279.0;-958.0;950.0;217.0
1080.0;-832.0;281.0;260.0;-971.0;983.0;206.0
1058.0;-838.0;280.0;284.0;-974.0;973.0;199.0
1040.0;-804.0;315.0;312.0;-953.0;953.0;269.0
1489.0;-690.0;374.0;236.0;-810.0;1104.0;260.0
971.0;-746.0;234.0;373.0;-874.0;907.0;189.0
983.0;-767.0;241.0;327.0;-927.0;937.0;226.0
1056.0;-817.0;292.0;306.0;-959.0;955.0;243.0
1067.0;-807.0;307.0;300.0;-956.0;951.0;270.0
1078.0;-811.0;320.0;308.0;-959.0;943.0;268.0
1054.0;-770.0;264.0;349.0;-897.0;1029.0;203.0
1049.0;-646.0;193.0;378.0;-784.0;948.0;308.0
1061.0;-824.0;310.0;306.0;-970.0;988.0;250.0
1090.0;-826.0;309.0;265.0;-969.0;979.0;238.0
1086.0;-841.0;311.0;269.0;-983.0;986.0;229.0
1118.0;-796.0;423.0;68.0;-1021.0;951.0;-12.0
1055.0;-844.0;297.0;276.0;-987.0;1005.0;250.0
1069.0;-839.0;276.0;246.0;-972.0;988.0;220.0
1073.0;-835.0;278.0;266.0;-968.0;992.0;198.0
1083.0;-843.0;242.0;252.0;-979.0;996.0;198.0
1090.0;-832.0;283.0;276.0;-975.0;980.0;234.0
1091.0;-830.0;293.0;309.0;-989.0;1017.0;237.0
1090.0;-837.0;292.0;274.0;-981.0;977.0;228.0
1080.0;-820.0;282.0;297.0;-960.0;994.0;207.0
1079.0;-841.0;296.0;271.0;-982.0;992.0;226.0
1063.0;-839.0;277.0;258.0;-976.0;980.0;223.0
1062.0;-837.0;280.0;267.0;-973.0;979.0;224.0
1080.0;-828.0;299.0;274.0;-962.0;968.0;226.0
1073.0;-833.0;295.0;286.0;-967.0;978.0;233.0
1073.0;-840.0;272.0;259.0;-976.0;980.0;225.0
1061.0;-834.0;300.0;286.0;-967.0;961.0;223.0
942.0;-701.0;324.0;207.0;-904.0;920.0;218.0
1091.0;-822.0;310.0;256.0;-957.0;978.0;248.0
1088.0;-772.0;476.0;343.0;-962.0;933.0;378.0
1079.0;-831.0;293.0;274.0;-969.0;973.0;232.0
1074.0;-830.0;274.0;269.0;-967.0;974.0;202.0
1075.0;-839.0;285.0;272.0;-982.0;985.0;222.0
1022.0;-757.0;403.0;277.0;-983.0;858.0;299.0
1074.0;-837.0;260.0;289.0;-974.0;984.0;210.0
1079.0;-837.0;310.0;286.0;-978.0;981.0;247.0
1082.0;-833.0;291.0;268.0;-970.0;971.0;226.0
1060.0;-823.0;300.0;262.0;-967.0;972.0;227.0
1071.0;-826.0;287.0;257.0;-965.0;980.0;216.0
1088.0;-837.0;252.0;272.0;-971.0;976.0;185.0
1083.0;-836.0;292.0;265.0;-970.0;979.0;227.0
1088.0;-832.0;288.0;262.0;-970.0;968.0;216.0
1000.0;-847.0;266.0;211.0;-995.0;1028.0;249.0
1065.0;-834.0;292.0;232.0;-973.0;974.0;207.0
1080.0;-844.0;267.0;217.0;-976.0;985.0;192.0
1368.0;-918.0;76.0;216.0;-1012.0;1162.0;147.0
990.0;-734.0;370.0;306.0;-968.0;891.0;286.0
1030.0;-794.0;377.0;286.0;-958.0;1002.0;191.0
1090.0;-586.0;592.0;295.0;-975.0;866.0;229.0
1233.0;-613.0;265.0;361.0;-742.0;849.0;242.0
1043.0;-825.0;247.0;273.0;-958.0;957.0;196.0
1052.0;-821.0;258.0;277.0;-962.0;955.0;216.0
1076.0;-791.0;370.0;342.0;-980.0;907.0;229.0
1078.0;-836.0;290.0;289.0;-976.0;971.0;215.0
1249.0;-948.0;227.0;144.0;-1075.0;1431.0;256.0
1096.0;-896.0;143.0;-49.0;-988.0;1014.0;-91.0
1109.0;-816.0;309.0;206.0;-1000.0;957.0;74.0
1067.0;-830.0;297.0;258.0;-976.0;971.0;241.0
1079.0;-834.0;280.0;271.0;-972.0;971.0;222.0
1076.0;-834.0;274.0;276.0;-974.0;989.0;229.0
1062.0;-831.0;277.0;280.0;-970.0;981.0;237.0
1065.0;-827.0;262.0;269.0;-962.0;970.0;212.0
1091.0;-810.0;300.0;344.0;-969.0;990.0;247.0
1267.0;-969.0;236.0;52.0;-1081.0;1116.0;-84.0
1096.0;-820.0;342.0;301.0;-967.0;980.0;213.0
1063.0;-829.0;311.0;252.0;-970.0;989.0;246.0
1078.0;-833.0;308.0;280.0;-970.0;986.0;240.0
1072.0;-819.0;313.0;292.0;-959.0;971.0;238.0
1076.0;-835.0;305.0;276.0;-969.0;972.0;249.0
1071.0;-829.0;303.0;268.0;-961.0;963.0;233.0
1071.0;-830.0;271.0;274.0;-966.0;952.0;209.0
1044.0;-835.0;270.0;262.0;-968.0;970.0;242.0
1084.0;-827.0;281.0;267.0;-959.0;978.0;232.0
1060.0;-843.0;269.0;267.0;-975.0;991.0;210.0
1049.0;-831.0;287.0;258.0;-965.0;976.0;211.0
1063.0;-824.0;254.0;274.0;-955.0;980.0;218.0
1078.0;-822.0;270.0;249.0;-956.0;962.0;218.0
1085.0;-828.0;267.0;281.0;-964.0;965.0;236.0
1075.0;-821.0;321.0;271.0;-970.0;944.0;254.0
1094.0;-833.0;310.0;263.0;-976.0;972.0;244.0
1101.0;-841.0;325.0;247.0;-988.0;988.0;245.0
1089.0;-841.0;294.0;247.0;-972.0;968.0;233.0
1100.0;-843.0;282.0;267.0;-981.0;964.0;232.0
1055.0;-944.0;432.0;222.0;-1108.0;878.0;192.0
1070.0;-827.0;300.0;223.0;-966.0;987.0;196.0
1091.0;-837.0;275.0;236.0;-966.0;985.0;219.0
1089.0;-831.0;294.0;232.0;-956.0;980.0;166.0
1075.0;-828.0;262.0;263.0;-960.0;970.0;223.0
1161.0;-1101.0;37.0;-31.0;-1136.0;1106.0;-176.0
1071.0;-839.0;273.0;241.0;-968.0;990.0;205.0
1097.0;-842.0;264.0;246.0;-971.0;980.0;203.0
1041.0;-845.0;272.0;229.0;-963.0;999.0;185.0
1066.0;-711.0;623.0;290.0;-985.0;828.0;-14.0
1078.0;-835.0;276.0;274.0;-967.0;991.0;207.0
1079.0;-831.0;265.0;287.0;-966.0;978.0;226.0
1079.0;-826.0;319.0;269.0;-961.0;986.0;244.0
1071.0;-828.0;306.0;266.0;-966.0;960.0;254.0
1071.0;-825.0;320.0;270.0;-967.0;978.0;262.0
1056.0;-841.0;325.0;291.0;-988.0;993.0;264.0
1342.0;-766.0;187.0;176.0;-887.0;1094.0;202.0
1070.0;-826.0;313.0;277.0;-968.0;963.0;244.0
1067.0;-837.0;304.0;283.0;-974.0;982.0;242.0
1094.0;-815.0;299.0;303.0;-971.0;971.0;227.0
1072.0;-827.0;276.0;277.0;-964.0;980.0;240.0
1067.0;-826.0;296.0;294.0;-964.0;966.0;248.0
1068.0;-824.0;289.0;262.0;-963.0;974.0;241.0
1069.0;-836.0;276.0;268.0;-968.0;982.0;221.0
1049.0;-825.0;283.0;273.0;-963.0;971.0;247.0
1062.0;-826.0;291.0;282.0;-963.0;976.0;243.0
1060.0;-835.0;303.0;290.0;-971.0;984.0;260.0
1040.0;-781.0;335.0;399.0;-947.0;976.0;259.0
1088.0;-832.0;305.0;238.0;-968.0;963.0;242.0
1077.0;-841.0;264.0;250.0;-973.0;987.0;217.0
1069.0;-843.0;270.0;257.0;-975.0;976.0;208.0
1091.0;-844.0;289.0;247.0;-974.0;969.0;213.0
1077.0;-843.0;282.0;223.0;-975.0;980.0;206.0
1083.0;-842.0;280.0;272.0;-970.0;980.0;213.0
1036.0;-782.0;350.0;374.0;-945.0;950.0;362.0
1150.0;-876.0;279.0;198.0;-1018.0;1034.0;159.0
1075.0;-852.0;261.0;245.0;-976.0;999.0;199.0
1103.0;-797.0;366.0;465.0;-954.0;1064.0;273.0
1170.0;-1052.0;182.0;192.0;-1141.0;972.0;241.0
1050.0;-754.0;339.0;355.0;-938.0;961.0;276.0
1077.0;-836.0;286.0;260.0;-971.0;975.0;233.0
1090.0;-833.0;298.0;247.0;-966.0;975.0;231.0
1061.0;-841.0;289.0;286.0;-971.0;975.0;223.0
1079.0;-840.0;283.0;275.0;-972.0;985.0;230.0
1070.0;-830.0;292.0;269.0;-963.0;985.0;251.0
1067.0;-841.0;277.0;238.0;-973.0;982.0;226.0
1075.0;-841.0;273.0;248.0;-972.0;985.0;218.0
1020.0;-908.0;392.0;395.0;-958.0;928.0;45.0
1040.0;-750.0;301.0;368.0;-936.0;941.0;212.0
1091.0;-839.0;282.0;239.0;-973.0;976.0;221.0
1084.0;-839.0;289.0;270.0;-973.0;987.0;233.0
1069.0;-840.0;291.0;244.0;-975.0;971.0;228.0
1103.0;-837.0;291.0;260.0;-966.0;971.0;220.0
1056.0;-845.0;290.0;271.0;-977.0;981.0;220.0
980.0;-779.0;408.0;407.0;-974.0;826.0;146.0
1003.0;-666.0;440.0;336.0;-992.0;866.0;456.0
1080.0;-838.0;270.0;247.0;-970.0;987.0;231.0
1090.0;-841.0;271.0;266.0;-971.0;977.0;225.0
1019.0;-764.0;103.0;286.0;-846.0;897.0;101.0
1181.0;-746.0;209.0;394.0;-803.0;774.0;147.0
974.0;-730.0;236.0;300.0;-857.0;836.0;201.0
1185.0;-716.0;201.0;305.0;-838.0;912.0;212.0
1086.0;-843.0;263.0;233.0;-971.0;973.0;195.0
914.0;-802.0;327.0;388.0;-862.0;791.0;-111.0
1065.0;-850.0;271.0;246.0;-981.0;980.0;210.0
1087.0;-831.0;269.0;243.0;-961.0;972.0;221.0
996.0;-838.0;204.0;276.0;-934.0;914.0;72.0
1201.0;-627.0;229.0;265.0;-721.0;864.0;136.0
1079.0;-822.0;301.0;220.0;-961.0;969.0;225.0
1005.0;-702.0;406.0;428.0;-826.0;810.0;209.0
1051.0;-824.0;269.0;257.0;-958.0;958.0;212.0
1066.0;-832.0;243.0;246.0;-968.0;970.0;193.0
1087.0;-850.0;262.0;254.0;-983.0;971.0;199.0
1032.0;-723.0;322.0;365.0;-867.0;926.0;273.0
1074.0;-819.0;218.0;193.0;-894.0;912.0;215.0
1070.0;-840.0;308.0;238.0;-966.0;966.0;217.0
1085.0;-846.0;259.0;234.0;-971.0;978.0;187.0
1040.0;-819.0;287.0;286.0;-957.0;980.0;234.0
1060.0;-821.0;289.0;277.0;-964.0;980.0;250.0
1069.0;-834.0;287.0;266.0;-978.0;976.0;248.0
1108.0;-891.0;254.0;160.0;-1000.0;1018.0;119.0
1080.0;-834.0;308.0;296.0;-983.0;974.0;279.0
1083.0;-829.0;300.0;283.0;-969.0;962.0;245.0
