InertialMeasurementUnit BACK accZ;InertialMeasurementUnit LUA magneticZ;Accelerometer RKN^ accZ;InertialMeasurementUnit BACK magneticX;Accelerometer BACK accZ;InertialMeasurementUnit BACK magneticY;InertialMeasurementUnit LLA magneticY;Accelerometer HIP accZ
196.0;-77.0;140.0;930.0;-521.0;160.0;477.0;596.0
120.0;-18.0;131.0;951.0;-492.0;110.0;624.0;372.0
115.0;30.0;180.0;994.0;-477.0;0.0;649.0;336.0
201.0;232.0;863.0;505.0;-637.0;93.0;-18.0;456.0
104.0;-82.0;1776.0;963.0;-629.0;-5.0;306.0;271.0
91.0;-70.0;287.0;646.0;-772.0;-78.0;47.0;174.0
70.0;-212.0;-10.0;658.0;-799.0;1.0;-36.0;551.0
25.0;19.0;224.0;915.0;-581.0;-133.0;139.0;120.0
71.0;-18.0;510.0;888.0;-464.0;-165.0;49.0;448.0
191.0;-71.0;-364.0;835.0;-552.0;-145.0;-63.0;209.0
224.0;-78.0;6.0;794.0;-393.0;-124.0;-106.0;334.0
140.0;-393.0;-370.0;535.0;-719.0;-86.0;-138.0;223.0
242.0;-513.0;-29.0;708.0;-515.0;136.0;-164.0;1346.0
67.0;-189.0;62.0;663.0;-609.0;19.0;18.0;659.0
77.0;-236.0;265.0;623.0;-585.0;54.0;-8.0;289.0
261.0;-248.0;876.0;505.0;-648.0;322.0;258.0;395.0
868.0;288.0;389.0;615.0;-992.0;-146.0;383.0;-9.0
564.0;229.0;-219.0;628.0;-700.0;-27.0;600.0;18.0
203.0;-525.0;29.0;513.0;-559.0;184.0;-326.0;316.0
504.0;226.0;96.0;600.0;-564.0;-197.0;328.0;146.0
282.0;299.0;163.0;586.0;-509.0;-224.0;428.0;385.0
219.0;452.0;297.0;816.0;-470.0;-233.0;648.0;476.0
71.0;392.0;91.0;513.0;-431.0;-288.0;463.0;479.0
12.0;245.0;-25.0;368.0;-298.0;146.0;746.0;412.0
265.0;-614.0;583.0;403.0;-578.0;245.0;-340.0;279.0
455.0;8.0;-47.0;765.0;-366.0;-133.0;96.0;138.0
631.0;8.0;315.0;749.0;-424.0;-137.0;137.0;166.0
188.0;42.0;486.0;670.0;-692.0;-176.0;197.0;643.0
155.0;46.0;425.0;652.0;-585.0;-183.0;173.0;-49.0
109.0;604.0;331.0;487.0;-499.0;-551.0;411.0;442.0
76.0;356.0;222.0;545.0;-623.0;-323.0;366.0;448.0
179.0;326.0;266.0;561.0;-712.0;-308.0;339.0;321.0
256.0;412.0;160.0;505.0;-824.0;-383.0;203.0;407.0
212.0;236.0;1298.0;488.0;-421.0;-391.0;145.0;245.0
429.0;253.0;90.0;598.0;-710.0;-243.0;333.0;144.0
440.0;249.0;174.0;596.0;-701.0;-241.0;330.0;143.0
638.0;389.0;389.0;585.0;-1065.0;-240.0;469.0;36.0
445.0;237.0;642.0;597.0;-716.0;-237.0;318.0;125.0
445.0;240.0;400.0;596.0;-731.0;-240.0;323.0;148.0
556.0;199.0;21.0;606.0;-597.0;-193.0;288.0;12.0
481.0;216.0;115.0;598.0;-710.0;-228.0;282.0;179.0
869.0;411.0;168.0;568.0;-1020.0;-233.0;227.0;57.0
443.0;233.0;125.0;595.0;-673.0;-241.0;291.0;166.0
415.0;242.0;131.0;590.0;-641.0;-249.0;291.0;166.0
409.0;247.0;65.0;588.0;-634.0;-255.0;289.0;163.0
420.0;260.0;44.0;579.0;-606.0;-284.0;274.0;182.0
365.0;-647.0;317.0;286.0;-669.0;379.0;-367.0;182.0
415.0;264.0;45.0;571.0;-553.0;-292.0;265.0;171.0
357.0;-568.0;252.0;393.0;-663.0;406.0;-139.0;314.0
220.0;-500.0;371.0;403.0;-702.0;228.0;-72.0;467.0
389.0;268.0;86.0;565.0;-619.0;-305.0;256.0;163.0
433.0;-523.0;140.0;503.0;-736.0;399.0;8.0;407.0
426.0;-432.0;227.0;469.0;-722.0;258.0;-62.0;314.0
280.0;-496.0;30.0;425.0;-763.0;259.0;1.0;257.0
471.0;-467.0;-70.0;397.0;-656.0;320.0;94.0;261.0
861.0;-746.0;259.0;114.0;-873.0;700.0;223.0;-240.0
420.0;273.0;124.0;435.0;-598.0;-297.0;87.0;41.0
380.0;362.0;-124.0;540.0;-440.0;-509.0;58.0;357.0
308.0;269.0;87.0;532.0;-526.0;-354.0;149.0;405.0
245.0;257.0;101.0;518.0;-438.0;-371.0;91.0;549.0
250.0;215.0;-43.0;410.0;-513.0;-567.0;-214.0;339.0
224.0;213.0;323.0;441.0;-654.0;-469.0;-142.0;339.0
181.0;375.0;282.0;420.0;-567.0;-487.0;92.0;178.0
151.0;216.0;144.0;471.0;-493.0;-393.0;187.0;195.0
33.0;438.0;359.0;559.0;-449.0;-576.0;99.0;285.0
180.0;232.0;116.0;485.0;-418.0;-396.0;184.0;346.0
128.0;546.0;113.0;537.0;-396.0;-480.0;263.0;424.0
298.0;207.0;297.0;509.0;-552.0;44.0;613.0;272.0
326.0;-23.0;138.0;392.0;-356.0;-215.0;-205.0;418.0
122.0;-136.0;619.0;542.0;-422.0;-302.0;-317.0;399.0
171.0;-107.0;285.0;426.0;-478.0;-205.0;-149.0;263.0
230.0;76.0;814.0;457.0;-448.0;-503.0;-340.0;364.0
176.0;-120.0;155.0;527.0;-839.0;-337.0;-387.0;197.0
115.0;-98.0;-86.0;510.0;-449.0;-370.0;-406.0;281.0
122.0;31.0;-191.0;511.0;-699.0;-367.0;-342.0;433.0
70.0;-123.0;0.0;392.0;-679.0;-109.0;-64.0;167.0
140.0;-132.0;308.0;394.0;-567.0;-95.0;-79.0;119.0
128.0;-164.0;816.0;331.0;-643.0;-182.0;-296.0;282.0
242.0;-181.0;193.0;1046.0;-1142.0;-90.0;540.0;612.0
115.0;-151.0;-98.0;1078.0;-860.0;-137.0;277.0;201.0
202.0;-387.0;552.0;405.0;-718.0;34.0;-104.0;434.0
377.0;-238.0;-269.0;361.0;-561.0;-10.0;-391.0;297.0
311.0;-333.0;-18.0;426.0;-769.0;-2.0;-151.0;453.0
443.0;-270.0;131.0;808.0;-458.0;78.0;-50.0;98.0
631.0;-199.0;241.0;799.0;-528.0;36.0;85.0;198.0
191.0;-159.0;188.0;780.0;-764.0;30.0;72.0;514.0
127.0;-304.0;966.0;1072.0;-919.0;27.0;-14.0;231.0
243.0;-201.0;353.0;774.0;-735.0;48.0;-52.0;229.0
253.0;-226.0;398.0;761.0;-460.0;57.0;-98.0;240.0
326.0;-260.0;253.0;757.0;-343.0;67.0;-134.0;245.0
223.0;-432.0;-146.0;708.0;-777.0;210.0;-57.0;115.0
400.0;-470.0;-80.0;817.0;-443.0;281.0;-172.0;200.0
53.0;-507.0;157.0;903.0;-840.0;338.0;475.0;583.0
156.0;-164.0;-80.0;696.0;-798.0;145.0;319.0;557.0
940.0;-221.0;241.0;715.0;-779.0;332.0;558.0;-29.0
126.0;-544.0;910.0;891.0;-838.0;339.0;470.0;96.0
158.0;-698.0;155.0;1115.0;-564.0;446.0;299.0;396.0
588.0;-333.0;255.0;920.0;-520.0;312.0;547.0;181.0
314.0;-165.0;412.0;908.0;-527.0;164.0;353.0;318.0
170.0;-76.0;129.0;962.0;-568.0;23.0;388.0;499.0
240.0;-49.0;58.0;1073.0;-463.0;-126.0;301.0;281.0
355.0;-76.0;-187.0;1136.0;-297.0;-166.0;18.0;247.0
382.0;-99.0;-370.0;999.0;-339.0;-42.0;106.0;230.0
482.0;-65.0;36.0;956.0;-475.0;-59.0;158.0;237.0
246.0;518.0;223.0;556.0;-530.0;-378.0;548.0;295.0
282.0;21.0;84.0;1094.0;-621.0;-48.0;366.0;353.0
108.0;532.0;69.0;531.0;-612.0;-407.0;646.0;227.0
167.0;433.0;60.0;503.0;-551.0;-280.0;517.0;374.0
103.0;522.0;137.0;513.0;-448.0;-438.0;520.0;427.0
253.0;414.0;20.0;483.0;-594.0;-261.0;501.0;321.0
807.0;-610.0;428.0;-90.0;-920.0;307.0;-530.0;-62.0
112.0;-564.0;186.0;800.0;-557.0;324.0;170.0;401.0
95.0;-7.0;15.0;537.0;-654.0;259.0;648.0;372.0
95.0;-583.0;5.0;827.0;-400.0;382.0;-103.0;353.0
238.0;80.0;-40.0;770.0;-433.0;456.0;1073.0;331.0
138.0;259.0;168.0;443.0;-540.0;7.0;695.0;398.0
320.0;194.0;99.0;479.0;-589.0;87.0;628.0;326.0
205.0;281.0;-131.0;523.0;-746.0;22.0;670.0;404.0
155.0;-503.0;176.0;956.0;-528.0;411.0;561.0;365.0
180.0;-341.0;186.0;830.0;-337.0;159.0;81.0;451.0
267.0;-368.0;295.0;803.0;-441.0;130.0;17.0;245.0
85.0;42.0;228.0;442.0;-366.0;-323.0;63.0;335.0
87.0;2.0;185.0;433.0;-380.0;-315.0;35.0;376.0
50.0;-63.0;210.0;413.0;-507.0;-293.0;-16.0;436.0
92.0;83.0;180.0;431.0;-678.0;-333.0;-234.0;632.0
64.0;-103.0;188.0;398.0;-705.0;-269.0;-101.0;402.0
282.0;-241.0;286.0;348.0;-720.0;-117.0;-124.0;273.0
209.0;-241.0;226.0;357.0;-695.0;-114.0;-43.0;463.0
177.0;-218.0;257.0;359.0;-717.0;-112.0;-42.0;339.0
289.0;-259.0;447.0;371.0;-609.0;-90.0;-208.0;330.0
41.0;-206.0;339.0;522.0;-609.0;120.0;-20.0;602.0
231.0;-136.0;881.0;490.0;-586.0;260.0;6.0;347.0
328.0;-108.0;200.0;608.0;-428.0;129.0;106.0;453.0
221.0;-116.0;49.0;626.0;-604.0;136.0;162.0;591.0
264.0;-325.0;-158.0;360.0;-718.0;28.0;-409.0;335.0
263.0;-456.0;-182.0;856.0;-588.0;357.0;350.0;127.0
284.0;-257.0;465.0;319.0;-813.0;164.0;-48.0;136.0
237.0;-207.0;10.0;396.0;-454.0;-159.0;-443.0;520.0
310.0;-265.0;128.0;454.0;-512.0;113.0;-100.0;488.0
300.0;-283.0;130.0;458.0;-474.0;118.0;-1.0;484.0
269.0;-311.0;97.0;456.0;-453.0;131.0;92.0;507.0
276.0;-329.0;42.0;462.0;-457.0;139.0;155.0;525.0
214.0;-387.0;88.0;476.0;-441.0;178.0;264.0;517.0
168.0;-332.0;7.0;424.0;-605.0;557.0;267.0;443.0
365.0;-679.0;1217.0;355.0;-649.0;427.0;-245.0;22.0
338.0;-352.0;285.0;287.0;-731.0;223.0;-58.0;152.0
786.0;-675.0;-102.0;-119.0;-753.0;389.0;-541.0;-512.0
130.0;-437.0;153.0;487.0;-398.0;232.0;432.0;484.0
34.0;-475.0;499.0;521.0;-455.0;311.0;468.0;502.0
116.0;-657.0;-32.0;537.0;-474.0;501.0;683.0;447.0
893.0;-531.0;444.0;-452.0;-834.0;344.0;-669.0;-435.0
115.0;-229.0;206.0;404.0;-493.0;-268.0;-502.0;453.0
85.0;-113.0;356.0;510.0;-454.0;-137.0;-184.0;178.0
151.0;-94.0;295.0;528.0;-376.0;-169.0;-38.0;155.0
190.0;-89.0;259.0;536.0;-327.0;-188.0;4.0;248.0
239.0;-73.0;337.0;551.0;-306.0;-221.0;53.0;272.0
247.0;-67.0;269.0;552.0;-290.0;-236.0;40.0;284.0
279.0;-54.0;32.0;557.0;-300.0;-244.0;31.0;298.0
267.0;-46.0;162.0;558.0;-321.0;-251.0;21.0;330.0
244.0;-36.0;350.0;558.0;-302.0;-257.0;34.0;336.0
233.0;-15.0;385.0;561.0;-400.0;-269.0;57.0;306.0
186.0;52.0;173.0;565.0;-657.0;-325.0;-243.0;419.0
104.0;581.0;-601.0;564.0;-621.0;-502.0;352.0;337.0
96.0;200.0;25.0;602.0;-638.0;-323.0;340.0;160.0
58.0;89.0;-40.0;511.0;-389.0;-429.0;536.0;316.0
201.0;468.0;853.0;798.0;-423.0;-247.0;696.0;330.0
373.0;199.0;-455.0;559.0;-632.0;-321.0;160.0;14.0
206.0;-564.0;1572.0;824.0;-697.0;301.0;-135.0;218.0
233.0;-385.0;169.0;553.0;-572.0;-87.0;-103.0;334.0
292.0;-519.0;825.0;429.0;-620.0;88.0;-258.0;354.0
201.0;-388.0;187.0;543.0;-582.0;-56.0;-122.0;338.0
196.0;-399.0;0.0;536.0;-500.0;10.0;-182.0;303.0
222.0;-387.0;-260.0;708.0;-456.0;-48.0;-364.0;291.0
305.0;-501.0;-103.0;328.0;-469.0;-3.0;-499.0;326.0
124.0;-623.0;-370.0;348.0;-710.0;160.0;-583.0;406.0
199.0;-833.0;-456.0;899.0;-502.0;452.0;-301.0;257.0
338.0;-710.0;26.0;178.0;-853.0;365.0;-165.0;-22.0
484.0;-638.0;24.0;387.0;-730.0;412.0;41.0;278.0
450.0;-555.0;-227.0;452.0;-700.0;601.0;113.0;169.0
362.0;-564.0;-56.0;417.0;-619.0;203.0;-174.0;233.0
405.0;-424.0;17.0;446.0;-750.0;243.0;8.0;281.0
180.0;-449.0;182.0;574.0;-619.0;326.0;872.0;366.0
116.0;-118.0;21.0;595.0;-560.0;253.0;559.0;435.0
224.0;-48.0;309.0;768.0;-695.0;137.0;629.0;129.0
180.0;13.0;227.0;572.0;-429.0;146.0;564.0;329.0
286.0;26.0;307.0;562.0;-467.0;144.0;567.0;449.0
411.0;-375.0;19.0;415.0;-701.0;180.0;-30.0;284.0
423.0;-355.0;47.0;415.0;-710.0;166.0;-20.0;282.0
361.0;55.0;296.0;548.0;-425.0;136.0;578.0;241.0
278.0;138.0;-62.0;547.0;-405.0;142.0;642.0;397.0
202.0;77.0;-443.0;469.0;-392.0;287.0;704.0;221.0
409.0;-339.0;79.0;412.0;-699.0;161.0;-9.0;289.0
83.0;280.0;266.0;485.0;-760.0;-34.0;540.0;274.0
406.0;-339.0;99.0;414.0;-690.0;162.0;-5.0;284.0
302.0;329.0;8.0;455.0;-733.0;-81.0;504.0;325.0
491.0;304.0;119.0;528.0;-712.0;-58.0;616.0;182.0
435.0;488.0;99.0;519.0;-748.0;-68.0;434.0;453.0
312.0;310.0;-329.0;455.0;-670.0;-122.0;388.0;419.0
364.0;301.0;95.0;460.0;-690.0;-109.0;479.0;332.0
330.0;310.0;58.0;460.0;-679.0;-141.0;449.0;335.0
504.0;512.0;476.0;492.0;-792.0;-189.0;501.0;346.0
391.0;-338.0;130.0;412.0;-675.0;161.0;-9.0;268.0
311.0;329.0;333.0;454.0;-675.0;-148.0;413.0;418.0
381.0;-344.0;133.0;419.0;-708.0;164.0;-35.0;270.0
377.0;-342.0;127.0;418.0;-707.0;164.0;-46.0;261.0
292.0;285.0;73.0;459.0;-716.0;-95.0;371.0;459.0
299.0;264.0;78.0;460.0;-735.0;-72.0;358.0;468.0
295.0;252.0;83.0;461.0;-777.0;-58.0;352.0;459.0
109.0;-1.0;1793.0;372.0;-478.0;330.0;647.0;351.0
301.0;175.0;454.0;473.0;-804.0;2.0;311.0;262.0
401.0;336.0;578.0;553.0;-762.0;-188.0;545.0;-7.0
406.0;124.0;372.0;487.0;-796.0;34.0;297.0;98.0
400.0;112.0;397.0;495.0;-805.0;49.0;298.0;110.0
398.0;99.0;385.0;504.0;-811.0;64.0;303.0;147.0
1005.0;-255.0;930.0;737.0;-1085.0;225.0;550.0;-356.0
492.0;45.0;276.0;524.0;-806.0;106.0;315.0;153.0
484.0;21.0;315.0;531.0;-813.0;117.0;317.0;165.0
497.0;-11.0;225.0;532.0;-804.0;145.0;322.0;130.0
490.0;-20.0;175.0;530.0;-793.0;152.0;317.0;136.0
488.0;-23.0;70.0;529.0;-780.0;155.0;312.0;136.0
483.0;-44.0;220.0;528.0;-751.0;172.0;296.0;147.0
487.0;-44.0;170.0;526.0;-784.0;174.0;295.0;150.0
492.0;-54.0;201.0;531.0;-768.0;177.0;304.0;148.0
493.0;-49.0;139.0;539.0;-746.0;174.0;303.0;121.0
368.0;-342.0;82.0;421.0;-703.0;167.0;-55.0;272.0
366.0;-343.0;111.0;422.0;-690.0;173.0;-56.0;309.0
490.0;-40.0;121.0;548.0;-715.0;171.0;303.0;74.0
496.0;-153.0;275.0;619.0;-932.0;381.0;575.0;-99.0
368.0;-348.0;158.0;417.0;-695.0;178.0;-56.0;271.0
364.0;-354.0;155.0;414.0;-711.0;180.0;-62.0;285.0
363.0;-357.0;130.0;416.0;-715.0;179.0;-61.0;273.0
374.0;-360.0;133.0;417.0;-713.0;177.0;-65.0;271.0
358.0;-348.0;171.0;429.0;-755.0;154.0;-76.0;295.0
357.0;-326.0;144.0;433.0;-739.0;139.0;-83.0;293.0
358.0;-295.0;141.0;437.0;-740.0;124.0;-114.0;342.0
404.0;-331.0;132.0;403.0;-757.0;141.0;-316.0;274.0
153.0;-634.0;229.0;553.0;-468.0;507.0;24.0;362.0
94.0;-696.0;108.0;278.0;-426.0;676.0;126.0;313.0
512.0;6.0;43.0;571.0;-756.0;139.0;368.0;9.0
608.0;67.0;68.0;628.0;-754.0;91.0;628.0;-160.0
181.0;-639.0;-59.0;507.0;-435.0;575.0;33.0;358.0
377.0;-312.0;112.0;434.0;-657.0;111.0;-365.0;349.0
506.0;-418.0;205.0;219.0;-634.0;222.0;-222.0;426.0
419.0;-376.0;91.0;401.0;-693.0;160.0;-323.0;277.0
305.0;-438.0;102.0;482.0;-666.0;94.0;-142.0;264.0
277.0;-613.0;109.0;501.0;-630.0;174.0;-234.0;391.0
278.0;-531.0;95.0;492.0;-669.0;77.0;-19.0;283.0
283.0;-673.0;97.0;504.0;-624.0;72.0;-5.0;341.0
284.0;-547.0;384.0;423.0;-598.0;99.0;-406.0;358.0
277.0;-636.0;451.0;319.0;-557.0;484.0;-71.0;555.0
166.0;-133.0;151.0;603.0;-459.0;348.0;703.0;416.0
169.0;186.0;226.0;466.0;-440.0;180.0;710.0;298.0
344.0;287.0;-99.0;654.0;-519.0;-26.0;681.0;333.0
133.0;340.0;-485.0;461.0;-500.0;-99.0;620.0;201.0
125.0;337.0;0.0;524.0;-570.0;-85.0;518.0;297.0
171.0;325.0;185.0;525.0;-591.0;-120.0;400.0;416.0
110.0;404.0;44.0;514.0;-688.0;-290.0;382.0;30.0
262.0;347.0;113.0;549.0;-684.0;-226.0;282.0;139.0
161.0;406.0;353.0;529.0;-683.0;-200.0;361.0;62.0
399.0;302.0;176.0;579.0;-660.0;-231.0;278.0;96.0
452.0;347.0;154.0;427.0;-623.0;-286.0;170.0;16.0
403.0;366.0;80.0;571.0;-700.0;-278.0;234.0;279.0
397.0;446.0;341.0;470.0;-537.0;-205.0;305.0;334.0
347.0;443.0;311.0;463.0;-462.0;-210.0;272.0;319.0
391.0;484.0;317.0;505.0;-354.0;-514.0;198.0;408.0
258.0;452.0;287.0;443.0;-422.0;-204.0;221.0;364.0
202.0;463.0;231.0;437.0;-450.0;-196.0;208.0;363.0
397.0;387.0;-2.0;567.0;-881.0;-270.0;266.0;276.0
67.0;-525.0;-202.0;291.0;-658.0;656.0;262.0;377.0
216.0;-550.0;80.0;581.0;-568.0;516.0;239.0;225.0
150.0;-318.0;-19.0;610.0;-454.0;413.0;524.0;418.0
406.0;-608.0;-338.0;939.0;-439.0;440.0;370.0;197.0
193.0;444.0;63.0;513.0;-525.0;-471.0;176.0;433.0
167.0;528.0;40.0;509.0;-505.0;-645.0;78.0;458.0
523.0;256.0;219.0;608.0;-750.0;-179.0;384.0;-61.0
883.0;394.0;187.0;574.0;-991.0;-218.0;333.0;28.0
463.0;320.0;-272.0;566.0;-673.0;-273.0;318.0;13.0
495.0;290.0;118.0;598.0;-615.0;-197.0;429.0;60.0
496.0;240.0;191.0;599.0;-409.0;-200.0;333.0;203.0
465.0;252.0;282.0;593.0;-458.0;-206.0;341.0;221.0
324.0;335.0;99.0;550.0;-315.0;-243.0;386.0;327.0
332.0;367.0;219.0;506.0;-329.0;-393.0;413.0;314.0
251.0;202.0;-115.0;482.0;-636.0;70.0;626.0;326.0
81.0;43.0;0.0;494.0;-616.0;132.0;607.0;376.0
128.0;28.0;89.0;499.0;-489.0;156.0;606.0;325.0
144.0;22.0;4.0;504.0;-403.0;161.0;603.0;165.0
141.0;88.0;-27.0;433.0;-400.0;256.0;717.0;385.0
127.0;82.0;1293.0;475.0;-405.0;225.0;622.0;356.0
405.0;-200.0;857.0;599.0;-474.0;422.0;586.0;194.0
273.0;32.0;19.0;514.0;-539.0;185.0;465.0;287.0
156.0;-57.0;-465.0;481.0;-831.0;291.0;562.0;313.0
35.0;-28.0;86.0;697.0;-469.0;124.0;641.0;400.0
183.0;31.0;471.0;1055.0;-942.0;78.0;783.0;28.0
100.0;-11.0;-258.0;1019.0;-646.0;14.0;567.0;123.0
386.0;-56.0;-262.0;961.0;-456.0;67.0;408.0;261.0
173.0;-101.0;-487.0;1112.0;-529.0;-49.0;257.0;199.0
339.0;-172.0;115.0;901.0;-680.0;161.0;286.0;258.0
332.0;-58.0;568.0;995.0;-363.0;119.0;624.0;214.0
107.0;274.0;161.0;1407.0;-593.0;-203.0;958.0;426.0
142.0;18.0;148.0;999.0;-507.0;29.0;388.0;444.0
211.0;51.0;-78.0;1099.0;-323.0;-13.0;558.0;330.0
253.0;82.0;251.0;1079.0;-502.0;-2.0;593.0;386.0
111.0;26.0;485.0;1025.0;-527.0;58.0;455.0;231.0
91.0;0.0;61.0;1113.0;-594.0;-52.0;463.0;482.0
149.0;-41.0;192.0;1122.0;-593.0;66.0;592.0;299.0
208.0;-389.0;100.0;413.0;-497.0;641.0;440.0;403.0
154.0;-332.0;36.0;402.0;-453.0;598.0;613.0;395.0
212.0;-268.0;-39.0;926.0;-423.0;-24.0;-25.0;463.0
181.0;-130.0;18.0;1059.0;-564.0;-167.0;66.0;334.0
145.0;-236.0;87.0;903.0;-571.0;19.0;185.0;509.0
125.0;-231.0;59.0;894.0;-524.0;30.0;215.0;180.0
111.0;-225.0;22.0;885.0;-597.0;40.0;229.0;414.0
316.0;524.0;49.0;655.0;-570.0;-587.0;266.0;205.0
209.0;508.0;140.0;525.0;-547.0;-485.0;369.0;380.0
220.0;499.0;-21.0;429.0;-540.0;-401.0;329.0;400.0
68.0;-237.0;11.0;840.0;-617.0;90.0;131.0;600.0
68.0;-368.0;-220.0;804.0;-450.0;226.0;6.0;361.0
222.0;534.0;260.0;528.0;-521.0;-465.0;450.0;376.0
151.0;532.0;474.0;497.0;-513.0;-470.0;439.0;411.0
85.0;-581.0;525.0;807.0;-374.0;411.0;-126.0;342.0
228.0;468.0;-31.0;444.0;-566.0;-303.0;464.0;437.0
72.0;494.0;-43.0;359.0;-421.0;-312.0;422.0;425.0
195.0;448.0;460.0;482.0;-538.0;-270.0;513.0;412.0
188.0;-608.0;-403.0;771.0;-622.0;431.0;80.0;233.0
83.0;-446.0;197.0;673.0;-528.0;148.0;9.0;413.0
89.0;-389.0;37.0;811.0;-426.0;210.0;11.0;310.0
170.0;-223.0;56.0;511.0;-362.0;448.0;533.0;337.0
164.0;50.0;-250.0;511.0;-557.0;-355.0;-298.0;370.0
193.0;79.0;28.0;439.0;-470.0;-372.0;-161.0;394.0
351.0;89.0;170.0;426.0;-588.0;-444.0;-109.0;262.0
325.0;240.0;356.0;489.0;-589.0;-24.0;640.0;244.0
366.0;249.0;311.0;496.0;-603.0;-25.0;640.0;212.0
456.0;294.0;502.0;519.0;-730.0;-31.0;622.0;129.0
486.0;293.0;276.0;535.0;-697.0;-46.0;605.0;143.0
196.0;274.0;544.0;473.0;-653.0;-51.0;654.0;354.0
286.0;315.0;296.0;442.0;-693.0;-24.0;665.0;202.0
258.0;318.0;364.0;606.0;-449.0;-183.0;670.0;143.0
135.0;319.0;310.0;477.0;-462.0;-52.0;719.0;406.0
106.0;-452.0;312.0;483.0;-509.0;597.0;442.0;325.0
278.0;279.0;51.0;449.0;-557.0;-87.0;578.0;355.0
408.0;232.0;311.0;501.0;-407.0;48.0;610.0;264.0
228.0;278.0;-14.0;446.0;-499.0;-88.0;567.0;386.0
221.0;302.0;22.0;491.0;-513.0;-79.0;561.0;367.0
130.0;86.0;221.0;414.0;-420.0;-192.0;667.0;441.0
193.0;331.0;89.0;419.0;-536.0;-168.0;503.0;371.0
166.0;389.0;-21.0;389.0;-420.0;-201.0;437.0;408.0
60.0;451.0;-71.0;398.0;-452.0;-156.0;601.0;446.0
1.0;466.0;443.0;413.0;-395.0;-293.0;478.0;428.0
473.0;120.0;-51.0;692.0;-638.0;12.0;630.0;281.0
500.0;161.0;91.0;610.0;-605.0;37.0;685.0;-40.0
200.0;73.0;109.0;724.0;-680.0;25.0;561.0;310.0
288.0;84.0;155.0;750.0;-545.0;31.0;607.0;356.0
131.0;33.0;868.0;1112.0;-534.0;-50.0;759.0;158.0
249.0;91.0;263.0;741.0;-468.0;25.0;569.0;388.0
235.0;-281.0;117.0;763.0;-480.0;-315.0;743.0;376.0
377.0;15.0;-154.0;1036.0;-411.0;22.0;673.0;256.0
323.0;201.0;-336.0;1531.0;-350.0;-55.0;1007.0;154.0
7.0;452.0;127.0;425.0;-355.0;-264.0;482.0;435.0
274.0;13.0;322.0;536.0;-486.0;-259.0;314.0;228.0
268.0;469.0;-20.0;445.0;-588.0;-371.0;330.0;389.0
321.0;416.0;-52.0;488.0;-622.0;-329.0;352.0;339.0
222.0;377.0;62.0;502.0;-551.0;-344.0;352.0;333.0
204.0;342.0;219.0;546.0;-608.0;-256.0;318.0;373.0
204.0;332.0;304.0;545.0;-624.0;-255.0;312.0;396.0
290.0;333.0;-39.0;456.0;-617.0;-83.0;588.0;448.0
294.0;268.0;30.0;447.0;-640.0;31.0;605.0;433.0
302.0;259.0;72.0;447.0;-631.0;43.0;607.0;402.0
298.0;260.0;59.0;448.0;-636.0;42.0;603.0;386.0
