InertialMeasurementUnit RUA Quaternion2;InertialMeasurementUnit LUA Quaternion3;InertialMeasurementUnit BACK Quaternion1;InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit BACK Quaternion2;InertialMeasurementUnit LLA Quaternion3;InertialMeasurementUnit BACK Quaternion3;InertialMeasurementUnit RLA Quaternion4;InertialMeasurementUnit LUA Quaternion2;InertialMeasurementUnit RLA Quaternion3;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit RUA Quaternion1
594.0;-595.0;770.0;80.0;-284.0;640.0;537.0;-829.0;-45.0;-50.0;78.0;-246.0
372.0;-625.0;590.0;706.0;-462.0;701.0;496.0;-707.0;176.0;-30.0;-66.0;183.0
167.0;-646.0;767.0;430.0;-28.0;636.0;637.0;-821.0;-200.0;-374.0;269.0;-467.0
51.0;-476.0;714.0;776.0;-190.0;494.0;669.0;-473.0;-191.0;-396.0;445.0;-106.0
127.0;-710.0;756.0;535.0;-91.0;794.0;648.0;-765.0;-80.0;-353.0;102.0;-168.0
377.0;-594.0;745.0;416.0;-170.0;713.0;640.0;-870.0;-97.0;-228.0;125.0;-129.0
314.0;-735.0;755.0;534.0;-81.0;892.0;649.0;-827.0;-83.0;-170.0;28.0;-120.0
106.0;-721.0;808.0;417.0;-37.0;675.0;587.0;-908.0;-173.0;-40.0;262.0;-333.0
349.0;-587.0;773.0;504.0;-210.0;709.0;596.0;-846.0;-196.0;13.0;276.0;-190.0
428.0;-580.0;767.0;325.0;-176.0;707.0;607.0;-891.0;-146.0;-200.0;185.0;-129.0
437.0;-570.0;777.0;301.0;-174.0;702.0;594.0;-892.0;-160.0;-200.0;205.0;-135.0
609.0;-556.0;753.0;201.0;-309.0;630.0;531.0;-824.0;-5.0;-21.0;45.0;-180.0
605.0;-541.0;747.0;246.0;-319.0;632.0;524.0;-823.0;42.0;-29.0;-4.0;-157.0
602.0;-537.0;744.0;258.0;-321.0;631.0;524.0;-824.0;64.0;-33.0;-25.0;-145.0
602.0;-534.0;724.0;231.0;-332.0;633.0;523.0;-834.0;121.0;-18.0;-86.0;-114.0
604.0;-541.0;715.0;216.0;-343.0;637.0;519.0;-833.0;122.0;-8.0;-93.0;-121.0
439.0;-566.0;781.0;294.0;-174.0;700.0;588.0;-893.0;-165.0;-194.0;212.0;-136.0
650.0;-581.0;708.0;362.0;-385.0;670.0;471.0;-764.0;72.0;112.0;-9.0;-14.0
442.0;-562.0;784.0;288.0;-177.0;699.0;583.0;-894.0;-171.0;-185.0;217.0;-136.0
445.0;-560.0;786.0;281.0;-179.0;697.0;578.0;-895.0;-175.0;-178.0;222.0;-136.0
588.0;-356.0;300.0;693.0;-597.0;489.0;111.0;-515.0;457.0;273.0;-481.0;318.0
454.0;-558.0;790.0;265.0;-182.0;695.0;571.0;-895.0;-179.0;-171.0;225.0;-138.0
463.0;-560.0;791.0;260.0;-183.0;697.0;568.0;-892.0;-179.0;-173.0;222.0;-148.0
465.0;-563.0;800.0;286.0;-156.0;709.0;567.0;-891.0;-190.0;-163.0;220.0;-189.0
623.0;-598.0;714.0;181.0;-327.0;687.0;545.0;-831.0;48.0;-10.0;-28.0;-154.0
621.0;-593.0;709.0;222.0;-333.0;690.0;542.0;-828.0;62.0;-9.0;-43.0;-137.0
617.0;-568.0;707.0;349.0;-355.0;683.0;532.0;-810.0;68.0;-27.0;-27.0;-27.0
619.0;-565.0;707.0;374.0;-362.0;677.0;529.0;-799.0;56.0;-12.0;-25.0;-24.0
635.0;-564.0;722.0;360.0;-351.0;672.0;529.0;-787.0;18.0;27.0;23.0;-50.0
648.0;-562.0;750.0;273.0;-319.0;658.0;530.0;-788.0;-71.0;84.0;128.0;-110.0
642.0;-579.0;767.0;176.0;-309.0;668.0;518.0;-801.0;-56.0;68.0;96.0;-168.0
641.0;-590.0;761.0;156.0;-316.0;671.0;519.0;-801.0;-48.0;61.0;75.0;-181.0
638.0;-603.0;753.0;146.0;-316.0;674.0;527.0;-803.0;-29.0;54.0;49.0;-184.0
625.0;-612.0;746.0;147.0;-306.0;685.0;529.0;-817.0;24.0;11.0;-32.0;-183.0
623.0;-608.0;747.0;148.0;-302.0;690.0;532.0;-821.0;32.0;2.0;-47.0;-186.0
620.0;-605.0;737.0;156.0;-317.0;697.0;528.0;-825.0;49.0;-11.0;-69.0;-190.0
622.0;-607.0;719.0;175.0;-345.0;696.0;518.0;-823.0;61.0;-11.0;-78.0;-191.0
619.0;-642.0;714.0;173.0;-353.0;731.0;500.0;-811.0;82.0;47.0;-122.0;-174.0
642.0;-598.0;678.0;282.0;-395.0;678.0;494.0;-798.0;115.0;48.0;-102.0;-92.0
639.0;-580.0;664.0;312.0;-408.0;668.0;487.0;-797.0;141.0;40.0;-117.0;-52.0
630.0;-536.0;670.0;422.0;-421.0;655.0;474.0;-778.0;129.0;30.0;-86.0;50.0
631.0;-534.0;675.0;435.0;-420.0;653.0;473.0;-770.0;120.0;34.0;-79.0;51.0
639.0;-536.0;686.0;443.0;-414.0;653.0;476.0;-758.0;98.0;48.0;-55.0;40.0
637.0;-611.0;727.0;220.0;-357.0;689.0;494.0;-796.0;-4.0;87.0;40.0;-127.0
652.0;-542.0;695.0;421.0;-406.0;653.0;484.0;-754.0;57.0;68.0;-8.0;17.0
663.0;-552.0;708.0;385.0;-390.0;648.0;492.0;-756.0;10.0;93.0;58.0;-13.0
637.0;-587.0;700.0;326.0;-388.0;681.0;492.0;-781.0;34.0;91.0;13.0;-68.0
665.0;-554.0;719.0;362.0;-378.0;643.0;496.0;-758.0;-17.0;101.0;90.0;-30.0
655.0;-581.0;734.0;210.0;-370.0;672.0;492.0;-788.0;9.0;77.0;15.0;-141.0
572.0;-600.0;-652.0;184.0;396.0;543.0;-547.0;-845.0;495.0;-36.0;-301.0;-222.0
-338.0;638.0;-709.0;-305.0;332.0;-680.0;-561.0;897.0;-15.0;313.0;-129.0;205.0
282.0;64.0;294.0;830.0;510.0;118.0;345.0;193.0;548.0;523.0;-649.0;720.0
501.0;-510.0;708.0;348.0;-438.0;758.0;351.0;-769.0;187.0;-428.0;-263.0;-238.0
629.0;-574.0;686.0;375.0;-406.0;673.0;487.0;-777.0;94.0;64.0;-44.0;-29.0
642.0;-600.0;722.0;160.0;-370.0;676.0;502.0;-798.0;41.0;71.0;-32.0;-170.0
608.0;-566.0;660.0;361.0;-419.0;657.0;488.0;-816.0;147.0;-19.0;-79.0;-11.0
612.0;-562.0;667.0;375.0;-414.0;659.0;487.0;-813.0;148.0;-11.0;-79.0;11.0
612.0;-558.0;668.0;407.0;-418.0;642.0;484.0;-790.0;154.0;34.0;-66.0;26.0
612.0;-559.0;665.0;396.0;-417.0;639.0;485.0;-797.0;156.0;28.0;-61.0;25.0
611.0;-566.0;660.0;362.0;-419.0;642.0;480.0;-806.0;146.0;10.0;-55.0;-7.0
620.0;-577.0;658.0;329.0;-419.0;663.0;483.0;-806.0;153.0;10.0;-64.0;-38.0
625.0;-613.0;703.0;212.0;-364.0;690.0;508.0;-814.0;61.0;12.0;-1.0;-173.0
540.0;-566.0;617.0;506.0;-464.0;672.0;482.0;-783.0;200.0;-146.0;-83.0;49.0
618.0;-563.0;674.0;392.0;-416.0;662.0;478.0;-803.0;141.0;-5.0;-88.0;14.0
646.0;-547.0;550.0;412.0;-518.0;679.0;388.0;-736.0;318.0;196.0;-265.0;38.0
614.0;-511.0;648.0;424.0;-440.0;633.0;435.0;-774.0;213.0;65.0;-136.0;1.0
678.0;-551.0;714.0;769.0;-444.0;739.0;279.0;-505.0;191.0;-230.0;-238.0;125.0
643.0;-571.0;647.0;518.0;-458.0;627.0;431.0;-693.0;220.0;-13.0;-97.0;17.0
599.0;-601.0;738.0;120.0;-312.0;707.0;531.0;-831.0;42.0;-42.0;-11.0;-247.0
535.0;-624.0;767.0;-11.0;-226.0;756.0;580.0;-844.0;-36.0;-113.0;39.0;-348.0
622.0;-527.0;688.0;439.0;-413.0;652.0;457.0;-758.0;162.0;80.0;-89.0;-24.0
636.0;-569.0;731.0;288.0;-366.0;673.0;484.0;-778.0;64.0;109.0;17.0;-161.0
595.0;-583.0;756.0;106.0;-335.0;680.0;502.0;-802.0;46.0;64.0;32.0;-304.0
556.0;-597.0;727.0;95.0;-335.0;669.0;525.0;-853.0;27.0;-124.0;69.0;-241.0
598.0;-549.0;755.0;187.0;-308.0;651.0;538.0;-832.0;-21.0;-59.0;125.0;-216.0
554.0;-609.0;641.0;317.0;-412.0;686.0;491.0;-811.0;84.0;-24.0;26.0;-93.0
551.0;-626.0;-733.0;119.0;287.0;696.0;-543.0;-848.0;17.0;-40.0;69.0;-290.0
587.0;-610.0;661.0;268.0;-407.0;660.0;484.0;-831.0;127.0;-41.0;-26.0;-109.0
582.0;-548.0;742.0;210.0;-315.0;653.0;542.0;-847.0;16.0;-64.0;93.0;-166.0
589.0;-613.0;655.0;294.0;-414.0;669.0;476.0;-824.0;136.0;-27.0;-40.0;-93.0
365.0;-611.0;659.0;450.0;-374.0;674.0;520.0;-866.0;71.0;-206.0;66.0;-356.0
600.0;-628.0;649.0;339.0;-423.0;715.0;449.0;-804.0;130.0;2.0;-51.0;-61.0
585.0;-575.0;735.0;167.0;-307.0;665.0;550.0;-846.0;26.0;-58.0;83.0;-190.0
582.0;-597.0;741.0;125.0;-286.0;674.0;561.0;-844.0;-7.0;-65.0;98.0;-241.0
622.0;-572.0;672.0;257.0;-430.0;679.0;477.0;-820.0;104.0;37.0;17.0;-85.0
610.0;-517.0;654.0;323.0;-436.0;625.0;474.0;-811.0;177.0;28.0;-56.0;-42.0
613.0;-527.0;642.0;307.0;-432.0;643.0;488.0;-808.0;194.0;31.0;-85.0;-67.0
624.0;-562.0;640.0;284.0;-426.0;663.0;496.0;-804.0;187.0;39.0;-83.0;-88.0
179.0;-630.0;674.0;-100.0;-344.0;685.0;573.0;-879.0;17.0;-458.0;122.0;-471.0
630.0;-582.0;642.0;276.0;-421.0;673.0;495.0;-803.0;173.0;48.0;-77.0;-100.0
623.0;-625.0;711.0;184.0;-373.0;678.0;508.0;-809.0;41.0;58.0;72.0;-184.0
536.0;-605.0;755.0;77.0;-276.0;697.0;555.0;-839.0;50.0;-21.0;-14.0;-354.0
629.0;-593.0;637.0;340.0;-428.0;692.0;502.0;-781.0;117.0;77.0;-9.0;-61.0
623.0;-576.0;637.0;330.0;-426.0;685.0;503.0;-789.0;132.0;79.0;-22.0;-69.0
613.0;-545.0;644.0;347.0;-423.0;671.0;508.0;-793.0;157.0;86.0;-35.0;-41.0
603.0;-531.0;646.0;357.0;-428.0;662.0;501.0;-795.0;159.0;78.0;-40.0;-38.0
596.0;-518.0;675.0;348.0;-419.0;627.0;495.0;-811.0;113.0;41.0;18.0;-61.0
604.0;-542.0;689.0;306.0;-399.0;626.0;507.0;-815.0;39.0;37.0;103.0;-103.0
611.0;-619.0;710.0;222.0;-372.0;680.0;520.0;-814.0;15.0;36.0;97.0;-183.0
548.0;-608.0;751.0;106.0;-274.0;675.0;560.0;-841.0;13.0;-31.0;54.0;-337.0
552.0;-606.0;750.0;123.0;-274.0;665.0;558.0;-839.0;6.0;-24.0;76.0;-326.0
557.0;-602.0;750.0;144.0;-277.0;659.0;556.0;-838.0;5.0;-16.0;85.0;-312.0
552.0;-567.0;740.0;161.0;-282.0;656.0;566.0;-853.0;65.0;-55.0;32.0;-244.0
604.0;-637.0;668.0;253.0;-384.0;682.0;523.0;-816.0;74.0;61.0;21.0;-153.0
617.0;-594.0;648.0;294.0;-406.0;670.0;517.0;-800.0;132.0;87.0;-31.0;-108.0
613.0;-530.0;634.0;346.0;-428.0;615.0;505.0;-794.0;179.0;81.0;-53.0;-64.0
614.0;-522.0;634.0;358.0;-433.0;604.0;500.0;-792.0;182.0;84.0;-53.0;-52.0
616.0;-516.0;636.0;369.0;-436.0;599.0;497.0;-790.0;185.0;88.0;-50.0;-39.0
624.0;-506.0;652.0;393.0;-436.0;618.0;484.0;-769.0;129.0;82.0;23.0;-40.0
626.0;-514.0;654.0;381.0;-435.0;620.0;485.0;-770.0;105.0;75.0;50.0;-54.0
629.0;-525.0;657.0;366.0;-433.0;623.0;487.0;-773.0;78.0;72.0;80.0;-67.0
638.0;-580.0;671.0;326.0;-419.0;638.0;498.0;-775.0;37.0;93.0;134.0;-98.0
635.0;-610.0;671.0;298.0;-425.0;683.0;489.0;-781.0;72.0;87.0;58.0;-116.0
526.0;-554.0;755.0;120.0;-266.0;642.0;573.0;-868.0;17.0;-118.0;81.0;-273.0
20.0;-617.0;726.0;753.0;-210.0;652.0;651.0;-500.0;-69.0;-385.0;200.0;-156.0
176.0;-614.0;647.0;912.0;-383.0;690.0;603.0;-224.0;82.0;-293.0;76.0;150.0
397.0;-591.0;684.0;528.0;-402.0;675.0;522.0;-775.0;46.0;-286.0;116.0;-227.0
463.0;-559.0;712.0;319.0;-410.0;665.0;473.0;-857.0;41.0;-259.0;106.0;-280.0
471.0;-554.0;717.0;294.0;-409.0;666.0;466.0;-861.0;37.0;-261.0;107.0;-283.0
486.0;-546.0;730.0;253.0;-406.0;666.0;451.0;-863.0;30.0;-270.0;109.0;-286.0
535.0;-524.0;757.0;225.0;-403.0;658.0;412.0;-858.0;11.0;-275.0;123.0;-267.0
565.0;-503.0;775.0;212.0;-402.0;651.0;379.0;-852.0;-1.0;-295.0;126.0;-256.0
581.0;-485.0;784.0;200.0;-405.0;643.0;352.0;-849.0;-2.0;-305.0;122.0;-253.0
118.0;-588.0;707.0;29.0;-31.0;564.0;698.0;-910.0;-269.0;-329.0;397.0;-377.0
466.0;-595.0;746.0;44.0;-317.0;671.0;547.0;-860.0;3.0;-169.0;88.0;-397.0
528.0;-555.0;767.0;50.0;-244.0;633.0;578.0;-857.0;-36.0;-147.0;146.0;-331.0
585.0;-475.0;788.0;201.0;-409.0;637.0;338.0;-849.0;-1.0;-304.0;119.0;-254.0
589.0;-467.0;791.0;201.0;-411.0;633.0;328.0;-850.0;-1.0;-300.0;120.0;-252.0
567.0;-634.0;-692.0;151.0;334.0;692.0;-540.0;-846.0;91.0;-52.0;1.0;-249.0
581.0;-639.0;-677.0;61.0;348.0;695.0;-577.0;-854.0;40.0;-141.0;98.0;-233.0
570.0;-637.0;-684.0;30.0;338.0;689.0;-589.0;-853.0;21.0;-159.0;122.0;-256.0
542.0;-632.0;-716.0;-33.0;292.0;674.0;-594.0;-854.0;-30.0;-187.0;183.0;-303.0
537.0;-640.0;-704.0;-2.0;314.0;694.0;-571.0;-823.0;31.0;-363.0;89.0;-260.0
614.0;-494.0;746.0;170.0;-439.0;659.0;342.0;-825.0;48.0;-137.0;48.0;-207.0
604.0;-472.0;778.0;154.0;-427.0;645.0;322.0;-851.0;15.0;-230.0;93.0;-218.0
