NMHC(GT);PT08.S3(NOx);C6H6(GT);T;RH;AH;PT08.S4(NO2);PT08.S1(CO);PT08.S2(NMHC);PT08.S5(O3);CO(GT);NO2(GT);NOx(GT)
-200.0;1013.0;3.8;15.2;55.5;0.9521;1174.0;847.0;698.0;719.0;-200.0;-200.0;-200.0
-200.0;866.0;6.0;32.3;33.4;1.59;1563.0;1034.0;812.0;660.0;1.3;82.0;70.0
-200.0;597.0;10.8;20.2;32.2;0.7526;1308.0;1263.0;1008.0;1121.0;2.4;158.0;391.0
-200.0;655.0;14.8;24.2;61.6;1.8381;1796.0;1365.0;1143.0;1394.0;-200.0;-200.0;-200.0
-200.0;509.0;24.9;20.9;48.5;1.1878;1938.0;1319.0;1426.0;1491.0;-200.0;-200.0;-200.0
-200.0;900.0;11.4;22.1;44.1;1.1573;1710.0;1100.0;1028.0;994.0;1.8;103.0;112.0
-200.0;729.0;9.6;17.4;62.3;1.2282;1454.0;1063.0;964.0;1045.0;-200.0;-200.0;-200.0
-200.0;713.0;13.4;39.8;16.0;1.1444;1615.0;1156.0;1096.0;954.0;-200.0;130.0;125.0
-200.0;674.0;13.9;38.8;17.6;1.1979;1623.0;1130.0;1113.0;1127.0;-200.0;-200.0;-200.0
-200.0;631.0;19.3;38.2;20.9;1.3701;1953.0;1301.0;1276.0;1407.0;3.4;179.0;267.0
-200.0;805.0;8.7;22.7;43.9;1.1962;1615.0;1020.0;929.0;929.0;1.5;108.0;134.0
-200.0;912.0;6.9;14.5;78.3;1.2851;1673.0;1060.0;851.0;805.0;1.3;81.0;108.0
-200.0;637.0;11.3;12.0;60.8;0.852;1342.0;1195.0;1026.0;1150.0;-200.0;-200.0;-200.0
-200.0;997.0;4.0;24.0;37.8;1.1077;1432.0;894.0;709.0;853.0;0.5;53.0;46.0
-200.0;869.0;9.4;14.2;60.5;0.9765;1600.0;1052.0;956.0;725.0;2.3;116.0;140.0
-200.0;746.0;11.6;27.9;27.6;1.0252;1611.0;1142.0;1035.0;1062.0;2.3;112.0;100.0
-200.0;930.0;7.1;38.0;16.8;1.0933;1479.0;956.0;862.0;636.0;1.1;82.0;65.0
-200.0;1163.0;2.4;21.5;45.6;1.1558;1306.0;766.0;616.0;530.0;0.4;43.0;43.0
-200.0;810.0;10.6;36.2;18.1;1.0724;1554.0;977.0;998.0;743.0;1.7;131.0;125.0
-200.0;891.0;7.9;19.5;45.0;1.0114;1576.0;1056.0;894.0;771.0;1.7;93.0;131.0
-200.0;758.0;9.4;18.5;57.4;1.2076;1671.0;1004.0;955.0;1043.0;1.4;84.0;146.0
-200.0;815.0;11.1;22.8;32.4;0.887;1618.0;1095.0;1019.0;1181.0;2.5;113.0;186.0
-200.0;843.0;9.7;19.1;38.3;0.8381;1520.0;1131.0;965.0;1223.0;1.9;103.0;107.0
-200.0;769.0;9.9;18.8;49.4;1.0624;1616.0;960.0;973.0;1155.0;1.3;89.0;140.0
-200.0;846.0;6.1;22.2;52.7;1.3891;1613.0;957.0;816.0;903.0;0.8;-200.0;-200.0
-200.0;815.0;9.0;19.7;47.1;1.0666;1622.0;1238.0;940.0;877.0;1.7;103.0;95.0
-200.0;682.0;9.1;27.8;52.6;1.9398;1736.0;1142.0;945.0;793.0;1.7;83.0;73.0
-200.0;685.0;9.6;11.9;88.7;1.2352;1408.0;1187.0;961.0;1017.0;2.6;115.0;497.0
-200.0;852.0;6.6;38.5;18.0;1.2055;1422.0;978.0;840.0;694.0;-200.0;-200.0;-200.0
-200.0;844.0;13.7;25.9;26.9;0.8845;1742.0;1129.0;1107.0;940.0;-200.0;-200.0;-200.0
