adbr;bfo1;cfo1;arnd;asin1;asin2;bfo2;bso3;cso1;amud;bso1
?;10.937312600592406;19.810191355018617;10.87929825495272;-0.5738242040223047;-0.1706683391554507;46.64410775058772;0.3418506260671034;74.26230795888199;27.0;26.84676226599666
?;?;?;10.84263605117772;-0.5738405834775252;-0.1704712700368405;46.61602985166808;0.3416752385255678;74.32702075888729;27.0;26.85445151315872
1.0;10.934089647629596;19.78540313686596;10.86735596909929;-0.5738569627032211;?;46.58801994305537;0.3414657097077685;74.38858372227216;27.0;26.86180035498406
1.0;10.932701748258134;19.7737500363804;10.864001430937265;-0.5738733416993742;-0.1700771113508387;?;0.3412284330497392;74.44671990447394;27.0;26.868810924328432
1.0;10.929969993116822;19.76258921728148;10.794746824470623;-0.5738897204659663;?;46.53220343466485;0.3409686174139011;74.50116743421896;27.0;26.875485800807635
1.0;10.924856664831026;19.75195730870698;?;?;-0.1696829254524995;46.5043965048517;0.3406905066249;74.55168181891621;27.0;26.881827989347165
1.0;?;?;?;-0.5739224773104881;-0.1694858223183565;46.47665690527296;0.3403975583104925;74.59803806458773;27.0;26.887840898632856
?;10.91500348299802;19.73215601903048;10.664252945254914;-0.5739388553884045;-0.1692887124048926;46.44898447191421;0.3400925895918959;74.64003257295619;27.0;26.89352832023628
1.0;10.911379597511036;19.72290671922304;10.731994813180462;-0.5739552332367338;?;46.42137904116064;0.3397778956739343;74.67748480538441;27.0;26.89889440718917
?;10.902785940946154;19.7141818379401;10.477391040500406;-0.5739716108554926;-0.168894472271092;46.39384044979597;0.3394553463595439;74.7102386990422;27.0;?
1.0;10.891393524113928;?;10.327455917409536;-0.5739879882446511;-0.168697342066637;46.36636853500158;0.3391264653012769;74.73816383383006;?;26.908680875031
1.0;10.879778521310085;19.69843830555186;10.304822565472673;?;?;?;0.3387924941238219;74.76115634524545;27.0;?
?;10.86883439535906;?;?;-0.5740207423341994;-0.1683030614218194;?;0.3384544446265927;74.77913944440301;?;26.917239984235845
1.0;10.85919163921009;19.684736534945653;?;-0.5740371190345527;-0.168105910997228;46.284351227797096;0.3381131413214437;74.79206356569453;?;26.92107292562
1.0;10.848565737742016;19.678576912041954;10.322571774858622;-0.5740534955053028;?;?;0.337769270609164;74.79990712755973;27.0;26.924615910408804
1.0;10.840973633775818;19.672778654724763;?;-0.5740698717464199;-0.1677115899833343;?;?;74.80267608860069;?;?
1.0;10.833809224604233;19.66731289924746;10.479163997046305;-0.5740862477579206;-0.1675144194098049;?;0.3370758759728917;74.8004035747725;27.0;26.930856697206064
1.0;?;19.662191155624804;10.419105157455345;-0.5741026235397751;-0.1673172421356988;46.17591848169141;0.3367271608502861;?;?;26.93356732800918
1.0;10.816014865521993;19.65743350707484;10.341667646731242;-0.5741189990920004;-0.1671200581687908;?;?;74.78099860984172;27.0;?
1.0;?;19.65300486929375;?;-0.5741353744145663;?;46.12209507800697;0.3360271871855853;74.76406170961448;27.0;26.93820246312428
1.0;10.796531774523904;19.64893478936979;10.272423830371393;-0.5741517495074898;-0.1667256701885678;46.0952810606725;0.3356763643088386;?;27.0;26.94014077560688
?;10.786331034488615;19.64519680601819;10.281383169859602;-0.5741681243707526;-0.1665284661910282;46.068531954869606;0.3353252112538428;74.71638570922113;27.0;26.94183566688121
?;10.77712292833183;19.64174924203939;10.321311872608868;-0.5741844990043364;-0.1663312555322379;46.041847602476;?;?;27.0;?
1.0;?;?;10.025480672658212;-0.5742008734082581;-0.1661340382203094;46.11510607578946;0.3347234979259716;?;27.0;?
1.0;10.748181305021664;19.636225676589795;10.052293752936526;-0.5742172475824878;-0.1659368142629074;46.18818567862144;0.3346497488699008;74.61364566765576;?;?
1.0;10.737327543174878;19.634091579743306;10.200054115315238;?;?;46.26108684671589;0.3347197630703197;74.57268839771646;27.0;26.94632616123386
1.0;10.726382246934197;?;?;-0.5742499952418917;-0.1655423464437992;46.33381001475528;0.3349067768208077;74.5292178030485;27.0;26.946913421795728
1.0;?;19.63109049755335;?;-0.5742663687270526;-0.1653451025976474;46.406355616363136;0.3351889836227332;74.48376367695262;?;26.94730146731368
1.0;10.70555499860622;?;10.244627489370316;-0.5742827419824955;-0.1651478521378037;46.478724084106695;0.3355486159741012;74.43686593216962;27.0;26.947497809304224
1.0;?;?;10.226123592775563;-0.5742991150082368;-0.1649505950719338;46.55091584949943;0.3359711967235957;74.38907000269724;27.0;?
?;10.685186870029318;19.62960323977357;10.146879923810529;?;-0.1647533314081523;46.62293134300361;?;74.34092232818521;27.0;26.94734544738405
1.0;10.6716191393792;?;10.0;-0.5743318603705424;-0.1645560611541253;46.69477099403288;?;74.2929658724679;?;26.94701174950749
1.0;10.659194067682138;19.630877703548474;10.044138359470002;?;-0.1643587843179681;?;0.3375091803630519;74.24573581220537;?;26.946516337552623
1.0;10.646141029814997;19.632176181281544;10.0;-0.574364604813917;-0.1641615009074596;46.73804625105858;?;74.19962654166912;27.0;26.94586663817519
1.0;10.633346459954726;19.63384549114442;10.0;-0.5743809766909947;-0.1639642109303789;46.70972601946294;0.3383051552672622;74.15488498001959;?;26.94507002880409
1.0;?;19.63580674049972;10.047308920150348;-0.5743973483383084;-0.1637669143948419;46.68147436869906;?;74.11172997516564;27.0;?
1.0;?;19.638034659028506;10.010410754658745;-0.5744137197558746;-0.1635696113085162;46.65329113170603;0.3385926115768691;?;27.0;?
1.0;10.597564997966742;19.64049566789427;10.0;-0.5744300909436638;-0.1633723016795182;46.62517614182991;0.3386017331476199;74.03090861352204;27.0;26.941871577457203
1.0;10.587777093329631;?;10.103265124855922;-0.5744464619016926;?;46.597129232822766;0.3385429786537992;73.99353172623847;?;?
1.0;?;?;?;-0.5744628326299428;-0.1629776628246267;46.56915023884162;0.3384289909959883;?;27.0;26.93913692087201
?;10.573585934112751;?;10.291698150656954;-0.5744792031283962;-0.1627803336145186;46.54123899444752;0.3382700711852447;73.92534227526589;27.0;?
1.0;10.567828991555016;19.65116496107713;10.282855140780056;-0.5744955733970696;-0.1625829978933094;46.513395334604525;0.3380746114174002;73.89463867590295;?;26.935985411913723
?;?;?;10.307520559033422;-0.5745119434359331;-0.1623856556687803;46.48561909467871;0.3378494488666589;73.86622010827513;27.0;26.934270236839783
1.0;?;19.65644075157437;10.212940461153504;?;-0.1621883069487128;46.45791011043727;0.3376001538933002;73.84007000801688;?;26.932470895913067
1.0;10.548711408223978;19.65907415320124;?;-0.574544682824251;-0.1619909517412252;46.4302682180474;0.3373312648246354;73.81614553141144;27.0;?
1.0;10.541090838229424;19.66171264281351;10.163864972315784;-0.5745610521736921;-0.1617935900539875;46.40269325407545;0.3370464792147455;73.79437909311675;27.0;26.92864531019717
1.0;10.534635234957776;19.664319844462145;10.215076770866222;-0.5745774212932973;?;?;0.3367488096509189;73.77468009217588;27.0;26.92663153188106
1.0;?;19.66694845916152;?;-0.574593790183083;-0.161398847272288;46.34774345964039;0.3364407106615764;?;?;26.9245585115072
1.0;10.518330836050136;19.66957227050976;10.135185429711884;?;-0.1612014661936161;46.320368304296736;0.3361241818226218;73.74101844277985;27.0;26.92243213204489
?;10.512993649089244;19.672124247407258;10.248798223624243;-0.5746265272731239;-0.1610040786667734;46.29305942760801;0.3358008524115342;73.72677724479604;?;26.92025812948368
1.0;?;19.674603708592773;10.243492764840113;?;-0.1608066846998797;46.26581666812153;?;73.71405077117495;27.0;26.918042089604224
?;10.50448395799265;19.676952752202904;10.347411949322934;?;-0.1606092843007187;46.23863986477795;0.3351388569110426;73.70266417500316;27.0;26.91578944511051
1.0;10.49589522307692;?;10.070743842886843;-0.574675631184295;-0.1604118774770741;?;0.3348021544369788;?;?;26.91350547310951
1.0;10.486075728915756;?;10.0;-0.5746919986949459;-0.1602144642370667;?;0.3344626741638569;?;27.0;26.911195292939887
1.0;10.479438120248648;?;?;-0.5747083659757316;-0.1600170445883685;46.15750358689047;0.3341209904226951;73.67465809233762;?;26.90886386433532
?;10.470809722525091;19.686483202302067;10.043694972576864;-0.5747247330266223;-0.1598196185391007;46.13058900535753;0.3337775796692249;73.66671606131824;27.0;26.906515985893435
1.0;?;?;10.201610978570123;-0.5747410998476348;-0.159622186096936;46.10373958053683;0.3334328302287632;73.65913506190279;27.0;26.90415629388198
1.0;10.463734674671777;19.690927337444865;?;-0.5747574664387392;-0.1594247472699961;46.07695515370882;0.3330870585619717;73.65171435287924;27.0;26.901789258282133
1.0;?;19.692793449175053;?;?;-0.1592273020659541;?;0.3327405225305227;?;27.0;26.89941918733452
1.0;?;19.69449679511124;10.38502127952666;-0.5747901989312556;-0.1590298504929323;46.02358066108499;0.3323934322179481;73.63656963656994;27.0;26.897050226642502
1.0;10.46049433428566;19.69610093205957;10.27133185147106;-0.5748065648326314;-0.1588323925587165;?;0.3320459568769789;?;27.0;?
?;?;19.697604746815845;10.274954203598094;-0.5748229305040962;-0.1586349282710927;45.97046426544565;0.3316982380596911;73.61977761193708;?;26.892331396100985
?;10.452514294744224;19.699028067592582;10.239362474063848;?;?;45.94400246128763;0.3313503890864105;73.61033072229843;?;26.889988996467626
1.0;10.449806741859556;19.70035779010968;10.315781520662062;?;-0.158239980667665;46.01748294092657;0.3311035894620815;73.6001026943205;27.0;?
1.0;?;?;10.194364132991804;-0.574872026138866;?;46.09078400949409;0.3310334459772745;?;27.0;26.885355681328907
1.0;10.444147169380395;19.70299442896483;10.414378839099667;-0.5748883908905749;-0.1578450077458407;46.16390610405104;0.3311071016635479;73.57780289668645;?;26.88307126164692
1.0;10.445227461848413;19.704209613330537;10.498700972653706;-0.5749047554123167;-0.1576475118103344;46.23684966059357;0.3312977854170997;73.56603536791351;?;26.88081239764089
1.0;10.446373962121566;19.70537858273536;10.503124839225649;-0.5749211197041082;?;46.30961511405577;0.3315836847138481;73.55409182721264;?;26.8785819393103
1.0;10.45104583100676;19.706429998005323;10.682307187523056;-0.5749374837659313;?;46.382202898312165;?;73.5421708711624;?;?
1.0;10.456817114805313;19.70735541048808;10.742500897308965;-0.5749538475977678;-0.1570549861999013;46.45461344618035;?;73.53048595590612;27.0;?
1.0;10.463450315887746;19.708149799838168;10.79180012157919;-0.5749702111996344;-0.1568574650880825;?;0.3328507973954827;73.5192630845672;?;26.87208716414203
1.0;10.468840246060642;?;10.73564653497628;?;-0.1566599377020774;46.59890455875316;0.3333698104718895;?;?;26.869995731418744
1.0;10.474343826151529;19.709500970964232;?;-0.5750029377133851;-0.1564624040495626;?;0.3339225382824007;73.49915560886315;27.0;?
?;?;19.71007269623693;?;-0.5750193006252562;-0.1562648641386639;46.742491893273765;0.3345025996647906;73.49076358549107;27.0;?
1.0;10.487185734422503;19.710546333720224;10.841808343772886;-0.5750356633071311;-0.1560673179770583;46.81402271465165;0.335104795832297;?;?;26.863971175178424
1.0;?;19.711012405708328;10.69383894994522;?;-0.1558697655728723;46.88537887449485;0.3357248912444164;73.47855717068965;27.0;26.8620522449162
1.0;?;19.71148525093861;10.68084402307176;-0.57506838798082;-0.1556722069338958;?;0.336359435097395;73.47524284541433;27.0;?
1.0;?;?;10.69649706143555;-0.5750847499726326;-0.1554746420679187;47.027568910503575;0.3370056159040112;73.47411448297073;27.0;26.858357625126704
0.0;10.291126377673663;?;10.688925356108198;-0.5751011117343996;-0.1552770709830682;46.99852540450871;0.3375600700931688;73.47528569292112;27.0;26.85658458642148
0.0;?;?;10.653605575451644;-0.5751174732661378;-0.1550794936870226;46.96955224153394;0.3379453820335985;73.47874621635862;27.0;?
0.0;9.887605568232969;?;10.731425152697035;-0.5751338345678174;-0.1548819101879096;46.9406492502256;0.3381929489077261;73.48448704655739;27.0;?
?;9.691817873109883;19.7672415054334;?;-0.575150195639455;-0.1546843204934079;?;0.3383283525027603;73.49249836803232;?;26.85157577807032
?;?;19.79301586562065;10.791154069086453;-0.575166556481021;-0.1544867246116457;46.88305309927959;0.3383724363945241;73.50276763682886;?;26.850012569911087
0.0;?;19.82307067869619;10.847436762692151;-0.575182917092532;-0.1542891225503022;46.85435959901765;?;73.51527781968426;27.0;?
?;9.12741037313068;19.85717780178369;10.794472996341076;-0.5751992774739582;-0.1540915143175062;46.82573558917153;0.3382514325852936;73.5300058020486;27.0;26.8470498483556
0.0;8.946675548890783;19.89512016489364;10.684838183906312;?;?;46.79718090046455;0.3381114599497971;73.54692097697118;27.0;?
0.0;8.769519513339095;19.936690875468663;10.55961544059935;-0.575231997546588;-0.1536962793687247;46.768695364032375;0.3379314526775372;?;?;26.84430847513601
0.0;8.595871401726876;19.981692451274924;10.632785833003416;-0.5752483572377555;-0.153498652668661;46.74027881142207;0.3377188954271054;?;?;?
0.0;?;20.029936158944544;10.562608942734208;-0.5752647166988352;-0.1533010198285389;?;0.3374798860398599;73.61034751659;27.0;26.84179071150793
0.0;?;?;10.621413158636626;-0.5752810759297974;-0.1531033808564883;46.68365198590598;0.3372193925663877;73.63551731502865;27.0;26.840615963081284
0.0;8.095286845104413;20.13543541087993;10.476666510962987;-0.5752974349306587;-0.1529057357601902;?;0.3369414626474244;?;?;26.839497269261127
0.0;7.934989432567725;20.192352416527257;10.353349781109651;-0.5753137937013895;-0.152708084547775;46.62729908448188;?;73.69142055757975;27.0;26.83843449575782
0.0;7.777866120912631;20.25183364098517;10.586047612416866;?;-0.1525104272269241;46.59922493851419;0.3363458737807383;73.72195347772998;27.0;26.837427425734667
0.0;7.623854058768587;20.31372675482916;10.499528789277054;?;?;46.57121877423329;0.3360330907889657;73.75405391340001;?;26.83647576335373
0.0;7.472891639255778;20.3778855989434;10.539239574710823;-0.5753628686328258;-0.1521150942921023;?;0.3357128285057918;73.7875924872978;27.0;26.83557913658476
0.0;7.324918475425989;20.444169897695435;?;-0.5753792264830269;-0.15191741869372;46.51540972872991;?;73.82242887949094;27.0;26.834737103670022
0.0;7.179875376035379;20.512444996468204;10.711570978514269;-0.5753955841030646;?;46.487606517514;?;?;27.0;?
?;7.037704321958535;20.5825816202035;?;-0.5754119414929557;-0.151522049274885;46.45987062799607;?;?;27.0;26.833214708318
0.0;6.898348442894776;20.65445565024972;10.75352651438264;-0.5754282986526704;-0.1513243554702469;46.43220189618256;0.3343823065944291;73.93317209908345;27.0;26.832533132181588
0.0;6.7617519946391225;20.72794792047932;10.481021003298029;-0.5754446555822255;-0.1511266556125223;46.404600158479376;0.3340417757116199;?;27.0;?
0.0;?;20.802944014870366;10.330784801326232;-0.5754610122815911;-0.1509289497098439;46.37706525169098;0.3336993189034983;74.0104932316322;27.0;?
0.0;6.496619910979912;20.87933408878855;10.326388100671137;-0.5754773687507838;?;46.34959701301938;0.3333553612465084;74.04965455039994;27.0;26.830798409164853
0.0;6.36797821924329;20.95701269626229;10.35171239349342;-0.575493724989774;-0.1505335198008092;?;?;74.08889498363347;?;26.830320856343487
0.0;?;21.03587862664798;10.31475793839773;-0.5755100809985784;-0.1503357958103826;46.294859890816525;0.3326642649669575;74.12801982572397;?;26.829892199594635
0.0;6.118286223532294;21.115834749413303;10.364833909130637;-0.5755264367771671;-0.1501380658064117;46.267590683668345;0.3323176386479546;74.16683305661832;?;26.82951150451044
0.0;5.997136039445835;21.196787865988703;10.34099422516587;-0.5755427923255568;-0.1499403297970306;46.24038749740117;?;?;27.0;26.8291777980686
0.0;5.878384789315423;?;10.20999357423673;-0.5755591476437294;-0.1497425877899239;?;0.3316231709582917;74.24274226119405;27.0;?
0.0;?;21.361331109242062;10.366039604156745;-0.5755755027316668;-0.1495448397932262;46.1861785446028;0.3312756085551965;74.27945196556797;?;26.82864728416898
0.0;5.647890023259621;21.444753260622456;?;-0.5755918575893856;-0.1493470858146225;46.15917245759656;0.3309279695340339;74.31508021749146;27.0;26.828448364689176
0.0;5.536054306371764;21.52883620159539;10.686925252830562;-0.575608212216856;-0.1491493258622478;46.13223175051935;0.330580336176331;?;27.0;26.82829221557084
0.0;5.4264330846709;21.613504392625448;10.914697166482558;-0.5756245666140947;?;46.105356264107854;0.33023277545669;74.3823702908477;27.0;26.828177715094643
0.0;?;?;10.904611483815104;-0.575640920781072;-0.1487537880673775;46.07854583948673;0.3298853418717887;74.41368891061268;?;26.82810372019929
0.0;5.213659595344279;?;11.093251522142364;-0.5756572747178045;-0.1485560102408159;46.05180031816767;?;74.44324195465457;27.0;?
0.0;5.110422215504236;21.8703119230571;11.160677123525009;?;-0.1483582264719015;45.92524131201425;?;?;27.0;26.828072583907066
?;5.00922907239394;21.95662743141623;11.087737827838348;-0.5756899819004626;-0.1481604367687704;45.79899020214444;?;74.49582039177177;27.0;26.828113072988213
0.0;4.910039687404578;22.043195847466304;10.99078799725419;-0.5757063351463868;-0.1479626411391095;45.67304623851188;0.328497648830617;?;27.0;26.828189333495114
0.0;4.812814383482767;22.12995905124586;10.91270461854272;-0.5757226881620169;-0.1477648395910554;45.5474086728974;0.3281513701811103;74.53705996723721;27.0;26.828300153633
0.0;4.717514269234602;?;10.904294516432731;-0.5757390409473694;-0.1475670321322953;45.4220767589045;0.3278053866579788;74.55246351765919;27.0;26.82844431492553
?;4.624101223343979;?;?;-0.5757553935024148;-0.1473692187709663;45.29704975195497;0.327459711034551;?;27.0;26.82862059438693
0.0;4.532537879341239;22.39087403131649;10.90292062198143;-0.5757717458271696;-0.1471713995148686;45.17232690928442;0.3271143536350246;?;27.0;26.828827766620105
0.0;4.442787610712789;22.47788502898982;?;-0.575788097921604;-0.1469735743718026;45.04790748993785;0.3267693227904335;74.57346116037317;?;26.82906460583332
?;4.3548145161430725;22.56483684300104;10.695989546137731;-0.5758044497857349;-0.146775743349906;44.92379075476531;0.3264246252097381;74.57094714139365;27.0;?
0.0;4.2685834052502125;22.651685417617774;10.844919916786;?;-0.1465779064568672;44.79997596641744;0.3260802662818398;74.56317450062167;?;26.829622391609725
0.0;4.18405978442669;22.73838876040079;10.918929708188482;-0.5758371528230131;?;?;0.3257362503213779;74.54987820068882;27.0;26.829940901670525
0.0;4.101209843120869;22.82490686884061;?;-0.575853503996159;-0.1461822150894672;44.553249289774975;0.3253925807687709;74.53082004614605;27.0;26.830284209190665
0.0;4.020000440286879;22.911201659570366;10.771157860572254;-0.5758698549389519;-0.1459843606309335;44.43033593574528;0.3250492603530237;74.5057903071793;27.0;26.83065111391755
0.0;3.940399091069451;22.997236899733227;10.699089861857573;-0.5758862056514085;-0.145786500332913;44.30772159706135;0.3247062912242269;?;27.0;26.831040425661545
0.0;3.862373953879109;23.08297814068232;10.642856523107378;?;?;?;0.3243636750613938;74.43712739187511;27.0;26.8314509657721
0.0;3.785893817636682;23.16839265381903;?;?;?;44.063387053857625;?;74.3932279974381;?;26.83188156852956
0.0;?;23.25344936868195;10.997975801197164;-0.5759352564066018;-0.1451928844819753;43.94166539783306;0.3236795065045246;?;27.0;26.83233108247094
0.0;3.6374467815204623;23.33811881268149;?;-0.5759516061976012;-0.144995000905716;43.820239854136105;?;74.28586881062851;?;26.83279837163376
0.0;3.565420500862934;?;11.409721021962238;-0.5759679557582084;-0.1447971115295443;43.69910970142676;0.3229967616433098;74.22233664197202;27.0;26.83328237991564
?;3.494820435859024;23.506185646624136;?;-0.5759843050884399;-0.1445992163616007;43.57827422012228;?;74.15224187682523;27.0;?
?;3.425618345527468;23.58953156835763;11.33145123341014;?;-0.1444013154095759;43.45773269239283;0.3223154440646553;74.07562869214296;?;26.83429597267671
0.0;3.357786548149416;23.67238717777632;11.497597127040816;-0.5760170030577036;?;43.337484402157294;?;?;?;26.83482341128757
0.0;3.291297910092552;?;11.707214443671448;-0.5760333516967344;-0.1440054961853972;43.21752863507892;0.3216355551228266;73.90317785565628;27.0;26.83536321465079
?;?;?;11.804510136216631;?;-0.1438075779290762;43.09786467856115;0.3212961463951439;73.80757915367597;27.0;26.83591436186921
0.0;3.162244253243886;?;11.749676946120976;-0.5760660482835378;-0.143609653920452;42.978491821743326;0.3209570946954291;73.70593723908911;27.0;26.836475854292186
?;3.099627611300603;23.998479038194777;11.68102751107456;-0.5760823962312973;-0.1434117241673292;42.85940935549652;0.320618399859594;73.59843890263602;27.0;26.83704671620913
0.0;3.038250861700354;24.07857317880148;11.69812242541654;-0.5760987439486355;-0.14321378867785;?;?;?;27.0;26.83762599548028
?;2.978089452930988;24.15806133755004;11.591515930780403;?;-0.1430158474597067;42.62211276683328;?;73.36673768257596;?;26.83821276410568
?;2.9191193196394867;24.236928178140293;11.625994391480909;-0.5761314386919753;-0.1428179005210421;?;?;?;?;26.83880611873392
0.0;2.861316872989672;24.31515937874564;?;-0.5761477857179753;?;?;0.3192671846399842;73.11441222218785;?;26.839405181112625
0.0;2.8046589912422424;?;11.637610846491944;-0.5761641325135046;?;42.26832818400232;?;72.9812001284262;27.0;26.84000909848152
0.0;2.749123010505785;24.469662412595447;11.569911811388929;-0.5761804790785799;-0.1422240254601998;42.15097326591832;0.3185937116575089;72.84368286621918;?;26.84061704390964
0.0;?;24.54591033130528;11.538672050793323;-0.5761968254131714;-0.1420260557181807;?;0.3182575077433502;72.70217046078778;27.0;26.84122821658021
0.0;2.641328331423376;24.621474709431737;11.773913618072514;-0.5762131715172958;?;41.91711915873225;0.3179216584387465;72.55698150178554;27.0;26.8418418428046
?;2.589026513789201;24.696345740037923;11.560350631781173;-0.5762295173909232;-0.1416300991988224;41.80061858047149;0.3175861634028015;72.40844080238689;27.0;26.842457175030944
0.0;?;?;11.61873470175159;-0.5762458630340705;?;41.68440139581249;0.3172510222887773;72.25687708450673;27.0;?
?;2.4875093068820604;?;11.64987790259204;?;-0.1412341200186485;41.568466914398776;0.3169162347452549;72.10262162835998;27.0;?
0.0;2.438253309380689;24.916712490401032;11.620388292156225;-0.5762785536288519;-0.1410361219506108;41.45281444755561;0.3165818004170785;71.94600327809852;?;?
0.0;2.3899726457784896;24.988727594867733;11.547687125071851;?;?;41.33744330828595;0.316247718946124;?;27.0;?
?;?;25.06001170065941;11.41016399471272;-0.5763112433015877;-0.1406401088980084;41.22235281126624;0.3159139899719245;71.62698153330436;27.0;26.845535122185584
?;2.296260451082575;25.13055934690905;?;?;?;41.10754227284247;0.3155806131321792;71.46521620537582;?;26.84614648107384
0.0;2.250791433876282;?;11.431667790512403;?;-0.1402440733429889;40.99301101102605;?;?;27.0;26.846755058343835
0.0;2.206222763342557;25.26942651837436;11.386865223440598;?;-0.1400460471469307;?;0.3149149144000862;?;27.0;26.847360319052925
?;2.16253661142673;25.33773814644158;11.243245664523153;-0.5763766198807129;-0.139848015348918;40.764783597563486;0.3145825917773232;?;27.0;26.84796175491012
0.0;2.119715503096088;25.405297471638768;11.321645093147422;-0.5763929634491397;-0.1396499779570973;40.65108609023076;0.3142506198286808;70.8101617234799;27.0;26.848558883092903
0.0;2.077742309338694;?;11.22519660440968;-0.5764093067869978;-0.1394519349791649;40.53766514812413;0.3139189981875571;?;27.0;26.84915124715093
0.0;2.0366002403203;25.538149385742603;11.276277075320085;-0.5764256498943037;-0.1392538864232677;40.42452009752137;?;70.4816881835049;?;26.84973841510758
0.0;1.996272838679269;?;11.347170964442103;-0.5764419927710277;?;?;0.3132568043602956;70.31807679715838;27.0;26.85031998074668
0.0;?;25.66796752547621;11.392515461093405;-0.5764583354171865;-0.1388577726088166;40.19905498414102;0.3129262314401289;70.15516777852054;27.0;26.85089556192328
0.0;1.917997830977011;25.731736367325308;?;-0.5764746778327621;-0.1386597073662198;40.08673358210918;0.3125960073596002;69.99315352946917;27.0;26.851464801728124
0.0;1.880018913883053;25.794744559444663;11.627216243268846;-0.5764910200177361;-0.1384616365771222;?;?;?;27.0;?
0.0;?;25.85699223805108;11.663585558459811;-0.5765073619721254;?;40.06242290271976;0.3119366042500603;69.67313628711752;27.0;26.852582946159
0.0;1.806302286780014;25.918479925054605;11.65641422902628;-0.5765237036959;-0.1380654783915662;40.05031134974999;0.3116074244877869;?;27.0;?
