MotorData.Motor_Pos4reached;MotorData.ActPosition;PLC_PRG.MaterialIsMetal;NVL_Recv_Ind.GL_NonMetall;NVL_Recv_Ind.GL_Metall
0;106430;0;1;0
0;102834;?;1;0
0;96425;0;1;?
0;92974;0;1;0
0;92974;0;1;0
0;86565;0;1;0
0;80823;0;1;?
0;74501;0;1;0
0;74501;0;1;0
0;71050;0;1;0
0;71050;?;1;0
?;?;0;1;0
0;61625;0;1;?
0;54984;0;1;0
0;51620;0;1;0
0;51620;0;1;0
?;45124;?;1;0
0;41383;0;1;0
0;35119;0;1;0
0;35119;0;1;0
0;35119;0;1;0
0;28739;0;1;0
0;24563;0;1;0
0;22098;0;1;?
0;22011;0;1;0
0;22011;0;1;0
0;22011;0;?;0
0;22011;0;1;0
0;22011;0;1;0
0;22011;0;1;0
?;22011;0;1;0
0;22011;?;1;0
0;22011;0;1;0
0;22011;0;1;0
0;?;0;1;0
0;?;0;1;0
0;22011;0;1;0
0;22011;0;1;0
0;22011;?;1;0
0;22011;0;1;0
0;22011;0;?;0
0;22011;?;1;0
0;?;0;1;0
0;22011;0;1;0
0;?;0;1;0
0;22011;0;1;0
0;?;0;1;0
0;22011;?;1;0
?;22011;0;1;0
0;22011;?;?;0
0;22852;0;1;0
0;22852;0;1;?
0;?;0;1;0
0;33350;0;1;0
0;39846;0;1;0
?;43210;0;1;0
0;43210;0;1;0
0;50547;0;1;0
0;56637;0;1;0
?;59769;0;1;0
0;66642;0;1;0
0;66642;0;1;0
0;66642;0;1;0
?;69832;0;1;0
0;75835;0;?;0
0;79054;0;1;0
0;79054;0;1;0
0;86246;0;1;0
0;89610;0;1;0
0;95845;0;1;0
0;102718;0;1;?
0;?;0;1;0
0;105937;0;1;0
0;111766;0;1;0
0;111766;0;1;0
?;?;0;1;0
0;?;0;1;0
0;125367;0;1;0
0;125367;0;1;0
0;129282;0;1;0
0;136880;0;1;?
0;142738;0;1;0
0;142738;0;1;0
0;146421;0;1;?
0;?;0;1;0
0;156020;0;1;0
0;163067;0;1;?
0;?;0;1;0
0;166489;0;1;0
0;166489;0;1;0
?;172405;0;1;0
0;178495;0;1;0
0;181946;0;?;0
0;181946;0;1;0
0;187630;0;?;?
0;193865;0;1;0
0;197635;0;1;0
0;203870;0;1;?
0;203870;0;1;0
0;206741;0;1;0
0;213237;0;1;0
?;213237;0;?;0
0;219298;0;1;0
0;222749;0;1;?
0;222749;0;1;0
0;229303;0;1;0
0;232986;0;1;?
0;238902;0;1;?
0;245079;0;1;0
?;245079;0;1;0
0;?;0;1;?
0;254910;0;?;0
0;258100;0;1;0
0;264915;0;1;0
0;264915;0;1;0
0;268018;?;1;0
0;268018;0;1;0
0;?;0;1;0
0;277965;0;1;0
0;277965;0;?;0
0;284432;0;1;0
?;291247;0;1;0
0;294756;0;1;0
0;298584;?;1;0
0;298584;0;1;?
0;304848;0;?;0
0;310996;0;1;0
0;314679;0;1;0
0;320682;0;1;0
0;320682;?;1;0
0;320682;0;?;0
0;327323;0;1;0
0;330600;0;1;0
0;336835;0;1;0
0;339793;0;1;0
0;?;0;?;0
0;346434;0;1;0
0;352292;?;1;0
0;355163;0;1;0
?;?;?;1;0
0;362210;0;1;0
0;365574;1;0;1
?;371403;1;0;1
0;371403;1;0;?
0;?;1;0;1
0;377957;1;0;1
?;?;1;?;1
0;387817;1;0;1
0;389905;1;0;1
0;389992;1;?;1
0;389992;1;0;1
1;389992;1;0;1
1;389992;1;0;1
1;389992;1;0;1
1;389992;1;0;1
?;389992;1;0;1
?;389992;1;0;1
1;389992;1;0;1
1;?;1;0;1
1;389992;?;0;1
1;?;1;0;1
?;389992;?;0;?
1;389992;1;0;1
1;389992;1;0;1
?;389992;1;0;1
1;389992;1;0;1
1;389992;1;0;1
1;389992;1;0;?
1;389992;1;0;1
?;389992;1;?;1
1;389992;1;0;1
1;389992;1;0;1
?;389992;1;0;1
1;389992;1;0;1
0;?;1;0;?
0;382713;1;0;1
0;?;1;0;1
0;376014;1;0;1
0;369924;1;0;1
0;366966;1;0;1
0;360412;1;0;?
0;360412;1;0;1
0;360412;1;0;1
0;357193;1;0;1
0;350726;1;0;1
0;?;?;1;0
0;340547;1;1;0
0;340547;1;1;0
0;334573;1;1;0
0;330890;1;1;0
0;324800;1;1;0
0;321349;1;1;0
0;321349;1;1;0
0;321349;1;1;0
0;314389;1;1;0
0;308647;1;?;0
0;305341;1;1;?
?;299367;1;?;0
0;299367;1;?;0
?;296003;1;1;0
?;289913;?;?;0
0;283359;1;1;0
?;279589;1;1;0
0;279589;1;1;0
0;273122;1;1;0
0;270077;1;?;0
0;270077;1;?;0
0;263581;1;1;0
0;260420;1;1;0
0;260420;1;1;0
0;260014;1;1;0
0;260014;0;1;0
0;?;0;1;0
0;260014;0;1;0
0;?;0;1;0
?;260014;0;1;0
0;260014;0;1;0
0;260014;0;1;0
0;260014;0;1;0
0;260014;0;1;0
0;260014;0;1;0
0;260014;0;1;0
0;260014;0;1;?
0;260014;0;1;0
0;260014;0;?;0
0;260014;0;1;?
0;260014;0;1;0
0;260014;?;1;0
0;260014;0;1;0
0;260014;?;1;0
0;260014;0;1;0
0;?;0;1;0
0;260014;0;1;0
0;260014;0;1;0
0;260014;0;1;0
0;260014;0;1;0
0;260014;0;1;0
0;260014;0;1;0
0;260014;0;1;0
0;260014;0;1;0
0;260014;0;1;0
0;260014;0;1;0
0;260014;0;?;0
0;260014;0;1;0
0;260014;0;?;?
0;260014;0;1;0
0;260014;0;1;0
0;260014;0;1;0
0;?;0;1;0
?;260014;0;1;0
0;260014;0;1;?
0;260014;?;1;0
0;260014;0;1;0
0;?;?;1;0
?;260014;?;1;0
?;260014;0;1;0
0;260014;0;1;0
0;?;0;1;?
0;260014;0;?;0
0;260014;0;1;?
0;260014;?;?;0
0;260014;?;1;0
0;260014;0;1;0
0;260014;0;1;0
0;260014;0;1;0
0;260014;?;1;?
0;260014;0;1;?
0;260014;0;1;0
0;?;0;1;0
0;260014;?;1;0
?;260014;0;1;0
0;260014;0;1;?
0;260014;0;1;0
0;260014;0;?;0
0;?;?;1;?
0;260014;0;1;?
0;260014;0;1;0
0;260014;0;1;0
0;260014;0;1;0
0;260014;0;1;0
0;260014;0;1;0
0;260014;0;1;0
0;?;0;1;0
0;260014;0;1;0
?;260014;0;1;0
0;260014;0;1;?
0;260014;0;1;0
0;260014;0;1;0
0;260014;0;1;0
0;260014;0;1;0
0;260014;0;1;0
0;260014;0;1;0
0;260014;0;?;0
0;?;0;1;0
0;260014;0;1;0
0;260014;0;?;?
0;260014;0;?;0
0;260014;0;1;0
0;260014;0;1;0
0;?;0;1;0
0;260014;0;1;0
0;260014;0;1;0
0;260014;0;1;0
0;260014;0;1;0
0;260014;0;?;?
0;260014;0;1;0
0;260014;0;1;?
0;260014;0;1;0
0;260014;0;1;?
0;260014;0;1;0
0;?;0;?;0
0;260014;0;1;0
?;260014;?;1;0
0;260014;0;1;0
0;260014;0;1;0
0;260014;0;1;0
0;260014;0;1;0
0;260014;0;1;0
0;260014;0;1;0
0;260014;?;1;0
?;260014;?;1;?
0;260014;0;1;0
0;?;0;1;0
0;260014;0;1;0
0;260014;0;1;0
0;260014;0;1;0
?;260014;0;1;0
0;260014;0;?;0
0;260014;0;1;0
0;260014;0;1;0
0;?;0;1;0
0;260014;0;1;?
?;?;0;1;0
0;260014;0;1;?
0;?;0;1;0
0;260014;0;1;0
0;260014;0;1;0
0;260014;0;1;0
0;?;?;1;0
0;260014;?;1;0
0;260014;?;1;?
0;260014;0;1;0
?;?;0;1;0
0;260014;0;1;0
0;260014;0;1;0
0;260014;0;1;0
0;260014;0;1;0
0;260014;0;1;0
0;260014;0;1;0
?;?;0;?;0
0;260014;?;1;0
0;260014;0;1;0
0;260014;0;1;0
0;260014;0;1;?
0;260014;?;1;0
?;260014;0;1;0
0;260014;0;1;0
0;260014;0;1;0
0;260014;0;1;0
0;260014;0;1;0
0;260014;0;1;0
?;260014;0;?;0
0;260014;?;1;0
0;?;0;1;?
0;?;0;1;0
0;260014;0;?;0
?;260014;0;?;0
0;?;0;?;0
0;260014;0;1;0
0;260014;0;?;0
0;260014;0;1;0
0;260014;0;?;0
0;260014;0;1;?
0;260014;0;1;0
0;260014;0;1;0
0;260014;0;1;0
0;260014;0;1;0
0;260014;0;1;0
0;?;0;1;0
0;260014;0;1;?
0;260014;0;1;0
0;260014;0;1;0
0;260014;0;1;0
0;260014;0;1;?
0;260014;0;1;0
0;260014;0;1;0
0;260014;0;1;0
0;260014;0;1;0
0;260014;0;1;0
0;260014;0;1;0
0;260014;0;1;0
0;260014;0;?;0
?;260014;0;1;0
0;260014;0;1;0
0;260014;0;?;0
0;260014;0;1;0
0;260014;0;?;0
0;260014;?;1;0
?;260014;0;1;0
0;260014;0;1;0
0;260014;0;?;?
0;260014;0;1;?
0;260014;0;1;0
0;260014;0;1;0
0;260014;0;1;0
?;260014;0;1;?
0;260014;0;1;0
0;260014;0;1;0
?;260014;?;1;0
0;260014;0;?;0
0;260014;0;1;0
0;260014;0;1;0
0;260014;0;1;0
0;260014;0;?;0
0;260014;0;1;0
0;260014;?;1;0
0;?;?;1;0
0;260014;0;1;0
?;260014;0;1;0
?;260014;0;1;0
0;260014;0;1;0
?;260014;?;1;0
0;?;0;1;0
0;260014;0;1;?
0;260014;0;1;0
0;260014;0;1;0
0;?;0;1;0
0;260014;0;?;0
0;?;0;1;0
0;260014;0;1;0
?;260014;0;1;0
0;260014;0;1;0
0;254417;0;?;0
0;?;0;1;0
0;251314;0;?;0
0;251314;0;1;0
0;245224;?;1;0
0;238902;0;1;0
0;235799;0;1;0
0;235799;0;1;0
0;229303;0;?;0
0;226345;0;1;0
0;219704;0;1;0
0;213556;0;1;0
0;213556;0;1;0
0;210337;0;1;0
0;203870;0;1;0
0;198099;0;1;0
0;194909;0;?;0
0;194909;0;1;0
0;194909;0;1;0
0;188181;0;1;0
0;?;0;1;0
0;179133;?;1;0
0;172492;0;1;0
0;172492;0;1;0
0;169389;0;1;0
0;163531;?;1;0
0;?;0;1;0
0;153613;0;1;0
0;153613;0;?;0
0;147291;0;1;0
0;144420;0;1;0
0;144420;0;1;?
0;?;0;1;0
0;131776;0;1;0
0;131776;0;1;0
?;128180;0;1;?
0;121452;0;1;0
0;118407;0;1;0
0;112259;0;1;0
0;112259;?;1;0
0;109127;0;1;0
?;102660;0;1;0
?;96570;0;?;0
0;96570;0;1;0
0;96570;0;?;0
0;93351;?;1;0
0;93351;0;1;?
0;83433;0;?;0
0;77111;0;1;0
0;?;?;1;0
0;?;0;1;0
0;67367;0;?;0
0;61364;0;1;?
0;57768;0;1;0
0;57768;0;1;0
0;51678;0;1;0
0;51678;0;1;0
0;45530;?;1;0
0;42485;0;1;0
0;35670;0;1;0
0;29754;0;1;0
0;29754;0;?;0
0;26796;?;1;0
0;22011;0;?;0
0;22011;0;1;0
0;?;?;1;0
0;22011;0;1;0
?;22011;0;1;0
?;22011;0;1;0
?;22011;0;1;0
0;22011;?;1;0
0;22011;0;1;?
0;22011;0;1;?
0;22011;0;1;0
0;22011;0;1;0
?;22011;0;1;0
0;22011;0;1;0
0;22011;0;1;0
?;22011;0;1;0
0;22011;0;?;0
?;22011;?;1;0
0;22011;0;1;0
0;22011;0;?;0
0;22011;0;1;?
0;22011;0;1;0
0;22011;0;1;0
0;22011;0;1;0
0;22011;0;1;0
?;22011;?;1;0
0;?;0;1;0
0;24244;0;1;0
0;27115;0;1;0
0;27115;0;1;0
0;33611;0;1;0
0;39672;0;?;0
0;42804;0;1;0
?;48894;?;1;0
0;48894;0;1;0
0;48894;0;1;0
0;52548;0;1;0
0;58812;0;1;0
0;58812;0;1;0
0;?;0;1;0
0;68875;0;1;0
0;75110;?;1;0
0;78242;0;1;0
0;84796;0;1;0
0;84796;0;1;0
?;90886;?;?;0
0;94018;0;1;0
0;100572;0;1;0
0;100572;0;1;0
0;?;0;1;0
0;106488;0;1;0
0;110084;0;?;0
0;116493;0;1;0
0;119451;0;1;0
0;119451;?;1;?
0;125599;0;1;?
0;131921;0;1;0
0;135140;0;1;0
0;141143;0;1;0
?;141143;0;?;0
0;141143;0;?;0
0;?;0;1;?
0;151467;0;1;0
0;157528;0;1;0
0;157528;0;1;0
0;160660;0;1;0
0;167446;0;1;0
0;170491;0;1;0
?;176813;0;1;0
0;183135;0;1;0
0;183135;0;1;0
?;186325;0;1;0
0;192328;0;1;0
0;192328;0;1;0
0;195460;?;1;0
0;202275;0;1;0
0;202275;0;1;0
0;208829;0;1;0
0;?;0;?;0
0;218341;?;?;0
?;224344;0;1;0
0;224344;0;1;0
0;227389;0;1;0
0;234030;0;1;0
0;237220;0;1;?
0;237220;0;1;0
0;243078;0;1;0
0;243078;0;1;0
0;246674;0;1;?
?;252677;0;1;0
0;259144;0;1;0
0;262827;0;1;0
?;262827;0;1;0
0;269149;0;1;0
0;272426;0;1;0
0;278835;0;1;0
0;284925;0;1;0
0;284925;0;1;0
0;287796;0;1;0
0;?;0;1;0
0;294756;0;1;0
0;300759;?;1;0
0;300759;0;1;?
0;303717;?;1;0
0;310445;0;1;0
0;313548;0;1;0
0;319551;0;1;0
0;319551;0;1;0
0;?;0;1;0
?;329237;0;1;0
0;335472;0;1;0
0;335472;0;1;0
0;341562;0;1;0
0;341562;?;1;0
0;345332;0;1;0
0;351799;0;1;0
0;354931;0;1;0
0;?;0;1;0
0;361485;0;1;0
0;?;0;1;0
0;370678;0;1;0
0;377406;0;1;0
?;380538;?;1;0
?;380538;0;1;0
0;386541;0;?;0
?;?;0;1;0
0;389499;0;1;0
0;389992;0;1;0
0;389992;0;1;0
?;389992;0;1;0
1;389992;0;1;0
1;389992;0;1;0
1;389992;0;1;0
?;389992;0;1;0
1;389992;0;1;0
1;389992;0;1;0
1;389992;0;1;0
1;389992;0;1;0
1;389992;0;1;0
1;?;0;1;0
1;389992;0;1;0
1;389992;0;1;0
1;389992;?;1;0
1;389992;0;1;0
1;389992;0;1;0
1;389992;0;1;0
?;389992;0;1;0
1;389992;0;1;0
1;389992;0;1;0
1;389992;0;1;0
1;389992;0;1;0
0;386715;0;1;0
0;?;0;1;0
0;382887;0;1;?
0;382887;0;1;0
0;377116;0;1;0
?;370968;0;1;0
0;366792;0;1;?
0;363602;0;1;0
0;357193;0;1;0
?;357193;0;?;0
?;353133;0;1;0
0;347188;0;1;0
0;341040;0;1;0
0;337908;0;1;0
0;337908;0;1;0
0;337908;0;1;0
0;331209;0;1;0
0;325351;0;1;0
0;322161;0;1;0
0;?;0;1;0
?;315433;0;1;?
0;312330;0;1;0
0;306153;0;?;0
0;302470;0;1;0
0;?;0;1;0
0;?;0;?;0
0;289362;0;1;0
0;285679;?;1;0
0;279589;0;1;0
0;279589;0;1;0
0;279589;0;1;0
0;?;0;1;0
0;269903;?;1;?
0;263987;0;1;0
0;260797;0;1;0
0;260797;0;1;0
0;254620;0;1;?
0;248153;0;1;0
0;244934;0;1;0
0;244934;0;1;0
0;238699;0;1;0
?;235016;0;1;0
0;228868;0;1;0
0;228868;0;1;?
0;228868;0;1;0
0;222691;0;1;0
0;219037;0;1;0
0;?;?;1;0
?;209670;0;1;0
0;202710;0;1;0
?;199752;0;1;0
0;199752;0;1;0
0;?;0;1;0
0;?;?;1;0
0;190472;0;1;0
0;183338;?;1;0
0;177335;0;1;0
0;177335;0;1;0
0;174145;0;1;0
0;167417;0;1;0
0;164053;0;1;0
0;164053;?;1;0
0;157731;0;1;0
0;153961;0;1;0
0;147987;?;1;0
0;?;0;1;0
0;141549;0;1;0
0;141549;0;1;0
0;140012;0;1;0
0;140012;0;1;0
0;140012;0;1;0
0;140012;0;1;0
0;140012;0;1;?
0;140012;0;1;0
0;140012;?;1;0
0;140012;?;1;0
?;140012;0;1;0
0;140012;0;1;0
0;140012;0;1;0
0;140012;0;1;0
0;140012;0;1;0
?;140012;0;1;0
0;140012;0;1;0
0;140012;0;1;0
0;140012;0;1;0
0;140012;0;1;0
0;140012;0;1;0
0;140012;0;1;0
0;140012;0;1;0
0;140012;0;1;0
0;140012;0;1;0
0;140012;0;1;0
0;140012;0;?;0
0;?;0;1;0
0;140012;0;1;0
0;140012;0;1;0
0;140012;0;1;0
0;140012;?;1;0
0;140012;0;?;0
?;140012;0;?;0
0;140012;0;1;0
0;140012;0;1;0
0;140012;0;1;0
0;140012;?;1;0
0;?;0;1;0
0;?;0;1;0
0;140012;0;1;0
0;140012;0;1;0
0;140012;0;1;0
0;140012;0;1;0
?;?;0;1;0
0;140012;?;1;0
0;140012;0;1;0
0;?;0;1;0
0;140012;0;1;0
0;?;0;1;0
0;140012;0;1;0
0;140012;0;1;0
0;140012;0;1;0
0;140012;0;1;0
?;?;0;1;0
0;140012;0;1;0
0;140012;0;1;0
?;140012;0;1;0
0;140012;0;1;0
0;140012;0;1;0
0;140012;0;1;0
0;140012;0;1;0
0;?;0;1;0
0;140012;0;1;0
0;140012;0;1;0
0;140012;0;1;0
0;140012;0;1;0
0;140012;0;1;0
0;140012;0;1;?
0;140012;0;1;0
0;140012;0;1;?
0;140012;?;1;0
0;140012;0;1;0
0;140012;0;1;0
0;140012;?;?;?
0;140012;0;?;0
0;140012;0;1;0
0;140012;0;1;?
?;140012;?;?;0
0;140012;0;1;0
0;140012;0;?;?
0;140012;0;1;0
0;140012;0;1;0
0;?;0;1;0
0;140012;0;1;0
0;140012;0;1;0
0;140012;0;1;0
?;140012;0;1;0
0;140012;0;1;0
0;140012;0;?;0
0;140012;0;1;0
0;140012;0;?;0
0;140012;0;1;0
0;140012;0;1;0
0;140012;0;1;0
0;140012;0;1;0
0;?;0;1;0
0;?;0;1;?
0;140012;?;1;0
0;?;0;1;0
0;140012;0;1;?
0;140012;0;1;0
0;140012;0;1;0
0;?;0;1;0
0;140012;0;1;0
0;140012;0;1;0
?;140012;0;1;0
0;140012;0;1;0
0;140012;0;1;0
0;140012;0;1;0
0;140012;0;1;0
0;140012;0;1;0
0;140012;0;1;0
?;140012;0;1;0
0;140012;0;1;0
0;140012;0;1;0
0;140012;0;1;0
0;140012;0;1;0
0;140012;0;1;0
0;140012;0;1;?
0;140012;0;1;0
0;?;0;1;0
?;140012;0;1;0
?;140012;0;?;0
0;?;0;1;0
0;140012;0;1;?
?;?;0;1;0
0;140012;0;1;0
0;140012;0;1;0
?;140012;0;1;0
0;140012;0;1;0
0;140012;0;1;0
0;140012;0;1;0
0;140012;0;1;0
0;140012;0;1;0
0;?;0;1;0
0;140012;0;1;?
0;140012;0;1;0
0;140012;0;1;?
0;140012;0;1;?
0;140012;0;1;0
0;140012;0;1;0
0;140012;0;1;0
0;139954;?;1;0
0;134821;0;1;0
0;?;0;?;0
0;131718;0;1;?
0;124903;0;1;0
?;?;0;?;0
0;115072;0;1;0
0;115072;0;1;0
0;108170;0;1;0
0;105067;0;1;0
0;98571;0;1;0
0;94888;?;?;0
0;94888;?;?;0
0;94888;0;1;0
0;88885;0;1;0
0;85376;0;1;0
?;78909;?;1;0
?;72732;0;1;0
0;72732;0;1;0
0;69629;?;1;0
0;63452;0;?;0
0;60001;0;1;0
0;53621;0;1;0
0;53621;0;1;0
0;50576;0;1;0
0;50576;0;1;0
0;43384;?;1;0
0;?;0;1;0
0;36975;0;1;0
0;33930;0;1;0
0;33930;0;1;0
0;23403;?;1;0
0;22011;0;1;?
0;22011;0;1;0
0;22011;0;1;0
0;22011;0;1;0
?;22011;0;1;0
0;22011;0;?;?
0;22011;0;1;0
0;22011;0;1;?
0;22011;0;1;0
0;22011;0;1;0
0;22011;0;1;0
0;22011;0;1;0
0;22011;0;1;0
0;22011;0;1;0
0;22011;0;1;0
0;22011;0;1;0
0;22011;0;1;0
0;22011;0;1;0
0;22011;0;1;0
0;22011;0;1;0
0;22011;0;1;0
0;22011;0;1;0
?;22011;0;1;0
0;22011;0;1;0
0;22011;0;1;0
0;22011;0;1;0
0;?;0;1;0
0;22127;0;1;0
0;24708;0;1;0
0;31349;0;1;0
0;37265;0;1;0
0;37265;0;1;0
0;40571;?;1;0
0;47270;0;1;0
0;47270;?;1;0
0;?;0;?;0
0;56724;0;1;0
0;63510;0;1;0
0;?;0;1;0
0;67454;0;1;?
0;73689;?;1;0
0;76734;0;1;0
0;83520;0;1;0
0;83520;0;1;0
0;86565;0;1;?
0;92713;0;1;0
0;96396;0;1;?
0;102341;0;?;?
0;102341;0;1;0
0;?;0;1;0
0;108895;0;1;0
0;112955;0;?;0
0;119451;0;1;0
0;119451;0;1;0
0;122902;0;1;0
0;126092;0;1;0
0;133458;?;1;0
0;139461;0;1;0
