NMHC(GT);PT08.S3(NOx);C6H6(GT);T;RH;AH;PT08.S4(NO2);PT08.S1(CO);PT08.S2(NMHC);PT08.S5(O3);CO(GT);NO2(GT);NOx(GT)
-200.0;730.0;8.6;15.7;77.0;1.3591;1425.0;981.0;923.0;956.0;1.4;54.0;228.0
-200.0;853.0;7.7;18.7;39.7;0.8482;1311.0;963.0;887.0;938.0;1.8;112.0;268.0
-200.0;961.0;6.0;14.2;64.1;1.0346;1518.0;959.0;812.0;910.0;0.9;78.0;77.0
-200.0;781.0;6.3;25.0;49.2;1.5418;1627.0;1032.0;826.0;1075.0;1.1;60.0;58.0
88.0;1015.0;6.7;8.5;66.3;0.7375;1438.0;1122.0;842.0;974.0;1.6;90.0;132.0
-200.0;686.0;12.3;33.3;24.4;1.232;1601.0;1028.0;1060.0;806.0;2.0;108.0;213.0
-200.0;757.0;11.8;30.5;29.3;1.2612;1523.0;1103.0;1044.0;967.0;2.6;125.0;283.0
-200.0;829.0;8.6;18.0;42.7;0.8745;1351.0;1010.0;925.0;996.0;1.9;115.0;294.0
-200.0;891.0;5.8;15.9;55.2;0.9881;1265.0;919.0;802.0;940.0;1.3;81.0;142.0
-200.0;1037.0;1.8;12.4;62.6;0.8994;1054.0;939.0;568.0;656.0;0.8;72.0;101.0
483.0;615.0;21.2;21.4;44.4;1.1176;2069.0;1495.0;1331.0;1635.0;3.9;136.0;246.0
-200.0;711.0;10.4;21.5;46.7;1.1837;1507.0;1099.0;993.0;1129.0;-200.0;-200.0;-200.0
-200.0;488.0;22.7;15.5;56.2;0.9814;1712.0;1539.0;1371.0;1943.0;4.9;196.0;854.0
-200.0;889.0;5.6;14.1;61.7;0.9844;1266.0;894.0;794.0;908.0;0.9;71.0;179.0
20.0;1293.0;2.5;12.0;58.9;0.8233;1307.0;931.0;623.0;828.0;0.6;57.0;37.0
-200.0;781.0;10.4;23.1;44.2;1.2317;1682.0;1075.0;993.0;946.0;1.9;110.0;139.0
-200.0;829.0;9.4;30.5;24.7;1.0592;1527.0;1036.0;955.0;840.0;1.8;130.0;166.0
89.0;1142.0;4.3;14.5;49.4;0.8106;1370.0;1006.0;729.0;795.0;1.1;80.0;65.0
-200.0;1071.0;5.3;26.8;28.1;0.9785;1452.0;1030.0;778.0;591.0;1.2;69.0;67.0
-200.0;1955.0;3.8;9.1;80.0;0.9299;1127.0;900.0;701.0;749.0;1.2;76.0;117.0
-200.0;872.0;10.0;22.3;42.2;1.1209;1448.0;991.0;977.0;923.0;2.2;110.0;272.0
-200.0;872.0;9.4;23.6;43.2;1.2433;1476.0;990.0;956.0;826.0;1.6;82.0;216.0
-200.0;889.0;9.0;22.8;41.8;1.1417;1441.0;962.0;940.0;855.0;1.6;89.0;209.0
-200.0;1072.0;6.4;21.1;26.2;0.6481;1350.0;944.0;832.0;712.0;1.2;81.0;72.0
-200.0;833.0;5.1;16.8;81.3;1.5447;1416.0;967.0;767.0;866.0;0.7;56.0;132.0
-200.0;739.0;14.3;34.9;24.9;1.363;1856.0;1116.0;1128.0;1042.0;2.3;129.0;153.0
-200.0;834.0;9.8;22.9;47.9;1.3208;1514.0;1005.0;972.0;952.0;1.7;102.0;279.0
-200.0;888.0;6.8;18.7;73.1;1.5608;1505.0;982.0;850.0;873.0;1.3;79.0;217.0
-200.0;844.0;6.6;19.4;75.4;1.6802;1562.0;976.0;840.0;964.0;0.9;50.0;180.0
-200.0;776.0;10.2;24.8;36.8;1.1357;1614.0;1036.0;986.0;868.0;1.7;112.0;113.0
-200.0;934.0;4.8;21.9;67.1;1.7394;1496.0;911.0;753.0;865.0;0.8;55.0;103.0
-200.0;559.0;24.6;33.6;26.4;1.3515;2113.0;1387.0;1419.0;1677.0;4.5;192.0;309.0
-200.0;847.0;9.1;22.2;33.6;0.8886;1351.0;992.0;943.0;936.0;1.9;103.0;325.0
-200.0;890.0;8.5;21.3;44.7;1.1157;1639.0;1085.0;918.0;871.0;1.6;79.0;89.0
-200.0;801.0;10.4;38.5;22.4;1.5018;1675.0;1089.0;993.0;825.0;1.9;143.0;131.0
-200.0;957.0;4.1;22.3;47.7;1.2643;1295.0;891.0;714.0;773.0;0.8;68.0;82.0
-200.0;896.0;5.6;24.7;49.2;1.5116;1456.0;956.0;794.0;1007.0;0.8;68.0;144.0
-200.0;951.0;5.9;16.0;61.6;1.1083;1568.0;988.0;806.0;940.0;1.2;68.0;87.0
-200.0;837.0;8.4;17.4;42.8;0.8463;1298.0;932.0;914.0;1000.0;1.5;105.0;192.0
-200.0;894.0;6.5;16.0;58.3;1.0481;1524.0;983.0;833.0;1012.0;1.2;102.0;116.0
-200.0;857.0;5.4;16.7;79.7;1.503;1367.0;922.0;783.0;825.0;1.0;76.0;192.0
-200.0;882.0;8.4;17.2;52.3;1.0169;1617.0;1033.0;917.0;905.0;1.5;95.0;118.0
-200.0;923.0;10.0;25.5;25.6;0.8218;1515.0;987.0;979.0;962.0;1.9;101.0;130.0
-200.0;890.0;7.3;12.1;62.6;0.8825;1253.0;875.0;871.0;890.0;1.2;82.0;241.0
-200.0;757.0;7.9;19.3;70.4;1.5578;1492.0;1076.0;895.0;939.0;2.0;86.0;270.0
-200.0;833.0;5.7;19.7;68.6;1.5563;1425.0;972.0;799.0;825.0;1.5;72.0;199.0
-200.0;758.0;7.8;9.2;49.8;0.5808;1109.0;1016.0;892.0;945.0;2.6;141.0;317.0
-200.0;740.0;7.4;11.5;81.7;1.1033;1305.0;1034.0;876.0;968.0;1.7;66.0;291.0
143.0;976.0;8.8;13.4;41.0;0.6292;1454.0;1093.0;933.0;777.0;1.9;87.0;112.0
-200.0;836.0;14.9;27.6;22.3;0.8116;1647.0;1146.0;1145.0;1011.0;3.0;126.0;162.0
-200.0;841.0;6.0;26.3;50.1;1.6889;1562.0;955.0;811.0;759.0;1.1;59.0;61.0
-200.0;964.0;5.4;17.4;43.4;0.8553;1389.0;935.0;786.0;954.0;1.0;71.0;55.0
-200.0;867.0;3.6;9.8;70.7;0.8571;1109.0;1032.0;687.0;878.0;1.4;89.0;142.0
-200.0;820.0;8.5;21.7;46.3;1.1867;1586.0;986.0;922.0;971.0;1.7;104.0;178.0
-200.0;891.0;7.4;25.7;33.0;1.0763;1525.0;957.0;875.0;871.0;1.6;102.0;172.0
-200.0;835.0;9.6;27.0;27.9;0.9812;1592.0;962.0;963.0;843.0;2.1;96.0;164.0
-200.0;879.0;5.9;17.2;53.9;1.0498;1270.0;929.0;805.0;974.0;1.1;86.0;146.0
-200.0;1056.0;8.5;19.5;36.9;0.8258;1511.0;955.0;918.0;762.0;1.3;93.0;102.0
-200.0;717.0;8.6;24.3;57.4;1.7233;1585.0;1117.0;922.0;994.0;2.0;83.0;259.0
-200.0;612.0;13.2;26.3;43.6;1.4663;1632.0;1177.0;1090.0;1209.0;2.6;86.0;298.0
-200.0;719.0;7.5;22.9;65.7;1.8148;1580.0;1062.0;880.0;924.0;1.5;62.0;161.0
-200.0;747.0;6.5;23.1;70.8;1.98;1562.0;1082.0;834.0;991.0;1.5;64.0;174.0
236.0;854.0;13.0;11.7;57.1;0.7822;1688.0;1236.0;1084.0;1059.0;2.7;112.0;131.0
-200.0;812.0;7.1;20.3;47.8;1.1281;1298.0;981.0;860.0;1059.0;1.2;101.0;150.0
-200.0;865.0;3.9;2.2;59.6;0.4333;903.0;966.0;703.0;989.0;1.2;-200.0;-200.0
-200.0;919.0;5.1;18.9;60.7;1.311;1340.0;911.0;769.0;791.0;1.1;54.0;113.0
-200.0;747.0;8.7;16.1;76.3;1.3902;1497.0;1014.0;927.0;951.0;1.5;56.0;309.0
207.0;830.0;14.9;23.3;32.2;0.9096;1831.0;1417.0;1146.0;1404.0;2.9;119.0;171.0
-200.0;835.0;6.7;33.9;32.3;1.6809;1567.0;982.0;844.0;638.0;1.2;71.0;52.0
-200.0;675.0;9.9;18.7;69.0;1.4727;1489.0;1043.0;975.0;1041.0;1.8;66.0;216.0
-200.0;831.0;5.2;17.6;70.8;1.4105;1362.0;955.0;775.0;862.0;1.2;55.0;140.0
-200.0;879.0;9.9;20.2;34.3;0.8017;1552.0;1101.0;972.0;1001.0;1.6;97.0;95.0
-200.0;868.0;7.4;24.2;36.9;1.0966;1550.0;958.0;873.0;750.0;1.6;80.0;122.0
-200.0;490.0;23.6;21.2;61.7;1.5309;1976.0;1428.0;1393.0;1608.0;-200.0;-200.0;-200.0
-200.0;978.0;8.3;29.5;19.4;0.7872;1504.0;875.0;912.0;601.0;1.4;84.0;85.0
-200.0;819.0;5.8;21.8;55.5;1.4323;1471.0;903.0;803.0;853.0;0.8;58.0;87.0
-200.0;866.0;4.6;21.0;56.9;1.3999;1394.0;865.0;745.0;901.0;0.7;90.0;164.0
-200.0;846.0;5.3;23.1;49.9;1.3891;1416.0;874.0;776.0;873.0;0.8;73.0;99.0
-200.0;980.0;6.4;20.0;50.7;1.1724;1371.0;913.0;830.0;757.0;1.2;82.0;173.0
-200.0;837.0;7.6;19.8;47.7;1.093;1563.0;945.0;883.0;1015.0;1.5;94.0;132.0
-200.0;871.0;7.3;16.2;57.4;1.0515;1528.0;873.0;871.0;887.0;1.3;62.0;101.0
-200.0;795.0;8.2;3.9;55.9;0.4568;1038.0;1049.0;907.0;1209.0;1.0;145.0;297.0
-200.0;729.0;7.9;19.1;59.2;1.295;1364.0;1069.0;897.0;998.0;1.8;83.0;249.0
-200.0;1143.0;22.9;13.0;73.0;1.086;1751.0;1426.0;1375.0;1631.0;5.0;162.0;836.0
-200.0;925.0;6.7;23.0;33.8;0.9406;1448.0;868.0;846.0;836.0;1.1;69.0;72.0
-200.0;1198.0;7.5;9.8;79.4;0.9626;1251.0;1039.0;880.0;933.0;2.2;113.0;273.0
-200.0;939.0;5.4;33.9;26.2;1.3664;1543.0;977.0;783.0;586.0;1.0;58.0;43.0
-200.0;1153.0;3.7;21.5;45.6;1.1528;1240.0;847.0;694.0;594.0;0.9;70.0;112.0
-200.0;517.0;20.6;22.6;61.5;1.6636;1866.0;1392.0;1313.0;1478.0;3.6;119.0;524.0
-200.0;851.0;11.3;33.4;17.1;0.8627;1523.0;932.0;1026.0;944.0;1.8;122.0;195.0
-200.0;800.0;14.4;35.7;13.6;0.7836;1612.0;966.0;1131.0;968.0;2.0;127.0;200.0
-200.0;865.0;4.4;18.2;70.3;1.4498;1360.0;954.0;731.0;839.0;0.8;43.0;88.0
-200.0;792.0;7.0;25.2;40.8;1.2877;1474.0;954.0;855.0;745.0;1.5;94.0;89.0
-200.0;769.0;6.4;28.0;52.9;1.964;1686.0;1055.0;831.0;827.0;1.4;53.0;72.0
-200.0;794.0;6.0;20.2;67.9;1.5901;1502.0;1021.0;811.0;837.0;1.4;52.0;135.0
-200.0;799.0;6.1;20.1;70.5;1.6384;1502.0;1039.0;817.0;836.0;1.3;55.0;132.0
-200.0;955.0;10.4;21.3;28.1;0.7067;1599.0;1102.0;994.0;783.0;2.0;87.0;107.0
-200.0;856.0;9.5;33.9;18.4;0.9587;1544.0;995.0;959.0;690.0;1.5;116.0;111.0
-200.0;873.0;6.0;27.5;41.3;1.4962;1592.0;941.0;814.0;979.0;0.8;65.0;52.0
-200.0;802.0;8.9;23.4;38.6;1.0968;1566.0;950.0;937.0;989.0;1.2;80.0;64.0
-200.0;845.0;5.7;26.0;33.1;1.0955;1355.0;902.0;797.0;841.0;1.1;49.0;32.0
-200.0;870.0;4.1;20.8;67.3;1.6353;1355.0;917.0;714.0;843.0;0.7;-200.0;-200.0
-200.0;902.0;5.1;18.6;60.4;1.2817;1357.0;924.0;766.0;752.0;-200.0;-200.0;-200.0
-200.0;835.0;5.8;25.4;35.2;1.1255;1365.0;949.0;804.0;740.0;1.3;-200.0;-200.0
-200.0;808.0;6.5;27.0;30.7;1.079;1410.0;928.0;837.0;871.0;1.4;80.0;62.0
-200.0;758.0;8.6;28.9;28.3;1.1078;1480.0;957.0;926.0;830.0;1.7;92.0;72.0
-200.0;822.0;8.2;32.9;24.9;1.2269;1466.0;937.0;908.0;826.0;1.6;83.0;86.0
-200.0;793.0;6.9;16.3;58.4;1.0729;1277.0;996.0;855.0;884.0;1.6;122.0;311.0
-200.0;653.0;10.9;13.1;81.7;1.2284;1441.0;1215.0;1012.0;1131.0;3.1;120.0;533.0
-200.0;680.0;7.3;3.4;66.7;0.5281;1075.0;1126.0;869.0;1222.0;2.9;-200.0;-200.0
-200.0;917.0;4.0;11.8;71.4;0.9864;1139.0;950.0;713.0;841.0;1.0;68.0;172.0
-200.0;725.0;8.6;30.7;48.1;2.0821;1757.0;1106.0;924.0;910.0;1.6;62.0;58.0
-200.0;1136.0;3.4;16.7;56.0;1.0544;1433.0;938.0;674.0;564.0;-200.0;-200.0;-200.0
-200.0;813.0;11.6;25.6;32.5;1.053;1698.0;1238.0;1037.0;978.0;1.8;91.0;113.0
-200.0;758.0;7.5;18.3;51.6;1.0732;1308.0;1056.0;878.0;856.0;1.9;116.0;244.0
-200.0;816.0;6.1;11.3;33.5;0.4476;959.0;987.0;816.0;821.0;1.4;156.0;236.0
-200.0;900.0;5.8;18.0;53.0;1.0832;1490.0;1046.0;803.0;823.0;0.8;73.0;48.0
-200.0;859.0;7.7;19.3;43.0;0.9535;1542.0;1069.0;887.0;1041.0;1.2;84.0;70.0
-200.0;894.0;4.6;26.1;49.4;1.6491;1539.0;939.0;743.0;675.0;-200.0;-200.0;-200.0
-200.0;841.0;5.6;22.2;53.9;1.4201;1493.0;929.0;791.0;789.0;1.0;41.0;59.0
-200.0;788.0;8.5;30.4;30.9;1.3219;1543.0;1005.0;919.0;871.0;1.6;87.0;81.0
-200.0;806.0;11.5;25.3;39.4;1.2524;1763.0;1009.0;1034.0;925.0;2.2;109.0;110.0
-200.0;763.0;6.9;17.3;53.3;1.0407;1279.0;1102.0;855.0;1039.0;2.3;98.0;258.0
-200.0;767.0;8.5;22.2;45.0;1.1867;1534.0;924.0;920.0;946.0;1.3;62.0;92.0
107.0;1060.0;6.0;20.7;31.6;0.7602;1395.0;981.0;810.0;605.0;1.4;77.0;86.0
-200.0;766.0;9.9;25.3;39.2;1.2452;1656.0;1086.0;973.0;1089.0;1.9;104.0;121.0
-200.0;681.0;7.9;5.5;81.5;0.7393;1201.0;1169.0;895.0;1106.0;2.1;192.0;318.0
-200.0;816.0;8.3;22.2;43.0;1.1363;1552.0;949.0;910.0;1015.0;1.2;77.0;71.0
-200.0;744.0;12.1;24.0;34.9;1.0271;1631.0;1038.0;1053.0;1095.0;2.1;116.0;122.0
-200.0;840.0;8.3;36.9;17.2;1.0576;1428.0;1019.0;913.0;759.0;1.5;94.0;78.0
-200.0;861.0;3.0;12.9;49.9;0.7406;1060.0;1034.0;651.0;601.0;0.1;112.0;166.0
-200.0;806.0;9.1;24.6;44.9;1.3661;1697.0;1031.0;945.0;964.0;1.4;86.0;100.0
-200.0;991.0;6.9;25.8;27.7;0.9076;1490.0;1079.0;851.0;738.0;1.5;81.0;93.0
-200.0;934.0;6.1;21.4;46.6;1.1764;1563.0;1094.0;815.0;852.0;1.0;69.0;74.0
-200.0;948.0;6.0;20.5;49.3;1.173;1571.0;1110.0;814.0;854.0;1.1;73.0;75.0
-200.0;761.0;11.9;29.6;28.6;1.1628;1549.0;1059.0;1047.0;841.0;2.0;106.0;178.0
-200.0;743.0;9.2;30.7;38.7;1.678;1667.0;1088.0;948.0;766.0;1.5;77.0;69.0
57.0;1300.0;2.9;11.5;46.6;0.6319;1204.0;942.0;648.0;500.0;1.1;77.0;63.0
-200.0;768.0;5.9;21.0;76.8;1.8881;1546.0;1107.0;807.0;836.0;1.6;73.0;214.0
-200.0;896.0;13.5;22.6;17.2;0.4656;1392.0;997.0;1100.0;987.0;2.4;106.0;157.0
-200.0;871.0;5.5;24.3;38.1;1.1398;1447.0;971.0;790.0;875.0;1.1;64.0;46.0
-200.0;925.0;12.0;21.2;18.9;0.471;1416.0;1006.0;1048.0;966.0;2.1;114.0;147.0
-200.0;893.0;4.7;22.6;31.0;0.8372;1417.0;982.0;750.0;881.0;0.6;85.0;84.0
-200.0;733.0;7.8;19.4;75.1;1.6766;1525.0;1028.0;890.0;1323.0;1.3;51.0;180.0
-200.0;744.0;6.4;7.1;73.9;0.7515;1125.0;1090.0;830.0;1056.0;1.8;98.0;224.0
-200.0;858.0;8.0;29.9;33.2;1.3793;1671.0;1049.0;898.0;921.0;1.9;113.0;153.0
-200.0;966.0;12.2;28.0;23.2;0.8613;1590.0;1039.0;1055.0;845.0;1.7;117.0;131.0
-200.0;835.0;6.1;23.7;54.3;1.5731;1669.0;1022.0;817.0;821.0;1.1;69.0;64.0
-200.0;660.0;8.5;16.3;51.5;0.9462;1310.0;1186.0;921.0;1040.0;2.0;138.0;295.0
-200.0;789.0;6.4;23.4;64.9;1.843;1662.0;925.0;831.0;975.0;1.2;57.0;57.0
-200.0;660.0;7.7;20.0;33.0;0.7625;1222.0;1151.0;885.0;903.0;1.6;128.0;240.0
-200.0;720.0;11.7;29.7;28.1;1.1544;1641.0;1051.0;1039.0;916.0;-200.0;118.0;107.0
-200.0;873.0;6.0;28.3;35.5;1.3414;1511.0;912.0;810.0;861.0;-200.0;80.0;52.0
-200.0;803.0;7.8;35.3;23.1;1.2989;1499.0;1022.0;890.0;862.0;-200.0;-200.0;-200.0
-200.0;867.0;8.2;35.4;23.8;1.3443;1546.0;976.0;907.0;719.0;-200.0;101.0;86.0
-200.0;915.0;7.1;15.2;51.0;0.8762;1257.0;1010.0;863.0;886.0;1.8;95.0;265.0
-200.0;886.0;6.2;16.2;26.2;0.4789;967.0;883.0;821.0;844.0;1.5;111.0;304.0
