NMHC(GT);PT08.S3(NOx);C6H6(GT);T;RH;AH;PT08.S4(NO2);PT08.S1(CO);PT08.S2(NMHC);PT08.S5(O3);CO(GT);NO2(GT);NOx(GT)
-200.0;752.0;11.9;31.8;27.4;1.2673;1563.0;1120.0;1045.0;975.0;2.4;122.0;264.0
-200.0;757.0;11.8;30.5;29.3;1.2612;1523.0;1103.0;1044.0;967.0;2.6;125.0;283.0
-200.0;749.0;7.2;15.8;79.6;1.417;1440.0;1020.0;866.0;1087.0;1.2;59.0;253.0
-200.0;937.0;4.7;19.4;63.5;1.4139;1373.0;903.0;748.0;801.0;0.9;60.0;126.0
-200.0;863.0;5.7;22.7;53.8;1.4666;1407.0;980.0;800.0;903.0;1.1;79.0;100.0
-200.0;751.0;8.7;22.7;53.6;1.4632;1517.0;1084.0;929.0;1081.0;1.8;100.0;189.0
-200.0;835.0;5.9;14.8;79.4;1.3312;1355.0;902.0;809.0;834.0;0.9;46.0;138.0
-200.0;730.0;8.6;15.7;77.0;1.3591;1425.0;981.0;923.0;956.0;1.4;54.0;228.0
-200.0;758.0;7.9;19.8;63.7;1.4524;1468.0;1055.0;895.0;1043.0;1.4;79.0;175.0
-200.0;948.0;8.3;13.1;64.2;0.9606;1545.0;1262.0;911.0;1062.0;1.7;99.0;95.0
-200.0;771.0;10.8;29.8;28.5;1.1809;1545.0;1021.0;1009.0;769.0;2.0;87.0;137.0
-200.0;1021.0;6.6;11.9;71.1;0.9915;1501.0;1134.0;840.0;917.0;1.6;96.0;103.0
-200.0;761.0;11.9;29.6;28.6;1.1628;1549.0;1059.0;1047.0;841.0;2.0;106.0;178.0
-200.0;754.0;11.0;32.2;24.7;1.1696;1508.0;1098.0;1015.0;996.0;2.2;129.0;250.0
-200.0;806.0;8.8;22.2;48.0;1.2678;1465.0;1027.0;933.0;1050.0;1.7;85.0;224.0
-200.0;863.0;7.7;18.6;60.0;1.2757;1451.0;969.0;886.0;953.0;1.3;68.0;179.0
-200.0;936.0;4.8;16.8;66.8;1.2721;1351.0;901.0;754.0;854.0;1.0;62.0;139.0
-200.0;816.0;9.0;22.8;43.4;1.1915;1456.0;1042.0;938.0;1004.0;1.7;109.0;210.0
-200.0;885.0;7.5;23.5;40.6;1.1588;1404.0;997.0;879.0;887.0;1.5;109.0;181.0
-200.0;770.0;11.6;25.3;35.3;1.1262;1512.0;1091.0;1037.0;1038.0;2.4;132.0;299.0
-200.0;832.0;9.2;26.6;32.1;1.102;1447.0;1050.0;947.0;912.0;2.0;122.0;266.0
-200.0;926.0;7.6;27.6;28.7;1.0406;1339.0;953.0;881.0;704.0;1.6;79.0;210.0
-200.0;949.0;6.6;25.4;34.8;1.1119;1324.0;925.0;838.0;728.0;1.4;83.0;210.0
-200.0;980.0;6.4;20.0;50.7;1.1724;1371.0;913.0;830.0;757.0;1.2;82.0;173.0
-200.0;1064.0;5.8;13.8;57.9;0.9085;1447.0;1127.0;802.0;837.0;1.7;92.0;104.0
-200.0;1021.0;6.3;22.1;42.8;1.1265;1331.0;927.0;826.0;734.0;1.3;94.0;173.0
-200.0;978.0;6.9;22.1;43.0;1.1271;1344.0;935.0;852.0;824.0;1.5;105.0;229.0
-200.0;872.0;10.0;22.3;42.2;1.1209;1448.0;991.0;977.0;923.0;2.2;110.0;272.0
-200.0;872.0;9.4;23.6;43.2;1.2433;1476.0;990.0;956.0;826.0;1.6;82.0;216.0
-200.0;889.0;9.0;22.8;41.8;1.1417;1441.0;962.0;940.0;855.0;1.6;89.0;209.0
-200.0;979.0;6.7;20.2;53.1;1.2442;1398.0;926.0;845.0;851.0;1.4;81.0;239.0
-200.0;833.0;5.1;16.8;81.3;1.5447;1416.0;967.0;767.0;866.0;0.7;56.0;132.0
-200.0;772.0;12.0;23.7;45.4;1.315;1574.0;1064.0;1048.0;1059.0;2.3;110.0;315.0
-200.0;834.0;9.8;22.9;47.9;1.3208;1514.0;1005.0;972.0;952.0;1.7;102.0;279.0
-200.0;888.0;6.8;18.7;73.1;1.5608;1505.0;982.0;850.0;873.0;1.3;79.0;217.0
-200.0;844.0;6.6;19.4;75.4;1.6802;1562.0;976.0;840.0;964.0;0.9;50.0;180.0
-200.0;936.0;4.5;19.1;76.0;1.6668;1471.0;897.0;738.0;843.0;0.6;42.0;72.0
-200.0;934.0;4.8;21.9;67.1;1.7394;1496.0;911.0;753.0;865.0;0.8;55.0;103.0
-200.0;767.0;9.2;23.1;62.8;1.7562;1635.0;1074.0;946.0;1079.0;1.9;93.0;219.0
-200.0;748.0;8.0;17.8;71.2;1.4396;1442.0;990.0;898.0;1006.0;1.4;75.0;176.0
-200.0;796.0;7.0;16.0;75.9;1.3721;1388.0;968.0;858.0;894.0;1.3;60.0;147.0
-200.0;925.0;4.5;16.9;72.0;1.3749;1287.0;861.0;735.0;789.0;0.9;58.0;99.0
-200.0;878.0;5.2;15.7;76.3;1.3519;1329.0;904.0;774.0;805.0;1.0;51.0;98.0
-200.0;896.0;5.6;24.7;49.2;1.5116;1456.0;956.0;794.0;1007.0;0.8;68.0;144.0
-200.0;925.0;4.3;19.9;64.9;1.4905;1326.0;926.0;727.0;729.0;1.0;65.0;119.0
-200.0;735.0;8.4;23.5;57.7;1.6515;1467.0;1039.0;917.0;934.0;1.4;77.0;169.0
-200.0;690.0;9.9;17.3;79.9;1.5643;1520.0;1123.0;973.0;999.0;2.4;108.0;351.0
-200.0;857.0;5.4;16.7;79.7;1.503;1367.0;922.0;783.0;825.0;1.0;76.0;192.0
-200.0;920.0;7.9;16.4;55.1;1.0198;1624.0;1211.0;896.0;1066.0;1.9;93.0;112.0
-200.0;688.0;10.2;20.1;66.7;1.5548;1539.0;1119.0;984.0;1082.0;2.4;90.0;311.0
-200.0;744.0;8.6;19.5;70.0;1.5711;1494.0;1100.0;924.0;963.0;1.9;82.0;236.0
-200.0;757.0;7.9;19.3;70.4;1.5578;1492.0;1076.0;895.0;939.0;2.0;86.0;270.0
-200.0;833.0;5.7;19.7;68.6;1.5563;1425.0;972.0;799.0;825.0;1.5;72.0;199.0
-200.0;829.0;10.4;24.3;38.5;1.1525;1429.0;1077.0;994.0;1081.0;1.6;101.0;176.0
-200.0;1032.0;6.9;17.9;38.4;0.7793;1484.0;1074.0;854.0;772.0;1.8;83.0;115.0
-200.0;947.0;9.6;21.0;29.6;0.7263;1577.0;1110.0;964.0;829.0;1.9;90.0;122.0
-200.0;955.0;10.4;21.3;28.1;0.7067;1599.0;1102.0;994.0;783.0;2.0;87.0;107.0
-200.0;952.0;11.2;21.3;26.1;0.6539;1607.0;1100.0;1021.0;822.0;2.2;99.0;133.0
-200.0;965.0;10.7;21.3;26.8;0.6681;1574.0;1094.0;1003.0;813.0;2.1;99.0;130.0
-200.0;932.0;8.2;27.1;31.0;1.0991;1354.0;1017.0;908.0;880.0;1.4;119.0;194.0
-200.0;908.0;12.2;33.6;19.6;1.0029;1406.0;1077.0;1056.0;935.0;2.1;143.0;280.0
-200.0;907.0;12.6;33.0;20.1;0.9959;1423.0;1086.0;1070.0;924.0;1.9;135.0;276.0
-200.0;1035.0;5.5;24.4;39.1;1.1784;1350.0;969.0;787.0;799.0;1.0;75.0;101.0
-200.0;950.0;7.3;25.2;38.1;1.2049;1393.0;1031.0;871.0;972.0;1.2;96.0;147.0
-200.0;1006.0;12.6;37.1;15.0;0.9297;1380.0;1054.0;1071.0;940.0;1.7;116.0;252.0
-200.0;717.0;8.6;24.3;57.4;1.7233;1585.0;1117.0;922.0;994.0;2.0;83.0;259.0
-200.0;689.0;8.8;22.0;67.0;1.7441;1595.0;1141.0;932.0;1014.0;1.8;71.0;226.0
-200.0;719.0;7.5;22.9;65.7;1.8148;1580.0;1062.0;880.0;924.0;1.5;62.0;161.0
-200.0;747.0;6.5;23.1;70.8;1.98;1562.0;1082.0;834.0;991.0;1.5;64.0;174.0
-200.0;660.0;10.5;18.4;76.3;1.6017;1586.0;1122.0;996.0;1048.0;2.3;62.0;259.0
-200.0;752.0;7.6;18.2;76.4;1.5787;1472.0;983.0;881.0;928.0;1.6;56.0;227.0
-200.0;776.0;7.7;23.1;47.0;1.3122;1485.0;1016.0;888.0;1040.0;1.3;64.0;169.0
-200.0;878.0;4.8;17.9;74.8;1.5219;1374.0;885.0;753.0;813.0;1.1;49.0;147.0
-200.0;747.0;8.7;16.1;76.3;1.3902;1497.0;1014.0;927.0;951.0;1.5;56.0;309.0
-200.0;917.0;4.3;16.9;70.5;1.3504;1290.0;890.0;727.0;833.0;0.7;50.0;151.0
-200.0;750.0;8.0;17.0;70.1;1.3512;1438.0;1019.0;901.0;960.0;1.3;64.0;231.0
-200.0;675.0;9.9;18.7;69.0;1.4727;1489.0;1043.0;975.0;1041.0;1.8;66.0;216.0
-200.0;831.0;5.2;17.6;70.8;1.4105;1362.0;955.0;775.0;862.0;1.2;55.0;140.0
-200.0;874.0;4.7;15.8;73.5;1.3151;1270.0;897.0;750.0;799.0;0.7;46.0;156.0
-200.0;868.0;5.1;17.0;68.0;1.3102;1272.0;908.0;767.0;807.0;0.8;53.0;153.0
-200.0;699.0;8.8;18.5;69.5;1.4657;1481.0;1061.0;931.0;1015.0;1.6;65.0;195.0
-200.0;719.0;7.6;16.8;73.3;1.3915;1430.0;1010.0;884.0;938.0;1.5;59.0;216.0
-200.0;819.0;5.8;21.8;55.5;1.4323;1471.0;903.0;803.0;853.0;0.8;58.0;87.0
-200.0;866.0;4.6;21.0;56.9;1.3999;1394.0;865.0;745.0;901.0;0.7;90.0;164.0
-200.0;846.0;5.3;23.1;49.9;1.3891;1416.0;874.0;776.0;873.0;0.8;73.0;99.0
-200.0;700.0;11.3;31.3;29.1;1.3054;1588.0;1027.0;1024.0;814.0;2.0;80.0;162.0
-200.0;689.0;11.2;30.0;31.6;1.3176;1603.0;1026.0;1020.0;992.0;1.9;122.0;269.0
-200.0;650.0;10.9;18.4;61.3;1.2854;1436.0;1121.0;1012.0;1060.0;1.7;80.0;254.0
-200.0;671.0;9.5;23.7;55.4;1.6031;1637.0;1046.0;960.0;899.0;1.9;96.0;189.0
-200.0;729.0;7.9;19.1;59.2;1.295;1364.0;1069.0;897.0;998.0;1.8;83.0;249.0
-200.0;737.0;7.9;18.8;59.1;1.2702;1359.0;1061.0;895.0;944.0;1.6;73.0;197.0
-200.0;796.0;6.9;17.5;59.4;1.1768;1305.0;992.0;853.0;930.0;1.4;79.0;177.0
-200.0;704.0;14.3;14.8;37.5;0.6259;1346.0;1024.0;1127.0;943.0;3.2;84.0;189.0
-200.0;829.0;7.7;32.3;27.2;1.2933;1478.0;975.0;887.0;737.0;1.5;86.0;85.0
-200.0;760.0;9.5;7.9;73.5;0.7883;1297.0;1021.0;959.0;910.0;2.0;149.0;332.0
-200.0;850.0;5.4;7.6;81.2;0.8483;1151.0;930.0;784.0;902.0;1.1;74.0;174.0
-200.0;872.0;5.4;12.9;70.5;1.0442;1209.0;968.0;785.0;826.0;1.6;111.0;239.0
-200.0;807.0;6.4;14.9;62.5;1.0529;1257.0;978.0;831.0;838.0;1.6;116.0;257.0
-200.0;793.0;6.9;16.3;58.4;1.0729;1277.0;996.0;855.0;884.0;1.6;122.0;311.0
-200.0;792.0;7.0;25.2;40.8;1.2877;1474.0;954.0;855.0;745.0;1.5;94.0;89.0
-200.0;729.0;6.8;26.0;48.0;1.5899;1609.0;1016.0;849.0;872.0;1.5;84.0;99.0
-200.0;677.0;7.8;26.9;49.6;1.7299;1678.0;1093.0;893.0;927.0;1.8;83.0;90.0
-200.0;704.0;6.9;28.1;48.0;1.7933;1639.0;1070.0;852.0;867.0;1.6;85.0;97.0
-200.0;757.0;8.7;36.9;20.9;1.2864;1520.0;1055.0;927.0;716.0;1.7;90.0;87.0
-200.0;770.0;9.1;36.3;19.5;1.1539;1509.0;1036.0;943.0;770.0;1.6;118.0;109.0
-200.0;714.0;11.2;29.9;26.2;1.0891;1549.0;1008.0;1021.0;1176.0;2.0;122.0;177.0
-200.0;714.0;9.9;25.0;36.6;1.143;1509.0;1008.0;973.0;1178.0;1.6;105.0;153.0
-200.0;866.0;5.7;20.1;47.8;1.1093;1392.0;868.0;798.0;824.0;1.1;71.0;83.0
-200.0;844.0;5.7;22.2;43.1;1.1396;1409.0;919.0;799.0;881.0;1.2;50.0;29.0
-200.0;845.0;5.7;26.0;33.1;1.0955;1355.0;902.0;797.0;841.0;1.1;49.0;32.0
-200.0;819.0;6.8;26.6;30.6;1.0459;1371.0;895.0;846.0;787.0;1.2;60.0;41.0
-200.0;808.0;6.5;27.0;30.7;1.079;1410.0;928.0;837.0;871.0;1.4;80.0;62.0
-200.0;758.0;8.6;28.9;28.3;1.1078;1480.0;957.0;926.0;830.0;1.7;92.0;72.0
-200.0;822.0;8.2;32.9;24.9;1.2269;1466.0;937.0;908.0;826.0;1.6;83.0;86.0
-200.0;791.0;6.7;16.9;56.5;1.0801;1297.0;1014.0;843.0;866.0;1.7;116.0;279.0
-200.0;690.0;9.9;17.4;57.3;1.1328;1418.0;1092.0;975.0;990.0;2.3;125.0;310.0
-200.0;690.0;9.8;16.8;58.9;1.1199;1405.0;1077.0;969.0;1023.0;2.2;135.0;337.0
-200.0;833.0;5.9;15.7;60.8;1.0769;1243.0;954.0;807.0;855.0;1.6;115.0;208.0
-200.0;828.0;6.1;15.9;59.6;1.0673;1252.0;971.0;818.0;857.0;1.5;107.0;205.0
-200.0;865.0;5.0;15.6;60.0;1.0594;1212.0;961.0;765.0;811.0;1.6;108.0;217.0
-200.0;876.0;4.9;15.6;60.1;1.0557;1203.0;952.0;758.0;794.0;1.5;111.0;216.0
-200.0;758.0;7.5;18.3;51.6;1.0732;1308.0;1056.0;878.0;856.0;1.9;116.0;244.0
-200.0;767.0;8.0;17.7;51.5;1.0357;1275.0;1030.0;899.0;836.0;1.9;118.0;234.0
-200.0;813.0;6.8;39.9;23.8;1.7127;1583.0;1022.0;849.0;732.0;1.2;44.0;32.0
-200.0;721.0;7.8;29.0;48.5;1.9133;1697.0;1061.0;891.0;894.0;1.2;57.0;53.0
-200.0;841.0;5.6;22.2;53.9;1.4201;1493.0;929.0;791.0;789.0;1.0;41.0;59.0
-200.0;830.0;5.5;26.5;40.7;1.3873;1460.0;959.0;787.0;821.0;0.9;54.0;45.0
-200.0;788.0;8.5;30.4;30.9;1.3219;1543.0;1005.0;919.0;871.0;1.6;87.0;81.0
-200.0;923.0;7.4;35.3;17.0;0.9546;1369.0;892.0;874.0;749.0;1.4;106.0;119.0
-200.0;722.0;10.9;23.6;40.8;1.1746;1616.0;973.0;1010.0;1014.0;1.6;65.0;102.0
-200.0;767.0;8.5;22.2;45.0;1.1867;1534.0;924.0;920.0;946.0;1.3;62.0;92.0
-200.0;870.0;6.3;35.8;25.7;1.4861;1531.0;954.0;826.0;691.0;1.2;70.0;56.0
-200.0;841.0;6.0;26.3;50.1;1.6889;1562.0;955.0;811.0;759.0;1.1;59.0;61.0
-200.0;692.0;9.2;15.9;59.4;1.0628;1355.0;1108.0;945.0;1199.0;2.5;130.0;270.0
-200.0;779.0;7.3;29.8;41.8;1.7269;1633.0;1005.0;868.0;771.0;1.4;85.0;71.0
-200.0;821.0;6.3;24.0;57.2;1.6835;1639.0;967.0;826.0;822.0;1.1;61.0;68.0
-200.0;740.0;7.7;15.7;60.9;1.0774;1298.0;1071.0;885.0;1090.0;2.4;133.0;284.0
-200.0;800.0;5.3;14.5;63.0;1.0319;1248.0;1043.0;776.0;826.0;1.6;98.0;198.0
-200.0;785.0;7.2;33.2;39.2;1.9642;1717.0;1069.0;867.0;880.0;1.6;65.0;92.0
-200.0;803.0;6.9;33.4;39.9;2.0177;1712.0;1066.0;855.0;929.0;1.5;61.0;101.0
-200.0;797.0;5.3;26.7;60.7;2.0977;1665.0;991.0;778.0;910.0;0.8;36.0;29.0
-200.0;740.0;6.6;27.2;59.1;2.0997;1700.0;1066.0;839.0;993.0;1.2;49.0;47.0
-200.0;760.0;9.7;39.6;23.3;1.6535;1649.0;1082.0;965.0;844.0;1.8;126.0;105.0
-200.0;764.0;9.2;39.0;23.7;1.6346;1607.0;1048.0;949.0;831.0;1.5;86.0;88.0
-200.0;830.0;4.7;23.5;67.4;1.9305;1633.0;927.0;747.0;910.0;0.7;34.0;58.0
-200.0;824.0;4.9;28.1;51.6;1.9269;1567.0;942.0;758.0;856.0;0.7;29.0;17.0
-200.0;730.0;8.6;29.8;41.7;1.7167;1685.0;1091.0;925.0;1020.0;1.9;95.0;81.0
-200.0;800.0;8.0;32.7;34.1;1.6592;1608.0;983.0;897.0;804.0;1.2;39.0;42.0
-200.0;771.0;6.5;25.8;60.4;1.9759;1662.0;1001.0;836.0;821.0;1.2;57.0;49.0
-200.0;760.0;8.4;33.5;34.0;1.73;1653.0;1012.0;914.0;858.0;1.7;88.0;80.0
-200.0;789.0;6.4;23.4;64.9;1.843;1662.0;925.0;831.0;975.0;1.2;57.0;57.0
-200.0;847.0;4.4;21.4;75.5;1.9069;1607.0;938.0;734.0;947.0;0.7;57.0;65.0
-200.0;829.0;5.7;22.7;68.4;1.8627;1619.0;1001.0;799.0;859.0;-200.0;72.0;67.0
-200.0;832.0;5.8;32.4;37.3;1.7808;1638.0;1012.0;804.0;766.0;0.9;48.0;53.0
-200.0;820.0;6.2;25.1;53.9;1.689;1637.0;971.0;821.0;811.0;0.9;40.0;28.0
-200.0;745.0;11.7;39.8;20.5;1.4687;1611.0;1072.0;1039.0;817.0;2.2;127.0;120.0
-200.0;801.0;6.4;24.0;53.4;1.5748;1600.0;948.0;829.0;926.0;1.0;71.0;68.0
-200.0;841.0;5.6;23.5;51.3;1.467;1551.0;942.0;791.0;859.0;-200.0;69.0;55.0
-200.0;786.0;10.1;35.3;16.7;0.9402;1480.0;998.0;981.0;797.0;-200.0;117.0;116.0
-200.0;807.0;7.1;21.2;41.2;1.0246;1488.0;918.0;860.0;943.0;-200.0;72.0;74.0
-200.0;808.0;7.8;24.7;32.1;0.9878;1480.0;925.0;890.0;898.0;-200.0;72.0;50.0
-200.0;805.0;8.5;26.3;29.0;0.9807;1472.0;939.0;918.0;923.0;-200.0;96.0;80.0
-200.0;875.0;6.3;20.2;42.5;0.9949;1449.0;851.0;827.0;912.0;-200.0;83.0;76.0
-200.0;846.0;9.3;27.7;24.2;0.882;1479.0;912.0;951.0;861.0;-200.0;114.0;124.0
-200.0;839.0;8.5;31.2;26.6;1.192;1572.0;981.0;918.0;785.0;-200.0;108.0;126.0
