NMHC(GT);PT08.S3(NOx);C6H6(GT);T;RH;AH;PT08.S4(NO2);PT08.S1(CO);PT08.S2(NMHC);PT08.S5(O3);CO(GT);NO2(GT);NOx(GT)
-200.0;844.0;5.7;22.2;43.1;1.1396;1409.0;919.0;799.0;881.0;1.2;50.0;29.0
-200.0;867.0;8.2;35.4;23.8;1.3443;1546.0;976.0;907.0;719.0;-200.0;101.0;86.0
-200.0;619.0;11.4;9.4;44.9;0.5296;1257.0;1233.0;1030.0;1291.0;2.3;176.0;388.0
-200.0;1292.0;2.5;21.7;38.3;0.9842;1325.0;838.0;620.0;502.0;0.7;74.0;62.0
-200.0;1059.0;8.1;27.4;20.5;0.7379;1437.0;985.0;903.0;712.0;1.4;86.0;90.0
-200.0;876.0;4.6;18.1;72.1;1.4834;1381.0;925.0;742.0;842.0;0.7;43.0;127.0
-200.0;888.0;6.8;18.7;73.1;1.5608;1505.0;982.0;850.0;873.0;1.3;79.0;217.0
-200.0;844.0;6.6;19.4;75.4;1.6802;1562.0;976.0;840.0;964.0;0.9;50.0;180.0
483.0;615.0;21.2;21.4;44.4;1.1176;2069.0;1495.0;1331.0;1635.0;3.9;136.0;246.0
-200.0;952.0;5.0;26.7;40.0;1.3754;1508.0;923.0;765.0;786.0;1.0;63.0;47.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;1.6;92.0;224.0
-200.0;730.0;8.6;15.7;77.0;1.3591;1425.0;981.0;923.0;956.0;1.4;54.0;228.0
-200.0;896.0;5.6;24.7;49.2;1.5116;1456.0;956.0;794.0;1007.0;0.8;68.0;144.0
-200.0;446.0;26.6;21.3;61.9;1.5463;1977.0;1521.0;1470.0;1720.0;5.0;139.0;677.0
-200.0;894.0;6.5;16.0;58.3;1.0481;1524.0;983.0;833.0;1012.0;1.2;102.0;116.0
-200.0;923.0;10.0;25.5;25.6;0.8218;1515.0;987.0;979.0;962.0;1.9;101.0;130.0
-200.0;744.0;8.6;19.5;70.0;1.5711;1494.0;1100.0;924.0;963.0;1.9;82.0;236.0
-200.0;766.0;9.9;25.3;39.2;1.2452;1656.0;1086.0;973.0;1089.0;1.9;104.0;121.0
-200.0;745.0;8.1;28.1;50.6;1.8969;1702.0;1070.0;905.0;846.0;1.7;98.0;88.0
-200.0;802.0;10.4;24.4;47.4;1.4301;1731.0;1038.0;992.0;1007.0;1.6;87.0;87.0
-200.0;745.0;11.7;39.8;20.5;1.4687;1611.0;1072.0;1039.0;817.0;2.2;127.0;120.0
-200.0;890.0;8.5;21.3;44.7;1.1157;1639.0;1085.0;918.0;871.0;1.6;79.0;89.0
-200.0;648.0;17.4;17.5;56.4;1.1175;1946.0;1300.0;1221.0;1401.0;3.3;123.0;197.0
-200.0;1536.0;0.6;10.9;50.1;0.6519;917.0;720.0;458.0;358.0;0.3;26.0;33.0
-200.0;908.0;12.2;33.6;19.6;1.0029;1406.0;1077.0;1056.0;935.0;2.1;143.0;280.0
-200.0;746.0;14.1;27.2;30.7;1.0884;1823.0;1146.0;1119.0;1200.0;2.1;101.0;171.0
-200.0;872.0;9.4;23.6;43.2;1.2433;1476.0;990.0;956.0;826.0;1.6;82.0;216.0
-200.0;1088.0;3.5;24.5;40.6;1.2327;1342.0;826.0;682.0;532.0;-200.0;-200.0;-200.0
-200.0;894.0;3.6;2.5;69.5;0.5172;949.0;935.0;689.0;871.0;1.1;118.0;225.0
-200.0;911.0;7.3;19.6;36.3;0.8193;1287.0;971.0;870.0;798.0;2.1;98.0;266.0
-200.0;772.0;7.3;35.7;31.4;1.8025;1632.0;1004.0;868.0;763.0;-200.0;-200.0;-200.0
141.0;994.0;7.7;16.3;38.1;0.7006;1439.0;1009.0;885.0;751.0;1.5;87.0;112.0
-200.0;728.0;9.9;9.4;48.7;0.5748;1131.0;1100.0;974.0;1208.0;2.7;130.0;420.0
-200.0;809.0;5.2;4.7;62.9;0.5424;1012.0;1078.0;775.0;1195.0;1.8;112.0;230.0
-200.0;802.0;8.9;23.4;38.6;1.0968;1566.0;950.0;937.0;989.0;1.2;80.0;64.0
-200.0;957.0;4.1;22.3;47.7;1.2643;1295.0;891.0;714.0;773.0;0.8;68.0;82.0
-200.0;1018.0;4.0;21.7;52.0;1.3313;1475.0;877.0;711.0;580.0;0.4;45.0;41.0
-200.0;653.0;12.4;19.7;56.6;1.2811;1616.0;1182.0;1064.0;1217.0;-200.0;-200.0;-200.0
-200.0;772.0;12.0;23.7;45.4;1.315;1574.0;1064.0;1048.0;1059.0;2.3;110.0;315.0
-200.0;826.0;11.2;31.8;25.6;1.1868;1747.0;1040.0;1022.0;812.0;1.7;98.0;115.0
-200.0;839.0;7.1;8.3;38.5;0.4228;977.0;1008.0;861.0;943.0;2.0;160.0;331.0
