NMHC(GT);CO(GT);NO2(GT);NOx(GT);PT08.S3(NOx);C6H6(GT);T;RH;AH;PT08.S4(NO2);PT08.S1(CO);PT08.S2(NMHC);PT08.S5(O3)
51.0;1.4;80.0;138.0;1030.0;6.4;11.4;70.5;0.9475;1584.0;1157.0;830.0;1083.0
-200.0;1.7;50.0;279.0;653.0;10.8;18.2;70.0;1.4519;1589.0;1147.0;1009.0;1096.0
-200.0;2.3;163.0;325.0;618.0;7.3;13.2;65.6;0.9882;1306.0;1199.0;869.0;1160.0
-200.0;0.9;47.0;147.0;817.0;5.5;18.2;70.1;1.4552;1390.0;981.0;790.0;898.0
-200.0;1.5;56.0;309.0;747.0;8.7;16.1;76.3;1.3902;1497.0;1014.0;927.0;951.0
-200.0;1.6;65.0;195.0;699.0;8.8;18.5;69.5;1.4657;1481.0;1061.0;931.0;1015.0
-200.0;1.9;156.0;266.0;614.0;7.6;18.2;45.9;0.9488;1289.0;1223.0;883.0;968.0
-200.0;1.8;62.0;213.0;698.0;9.2;18.4;68.5;1.439;1467.0;1091.0;945.0;1014.0
84.0;1.6;84.0;160.0;1038.0;7.5;9.9;65.2;0.7956;1556.0;1173.0;878.0;1052.0
-200.0;1.5;59.0;216.0;719.0;7.6;16.8;73.3;1.3915;1430.0;1010.0;884.0;938.0
-200.0;0.8;52.0;162.0;803.0;5.7;16.1;69.6;1.2593;1257.0;951.0;800.0;836.0
-200.0;1.1;58.0;233.0;798.0;6.3;14.0;76.6;1.2183;1307.0;1002.0;828.0;857.0
-200.0;2.8;148.0;312.0;677.0;15.9;27.7;25.1;0.9158;1551.0;1143.0;1176.0;1108.0
-200.0;2.4;129.0;290.0;698.0;13.5;26.4;28.5;0.9658;1483.0;1104.0;1099.0;1147.0
-200.0;1.7;80.0;254.0;650.0;10.9;18.4;61.3;1.2854;1436.0;1121.0;1012.0;1060.0
-200.0;1.9;80.0;224.0;767.0;7.5;18.0;60.4;1.2331;1318.0;1072.0;880.0;928.0
-200.0;2.0;87.0;231.0;737.0;8.4;17.5;60.7;1.2009;1354.0;1075.0;917.0;1037.0
-200.0;0.9;71.0;106.0;981.0;4.1;16.3;56.8;1.047;1223.0;872.0;718.0;872.0
-200.0;1.1;86.0;146.0;879.0;5.9;17.2;53.9;1.0498;1270.0;929.0;805.0;974.0
78.0;1.5;85.0;139.0;1005.0;7.7;10.6;63.3;0.8067;1551.0;1166.0;885.0;1075.0
-200.0;1.1;85.0;135.0;883.0;5.7;18.6;49.1;1.0435;1263.0;930.0;796.0;977.0
-200.0;1.5;111.0;196.0;788.0;8.3;19.8;47.7;1.0885;1359.0;1009.0;911.0;1177.0
-200.0;2.1;129.0;247.0;707.0;11.6;19.8;48.6;1.113;1480.0;1089.0;1037.0;1336.0
-200.0;1.4;79.0;177.0;796.0;6.9;17.5;59.4;1.1768;1305.0;992.0;853.0;930.0
-200.0;2.0;112.0;251.0;788.0;11.8;24.2;27.2;0.8128;1401.0;1020.0;1042.0;927.0
-200.0;1.8;107.0;244.0;829.0;9.6;23.3;28.3;0.8012;1316.0;969.0;962.0;856.0
-200.0;1.6;99.0;230.0;853.0;9.2;23.8;27.0;0.7845;1306.0;961.0;949.0;812.0
-200.0;1.9;90.0;226.0;852.0;9.1;22.3;29.5;0.7838;1276.0;937.0;942.0;773.0
-200.0;1.6;95.0;252.0;886.0;8.3;21.9;30.7;0.7961;1275.0;917.0;910.0;744.0
-200.0;1.7;123.0;327.0;862.0;9.2;23.7;29.6;0.8537;1328.0;964.0;947.0;907.0
-200.0;1.9;103.0;325.0;847.0;9.1;22.2;33.6;0.8886;1351.0;992.0;943.0;936.0
-200.0;0.8;152.0;289.0;641.0;7.5;14.0;47.8;0.7582;1224.0;1177.0;878.0;844.0
-200.0;2.3;127.0;342.0;733.0;11.4;13.4;48.4;0.7397;1255.0;1001.0;1029.0;1034.0
-200.0;2.2;132.0;358.0;780.0;11.2;13.1;40.4;0.606;1226.0;973.0;1023.0;964.0
-200.0;1.9;115.0;294.0;829.0;8.6;18.0;42.7;0.8745;1351.0;1010.0;925.0;996.0
-200.0;1.8;112.0;268.0;853.0;7.7;18.7;39.7;0.8482;1311.0;963.0;887.0;938.0
-200.0;2.1;98.0;266.0;911.0;7.3;19.6;36.3;0.8193;1287.0;971.0;870.0;798.0
-200.0;2.1;113.0;170.0;902.0;8.9;13.8;58.0;0.9083;1623.0;1300.0;935.0;1145.0
-200.0;3.3;127.0;371.0;795.0;10.7;20.3;35.5;0.833;1384.0;1066.0;1004.0;1006.0
-200.0;1.7;93.0;123.0;914.0;7.1;16.3;59.0;1.0868;1633.0;1301.0;862.0;1114.0
-200.0;1.8;81.0;106.0;911.0;7.3;18.9;49.6;1.07;1646.0;1279.0;870.0;1000.0
-200.0;1.8;82.0;103.0;953.0;7.6;19.4;46.1;1.0249;1617.0;1267.0;883.0;906.0
-200.0;1.9;93.0;112.0;920.0;7.9;16.4;55.1;1.0198;1624.0;1211.0;896.0;1066.0
-200.0;1.7;86.0;93.0;995.0;6.1;16.1;60.0;1.0919;1582.0;1161.0;815.0;909.0
-200.0;1.5;76.0;74.0;1050.0;5.1;15.8;60.5;1.0805;1547.0;1095.0;767.0;818.0
-200.0;2.2;99.0;261.0;908.0;7.8;21.5;31.4;0.7943;1278.0;990.0;891.0;765.0
-200.0;2.7;95.0;234.0;823.0;10.3;23.1;27.0;0.7538;1327.0;992.0;987.0;781.0
-200.0;1.4;90.0;205.0;872.0;7.8;15.6;51.9;0.9135;1287.0;915.0;893.0;953.0
-200.0;2.5;101.0;341.0;739.0;11.7;15.5;52.2;0.9136;1413.0;1063.0;1040.0;1166.0
-200.0;2.4;97.0;330.0;794.0;10.9;17.0;43.0;0.8242;1350.0;1067.0;1013.0;1133.0
-200.0;1.6;165.0;354.0;857.0;6.7;6.9;86.0;0.8632;1213.0;969.0;843.0;821.0
-200.0;0.5;151.0;238.0;702.0;6.0;10.6;55.9;0.7138;1156.0;1151.0;813.0;1073.0
-200.0;0.8;165.0;287.0;690.0;6.8;12.2;50.9;0.7202;1146.0;1096.0;850.0;943.0
-200.0;1.9;175.0;391.0;808.0;7.8;9.5;70.0;0.8296;1237.0;996.0;893.0;895.0
-200.0;2.7;145.0;457.0;736.0;10.8;10.5;62.2;0.7923;1301.0;1055.0;1007.0;1019.0
-200.0;2.1;98.0;448.0;752.0;9.8;11.4;59.1;0.7963;1283.0;1023.0;971.0;993.0
-200.0;1.3;83.0;232.0;792.0;8.4;20.8;62.2;1.5119;1579.0;1062.0;915.0;929.0
-200.0;0.7;64.0;80.0;908.0;4.6;22.3;55.8;1.4828;1394.0;923.0;744.0;815.0
-200.0;0.9;59.0;83.0;915.0;5.3;21.5;57.9;1.4658;1419.0;942.0;780.0;737.0
-200.0;1.0;64.0;97.0;859.0;6.5;22.7;53.7;1.458;1437.0;969.0;835.0;773.0
-200.0;1.7;94.0;179.0;763.0;8.9;22.5;53.7;1.4486;1504.0;1071.0;934.0;942.0
-200.0;2.1;109.0;218.0;721.0;10.3;24.1;50.7;1.4959;1559.0;1111.0;991.0;1028.0
-200.0;0.9;66.0;132.0;892.0;6.3;21.3;63.2;1.5794;1491.0;961.0;828.0;837.0
-200.0;2.3;143.0;275.0;671.0;12.7;29.2;37.9;1.5116;1635.0;1142.0;1073.0;987.0
-200.0;1.1;156.0;289.0;585.0;10.2;18.8;31.5;0.6752;1252.0;1201.0;985.0;996.0
-200.0;2.1;132.0;344.0;713.0;9.4;9.3;73.5;0.8651;1271.0;1038.0;957.0;1092.0
-200.0;1.4;97.0;219.0;797.0;6.6;9.2;73.9;0.8616;1189.0;960.0;838.0;996.0
-200.0;1.4;79.0;231.0;804.0;8.1;18.3;65.5;1.3686;1499.0;1013.0;905.0;974.0
-200.0;1.8;106.0;193.0;878.0;8.3;34.6;22.4;1.212;1385.0;1045.0;910.0;742.0
-200.0;2.0;87.0;137.0;771.0;10.8;29.8;28.5;1.1809;1545.0;1021.0;1009.0;769.0
-200.0;2.0;106.0;178.0;761.0;11.9;29.6;28.6;1.1628;1549.0;1059.0;1047.0;841.0
-200.0;2.2;129.0;250.0;754.0;11.0;32.2;24.7;1.1696;1508.0;1098.0;1015.0;996.0
-200.0;2.1;115.0;251.0;784.0;10.2;30.0;28.5;1.1883;1485.0;1083.0;984.0;1049.0
-200.0;1.5;100.0;204.0;936.0;6.5;28.4;28.3;1.0798;1338.0;979.0;835.0;700.0
-200.0;1.6;79.0;210.0;926.0;7.6;27.6;28.7;1.0406;1339.0;953.0;881.0;704.0
88.0;1.6;90.0;132.0;1015.0;6.7;8.5;66.3;0.7375;1438.0;1122.0;842.0;974.0
-200.0;1.4;78.0;189.0;957.0;6.6;27.7;28.1;1.0272;1319.0;930.0;838.0;680.0
-200.0;1.4;83.0;210.0;949.0;6.6;25.4;34.8;1.1119;1324.0;925.0;838.0;728.0
-200.0;1.6;89.0;233.0;892.0;7.9;24.3;39.5;1.1842;1413.0;982.0;895.0;859.0
-200.0;3.1;129.0;341.0;733.0;15.9;22.8;42.5;1.1608;1605.0;1082.0;1178.0;1077.0
-200.0;2.7;116.0;310.0;741.0;14.8;23.2;43.3;1.2161;1647.0;1103.0;1143.0;1089.0
-200.0;2.9;112.0;320.0;733.0;15.2;23.6;42.8;1.23;1660.0;1140.0;1155.0;1105.0
-200.0;2.4;115.0;303.0;798.0;12.5;23.9;40.8;1.1937;1556.0;1071.0;1068.0;988.0
-200.0;1.6;82.0;216.0;872.0;9.4;23.6;43.2;1.2433;1476.0;990.0;956.0;826.0
-200.0;1.1;81.0;169.0;988.0;6.3;23.2;42.8;1.2017;1357.0;893.0;828.0;672.0
-200.0;2.1;88.0;257.0;832.0;10.7;23.4;40.4;1.15;1490.0;1004.0;1004.0;911.0
-200.0;1.6;89.0;209.0;889.0;9.0;22.8;41.8;1.1417;1441.0;962.0;940.0;855.0
-200.0;1.6;113.0;351.0;902.0;8.6;23.5;41.6;1.1884;1460.0;951.0;926.0;949.0
-200.0;1.6;95.0;337.0;932.0;7.6;22.0;47.0;1.2259;1417.0;961.0;881.0;901.0
-200.0;1.4;81.0;239.0;979.0;6.7;20.2;53.1;1.2442;1398.0;926.0;845.0;851.0
-200.0;2.2;91.0;342.0;854.0;9.7;19.7;57.8;1.3112;1544.0;1036.0;965.0;987.0
-200.0;1.2;114.0;193.0;930.0;4.8;12.3;73.4;1.049;1172.0;904.0;754.0;805.0
-200.0;1.2;92.0;167.0;926.0;4.5;12.9;69.9;1.0371;1180.0;932.0;740.0;774.0
-200.0;1.6;111.0;239.0;872.0;5.4;12.9;70.5;1.0442;1209.0;968.0;785.0;826.0
-200.0;0.8;72.0;178.0;1022.0;6.1;21.4;52.1;1.3125;1408.0;834.0;817.0;774.0
-200.0;2.0;94.0;214.0;845.0;9.4;21.2;55.2;1.3699;1528.0;997.0;955.0;926.0
78.0;1.5;71.0;98.0;1050.0;6.7;7.2;63.9;0.65;1418.0;1124.0;842.0;936.0
128.0;1.8;84.0;128.0;922.0;8.5;11.1;50.5;0.6654;1530.0;1163.0;919.0;1076.0
-200.0;2.9;117.0;302.0;725.0;13.8;21.3;54.8;1.3742;1641.0;1092.0;1110.0;1105.0
-200.0;2.3;110.0;315.0;772.0;12.0;23.7;45.4;1.315;1574.0;1064.0;1048.0;1059.0
-200.0;1.9;107.0;339.0;816.0;10.2;23.3;46.2;1.301;1524.0;1021.0;985.0;977.0
-200.0;1.7;102.0;279.0;834.0;9.8;22.9;47.9;1.3208;1514.0;1005.0;972.0;952.0
-200.0;2.1;127.0;333.0;771.0;11.7;23.3;47.1;1.3281;1609.0;1044.0;1039.0;1076.0
-200.0;1.7;95.0;248.0;798.0;10.0;21.1;58.3;1.4444;1580.0;1021.0;979.0;958.0
-200.0;1.3;79.0;217.0;888.0;6.8;18.7;73.1;1.5608;1505.0;982.0;850.0;873.0
-200.0;1.4;53.0;239.0;740.0;10.1;19.7;74.4;1.6829;1699.0;1066.0;982.0;1065.0
-200.0;0.9;50.0;180.0;844.0;6.6;19.4;75.4;1.6802;1562.0;976.0;840.0;964.0
-200.0;2.7;149.0;363.0;846.0;14.3;33.4;20.3;1.027;1511.0;1146.0;1125.0;1016.0
-200.0;2.5;153.0;365.0;882.0;13.4;34.9;18.4;1.0106;1450.0;1110.0;1098.0;1009.0
-200.0;2.1;143.0;280.0;908.0;12.2;33.6;19.6;1.0029;1406.0;1077.0;1056.0;935.0
-200.0;1.9;135.0;276.0;907.0;12.6;33.0;20.1;0.9959;1423.0;1086.0;1070.0;924.0
-200.0;2.4;151.0;345.0;866.0;15.4;34.3;17.7;0.9416;1499.0;1112.0;1161.0;1088.0
-200.0;2.0;131.0;353.0;871.0;12.8;30.3;23.0;0.977;1457.0;1093.0;1076.0;1125.0
-200.0;2.4;152.0;329.0;924.0;15.0;35.4;16.6;0.9385;1473.0;1148.0;1149.0;1047.0
-200.0;1.4;119.0;180.0;1114.0;7.5;24.9;28.3;0.8775;1261.0;999.0;879.0;960.0
-200.0;2.0;131.0;251.0;984.0;10.6;25.4;30.5;0.9722;1361.0;1100.0;999.0;1145.0
-200.0;1.4;122.0;358.0;797.0;6.6;6.1;76.7;0.7271;1127.0;996.0;841.0;1005.0
117.0;1.7;118.0;144.0;957.0;6.5;11.5;71.0;0.9582;1498.0;1197.0;837.0;965.0
-200.0;1.8;102.0;266.0;747.0;7.6;9.9;62.1;0.7566;1180.0;1105.0;883.0;1179.0
-200.0;2.1;98.0;308.0;712.0;8.1;8.9;71.8;0.818;1215.0;1121.0;901.0;1134.0
-200.0;-200.0;79.0;209.0;757.0;6.6;8.7;77.6;0.8753;1202.0;1090.0;841.0;989.0
-200.0;1.2;77.0;196.0;844.0;4.8;9.0;77.3;0.8873;1153.0;982.0;752.0;897.0
-200.0;1.9;98.0;197.0;857.0;7.3;16.8;58.7;1.1109;1310.0;1114.0;872.0;991.0
-200.0;1.4;81.0;169.0;1031.0;5.1;13.8;80.4;1.2621;1302.0;1052.0;766.0;796.0
-200.0;0.8;58.0;87.0;819.0;5.8;21.8;55.5;1.4323;1471.0;903.0;803.0;853.0
-200.0;0.7;90.0;164.0;866.0;4.6;21.0;56.9;1.3999;1394.0;865.0;745.0;901.0
-200.0;0.6;65.0;87.0;907.0;4.0;21.8;54.1;1.4004;1348.0;834.0;709.0;835.0
-200.0;0.8;73.0;99.0;846.0;5.3;23.1;49.9;1.3891;1416.0;874.0;776.0;873.0
124.0;1.6;88.0;130.0;970.0;6.8;19.7;38.4;0.8743;1489.0;1094.0;850.0;871.0
-200.0;1.5;96.0;167.0;726.0;7.5;24.4;45.6;1.3779;1484.0;962.0;880.0;1050.0
-200.0;2.0;126.0;242.0;622.0;11.4;24.3;44.7;1.3432;1663.0;1060.0;1029.0;1210.0
-200.0;1.9;125.0;225.0;635.0;11.6;25.3;41.7;1.3247;1632.0;1055.0;1037.0;1161.0
-200.0;1.7;121.0;201.0;700.0;9.5;26.6;39.9;1.3657;1560.0;1031.0;958.0;1074.0
-200.0;2.2;126.0;252.0;650.0;11.4;27.2;37.4;1.3279;1612.0;1068.0;1029.0;1192.0
-200.0;1.3;89.0;302.0;819.0;6.1;12.2;78.8;1.1178;1314.0;1012.0;817.0;878.0
-200.0;1.3;92.0;268.0;687.0;8.5;19.8;64.3;1.4678;1556.0;1039.0;921.0;1115.0
-200.0;0.6;63.0;121.0;802.0;4.3;19.7;66.8;1.5184;1418.0;913.0;728.0;887.0
-200.0;1.3;79.0;136.0;742.0;7.0;22.8;58.5;1.5992;1544.0;953.0;858.0;780.0
-200.0;1.9;96.0;189.0;671.0;9.5;23.7;55.4;1.6031;1637.0;1046.0;960.0;899.0
-200.0;1.8;104.0;200.0;655.0;10.4;24.4;53.4;1.6031;1672.0;1063.0;991.0;966.0
-200.0;2.0;105.0;206.0;639.0;10.9;25.2;50.1;1.58;1655.0;1073.0;1009.0;955.0
-200.0;2.1;98.0;187.0;621.0;11.5;25.7;48.7;1.5825;1730.0;1095.0;1032.0;984.0
-200.0;1.4;71.0;132.0;756.0;7.6;34.5;28.6;1.5393;1560.0;1040.0;882.0;635.0
-200.0;1.4;77.0;170.0;1035.0;4.4;15.3;59.1;1.0191;1149.0;992.0;731.0;911.0
-200.0;1.7;75.0;212.0;1075.0;7.9;11.6;72.5;0.9916;1262.0;1080.0;896.0;1033.0
-200.0;1.0;68.0;172.0;917.0;4.0;11.8;71.4;0.9864;1139.0;950.0;713.0;841.0
-200.0;1.1;69.0;184.0;923.0;4.0;13.2;65.2;0.9841;1157.0;973.0;712.0;831.0
-200.0;1.7;81.0;310.0;751.0;7.6;13.1;66.2;0.9933;1280.0;1111.0;884.0;1025.0
-200.0;2.3;95.0;363.0;701.0;9.8;14.3;63.3;1.0266;1365.0;1206.0;969.0;1178.0
-200.0;2.1;92.0;302.0;732.0;9.5;16.0;58.1;1.0482;1330.0;1202.0;958.0;1181.0
-200.0;2.3;98.0;258.0;763.0;6.9;17.3;53.3;1.0407;1279.0;1102.0;855.0;1039.0
-200.0;1.2;82.0;179.0;911.0;4.6;16.7;54.7;1.0311;1180.0;997.0;742.0;899.0
-200.0;1.9;165.0;363.0;670.0;7.5;6.3;75.7;0.7252;1252.0;1216.0;879.0;1111.0
-200.0;1.7;151.0;291.0;740.0;5.5;6.3;72.1;0.6907;1147.0;1124.0;787.0;941.0
-200.0;0.9;55.0;38.0;879.0;5.0;23.3;45.3;1.2794;1388.0;882.0;763.0;656.0
-200.0;1.5;84.0;75.0;753.0;7.0;24.3;43.3;1.2973;1485.0;969.0;857.0;821.0
-200.0;1.5;94.0;89.0;792.0;7.0;25.2;40.8;1.2877;1474.0;954.0;855.0;745.0
-200.0;1.4;83.0;72.0;804.0;6.8;26.3;37.3;1.2555;1479.0;939.0;849.0;650.0
138.0;1.6;93.0;92.0;968.0;7.0;15.3;41.5;0.7194;1410.0;1045.0;857.0;922.0
92.0;1.4;99.0;95.0;993.0;6.3;14.1;46.0;0.7363;1411.0;1058.0;824.0;971.0
-200.0;1.3;62.0;66.0;740.0;5.7;27.5;50.4;1.8284;1604.0;1059.0;800.0;739.0
-200.0;1.3;61.0;67.0;749.0;5.2;27.5;50.4;1.8274;1568.0;1038.0;773.0;687.0
-200.0;1.4;65.0;70.0;737.0;6.8;29.8;43.4;1.7988;1604.0;1072.0;850.0;702.0
-200.0;1.6;118.0;109.0;770.0;9.1;36.3;19.5;1.1539;1509.0;1036.0;943.0;770.0
-200.0;1.3;107.0;92.0;875.0;7.1;34.6;18.2;0.9832;1363.0;923.0;862.0;626.0
-200.0;1.6;115.0;96.0;787.0;9.5;35.0;17.9;0.99;1438.0;964.0;959.0;731.0
-200.0;1.6;121.0;126.0;800.0;8.3;32.9;21.8;1.0714;1441.0;973.0;911.0;891.0
-200.0;2.0;122.0;177.0;714.0;11.2;29.9;26.2;1.0891;1549.0;1008.0;1021.0;1176.0
-200.0;1.6;105.0;153.0;714.0;9.9;25.0;36.6;1.143;1509.0;1008.0;973.0;1178.0
-200.0;1.6;94.0;149.0;725.0;10.0;20.6;45.5;1.0925;1515.0;965.0;977.0;1014.0
-200.0;1.1;71.0;83.0;866.0;5.7;20.1;47.8;1.1093;1392.0;868.0;798.0;824.0
77.0;1.3;79.0;83.0;1014.0;5.4;12.0;66.9;0.9336;1449.0;1047.0;783.0;975.0
98.0;1.7;78.0;118.0;929.0;6.9;11.5;70.1;0.9503;1533.0;1116.0;854.0;1034.0
102.0;1.7;75.0;101.0;951.0;6.4;11.4;69.8;0.939;1507.0;1074.0;832.0;980.0
-200.0;1.4;96.0;221.0;870.0;5.5;15.4;58.9;1.02;1183.0;1049.0;790.0;1019.0
-200.0;1.9;107.0;303.0;800.0;6.5;15.2;58.0;0.9927;1207.0;1082.0;834.0;1057.0
-200.0;1.2;50.0;29.0;844.0;5.7;22.2;43.1;1.1396;1409.0;919.0;799.0;881.0
157.0;2.0;84.0;124.0;869.0;8.8;15.0;53.1;0.8993;1588.0;1112.0;931.0;1011.0
172.0;1.9;90.0;124.0;897.0;8.4;16.6;44.4;0.8313;1542.0;1112.0;917.0;931.0
114.0;2.1;89.0;115.0;971.0;7.5;18.0;38.4;0.7862;1481.0;1063.0;877.0;811.0
-200.0;2.4;114.0;357.0;756.0;8.9;16.5;55.3;1.0267;1301.0;1166.0;935.0;1135.0
-200.0;1.5;103.0;286.0;993.0;5.4;15.5;51.7;0.9033;1161.0;962.0;785.0;870.0
-200.0;1.6;100.0;259.0;989.0;6.0;14.9;53.4;0.8998;1189.0;969.0;812.0;842.0
-200.0;1.8;95.0;265.0;915.0;7.1;15.2;51.0;0.8762;1257.0;1010.0;863.0;886.0
149.0;1.7;88.0;110.0;920.0;7.7;16.3;41.8;0.7712;1462.0;1061.0;887.0;869.0
-200.0;1.4;99.0;249.0;945.0;5.3;15.2;50.1;0.858;1142.0;946.0;780.0;801.0
-200.0;1.7;102.0;268.0;876.0;7.2;15.6;46.6;0.8176;1190.0;988.0;865.0;895.0
-200.0;1.7;60.0;46.0;735.0;8.5;37.2;29.1;1.8185;1676.0;1063.0;919.0;821.0
-200.0;1.7;63.0;51.0;723.0;9.3;39.6;24.3;1.7255;1688.0;1091.0;953.0;853.0
-200.0;3.5;161.0;272.0;713.0;8.1;7.2;56.7;0.579;1106.0;1087.0;903.0;1026.0
-200.0;3.7;157.0;275.0;663.0;10.2;7.3;56.7;0.5806;1188.0;1138.0;986.0;1030.0
-200.0;1.2;44.0;32.0;813.0;6.8;39.9;23.8;1.7127;1583.0;1022.0;849.0;732.0
136.0;2.2;106.0;119.0;877.0;7.3;13.9;64.0;1.013;1532.0;1207.0;868.0;1075.0
114.0;2.0;108.0;120.0;882.0;7.1;13.7;66.8;1.041;1547.0;1209.0;863.0;1084.0
110.0;1.9;93.0;96.0;887.0;6.7;13.4;69.6;1.0688;1566.0;1189.0;844.0;1049.0
127.0;1.6;83.0;77.0;899.0;6.0;12.8;71.9;1.0632;1532.0;1132.0;810.0;1021.0
-200.0;1.0;36.0;27.0;870.0;5.4;39.5;24.3;1.7216;1530.0;966.0;784.0;652.0
-200.0;1.1;43.0;32.0;858.0;5.6;37.7;27.7;1.778;1549.0;980.0;793.0;654.0
93.0;1.2;77.0;97.0;941.0;5.4;11.6;76.4;1.0415;1505.0;1075.0;782.0;988.0
-200.0;1.1;35.0;33.0;830.0;6.1;36.9;30.9;1.8934;1614.0;1011.0;816.0;680.0
-200.0;1.2;47.0;47.0;793.0;6.5;32.5;39.4;1.8982;1640.0;1031.0;834.0;737.0
-200.0;1.0;39.0;31.0;803.0;6.3;31.0;42.9;1.8909;1612.0;1012.0;824.0;710.0
-200.0;3.2;135.0;388.0;777.0;12.2;15.1;45.4;0.7759;1301.0;1114.0;1057.0;1079.0
-200.0;2.6;124.0;285.0;1028.0;10.3;14.5;45.4;0.7458;1247.0;1006.0;987.0;964.0
-200.0;2.0;119.0;142.0;717.0;10.0;33.3;28.2;1.4189;1633.0;1094.0;979.0;1192.0
-200.0;1.0;41.0;59.0;841.0;5.6;22.2;53.9;1.4201;1493.0;929.0;791.0;789.0
-200.0;0.9;47.0;40.0;858.0;4.9;26.7;49.5;1.7048;1544.0;939.0;758.0;664.0
-200.0;1.0;53.0;43.0;825.0;5.2;27.1;48.2;1.7075;1562.0;935.0;774.0;687.0
-200.0;1.2;72.0;57.0;797.0;6.1;28.2;45.9;1.7272;1590.0;979.0;818.0;732.0
-200.0;1.4;85.0;71.0;779.0;7.3;29.8;41.8;1.7269;1633.0;1005.0;868.0;771.0
-200.0;1.2;73.0;56.0;801.0;6.6;32.0;38.2;1.788;1614.0;1001.0;838.0;668.0
-200.0;1.4;62.0;60.0;774.0;7.0;27.4;59.4;2.1395;1736.0;1033.0;856.0;769.0
-200.0;1.3;67.0;53.0;792.0;7.5;29.3;50.2;2.0127;1691.0;1008.0;878.0;722.0
-200.0;0.7;37.0;47.0;888.0;4.2;25.8;64.6;2.1195;1651.0;931.0;721.0;799.0
-200.0;1.1;42.0;78.0;717.0;7.2;26.1;63.7;2.117;1768.0;1074.0;866.0;1075.0
-200.0;0.7;32.0;50.0;895.0;3.5;25.9;63.6;2.102;1632.0;941.0;685.0;834.0
-200.0;0.8;36.0;29.0;797.0;5.3;26.7;60.7;2.0977;1665.0;991.0;778.0;910.0
-200.0;1.2;49.0;47.0;740.0;6.6;27.2;59.1;2.0997;1700.0;1066.0;839.0;993.0
-200.0;1.5;60.0;65.0;697.0;8.8;28.2;55.0;2.0697;1748.0;1118.0;930.0;1027.0
-200.0;1.6;62.0;58.0;725.0;8.6;30.7;48.1;2.0821;1757.0;1106.0;924.0;910.0
