NMHC(GT);CO(GT);NO2(GT);NOx(GT);PT08.S3(NOx);C6H6(GT);T;RH;AH;PT08.S4(NO2);PT08.S1(CO);PT08.S2(NMHC);PT08.S5(O3)
-200.0;1.3;134.0;195.0;721.0;5.1;11.9;53.4;0.7414;1093.0;1076.0;770.0;1107.0
366.0;4.0;161.0;252.0;724.0;22.3;25.3;26.1;0.8264;1998.0;1579.0;1359.0;1671.0
-200.0;1.4;150.0;224.0;690.0;5.9;12.4;52.2;0.7513;1123.0;1101.0;809.0;1201.0
20.0;0.6;57.0;37.0;1293.0;2.5;12.0;58.9;0.8233;1307.0;931.0;623.0;828.0
26.0;0.7;71.0;68.0;1251.0;3.0;10.9;62.1;0.8113;1333.0;938.0;650.0;893.0
78.0;1.5;85.0;139.0;1005.0;7.7;10.6;63.3;0.8067;1551.0;1166.0;885.0;1075.0
-200.0;1.9;173.0;299.0;620.0;8.1;13.7;48.6;0.7555;1185.0;1196.0;902.0;1390.0
-200.0;2.2;188.0;333.0;611.0;9.1;14.6;44.5;0.7337;1224.0;1210.0;943.0;1390.0
-200.0;2.7;165.0;341.0;530.0;15.0;22.7;24.4;0.6661;1353.0;1300.0;1149.0;1182.0
-200.0;1.9;147.0;276.0;638.0;8.6;26.2;19.4;0.6491;1158.0;1131.0;925.0;831.0
-200.0;2.2;139.0;171.0;899.0;12.5;23.8;28.2;0.8219;1663.0;1379.0;1068.0;1374.0
-200.0;2.2;133.0;149.0;891.0;12.2;24.2;28.7;0.8515;1648.0;1385.0;1056.0;1268.0
-200.0;2.3;126.0;137.0;901.0;13.1;25.2;24.9;0.7829;1660.0;1379.0;1087.0;1144.0
-200.0;2.2;128.0;149.0;934.0;14.4;27.0;17.8;0.6275;1639.0;1322.0;1129.0;1109.0
-200.0;2.4;158.0;391.0;597.0;10.8;20.2;32.2;0.7526;1308.0;1263.0;1008.0;1121.0
-200.0;2.7;149.0;166.0;873.0;14.5;25.8;23.9;0.7832;1689.0;1409.0;1131.0;1206.0
-200.0;2.4;201.0;550.0;522.0;14.1;13.2;51.4;0.776;1415.0;1383.0;1119.0;1310.0
-200.0;0.8;152.0;289.0;641.0;7.5;14.0;47.8;0.7582;1224.0;1177.0;878.0;844.0
-200.0;0.9;156.0;285.0;622.0;8.3;15.6;40.0;0.7018;1208.0;1153.0;910.0;827.0
-200.0;0.7;146.0;270.0;648.0;7.6;17.5;34.1;0.6775;1140.0;1126.0;881.0;728.0
-200.0;0.4;114.0;191.0;699.0;5.5;17.6;35.5;0.7065;1115.0;1096.0;788.0;583.0
-200.0;0.2;105.0;160.0;765.0;3.8;17.7;35.0;0.7014;1042.0;1038.0;699.0;515.0
-200.0;1.1;91.0;115.0;1161.0;4.3;13.5;58.4;0.896;1461.0;1064.0;728.0;842.0
-200.0;2.1;113.0;170.0;902.0;8.9;13.8;58.0;0.9083;1623.0;1300.0;935.0;1145.0
-200.0;-200.0;85.0;113.0;873.0;2.3;10.3;59.4;0.7459;1027.0;1015.0;608.0;655.0
-200.0;1.7;93.0;123.0;914.0;7.1;16.3;59.0;1.0868;1633.0;1301.0;862.0;1114.0
-200.0;1.8;81.0;106.0;911.0;7.3;18.9;49.6;1.07;1646.0;1279.0;870.0;1000.0
-200.0;1.8;82.0;103.0;953.0;7.6;19.4;46.1;1.0249;1617.0;1267.0;883.0;906.0
-200.0;1.9;93.0;112.0;920.0;7.9;16.4;55.1;1.0198;1624.0;1211.0;896.0;1066.0
-200.0;1.7;86.0;93.0;995.0;6.1;16.1;60.0;1.0919;1582.0;1161.0;815.0;909.0
-200.0;1.5;76.0;74.0;1050.0;5.1;15.8;60.5;1.0805;1547.0;1095.0;767.0;818.0
-200.0;0.3;134.0;195.0;705.0;4.5;10.2;57.9;0.7191;1113.0;1128.0;740.0;1064.0
-200.0;0.4;147.0;234.0;706.0;4.9;10.0;57.3;0.7015;1113.0;1152.0;759.0;1094.0
-200.0;0.4;145.0;231.0;765.0;3.9;10.2;55.8;0.6927;1077.0;1078.0;704.0;898.0
47.0;0.7;70.0;51.0;1298.0;2.5;13.0;56.8;0.8444;1330.0;941.0;621.0;714.0
32.0;0.8;57.0;43.0;1496.0;1.7;10.8;57.2;0.7382;1255.0;954.0;561.0;612.0
-200.0;1.0;174.0;312.0;688.0;5.7;10.3;55.9;0.7014;1157.0;1189.0;797.0;1213.0
-200.0;0.5;151.0;238.0;702.0;6.0;10.6;55.9;0.7138;1156.0;1151.0;813.0;1073.0
-200.0;0.8;165.0;287.0;690.0;6.8;12.2;50.9;0.7202;1146.0;1096.0;850.0;943.0
84.0;1.2;75.0;79.0;1186.0;4.8;10.4;59.2;0.7455;1403.0;1045.0;751.0;800.0
332.0;2.9;123.0;204.0;779.0;11.3;12.3;73.3;1.0442;1772.0;1430.0;1025.0;1166.0
-200.0;3.7;182.0;640.0;525.0;17.4;8.7;66.3;0.7491;1454.0;1361.0;1223.0;1648.0
214.0;2.6;125.0;169.0;928.0;9.4;10.3;66.3;0.8336;1571.0;1179.0;955.0;899.0
211.0;2.0;96.0;132.0;958.0;8.9;14.2;48.4;0.778;1570.0;1106.0;935.0;819.0
168.0;1.9;81.0;106.0;976.0;8.2;14.2;46.3;0.7438;1492.0;1038.0;907.0;723.0
154.0;1.9;92.0;125.0;986.0;8.6;16.0;41.3;0.7462;1501.0;1084.0;924.0;786.0
267.0;2.2;105.0;138.0;939.0;10.1;17.7;35.4;0.7094;1545.0;1105.0;982.0;850.0
143.0;2.0;88.0;120.0;968.0;9.4;17.1;37.4;0.7225;1527.0;1102.0;957.0;820.0
-200.0;1.5;181.0;376.0;533.0;13.9;16.0;35.3;0.6356;1349.0;1254.0;1112.0;1161.0
-200.0;1.3;168.0;324.0;601.0;10.4;18.2;28.1;0.5817;1211.0;1161.0;992.0;906.0
-200.0;1.1;156.0;289.0;585.0;10.2;18.8;31.5;0.6752;1252.0;1201.0;985.0;996.0
234.0;2.5;119.0;150.0;904.0;10.3;12.2;53.2;0.7555;1539.0;1183.0;989.0;1205.0
104.0;1.5;106.0;99.0;1083.0;5.7;10.6;56.1;0.714;1376.0;1014.0;798.0;909.0
67.0;1.2;92.0;75.0;1154.0;4.5;9.9;59.5;0.7276;1324.0;979.0;736.0;769.0
88.0;1.7;97.0;93.0;1098.0;5.5;9.6;61.1;0.7323;1373.0;1048.0;787.0;835.0
79.0;1.4;91.0;79.0;1131.0;4.8;9.7;61.6;0.7425;1357.0;1024.0;753.0;793.0
61.0;1.2;83.0;67.0;1208.0;3.6;9.4;62.6;0.7398;1313.0;974.0;690.0;733.0
-200.0;1.7;180.0;417.0;544.0;12.3;19.3;29.9;0.6604;1319.0;1260.0;1059.0;1161.0
-200.0;2.2;182.0;466.0;508.0;14.2;18.8;31.8;0.6853;1404.0;1328.0;1123.0;1339.0
52.0;0.8;73.0;72.0;1210.0;3.0;7.7;72.4;0.7655;1312.0;952.0;654.0;832.0
64.0;0.9;78.0;103.0;1130.0;4.0;8.0;71.8;0.7711;1363.0;1005.0;713.0;924.0
88.0;1.6;90.0;132.0;1015.0;6.7;8.5;66.3;0.7375;1438.0;1122.0;842.0;974.0
-200.0;1.5;172.0;354.0;551.0;12.1;17.8;33.3;0.6741;1297.0;1258.0;1052.0;1205.0
-200.0;1.0;162.0;339.0;618.0;9.3;17.2;30.6;0.5949;1162.0;1203.0;951.0;1305.0
-200.0;3.5;173.0;539.0;573.0;14.4;10.8;40.3;0.5201;1255.0;1268.0;1128.0;1533.0
321.0;2.6;107.0;161.0;787.0;12.3;23.9;33.7;0.9837;1727.0;1301.0;1059.0;1297.0
181.0;2.0;97.0;112.0;948.0;11.0;19.2;27.1;0.5976;1503.0;1099.0;1014.0;868.0
211.0;2.3;99.0;116.0;915.0;12.5;19.1;26.2;0.5741;1535.0;1106.0;1068.0;874.0
199.0;1.9;85.0;103.0;1015.0;8.4;16.3;30.8;0.5683;1391.0;1009.0;916.0;738.0
81.0;1.3;75.0;89.0;1152.0;5.3;14.2;36.8;0.5922;1279.0;962.0;776.0;550.0
143.0;1.9;87.0;112.0;976.0;8.8;13.4;41.0;0.6292;1454.0;1093.0;933.0;777.0
247.0;2.3;102.0;127.0;886.0;11.2;14.2;43.3;0.6982;1588.0;1180.0;1023.0;966.0
66.0;1.2;85.0;79.0;1185.0;4.6;9.7;50.4;0.6063;1252.0;953.0;743.0;690.0
60.0;1.1;74.0;66.0;1237.0;4.1;9.9;50.2;0.6103;1258.0;972.0;715.0;644.0
77.0;1.5;87.0;94.0;1144.0;5.2;9.4;53.4;0.63;1307.0;1021.0;776.0;753.0
-200.0;0.2;117.0;233.0;833.0;4.5;3.8;59.7;0.4839;957.0;987.0;738.0;1010.0
65.0;1.2;78.0;75.0;1142.0;4.5;8.1;62.1;0.6746;1312.0;1046.0;736.0;838.0
-200.0;0.6;89.0;148.0;985.0;2.7;4.5;56.3;0.48;908.0;928.0;631.0;884.0
48.0;-200.0;63.0;57.0;1209.0;3.8;7.4;64.8;0.6683;1296.0;983.0;698.0;801.0
-200.0;-200.0;91.0;134.0;923.0;3.2;4.4;56.4;0.4761;912.0;942.0;665.0;956.0
-200.0;0.8;90.0;120.0;968.0;2.4;5.7;50.1;0.4629;864.0;930.0;609.0;928.0
42.0;1.1;65.0;68.0;1270.0;3.3;7.2;62.9;0.6396;1266.0;976.0;669.0;795.0
78.0;1.5;71.0;98.0;1050.0;6.7;7.2;63.9;0.65;1418.0;1124.0;842.0;936.0
128.0;1.8;84.0;128.0;922.0;8.5;11.1;50.5;0.6654;1530.0;1163.0;919.0;1076.0
184.0;2.1;93.0;129.0;942.0;9.7;15.5;36.1;0.6313;1520.0;1167.0;966.0;1016.0
156.0;2.1;99.0;130.0;992.0;9.4;17.8;29.2;0.592;1451.0;1121.0;955.0;834.0
96.0;1.3;69.0;77.0;1110.0;5.1;8.3;64.9;0.7124;1396.0;1010.0;769.0;895.0
128.0;1.5;90.0;94.0;1098.0;5.8;18.0;27.1;0.5522;1289.0;1012.0;801.0;525.0
592.0;3.8;114.0;275.0;682.0;19.3;11.2;57.0;0.7544;1928.0;1408.0;1278.0;1481.0
-200.0;1.0;111.0;155.0;905.0;3.2;5.7;49.4;0.4551;887.0;952.0;662.0;1024.0
-200.0;1.4;135.0;221.0;798.0;4.8;6.8;44.9;0.4472;936.0;1027.0;751.0;1171.0
-200.0;1.4;133.0;227.0;786.0;5.2;7.7;41.7;0.4387;949.0;1039.0;774.0;1173.0
-200.0;1.4;151.0;254.0;806.0;4.9;8.3;38.2;0.4203;922.0;1017.0;760.0;1235.0
-200.0;2.7;163.0;393.0;593.0;12.7;16.5;21.6;0.4012;1186.0;1145.0;1074.0;1232.0
-200.0;1.9;137.0;284.0;721.0;8.6;19.8;16.0;0.3632;1022.0;1048.0;925.0;941.0
245.0;2.2;97.0;138.0;942.0;10.4;20.9;21.7;0.5295;1448.0;1185.0;992.0;1014.0
178.0;1.9;91.0;118.0;991.0;8.0;19.1;26.5;0.579;1372.0;1122.0;897.0;831.0
130.0;1.6;81.0;99.0;1060.0;6.2;18.1;30.6;0.6295;1325.0;1085.0;820.0;699.0
151.0;2.1;99.0;112.0;874.0;9.7;17.3;34.7;0.6788;1527.0;1249.0;968.0;926.0
272.0;2.2;101.0;117.0;853.0;9.6;15.8;40.4;0.7228;1532.0;1236.0;962.0;928.0
301.0;2.7;106.0;129.0;815.0;11.9;15.9;42.0;0.7541;1638.0;1334.0;1047.0;1038.0
237.0;2.4;102.0;132.0;884.0;8.7;15.9;43.5;0.779;1534.0;1264.0;928.0;1035.0
95.0;1.3;84.0;73.0;1072.0;4.7;15.0;46.1;0.7833;1360.0;1073.0;746.0;789.0
117.0;1.7;118.0;144.0;957.0;6.5;11.5;71.0;0.9582;1498.0;1197.0;837.0;965.0
156.0;1.9;109.0;140.0;902.0;7.7;12.2;70.0;0.9924;1579.0;1277.0;886.0;1004.0
-200.0;1.8;131.0;268.0;821.0;5.9;20.2;14.4;0.337;901.0;962.0;807.0;745.0
232.0;2.2;114.0;149.0;846.0;9.1;11.3;78.1;1.0411;1638.0;1242.0;944.0;991.0
458.0;3.5;136.0;190.0;795.0;14.4;10.8;65.7;0.8486;1744.0;1273.0;1130.0;1071.0
-200.0;2.2;148.0;334.0;705.0;9.2;19.5;15.3;0.3431;1016.0;1008.0;946.0;942.0
134.0;1.7;67.0;153.0;1002.0;7.4;9.6;68.8;0.8243;1561.0;1154.0;876.0;987.0
-200.0;1.3;109.0;155.0;767.0;4.5;7.5;65.9;0.6868;1070.0;1070.0;739.0;1186.0
-200.0;1.6;123.0;196.0;705.0;5.7;7.8;65.5;0.6961;1130.0;1135.0;800.0;1304.0
-200.0;1.8;137.0;265.0;670.0;6.6;8.3;64.2;0.7071;1161.0;1177.0;837.0;1448.0
-200.0;2.0;148.0;298.0;671.0;7.3;9.7;60.0;0.7238;1181.0;1165.0;870.0;1482.0
124.0;1.6;88.0;130.0;970.0;6.8;19.7;38.4;0.8743;1489.0;1094.0;850.0;871.0
137.0;1.7;73.0;106.0;974.0;7.4;20.6;36.7;0.8797;1524.0;1129.0;875.0;759.0
179.0;1.7;73.0;102.0;937.0;8.6;21.8;33.9;0.8771;1542.0;1125.0;924.0;790.0
36.0;-200.0;52.0;37.0;1195.0;2.8;11.2;65.9;0.8775;1342.0;926.0;638.0;749.0
51.0;0.7;66.0;56.0;1197.0;2.6;11.3;72.9;0.9738;1372.0;968.0;628.0;737.0
-200.0;1.4;157.0;207.0;883.0;4.1;6.1;46.3;0.4394;903.0;979.0;718.0;807.0
-200.0;1.4;156.0;201.0;918.0;3.5;6.8;46.9;0.465;891.0;968.0;680.0;740.0
-200.0;1.5;158.0;203.0;879.0;4.1;7.5;43.8;0.4551;905.0;982.0;714.0;747.0
-200.0;2.1;185.0;270.0;834.0;5.3;8.0;41.2;0.4433;926.0;1032.0;778.0;869.0
-200.0;-200.0;-200.0;-200.0;866.0;10.6;23.8;30.5;0.8897;1621.0;1278.0;1000.0;1014.0
-200.0;2.5;194.0;321.0;797.0;6.2;8.6;38.1;0.4282;942.0;1055.0;821.0;949.0
-200.0;2.3;162.0;228.0;735.0;8.6;10.1;33.2;0.4115;1036.0;1069.0;923.0;875.0
-200.0;1.7;157.0;270.0;848.0;4.0;5.8;59.6;0.5523;989.0;1000.0;712.0;971.0
297.0;2.5;131.0;166.0;811.0;11.5;19.3;35.4;0.7813;1630.0;1221.0;1032.0;913.0
220.0;1.9;113.0;115.0;872.0;9.2;18.6;36.9;0.7829;1519.0;1096.0;947.0;684.0
226.0;1.9;98.0;109.0;849.0;10.3;18.8;36.8;0.7883;1590.0;1143.0;988.0;710.0
-200.0;2.1;164.0;344.0;715.0;6.8;5.4;65.8;0.5935;1132.0;1136.0;849.0;1216.0
-200.0;2.2;172.0;327.0;768.0;6.0;6.3;59.8;0.5761;1070.0;1100.0;810.0;1158.0
227.0;1.8;90.0;91.0;896.0;8.5;15.7;49.4;0.8768;1527.0;1095.0;918.0;800.0
152.0;1.3;81.0;76.0;996.0;5.9;15.8;48.6;0.8653;1458.0;1027.0;808.0;647.0
94.0;1.1;74.0;66.0;1053.0;4.8;15.7;47.0;0.8325;1393.0;1012.0;752.0;649.0
93.0;0.9;67.0;56.0;1127.0;4.0;15.7;45.9;0.8121;1352.0;948.0;710.0;575.0
-200.0;1.8;156.0;260.0;759.0;6.5;6.6;61.3;0.5995;1104.0;1112.0;833.0;1180.0
-200.0;1.6;153.0;221.0;820.0;5.0;6.9;60.0;0.5977;1049.0;1029.0;762.0;1065.0
-200.0;1.9;165.0;363.0;670.0;7.5;6.3;75.7;0.7252;1252.0;1216.0;879.0;1111.0
-200.0;1.7;151.0;291.0;740.0;5.5;6.3;72.1;0.6907;1147.0;1124.0;787.0;941.0
-200.0;2.0;177.0;438.0;692.0;6.9;3.6;75.9;0.6055;1155.0;1165.0;852.0;1197.0
-200.0;2.1;186.0;389.0;687.0;8.8;7.3;39.4;0.4035;1069.0;1111.0;931.0;1368.0
-200.0;1.4;136.0;263.0;650.0;6.7;2.9;75.6;0.5742;1120.0;1217.0;846.0;1481.0
-200.0;2.0;178.0;397.0;802.0;8.4;11.6;15.3;0.2086;885.0;971.0;917.0;952.0
138.0;1.6;93.0;92.0;968.0;7.0;15.3;41.5;0.7194;1410.0;1045.0;857.0;922.0
92.0;1.4;99.0;95.0;993.0;6.3;14.1;46.0;0.7363;1411.0;1058.0;824.0;971.0
-200.0;2.0;176.0;356.0;804.0;9.1;11.8;13.5;0.1862;855.0;938.0;945.0;878.0
-200.0;1.9;161.0;311.0;790.0;9.0;9.7;18.6;0.2244;897.0;968.0;938.0;836.0
-200.0;1.7;144.0;270.0;739.0;6.4;7.8;49.9;0.5307;1053.0;1064.0;830.0;1059.0
-200.0;1.2;124.0;208.0;891.0;3.7;3.7;64.8;0.5208;956.0;970.0;691.0;890.0
-200.0;1.1;118.0;225.0;894.0;3.6;2.5;69.5;0.5172;949.0;935.0;689.0;871.0
-200.0;1.1;112.0;188.0;900.0;3.2;1.4;76.3;0.5261;955.0;940.0;665.0;879.0
-200.0;0.9;77.0;107.0;949.0;3.1;1.6;74.3;0.5168;949.0;914.0;655.0;742.0
-200.0;1.0;87.0;108.0;988.0;2.7;3.7;65.9;0.5295;915.0;901.0;631.0;751.0
-200.0;-200.0;119.0;174.0;840.0;4.6;2.8;70.9;0.5383;979.0;980.0;744.0;970.0
-200.0;3.0;-200.0;-200.0;790.0;5.8;3.5;68.8;0.5458;1022.0;1035.0;805.0;1038.0
169.0;2.3;95.0;157.0;866.0;8.4;12.0;67.9;0.9523;1560.0;1176.0;917.0;1151.0
77.0;1.3;79.0;83.0;1014.0;5.4;12.0;66.9;0.9336;1449.0;1047.0;783.0;975.0
98.0;1.7;78.0;118.0;929.0;6.9;11.5;70.1;0.9503;1533.0;1116.0;854.0;1034.0
102.0;1.7;75.0;101.0;951.0;6.4;11.4;69.8;0.939;1507.0;1074.0;832.0;980.0
68.0;1.0;-200.0;-200.0;1159.0;2.7;12.9;68.5;1.0155;1387.0;974.0;635.0;778.0
69.0;0.8;52.0;46.0;1163.0;3.3;10.8;70.3;0.9092;1386.0;898.0;669.0;807.0
167.0;2.0;76.0;138.0;837.0;9.9;12.4;64.0;0.9206;1663.0;1159.0;976.0;1098.0
157.0;2.0;84.0;124.0;869.0;8.8;15.0;53.1;0.8993;1588.0;1112.0;931.0;1011.0
172.0;1.9;90.0;124.0;897.0;8.4;16.6;44.4;0.8313;1542.0;1112.0;917.0;931.0
114.0;2.1;89.0;115.0;971.0;7.5;18.0;38.4;0.7862;1481.0;1063.0;877.0;811.0
166.0;1.8;87.0;101.0;973.0;7.8;20.6;30.0;0.7213;1457.0;1032.0;892.0;756.0
-200.0;3.3;145.0;255.0;798.0;5.3;4.6;64.4;0.5525;1004.0;1016.0;780.0;1060.0
49.0;-200.0;52.0;38.0;1224.0;3.0;7.8;70.4;0.7463;1286.0;863.0;651.0;712.0
38.0;0.7;49.0;38.0;1244.0;2.9;7.7;70.7;0.7463;1306.0;836.0;643.0;727.0
149.0;1.7;88.0;110.0;920.0;7.7;16.3;41.8;0.7712;1462.0;1061.0;887.0;869.0
-200.0;4.2;184.0;404.0;679.0;9.5;5.5;60.2;0.5458;1121.0;1171.0;960.0;1234.0
-200.0;4.8;189.0;488.0;612.0;11.5;6.3;60.4;0.5811;1230.0;1256.0;1032.0;1371.0
-200.0;4.3;166.0;347.0;637.0;10.7;5.9;62.1;0.5808;1224.0;1191.0;1005.0;1284.0
-200.0;3.8;169.0;331.0;689.0;8.5;6.7;59.1;0.5848;1139.0;1129.0;920.0;1182.0
-200.0;3.5;161.0;272.0;713.0;8.1;7.2;56.7;0.579;1106.0;1087.0;903.0;1026.0
-200.0;3.7;157.0;275.0;663.0;10.2;7.3;56.7;0.5806;1188.0;1138.0;986.0;1030.0
203.0;2.5;111.0;144.0;802.0;9.3;14.9;59.1;0.9928;1607.0;1277.0;952.0;1284.0
136.0;2.2;106.0;119.0;877.0;7.3;13.9;64.0;1.013;1532.0;1207.0;868.0;1075.0
114.0;2.0;108.0;120.0;882.0;7.1;13.7;66.8;1.041;1547.0;1209.0;863.0;1084.0
110.0;1.9;93.0;96.0;887.0;6.7;13.4;69.6;1.0688;1566.0;1189.0;844.0;1049.0
127.0;1.6;83.0;77.0;899.0;6.0;12.8;71.9;1.0632;1532.0;1132.0;810.0;1021.0
-200.0;3.0;142.0;234.0;821.0;5.2;6.8;58.0;0.5758;1008.0;1003.0;772.0;788.0
70.0;1.0;69.0;63.0;1030.0;3.6;11.9;74.8;1.038;1420.0;1033.0;686.0;948.0
93.0;1.2;77.0;97.0;941.0;5.4;11.6;76.4;1.0415;1505.0;1075.0;782.0;988.0
179.0;2.0;87.0;180.0;778.0;10.0;11.7;75.3;1.0325;1686.0;1242.0;978.0;1184.0
-200.0;2.8;126.0;185.0;863.0;4.2;6.4;61.7;0.5956;974.0;987.0;723.0;684.0
-200.0;2.7;117.0;162.0;888.0;3.9;7.4;56.0;0.5797;961.0;967.0;704.0;609.0
251.0;2.6;105.0;186.0;827.0;9.9;15.3;51.4;0.8886;1590.0;1150.0;973.0;1188.0
222.0;2.3;106.0;169.0;823.0;10.2;16.6;48.7;0.9146;1604.0;1184.0;983.0;1166.0
212.0;2.6;108.0;172.0;781.0;11.0;17.6;46.7;0.9324;1666.0;1223.0;1014.0;1219.0
263.0;2.4;100.0;127.0;802.0;10.5;19.2;42.7;0.9425;1644.0;1196.0;997.0;1128.0
-200.0;2.9;118.0;175.0;863.0;4.5;9.8;44.1;0.5332;953.0;954.0;735.0;630.0
-200.0;2.4;113.0;171.0;892.0;4.1;9.8;43.3;0.5238;939.0;959.0;717.0;664.0
-200.0;1.4;118.0;165.0;980.0;3.0;3.3;46.8;0.3671;847.0;908.0;653.0;551.0
-200.0;1.4;116.0;179.0;924.0;3.6;9.6;43.5;0.5202;909.0;943.0;688.0;629.0
-200.0;1.5;133.0;227.0;899.0;4.1;6.7;49.5;0.4892;927.0;933.0;714.0;706.0
-200.0;1.0;124.0;182.0;966.0;3.9;6.2;51.3;0.488;926.0;914.0;705.0;687.0
-200.0;1.0;108.0;144.0;1121.0;1.9;5.7;54.3;0.5022;855.0;855.0;578.0;599.0
-200.0;1.3;115.0;161.0;897.0;3.6;3.8;66.2;0.5359;947.0;942.0;688.0;882.0
-200.0;1.7;122.0;233.0;784.0;5.2;2.3;75.1;0.5514;1004.0;1037.0;771.0;1029.0
-200.0;-200.0;-200.0;-200.0;1053.0;4.3;16.3;55.3;1.0146;1432.0;945.0;726.0;637.0
-200.0;2.1;-200.0;-200.0;729.0;6.7;2.8;74.0;0.5591;1061.0;1082.0;843.0;1090.0
-200.0;1.9;136.0;320.0;771.0;6.4;3.4;71.3;0.5626;1063.0;1028.0;831.0;1054.0
-200.0;2.1;145.0;373.0;757.0;6.8;4.0;69.8;0.5756;1063.0;1061.0;849.0;1125.0
-200.0;-200.0;-200.0;-200.0;913.0;6.9;14.0;70.9;1.1306;1655.0;1101.0;852.0;992.0
