NMHC(GT);CO(GT);NO2(GT);NOx(GT);PT08.S3(NOx);C6H6(GT);T;RH;AH;PT08.S4(NO2);PT08.S1(CO);PT08.S2(NMHC);PT08.S5(O3)
-200.0;2.1;153.0;352.0;642.0;8.9;14.5;57.5;0.944;1323.0;1221.0;935.0;1144.0
-200.0;1.5;165.0;276.0;792.0;6.6;12.1;32.3;0.4548;979.0;998.0;841.0;884.0
-200.0;2.0;120.0;107.0;810.0;9.6;31.7;21.6;0.9959;1496.0;1050.0;962.0;879.0
-200.0;1.9;106.0;88.0;830.0;8.7;29.7;24.2;0.9926;1475.0;1050.0;927.0;836.0
-200.0;0.6;49.0;38.0;949.0;4.3;21.2;56.8;1.4094;1550.0;914.0;725.0;780.0
-200.0;1.1;64.0;46.0;871.0;5.5;24.3;38.1;1.1398;1447.0;971.0;790.0;875.0
-200.0;-200.0;-200.0;-200.0;944.0;5.2;24.9;40.8;1.2696;1426.0;900.0;773.0;703.0
-200.0;0.5;41.0;73.0;1009.0;2.8;16.5;71.0;1.3239;1204.0;852.0;639.0;723.0
-200.0;2.2;138.0;167.0;714.0;12.9;30.9;26.9;1.1835;1675.0;1107.0;1080.0;1348.0
-200.0;0.9;97.0;82.0;831.0;7.4;31.6;23.8;1.0842;1481.0;1065.0;872.0;927.0
-200.0;2.2;112.0;136.0;846.0;9.4;16.7;47.2;0.892;1570.0;1074.0;954.0;956.0
-200.0;1.8;130.0;166.0;829.0;9.4;30.5;24.7;1.0592;1527.0;1036.0;955.0;840.0
61.0;1.2;83.0;67.0;1208.0;3.6;9.4;62.6;0.7398;1313.0;974.0;690.0;733.0
-200.0;4.6;85.0;565.0;475.0;25.6;19.7;68.9;1.5638;2049.0;1464.0;1444.0;1625.0
-200.0;1.9;120.0;125.0;730.0;12.0;36.9;23.3;1.4313;1771.0;1125.0;1051.0;923.0
-200.0;1.7;94.0;179.0;763.0;8.9;22.5;53.7;1.4486;1504.0;1071.0;934.0;942.0
-200.0;1.3;83.0;232.0;792.0;8.4;20.8;62.2;1.5119;1579.0;1062.0;915.0;929.0
321.0;2.6;107.0;161.0;787.0;12.3;23.9;33.7;0.9837;1727.0;1301.0;1059.0;1297.0
-200.0;1.7;79.0;109.0;677.0;10.0;26.6;50.8;1.7419;1829.0;1143.0;979.0;1156.0
-200.0;-200.0;-200.0;-200.0;932.0;7.7;16.0;52.0;0.9375;1550.0;991.0;889.0;933.0
-200.0;1.9;103.0;325.0;847.0;9.1;22.2;33.6;0.8886;1351.0;992.0;943.0;936.0
-200.0;1.2;71.0;52.0;835.0;6.7;33.9;32.3;1.6809;1567.0;982.0;844.0;638.0
-200.0;2.5;137.0;171.0;735.0;14.4;34.3;22.4;1.1907;1825.0;1111.0;1131.0;1085.0
-200.0;2.9;112.0;320.0;733.0;15.2;23.6;42.8;1.23;1660.0;1140.0;1155.0;1105.0
-200.0;1.4;65.0;54.0;787.0;7.7;34.2;31.5;1.6675;1630.0;1019.0;889.0;745.0
-200.0;0.9;64.0;51.0;955.0;4.8;38.8;23.7;1.6093;1385.0;929.0;752.0;544.0
-200.0;1.0;74.0;65.0;823.0;6.2;27.9;41.6;1.5425;1585.0;1023.0;822.0;1050.0
-200.0;0.4;114.0;154.0;966.0;2.9;4.6;54.8;0.4704;922.0;913.0;645.0;651.0
-200.0;0.4;39.0;24.0;1079.0;2.7;24.0;46.6;1.37;1438.0;838.0;632.0;634.0
-200.0;2.1;98.0;266.0;911.0;7.3;19.6;36.3;0.8193;1287.0;971.0;870.0;798.0
-200.0;3.8;169.0;331.0;689.0;8.5;6.7;59.1;0.5848;1139.0;1129.0;920.0;1182.0
-200.0;2.3;110.0;315.0;772.0;12.0;23.7;45.4;1.315;1574.0;1064.0;1048.0;1059.0
-200.0;0.8;58.0;87.0;819.0;5.8;21.8;55.5;1.4323;1471.0;903.0;803.0;853.0
-200.0;2.1;136.0;203.0;865.0;11.7;32.3;16.7;0.7946;1496.0;934.0;1041.0;936.0
-200.0;1.8;126.0;105.0;760.0;9.7;39.6;23.3;1.6535;1649.0;1082.0;965.0;844.0
-200.0;-200.0;-200.0;-200.0;827.0;9.2;16.2;60.0;1.0937;1671.0;1124.0;949.0;1008.0
-200.0;1.7;106.0;120.0;866.0;9.8;31.3;28.7;1.2885;1682.0;1007.0;971.0;802.0
-200.0;1.4;87.0;70.0;884.0;7.2;41.1;13.1;1.0124;1435.0;1012.0;868.0;700.0
-200.0;0.5;-200.0;-200.0;1094.0;2.4;21.8;51.4;1.3272;1254.0;822.0;612.0;594.0
-200.0;2.1;113.0;176.0;848.0;12.4;35.3;13.8;0.7767;1539.0;940.0;1063.0;929.0
