InertialMeasurementUnit R-SHOE EuZ;Accelerometer RKN_ accZ;InertialMeasurementUnit LLA gyroY;InertialMeasurementUnit R-SHOE Body_Az;Accelerometer RKN^ accX;InertialMeasurementUnit R-SHOE Nav_Az;InertialMeasurementUnit R-SHOE Body_Ay;InertialMeasurementUnit R-SHOE EuY
-162;0.0;2.0;799;232.0;67;383;-23
-162;-19.0;44.0;796;224.0;71;381;-23
-162;-2.0;41.0;792;236.0;71;393;-23
-162;-6.0;49.0;805;241.0;58;395;-24
-162;-29.0;61.0;803;243.0;60;406;-24
-160;-22.0;45.0;777;239.0;81;485;-25
-159;-20.0;76.0;726;242.0;100;445;-26
-146;50.0;122.0;605;242.0;61;471;-35
-158;-20.0;15.0;794;246.0;78;390;-27
-158;-10.0;12.0;796;222.0;75;392;-27
-158;-10.0;22.0;786;222.0;85;383;-27
-157;-9.0;46.0;793;223.0;78;384;-27
-157;-10.0;-5.0;798;241.0;75;385;-27
-156;39.0;-84.0;748;270.0;39;529;-27
-152;120.0;37.0;643;224.0;92;510;-37
-170;119.0;110.0;733;242.0;28;557;-33
-163;12.0;-34.0;739;298.0;81;450;-28
-163;10.0;-67.0;746;254.0;75;473;-29
-163;40.0;19.0;746;240.0;84;438;-27
-163;-2.0;88.0;745;233.0;78;444;-27
-163;-13.0;98.0;738;271.0;80;448;-27
-163;11.0;80.0;739;266.0;79;450;-28
-149;141.0;47.0;660;219.0;71;493;-30
-163;3.0;-17.0;738;239.0;78;458;-27
-164;23.0;1.0;755;172.0;89;431;-28
-162;-2.0;72.0;795;253.0;74;403;-26
-157;-14.0;-25.0;794;230.0;69;386;-26
-157;-5.0;0.0;795;233.0;69;386;-26
-157;-19.0;10.0;795;255.0;69;386;-26
-156;-12.0;23.0;794;244.0;69;386;-26
-156;-19.0;14.0;791;243.0;71;388;-26
-156;-21.0;25.0;793;242.0;69;388;-26
-156;-19.0;-14.0;792;232.0;71;388;-26
-157;-48.0;-6.0;793;239.0;69;387;-26
-157;-40.0;19.0;797;249.0;66;386;-26
-157;-30.0;7.0;797;261.0;66;386;-26
-156;-5.0;20.0;793;231.0;68;386;-26
-156;6.0;2.0;793;241.0;69;385;-26
-156;-11.0;-15.0;798;231.0;68;383;-26
-157;-13.0;24.0;795;244.0;69;384;-26
-157;-17.0;47.0;787;237.0;75;388;-26
-157;-15.0;19.0;785;232.0;75;388;-26
-157;-10.0;22.0;797;240.0;68;386;-26
-156;-18.0;3.0;796;225.0;68;385;-26
-156;10.0;0.0;795;251.0;69;385;-26
-157;-21.0;-4.0;801;251.0;68;384;-26
-156;-4.0;22.0;799;242.0;69;383;-26
-156;-8.0;-6.0;796;247.0;65;385;-26
-157;-19.0;-10.0;797;243.0;66;386;-26
-157;-28.0;-15.0;799;253.0;66;388;-26
-156;-29.0;59.0;787;245.0;74;386;-26
-157;-25.0;44.0;792;260.0;70;390;-26
-157;-11.0;72.0;793;252.0;72;391;-26
-156;10.0;24.0;789;241.0;73;394;-26
-156;-2.0;78.0;788;251.0;73;394;-26
-156;-23.0;67.0;789;251.0;73;393;-26
-156;-25.0;88.0;790;242.0;69;400;-27
-156;7.0;78.0;786;249.0;71;403;-27
-156;-15.0;9.0;790;237.0;74;393;-27
-157;-40.0;15.0;792;229.0;75;390;-27
-156;-7.0;-5.0;783;250.0;71;407;-27
-156;-13.0;23.0;789;220.0;72;401;-27
-156;-4.0;22.0;789;207.0;72;400;-27
-156;-7.0;60.0;788;219.0;73;399;-27
-157;-24.0;10.0;793;234.0;70;400;-27
-156;-31.0;-38.0;790;252.0;72;396;-27
-156;-17.0;-16.0;790;230.0;71;396;-27
-156;-39.0;35.0;792;229.0;70;384;-27
-156;-41.0;31.0;796;247.0;69;384;-27
-156;-19.0;24.0;793;251.0;70;382;-27
-156;-2.0;45.0;801;232.0;64;389;-27
-157;-19.0;109.0;783;241.0;81;415;-27
-158;-41.0;20.0;798;232.0;65;392;-27
-162;11.0;52.0;796;269.0;72;391;-25
-162;11.0;6.0;796;271.0;71;387;-25
-162;14.0;-11.0;800;271.0;66;395;-25
-162;1.0;-8.0;795;260.0;72;391;-25
-162;5.0;6.0;794;258.0;74;391;-25
-162;-2.0;43.0;794;252.0;71;396;-25
-162;0.0;39.0;795;272.0;70;394;-25
-162;9.0;6.0;794;257.0;72;390;-25
-162;-31.0;51.0;799;269.0;69;389;-25
-162;-36.0;14.0;798;253.0;70;390;-25
-162;-19.0;31.0;795;260.0;74;385;-25
-162;-36.0;32.0;797;271.0;72;387;-25
-162;-21.0;-7.0;794;261.0;73;386;-25
-162;-8.0;11.0;797;260.0;67;395;-25
-162;-29.0;11.0;798;281.0;69;390;-25
-162;-28.0;30.0;801;244.0;66;391;-25
-162;-30.0;10.0;793;260.0;73;392;-25
-162;-30.0;60.0;796;261.0;69;396;-25
-162;-30.0;38.0;795;260.0;71;391;-25
-162;-21.0;24.0;802;273.0;65;391;-25
-162;-23.0;33.0;798;262.0;72;386;-25
-162;4.0;51.0;803;259.0;67;390;-25
-162;-41.0;36.0;799;253.0;68;393;-25
-162;-14.0;43.0;801;260.0;69;388;-25
-162;-50.0;36.0;787;262.0;74;393;-25
-162;-11.0;35.0;798;259.0;71;391;-25
-162;-38.0;33.0;794;270.0;76;390;-25
-161;-30.0;1.0;798;263.0;80;393;-25
-162;15.0;124.0;575;365.0;228;359;-32
-167;-235.0;-127.0;865;276.0;-174;654;-31
-164;-41.0;15.0;810;261.0;51;414;-24
-157;35.0;79.0;596;218.0;95;584;-39
-154;7.0;11.0;812;235.0;67;391;-19
-161;2.0;59.0;704;228.0;87;465;-31
-155;6.0;4.0;776;318.0;61;474;-28
-155;40.0;-2.0;759;313.0;71;479;-29
-160;-21.0;-53.0;783;263.0;75;403;-29
-160;-30.0;22.0;785;236.0;71;406;-29
-160;-11.0;-25.0;782;224.0;73;408;-29
-160;-10.0;-22.0;790;231.0;67;406;-29
-160;-1.0;1.0;790;247.0;67;403;-29
-160;-54.0;20.0;785;229.0;73;406;-29
-160;-37.0;42.0;786;231.0;69;406;-29
-160;-70.0;45.0;787;236.0;70;406;-29
-160;-40.0;28.0;792;223.0;66;404;-29
-160;-46.0;74.0;788;246.0;69;405;-29
-160;-39.0;49.0;786;245.0;67;409;-29
-160;-39.0;64.0;786;247.0;70;403;-29
-160;-57.0;44.0;792;244.0;67;405;-29
-160;-51.0;23.0;789;253.0;66;410;-29
-160;-48.0;25.0;786;233.0;71;404;-29
-160;-20.0;-5.0;786;227.0;75;398;-29
-160;-41.0;32.0;785;251.0;73;400;-29
-160;-49.0;-28.0;788;251.0;67;405;-29
-160;-54.0;48.0;786;255.0;70;406;-29
-160;-44.0;17.0;783;259.0;64;414;-29
-160;-54.0;18.0;794;254.0;62;406;-29
-160;-21.0;30.0;797;249.0;52;416;-29
-160;-61.0;-9.0;788;247.0;72;402;-29
-160;-53.0;-10.0;787;246.0;61;411;-29
-160;-67.0;18.0;789;261.0;60;409;-29
-160;-39.0;29.0;779;252.0;72;404;-29
-160;-49.0;15.0;791;241.0;60;407;-29
-160;-25.0;16.0;783;242.0;70;397;-29
-160;-52.0;26.0;753;251.0;91;364;-29
-156;-48.0;8.0;784;256.0;54;399;-26
-160;-66.0;1.0;762;253.0;92;407;-26
-161;-32.0;68.0;789;262.0;74;398;-26
-160;-51.0;-27.0;783;263.0;64;408;-26
-160;-67.0;52.0;785;266.0;71;400;-26
-160;-60.0;43.0;780;256.0;67;407;-26
-160;-40.0;89.0;780;250.0;66;409;-26
-157;-32.0;-47.0;788;236.0;65;451;-26
-161;-29.0;-1.0;798;265.0;65;407;-27
-155;-3.0;51.0;780;303.0;28;495;-27
-158;-21.0;17.0;791;272.0;68;382;-26
-158;-58.0;127.0;600;-20.0;97;585;-38
-165;10.0;8.0;786;196.0;73;414;-28
-162;-15.0;-26.0;796;237.0;72;386;-23
-166;-8.0;17.0;673;375.0;97;569;-36
-158;71.0;26.0;798;251.0;70;381;-26
-170;-138.0;2.0;803;284.0;73;386;-32
-163;-6.0;-131.0;761;235.0;72;438;-27
-158;72.0;35.0;796;232.0;70;381;-26
-158;-18.0;92.0;797;206.0;77;388;-27
-158;18.0;145.0;789;235.0;74;402;-27
-188;-118.0;-135.0;772;154.0;70;407;-36
-165;25.0;173.0;854;227.0;24;423;-28
-158;76.0;17.0;805;239.0;66;379;-26
-170;107.0;-514.0;1510;66.0;-1521;2418;-39
-161;-39.0;31.0;684;219.0;246;287;-15
-165;15.0;88.0;801;202.0;75;398;-27
-160;232.0;-391.0;798;169.0;66;365;-24
-162;-59.0;62.0;794;206.0;71;390;-23
-160;-60.0;225.0;777;-62.0;68;400;-26
-155;-63.0;37.0;798;299.0;68;399;-27
-163;-16.0;-86.0;806;224.0;73;384;-25
-163;-4.0;54.0;805;265.0;73;383;-25
-163;-42.0;-26.0;806;254.0;78;386;-25
-168;36.0;-65.0;814;203.0;74;372;-24
-168;24.0;27.0;804;247.0;97;348;-24
-158;56.0;56.0;796;179.0;63;408;-27
-157;-13.0;95.0;805;235.0;66;392;-27
-158;76.0;6.0;799;238.0;69;381;-26
-163;24.0;-86.0;798;361.0;78;378;-25
-167;52.0;34.0;794;240.0;82;379;-24
-167;71.0;34.0;802;271.0;73;379;-24
-167;54.0;13.0;828;305.0;66;380;-24
-157;-18.0;82.0;796;226.0;74;391;-27
-151;52.0;-345.0;550;221.0;192;426;-26
-166;75.0;-37.0;780;278.0;72;395;-24
-159;33.0;84.0;807;195.0;66;364;-24
-159;57.0;106.0;802;198.0;65;372;-24
-157;-24.0;-74.0;800;251.0;77;382;-27
-158;69.0;-4.0;801;231.0;70;378;-26
-158;81.0;12.0;800;249.0;67;380;-26
-162;25.0;53.0;796;171.0;74;402;-26
-158;71.0;14.0;800;241.0;64;386;-26
-162;65.0;39.0;799;261.0;74;399;-26
-158;60.0;-8.0;797;244.0;70;379;-26
-157;-10.0;-98.0;793;261.0;78;386;-27
-166;49.0;-41.0;805;240.0;67;392;-24
-196;77.0;-5.0;759;306.0;133;393;-42
-160;-31.0;-320.0;1038;289.0;-92;527;-31
-158;89.0;23.0;793;230.0;73;380;-26
-162;7.0;87.0;801;241.0;69;384;-23
-157;-21.0;-45.0;793;203.0;80;383;-27
-155;75.0;38.0;804;288.0;71;391;-27
-157;-22.0;106.0;802;213.0;69;385;-27
-155;-26.0;68.0;801;303.0;72;388;-27
-162;45.0;-43.0;800;252.0;72;376;-22
-161;41.0;-12.0;808;260.0;41;396;-22
-159;85.0;2.0;795;292.0;85;372;-22
-158;74.0;30.0;797;231.0;71;378;-26
-156;86.0;9.0;818;220.0;79;382;-24
-158;73.0;29.0;803;232.0;63;385;-26
-158;92.0;22.0;795;241.0;70;383;-26
-170;-90.0;876.0;721;-64.0;42;544;-34
-155;12.0;116.0;779;392.0;71;405;-27
-151;-326.0;21.0;858;517.0;-603;1207;-43
-149;24.0;-48.0;534;201.0;175;580;-35
-170;-1.0;91.0;805;169.0;70;385;-32
-170;20.0;7.0;804;191.0;71;384;-32
-158;90.0;59.0;799;243.0;69;375;-26
-158;71.0;56.0;800;251.0;66;382;-26
-158;70.0;64.0;797;235.0;71;382;-26
-157;130.0;161.0;805;273.0;82;369;-31
-159;96.0;42.0;802;219.0;64;371;-24
-159;97.0;58.0;797;200.0;69;368;-24
-163;198.0;-195.0;680;222.0;104;536;-28
-164;-4.0;-9.0;803;390.0;73;366;-38
-145;321.0;-23.0;489;215.0;85;643;-45
-157;-10.0;86.0;803;162.0;74;377;-27
-158;62.0;91.0;795;232.0;72;374;-26
-166;-93.0;9.0;804;462.0;72;385;-38
-159;88.0;16.0;803;191.0;65;365;-24
-159;98.0;1.0;798;199.0;69;367;-24
-175;96.0;136.0;789;278.0;94;409;-34
-157;3.0;33.0;803;153.0;72;380;-27
-162;123.0;30.0;800;332.0;71;396;-29
-158;77.0;83.0;802;232.0;67;383;-26
-158;83.0;45.0;798;241.0;68;385;-26
-156;216.0;1.0;801;-102.0;72;403;-22
-163;130.0;18.0;807;70.0;71;378;-23
-159;114.0;20.0;796;248.0;70;369;-24
-163;96.0;162.0;805;62.0;73;375;-23
-156;26.0;138.0;806;103.0;68;375;-31
-165;35.0;237.0;790;269.0;49;466;-26
-158;71.0;55.0;799;251.0;70;381;-26
-157;127.0;-52.0;804;117.0;71;377;-27
-158;118.0;-18.0;782;129.0;105;385;-27
-162;139.0;-28.0;804;297.0;69;397;-29
-156;106.0;38.0;803;240.0;73;390;-25
-140;0.0;-17.0;807;292.0;87;390;-30
-162;102.0;61.0;804;263.0;69;396;-29
-156;89.0;15.0;808;281.0;67;393;-25
-158;85.0;56.0;791;236.0;74;384;-26
-158;111.0;17.0;793;251.0;73;382;-26
-158;73.0;-17.0;799;257.0;69;381;-26
-156;62.0;54.0;807;241.0;68;391;-25
-140;13.0;-56.0;807;282.0;87;388;-30
180;50.0;149.0;811;228.0;72;372;-3
-158;67.0;3.0;775;191.0;68;401;-23
-158;81.0;-14.0;803;247.0;63;382;-26
-164;141.0;-79.0;678;-54.0;110;413;-24
-156;-29.0;13.0;807;269.0;124;302;-28
-164;-100.0;-66.0;798;304.0;84;380;-33
-165;-30.0;182.0;810;342.0;73;384;-25
-154;21.0;92.0;812;251.0;67;390;-19
-159;115.0;12.0;799;210.0;68;375;-24
-158;80.0;-7.0;800;226.0;68;380;-26
-158;84.0;-34.0;798;232.0;70;380;-26
-158;73.0;-50.0;799;249.0;67;382;-26
-154;-24.0;-10.0;813;252.0;67;391;-19
-161;79.0;-81.0;810;267.0;71;386;-22
-158;79.0;-30.0;799;245.0;67;388;-26
-155;189.0;-114.0;774;336.0;79;432;-28
-158;56.0;-27.0;796;248.0;70;386;-26
-154;76.0;16.0;810;281.0;71;379;-19
-167;85.0;-47.0;802;233.0;65;410;-25
-148;-17.0;292.0;939;273.0;563;-219;6
-157;-6.0;-38.0;789;160.0;60;384;-23
-167;-40.0;-3.0;801;10.0;80;393;-31
-156;36.0;-121.0;792;-129.0;79;389;-27
-157;-9.0;1.0;779;176.0;66;388;-23
-158;81.0;-2.0;796;270.0;72;383;-26
-157;-6.0;2.0;782;160.0;66;387;-23
-157;58.0;-52.0;777;190.0;74;384;-23
-173;-368.0;208.0;808;-78.0;86;403;-34
-159;67.0;-1.0;798;181.0;69;369;-24
-158;-26.0;84.0;810;229.0;67;396;-41
-160;-353.0;-181.0;785;-44.0;70;408;-29
-174;-647.0;41.0;880;702.0;-18;587;-37
-150;202.0;120.0;878;41.0;165;-127;-34
-158;98.0;-11.0;797;240.0;71;384;-26
-157;-26.0;-43.0;807;144.0;72;372;-27
-158;72.0;-9.0;801;257.0;67;384;-26
-159;30.0;-99.0;797;149.0;66;377;-24
-159;104.0;34.0;795;207.0;72;363;-24
-160;-71.0;109.0;809;162.0;74;381;-28
-174;34.0;27.0;801;172.0;71;390;-31
-159;106.0;14.0;792;222.0;74;361;-24
-158;31.0;-11.0;800;276.0;70;379;-26
-177;181.0;7.0;562;-243.0;101;666;-50
-157;61.0;-172.0;643;112.0;98;589;-38
-176;-24.0;84.0;763;166.0;73;427;-36
-175;-2.0;-45.0;804;287.0;73;366;-28
-163;-36.0;-95.0;671;405.0;686;84;-65
-137;39.0;-966.0;996;-59.0;-430;1244;-48
-175;-60.0;50.0;805;271.0;71;366;-28
-175;39.0;95.0;811;244.0;67;370;-28
-174;5.0;-20.0;805;172.0;69;388;-31
-140;427.0;186.0;853;1195.0;109;435;-31
-155;33.0;-199.0;768;313.0;77;451;-28
-166;155.0;-477.0;409;205.0;368;663;-20
-159;-35.0;-2498.0;798;198.0;69;367;-24
-168;32.0;74.0;800;341.0;68;409;-26
-174;29.0;-63.0;805;276.0;70;386;-31
-158;-40.0;-46.0;798;271.0;73;377;-26
-162;-31.0;63.0;794;225.0;75;383;-23
-161;73.0;-59.0;810;243.0;71;386;-22
-174;109.0;-19.0;803;248.0;74;379;-31
-174;26.0;9.0;811;281.0;68;383;-31
-161;-20.0;-39.0;810;248.0;69;391;-22
-167;56.0;-41.0;800;191.0;82;405;-29
-174;57.0;49.0;809;292.0;68;388;-31
-174;59.0;66.0;805;312.0;73;385;-31
-163;-25.0;96.0;807;338.0;69;384;-29
-153;106.0;-5.0;790;229.0;80;389;-26
-153;97.0;6.0;799;219.0;73;395;-26
-168;31.0;12.0;816;300.0;-70;551;-25
-153;38.0;60.0;799;229.0;77;386;-26
-157;12.0;-415.0;331;-146.0;130;877;-36
-157;-13.0;35.0;781;180.0;71;386;-23
-158;-41.0;41.0;803;268.0;62;386;-26
-158;-36.0;50.0;802;261.0;67;378;-26
-158;-37.0;-15.0;792;273.0;72;386;-26
-156;22.0;86.0;805;285.0;69;390;-25
-175;30.0;74.0;808;288.0;76;360;-28
-162;126.0;40.0;804;263.0;69;396;-29
-175;-11.0;21.0;808;261.0;72;363;-28
-162;-58.0;32.0;1277;339.0;-142;186;-40
-163;75.0;53.0;805;253.0;69;397;-29
-159;103.0;17.0;803;194.0;66;371;-24
-159;102.0;12.0;801;189.0;69;371;-24
-155;187.0;108.0;765;255.0;83;427;-26
-162;225.0;128.0;804;341.0;70;386;-29
-162;50.0;61.0;802;339.0;72;389;-29
-160;72.0;7.0;816;208.0;71;394;-28
-160;71.0;2.0;808;178.0;66;391;-28
-156;129.0;122.0;803;186.0;70;376;-31
-159;98.0;-1.0;801;191.0;65;376;-24
-158;-30.0;-25.0;800;254.0;69;376;-26
-158;-40.0;-32.0;804;250.0;67;374;-26
-158;-40.0;-29.0;799;278.0;72;378;-26
-154;72.0;52.0;796;370.0;77;415;-34
-159;10.0;17.0;1407;-151.0;-292;434;-29
-163;49.0;31.0;802;311.0;68;398;-29
-160;61.0;61.0;803;171.0;77;369;-28
-158;-29.0;-22.0;804;261.0;66;376;-26
-159;105.0;-46.0;798;212.0;70;371;-24
-160;57.0;28.0;798;195.0;82;367;-28
-162;61.0;-6.0;802;320.0;68;398;-29
-160;72.0;-5.0;800;201.0;80;367;-28
-165;-21.0;81.0;811;311.0;63;384;-38
-158;-20.0;-68.0;802;256.0;68;373;-26
-157;45.0;-29.0;807;134.0;72;378;-27
-158;82.0;-18.0;792;150.0;62;391;-23
-158;-22.0;-67.0;798;258.0;69;380;-26
-162;61.0;40.0;805;305.0;68;397;-29
-165;27.0;28.0;800;276.0;72;386;-38
-162;79.0;114.0;806;324.0;68;398;-29
-158;-13.0;-53.0;800;238.0;68;380;-26
-160;-14.0;19.0;795;231.0;94;354;-29
-162;72.0;38.0;798;334.0;74;392;-29
-162;33.0;66.0;800;299.0;73;392;-29
-159;100.0;15.0;794;189.0;73;366;-24
-159;106.0;3.0;795;200.0;71;367;-24
-154;-18.0;37.0;809;313.0;81;401;-30
-155;17.0;-74.0;807;439.0;66;386;-24
-157;45.0;-71.0;801;127.0;73;383;-27
-160;-33.0;14.0;810;151.0;72;383;-28
-159;104.0;-1.0;799;222.0;68;366;-24
-159;101.0;22.0;797;203.0;68;372;-24
-157;71.0;258.0;1364;171.0;-1097;1814;-19
-156;-49.0;13.0;803;448.0;70;392;-25
-162;-55.0;1.0;804;338.0;70;390;-29
-162;-62.0;24.0;803;310.0;70;391;-29
-158;-159.0;-30.0;797;555.0;67;381;-26
-158;-2.0;-42.0;801;228.0;69;374;-26
-159;50.0;71.0;799;237.0;74;384;-26
-162;-39.0;26.0;808;351.0;63;394;-29
-159;70.0;57.0;802;242.0;71;385;-26
-158;2.0;172.0;679;159.0;92;542;-31
-165;57.0;40.0;800;331.0;72;386;-38
-162;-1.0;31.0;799;224.0;116;383;-41
-163;1.0;149.0;800;217.0;101;398;-41
-157;-197.0;35.0;801;126.0;69;383;-27
-171;-62.0;166.0;800;465.0;73;399;-24
-158;-53.0;-9.0;800;221.0;70;375;-26
-158;-38.0;126.0;798;229.0;66;381;-26
-166;94.0;-63.0;803;370.0;90;387;-38
-146;-27.0;289.0;729;515.0;318;260;-43
-156;-1.0;191.0;804;138.0;80;365;-31
-158;-32.0;71.0;801;254.0;69;376;-26
-158;-30.0;54.0;802;257.0;70;375;-26
-158;-22.0;42.0;795;238.0;72;374;-26
-160;8.0;46.0;814;215.0;68;384;-28
-160;-45.0;29.0;814;197.0;70;380;-28
-171;-238.0;166.0;762;62.0;105;403;-37
-174;1.0;41.0;819;323.0;85;420;-38
-157;-103.0;-14.0;788;161.0;64;451;-26
-158;-40.0;105.0;807;235.0;63;384;-26
-159;101.0;49.0;797;202.0;71;365;-24
-159;137.0;-128.0;802;212.0;66;366;-24
-155;77.0;-32.0;774;270.0;71;412;-27
-158;-32.0;91.0;801;301.0;80;385;-28
-163;3.0;62.0;816;258.0;61;386;-30
-155;6.0;-90.0;777;205.0;73;410;-27
-159;56.0;-16.0;809;213.0;62;364;-24
-159;88.0;22.0;800;210.0;69;362;-24
-110;-101.0;-194.0;884;82.0;644;375;-68
-159;101.0;47.0;803;212.0;66;367;-24
-164;-110.0;140.0;796;302.0;77;386;-13
-165;-646.0;567.0;788;-41.0;127;425;-11
-162;-101.0;181.0;791;206.0;75;390;-25
-176;30.0;148.0;803;211.0;100;390;-30
-146;42.0;276.0;869;102.0;-111;573;-27
-162;-549.0;1244.0;757;269.0;76;424;-28
-165;-50.0;-21.0;803;287.0;66;402;-28
-158;-36.0;74.0;800;250.0;68;378;-27
-158;-27.0;70.0;811;251.0;40;376;-27
-159;101.0;28.0;806;231.0;65;364;-24
-165;51.0;-42.0;802;226.0;67;392;-28
-159;82.0;169.0;795;189.0;71;370;-24
-165;-78.0;-12.0;809;257.0;75;381;-31
-167;107.0;-297.0;780;-55.0;64;439;-25
-158;-38.0;45.0;811;251.0;42;376;-27
-159;93.0;6.0;803;207.0;63;368;-24
-159;81.0;29.0;807;203.0;60;367;-24
-159;-59.0;9.0;789;248.0;26;303;-28
-168;-71.0;199.0;889;217.0;11;255;-27
-137;-107.0;132.0;601;379.0;105;464;-42
-165;26.0;68.0;809;284.0;75;381;-31
-170;360.0;730.0;765;940.0;109;413;-30
-159;104.0;26.0;801;211.0;68;362;-24
-165;10.0;-58.0;805;192.0;68;388;-28
-161;4.0;-107.0;780;260.0;78;413;-27
-164;22.0;-70.0;808;276.0;78;378;-31
-84;-127.0;591.0;822;400.0;981;25;-75
-164;-63.0;124.0;809;201.0;68;395;-31
-161;10.0;100.0;789;286.0;75;404;-27
-174;-67.0;-70.0;805;261.0;80;400;-25
-155;42.0;-47.0;811;287.0;67;380;-43
-159;81.0;7.0;801;201.0;69;361;-24
