InertialMeasurementUnit LUA Quaternion3;InertialMeasurementUnit LUA Quaternion1;InertialMeasurementUnit LLA Quaternion3;InertialMeasurementUnit RUA Quaternion4;InertialMeasurementUnit RLA Quaternion4;InertialMeasurementUnit BACK Quaternion2;InertialMeasurementUnit BACK Quaternion4;InertialMeasurementUnit RUA Quaternion2;InertialMeasurementUnit RLA Quaternion2;InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit LLA Quaternion1
-623.0;-747.0;778.0;-855.0;-525.0;-283.0;183.0;396.0;118.0;833.0;312.0
-594.0;-796.0;680.0;-741.0;-633.0;-362.0;276.0;600.0;379.0;671.0;683.0
-577.0;-531.0;561.0;-653.0;-921.0;27.0;-151.0;180.0;-131.0;277.0;336.0
-580.0;-536.0;556.0;-648.0;-912.0;22.0;-145.0;198.0;-121.0;289.0;351.0
-592.0;-595.0;570.0;-688.0;-891.0;-23.0;-75.0;236.0;-85.0;367.0;435.0
-146.0;-367.0;320.0;-447.0;-156.0;573.0;-798.0;473.0;187.0;816.0;531.0
-631.0;-714.0;651.0;-802.0;-838.0;-139.0;63.0;311.0;-20.0;531.0;585.0
-625.0;-771.0;700.0;-839.0;-714.0;-263.0;195.0;298.0;182.0;564.0;622.0
-290.0;-736.0;288.0;-548.0;-879.0;52.0;95.0;457.0;379.0;-152.0;555.0
-192.0;-234.0;104.0;-71.0;-479.0;228.0;-639.0;-74.0;-23.0;-752.0;-48.0
188.0;383.0;-343.0;495.0;241.0;567.0;-811.0;-493.0;-431.0;-782.0;-518.0
-539.0;-718.0;755.0;-834.0;-993.0;43.0;17.0;124.0;91.0;51.0;130.0
-689.0;-273.0;618.0;-857.0;-971.0;-20.0;-8.0;-1.0;59.0;125.0;-371.0
-475.0;-679.0;492.0;-757.0;-446.0;-186.0;76.0;26.0;-170.0;790.0;240.0
-505.0;-609.0;630.0;-480.0;-924.0;2.0;-127.0;303.0;205.0;-98.0;-2.0
-573.0;-679.0;854.0;-557.0;-781.0;-78.0;31.0;408.0;259.0;-169.0;146.0
-400.0;-482.0;415.0;-208.0;-613.0;160.0;-344.0;136.0;277.0;-586.0;119.0
10.0;-70.0;163.0;-245.0;104.0;539.0;-750.0;324.0;88.0;852.0;294.0
-488.0;-497.0;527.0;-554.0;-868.0;-96.0;-122.0;472.0;210.0;172.0;-136.0
-488.0;-498.0;529.0;-554.0;-872.0;-94.0;-122.0;471.0;208.0;174.0;-137.0
-487.0;-500.0;536.0;-560.0;-874.0;-87.0;-122.0;467.0;206.0;176.0;-137.0
-490.0;-504.0;542.0;-560.0;-872.0;-82.0;-121.0;452.0;197.0;171.0;-134.0
-494.0;-512.0;544.0;-558.0;-874.0;-75.0;-116.0;443.0;178.0;157.0;-130.0
-328.0;-720.0;399.0;-393.0;-843.0;-54.0;-141.0;574.0;370.0;111.0;175.0
-76.0;-282.0;234.0;-324.0;32.0;592.0;-757.0;376.0;129.0;861.0;478.0
-636.0;-320.0;593.0;-615.0;-778.0;-17.0;-34.0;256.0;-108.0;423.0;-433.0
-626.0;-331.0;603.0;-611.0;-900.0;-25.0;-77.0;40.0;-227.0;149.0;-395.0
-505.0;-537.0;575.0;-573.0;-853.0;-79.0;-93.0;453.0;211.0;160.0;-107.0
-508.0;-543.0;582.0;-574.0;-849.0;-79.0;-87.0;458.0;219.0;162.0;-101.0
-641.0;-744.0;681.0;-667.0;-853.0;300.0;-237.0;547.0;484.0;-19.0;603.0
-596.0;-762.0;695.0;-838.0;-741.0;-490.0;502.0;452.0;83.0;653.0;704.0
-611.0;-745.0;647.0;-566.0;-886.0;-161.0;140.0;103.0;-103.0;-82.0;603.0
-417.0;-736.0;499.0;-602.0;-847.0;-78.0;-109.0;500.0;414.0;144.0;291.0
-509.0;-550.0;587.0;-577.0;-847.0;-77.0;-82.0;464.0;227.0;165.0;-98.0
-79.0;164.0;45.0;2.0;-799.0;545.0;-700.0;-278.0;-200.0;-538.0;-488.0
-431.0;-734.0;516.0;-672.0;-813.0;-203.0;98.0;495.0;426.0;199.0;304.0
-398.0;-628.0;568.0;-757.0;-565.0;-618.0;692.0;600.0;434.0;674.0;628.0
-460.0;-592.0;441.0;-410.0;-753.0;19.0;-171.0;290.0;413.0;-349.0;309.0
-569.0;-644.0;727.0;-546.0;-893.0;-52.0;-48.0;266.0;278.0;-230.0;294.0
-574.0;-730.0;642.0;-593.0;-849.0;-131.0;31.0;459.0;468.0;-120.0;520.0
-209.0;-325.0;251.0;-446.0;-142.0;-480.0;867.0;468.0;421.0;836.0;464.0
447.0;378.0;-392.0;271.0;633.0;199.0;-338.0;-141.0;-291.0;585.0;-121.0
-467.0;-710.0;529.0;-788.0;-713.0;-165.0;97.0;252.0;191.0;501.0;200.0
-494.0;-814.0;619.0;-757.0;-787.0;-271.0;150.0;454.0;393.0;340.0;532.0
-230.0;-377.0;498.0;-543.0;-723.0;-312.0;253.0;511.0;509.0;435.0;619.0
-507.0;-556.0;591.0;-581.0;-845.0;-74.0;-77.0;466.0;235.0;173.0;-95.0
-477.0;-539.0;706.0;-295.0;-663.0;59.0;-199.0;203.0;79.0;-454.0;99.0
-505.0;-561.0;593.0;-583.0;-843.0;-72.0;-73.0;467.0;242.0;177.0;-95.0
-587.0;-806.0;839.0;-750.0;-744.0;-349.0;349.0;596.0;450.0;462.0;412.0
-572.0;-780.0;655.0;-759.0;-763.0;-440.0;463.0;638.0;505.0;387.0;736.0
-571.0;-816.0;664.0;-734.0;-815.0;-360.0;279.0;615.0;522.0;251.0;696.0
-519.0;-722.0;619.0;-657.0;-735.0;-150.0;-12.0;551.0;518.0;156.0;508.0
-622.0;-772.0;690.0;-711.0;-842.0;334.0;-307.0;570.0;518.0;137.0;654.0
-593.0;-553.0;531.0;-721.0;-842.0;401.0;-339.0;576.0;508.0;178.0;-296.0
-505.0;-573.0;603.0;-582.0;-844.0;-66.0;-63.0;460.0;242.0;174.0;-95.0
-580.0;-675.0;698.0;-720.0;-842.0;384.0;-335.0;578.0;510.0;175.0;-53.0
-507.0;-585.0;614.0;-584.0;-852.0;-65.0;-53.0;454.0;237.0;179.0;-89.0
-513.0;-597.0;629.0;-590.0;-858.0;-67.0;-38.0;454.0;236.0;186.0;-85.0
-651.0;-401.0;628.0;-750.0;-857.0;-19.0;-59.0;129.0;-40.0;438.0;-374.0
-734.0;-508.0;873.0;-655.0;-757.0;-41.0;2.0;253.0;-23.0;288.0;-277.0
-226.0;-780.0;412.0;-341.0;-870.0;-21.0;-143.0;421.0;271.0;81.0;-26.0
-532.0;-753.0;829.0;-595.0;-809.0;-102.0;153.0;618.0;336.0;324.0;122.0
-593.0;-572.0;564.0;-609.0;-916.0;-22.0;-112.0;73.0;-225.0;-4.0;379.0
-205.0;-722.0;185.0;-654.0;-861.0;371.0;-283.0;-35.0;-415.0;130.0;459.0
-406.0;-751.0;547.0;-509.0;-837.0;-103.0;-134.0;308.0;371.0;-287.0;528.0
145.0;72.0;25.0;-67.0;380.0;488.0;-676.0;162.0;-112.0;769.0;112.0
-222.0;-777.0;400.0;-331.0;-865.0;-23.0;-140.0;474.0;308.0;82.0;18.0
-118.0;-56.0;153.0;-227.0;141.0;-308.0;862.0;222.0;31.0;809.0;246.0
-599.0;-528.0;735.0;-678.0;-870.0;-94.0;66.0;446.0;290.0;66.0;81.0
-603.0;-794.0;688.0;-801.0;-944.0;-337.0;326.0;264.0;-33.0;325.0;691.0
-506.0;-584.0;511.0;-579.0;-955.0;-69.0;-14.0;-26.0;-96.0;-233.0;-222.0
-86.0;126.0;-65.0;157.0;-264.0;528.0;-682.0;-288.0;-42.0;-837.0;-343.0
-614.0;-757.0;662.0;-694.0;-850.0;-268.0;204.0;563.0;516.0;68.0;632.0
-608.0;-686.0;799.0;-743.0;-802.0;-128.0;35.0;401.0;221.0;470.0;227.0
-638.0;-759.0;694.0;-692.0;-854.0;349.0;-291.0;580.0;498.0;53.0;634.0
-578.0;-804.0;679.0;-725.0;-901.0;-324.0;212.0;427.0;241.0;296.0;666.0
573.0;733.0;-622.0;656.0;902.0;163.0;-61.0;-442.0;-332.0;-52.0;-556.0
-575.0;-535.0;575.0;-676.0;-939.0;8.0;-136.0;173.0;-125.0;258.0;308.0
-628.0;-630.0;689.0;-638.0;-885.0;-175.0;126.0;472.0;382.0;43.0;352.0
