InertialMeasurementUnit R-SHOE Nav_Ax;Accelerometer RWR accX;Accelerometer RUA_ accX;Accelerometer RUA^ accX;InertialMeasurementUnit L-SHOE EuZ;InertialMeasurementUnit RLA accY;Accelerometer RWR accZ
-4;-212.0;310.0;25.0;-175;415.0;692.0
-4;-205.0;331.0;27.0;-175;413.0;710.0
-3;-208.0;338.0;35.0;-175;407.0;683.0
-2;-227.0;342.0;32.0;-175;408.0;705.0
1;-205.0;346.0;13.0;-175;420.0;684.0
3;-220.0;320.0;28.0;-175;438.0;691.0
0;-225.0;326.0;28.0;-175;433.0;692.0
5;-220.0;337.0;18.0;-175;432.0;680.0
-20;-222.0;329.0;30.0;-175;430.0;681.0
1;-208.0;322.0;47.0;-175;405.0;702.0
-9;-195.0;327.0;55.0;-175;420.0;682.0
-9;-195.0;323.0;49.0;-175;422.0;682.0
0;-201.0;313.0;47.0;-174;427.0;650.0
-11;-254.0;324.0;89.0;-179;496.0;624.0
7;-219.0;339.0;27.0;-177;424.0;688.0
-2;-250.0;327.0;26.0;-166;426.0;661.0
-1;-176.0;319.0;94.0;177;467.0;662.0
-4;-273.0;377.0;2.0;-217;379.0;695.0
3;-151.0;360.0;37.0;-168;416.0;697.0
-5;-262.0;324.0;8.0;-152;318.0;563.0
-52;-298.0;379.0;-27.0;-187;357.0;743.0
-24;-327.0;310.0;-3.0;-143;238.0;723.0
-7;-318.0;359.0;-14.0;-177;281.0;629.0
15;-271.0;354.0;-33.0;-177;310.0;588.0
-1;-213.0;310.0;12.0;-175;425.0;680.0
2;-306.0;320.0;-28.0;-177;252.0;639.0
58;-224.0;314.0;131.0;-180;200.0;674.0
58;-295.0;186.0;188.0;-159;248.0;767.0
0;-285.0;270.0;51.0;-176;288.0;615.0
5;-308.0;303.0;1.0;-176;289.0;577.0
6;-307.0;285.0;19.0;-176;292.0;583.0
5;-291.0;300.0;39.0;-176;312.0;564.0
-1;-146.0;564.0;162.0;180;355.0;938.0
7;-317.0;284.0;39.0;-176;304.0;606.0
5;-272.0;280.0;32.0;-176;315.0;580.0
24;-325.0;300.0;22.0;-165;265.0;610.0
14;-282.0;317.0;41.0;-172;272.0;613.0
29;-337.0;326.0;44.0;-177;281.0;612.0
-1;-333.0;300.0;30.0;-176;311.0;604.0
41;-212.0;262.0;11.0;-179;322.0;688.0
-7;-315.0;300.0;22.0;-176;332.0;538.0
3;-259.0;285.0;41.0;-176;310.0;572.0
0;-266.0;287.0;46.0;-176;325.0;582.0
1;-316.0;309.0;-8.0;-177;285.0;595.0
-210;-370.0;237.0;-70.0;-185;301.0;657.0
-111;-436.0;243.0;18.0;-165;214.0;659.0
1;-255.0;281.0;41.0;-176;301.0;622.0
0;-308.0;290.0;33.0;-176;305.0;586.0
1;-313.0;285.0;54.0;-176;302.0;592.0
1;-314.0;300.0;32.0;-176;307.0;592.0
2;-337.0;318.0;42.0;-176;317.0;589.0
10;-293.0;274.0;45.0;-176;286.0;627.0
-5;-304.0;281.0;-6.0;-176;312.0;599.0
16;-254.0;456.0;33.0;-160;609.0;635.0
9;-217.0;384.0;65.0;-162;516.0;791.0
-4;-161.0;195.0;-11.0;-174;385.0;627.0
-12;-181.0;474.0;40.0;-174;529.0;745.0
-4;-352.0;298.0;2.0;-176;317.0;592.0
1;-289.0;261.0;11.0;-176;315.0;599.0
-2;-273.0;281.0;45.0;-176;306.0;586.0
-6;-329.0;278.0;28.0;-176;300.0;590.0
-5;-318.0;290.0;42.0;-176;304.0;568.0
0;-272.0;281.0;50.0;-176;303.0;601.0
-1;-314.0;282.0;35.0;-176;305.0;601.0
3;-242.0;600.0;55.0;-186;570.0;743.0
1;-315.0;289.0;37.0;-176;309.0;593.0
-5;-214.0;467.0;51.0;-174;509.0;749.0
-340;-205.0;271.0;183.0;-152;357.0;692.0
-2;-336.0;295.0;38.0;-176;314.0;590.0
6;-297.0;295.0;49.0;-176;301.0;597.0
-7;-290.0;281.0;48.0;-176;302.0;601.0
21;-150.0;307.0;219.0;-164;387.0;782.0
-4;-304.0;282.0;35.0;-176;301.0;592.0
4;-270.0;271.0;29.0;-176;302.0;604.0
3;-276.0;289.0;27.0;-176;298.0;611.0
-4;-282.0;289.0;56.0;-176;305.0;571.0
-1;-285.0;298.0;46.0;-176;312.0;572.0
1;-290.0;279.0;54.0;-176;305.0;595.0
1;-290.0;291.0;39.0;-176;299.0;594.0
-1;-294.0;278.0;42.0;-176;295.0;592.0
-2;-289.0;287.0;38.0;-176;302.0;586.0
-2;-311.0;282.0;30.0;-176;291.0;598.0
10;-304.0;289.0;35.0;-176;298.0;581.0
2;-235.0;286.0;28.0;-176;297.0;575.0
-1;-324.0;305.0;39.0;-176;312.0;595.0
6;-322.0;298.0;60.0;-176;311.0;640.0
3;-309.0;665.0;108.0;-177;527.0;834.0
-3;-293.0;291.0;61.0;-176;315.0;618.0
-3;-272.0;290.0;60.0;-176;300.0;600.0
0;-316.0;287.0;37.0;-176;303.0;594.0
-1;-332.0;301.0;64.0;-176;322.0;599.0
-2;-301.0;313.0;66.0;-176;321.0;577.0
1;-607.0;736.0;-292.0;-176;268.0;739.0
2;-279.0;289.0;70.0;-176;298.0;602.0
4;-279.0;274.0;43.0;-176;317.0;573.0
0;-278.0;271.0;37.0;-176;287.0;618.0
-3;-266.0;282.0;12.0;-176;285.0;594.0
4;-286.0;304.0;19.0;-176;317.0;556.0
8;-304.0;293.0;23.0;-176;295.0;570.0
0;-304.0;291.0;60.0;-177;330.0;593.0
-4;-254.0;300.0;43.0;-177;279.0;607.0
3;-323.0;279.0;48.0;-177;283.0;613.0
1;-285.0;294.0;84.0;-177;296.0;603.0
-1;-280.0;282.0;47.0;-177;296.0;575.0
7;-278.0;271.0;58.0;-177;317.0;586.0
-6;-138.0;197.0;92.0;-177;359.0;541.0
0;-145.0;941.0;188.0;-175;543.0;785.0
-1;-284.0;286.0;48.0;-177;297.0;630.0
3;-297.0;287.0;28.0;-177;289.0;574.0
3;-294.0;303.0;14.0;-177;311.0;570.0
-26;-253.0;327.0;44.0;-180;264.0;472.0
0;-314.0;305.0;18.0;-177;330.0;578.0
-2;-270.0;288.0;85.0;-177;341.0;640.0
8;-281.0;272.0;30.0;-177;292.0;610.0
4;-275.0;297.0;25.0;-177;321.0;572.0
0;-311.0;281.0;35.0;-177;296.0;611.0
1;-302.0;291.0;21.0;-177;278.0;610.0
0;-400.0;331.0;-74.0;-178;261.0;763.0
-3;-304.0;301.0;43.0;-177;282.0;589.0
2;-291.0;282.0;37.0;-177;274.0;590.0
-5;-279.0;272.0;47.0;-177;291.0;610.0
-3;-310.0;271.0;44.0;-177;285.0;610.0
0;-300.0;292.0;27.0;-177;321.0;556.0
-5;-338.0;279.0;-8.0;-176;319.0;568.0
-1;-289.0;288.0;49.0;-177;294.0;586.0
1;-334.0;300.0;22.0;-177;297.0;568.0
-5;-295.0;285.0;38.0;-177;293.0;601.0
2;-314.0;275.0;32.0;-177;293.0;600.0
3;-308.0;293.0;26.0;-177;314.0;602.0
1;-331.0;283.0;57.0;-177;301.0;620.0
-1;-276.0;289.0;49.0;-177;320.0;600.0
-1;-271.0;280.0;56.0;-177;317.0;613.0
1;-307.0;277.0;42.0;-177;317.0;595.0
5;-284.0;299.0;43.0;-177;318.0;568.0
-1;-301.0;282.0;42.0;-177;312.0;619.0
8;-392.0;277.0;-77.0;173;236.0;560.0
-3;-292.0;291.0;38.0;-177;294.0;621.0
-5;-281.0;278.0;35.0;-177;289.0;575.0
5;-317.0;297.0;15.0;-177;320.0;579.0
-108;-640.0;54.0;-252.0;-176;567.0;802.0
-2;-248.0;623.0;-114.0;-176;340.0;646.0
-1;-246.0;303.0;51.0;-177;317.0;595.0
4;-211.0;309.0;62.0;-177;428.0;679.0
-2;-306.0;292.0;38.0;-177;304.0;603.0
3;-301.0;291.0;28.0;-177;305.0;591.0
4;-211.0;308.0;63.0;-177;431.0;667.0
1;61.0;346.0;285.0;179;539.0;575.0
0;-160.0;317.0;57.0;-175;417.0;693.0
3;-281.0;280.0;34.0;-177;287.0;598.0
-5;-334.0;288.0;18.0;-177;299.0;591.0
-134;186.0;281.0;290.0;-170;468.0;624.0
-134;-347.0;375.0;118.0;-191;385.0;745.0
4;-181.0;313.0;38.0;-175;404.0;687.0
5;-235.0;298.0;64.0;-175;431.0;676.0
6;-194.0;316.0;43.0;-175;422.0;678.0
0;-143.0;279.0;26.0;-174;489.0;657.0
-7;-184.0;329.0;26.0;-175;433.0;705.0
2;-312.0;290.0;9.0;-177;295.0;602.0
3;-331.0;291.0;9.0;-177;299.0;618.0
-2;-327.0;299.0;0.0;-177;303.0;587.0
0;-176.0;327.0;30.0;-175;425.0;692.0
3;-295.0;291.0;20.0;-177;299.0;568.0
4;-314.0;291.0;17.0;-177;291.0;601.0
5;-304.0;300.0;20.0;-177;307.0;588.0
-1;-171.0;345.0;18.0;-175;433.0;696.0
-1;-183.0;341.0;0.0;-175;426.0;697.0
4;-340.0;296.0;22.0;-177;309.0;584.0
-64;-130.0;250.0;180.0;-178;351.0;487.0
-17;-360.0;297.0;27.0;-174;421.0;536.0
-282;-109.0;396.0;188.0;-154;113.0;794.0
2;-273.0;290.0;-3.0;-177;308.0;608.0
2;-275.0;290.0;15.0;-177;308.0;584.0
-1;-303.0;294.0;19.0;-177;293.0;581.0
-2000;-350.0;212.0;38.0;-170;334.0;541.0
-1;-301.0;274.0;20.0;-177;297.0;587.0
1;-324.0;291.0;9.0;-177;296.0;607.0
-1;-294.0;281.0;36.0;-177;291.0;580.0
5;-283.0;299.0;9.0;-177;298.0;600.0
3;-311.0;291.0;8.0;-177;297.0;602.0
2;-351.0;281.0;15.0;-177;300.0;624.0
2;-292.0;310.0;-28.0;-178;304.0;597.0
-3;-300.0;291.0;11.0;-177;321.0;571.0
3;-319.0;275.0;-74.0;-177;309.0;559.0
6;-313.0;288.0;-8.0;-177;297.0;618.0
1;-309.0;275.0;20.0;-177;285.0;614.0
-53;-308.0;145.0;-25.0;-179;346.0;620.0
-1;-323.0;272.0;-17.0;-177;336.0;653.0
7;-562.0;742.0;-133.0;-179;764.0;670.0
6;-288.0;266.0;34.0;-178;327.0;620.0
-4;-285.0;271.0;29.0;-176;290.0;586.0
-2;-275.0;275.0;41.0;-176;291.0;592.0
-5;-303.0;282.0;33.0;-176;304.0;623.0
-191;-377.0;299.0;46.0;-177;254.0;481.0
2;-342.0;300.0;9.0;-176;324.0;614.0
13;-309.0;300.0;18.0;-176;308.0;593.0
0;-179.0;336.0;-17.0;-175;386.0;693.0
-2;-249.0;308.0;-12.0;-175;461.0;675.0
-11;-300.0;293.0;66.0;-176;296.0;614.0
9;-306.0;299.0;-1.0;-176;306.0;560.0
-4;-314.0;319.0;22.0;-177;274.0;555.0
1;-329.0;306.0;-22.0;-177;286.0;622.0
-3;-350.0;300.0;24.0;-177;292.0;615.0
4;-298.0;302.0;-14.0;-177;266.0;633.0
10;-237.0;351.0;33.0;-164;257.0;835.0
-9;-349.0;320.0;14.0;-177;273.0;570.0
-105;-172.0;226.0;68.0;-188;880.0;492.0
-24;-366.0;305.0;112.0;-161;221.0;592.0
-1;-322.0;270.0;19.0;-177;241.0;581.0
-10;-375.0;249.0;-58.0;-177;234.0;547.0
18;-436.0;228.0;-76.0;-174;21.0;417.0
-11;-390.0;263.0;-53.0;-182;205.0;598.0
10;-355.0;154.0;67.0;-160;162.0;628.0
-1;-316.0;265.0;38.0;-176;296.0;599.0
0;-325.0;281.0;47.0;-179;273.0;555.0
87;-172.0;127.0;170.0;-173;169.0;390.0
483;-325.0;186.0;-95.0;-176;224.0;489.0
-83;-560.0;214.0;-325.0;-176;304.0;452.0
-39;-135.0;24.0;70.0;-160;192.0;471.0
0;-373.0;218.0;-263.0;146;590.0;571.0
-6;-115.0;229.0;115.0;-174;58.0;546.0
4;-319.0;276.0;28.0;-176;276.0;586.0
-3;-334.0;267.0;11.0;-178;271.0;610.0
-2;-375.0;237.0;18.0;-178;213.0;577.0
-109;-281.0;180.0;181.0;-177;388.0;698.0
-815;-303.0;204.0;27.0;-58;273.0;559.0
3;-347.0;289.0;46.0;-178;238.0;586.0
2;-136.0;165.0;147.0;-174;266.0;640.0
219;-386.0;468.0;16.0;156;368.0;763.0
-1;-261.0;270.0;-86.0;-179;249.0;580.0
1107;-327.0;169.0;28.0;-196;218.0;474.0
-7;-304.0;274.0;66.0;-176;284.0;601.0
-120;-342.0;112.0;-74.0;-158;137.0;578.0
17;-392.0;210.0;155.0;-178;213.0;453.0
-10;-304.0;164.0;-18.0;-174;227.0;569.0
3;-320.0;275.0;72.0;-176;281.0;584.0
-335;-309.0;69.0;-110.0;-166;238.0;499.0
-3;-339.0;271.0;12.0;-176;301.0;587.0
-21;-167.0;494.0;-31.0;-165;521.0;920.0
-9;-343.0;202.0;-47.0;-142;-39.0;478.0
-4;116.0;599.0;90.0;-176;724.0;826.0
-1;-402.0;207.0;87.0;-166;200.0;672.0
-19;-313.0;215.0;-39.0;-150;198.0;668.0
0;-312.0;271.0;-139.0;-177;198.0;569.0
19;-487.0;113.0;-264.0;79;191.0;389.0
9;-75.0;213.0;31.0;-174;484.0;549.0
-148;-128.0;445.0;-37.0;-174;631.0;746.0
2437;-322.0;172.0;96.0;-163;242.0;519.0
-1;-197.0;445.0;20.0;-174;523.0;767.0
-15;60.0;397.0;19.0;148;648.0;742.0
-27;-410.0;242.0;12.0;-142;199.0;763.0
1;-372.0;269.0;40.0;-176;223.0;519.0
188;-320.0;166.0;-31.0;-163;201.0;551.0
3;-584.0;558.0;-123.0;-173;898.0;828.0
0;-296.0;235.0;-11.0;-177;271.0;569.0
-48;-197.0;344.0;-87.0;-177;549.0;640.0
26;-375.0;160.0;1.0;-176;326.0;500.0
-7;-200.0;107.0;63.0;-175;402.0;567.0
-3;-410.0;240.0;-101.0;-179;189.0;530.0
-7;-313.0;250.0;-75.0;-177;221.0;528.0
10;-297.0;272.0;20.0;-176;283.0;585.0
-18;295.0;726.0;252.0;-178;837.0;835.0
-39;26.0;455.0;158.0;-164;603.0;646.0
-7;-322.0;242.0;33.0;-178;262.0;622.0
-1;-609.0;502.0;-522.0;-176;384.0;849.0
0;-36.0;511.0;74.0;-177;517.0;742.0
102;-317.0;243.0;-70.0;-153;339.0;443.0
-28;-303.0;311.0;-57.0;-177;245.0;499.0
4;-339.0;275.0;-41.0;-177;319.0;566.0
34;-397.0;89.0;-171.0;-174;344.0;445.0
-2;-333.0;274.0;23.0;-176;301.0;576.0
0;-307.0;269.0;48.0;-176;291.0;580.0
-7;-313.0;273.0;17.0;-176;274.0;599.0
0;-321.0;236.0;-3.0;-178;222.0;545.0
37;6.0;478.0;-135.0;-153;516.0;942.0
-2;-317.0;271.0;38.0;-176;296.0;587.0
11;-293.0;263.0;36.0;-176;295.0;576.0
-4;-256.0;258.0;31.0;-176;283.0;591.0
-4;-318.0;268.0;26.0;-176;284.0;569.0
9;-317.0;277.0;-19.0;-177;241.0;591.0
2;-348.0;304.0;-50.0;-177;287.0;618.0
22;-459.0;203.0;-143.0;-160;198.0;704.0
19;-91.0;335.0;62.0;179;720.0;929.0
-118;-316.0;133.0;-41.0;144;179.0;505.0
3;-317.0;270.0;28.0;-176;291.0;585.0
686;-477.0;601.0;20.0;-172;407.0;789.0
30;-225.0;-64.0;-52.0;149;269.0;424.0
2;-304.0;271.0;38.0;-176;291.0;560.0
-5;-295.0;291.0;46.0;-176;297.0;552.0
19;-86.0;356.0;-46.0;-176;557.0;750.0
-3;-324.0;291.0;12.0;-177;291.0;551.0
46;-348.0;338.0;-95.0;-179;284.0;571.0
-258;-121.0;147.0;170.0;-169;328.0;441.0
-11;-338.0;286.0;-57.0;-179;265.0;575.0
4;-273.0;285.0;7.0;-177;293.0;563.0
-117;-473.0;149.0;-129.0;-159;246.0;376.0
1;-318.0;276.0;5.0;-177;287.0;577.0
72;-398.0;578.0;-94.0;-154;392.0;847.0
-1;-135.0;491.0;204.0;-177;496.0;806.0
-2;-403.0;99.0;-132.0;-180;166.0;479.0
1;-243.0;258.0;-6.0;-177;302.0;567.0
0;-314.0;256.0;12.0;-178;285.0;558.0
4;-800.0;251.0;-190.0;-176;-313.0;115.0
6;-341.0;246.0;-16.0;-177;279.0;557.0
-1;-292.0;258.0;27.0;-176;284.0;560.0
2;-352.0;272.0;12.0;-177;285.0;582.0
3;-753.0;515.0;-248.0;-176;62.0;454.0
1;-360.0;300.0;-29.0;-178;221.0;601.0
2;-324.0;263.0;45.0;-176;289.0;580.0
-59;-168.0;93.0;61.0;-178;578.0;525.0
0;-296.0;273.0;47.0;-176;301.0;570.0
-1;256.0;623.0;220.0;166;664.0;786.0
328;-240.0;134.0;124.0;-174;326.0;477.0
-6;-140.0;459.0;37.0;-174;492.0;755.0
-4;-172.0;484.0;54.0;-174;512.0;772.0
23;62.0;202.0;22.0;-174;414.0;610.0
-7;-38.0;445.0;199.0;-179;562.0;755.0
0;-324.0;264.0;24.0;-176;295.0;580.0
8;-237.0;261.0;47.0;-179;286.0;557.0
-1;-328.0;197.0;-44.0;-177;203.0;566.0
1;-329.0;280.0;-4.0;-177;291.0;581.0
-3;-315.0;281.0;20.0;-177;297.0;568.0
10;-384.0;278.0;1.0;-177;250.0;590.0
2;-333.0;260.0;-14.0;-177;251.0;608.0
1;-292.0;272.0;0.0;-177;291.0;574.0
4;-313.0;270.0;6.0;-176;282.0;575.0
3;-343.0;281.0;39.0;-177;286.0;611.0
-1;-329.0;275.0;23.0;-176;289.0;595.0
29;-316.0;371.0;-132.0;-180;207.0;523.0
55;-88.0;618.0;123.0;-179;465.0;858.0
-532;-176.0;777.0;264.0;-174;719.0;845.0
-3;-371.0;321.0;-40.0;-177;261.0;580.0
0;-429.0;375.0;-50.0;-178;278.0;538.0
-217;-287.0;131.0;44.0;-177;270.0;452.0
95;-510.0;312.0;98.0;-160;170.0;760.0
-83;-156.0;102.0;121.0;-175;210.0;414.0
-2;121.0;835.0;206.0;178;979.0;938.0
1;-266.0;926.0;72.0;-179;593.0;839.0
6;-303.0;270.0;32.0;-176;296.0;580.0
3;-293.0;264.0;14.0;-176;291.0;592.0
1;-316.0;258.0;38.0;-176;297.0;590.0
1;-278.0;276.0;22.0;-177;307.0;563.0
1;-137.0;465.0;23.0;-174;519.0;723.0
-167;-35.0;341.0;-120.0;-156;211.0;783.0
3;-323.0;281.0;41.0;-177;277.0;591.0
-277;-474.0;296.0;-33.0;-166;210.0;692.0
-8;-504.0;513.0;-32.0;179;62.0;379.0
52;-89.0;547.0;92.0;-176;774.0;767.0
224;-463.0;271.0;-21.0;-172;191.0;711.0
64;-124.0;443.0;25.0;-173;595.0;845.0
9;-325.0;786.0;152.0;-178;603.0;940.0
8;-230.0;232.0;66.0;-179;245.0;535.0
0;-428.0;255.0;-19.0;-173;151.0;678.0
67;-183.0;94.0;-66.0;-158;249.0;554.0
-8;-29.0;662.0;37.0;173;742.0;879.0
-627;-217.0;130.0;108.0;-172;310.0;534.0
405;-185.0;260.0;188.0;-173;312.0;671.0
529;-260.0;433.0;20.0;-164;629.0;657.0
165;-225.0;303.0;72.0;-175;624.0;770.0
2;-319.0;274.0;30.0;-177;298.0;583.0
651;139.0;810.0;217.0;-178;679.0;1016.0
95;-251.0;223.0;159.0;-181;228.0;446.0
0;10.0;926.0;140.0;-176;657.0;835.0
-2;-279.0;260.0;43.0;-177;276.0;600.0
-2;-266.0;197.0;42.0;-177;364.0;427.0
-3;-131.0;495.0;50.0;-174;537.0;836.0
2;-208.0;935.0;208.0;-176;196.0;832.0
22;-275.0;139.0;85.0;-164;180.0;499.0
9;-344.0;190.0;-23.0;-179;290.0;624.0
-3;-302.0;250.0;22.0;-176;268.0;588.0
46;-9.0;479.0;200.0;178;741.0;760.0
2;-664.0;645.0;-253.0;-176;-72.0;699.0
-1;-67.0;757.0;195.0;-177;545.0;1008.0
-62;-646.0;-49.0;-204.0;-166;103.0;491.0
2;-316.0;252.0;18.0;-177;292.0;591.0
-3;-336.0;262.0;20.0;-177;282.0;604.0
3;43.0;389.0;161.0;173;622.0;330.0
3;-354.0;277.0;48.0;-176;307.0;604.0
6;-348.0;282.0;38.0;-177;284.0;596.0
0;-500.0;883.0;-54.0;-179;321.0;760.0
-2;-258.0;265.0;58.0;-176;301.0;601.0
1;-264.0;276.0;34.0;-176;270.0;601.0
3;-315.0;271.0;32.0;-176;282.0;581.0
121;-280.0;351.0;-67.0;-158;226.0;356.0
2;-307.0;276.0;28.0;-176;285.0;576.0
2;254.0;250.0;-8.0;-174;373.0;915.0
-1;-369.0;299.0;33.0;-177;260.0;570.0
-2;-281.0;227.0;-3.0;-176;258.0;530.0
-2;-302.0;269.0;43.0;-176;290.0;574.0
0;-295.0;273.0;35.0;-176;293.0;566.0
-7;-263.0;271.0;41.0;-176;294.0;557.0
-1;-283.0;269.0;9.0;-176;296.0;581.0
-5;-175.0;494.0;62.0;-174;534.0;785.0
-1;-292.0;234.0;76.0;-178;282.0;571.0
2;-319.0;277.0;11.0;-177;281.0;582.0
5;-324.0;272.0;31.0;-177;262.0;601.0
4;-275.0;262.0;49.0;-177;282.0;621.0
-9;-86.0;138.0;130.0;-174;328.0;497.0
1;-462.0;562.0;55.0;-179;115.0;381.0
-17;-328.0;288.0;-144.0;-179;240.0;597.0
-3;-204.0;262.0;56.0;-176;296.0;595.0
-58;-237.0;29.0;48.0;-172;414.0;449.0
26;-438.0;285.0;-177.0;-169;193.0;564.0
21;-154.0;678.0;257.0;-177;718.0;885.0
1;-89.0;785.0;201.0;174;734.0;996.0
-35;-297.0;251.0;47.0;-178;243.0;543.0
0;-310.0;271.0;33.0;-177;274.0;572.0
-1;-266.0;257.0;28.0;-177;275.0;572.0
-75;-333.0;507.0;-9.0;-189;448.0;937.0
49;-226.0;241.0;-6.0;-179;290.0;631.0
6;-284.0;267.0;69.0;-177;293.0;627.0
-20;-211.0;521.0;37.0;-174;672.0;796.0
-3;-362.0;247.0;-3.0;-178;228.0;561.0
-5;38.0;837.0;264.0;-176;817.0;1006.0
-84;-363.0;72.0;43.0;-178;279.0;493.0
