InertialMeasurementUnit L-SHOE EuX;Accelerometer LUA_ accZ;Accelerometer LUA_ accY;Accelerometer LWR accY;InertialMeasurementUnit LLA magneticX;InertialMeasurementUnit LUA magneticX;Accelerometer LH accY;Accelerometer LH accZ;Accelerometer RKN^ accY;InertialMeasurementUnit LLA accX;InertialMeasurementUnit LLA accY;Accelerometer LWR accZ
147;317.0;1062.0;867.0;375.0;547.0;1023.0;61.0;1054.0;-961.0;-400.0;328.0
103;446.0;963.0;897.0;248.0;498.0;1098.0;52.0;1041.0;-949.0;-407.0;558.0
170;174.0;1096.0;937.0;-39.0;279.0;1099.0;18.0;1106.0;-999.0;-166.0;353.0
172;464.0;1050.0;864.0;64.0;341.0;961.0;131.0;980.0;-864.0;-301.0;526.0
-139;478.0;900.0;746.0;19.0;300.0;788.0;-113.0;942.0;-867.0;-497.0;613.0
-40;462.0;1382.0;1214.0;372.0;509.0;1361.0;285.0;803.0;-850.0;-367.0;357.0
99;345.0;953.0;882.0;317.0;496.0;996.0;61.0;1021.0;-961.0;-311.0;399.0
-63;422.0;1268.0;1068.0;1052.0;878.0;1383.0;131.0;645.0;-742.0;-388.0;519.0
103;457.0;973.0;856.0;160.0;478.0;1072.0;43.0;1421.0;-899.0;-300.0;488.0
99;354.0;938.0;871.0;314.0;499.0;971.0;96.0;1022.0;-954.0;-362.0;423.0
-127;630.0;761.0;634.0;-360.0;281.0;891.0;40.0;985.0;-387.0;-803.0;526.0
-134;187.0;1017.0;936.0;282.0;525.0;1065.0;39.0;1005.0;-961.0;-170.0;282.0
-100;562.0;832.0;826.0;65.0;200.0;1072.0;-61.0;923.0;-949.0;-375.0;564.0
99;395.0;962.0;869.0;334.0;514.0;1005.0;29.0;1005.0;-941.0;-345.0;412.0
99;373.0;933.0;861.0;352.0;529.0;987.0;74.0;1008.0;-950.0;-337.0;407.0
81;444.0;936.0;961.0;479.0;608.0;1178.0;49.0;1076.0;-916.0;-278.0;459.0
99;379.0;962.0;864.0;349.0;541.0;1014.0;57.0;1015.0;-957.0;-360.0;431.0
-177;372.0;932.0;859.0;136.0;378.0;1008.0;64.0;987.0;-943.0;-343.0;405.0
99;372.0;933.0;877.0;354.0;532.0;988.0;76.0;1016.0;-940.0;-343.0;374.0
99;363.0;959.0;860.0;366.0;536.0;988.0;76.0;1020.0;-949.0;-362.0;408.0
99;372.0;936.0;855.0;367.0;537.0;996.0;89.0;1024.0;-936.0;-341.0;405.0
99;264.0;1047.0;934.0;361.0;540.0;1061.0;94.0;1006.0;-956.0;-275.0;355.0
141;347.0;833.0;783.0;224.0;298.0;824.0;121.0;1364.0;-1156.0;-451.0;358.0
161;350.0;978.0;773.0;150.0;471.0;910.0;47.0;1134.0;-1024.0;-454.0;340.0
99;367.0;952.0;863.0;336.0;517.0;976.0;64.0;1024.0;-949.0;-370.0;410.0
17;-58.0;1027.0;989.0;747.0;47.0;1013.0;214.0;886.0;-1007.0;120.0;31.0
99;356.0;960.0;874.0;357.0;533.0;1002.0;37.0;1023.0;-959.0;-304.0;413.0
99;382.0;969.0;876.0;335.0;521.0;1026.0;5.0;1020.0;-951.0;-303.0;416.0
99;361.0;934.0;874.0;356.0;546.0;1013.0;29.0;1027.0;-948.0;-335.0;410.0
99;375.0;940.0;865.0;357.0;532.0;987.0;73.0;1016.0;-958.0;-321.0;405.0
99;349.0;958.0;862.0;354.0;535.0;988.0;81.0;1002.0;-947.0;-329.0;385.0
106;349.0;972.0;875.0;373.0;555.0;999.0;61.0;973.0;-996.0;-283.0;373.0
121;375.0;834.0;858.0;875.0;812.0;1073.0;-20.0;930.0;-819.0;-327.0;512.0
116;449.0;916.0;843.0;309.0;497.0;1020.0;14.0;1024.0;-929.0;-362.0;489.0
113;293.0;973.0;954.0;319.0;486.0;1057.0;115.0;989.0;-990.0;-307.0;334.0
104;330.0;962.0;886.0;185.0;419.0;968.0;142.0;1041.0;-986.0;-283.0;334.0
-139;466.0;886.0;710.0;-18.0;324.0;683.0;-278.0;954.0;-883.0;-619.0;603.0
99;348.0;951.0;880.0;340.0;522.0;995.0;61.0;1030.0;-946.0;-318.0;386.0
76;375.0;975.0;1138.0;610.0;590.0;1320.0;191.0;1024.0;-959.0;-432.0;424.0
136;390.0;895.0;794.0;359.0;598.0;1117.0;52.0;1181.0;-1025.0;-164.0;450.0
