InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit L-SHOE Nav_Ay;InertialMeasurementUnit LLA gyroZ;InertialMeasurementUnit L-SHOE Body_Ax;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE AngVelBodyFrameX;InertialMeasurementUnit R-SHOE AngVelBodyFrameY
10;33.0;-3;29.0;20;10;-10;10
109;90.0;2;79.0;56;-8;8;109
-29;4.0;-3;34.0;19;0;0;-29
-19;-18.0;9;122.0;16;-44;44;-19
-15;18.0;2;40.0;25;-30;30;-15
-13;0.0;-3;8.0;20;-5;5;-13
34;46.0;2;36.0;15;17;-17;34
16;31.0;-1;53.0;21;9;-9;16
2;4.0;-3;48.0;22;-6;6;2
-79;-19.0;-1;43.0;10;26;-26;-79
12;5.0;-2;47.0;19;-35;35;12
11;9.0;-1;35.0;19;-34;34;11
18;19.0;6;18.0;23;-51;51;18
-11;-3.0;1;21.0;20;7;-7;-11
615;288.0;-1;206.0;47;-1272;1272;615
15;23.0;-1;42.0;22;-27;27;15
-18;14.0;-3;21.0;14;-18;18;-18
-19;10.0;1;54.0;23;11;-11;-19
2;15.0;-7;13.0;8;5;-5;2
5;0.0;6;42.0;28;5;-5;5
-6;18.0;4;54.0;23;9;-9;-6
-14;7.0;-3;63.0;41;-53;53;-14
-3;43.0;-8;50.0;18;-8;8;-3
-21;8.0;2;17.0;24;-28;28;-21
26;0.0;-3;56.0;22;-13;13;26
-14;-137.0;-3;93.0;7;6;-6;-14
-13;-2.0;-1;15.0;22;4;-4;-13
18;-6.0;-2;40.0;21;-25;25;18
-25;-1.0;0;30.0;15;12;-12;-25
-2;-14.0;-11;191.0;15;18;-18;-2
-2;10.0;0;50.0;21;-35;35;-2
1;0.0;0;13.0;23;-9;9;1
-42;10.0;2;-2.0;13;-10;10;-42
-3;17.0;5;64.0;26;-17;17;-3
-26;30.0;0;40.0;23;-8;8;-26
14;20.0;2;68.0;23;11;-11;14
18;49.0;2;26.0;30;-18;18;18
624;318.0;18;283.0;62;-563;563;624
7;570.0;11;186.0;-9;-6;6;7
-22;129.0;-4;55.0;5;17;-17;-22
10;17.0;-3;32.0;21;45;-45;10
-24;-4.0;3;55.0;15;-24;24;-24
17;9.0;-1;25.0;24;18;-18;17
12;-13.0;7;-7.0;23;-11;11;12
-4;-27.0;-7;56.0;22;-13;13;-4
-5;67.0;-3;52.0;20;0;0;-5
2240;727.0;24;1019.0;20;5381;-5381;2240
15;14.0;3;33.0;26;22;-22;15
38;32.0;1;26.0;21;0;0;38
32;67.0;-4;46.0;26;-4;4;32
10;39.0;2;37.0;24;-34;34;10
9;65.0;-4;48.0;15;2;-2;9
-9;12.0;1;37.0;26;-23;23;-9
5;19.0;1;60.0;22;-7;7;5
-21;6.0;-6;40.0;19;-30;30;-21
-5;-10.0;-3;69.0;16;-22;22;-5
-43;-53.0;-4;5.0;20;-31;31;-43
-4;-574.0;-4;136.0;19;18;-18;-4
1157;-67.0;1;-331.0;40;-724;724;1157
-2;-16.0;-2;22.0;28;-17;17;-2
5;-73.0;-1;-120.0;17;27;-27;5
11;-28.0;1;8.0;24;14;-14;11
31;2.0;1;29.0;23;-8;8;31
-27;22.0;0;38.0;22;-15;15;-27
1;-41.0;2;84.0;9;-35;35;1
-25;37.0;-2;53.0;21;-11;11;-25
83;156.0;1;-233.0;-15;-303;303;83
-26;11.0;1;37.0;23;-10;10;-26
4;165.0;-4;-48.0;11;9;-9;4
-6;20.0;3;-60.0;18;-25;25;-6
-20;34.0;-2;53.0;12;-13;13;-20
8;9.0;0;37.0;23;23;-23;8
-16;298.0;7;99.0;7;-11;11;-16
3;-13.0;0;0.0;18;-27;27;3
-13;9.0;6;21.0;23;-32;32;-13
-12;13.0;6;13.0;26;2;-2;-12
-35;15.0;3;26.0;22;4;-4;-35
12;26.0;-3;80.0;17;-4;4;12
-27;1928.0;0;3847.0;0;-11;11;-27
39;14.0;0;-95.0;19;13;-13;39
9;99.0;5;36.0;20;-11;11;9
-14;38.0;-1;46.0;24;10;-10;-14
-9;72.0;3;9.0;1;-20;20;-9
-21;4.0;-1;55.0;20;-2;2;-21
-8;-47.0;-5;56.0;21;20;-20;-8
7;36.0;-1;-27.0;44;-4;4;7
9;-11.0;3;46.0;25;-20;20;9
-3;26.0;1;58.0;17;28;-28;-3
-97;1170.0;173;2036.0;191;2457;-2457;-97
26;30.0;3;5.0;21;15;-15;26
5;88.0;-4;-150.0;16;15;-15;5
19;1.0;0;33.0;19;-7;7;19
19;-41.0;-2;149.0;15;3;-3;19
-9;-4.0;-5;52.0;13;19;-19;-9
55;-41.0;-6;59.0;25;-22;22;55
-46;-1325.0;-169;-1749.0;28;-267;267;-46
560;288.0;76;593.0;238;-2994;2994;560
-9;-21.0;-2;6.0;20;-23;23;-9
6;18.0;0;61.0;21;-15;15;6
8;57.0;-1;64.0;19;11;-11;8
14;115.0;3;-30.0;23;-8;8;14
-17;-19.0;-1;-17.0;20;-51;51;-17
-2;20.0;7;62.0;28;-28;28;-2
9;3.0;-3;46.0;23;-27;27;9
-10;22.0;1;8.0;26;-3;3;-10
-152;-194.0;19;91.0;30;-195;195;-152
-14;81.0;2;62.0;13;20;-20;-14
5;32.0;0;32.0;24;-7;7;5
13;19.0;-7;66.0;23;6;-6;13
60;76.0;-4;-2.0;24;77;-77;60
-12;11.0;3;71.0;14;-21;21;-12
17;15.0;-3;9.0;8;-1;1;17
-16;-3.0;2;71.0;20;8;-8;-16
6;41.0;4;36.0;26;-5;5;6
-4;-1.0;3;39.0;14;-9;9;-4
-1;-7.0;5;45.0;12;-12;12;-1
36;8.0;1;54.0;10;-1;1;36
27;-3.0;2;39.0;16;-38;38;27
-4;49.0;-1;48.0;21;-13;13;-4
-10;12.0;-5;28.0;22;10;-10;-10
1;20.0;-4;60.0;18;25;-25;1
3;36.0;0;78.0;21;-27;27;3
-17;24.0;-3;32.0;21;-21;21;-17
18;20.0;-8;57.0;15;-19;19;18
0;17.0;-2;52.0;22;-17;17;0
13;26.0;3;24.0;20;7;-7;13
-12;6.0;-3;20.0;21;10;-10;-12
-5;-1.0;6;30.0;17;22;-22;-5
-13;-7.0;-1;57.0;11;6;-6;-13
18;12.0;2;83.0;11;79;-79;18
-1;5.0;4;39.0;18;26;-26;-1
2;-17.0;-5;33.0;9;36;-36;2
31;11.0;5;53.0;15;2;-2;31
21;-8.0;0;5.0;19;28;-28;21
-3;18.0;-8;24.0;17;23;-23;-3
-11;6.0;-4;10.0;21;-16;16;-11
-2;16.0;6;38.0;28;-8;8;-2
23;16.0;-3;58.0;19;4;-4;23
7;8.0;-3;58.0;17;12;-12;7
13;2.0;1;28.0;24;13;-13;13
-8;15.0;-1;14.0;25;8;-8;-8
-20;21.0;-6;10.0;27;14;-14;-20
35;-16.0;-2;42.0;24;16;-16;35
-6;10.0;1;10.0;23;6;-6;-6
31;-61.0;16;130.0;74;-222;222;31
13;57.0;-2;-17.0;21;-56;56;13
-13;42.0;-10;43.0;17;13;-13;-13
23;17.0;-4;51.0;21;-24;24;23
4;-20.0;-2;42.0;12;14;-14;4
-13;9.0;0;34.0;23;-19;19;-13
-7;-21.0;-3;32.0;13;-28;28;-7
-22;17.0;3;-132.0;22;-23;23;-22
8;12.0;-12;33.0;16;-20;20;8
-14;222.0;-2050;45.0;-216;-16;16;-14
26;11.0;-2;9.0;20;22;-22;26
4;10.0;0;25.0;19;4;-4;4
34;25.0;0;34.0;24;-13;13;34
3;31.0;-3;26.0;20;-8;8;3
72;801.0;-861;822.0;668;59;-59;72
-12;54.0;-4;-47.0;19;-18;18;-12
-25;5.0;-3;56.0;23;-20;20;-25
-3;30.0;-5;30.0;26;2;-2;-3
-24;-11.0;-1;8.0;18;26;-26;-24
22;22.0;-8;4.0;16;-1;1;22
22;18.0;-4;49.0;22;-8;8;22
-12;17.0;-3;54.0;21;-18;18;-12
5;41.0;-2;52.0;22;-17;17;5
29;20.0;4;10.0;28;2;-2;29
-12;10.0;-1;52.0;20;-27;27;-12
3;33.0;0;22.0;24;-29;29;3
-2;4.0;-3;32.0;21;-27;27;-2
8;18.0;-2;33.0;21;-28;28;8
10;34.0;-1;32.0;22;-31;31;10
3;0.0;-2;27.0;22;-39;39;3
1;-2.0;5;34.0;30;-27;27;1
9;21.0;6;46.0;27;14;-14;9
170;-38.0;-1;4.0;5;123;-123;170
10;-2.0;-2;42.0;23;21;-21;10
-13;41.0;-2;9.0;13;34;-34;-13
-11;-3.0;0;41.0;20;-7;7;-11
8;16.0;3;48.0;26;-42;42;8
8;-4.0;-2;26.0;24;2;-2;8
4;37.0;-2;56.0;25;28;-28;4
15;9.0;2;21.0;26;19;-19;15
-18;-20.0;-1;39.0;27;-1;1;-18
27;33.0;1;34.0;24;1;-1;27
-39;30.0;3;14.0;8;-36;36;-39
-13;-1.0;1;58.0;28;2;-2;-13
-5;-3.0;2;78.0;28;11;-11;-5
-8;-14.0;129;36.0;192;6;-6;-8
1;34.0;-12;48.0;21;-16;16;1
17;-1.0;-4;60.0;22;1;-1;17
-15;-29.0;-4;48.0;21;-29;29;-15
31;19.0;1;66.0;25;-26;26;31
2;8.0;-1;60.0;29;-19;19;2
19;-9.0;-2;86.0;17;-48;48;19
10;10.0;2;57.0;23;-26;26;10
-4;4.0;0;77.0;21;-3;3;-4
1;13.0;-4;45.0;4;17;-17;1
-5;-25.0;5;34.0;27;-5;5;-5
-15;24.0;5;45.0;28;11;-11;-15
11;6.0;9;46.0;32;10;-10;11
-3;55.0;-1;52.0;9;12;-12;-3
-2;35.0;-3;41.0;9;11;-11;-2
-25;-66.0;0;-47.0;3;-33;33;-25
4;25.0;-6;-6.0;11;-2;2;4
-25;-22.0;5;40.0;11;6;-6;-25
73;593.0;-928;490.0;-466;-429;429;73
-87;386.0;11;-50.0;42;-290;290;-87
-7;32.0;4;34.0;25;-57;57;-7
-14;-8.0;1;12.0;25;-4;4;-14
-4;18.0;1;32.0;27;30;-30;-4
1329;124.0;-5;-233.0;27;715;-715;1329
14;1.0;1;46.0;12;14;-14;14
6;72.0;4;80.0;10;21;-21;6
-10;22.0;0;40.0;16;7;-7;-10
-16;8.0;0;56.0;16;0;0;-16
-19;-85.0;4;166.0;26;-4;4;-19
2;-55.0;-1;26.0;13;-13;13;2
1;32.0;-7;48.0;13;-27;27;1
12;52.0;-1;70.0;26;-25;25;12
-4;8.0;-1;49.0;24;-19;19;-4
-4;-9.0;-1;49.0;11;-35;35;-4
-10;15.0;0;32.0;11;-35;35;-10
15;36.0;-7;40.0;14;30;-30;15
13;21.0;-1;44.0;22;7;-7;13
-16;27.0;7;58.0;24;-11;11;-16
32;-3.0;1;60.0;19;-18;18;32
-3;61.0;-3;40.0;8;-20;20;-3
7;150.0;3;17.0;8;17;-17;7
-15;38.0;4;23.0;16;-13;13;-15
19;97.0;5;116.0;24;54;-54;19
9;10.0;-3;58.0;9;-8;8;9
27;42.0;1;52.0;15;-12;12;27
10;47.0;-4;58.0;9;-29;29;10
-16;19.0;-5;64.0;11;-23;23;-16
26;4.0;3;26.0;15;-22;22;26
-7;1.0;7;16.0;11;-44;44;-7
-17;-81.0;1568;79.0;-54;-66;66;-17
18;21.0;-8;5.0;10;-6;6;18
1;0.0;-3;44.0;14;2;-2;1
-26;6.0;4;28.0;17;-7;7;-26
-8;10.0;4;24.0;17;-28;28;-8
-11;23.0;6;20.0;25;-9;9;-11
-11;14.0;-1;46.0;14;8;-8;-11
-1;25.0;1;72.0;13;3;-3;-1
-29;77.0;1;94.0;22;37;-37;-29
21;-4.0;-1;64.0;15;2;-2;21
-13;25.0;-1;54.0;15;-17;17;-13
-12;22.0;-1;56.0;15;-27;27;-12
-6;10.0;4;52.0;15;-31;31;-6
-16;41.0;4;50.0;16;14;-14;-16
137;-163.0;786;24.0;180;23;-23;137
30;3.0;0;58.0;14;-2;2;30
8;-1.0;4;52.0;18;-38;38;8
-13;23.0;3;36.0;19;1;-1;-13
-34;10.0;2;73.0;10;-8;8;-34
-6;23.0;2;55.0;17;-3;3;-6
-11;-6.0;6;36.0;22;19;-19;-11
-55;101.0;-8;0.0;5;-28;28;-55
1;17.0;0;50.0;15;-17;17;1
13;36.0;4;79.0;13;10;-10;13
-1;21.0;1;45.0;15;-7;7;-1
2;12.0;0;43.0;15;-5;5;2
-13;-27.0;1;-7.0;10;13;-13;-13
3;18.0;-3;77.0;15;-6;6;3
-18;13.0;-3;36.0;18;0;0;-18
-25;-5.0;5;52.0;23;-21;21;-25
42;0.0;0;26.0;23;38;-38;42
-8;17.0;1;25.0;23;-2;2;-8
-8;10.0;-1;56.0;18;-6;6;-8
-15;0.0;1;45.0;38;-2;2;-15
-12;5.0;3;32.0;23;17;-17;-12
-7;18.0;0;66.0;17;-22;22;-7
9;6.0;1;43.0;19;-19;19;9
-12;0.0;3;4.0;21;-6;6;-12
6;4.0;-4;20.0;14;-7;7;6
16;22.0;4;18.0;18;9;-9;16
5;-19.0;2;5.0;6;-14;14;5
8;14.0;1;11.0;22;37;-37;8
-9;41.0;5;49.0;19;20;-20;-9
-7;10.0;4;68.0;22;1;-1;-7
14;5.0;-3;20.0;17;5;-5;14
-6;18.0;-3;38.0;16;10;-10;-6
15;24.0;-7;24.0;14;26;-26;15
-4;33.0;-4;50.0;16;14;-14;-4
5;30.0;-1;50.0;12;8;-8;5
23;52.0;3;68.0;14;27;-27;23
11;33.0;-6;12.0;17;14;-14;11
-3;-2.0;-2;64.0;20;-13;13;-3
11;-62.0;-3;-75.0;9;-17;17;11
0;-3.0;-6;0.0;13;3;-3;0
12;-11.0;2;27.0;8;-18;18;12
-1;18.0;3;46.0;20;-9;9;-1
-20;2.0;11;19.0;24;0;0;-20
15;-12.0;5;8.0;3;-1;1;15
123;178.0;2;-68.0;-3;-257;257;123
9;38.0;0;40.0;16;-40;40;9
5;18.0;3;38.0;29;-26;26;5
181;118.0;-2;3.0;21;754;-754;181
1;44.0;5;51.0;19;-24;24;1
-31;-11.0;-2;-7.0;22;-17;17;-31
7;18.0;5;25.0;25;-8;8;7
-28;14.0;0;75.0;7;17;-17;-28
1;17.0;-3;68.0;4;12;-12;1
-2;0.0;-6;23.0;11;31;-31;-2
9;16.0;2;24.0;8;11;-11;9
22;-8.0;45;-66.0;-16;-9;9;22
5;10.0;6;74.0;27;-2;2;5
-4;-14.0;0;34.0;21;0;0;-4
-1;22.0;-6;38.0;18;-10;10;-1
-1;5.0;3;26.0;24;-7;7;-1
7;25.0;1;101.0;13;-16;16;7
8;4.0;6;37.0;24;-7;7;8
-15;-5.0;0;12.0;2;0;0;-15
-4;29.0;1;37.0;22;3;-3;-4
-12;-9.0;-4;19.0;20;0;0;-12
-11;12.0;-2;66.0;16;2;-2;-11
11;20.0;1;35.0;24;-16;16;11
-26;-4.0;4;32.0;11;-16;16;-26
5;14.0;2;30.0;26;-17;17;5
-15;26.0;-5;25.0;18;6;-6;-15
4;29.0;2;22.0;26;-17;17;4
43;12.0;1;-20.0;24;-32;32;43
0;-6.0;-1;7.0;26;3;-3;0
4;27.0;-3;50.0;7;5;-5;4
-26;-11.0;4;64.0;28;-16;16;-26
-1;6.0;5;46.0;29;3;-3;-1
-8;0.0;0;24.0;9;21;-21;-8
-29;22.0;-1;38.0;23;-6;6;-29
-25;3.0;5;48.0;15;-13;13;-25
-3;-20.0;3;19.0;21;-11;11;-3
-12;30.0;1;31.0;30;-9;9;-12
17;89.0;-321;-46.0;553;-124;124;17
19;104.0;-141;-19.0;240;21;-21;19
130;458.0;69;317.0;693;-66;66;130
6;23.0;-1;32.0;26;-18;18;6
9;-42.0;0;20.0;12;-15;15;9
6;28.0;3;46.0;28;-20;20;6
11;-15.0;0;29.0;9;36;-36;11
-13;54.0;4;73.0;6;-4;4;-13
9;14.0;6;11.0;29;-12;12;9
-6;10.0;1;40.0;26;5;-5;-6
12;51.0;-5;33.0;23;-8;8;12
-9;0.0;3;57.0;27;-5;5;-9
27;-21.0;6;44.0;28;-12;12;27
2;-12.0;-3;98.0;23;34;-34;2
-13;20.0;-2;80.0;24;3;-3;-13
0;8.0;4;25.0;25;50;-50;0
-4;17.0;0;50.0;20;10;-10;-4
-13;26.0;-1;30.0;20;14;-14;-13
23;8.0;1;40.0;28;-17;17;23
-19;-3.0;-4;40.0;16;3;-3;-19
-30;-33.0;4;0.0;17;17;-17;-30
4;16.0;1;48.0;13;17;-17;4
12;5.0;3;37.0;27;-8;8;12
11;-5.0;4;0.0;12;10;-10;11
14;-85.0;-3;34.0;14;-32;32;14
5;20.0;-3;54.0;8;20;-20;5
0;47.0;1;79.0;17;16;-16;0
4;-9.0;5;22.0;25;-30;30;4
-3;65.0;5;98.0;9;-24;24;-3
21;68.0;-3;90.0;3;-9;9;21
-8;19.0;4;40.0;12;-29;29;-8
-201;243.0;-8;351.0;26;-503;503;-201
14;3.0;-4;53.0;16;12;-12;14
42;-4.0;-2;40.0;9;1;-1;42
30;13.0;1;37.0;9;-6;6;30
5;7.0;8;60.0;7;-23;23;5
-1;46.0;6;56.0;32;3;-3;-1
7;19.0;-3;42.0;3;-37;37;7
0;6.0;6;2.0;12;-1;1;0
924;60.0;-49;-617.0;17;4378;-4378;924
-8;87.0;1;42.0;9;27;-27;-8
7;31.0;2;52.0;8;-7;7;7
-36;16.0;-2;50.0;12;6;-6;-36
-5;41.0;0;50.0;3;12;-12;-5
-2;29.0;5;48.0;10;5;-5;-2
3;40.0;-1;103.0;8;-11;11;3
15;45.0;2;48.0;10;-22;22;15
24;44.0;5;50.0;9;11;-11;24
1;-162.0;2;3.0;9;-12;12;1
8;41.0;-1;16.0;21;23;-23;8
-1;0.0;-3;26.0;17;-19;19;-1
59;645.0;-35;546.0;-10;4;-4;59
-24;83.0;-6;89.0;17;-5;5;-24
-12;0.0;3;36.0;4;-18;18;-12
1;2.0;-2;32.0;18;-4;4;1
-7;-8.0;5;23.0;17;-5;5;-7
-1;11.0;5;42.0;14;-7;7;-1
3913;679.0;-51;758.0;-54;1185;-1185;3913
15;-5.0;4;40.0;15;-14;14;15
-39;-50.0;2;69.0;10;-2;2;-39
-1;16.0;9;45.0;29;9;-9;-1
23;5.0;5;70.0;13;-22;22;23
8;-3.0;3;38.0;20;-35;35;8
2;26.0;3;23.0;21;-9;9;2
335;662.0;3;922.0;82;1488;-1488;335
21;13.0;2;40.0;23;22;-22;21
18;16.0;-3;26.0;19;22;-22;18
0;28.0;3;36.0;21;22;-22;0
3;29.0;3;50.0;21;18;-18;3
10;29.0;5;20.0;28;5;-5;10
-14;29.0;5;33.0;23;-8;8;-14
11;13.0;-1;30.0;22;3;-3;11
-17;-3.0;-6;27.0;24;19;-19;-17
-1426;230.0;8;801.0;31;-1585;1585;-1426
-31;53.0;1;67.0;12;-11;11;-31
-14;-5.0;-2;59.0;5;-21;21;-14
-18;3.0;-3;41.0;4;2;-2;-18
1129;891.0;112;1112.0;81;6274;-6274;1129
15;2.0;7;49.0;27;15;-15;15
194;-199.0;112;-16.0;283;25;-25;194
8;35.0;-3;53.0;22;-6;6;8
-20;27.0;-3;54.0;19;6;-6;-20
18;20.0;-4;42.0;17;22;-22;18
25;40.0;-5;58.0;17;2;-2;25
-5;12.0;-4;48.0;18;-36;36;-5
-13;26.0;-4;40.0;19;-19;19;-13
-2;-13.0;2;-29.0;16;7;-7;-2
11;47.0;3;102.0;17;12;-12;11
-8;40.0;-2;41.0;22;-13;13;-8
378;1391.0;104;1835.0;81;3762;-3762;378
1929;127.0;-9;-387.0;33;-496;496;1929
7;-16.0;1;79.0;19;10;-10;7
11;29.0;-7;30.0;18;-15;15;11
-16;2.0;1;56.0;22;-31;31;-16
25;83.0;6;160.0;18;18;-18;25
-20;-3.0;-1;34.0;17;-3;3;-20
-16;20.0;3;12.0;22;1;-1;-16
-19;22.0;2;29.0;25;-6;6;-19
11;3.0;5;33.0;25;-28;28;11
12;16.0;3;54.0;23;-27;27;12
9;8.0;-6;35.0;13;-36;36;9
-17;31.0;2;74.0;7;-5;5;-17
21;15.0;-2;-15.0;9;25;-25;21
-13;28.0;-1;39.0;21;12;-12;-13
26;25.0;-1;74.0;21;-15;15;26
-23;11.0;0;31.0;28;7;-7;-23
-20;22.0;-1;99.0;11;-58;58;-20
14;12.0;5;68.0;11;-15;15;14
-4;14.0;7;58.0;15;-7;7;-4
-8;-1.0;7;76.0;16;-2;2;-8
27;-12.0;0;30.0;22;-39;39;27
14;-14.0;-2;27.0;6;-33;33;14
23;19.0;7;41.0;9;-7;7;23
57;7.0;-11;11.0;1;17;-17;57
-13;-15.0;-1;18.0;10;-10;10;-13
24;-84.0;49;-25.0;-81;29;-29;24
12;24.0;3;10.0;11;-21;21;12
-8;28.0;4;44.0;10;-27;27;-8
-6;346.0;0;528.0;26;-5;5;-6
-16;17.0;-1;37.0;7;-4;4;-16
-13;24.0;-8;39.0;6;40;-40;-13
-78;-63.0;-3;-156.0;43;-126;126;-78
1;21.0;-4;78.0;23;2;-2;1
-4;-24.0;2;48.0;1;22;-22;-4
29;970.0;7;1135.0;46;-4;4;29
-4;74.0;-1;56.0;46;-4;4;-4
-8;0.0;1;29.0;29;-17;17;-8
5;-2.0;3;52.0;12;-24;24;5
4;-3.0;-3;44.0;15;-7;7;4
7;1.0;0;3.0;30;-9;9;7
22;9.0;-4;-14.0;11;5;-5;22
6;32.0;0;3.0;13;-18;18;6
-22;12.0;3;30.0;31;13;-13;-22
-11;19.0;2;64.0;9;-4;4;-11
-8;21.0;2;64.0;8;-28;28;-8
10;13.0;2;60.0;29;-16;16;10
4;29.0;-7;69.0;20;-23;23;4
-13;36.0;-1;133.0;26;43;-43;-13
0;50.0;-6;50.0;28;11;-11;0
17;49.0;1;54.0;10;-20;20;17
10;18.0;0;32.0;30;-26;26;10
5;-16.0;-9;19.0;23;21;-21;5
-10;22.0;-6;25.0;28;0;0;-10
-11;18.0;2;44.0;30;3;-3;-11
-9;28.0;4;46.0;33;-32;32;-9
27;4.0;-1;50.0;10;-15;15;27
3;-24.0;-2;52.0;7;3;-3;3
-18;37.0;-4;40.0;27;-20;20;-18
17;-48.0;-1;-8.0;11;-2;2;17
-3;26.0;2;40.0;32;-15;15;-3
5;8.0;3;65.0;34;-16;16;5
-26;80.0;1;58.0;13;-24;24;-26
-8;33.0;-3;49.0;7;-4;4;-8
20;45.0;-1;33.0;8;-16;16;20
24;7.0;7;64.0;30;10;-10;24
-18;-429.0;4;503.0;15;-15;15;-18
-9;19.0;2;33.0;16;3;-3;-9
-4;14.0;-3;13.0;14;2;-2;-4
0;-349.0;-176;-70.0;-161;2;-2;0
12;-2.0;0;65.0;13;18;-18;12
30;-33.0;8;82.0;2;22;-22;30
-45;-8.0;-3;76.0;0;-30;30;-45
8;6.0;0;19.0;16;19;-19;8
-3;2.0;0;53.0;15;-20;20;-3
3;6.0;6;25.0;19;-33;33;3
-8;37.0;-4;57.0;10;-4;4;-8
22;61.0;6;38.0;7;19;-19;22
-2;57.0;0;43.0;10;7;-7;-2
19;157.0;2;296.0;8;18;-18;19
15;30.0;3;74.0;-4;32;-32;15
-20;39.0;-3;47.0;9;-5;5;-20
26;-13.0;0;17.0;10;5;-5;26
12;-50.0;4;-16.0;17;18;-18;12
0;-12.0;0;33.0;11;15;-15;0
0;13.0;-3;16.0;3;-17;17;0
9;12.0;2;46.0;7;0;0;9
21;44.0;6;40.0;14;22;-22;21
7;-2.0;-2;25.0;9;-26;26;7
41;19.0;-1;89.0;10;-5;5;41
4;23.0;-1;85.0;10;-24;24;4
-39;139.0;1;208.0;-37;-149;149;-39
6;21.0;5;28.0;18;10;-10;6
35;21.0;-1;64.0;8;-5;5;35
7;16.0;-1;42.0;9;-4;4;7
0;29.0;0;54.0;13;13;-13;0
7;23.0;-8;85.0;5;24;-24;7
7;24.0;-4;60.0;8;-2;2;7
0;37.0;2;87.0;11;0;0;0
-5;0.0;1;17.0;11;-13;13;-5
-12;36.0;2;48.0;10;-7;7;-12
9;6.0;2;-25.0;13;24;-24;9
613;777.0;-76;1115.0;-5;-456;456;613
3;45.0;2;57.0;11;0;0;3
13;-10.0;2;52.0;14;-3;3;13
9;18.0;-5;67.0;9;-14;14;9
-12;24.0;3;37.0;9;6;-6;-12
-29;-5.0;1;40.0;20;7;-7;-29
-15;34.0;-3;-10.0;12;-22;22;-15
20;-2.0;5;37.0;17;6;-6;20
-23;171.0;1;70.0;15;-71;71;-23
-17;-9.0;-2;20.0;10;-6;6;-17
-27;46.0;4;102.0;21;-7;7;-27
-1;28.0;2;77.0;14;-12;12;-1
-5;23.0;5;51.0;16;-17;17;-5
16;1.0;1;30.0;12;-31;31;16
10;4.0;2;35.0;13;3;-3;10
-12;-15.0;-4;15.0;9;-15;15;-12
13;23.0;4;25.0;17;-25;25;13
-1;25.0;8;47.0;22;21;-21;-1
-9;41.0;-2;48.0;7;-4;4;-9
3;0.0;7;45.0;21;7;-7;3
8;8.0;-3;68.0;11;-1;1;8
-17;52.0;0;78.0;9;8;-8;-17
833;829.0;3;1427.0;31;298;-298;833
15;241.0;7;296.0;26;102;-102;15
18;340.0;428;720.0;26;-116;116;18
15;27.0;0;21.0;17;6;-6;15
44;-131.0;262;-128.0;41;-25;25;44
38;16.0;5;45.0;13;-15;15;38
-1;23.0;5;45.0;13;6;-6;-1
-25;28.0;1;58.0;10;19;-19;-25
-1330;-52.0;18;-39.0;88;498;-498;-1330
-23;-10.0;3;16.0;27;31;-31;-23
6;-4.0;1;101.0;18;-21;21;6
-3;22.0;-3;63.0;7;11;-11;-3
15;5.0;3;41.0;26;9;-9;15
