InertialMeasurementUnit LUA magneticY;InertialMeasurementUnit BACK magneticZ;InertialMeasurementUnit RLA magneticX;InertialMeasurementUnit BACK magneticX;InertialMeasurementUnit RLA magneticZ;InertialMeasurementUnit LLA magneticY;InertialMeasurementUnit RUA magneticY
-65.0;17.0;403.0;527.0;-430.0;37.0;-170.0
-239.0;-604.0;878.0;477.0;-416.0;-290.0;105.0
-341.0;-90.0;397.0;493.0;-541.0;-316.0;-67.0
-89.0;10.0;389.0;522.0;-422.0;64.0;-164.0
-96.0;4.0;381.0;519.0;-420.0;77.0;-160.0
-106.0;-2.0;372.0;514.0;-418.0;93.0;-158.0
573.0;339.0;-95.0;685.0;-685.0;600.0;-628.0
490.0;232.0;-40.0;548.0;-654.0;546.0;-412.0
360.0;141.0;-75.0;559.0;-613.0;340.0;-434.0
294.0;114.0;-89.0;567.0;-574.0;275.0;-458.0
277.0;106.0;-94.0;567.0;-557.0;266.0;-466.0
252.0;92.0;-99.0;571.0;-539.0;255.0;-471.0
210.0;75.0;-97.0;571.0;-540.0;234.0;-462.0
199.0;72.0;-96.0;570.0;-537.0;229.0;-460.0
190.0;71.0;-96.0;569.0;-536.0;222.0;-458.0
177.0;68.0;-94.0;571.0;-533.0;217.0;-459.0
163.0;64.0;-93.0;570.0;-533.0;204.0;-458.0
149.0;59.0;-93.0;570.0;-530.0;192.0;-458.0
357.0;360.0;-301.0;518.0;-366.0;349.0;-598.0
96.0;43.0;-101.0;577.0;-535.0;162.0;-456.0
117.0;81.0;-159.0;597.0;-475.0;187.0;-540.0
254.0;216.0;-248.0;563.0;-443.0;301.0;-600.0
-349.0;-175.0;-129.0;613.0;-867.0;7.0;-551.0
-96.0;-155.0;-221.0;1051.0;-1139.0;-37.0;-961.0
-171.0;-209.0;-230.0;627.0;-846.0;186.0;-581.0
-346.0;-258.0;-419.0;620.0;-746.0;-52.0;-723.0
-111.0;-21.0;-431.0;642.0;-724.0;227.0;-727.0
143.0;57.0;-425.0;610.0;-233.0;387.0;-634.0
-93.0;-18.0;354.0;485.0;-440.0;74.0;-103.0
-138.0;-37.0;397.0;483.0;-615.0;113.0;-81.0
-376.0;-329.0;490.0;541.0;-427.0;-358.0;144.0
-208.0;-356.0;401.0;558.0;-547.0;21.0;71.0
558.0;393.0;-487.0;500.0;-448.0;433.0;-605.0
151.0;104.0;-119.0;524.0;-467.0;247.0;-381.0
126.0;43.0;-90.0;529.0;-476.0;232.0;-354.0
121.0;12.0;-67.0;528.0;-478.0;229.0;-342.0
130.0;-14.0;-35.0;522.0;-479.0;242.0;-327.0
138.0;-35.0;9.0;516.0;-473.0;252.0;-299.0
150.0;-50.0;68.0;513.0;-463.0;270.0;-262.0
152.0;-62.0;112.0;506.0;-461.0;264.0;-232.0
194.0;-83.0;240.0;487.0;-447.0;214.0;-139.0
201.0;-86.0;253.0;484.0;-442.0;199.0;-126.0
207.0;-88.0;274.0;478.0;-437.0;202.0;-112.0
293.0;-344.0;516.0;527.0;-504.0;673.0;208.0
206.0;-93.0;274.0;476.0;-440.0;212.0;-111.0
195.0;-95.0;255.0;477.0;-449.0;219.0;-121.0
183.0;-96.0;243.0;474.0;-456.0;220.0;-130.0
173.0;-100.0;241.0;473.0;-457.0;214.0;-132.0
164.0;-102.0;228.0;472.0;-457.0;201.0;-139.0
152.0;-110.0;203.0;472.0;-463.0;179.0;-155.0
149.0;-115.0;199.0;471.0;-461.0;175.0;-161.0
148.0;-120.0;203.0;471.0;-458.0;175.0;-163.0
147.0;-135.0;225.0;470.0;-444.0;172.0;-154.0
150.0;-143.0;252.0;467.0;-433.0;170.0;-150.0
177.0;-187.0;332.0;461.0;-343.0;163.0;-119.0
108.0;-282.0;327.0;429.0;-155.0;201.0;-13.0
344.0;-475.0;365.0;-138.0;-336.0;75.0;-335.0
1.0;-392.0;508.0;-32.0;431.0;-52.0;106.0
176.0;-288.0;788.0;291.0;141.0;79.0;264.0
-35.0;-450.0;769.0;232.0;213.0;-110.0;434.0
2.0;-35.0;295.0;423.0;-412.0;206.0;-96.0
-77.0;-51.0;262.0;376.0;-402.0;84.0;-83.0
357.0;-47.0;917.0;1318.0;-1066.0;730.0;-499.0
-206.0;-87.0;207.0;384.0;-508.0;38.0;-26.0
-278.0;-167.0;330.0;452.0;-570.0;-121.0;15.0
-287.0;-138.0;-105.0;535.0;-358.0;-2.0;-62.0
-62.0;63.0;97.0;400.0;-375.0;137.0;-187.0
-27.0;84.0;79.0;399.0;-386.0;154.0;-208.0
123.0;114.0;-27.0;519.0;-811.0;408.0;-365.0
100.0;98.0;-53.0;522.0;-583.0;287.0;-350.0
129.0;98.0;-30.0;532.0;-554.0;307.0;-341.0
151.0;95.0;-16.0;542.0;-522.0;317.0;-332.0
190.0;81.0;4.0;560.0;-490.0;342.0;-337.0
223.0;61.0;22.0;571.0;-487.0;369.0;-332.0
244.0;56.0;26.0;578.0;-508.0;395.0;-331.0
284.0;41.0;-15.0;585.0;-591.0;455.0;-340.0
68.0;-61.0;99.0;515.0;-688.0;440.0;-176.0
214.0;-288.0;-73.0;558.0;-605.0;620.0;-56.0
193.0;3.0;238.0;741.0;-868.0;528.0;-363.0
95.0;-340.0;-251.0;537.0;-713.0;617.0;-230.0
202.0;-268.0;-2.0;583.0;-959.0;677.0;-369.0
383.0;198.0;-28.0;558.0;-682.0;536.0;-409.0
-4.0;105.0;59.0;402.0;-396.0;155.0;-228.0
8.0;119.0;43.0;402.0;-400.0;165.0;-247.0
39.0;132.0;27.0;398.0;-405.0;198.0;-263.0
360.0;34.0;-63.0;589.0;-622.0;480.0;-366.0
367.0;29.0;-88.0;581.0;-617.0;430.0;-378.0
496.0;18.0;-115.0;582.0;-622.0;364.0;-419.0
101.0;148.0;-2.0;393.0;-405.0;246.0;-280.0
141.0;159.0;-23.0;392.0;-422.0;221.0;-296.0
189.0;185.0;-49.0;398.0;-451.0;214.0;-329.0
304.0;276.0;-97.0;403.0;-491.0;283.0;-412.0
493.0;102.0;-423.0;283.0;-105.0;-33.0;-420.0
217.0;329.0;-632.0;526.0;255.0;548.0;-675.0
626.0;555.0;-63.0;553.0;-47.0;-53.0;-492.0
672.0;526.0;-429.0;575.0;-245.0;-60.0;-738.0
396.0;-166.0;101.0;521.0;-346.0;197.0;-274.0
391.0;-161.0;66.0;521.0;-359.0;173.0;-280.0
383.0;-159.0;42.0;524.0;-382.0;147.0;-293.0
375.0;-151.0;27.0;519.0;-407.0;129.0;-303.0
324.0;-163.0;-37.0;510.0;-515.0;63.0;-406.0
315.0;-184.0;-135.0;511.0;-565.0;38.0;-504.0
347.0;-76.0;-363.0;547.0;-509.0;124.0;-775.0
493.0;307.0;-420.0;523.0;-167.0;567.0;-640.0
648.0;490.0;-613.0;602.0;141.0;-95.0;-864.0
173.0;219.0;-176.0;552.0;-336.0;421.0;-484.0
89.0;152.0;-89.0;566.0;-292.0;318.0;-441.0
67.0;133.0;-68.0;569.0;-288.0;285.0;-433.0
31.0;107.0;-38.0;569.0;-281.0;237.0;-415.0
17.0;96.0;-31.0;569.0;-278.0;220.0;-402.0
1.0;86.0;-20.0;567.0;-269.0;208.0;-390.0
-9.0;74.0;-12.0;566.0;-260.0;201.0;-376.0
-142.0;8.0;-131.0;550.0;-469.0;184.0;-286.0
-232.0;-177.0;-151.0;529.0;-402.0;74.0;-300.0
-21.0;53.0;5.0;552.0;-243.0;242.0;-356.0
94.0;334.0;-293.0;439.0;-284.0;327.0;-531.0
104.0;329.0;-212.0;417.0;-432.0;324.0;-389.0
72.0;311.0;8.0;421.0;-427.0;297.0;-346.0
68.0;308.0;96.0;429.0;-462.0;294.0;-328.0
167.0;-30.0;-12.0;563.0;-594.0;131.0;-212.0
146.0;-36.0;14.0;559.0;-598.0;114.0;-193.0
111.0;-48.0;55.0;551.0;-606.0;90.0;-159.0
64.0;-47.0;-6.0;536.0;-632.0;36.0;-185.0
-75.0;-58.0;-9.0;555.0;-682.0;225.0;-275.0
-467.0;-262.0;236.0;432.0;-704.0;-365.0;-61.0
71.0;306.0;109.0;435.0;-480.0;294.0;-325.0
92.0;294.0;96.0;445.0;-521.0;315.0;-330.0
106.0;284.0;85.0;451.0;-540.0;330.0;-331.0
132.0;280.0;37.0;463.0;-569.0;361.0;-340.0
207.0;231.0;4.0;545.0;-702.0;322.0;-448.0
213.0;-212.0;138.0;515.0;-939.0;-81.0;-526.0
11.0;-64.0;114.0;479.0;-712.0;109.0;-137.0
-150.0;1.0;-10.0;422.0;-738.0;24.0;-214.0
132.0;12.0;36.0;489.0;-705.0;103.0;-217.0
164.0;56.0;-73.0;492.0;-695.0;170.0;-296.0
151.0;65.0;-84.0;496.0;-670.0;167.0;-320.0
-1.0;89.0;-125.0;463.0;-767.0;204.0;-338.0
108.0;97.0;-141.0;507.0;-600.0;192.0;-387.0
-28.0;21.0;-250.0;496.0;-509.0;176.0;-427.0
-100.0;106.0;-354.0;443.0;-720.0;171.0;-400.0
165.0;160.0;-204.0;529.0;-586.0;249.0;-460.0
220.0;316.0;-112.0;486.0;-579.0;438.0;-429.0
278.0;371.0;-173.0;483.0;-556.0;495.0;-496.0
335.0;413.0;-214.0;485.0;-575.0;544.0;-552.0
258.0;380.0;-350.0;459.0;-235.0;466.0;-583.0
74.0;202.0;-246.0;501.0;-649.0;341.0;-414.0
329.0;120.0;-532.0;1026.0;-999.0;469.0;-960.0
92.0;-43.0;-532.0;1072.0;-1103.0;320.0;-1011.0
316.0;245.0;92.0;533.0;-857.0;194.0;-514.0
272.0;125.0;-330.0;946.0;-1038.0;430.0;-558.0
101.0;251.0;-10.0;501.0;-866.0;440.0;-539.0
172.0;311.0;16.0;514.0;-867.0;515.0;-564.0
120.0;230.0;58.0;533.0;-880.0;429.0;-517.0
194.0;336.0;-146.0;455.0;-350.0;407.0;-506.0
48.0;117.0;-221.0;509.0;-543.0;408.0;-463.0
103.0;211.0;-112.0;526.0;-561.0;406.0;-497.0
136.0;183.0;-210.0;525.0;-558.0;506.0;-427.0
105.0;237.0;-20.0;512.0;-556.0;407.0;-466.0
164.0;271.0;-23.0;528.0;-572.0;473.0;-477.0
105.0;260.0;52.0;500.0;-548.0;411.0;-426.0
105.0;269.0;73.0;497.0;-543.0;413.0;-409.0
109.0;280.0;128.0;493.0;-528.0;417.0;-374.0
112.0;285.0;164.0;489.0;-508.0;420.0;-342.0
112.0;289.0;180.0;487.0;-497.0;420.0;-332.0
112.0;293.0;202.0;486.0;-476.0;421.0;-315.0
113.0;290.0;208.0;485.0;-465.0;422.0;-310.0
111.0;292.0;210.0;486.0;-457.0;422.0;-308.0
114.0;290.0;213.0;485.0;-450.0;422.0;-303.0
114.0;292.0;221.0;482.0;-441.0;424.0;-300.0
115.0;292.0;227.0;482.0;-424.0;428.0;-292.0
113.0;292.0;232.0;483.0;-414.0;425.0;-285.0
115.0;293.0;240.0;482.0;-401.0;428.0;-279.0
115.0;294.0;239.0;482.0;-403.0;428.0;-279.0
293.0;452.0;269.0;358.0;-311.0;410.0;-230.0
117.0;296.0;242.0;481.0;-404.0;430.0;-279.0
114.0;295.0;241.0;482.0;-406.0;430.0;-280.0
114.0;295.0;240.0;479.0;-407.0;429.0;-280.0
114.0;295.0;238.0;479.0;-414.0;428.0;-284.0
112.0;295.0;236.0;478.0;-415.0;425.0;-284.0
112.0;294.0;236.0;480.0;-416.0;426.0;-285.0
114.0;293.0;237.0;479.0;-417.0;424.0;-288.0
112.0;294.0;234.0;483.0;-421.0;427.0;-288.0
113.0;292.0;235.0;481.0;-422.0;425.0;-288.0
111.0;295.0;232.0;481.0;-425.0;428.0;-289.0
111.0;292.0;233.0;479.0;-428.0;425.0;-291.0
112.0;293.0;234.0;479.0;-429.0;425.0;-290.0
110.0;294.0;233.0;480.0;-428.0;423.0;-289.0
109.0;293.0;233.0;479.0;-434.0;423.0;-288.0
108.0;295.0;233.0;482.0;-435.0;425.0;-290.0
108.0;293.0;233.0;482.0;-436.0;421.0;-290.0
108.0;293.0;233.0;482.0;-437.0;421.0;-288.0
107.0;293.0;233.0;480.0;-438.0;419.0;-290.0
108.0;294.0;233.0;479.0;-440.0;420.0;-290.0
107.0;292.0;235.0;479.0;-441.0;420.0;-290.0
109.0;293.0;232.0;480.0;-444.0;422.0;-291.0
107.0;291.0;231.0;480.0;-444.0;422.0;-293.0
109.0;292.0;232.0;481.0;-445.0;422.0;-293.0
108.0;293.0;229.0;481.0;-448.0;423.0;-295.0
111.0;291.0;230.0;485.0;-452.0;421.0;-297.0
111.0;293.0;227.0;484.0;-452.0;422.0;-297.0
110.0;293.0;226.0;481.0;-459.0;423.0;-299.0
110.0;293.0;226.0;481.0;-461.0;423.0;-299.0
111.0;295.0;223.0;484.0;-469.0;424.0;-305.0
111.0;295.0;223.0;482.0;-471.0;423.0;-302.0
113.0;296.0;223.0;483.0;-474.0;424.0;-302.0
114.0;296.0;221.0;484.0;-478.0;428.0;-304.0
113.0;294.0;221.0;481.0;-483.0;424.0;-304.0
112.0;294.0;221.0;482.0;-484.0;425.0;-305.0
112.0;294.0;218.0;483.0;-489.0;426.0;-308.0
110.0;292.0;216.0;481.0;-496.0;426.0;-307.0
108.0;291.0;217.0;485.0;-499.0;425.0;-308.0
110.0;291.0;217.0;484.0;-502.0;423.0;-309.0
105.0;291.0;217.0;483.0;-504.0;423.0;-310.0
106.0;290.0;214.0;483.0;-509.0;422.0;-311.0
104.0;290.0;216.0;485.0;-514.0;419.0;-309.0
104.0;290.0;214.0;485.0;-517.0;419.0;-311.0
105.0;291.0;212.0;484.0;-520.0;419.0;-311.0
105.0;290.0;208.0;487.0;-522.0;418.0;-312.0
106.0;292.0;208.0;487.0;-525.0;419.0;-314.0
108.0;291.0;207.0;487.0;-526.0;421.0;-315.0
110.0;291.0;205.0;487.0;-527.0;423.0;-316.0
117.0;293.0;194.0;489.0;-531.0;430.0;-327.0
126.0;297.0;186.0;492.0;-536.0;437.0;-334.0
128.0;294.0;181.0;494.0;-536.0;439.0;-339.0
137.0;297.0;165.0;495.0;-539.0;445.0;-351.0
139.0;298.0;156.0;497.0;-540.0;451.0;-360.0
143.0;301.0;152.0;500.0;-543.0;453.0;-364.0
147.0;300.0;145.0;503.0;-542.0;458.0;-372.0
151.0;299.0;133.0;503.0;-547.0;459.0;-381.0
153.0;298.0;121.0;505.0;-550.0;462.0;-389.0
156.0;294.0;101.0;511.0;-558.0;464.0;-408.0
384.0;298.0;176.0;543.0;-800.0;607.0;-477.0
193.0;252.0;196.0;487.0;-799.0;466.0;-422.0
371.0;309.0;140.0;638.0;-699.0;564.0;-592.0
523.0;359.0;120.0;552.0;-882.0;698.0;-536.0
234.0;360.0;9.0;511.0;-871.0;557.0;-601.0
314.0;391.0;-6.0;532.0;-855.0;624.0;-637.0
165.0;292.0;-126.0;475.0;-416.0;387.0;-467.0
202.0;392.0;-231.0;548.0;-443.0;458.0;-424.0
154.0;272.0;-137.0;487.0;-453.0;381.0;-454.0
150.0;262.0;-132.0;489.0;-455.0;378.0;-450.0
139.0;251.0;-118.0;490.0;-446.0;371.0;-442.0
132.0;245.0;-111.0;491.0;-446.0;361.0;-439.0
130.0;244.0;-105.0;490.0;-440.0;357.0;-436.0
-232.0;62.0;-35.0;522.0;-472.0;77.0;-272.0
-126.0;133.0;-40.0;509.0;-509.0;177.0;-365.0
-43.0;159.0;-30.0;497.0;-494.0;262.0;-367.0
-5.0;168.0;-33.0;494.0;-504.0;301.0;-385.0
8.0;176.0;-37.0;494.0;-511.0;317.0;-397.0
19.0;185.0;-45.0;493.0;-514.0;329.0;-412.0
30.0;194.0;-53.0;497.0;-518.0;337.0;-431.0
38.0;202.0;-63.0;498.0;-528.0;341.0;-451.0
126.0;242.0;-107.0;488.0;-438.0;352.0;-436.0
123.0;245.0;-104.0;488.0;-433.0;348.0;-439.0
119.0;244.0;-102.0;485.0;-428.0;345.0;-447.0
120.0;245.0;-107.0;486.0;-431.0;347.0;-453.0
121.0;247.0;-113.0;484.0;-432.0;348.0;-459.0
125.0;250.0;-128.0;483.0;-443.0;355.0;-471.0
129.0;256.0;-149.0;481.0;-452.0;362.0;-478.0
132.0;257.0;-155.0;483.0;-457.0;368.0;-481.0
134.0;259.0;-162.0;482.0;-460.0;371.0;-483.0
151.0;266.0;-184.0;484.0;-476.0;384.0;-489.0
1.0;-43.0;350.0;537.0;-685.0;307.0;-240.0
-16.0;291.0;-130.0;550.0;-598.0;263.0;-549.0
-5.0;258.0;42.0;516.0;-898.0;286.0;-545.0
-83.0;247.0;86.0;497.0;-754.0;175.0;-433.0
8.0;281.0;33.0;600.0;-550.0;299.0;-447.0
128.0;287.0;-149.0;457.0;-537.0;349.0;-460.0
128.0;291.0;-99.0;451.0;-503.0;347.0;-446.0
151.0;301.0;-91.0;438.0;-487.0;384.0;-436.0
144.0;294.0;-53.0;438.0;-453.0;377.0;-422.0
135.0;290.0;-29.0;435.0;-422.0;371.0;-408.0
119.0;282.0;8.0;434.0;-392.0;356.0;-391.0
112.0;279.0;21.0;432.0;-380.0;350.0;-382.0
107.0;275.0;34.0;431.0;-373.0;345.0;-375.0
102.0;272.0;37.0;426.0;-385.0;340.0;-374.0
99.0;269.0;36.0;424.0;-386.0;337.0;-374.0
96.0;266.0;45.0;425.0;-377.0;335.0;-368.0
94.0;266.0;49.0;426.0;-369.0;332.0;-364.0
91.0;264.0;52.0;424.0;-367.0;331.0;-362.0
90.0;263.0;55.0;424.0;-362.0;329.0;-359.0
88.0;261.0;64.0;422.0;-353.0;327.0;-354.0
89.0;263.0;54.0;424.0;-385.0;327.0;-364.0
87.0;261.0;51.0;423.0;-382.0;327.0;-362.0
92.0;261.0;57.0;424.0;-373.0;331.0;-361.0
90.0;258.0;55.0;425.0;-376.0;330.0;-362.0
91.0;261.0;56.0;426.0;-370.0;334.0;-360.0
91.0;260.0;61.0;425.0;-365.0;333.0;-357.0
93.0;260.0;63.0;426.0;-356.0;333.0;-355.0
91.0;259.0;49.0;426.0;-377.0;332.0;-363.0
90.0;259.0;51.0;428.0;-373.0;331.0;-361.0
89.0;258.0;49.0;428.0;-385.0;330.0;-359.0
89.0;257.0;46.0;427.0;-399.0;329.0;-363.0
89.0;257.0;41.0;428.0;-408.0;331.0;-366.0
88.0;256.0;45.0;428.0;-392.0;330.0;-365.0
86.0;254.0;57.0;427.0;-379.0;329.0;-360.0
86.0;252.0;63.0;428.0;-374.0;328.0;-357.0
87.0;253.0;66.0;428.0;-363.0;329.0;-358.0
86.0;252.0;72.0;428.0;-353.0;329.0;-351.0
86.0;252.0;70.0;429.0;-360.0;328.0;-354.0
85.0;253.0;69.0;429.0;-365.0;330.0;-355.0
86.0;252.0;72.0;427.0;-360.0;329.0;-355.0
86.0;254.0;78.0;429.0;-352.0;329.0;-351.0
89.0;252.0;77.0;430.0;-363.0;331.0;-353.0
94.0;254.0;85.0;428.0;-347.0;336.0;-349.0
105.0;255.0;83.0;432.0;-347.0;345.0;-352.0
105.0;255.0;88.0;432.0;-338.0;348.0;-348.0
108.0;257.0;85.0;431.0;-351.0;348.0;-351.0
107.0;256.0;81.0;430.0;-364.0;347.0;-355.0
110.0;259.0;82.0;433.0;-360.0;350.0;-355.0
106.0;256.0;85.0;431.0;-352.0;348.0;-351.0
100.0;256.0;92.0;428.0;-335.0;342.0;-345.0
97.0;255.0;94.0;431.0;-336.0;336.0;-344.0
90.0;254.0;89.0;427.0;-355.0;331.0;-348.0
87.0;254.0;82.0;428.0;-372.0;329.0;-354.0
81.0;250.0;83.0;427.0;-376.0;325.0;-353.0
75.0;248.0;86.0;428.0;-372.0;319.0;-350.0
68.0;245.0;91.0;426.0;-369.0;315.0;-345.0
65.0;240.0;96.0;425.0;-363.0;304.0;-338.0
56.0;232.0;111.0;425.0;-354.0;302.0;-330.0
52.0;226.0;127.0;426.0;-334.0;298.0;-318.0
53.0;224.0;138.0;428.0;-322.0;297.0;-308.0
55.0;221.0;148.0;429.0;-312.0;297.0;-302.0
50.0;218.0;160.0;429.0;-299.0;295.0;-291.0
48.0;216.0;168.0;428.0;-290.0;289.0;-283.0
42.0;212.0;183.0;429.0;-270.0;283.0;-274.0
44.0;210.0;184.0;429.0;-268.0;284.0;-273.0
42.0;209.0;184.0;430.0;-255.0;284.0;-272.0
41.0;208.0;188.0;430.0;-247.0;281.0;-265.0
38.0;206.0;199.0;430.0;-239.0;276.0;-253.0
41.0;207.0;198.0;430.0;-235.0;278.0;-249.0
43.0;207.0;197.0;432.0;-228.0;280.0;-250.0
57.0;209.0;180.0;432.0;-232.0;292.0;-267.0
59.0;213.0;175.0;433.0;-241.0;294.0;-270.0
62.0;215.0;173.0;434.0;-247.0;298.0;-272.0
65.0;217.0;172.0;436.0;-254.0;301.0;-279.0
67.0;220.0;173.0;434.0;-258.0;299.0;-278.0
71.0;225.0;173.0;436.0;-257.0;303.0;-278.0
72.0;226.0;169.0;440.0;-263.0;303.0;-283.0
70.0;228.0;164.0;441.0;-268.0;301.0;-290.0
73.0;236.0;159.0;444.0;-255.0;302.0;-293.0
75.0;237.0;160.0;444.0;-254.0;304.0;-293.0
76.0;240.0;166.0;444.0;-255.0;303.0;-290.0
73.0;243.0;177.0;446.0;-259.0;303.0;-288.0
74.0;239.0;180.0;443.0;-252.0;301.0;-280.0
72.0;240.0;181.0;443.0;-249.0;299.0;-276.0
73.0;240.0;176.0;447.0;-245.0;299.0;-276.0
73.0;238.0;174.0;446.0;-245.0;299.0;-279.0
74.0;240.0;170.0;447.0;-243.0;302.0;-284.0
75.0;239.0;174.0;446.0;-252.0;300.0;-289.0
75.0;240.0;181.0;447.0;-253.0;301.0;-287.0
75.0;241.0;186.0;448.0;-257.0;302.0;-282.0
78.0;242.0;185.0;447.0;-257.0;304.0;-280.0
79.0;241.0;180.0;445.0;-261.0;304.0;-282.0
81.0;243.0;167.0;447.0;-262.0;308.0;-295.0
79.0;245.0;165.0;447.0;-261.0;306.0;-296.0
79.0;248.0;168.0;447.0;-262.0;307.0;-299.0
78.0;249.0;170.0;446.0;-263.0;304.0;-300.0
78.0;253.0;169.0;447.0;-266.0;307.0;-299.0
79.0;251.0;170.0;446.0;-269.0;302.0;-300.0
78.0;252.0;164.0;445.0;-268.0;302.0;-298.0
81.0;252.0;152.0;447.0;-263.0;305.0;-306.0
87.0;258.0;148.0;446.0;-262.0;313.0;-314.0
89.0;260.0;147.0;444.0;-272.0;316.0;-317.0
95.0;263.0;143.0;445.0;-278.0;317.0;-315.0
96.0;262.0;139.0;447.0;-284.0;320.0;-317.0
99.0;263.0;132.0;446.0;-291.0;323.0;-322.0
100.0;265.0;125.0;447.0;-291.0;326.0;-328.0
106.0;270.0;124.0;445.0;-277.0;331.0;-328.0
275.0;201.0;-17.0;541.0;-92.0;535.0;-340.0
117.0;282.0;123.0;448.0;-275.0;337.0;-333.0
120.0;285.0;117.0;450.0;-288.0;339.0;-339.0
119.0;285.0;109.0;451.0;-306.0;339.0;-349.0
122.0;286.0;94.0;450.0;-321.0;338.0;-357.0
124.0;288.0;80.0;449.0;-340.0;341.0;-367.0
121.0;288.0;65.0;448.0;-355.0;340.0;-378.0
123.0;288.0;48.0;447.0;-369.0;342.0;-386.0
126.0;289.0;22.0;448.0;-388.0;346.0;-399.0
126.0;289.0;7.0;445.0;-399.0;347.0;-405.0
128.0;291.0;7.0;449.0;-402.0;350.0;-409.0
131.0;291.0;5.0;448.0;-401.0;351.0;-409.0
131.0;294.0;0.0;446.0;-409.0;352.0;-414.0
132.0;295.0;5.0;447.0;-401.0;352.0;-414.0
129.0;294.0;3.0;447.0;-403.0;351.0;-415.0
128.0;296.0;-3.0;448.0;-409.0;348.0;-419.0
129.0;294.0;-34.0;450.0;-428.0;347.0;-431.0
126.0;48.0;283.0;540.0;-805.0;480.0;-221.0
440.0;-72.0;44.0;610.0;-200.0;414.0;-505.0
164.0;-303.0;-290.0;558.0;-748.0;630.0;-339.0
431.0;366.0;-132.0;505.0;-509.0;-173.0;-446.0
262.0;366.0;-384.0;444.0;-537.0;477.0;-541.0
191.0;329.0;-125.0;533.0;-705.0;516.0;-603.0
