Accelerometer RKN_ accY;InertialMeasurementUnit RLA gyroY;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit L-SHOE Body_Ay;InertialMeasurementUnit L-SHOE Body_Az;InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit L-SHOE Nav_Ax
983.0;24.0;1;23;658;721;-1;-1
980.0;22.0;2;21;654;729;-2;1
679.0;146.0;-808;2934;1906;-1960;808;-602
978.0;26.0;-5;21;655;728;5;6
969.0;11.0;12;16;661;729;-12;5
981.0;8.0;23;19;659;727;-23;0
974.0;36.0;14;17;666;721;-14;-1
988.0;16.0;22;15;655;735;-22;-1
979.0;27.0;8;16;659;730;-8;3
980.0;11.0;-3;16;662;727;3;2
988.0;25.0;19;25;652;725;-19;1
971.0;8.0;16;21;673;710;-16;3
976.0;31.0;12;20;649;734;-12;-8
957.0;10.0;9;20;651;733;-9;1
979.0;0.0;-13;15;660;731;13;0
984.0;-10.0;16;23;657;723;-16;-1
979.0;-6.0;11;18;646;740;-11;-2
978.0;5.0;1;13;662;732;-1;4
973.0;4.0;1;19;654;731;-1;-3
973.0;5.0;7;20;669;715;-7;3
989.0;93.0;-69;13;655;738;69;1
979.0;-2.0;4;24;663;716;-4;-4
980.0;40.0;11;17;657;732;-11;-2
963.0;17.0;3;22;656;725;-3;4
982.0;30.0;13;21;658;726;-13;3
978.0;11.0;4;21;653;729;-4;-4
947.0;-1.0;-38;16;661;729;38;6
984.0;-222.0;33;398;484;384;-33;-112
978.0;-4.0;9;18;659;727;-9;4
958.0;58.0;10;20;666;719;-10;-2
959.0;41.0;23;15;660;732;-23;-11
990.0;31.0;17;18;664;723;-17;-2
974.0;32.0;-1;22;666;716;1;-3
962.0;-6.0;9;20;658;727;-9;10
954.0;3.0;-2;10;664;733;2;-11
1025.0;108.0;114;24;674;710;-114;-122
969.0;26.0;2;21;656;727;-2;11
489.0;425.0;-4;12;689;708;4;-7
864.0;-126.0;-23;18;657;729;23;1
1117.0;-473.0;1940;3;627;730;-1940;40
979.0;-266.0;223;28;672;699;-223;-74
946.0;12.0;12;17;647;739;-12;-1
1048.0;40.0;-30;28;679;700;30;-65
997.0;11.0;-21;20;656;729;21;1
965.0;34.0;22;15;682;710;-22;12
988.0;26.0;9;18;669;717;-9;-1
982.0;-96.0;-11;13;658;735;11;2
962.0;36.0;1;16;662;728;-1;0
1044.0;63.0;41;19;658;722;-41;16
962.0;1.0;4;21;666;717;-4;0
968.0;33.0;16;18;658;729;-16;4
999.0;25.0;3;22;658;724;-3;2
993.0;-16.0;7;18;658;728;-7;0
971.0;27.0;1;17;671;719;-1;0
959.0;-9.0;-11;13;674;722;11;0
970.0;7.0;4;18;654;734;-4;1
980.0;91.0;-14;23;697;683;14;-2
988.0;3.0;-10;20;655;728;10;-2
972.0;-96.0;-13;69;660;718;13;252
989.0;13.0;23;19;670;716;-23;3
665.0;-1.0;-12;15;656;734;12;8
958.0;20.0;-2;17;659;729;2;6
959.0;5.0;3;16;652;736;-3;-2
975.0;27.0;2;22;652;730;-2;2
1571.0;-497.0;3;16;668;721;-3;-9
1017.0;-36.0;-341;-308;6;1390;341;-530
977.0;27.0;-10;10;685;715;10;1
969.0;2.0;8;21;657;726;-8;2
970.0;17.0;-7;20;652;732;7;2
619.0;157.0;-129;13;237;961;129;-85
978.0;4.0;2;25;653;724;-2;1
966.0;24.0;3;17;669;719;-3;-3
900.0;-30.0;86;17;683;720;-86;112
968.0;19.0;21;8;681;721;-21;10
965.0;-15.0;0;24;649;728;0;2
984.0;-6.0;20;17;669;720;-20;-1
952.0;5.0;5;15;655;735;-5;1
971.0;17.0;13;15;658;734;-13;0
974.0;793.0;-9;19;666;720;9;-10
964.0;40.0;-20;23;652;728;20;-2
979.0;14.0;2;19;655;731;-2;3
970.0;5.0;0;20;652;731;0;1
961.0;26.0;9;22;657;724;-9;5
970.0;-10.0;11;23;657;723;-11;3
991.0;19.0;-21;19;665;721;21;0
992.0;-4.0;15;21;653;729;-15;-1
998.0;-3.0;-8;20;659;724;8;-2
983.0;-8.0;-11;18;671;715;11;5
980.0;22.0;5;19;653;732;-5;1
973.0;7.0;16;22;657;725;-16;4
968.0;2.0;27;13;663;731;-27;9
1014.0;-744.0;608;-34;677;721;-608;-21
988.0;51.0;-1;16;659;730;1;1
977.0;27.0;8;19;659;725;-8;0
839.0;72.0;-3;28;658;713;3;-5
997.0;99.0;26;16;668;720;-26;0
986.0;72.0;21;17;656;731;-21;0
979.0;171.0;-8;22;659;722;8;3
978.0;30.0;-1;14;674;719;1;6
968.0;48.0;-4;24;667;712;4;1
979.0;249.0;0;26;660;717;0;0
978.0;17.0;21;21;661;721;-21;7
990.0;16.0;3;16;671;719;-3;3
967.0;36.0;-29;13;677;718;29;-7
971.0;11.0;9;15;669;723;-9;-3
977.0;47.0;-10;16;656;734;10;-3
983.0;-11.0;-4;14;660;733;4;-2
979.0;28.0;31;19;659;727;-31;0
952.0;29.0;16;25;655;722;-16;8
967.0;24.0;23;17;660;730;-23;0
663.0;-71.0;576;-569;-19;1716;-576;-665
933.0;9.0;19;18;656;732;-19;5
963.0;30.0;13;13;663;731;-13;5
969.0;29.0;-2;22;656;726;2;6
969.0;31.0;6;18;667;720;-6;-2
959.0;63.0;-9;19;658;727;9;-1
979.0;31.0;-6;17;653;734;6;-4
918.0;68.0;-28;28;662;711;28;-1
965.0;94.0;23;19;666;719;-23;-1
973.0;-4.0;24;23;665;715;-24;0
973.0;0.0;-12;22;666;716;12;-2
974.0;13.0;11;14;678;716;-11;-5
978.0;36.0;-2;25;662;716;2;-3
1008.0;42.0;5;20;661;722;-5;0
959.0;32.0;-10;22;664;719;10;-2
1142.0;72.0;-3;22;653;727;3;-2
1114.0;-118.0;-8;11;670;727;8;1
977.0;-8.0;19;18;656;730;-19;-1
970.0;-232.0;-1278;213;1042;309;1278;705
963.0;23.0;9;25;651;726;-9;4
971.0;-32.0;63;29;660;728;-63;-82
988.0;569.0;1;677;672;715;-1;800
976.0;9.0;2;20;661;724;-2;3
970.0;9.0;-19;17;672;717;19;3
979.0;63.0;40;19;658;727;-40;-1
990.0;33.0;9;20;680;705;-9;-2
845.0;193.0;-5;14;748;642;5;2
984.0;115.0;214;59;185;919;-214;20
600.0;72.0;-4539;-678;1334;1079;4539;-30
368.0;-13.0;26;20;681;705;-26;-1
979.0;40.0;-4;18;669;718;4;2
961.0;-17.0;-8;11;669;727;8;3
988.0;38.0;-18;18;669;718;18;-1
970.0;6.0;9;22;658;724;-9;7
968.0;16.0;-17;15;672;719;17;0
847.0;-40.0;1;13;746;646;-1;-2
970.0;161.0;-637;-112;1251;390;637;-679
962.0;34.0;11;15;657;733;-11;6
972.0;9.0;-9;26;651;725;9;-8
1563.0;240.0;-13;16;657;732;13;3
961.0;5.0;10;18;665;722;-10;1
959.0;-2.0;34;21;656;726;-34;0
997.0;57.0;9;16;659;730;-9;-2
968.0;39.0;0;20;670;716;0;5
570.0;231.0;250;38;686;729;-250;27
980.0;7.0;4;18;666;721;-4;-2
971.0;47.0;15;17;663;725;-15;9
998.0;70.0;-20;14;659;732;20;0
980.0;37.0;11;18;669;719;-11;1
1258.0;313.0;3;25;676;703;-3;-35
853.0;46.0;9;12;751;641;-9;3
950.0;21.0;-9;17;665;723;9;-1
969.0;17.0;12;22;662;719;-12;1
938.0;27.0;47;16;675;715;-47;12
980.0;-58.0;28;22;655;726;-28;-1
948.0;-31.0;45;21;667;719;-45;3
972.0;-1.0;12;22;675;708;-12;2
970.0;19.0;-7;19;661;725;7;-3
981.0;8.0;12;18;650;735;-12;-1
989.0;26.0;5;14;671;722;-5;0
988.0;7.0;1;21;667;717;-1;0
973.0;17.0;11;24;655;723;-11;1
980.0;23.0;0;17;671;719;0;2
997.0;-44.0;12;17;663;725;-12;1
975.0;-20.0;2;17;667;721;-2;-1
951.0;15.0;18;21;663;720;-18;4
982.0;-172.0;0;22;659;721;0;-3
979.0;27.0;2;19;665;721;-2;5
986.0;135.0;21;19;665;721;-21;3
977.0;20.0;12;20;668;715;-12;1
1000.0;-15.0;16;16;703;687;-16;2
986.0;28.0;0;18;668;718;0;3
955.0;-9.0;-3;21;661;722;3;1
961.0;50.0;-17;12;659;736;17;-5
924.0;-94.0;4258;-74;893;628;-4258;78
955.0;67.0;26;17;661;728;-26;-7
989.0;2537.0;13;23;657;723;-13;8
893.0;-7.0;4;14;661;731;-4;4
841.0;-172.0;0;15;746;643;0;6
979.0;35.0;1;22;660;721;-1;2
942.0;550.0;-60;-1091;1118;1917;60;909
991.0;-6.0;4;17;677;711;-4;2
978.0;26.0;4;19;656;730;-4;-3
965.0;-378.0;28;172;674;614;-28;353
974.0;0.0;-737;72;587;666;737;-5
968.0;15.0;3;21;662;722;-3;-6
951.0;35.0;-6;19;657;728;6;-3
970.0;28.0;4;23;658;723;-4;1
991.0;-16.0;23;16;665;726;-23;6
962.0;22.0;2;20;657;726;-2;-8
994.0;20.0;-4;21;659;723;4;-4
941.0;-33.0;19;20;654;730;-19;-1
945.0;-1652.0;19;14;665;728;-19;1
971.0;-75.0;-95;19;652;734;95;-11
972.0;-2.0;9;17;667;720;-9;2
960.0;6.0;-8;21;671;713;8;12
1010.0;37.0;137;17;673;712;-137;9
983.0;63.0;4;19;655;731;-4;-4
956.0;2.0;-6;19;659;726;6;-1
1013.0;-116.0;88;31;658;723;-88;122
963.0;15.0;13;17;662;725;-13;-4
969.0;535.0;4;15;670;722;-4;8
909.0;229.0;19;12;668;727;-19;3
965.0;32.0;12;15;659;731;-12;-3
974.0;26.0;1;21;667;717;-1;2
972.0;29.0;11;26;658;718;-11;4
971.0;19.0;8;25;657;720;-8;1
1435.0;-319.0;7529;-942;1684;579;-7529;89
979.0;17.0;-11;20;671;715;11;4
990.0;-16.0;51;14;667;724;-51;0
964.0;0.0;21;19;664;724;-21;-8
969.0;0.0;-20;20;651;732;20;2
1023.0;8.0;40;16;670;719;-40;-5
970.0;5.0;-2;22;663;719;2;-4
997.0;-29.0;-8;23;657;724;8;2
980.0;-15.0;1;22;664;719;-1;-3
1000.0;31.0;-35;19;655;730;35;1
964.0;38.0;9;21;655;727;-9;1
973.0;-32.0;23;18;659;727;-23;-1
959.0;559.0;-1285;-73;637;876;1285;-126
979.0;3.0;9;13;659;736;-9;1
965.0;-40.0;35;887;635;735;-35;806
979.0;-44.0;-23;23;656;723;23;2
991.0;31.0;-15;17;654;733;15;0
983.0;7.0;33;22;653;728;-33;5
979.0;-266.0;2;23;663;718;-2;3
979.0;-2.0;9;27;651;722;-9;-1
978.0;-22.0;-14;20;656;726;14;2
846.0;9.0;-10;15;751;638;10;0
950.0;-618.0;1;24;658;721;-1;-6
931.0;347.0;2641;-242;860;908;-2641;-71
988.0;8.0;10;20;657;726;-10;2
955.0;-10.0;104;-838;1700;1010;-104;-809
1004.0;-609.0;-322;21;721;673;322;-13
1008.0;20.0;23;18;659;727;-23;-1
970.0;363.0;2;18;667;721;-2;5
977.0;38.0;-31;23;653;727;31;3
952.0;576.0;188;14;683;711;-188;12
1006.0;66.0;433;17;685;705;-433;11
1225.0;-505.0;33;14;669;724;-33;8
934.0;-61.0;109;10;498;1023;-109;-496
990.0;38.0;39;18;655;731;-39;-1
980.0;42.0;21;14;656;737;-21;-2
980.0;-24.0;0;20;657;728;0;-1
1000.0;-8.0;-241;-13;712;723;241;-31
919.0;154.0;1050;-87;795;697;-1050;-15
994.0;288.0;180;-2;675;736;-180;19
963.0;-408.0;-4;16;661;728;4;-2
1271.0;-63.0;24;13;680;716;-24;-7
1001.0;165.0;-4055;508;545;397;4055;-113
714.0;233.0;-2428;238;629;490;2428;-37
988.0;12.0;23;18;659;727;-23;-1
