Accelerometer LUA^ accY;InertialMeasurementUnit BACK magneticY;InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit RUA magneticZ;InertialMeasurementUnit LLA magneticZ;InertialMeasurementUnit LUA accX
985.0;-85.0;206.0;-239.0;130.0;-983.0
916.0;14.0;76.0;-153.0;68.0;-897.0
705.0;21.0;251.0;-131.0;161.0;-875.0
867.0;25.0;73.0;-146.0;102.0;-831.0
871.0;22.0;76.0;-153.0;118.0;-850.0
872.0;20.0;88.0;-161.0;125.0;-924.0
920.0;-89.0;303.0;-211.0;246.0;-983.0
780.0;-97.0;340.0;-109.0;185.0;-1046.0
839.0;-77.0;287.0;-305.0;207.0;-861.0
807.0;21.0;245.0;-115.0;83.0;-1050.0
853.0;137.0;-100.0;240.0;172.0;-800.0
794.0;74.0;-102.0;-66.0;81.0;-871.0
769.0;62.0;-85.0;-93.0;92.0;-885.0
757.0;117.0;-29.0;-230.0;41.0;-854.0
790.0;127.0;-22.0;-218.0;40.0;-926.0
859.0;134.0;-15.0;-204.0;58.0;-1003.0
721.0;48.0;-66.0;-136.0;98.0;-924.0
972.0;113.0;-41.0;-201.0;-20.0;-970.0
721.0;235.0;28.0;140.0;191.0;-650.0
710.0;180.0;-73.0;-66.0;-66.0;-937.0
718.0;198.0;-54.0;-4.0;-29.0;-811.0
933.0;68.0;-14.0;-208.0;87.0;-755.0
852.0;-58.0;85.0;-315.0;126.0;-903.0
792.0;67.0;-56.0;-235.0;61.0;-875.0
829.0;130.0;-33.0;-135.0;-28.0;-710.0
897.0;136.0;-63.0;-186.0;71.0;-805.0
819.0;-12.0;-62.0;-298.0;44.0;-889.0
860.0;7.0;-67.0;-292.0;17.0;-935.0
864.0;23.0;-76.0;-281.0;12.0;-924.0
899.0;128.0;-119.0;-241.0;-38.0;-766.0
892.0;124.0;-104.0;-246.0;-62.0;-823.0
782.0;129.0;-156.0;-201.0;9.0;-937.0
704.0;91.0;-168.0;-215.0;32.0;-711.0
850.0;165.0;-32.0;-43.0;-517.0;-906.0
832.0;49.0;-95.0;-256.0;9.0;-854.0
805.0;137.0;-93.0;-236.0;-106.0;-942.0
888.0;129.0;-142.0;-188.0;-121.0;-1089.0
1003.0;-12.0;-412.0;-310.0;-94.0;-1000.0
755.0;149.0;-69.0;-193.0;-84.0;-887.0
762.0;154.0;-59.0;-197.0;-63.0;-977.0
835.0;124.0;-37.0;-185.0;-7.0;-913.0
920.0;123.0;-35.0;-187.0;-12.0;-893.0
939.0;124.0;-28.0;-189.0;-11.0;-930.0
866.0;120.0;-19.0;-160.0;-38.0;-917.0
878.0;115.0;-16.0;-156.0;-47.0;-904.0
748.0;111.0;-12.0;-148.0;-50.0;-886.0
749.0;25.0;91.0;-122.0;124.0;-799.0
777.0;104.0;33.0;-33.0;36.0;-924.0
759.0;135.0;180.0;71.0;163.0;-879.0
855.0;96.0;76.0;-93.0;56.0;-1020.0
835.0;216.0;106.0;39.0;-147.0;-799.0
939.0;205.0;-443.0;-63.0;-89.0;-980.0
870.0;255.0;-268.0;-136.0;-79.0;-902.0
817.0;-94.0;73.0;-341.0;276.0;-829.0
758.0;154.0;-461.0;-170.0;-185.0;-812.0
869.0;93.0;-463.0;-324.0;-122.0;-1116.0
769.0;62.0;-182.0;-243.0;-62.0;-841.0
801.0;65.0;-159.0;-243.0;-21.0;-853.0
854.0;77.0;-145.0;-249.0;88.0;-890.0
483.0;269.0;-82.0;-25.0;-195.0;-552.0
519.0;251.0;-21.0;-42.0;96.0;-411.0
902.0;193.0;-149.0;-118.0;-18.0;-874.0
1032.0;355.0;-558.0;35.0;-168.0;-1214.0
863.0;47.0;-372.0;-236.0;39.0;-832.0
804.0;350.0;-231.0;-65.0;-416.0;-733.0
982.0;118.0;-323.0;2.0;-7.0;-1000.0
748.0;406.0;-379.0;179.0;-285.0;-769.0
772.0;127.0;-178.0;-76.0;8.0;-755.0
653.0;96.0;-313.0;26.0;185.0;-629.0
733.0;116.0;71.0;-91.0;-273.0;-798.0
786.0;124.0;-128.0;-82.0;7.0;-839.0
848.0;484.0;-640.0;-84.0;-589.0;-902.0
655.0;181.0;-171.0;-82.0;57.0;-647.0
819.0;134.0;-115.0;-77.0;44.0;-735.0
852.0;154.0;-124.0;-64.0;19.0;-967.0
688.0;146.0;-397.0;-64.0;269.0;-967.0
675.0;479.0;-700.0;261.0;-373.0;-623.0
1034.0;152.0;-287.0;-96.0;367.0;-1034.0
906.0;171.0;-129.0;-91.0;6.0;-949.0
859.0;115.0;-210.0;-66.0;-7.0;-799.0
900.0;518.0;-678.0;264.0;-123.0;-944.0
511.0;200.0;-566.0;-28.0;-80.0;-931.0
1032.0;6.0;19.0;-270.0;122.0;-805.0
916.0;103.0;-20.0;-317.0;9.0;-871.0
975.0;199.0;-121.0;-286.0;14.0;-958.0
902.0;-2.0;319.0;-45.0;285.0;-924.0
800.0;357.0;-485.0;175.0;95.0;-749.0
518.0;-289.0;-302.0;-520.0;17.0;-609.0
871.0;142.0;204.0;44.0;-13.0;-950.0
873.0;40.0;264.0;10.0;226.0;-905.0
741.0;108.0;-48.0;-332.0;147.0;-760.0
806.0;-42.0;291.0;77.0;307.0;-820.0
874.0;161.0;-172.0;-299.0;-66.0;-847.0
852.0;164.0;-165.0;-291.0;-29.0;-929.0
884.0;163.0;-160.0;-288.0;-4.0;-920.0
746.0;113.0;-34.0;-243.0;132.0;-816.0
751.0;109.0;-32.0;-235.0;129.0;-799.0
840.0;-140.0;-92.0;-472.0;213.0;-875.0
636.0;682.0;-759.0;891.0;-621.0;-539.0
700.0;3.0;9.0;-315.0;255.0;-905.0
880.0;372.0;-101.0;175.0;69.0;-1026.0
720.0;-49.0;-101.0;-410.0;201.0;-731.0
732.0;19.0;-200.0;-388.0;130.0;-684.0
361.0;336.0;-277.0;287.0;-561.0;-474.0
709.0;58.0;-169.0;-336.0;93.0;-803.0
954.0;116.0;-21.0;-157.0;-15.0;-686.0
882.0;75.0;198.0;-244.0;17.0;-702.0
715.0;10.0;-10.0;-357.0;5.0;-769.0
884.0;-583.0;537.0;-739.0;647.0;-951.0
731.0;48.0;-75.0;-265.0;81.0;-721.0
766.0;-134.0;60.0;-383.0;209.0;-1011.0
798.0;514.0;-445.0;241.0;-469.0;-1175.0
978.0;-286.0;-88.0;-581.0;73.0;-1018.0
1049.0;-17.0;38.0;-307.0;192.0;-1159.0
880.0;-317.0;494.0;-473.0;340.0;-940.0
935.0;66.0;-1.0;-339.0;10.0;-959.0
926.0;265.0;-524.0;-72.0;251.0;-965.0
790.0;-169.0;-73.0;-526.0;122.0;-1107.0
1068.0;159.0;-80.0;-154.0;-55.0;-1010.0
1033.0;176.0;-376.0;-162.0;199.0;-802.0
930.0;-33.0;-386.0;-363.0;152.0;-958.0
1210.0;-119.0;-83.0;-431.0;163.0;-1062.0
950.0;-29.0;9.0;-323.0;89.0;-1245.0
1018.0;-230.0;374.0;-399.0;395.0;-1002.0
845.0;7.0;15.0;-281.0;87.0;-1111.0
797.0;11.0;-141.0;-311.0;16.0;-783.0
765.0;-57.0;-215.0;-468.0;77.0;-801.0
911.0;131.0;-319.0;146.0;363.0;-988.0
845.0;41.0;44.0;-266.0;125.0;-1002.0
801.0;22.0;-35.0;-261.0;150.0;-1130.0
1098.0;35.0;280.0;-103.0;19.0;-891.0
921.0;68.0;241.0;-145.0;-50.0;-982.0
850.0;13.0;204.0;-200.0;-144.0;-827.0
960.0;55.0;-15.0;-230.0;129.0;-1008.0
745.0;65.0;8.0;-207.0;101.0;-740.0
968.0;94.0;-20.0;-299.0;4.0;-858.0
912.0;-151.0;307.0;-289.0;114.0;-940.0
920.0;28.0;53.0;-519.0;-1.0;-974.0
986.0;95.0;-25.0;-245.0;-8.0;-1012.0
985.0;18.0;-38.0;-342.0;190.0;-590.0
891.0;61.0;-45.0;-201.0;52.0;-673.0
942.0;-14.0;34.0;-445.0;215.0;-967.0
747.0;-31.0;17.0;-329.0;147.0;-782.0
1216.0;66.0;-14.0;-258.0;38.0;-1234.0
157.0;-425.0;86.0;260.0;414.0;-328.0
869.0;374.0;-643.0;62.0;-331.0;-900.0
900.0;-96.0;-253.0;-435.0;488.0;-960.0
1071.0;28.0;129.0;-47.0;78.0;-1039.0
654.0;35.0;-107.0;-316.0;42.0;-1013.0
642.0;126.0;-113.0;-322.0;59.0;-1480.0
1012.0;141.0;78.0;-37.0;-3.0;-800.0
709.0;90.0;-56.0;-261.0;50.0;-728.0
693.0;74.0;89.0;56.0;95.0;-661.0
597.0;89.0;248.0;126.0;211.0;-1007.0
978.0;82.0;-6.0;-278.0;13.0;-1003.0
1149.0;-48.0;267.0;-182.0;311.0;-882.0
877.0;103.0;-126.0;-252.0;145.0;-955.0
870.0;11.0;-341.0;-296.0;534.0;-942.0
950.0;-80.0;-51.0;-115.0;678.0;-959.0
906.0;66.0;134.0;-73.0;130.0;-820.0
977.0;8.0;-177.0;-207.0;106.0;-957.0
758.0;283.0;-608.0;-30.0;-219.0;-730.0
960.0;340.0;-546.0;80.0;79.0;-962.0
746.0;284.0;-51.0;159.0;-71.0;-1155.0
1158.0;143.0;-389.0;-181.0;-61.0;-859.0
829.0;-168.0;106.0;7.0;-282.0;-849.0
948.0;97.0;-19.0;-307.0;7.0;-852.0
852.0;304.0;77.0;260.0;-217.0;-894.0
503.0;50.0;196.0;78.0;-613.0;-584.0
837.0;-276.0;255.0;-450.0;487.0;-811.0
816.0;102.0;-109.0;-310.0;43.0;-897.0
872.0;65.0;53.0;-28.0;-194.0;-935.0
891.0;193.0;-546.0;-453.0;-209.0;-922.0
713.0;106.0;207.0;12.0;-627.0;-768.0
624.0;12.0;-148.0;-4.0;340.0;-656.0
911.0;60.0;-80.0;-202.0;65.0;-695.0
934.0;29.0;-58.0;-197.0;132.0;-753.0
1064.0;4.0;-332.0;-276.0;55.0;-1130.0
902.0;-139.0;-272.0;-193.0;305.0;-979.0
970.0;-165.0;-295.0;-384.0;89.0;-1173.0
873.0;-173.0;-230.0;-530.0;118.0;-1033.0
693.0;-21.0;105.0;-236.0;-26.0;-944.0
910.0;27.0;-81.0;-336.0;22.0;-859.0
750.0;-178.0;256.0;-215.0;388.0;-742.0
746.0;153.0;-228.0;-185.0;-35.0;-764.0
873.0;130.0;-86.0;-392.0;12.0;-877.0
925.0;334.0;-37.0;233.0;-309.0;-902.0
741.0;82.0;-306.0;-157.0;66.0;-727.0
519.0;114.0;222.0;364.0;-583.0;-608.0
527.0;49.0;-348.0;-249.0;58.0;-539.0
847.0;138.0;-112.0;-326.0;118.0;-895.0
704.0;245.0;-430.0;-577.0;-576.0;-710.0
924.0;-439.0;499.0;-500.0;560.0;-959.0
902.0;-282.0;434.0;-332.0;443.0;-938.0
852.0;590.0;-682.0;358.0;-579.0;-848.0
1163.0;-149.0;-36.0;-468.0;130.0;-782.0
800.0;27.0;-304.0;-353.0;-49.0;-750.0
1148.0;14.0;8.0;-210.0;32.0;-809.0
1347.0;160.0;-214.0;-88.0;-17.0;-1508.0
893.0;-314.0;55.0;-521.0;421.0;-1134.0
954.0;-238.0;87.0;-324.0;758.0;-878.0
811.0;154.0;-164.0;-269.0;-45.0;-737.0
1012.0;89.0;-11.0;-315.0;-10.0;-928.0
894.0;-151.0;445.0;9.0;354.0;-934.0
909.0;132.0;-561.0;-112.0;-223.0;-951.0
1037.0;17.0;-84.0;-342.0;45.0;-1012.0
1000.0;75.0;1.0;-332.0;-1.0;-1011.0
668.0;346.0;-537.0;138.0;-161.0;-609.0
792.0;177.0;18.0;36.0;-124.0;-1140.0
1200.0;414.0;-692.0;84.0;-371.0;-1077.0
984.0;66.0;-78.0;-197.0;43.0;-708.0
774.0;-186.0;57.0;-534.0;390.0;-782.0
857.0;485.0;-650.0;-57.0;-147.0;-907.0
868.0;-309.0;56.0;-641.0;292.0;-938.0
881.0;1.0;-130.0;-346.0;61.0;-828.0
827.0;189.0;132.0;141.0;126.0;-821.0
922.0;5.0;26.0;-619.0;88.0;-935.0
1214.0;246.0;55.0;86.0;-131.0;-844.0
906.0;136.0;254.0;313.0;-56.0;-958.0
922.0;-131.0;318.0;-277.0;-169.0;-971.0
1024.0;-395.0;163.0;-609.0;527.0;-900.0
271.0;-495.0;695.0;-499.0;-25.0;-381.0
961.0;99.0;120.0;-57.0;282.0;-589.0
867.0;69.0;213.0;-49.0;47.0;-1238.0
1196.0;-132.0;-68.0;-431.0;163.0;-1228.0
1022.0;-137.0;-189.0;-567.0;165.0;-859.0
973.0;144.0;-126.0;-305.0;61.0;-853.0
836.0;64.0;293.0;-42.0;-588.0;-838.0
762.0;94.0;-144.0;-325.0;68.0;-636.0
941.0;-127.0;328.0;-201.0;343.0;-896.0
